dates,satname,nzd0072-0000,nzd0072-0001,nzd0072-0002,nzd0072-0003
1999-09-27 22:04:48.949000,L7,280.35,216.81,199.12,293.30
1999-11-14 22:04:42.286000,L7,374.91,373.54,365.63,361.16
2000-01-17 22:04:35.821000,L7,257.77,241.95,264.05,284.81
2000-05-24 22:03:46.662000,L7,,,264.91,286.20
2000-08-12 22:02:54.094000,L7,278.50,280.67,293.90,305.19
2000-09-13 22:02:26.190000,L7,274.26,246.52,187.35,
2000-10-15 22:01:56.204000,L7,283.46,271.57,301.04,312.66
2001-01-03 22:02:12.432000,L7,260.31,245.15,255.27,248.70
2001-02-04 22:02:14.384000,L7,367.89,392.12,323.30,326.77
2001-08-15 22:00:38.680000,L7,267.80,253.53,302.12,320.36
2001-10-02 22:00:04.650000,L7,268.77,256.29,299.57,317.27
2001-11-03 22:00:10.954000,L7,245.96,300.18,333.66,349.66
2001-12-05 22:00:18.987000,L7,,219.58,237.82,257.41
2002-01-22 22:00:40.906000,L7,273.10,254.79,274.23,316.04
2002-02-23 22:00:43.620000,L7,270.73,254.24,286.55,304.90
2002-03-27 22:00:37.575000,L7,,,236.84,232.06
2002-06-15 22:00:19.658000,L7,,,258.48,284.99
2002-07-01 22:00:15.186000,L7,269.25,253.91,289.83,316.28
2002-07-17 22:00:08.747000,L7,,,,277.27
2002-08-18 21:59:57.690000,L7,277.61,256.40,318.98,323.55
2003-03-30 22:00:31.029000,L7,429.42,292.58,531.37,506.67
2003-09-30 21:49:30.432000,L5,311.48,304.17,326.30,348.46
2004-06-12 21:53:11.618000,L5,,,,210.71
2004-07-30 21:54:28.143000,L5,270.58,240.09,231.02,300.59
2004-11-03 21:56:42.977000,L5,254.22,228.12,207.19,236.72
2004-11-19 21:56:55.269000,L5,251.69,223.42,210.36,237.58
2005-02-23 21:58:31.621000,L5,276.06,251.28,223.65,249.26
2005-03-11 21:58:44.158000,L5,271.99,253.01,225.71,247.60
2005-04-12 21:58:55.193000,L5,262.21,242.31,226.90,258.44
2005-05-30 21:59:15.499000,L5,257.13,240.07,244.97,269.73
2005-07-17 21:59:35.576000,L5,267.26,234.03,227.56,267.21
2006-04-15 22:03:30.798000,L5,263.06,246.38,242.18,278.56
2006-05-17 22:03:57.969000,L5,274.93,251.80,267.39,305.17
2006-06-02 22:04:12.415000,L5,275.36,256.69,264.85,302.76
2007-02-13 22:06:47.368000,L5,,,216.27,263.10
2009-02-02 21:57:22.411000,L5,279.98,247.54,255.36,211.71
2011-03-28 22:01:38.376000,L5,270.86,209.74,193.60,
2013-05-20 22:13:50.559000,L8,257.01,176.68,291.14,316.80
2013-07-07 22:13:24.262000,L8,,,240.02,301.70
2013-07-07 22:13:48.209000,L8,,,262.35,308.21
2013-09-25 22:13:17.289000,L8,,,273.13,218.25
2013-09-25 22:13:41.239000,L8,,,248.69,214.99
2013-10-27 22:13:07.896000,L8,234.30,,,
2013-11-28 22:13:02.012000,L8,384.59,365.61,353.98,359.76
2013-11-28 22:13:25.971000,L8,288.27,288.97,317.15,333.85
2013-12-14 22:12:57.636000,L8,265.54,193.35,278.56,308.48
2013-12-14 22:13:21.591000,L8,245.09,178.16,227.71,199.28
2013-12-30 22:12:49.393000,L8,296.95,287.04,308.48,343.67
2013-12-30 22:13:13.343000,L8,293.87,284.70,306.92,341.15
2014-01-15 22:12:33.689000,L8,275.78,229.88,279.97,312.15
2014-01-31 22:12:28.855000,L8,339.29,342.61,341.50,350.32
2014-01-31 22:12:52.806000,L8,269.79,220.67,276.66,301.65
2014-04-05 22:11:34.747000,L8,245.85,,235.83,223.76
2014-04-05 22:11:58.702000,L8,224.45,,232.49,219.37
2014-04-21 22:11:18.224000,L8,249.90,180.43,,
2014-04-21 22:11:42.175000,L8,251.48,182.01,,
2014-05-23 22:11:18.694000,L8,,,240.28,218.23
