dates,satname,nzd0310-0000,nzd0310-0001,nzd0310-0002,nzd0310-0003,nzd0310-0010,nzd0310-0011,nzd0310-0012,nzd0310-0013,nzd0310-0014,nzd0310-0015,nzd0310-0016,nzd0310-0017,nzd0310-0018,nzd0310-0019,nzd0310-0020,nzd0310-0021,nzd0310-0022,nzd0310-0023,nzd0310-0024,nzd0310-0025,nzd0310-0026,nzd0310-0027,nzd0310-0029,nzd0310-0030,nzd0310-0031,nzd0310-0032,nzd0310-0035,nzd0310-0036,nzd0310-0037,nzd0310-0038,nzd0310-0039,nzd0310-0040,nzd0310-0041,nzd0310-0042,nzd0310-0043,nzd0310-0044,nzd0310-0045,nzd0310-0046,nzd0310-0047,nzd0310-0048,nzd0310-0049,nzd0310-0050,nzd0310-0051,nzd0310-0052,nzd0310-0053,nzd0310-0054,nzd0310-0055,nzd0310-0056,nzd0310-0057,nzd0310-0058,nzd0310-0059,nzd0310-0060,nzd0310-0061,nzd0310-0062,nzd0310-0063,nzd0310-0064,nzd0310-0065,nzd0310-0066,nzd0310-0067,nzd0310-0068,nzd0310-0069,nzd0310-0070,nzd0310-0071,nzd0310-0072,nzd0310-0073,nzd0310-0074,nzd0310-0075,nzd0310-0076,nzd0310-0077,nzd0310-0078,nzd0310-0079,nzd0310-0080,nzd0310-0081,nzd0310-0082,nzd0310-0083,nzd0310-0084,nzd0310-0085,nzd0310-0086,nzd0310-0087,nzd0310-0088,nzd0310-0089,nzd0310-0090,nzd0310-0092,nzd0310-0093,nzd0310-0094,nzd0310-0095,nzd0310-0096,nzd0310-0097,nzd0310-0098,nzd0310-0099,nzd0310-0100,nzd0310-0101,nzd0310-0102,nzd0310-0103,nzd0310-0104,nzd0310-0105,nzd0310-0106,nzd0310-0107,nzd0310-0108,nzd0310-0109,nzd0310-0110,nzd0310-0111,nzd0310-0112,nzd0310-0113,nzd0310-0114,nzd0310-0115,nzd0310-0116,nzd0310-0117,nzd0310-0118,nzd0310-0119,nzd0310-0120,nzd0310-0121,nzd0310-0122,nzd0310-0124,nzd0310-0125,nzd0310-0126,nzd0310-0127,nzd0310-0128,nzd0310-0129,nzd0310-0130,nzd0310-0131,nzd0310-0132,nzd0310-0133,nzd0310-0134,nzd0310-0135,nzd0310-0136,nzd0310-0137,nzd0310-0138,nzd0310-0139,nzd0310-0140,nzd0310-0141,nzd0310-0142,nzd0310-0143,nzd0310-0144,nzd0310-0145,nzd0310-0146,nzd0310-0147,nzd0310-0148,nzd0310-0149,nzd0310-0150,nzd0310-0151,nzd0310-0152,nzd0310-0153,nzd0310-0154,nzd0310-0155,nzd0310-0156,nzd0310-0157,nzd0310-0158,nzd0310-0159,nzd0310-0160,nzd0310-0161,nzd0310-0162,nzd0310-0163,nzd0310-0164,nzd0310-0165,nzd0310-0166,nzd0310-0167,nzd0310-0168,nzd0310-0169,nzd0310-0170,nzd0310-0171,nzd0310-0172,nzd0310-0173,nzd0310-0174,nzd0310-0175,nzd0310-0176,nzd0310-0177,nzd0310-0178,nzd0310-0179,nzd0310-0180,nzd0310-0181,nzd0310-0182,nzd0310-0183,nzd0310-0184,nzd0310-0185,nzd0310-0186,nzd0310-0187,nzd0310-0188,nzd0310-0189,nzd0310-0190,nzd0310-0004,nzd0310-0005,nzd0310-0006,nzd0310-0007,nzd0310-0008,nzd0310-0009,nzd0310-0028,nzd0310-0033,nzd0310-0034,nzd0310-0091,nzd0310-0123
2003-07-30 21:37:21.273000,L5,332.14,304.07,271.85,242.85,192.38,174.77,,154.71,176.35,203.35,201.29,184.98,224.21,262.36,251.21,229.15,256.61,267.67,278.33,290.99,287.60,277.92,262.58,236.59,223.27,202.54,193.46,178.65,173.99,177.48,185.03,184.38,189.08,171.80,159.62,,166.83,167.10,155.06,171.83,165.83,161.61,183.40,195.25,202.97,216.26,215.17,214.68,214.73,213.24,211.23,196.86,161.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.98,160.35,176.48,204.15,208.50,229.29,245.76,260.74,265.73,282.06,315.48,319.33,322.90,303.41,275.38,268.00,274.43,286.81,296.90,288.97,286.78,284.91,283.92,288.42,227.54,199.86,185.31,184.05,191.51,189.09,253.34,198.86,193.28,,
2003-08-15 21:37:36.307000,L5,330.77,309.92,277.53,249.87,208.18,197.01,151.28,166.62,187.23,205.73,204.50,189.55,227.91,263.59,249.23,226.26,249.52,271.28,277.17,294.85,285.98,272.21,265.56,230.25,209.54,206.31,198.23,182.39,184.21,183.02,186.88,197.39,204.13,240.48,260.82,285.87,269.81,235.80,153.97,164.24,,,173.67,205.43,210.24,218.04,217.86,222.81,221.25,222.46,203.60,175.26,153.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.30,188.22,213.52,216.09,232.10,251.36,260.43,256.17,275.36,310.39,318.43,307.35,303.49,288.13,274.21,273.49,292.92,291.70,290.95,273.42,279.53,273.73,279.00,230.51,202.65,191.10,198.46,194.30,194.22,259.98,204.50,204.44,,
2003-10-18 21:38:36.209000,L5,323.18,301.48,265.40,241.00,185.51,167.93,149.14,160.11,171.49,190.11,196.81,185.27,207.00,250.58,246.12,213.08,236.80,259.38,261.76,276.97,272.00,256.75,253.49,223.95,204.74,188.84,189.97,179.76,172.04,176.66,180.01,169.66,170.45,161.06,,,,,152.23,163.41,169.54,167.29,177.23,209.50,213.31,225.69,216.12,215.68,213.58,225.42,203.87,183.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.91,164.64,184.36,209.88,214.55,230.68,233.79,249.21,253.15,271.08,305.42,318.91,328.27,312.29,286.58,278.55,284.62,286.68,285.83,272.93,267.09,268.24,268.82,277.58,219.42,201.51,187.91,179.31,180.13,185.37,247.26,196.22,190.01,,
2003-11-28 21:32:58.000000,L5,329.14,310.69,273.62,244.56,186.34,181.12,148.09,155.45,169.79,181.84,200.13,187.96,226.39,263.92,254.47,234.36,260.81,274.74,281.06,294.70,280.18,267.35,250.19,231.44,208.36,191.21,187.70,180.77,175.98,183.29,186.19,186.98,183.44,174.52,168.07,167.15,162.21,161.01,164.18,166.34,167.32,162.14,175.54,200.30,207.13,216.08,210.70,223.35,226.31,220.05,223.21,200.16,161.71,,204.29,231.04,244.40,210.60,168.54,158.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.60,155.87,177.13,198.10,215.79,228.02,251.96,263.63,266.86,283.52,314.35,322.46,321.67,306.89,279.51,268.52,280.08,291.99,293.30,291.53,284.51,287.32,280.16,279.87,224.59,204.05,187.08,178.59,184.90,186.06,252.19,196.63,190.44,,
2003-12-14 21:33:02.337000,L5,328.84,310.26,270.93,247.86,181.71,178.40,148.51,160.87,168.14,183.26,197.00,187.45,219.42,263.79,254.93,227.06,250.80,273.89,276.48,289.72,284.18,260.90,246.67,225.44,208.08,188.51,180.00,176.36,170.92,179.05,187.79,185.82,179.69,171.90,159.19,165.94,162.35,163.94,162.55,163.64,163.92,160.51,174.26,199.22,204.81,209.63,209.53,212.92,216.05,222.31,215.21,201.23,161.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.56,171.45,192.41,207.80,225.67,247.96,256.31,263.53,279.56,304.95,315.30,313.13,293.20,277.67,259.67,270.38,281.21,290.71,289.65,284.89,280.47,280.64,278.93,223.26,204.70,187.45,179.57,183.44,185.16,251.33,186.10,187.25,,
2003-12-30 21:33:12.497000,L5,325.97,303.51,270.81,249.50,189.99,180.03,146.76,154.05,164.24,174.71,192.28,176.26,209.44,253.42,250.46,221.10,241.28,269.82,271.96,293.19,287.49,270.15,256.16,227.60,210.95,194.51,177.60,178.64,166.63,170.28,184.09,177.09,170.95,164.42,,156.58,152.46,163.63,155.43,163.88,166.45,162.00,175.56,198.28,206.58,201.56,204.16,204.50,208.57,208.60,205.84,190.55,156.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.57,166.37,173.39,193.26,203.89,217.88,238.16,248.68,257.09,282.39,312.86,325.90,320.53,304.01,273.80,262.46,268.32,279.02,283.35,276.41,278.15,280.57,284.03,288.93,220.66,205.64,187.39,183.88,189.58,186.56,252.74,195.16,191.40,,
2004-01-15 21:33:14.008000,L5,340.97,330.28,294.44,266.61,189.26,182.22,,,165.68,181.91,190.93,194.12,223.64,264.73,252.99,234.79,256.28,279.06,285.40,299.27,289.90,271.68,267.05,232.96,213.81,201.92,193.56,186.06,176.02,180.93,197.06,190.06,181.97,176.22,163.87,174.35,160.78,166.70,161.49,171.54,172.41,174.44,179.32,199.62,204.64,205.18,210.44,214.07,218.35,225.07,215.22,201.58,165.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.85,161.89,179.42,196.62,218.81,234.56,255.75,264.17,268.02,295.79,317.49,324.34,332.38,307.00,297.51,270.20,280.78,286.60,302.96,292.43,291.28,282.65,290.41,288.78,233.18,212.87,191.71,180.92,180.73,185.92,259.61,202.44,196.23,,
2004-02-23 21:39:37.913000,L5,302.62,288.00,258.14,231.84,180.63,168.81,,149.42,162.67,177.30,181.10,165.39,197.22,243.17,239.56,200.03,214.77,257.40,251.36,275.72,270.27,261.15,246.09,224.54,200.30,180.80,185.94,183.08,169.69,172.82,171.61,165.58,163.83,159.89,,,,158.68,150.94,171.26,170.79,177.35,193.49,202.55,215.81,213.21,214.03,219.99,218.55,207.84,208.18,206.49,185.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.39,164.82,192.43,210.52,217.41,224.60,232.79,251.04,252.65,270.94,303.25,327.40,326.65,309.97,292.48,281.21,282.19,293.38,278.46,275.79,274.29,267.63,271.43,273.01,216.12,191.03,178.66,168.28,177.79,174.39,243.74,188.64,182.95,,
2004-03-19 21:33:35.101000,L5,331.01,313.64,276.84,256.92,191.73,184.38,147.88,164.81,170.21,191.60,201.29,182.23,222.44,260.98,255.72,232.02,249.33,275.46,282.06,287.47,292.88,270.67,252.49,234.03,217.88,202.02,194.97,185.53,173.25,179.44,191.18,187.31,178.46,180.04,168.58,179.26,169.25,189.04,170.23,177.65,188.35,189.66,208.01,222.56,221.70,234.94,225.78,225.20,235.62,237.92,238.15,216.22,193.60,,194.87,225.20,253.99,225.73,178.02,165.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.21,178.10,205.82,209.11,226.08,245.88,259.43,261.18,284.43,314.36,322.00,318.95,309.38,287.45,276.50,278.56,283.46,292.36,283.96,283.42,280.18,282.12,291.52,227.73,210.20,193.76,187.25,194.64,194.11,253.06,199.62,192.77,,
2004-04-20 21:34:19.103000,L5,330.07,311.37,275.49,258.03,191.15,188.89,145.41,159.43,169.35,185.11,199.12,183.81,225.55,263.33,250.68,236.00,257.01,280.66,285.23,295.30,295.99,279.45,264.06,238.05,222.12,217.50,199.79,191.20,181.22,188.45,194.51,189.01,187.07,174.50,174.17,189.07,187.12,185.25,180.85,182.21,196.88,197.69,220.53,219.37,218.29,228.67,225.03,234.39,248.13,228.53,229.31,218.96,185.22,,187.96,221.11,259.34,231.47,181.80,167.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.34,168.32,190.06,210.09,214.82,231.73,248.88,264.68,263.13,286.34,315.54,327.58,322.90,306.64,283.01,279.05,287.70,286.63,292.78,288.88,285.81,277.11,284.24,289.59,230.17,213.35,192.52,179.50,194.86,191.53,264.03,199.47,195.84,,
2004-06-23 21:36:10.798000,L5,332.93,302.74,277.87,246.50,185.41,184.63,,154.54,163.46,179.92,198.95,188.39,226.47,258.00,245.05,250.95,260.79,273.03,287.32,295.89,287.44,276.77,269.29,232.31,225.97,228.85,207.30,181.94,183.11,186.69,203.54,187.65,190.78,175.98,177.84,187.22,181.49,192.10,170.48,181.53,189.24,187.16,191.97,211.80,219.71,218.85,227.32,229.11,239.56,230.07,233.64,202.54,184.70,,202.97,219.78,253.49,230.22,181.96,165.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.42,174.76,191.21,210.60,217.13,233.76,257.59,263.26,271.38,306.03,328.34,335.87,333.27,313.60,294.06,280.14,289.20,292.80,297.09,291.80,287.22,283.92,290.11,297.07,231.24,197.20,192.56,188.56,201.18,184.29,270.88,202.50,206.32,,
2004-07-25 21:37:01.827000,L5,330.19,297.89,271.68,244.34,184.62,175.97,,155.63,173.14,184.45,196.32,174.86,216.47,253.66,240.94,214.95,254.59,271.33,284.22,293.82,276.57,268.69,257.93,231.92,209.36,209.44,186.43,186.79,186.43,180.64,183.36,192.43,180.27,170.26,165.99,196.19,178.59,181.40,169.10,181.44,189.47,179.70,186.64,206.04,216.85,216.20,224.63,233.57,243.43,224.16,228.28,214.99,188.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.27,173.46,190.50,207.72,217.04,232.05,250.25,261.13,266.60,282.77,329.93,335.66,333.45,309.52,290.92,277.98,287.20,285.77,290.08,290.40,289.29,288.20,288.82,297.74,225.77,206.59,192.86,181.52,187.08,186.39,250.05,198.11,188.44,,
2004-09-11 21:38:13.467000,L5,302.43,276.66,258.30,236.69,183.01,175.07,,153.78,172.87,187.47,201.92,179.94,210.24,249.56,244.49,218.04,242.19,265.86,266.88,280.68,274.41,260.32,244.37,214.59,203.12,185.42,185.98,176.66,168.52,174.78,177.19,172.00,175.26,171.60,163.53,164.99,166.19,171.51,162.34,172.25,169.72,169.35,176.30,200.95,203.44,220.65,223.64,219.48,223.59,221.58,220.47,208.24,172.58,,185.09,228.83,246.95,215.06,184.39,163.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.50,155.23,177.56,203.94,210.12,221.50,241.97,262.65,267.02,281.81,318.98,332.39,322.67,307.68,284.56,273.57,273.83,281.70,285.96,287.51,284.22,282.24,279.99,291.73,223.36,204.49,187.23,181.37,182.29,178.97,243.46,186.35,184.31,,
2004-10-20 21:45:16.509000,L5,331.57,314.06,270.93,248.78,191.17,180.23,,159.98,181.30,198.32,199.42,187.00,213.56,255.05,253.04,219.46,237.63,267.99,275.66,281.49,279.62,267.39,253.05,225.37,210.16,191.12,192.76,183.45,174.67,179.73,182.86,178.43,172.30,171.24,156.17,157.64,156.04,164.41,152.09,160.67,159.99,166.78,177.75,197.52,215.17,212.04,213.37,220.00,220.80,221.05,219.85,203.29,166.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.27,166.56,189.98,219.00,220.31,238.24,246.57,254.79,265.12,281.23,318.94,331.89,340.21,320.07,295.37,286.73,288.30,298.14,298.91,285.07,280.71,276.70,277.54,277.65,225.03,203.45,190.00,180.87,186.60,188.36,248.82,197.80,191.60,,
2004-11-30 21:39:51.941000,L5,315.18,296.94,277.95,255.03,,,,,,196.72,202.96,159.65,224.26,269.17,284.25,210.14,264.58,402.88,396.70,272.89,400.44,407.48,238.08,212.44,208.72,205.91,200.09,190.20,186.30,188.51,199.73,188.77,188.95,184.09,188.44,186.79,206.14,,,,,,,,,,,,,174.04,250.45,241.54,153.72,,,,,,,,,,,,,,,,,,,,273.50,239.78,182.36,320.07,286.39,278.00,266.85,273.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.53,169.47,183.78,210.34,218.13,232.15,248.84,253.48,264.05,283.53,310.72,324.87,324.75,311.37,293.69,278.91,287.74,291.89,294.09,286.80,279.58,275.03,275.66,282.68,226.71,206.68,190.96,190.06,201.69,203.05,495.34,208.76,198.58,,
2004-12-16 21:40:11.018000,L5,267.16,327.53,285.77,232.52,185.86,179.18,,157.93,176.42,198.32,197.88,190.77,230.66,257.96,252.02,233.50,251.48,270.82,278.74,288.05,287.75,264.72,255.14,228.22,207.76,197.61,193.88,214.32,198.19,200.88,217.39,210.10,200.14,191.12,181.28,203.07,200.04,202.90,169.68,178.04,177.37,188.99,194.50,205.97,219.34,225.66,228.65,233.82,235.06,234.47,231.42,215.22,180.67,,211.85,227.97,249.07,229.74,186.19,155.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.89,185.50,212.08,226.95,289.04,250.09,265.97,266.81,265.29,288.73,303.19,319.20,329.63,334.76,322.88,299.09,302.70,301.70,300.75,296.43,290.68,282.20,278.57,275.52,282.96,207.25,193.75,183.49,174.21,172.64,188.45,253.79,203.53,202.24,,
2005-01-17 21:40:37.592000,L5,327.91,303.79,272.96,249.18,190.86,181.76,,153.25,167.86,182.94,197.92,179.95,214.84,253.77,252.02,224.79,244.95,269.74,278.40,286.93,278.19,268.50,262.06,231.72,208.51,191.81,183.79,177.54,166.11,172.71,176.64,178.26,170.34,169.07,159.14,169.62,169.85,173.18,164.59,167.30,184.62,180.70,180.21,206.57,206.32,205.49,209.12,212.59,217.72,217.19,214.33,195.40,163.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.04,161.64,174.58,198.07,206.93,218.62,237.04,254.25,261.35,284.65,322.05,331.60,319.33,307.32,273.40,263.18,272.82,279.32,283.92,278.10,283.79,286.18,287.28,296.57,225.71,202.76,190.21,182.90,187.74,187.52,255.68,197.72,181.51,,
2005-02-18 21:41:06.279000,L5,330.80,309.48,275.66,248.12,189.55,185.62,,156.67,175.90,189.67,199.94,181.55,213.20,261.16,254.44,233.10,251.19,276.84,284.66,295.33,290.35,272.99,257.28,226.26,210.32,188.09,187.97,179.70,171.79,177.34,189.22,185.31,183.75,172.08,163.87,171.93,178.78,179.74,164.27,169.21,178.95,176.42,175.97,201.58,206.46,213.73,215.93,208.45,226.36,221.40,218.19,210.11,174.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.95,162.42,178.64,197.99,207.80,226.75,247.13,256.81,254.82,281.58,316.09,320.29,316.86,298.82,277.87,266.76,271.90,283.04,289.00,282.52,281.68,275.12,280.98,287.26,228.17,208.23,192.23,183.63,190.90,189.54,256.69,195.57,189.63,,
2005-05-09 21:41:44.008000,L5,334.04,308.52,274.42,249.60,188.98,183.97,,155.26,175.94,193.40,200.05,189.24,215.46,258.91,253.54,229.88,249.32,276.98,282.51,300.07,290.80,277.29,266.81,235.85,215.00,213.70,195.60,186.42,178.45,180.25,197.00,182.38,176.89,172.60,170.96,183.84,180.08,181.07,173.14,183.07,194.55,196.60,192.34,207.29,218.26,216.72,224.22,219.92,230.42,220.54,229.22,208.45,174.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.21,355.54,,,,,,155.04,171.98,179.60,205.20,217.25,229.95,249.53,258.40,264.90,285.95,318.85,333.03,322.91,299.90,281.52,269.00,274.21,282.52,291.72,284.42,282.92,279.33,285.14,293.50,234.21,206.49,195.00,185.80,192.76,187.52,254.95,198.42,189.19,,
2005-05-25 21:41:52.011000,L5,325.54,301.89,273.10,252.44,191.28,183.68,,158.39,172.45,188.71,199.78,191.90,220.30,254.12,241.74,235.85,267.03,286.22,277.31,291.74,283.71,278.31,262.79,231.99,218.21,196.74,197.77,178.45,174.40,184.18,189.39,179.88,176.54,176.04,160.90,177.31,176.72,184.01,169.31,170.92,193.43,199.13,195.85,214.40,219.96,212.49,221.25,224.76,236.56,230.79,226.19,208.71,171.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.39,168.71,180.77,210.78,213.78,228.75,247.16,258.13,261.20,281.84,317.39,329.43,322.52,304.00,281.11,268.56,276.91,281.63,290.03,281.54,279.90,278.16,284.62,288.97,223.29,200.95,189.82,179.77,191.64,193.25,252.48,201.44,191.58,,
2005-06-01 21:48:06.521000,L5,239.11,302.33,308.30,248.55,,,,,219.26,256.00,240.71,286.11,254.11,245.82,237.12,225.93,278.05,257.11,261.74,261.52,268.82,225.24,224.17,194.45,183.99,168.14,170.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.47,199.90,213.76,214.97,224.85,235.13,255.10,273.04,265.54,289.54,314.43,329.12,320.37,297.16,278.45,268.97,272.96,286.51,274.54,265.15,259.63,260.27,267.92,265.02,,,,,,,207.68,166.06,162.92,,
2005-06-10 21:42:00.075000,L5,321.61,296.85,269.99,252.37,196.65,179.07,,,176.15,188.99,197.61,181.87,225.17,255.82,239.34,236.95,263.30,265.03,289.86,295.21,285.92,287.84,267.24,230.81,216.37,209.15,198.57,175.98,176.70,186.05,185.32,182.67,179.69,163.33,170.65,180.37,186.87,190.16,171.58,189.68,193.59,204.92,197.52,212.88,210.01,214.65,218.44,220.18,233.61,222.12,226.03,202.95,173.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.78,163.18,181.05,203.78,212.45,229.41,250.53,266.29,269.42,290.62,325.18,338.45,327.61,300.23,290.45,269.24,278.39,281.49,284.26,288.93,282.38,279.10,285.34,290.70,228.38,204.07,192.47,184.94,192.60,193.27,266.81,200.82,191.64,,
2005-06-26 21:42:04.528000,L5,329.21,310.65,273.61,251.14,189.95,181.47,,156.57,178.32,194.51,202.97,184.17,224.17,257.73,244.62,232.41,263.76,281.09,299.30,304.69,289.31,281.01,274.22,241.11,227.77,216.59,207.59,187.95,189.27,186.77,197.98,187.10,189.78,194.49,162.23,177.84,180.35,180.51,166.26,178.30,187.25,185.76,186.16,209.14,219.69,217.78,225.47,226.03,236.32,232.78,231.47,214.40,183.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.25,163.14,195.00,213.34,222.44,237.03,251.84,266.99,268.45,302.27,321.06,332.42,325.41,303.51,281.86,275.83,275.37,285.46,288.65,284.06,278.36,277.74,280.99,292.58,233.60,211.60,197.61,189.44,192.67,193.53,263.89,205.23,198.73,,
2005-07-12 21:42:11.363000,L5,323.13,300.27,270.99,241.80,191.15,179.25,,159.65,175.21,190.52,198.49,186.48,224.77,259.78,247.59,239.36,259.18,285.07,285.76,293.21,294.72,276.92,261.98,239.02,214.80,215.00,193.44,181.50,177.40,181.87,194.88,182.99,192.35,177.17,172.35,183.36,176.61,186.58,174.56,189.41,199.78,194.70,192.20,214.23,218.55,213.94,214.50,224.91,237.14,228.45,228.52,211.79,176.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.28,182.55,188.59,214.93,215.68,237.29,254.44,263.05,270.73,291.15,322.54,330.07,329.68,310.35,290.02,272.07,280.72,288.02,288.42,290.85,275.42,277.70,279.97,285.02,228.92,212.65,193.52,185.58,189.88,193.74,255.70,194.78,195.72,,
2005-08-13 21:42:29.474000,L5,325.06,305.78,274.46,250.72,190.48,170.98,144.05,160.49,174.26,193.19,201.84,183.16,216.13,255.05,245.12,219.34,250.02,263.78,273.48,295.12,287.71,268.15,253.73,221.06,211.24,202.47,197.99,180.07,182.59,182.11,194.71,182.70,177.77,166.56,155.28,182.39,180.45,186.05,179.16,178.93,194.25,201.39,190.47,211.71,220.70,226.14,231.53,224.74,247.14,227.23,234.33,207.22,169.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.16,164.82,180.37,209.71,213.69,232.71,241.94,255.88,253.07,277.01,317.92,327.18,331.86,311.61,288.19,274.14,279.68,283.48,289.10,277.55,278.43,273.89,281.90,289.08,226.65,198.89,187.61,175.52,182.13,186.33,253.17,201.51,192.09,,
2005-08-20 21:48:42.854000,L5,324.31,300.67,267.48,244.16,184.64,172.37,,152.48,167.32,185.06,200.68,180.43,223.44,260.44,248.49,227.37,243.43,264.01,275.20,284.43,276.88,263.52,241.07,229.94,208.31,186.05,184.00,179.10,173.69,177.47,186.80,175.39,178.68,174.21,174.96,182.74,185.85,193.76,165.72,180.81,186.80,191.65,185.61,207.13,217.69,215.39,216.38,237.36,242.74,232.13,230.52,213.08,165.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.40,174.37,194.83,208.91,228.06,249.89,257.36,267.69,285.66,319.57,324.21,317.93,305.19,274.53,263.53,269.70,282.00,291.05,289.08,281.62,282.92,280.25,281.07,229.24,200.22,181.76,176.26,181.74,181.16,241.98,195.06,183.67,,
