dates,satname,nzd0497-0000,nzd0497-0001,nzd0497-0002,nzd0497-0003,nzd0497-0004,nzd0497-0005,nzd0497-0006,nzd0497-0007,nzd0497-0008,nzd0497-0009,nzd0497-0010,nzd0497-0011,nzd0497-0012,nzd0497-0013,nzd0497-0014,nzd0497-0015,nzd0497-0016,nzd0497-0017,nzd0497-0018,nzd0497-0019,nzd0497-0025,nzd0497-0026,nzd0497-0027,nzd0497-0028,nzd0497-0029,nzd0497-0030,nzd0497-0031,nzd0497-0021,nzd0497-0022,nzd0497-0023,nzd0497-0024,nzd0497-0020
2003-09-30 21:52:18.101000,L5,345.14,280.41,243.44,228.89,218.91,220.58,221.80,223.39,229.90,231.52,219.51,224.40,227.41,225.95,223.35,225.83,215.67,199.62,163.65,141.58,,,,,,,,,,,,
2003-10-07 21:58:35.519000,L5,345.78,268.78,227.23,224.72,212.16,215.67,228.29,232.51,236.21,230.60,225.13,218.37,223.12,217.88,223.33,215.52,213.11,187.14,159.21,146.14,,,,,,,,,,,,
2003-11-17 21:52:57.120000,L5,332.34,260.80,234.98,233.15,230.49,227.28,231.62,230.02,236.01,221.10,206.80,202.85,209.14,209.74,210.83,209.50,208.00,195.71,171.85,151.91,,,,,,,,,,,,
2003-12-26 21:59:30.091000,L5,518.15,260.19,220.60,220.71,218.53,228.75,239.21,240.56,243.72,240.19,230.72,227.73,220.98,214.66,216.06,214.04,204.87,176.46,153.38,151.69,,,,,,,,,,,,
2004-05-02 22:00:57.398000,L5,339.96,267.12,229.39,232.65,238.58,225.56,231.64,236.50,242.49,239.73,230.86,228.77,223.96,230.51,228.31,227.78,206.23,182.92,162.80,,,,,,,,,,,,,
2004-07-30 21:57:15.668000,L5,263.73,221.16,196.69,198.48,175.28,198.06,199.36,189.74,190.49,197.57,191.37,,,,,,,,,,,,,,,,,,,,,
2004-10-18 21:59:11.702000,L5,354.22,275.26,233.66,224.41,216.28,221.11,224.17,222.96,225.22,229.94,224.68,216.48,224.57,226.00,230.91,227.37,217.82,181.84,159.58,143.50,,,,,,,,,,,,
2004-11-10 22:05:47.634000,L5,347.87,268.20,234.05,243.06,237.61,237.43,238.52,243.62,247.70,239.28,218.70,214.23,219.15,220.71,224.82,222.73,216.70,197.78,180.99,157.97,,,,,,,,,,,,
2005-01-13 22:06:52.927000,L5,367.36,283.43,245.40,226.74,217.83,218.84,218.85,224.42,226.85,234.17,242.90,235.34,239.58,241.23,248.89,243.66,233.87,178.62,156.61,140.10,,,,,,,,,,,,
2005-02-14 22:07:21.106000,L5,355.66,278.01,244.61,233.04,229.91,223.32,225.98,233.25,234.08,229.87,230.26,228.76,232.49,235.80,236.59,239.08,222.72,192.86,165.49,153.68,,,,,,,,,,,,
