dates,satname,nzd0539-0000,nzd0539-0001,nzd0539-0002,nzd0539-0003,nzd0539-0004,nzd0539-0005,nzd0539-0006,nzd0539-0016,nzd0539-0017,nzd0539-0018,nzd0539-0019,nzd0539-0020,nzd0539-0021,nzd0539-0022,nzd0539-0023,nzd0539-0024,nzd0539-0025,nzd0539-0026,nzd0539-0027,nzd0539-0028,nzd0539-0029,nzd0539-0030,nzd0539-0031,nzd0539-0032,nzd0539-0033,nzd0539-0034,nzd0539-0035,nzd0539-0036,nzd0539-0037,nzd0539-0038,nzd0539-0039,nzd0539-0040,nzd0539-0041,nzd0539-0042,nzd0539-0043,nzd0539-0044,nzd0539-0045,nzd0539-0046,nzd0539-0047,nzd0539-0048,nzd0539-0049,nzd0539-0050,nzd0539-0051,nzd0539-0052,nzd0539-0053,nzd0539-0054,nzd0539-0055,nzd0539-0056,nzd0539-0057,nzd0539-0058,nzd0539-0059,nzd0539-0060,nzd0539-0061,nzd0539-0062,nzd0539-0063,nzd0539-0064,nzd0539-0065,nzd0539-0066,nzd0539-0067,nzd0539-0068,nzd0539-0069,nzd0539-0070,nzd0539-0071,nzd0539-0072,nzd0539-0073,nzd0539-0074,nzd0539-0075,nzd0539-0076,nzd0539-0077,nzd0539-0078,nzd0539-0079,nzd0539-0080,nzd0539-0081,nzd0539-0082,nzd0539-0083,nzd0539-0084,nzd0539-0085,nzd0539-0086,nzd0539-0087,nzd0539-0088,nzd0539-0089,nzd0539-0090,nzd0539-0091,nzd0539-0092,nzd0539-0093,nzd0539-0094,nzd0539-0095,nzd0539-0096,nzd0539-0097,nzd0539-0098,nzd0539-0099,nzd0539-0100,nzd0539-0101,nzd0539-0102,nzd0539-0103,nzd0539-0104,nzd0539-0105,nzd0539-0106,nzd0539-0107,nzd0539-0108,nzd0539-0109,nzd0539-0110,nzd0539-0111,nzd0539-0112,nzd0539-0113,nzd0539-0114,nzd0539-0115,nzd0539-0116,nzd0539-0117,nzd0539-0118,nzd0539-0119,nzd0539-0120,nzd0539-0121,nzd0539-0122,nzd0539-0123,nzd0539-0124,nzd0539-0125,nzd0539-0126,nzd0539-0127,nzd0539-0128,nzd0539-0129,nzd0539-0130,nzd0539-0131,nzd0539-0132,nzd0539-0133,nzd0539-0134,nzd0539-0135,nzd0539-0136,nzd0539-0137,nzd0539-0138,nzd0539-0007,nzd0539-0008,nzd0539-0011,nzd0539-0012,nzd0539-0013,nzd0539-0014,nzd0539-0015,nzd0539-0009,nzd0539-0010
1999-08-08 22:19:52.507000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,494.53,438.58,371.44,414.82,432.27,486.52,442.71,429.72,426.79,403.02,381.98,321.83,337.95,339.58,381.34,281.77,335.85,289.84,346.16,349.26,353.51,216.18,,,,,342.48,282.41,324.10,331.07,301.23,171.10,,,204.61,235.23,276.21,280.76,255.72,215.92,279.83,234.76,244.88,259.21,214.43,209.81,261.02,226.61,187.76,211.77,226.71,206.78,203.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-27 22:19:51.122000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.13,509.13,505.67,483.03,431.46,467.35,491.22,499.17,500.98,491.11,502.27,485.52,484.70,496.68,466.50,472.95,478.72,455.94,448.80,430.72,430.97,414.59,407.71,403.81,409.53,403.54,384.25,419.65,370.39,377.79,367.33,375.94,374.26,400.09,408.34,388.31,378.95,373.22,388.00,384.86,420.34,417.61,437.17,434.61,274.24,254.68,263.24,266.34,262.95,247.79,224.05,218.38,373.55,343.17,263.84,200.30,269.23,285.42,282.85,292.64,266.59,256.09,249.28,202.02,182.50,179.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-05 22:13:40.966000,L7,,,,,,,,,,,,,,,,509.72,525.02,506.55,500.57,494.02,487.23,468.05,477.19,460.65,453.06,445.65,439.53,435.68,421.73,429.83,421.81,421.44,409.40,408.43,410.04,412.52,419.00,423.17,429.40,439.80,439.83,442.48,437.83,436.45,442.95,438.77,432.00,431.34,415.23,416.29,416.14,406.12,401.70,401.76,392.44,392.64,394.38,387.87,382.61,388.19,386.05,380.75,379.47,379.95,385.74,397.38,400.05,425.53,424.66,417.34,419.53,415.26,419.16,412.73,413.76,414.70,415.94,411.73,415.81,508.77,527.59,519.19,511.17,411.48,523.93,526.11,529.39,477.39,385.88,383.33,382.33,371.10,371.76,377.27,364.69,359.41,354.72,351.16,350.46,346.66,336.96,487.66,499.83,504.02,494.39,458.11,461.45,459.63,410.24,333.94,340.52,339.00,330.23,341.51,343.45,341.44,354.96,365.12,384.21,398.92,404.58,413.56,407.07,395.81,392.58,381.09,371.21,391.65,394.24,397.65,,,,,,,,,
1999-11-21 22:13:35.965000,L7,,,,,,,,,,,,,523.54,483.21,478.17,469.73,481.54,506.71,504.66,519.46,475.19,463.24,465.28,487.85,525.85,442.59,465.79,507.25,498.91,497.57,414.41,412.17,410.53,407.09,411.61,406.49,416.94,423.83,459.32,454.22,420.08,423.67,426.96,434.05,460.81,429.94,415.96,410.00,412.04,414.09,444.60,483.72,509.92,491.32,291.39,333.41,279.40,201.40,467.95,474.48,518.86,370.77,385.20,384.26,372.60,394.89,430.10,524.45,466.33,452.58,405.25,307.40,282.63,354.76,411.79,436.49,457.87,,,,,207.27,308.75,407.10,411.62,403.95,425.07,413.74,438.22,449.90,419.32,301.41,296.68,449.76,481.68,343.50,293.82,329.89,360.14,269.96,255.29,274.73,330.78,380.73,380.78,268.06,274.02,278.32,281.34,319.02,314.55,536.72,426.45,,529.79,337.96,271.43,266.94,306.30,296.73,253.15,256.84,260.54,256.88,315.84,356.73,400.52,374.49,423.16,377.61,,,,,,,,,
1999-12-07 22:13:41.663000,L7,,,,,,,,,,,,,,,,,,,520.64,518.68,502.10,526.78,485.34,502.00,494.82,489.78,482.54,486.25,478.64,452.79,463.62,454.02,447.30,440.95,414.45,437.62,426.05,434.70,446.24,450.16,449.67,460.75,467.78,469.58,461.86,462.78,461.80,459.61,438.92,444.12,425.63,431.36,410.74,410.67,407.16,405.61,398.07,400.35,398.09,401.84,388.35,389.88,392.04,394.34,395.01,402.53,412.51,417.09,416.63,424.29,426.48,428.80,430.27,429.34,425.31,370.60,375.54,375.15,384.65,379.13,386.08,378.02,329.40,374.09,374.31,364.97,320.27,347.03,338.56,338.67,332.26,308.40,324.98,332.43,316.88,372.14,368.54,490.51,490.32,491.25,512.39,485.29,466.91,344.86,337.98,343.49,338.67,333.52,333.74,352.62,347.94,351.33,358.61,360.67,362.47,365.66,385.13,377.70,395.21,406.78,416.44,422.30,407.93,407.63,398.16,394.18,369.20,394.29,409.63,411.51,,,,,,,,,
1999-12-30 22:19:45.690000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.15,527.29,522.72,523.23,515.46,506.66,507.80,497.82,488.09,488.15,474.50,459.95,445.41,435.06,420.10,411.22,410.62,407.02,397.26,393.67,390.98,378.49,362.28,356.98,349.65,343.90,338.11,336.04,334.14,340.96,339.19,329.95,329.29,329.70,333.49,328.15,325.78,320.78,306.76,297.48,292.68,288.78,280.24,270.32,259.95,257.23,247.27,245.64,235.26,228.71,220.59,213.90,206.02,206.18,194.28,194.74,180.91,317.72,314.77,262.85,267.87,260.50,255.72,248.36,237.55,228.13,247.54,222.63,175.19,197.31,190.89,228.62,223.57,229.86,158.36,235.23,230.54,250.45,252.80,264.99,215.27,203.27,192.98,211.17,192.05,,,,200.59,208.88,179.47,150.04,,,,,,,,,,
2000-04-20 22:19:15.385000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.25,490.78,463.81,434.87,463.34,498.23,456.07,411.62,418.03,414.43,404.75,388.08,379.91,355.66,340.31,350.40,354.66,319.80,353.67,314.75,340.38,322.04,309.09,301.78,363.90,349.43,346.73,332.80,332.36,342.94,328.65,353.24,300.00,279.23,329.50,332.53,298.64,264.59,194.36,180.02,178.11,167.81,167.38,169.23,150.70,231.39,,489.41,490.31,504.77,452.55,454.63,504.41,517.68,454.19,460.58,405.26,315.20,425.77,357.45,348.16,359.85,344.04,339.58,387.28,,352.50,313.23,369.64,364.95,417.73,360.39,293.49,,,378.09,323.84,324.30,297.14,250.24,322.33,310.89,308.68,274.23,,,,,,,,,,
2000-05-31 22:12:42.435000,L7,389.66,415.52,418.91,448.54,464.58,461.39,466.52,517.91,507.28,479.63,464.07,457.85,461.03,467.93,454.70,456.55,460.36,447.96,448.00,435.46,437.73,423.90,422.74,422.98,414.50,411.08,408.53,408.31,407.98,400.82,388.78,381.55,379.05,368.52,369.70,374.18,367.26,369.77,377.05,378.34,384.57,384.56,391.04,400.10,394.53,394.15,389.22,387.59,383.42,503.63,490.23,487.46,491.32,452.95,434.60,393.24,462.51,477.97,480.46,422.55,460.50,416.65,333.47,337.69,352.89,337.78,339.97,352.52,346.55,356.27,356.37,530.92,417.41,368.59,361.82,362.53,371.05,337.50,319.33,326.06,323.98,452.28,430.43,436.88,434.66,411.93,416.34,425.02,437.91,410.19,277.27,305.29,297.56,304.35,288.36,284.83,257.08,239.11,204.87,268.06,217.88,247.92,263.28,332.24,320.65,330.72,331.86,284.76,277.45,292.18,284.71,299.89,308.38,290.45,404.10,420.76,417.30,326.08,335.67,357.60,353.75,357.38,356.65,356.56,359.14,350.22,347.46,346.46,351.19,350.98,,,,,,,,,
2000-06-16 22:12:38.425000,L7,,,,,410.48,397.60,419.60,,,,,,469.91,441.91,473.28,497.37,459.65,453.03,446.47,453.30,439.92,427.15,434.35,430.59,431.03,422.67,443.34,412.45,403.85,396.99,396.62,385.82,376.96,370.06,357.32,352.90,377.88,378.17,386.84,391.78,536.92,,,,,,,445.72,445.72,383.40,395.76,415.27,381.06,364.64,368.42,351.15,334.57,322.12,332.85,512.06,491.04,495.93,491.18,351.57,422.43,331.60,357.19,349.84,357.33,335.86,346.48,359.48,365.77,342.47,355.98,370.53,352.73,336.12,315.76,339.16,296.58,304.49,326.60,302.26,319.57,297.63,314.79,329.32,316.45,321.50,281.52,287.48,310.92,281.10,251.46,320.47,313.94,259.74,191.85,,215.85,246.00,261.75,266.39,278.84,265.08,282.67,282.35,280.18,289.08,302.03,295.89,293.53,289.32,320.97,323.47,324.62,326.77,339.43,361.38,367.64,354.60,366.17,356.61,353.40,353.12,327.78,344.00,350.16,343.51,439.28,507.60,400.39,464.50,439.19,414.65,420.70,420.58,420.31
2000-09-04 22:11:34.434000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,496.88,505.85,513.68,458.61,428.92,435.89,431.25,441.25,381.91,376.98,394.03,387.10,383.18,384.20,376.49,426.05,393.83,451.55,473.13,456.23,471.17,475.61,416.56,438.68,425.83,444.71,406.66,413.93,425.33,389.53,389.49,420.26,408.38,424.21,358.21,420.93,416.07,450.95,422.35,429.43,414.69,426.70,451.39,441.38,468.82,452.82,459.98,441.75,457.76,413.36,439.34,446.44,452.79,442.49,451.24,418.85,398.83,416.70,409.40,339.52,338.77,388.44,395.05,390.41,397.46,321.90,317.99,364.25,341.18,364.66,348.37,333.76,360.39,369.08,271.39,377.17,375.11,369.71,372.48,373.33,365.53,372.81,387.40,385.64,370.70,335.50,372.34,395.16,401.23,395.55,362.99,377.14,341.39,356.99,365.19,378.43,390.41,381.99,372.34,353.98,361.05,334.51,381.44,414.14,447.50,,,,,,,,,
