dates,satname,nzd0112-0000,nzd0112-0001,nzd0112-0002,nzd0112-0003,nzd0112-0004,nzd0112-0005,nzd0112-0006,nzd0112-0007,nzd0112-0008,nzd0112-0009,nzd0112-0010,nzd0112-0011,nzd0112-0012,nzd0112-0013,nzd0112-0017,nzd0112-0014,nzd0112-0015,nzd0112-0016,nzd0112-0018,nzd0112-0019
1999-08-26 22:04:44.971000,L7,348.93,301.47,171.50,220.51,309.23,282.43,278.36,279.13,284.66,276.06,287.04,249.65,275.34,247.81,296.72,,,,,
1999-09-27 22:04:48.949000,L7,354.50,340.13,322.24,313.41,316.60,293.44,304.82,301.35,310.78,300.46,318.65,322.49,349.63,306.17,311.95,308.29,316.72,311.20,312.64,283.56
1999-11-14 22:04:42.286000,L7,346.76,243.47,228.07,222.40,296.67,245.47,266.56,247.45,271.74,259.45,257.86,263.29,314.25,244.96,255.13,224.64,256.94,286.69,,
2000-01-01 22:04:37.439000,L7,374.35,376.34,349.29,296.67,293.89,292.64,297.95,284.27,283.49,348.21,361.25,356.73,299.67,350.87,264.36,347.46,365.90,296.40,,
2000-02-18 22:04:29.218000,L7,355.20,296.89,222.50,221.65,283.49,252.24,268.48,268.72,256.11,252.41,261.40,257.89,277.90,256.67,241.97,234.49,269.98,291.94,,
2000-12-11 21:56:00.959000,L7,345.21,302.19,305.74,300.51,287.75,261.96,271.59,248.56,271.41,264.09,269.70,250.61,317.39,260.06,294.24,,265.87,281.63,,
2000-12-27 21:56:05.061000,L7,344.98,309.35,311.32,312.35,312.23,284.33,289.32,286.81,290.79,279.22,288.27,269.01,323.46,258.78,295.53,237.57,280.91,327.60,211.23,252.32
2001-01-03 22:02:12.432000,L7,345.57,291.51,298.33,226.46,240.44,217.04,250.89,240.04,262.73,257.49,235.87,249.12,273.65,232.09,,191.84,171.24,233.33,,
2001-08-15 22:00:38.680000,L7,354.15,308.70,305.55,305.02,298.57,271.01,277.35,279.93,284.12,256.86,268.40,255.77,294.48,252.10,280.94,,333.58,324.15,,
2001-09-25 21:54:04.740000,L7,358.54,301.28,220.55,220.46,300.76,282.25,268.32,270.25,263.70,232.34,263.07,260.23,283.13,248.71,256.43,,,288.93,,
2001-10-02 22:00:04.650000,L7,191.44,261.72,225.51,222.23,286.48,232.21,258.14,254.26,265.68,231.66,437.87,432.16,430.50,244.81,,,,,,
2001-12-05 22:00:18.987000,L7,187.37,255.30,251.23,224.37,279.91,256.99,271.31,256.76,270.61,250.96,257.28,258.48,310.76,244.32,244.72,224.96,257.07,303.35,,
2002-01-15 21:54:23.534000,L7,349.15,331.09,311.62,311.99,283.71,278.60,273.67,266.38,279.22,260.87,269.61,323.77,319.28,257.60,267.85,315.55,332.20,322.11,,
2002-01-22 22:00:40.906000,L7,367.11,234.30,236.19,217.26,297.25,281.41,273.03,274.58,278.51,255.42,257.53,258.66,282.10,249.57,251.30,226.03,260.60,285.31,337.50,325.95
2002-03-27 22:00:37.575000,L7,,,,,,,244.44,229.23,,,,,,,,,,,,
2002-04-28 22:00:38.357000,L7,325.43,,298.11,291.16,268.94,201.79,254.93,238.43,250.76,226.82,416.66,293.44,314.54,410.20,,416.56,412.72,380.94,,
2002-05-07 21:54:27.907000,L7,381.73,340.10,316.10,317.72,317.53,305.09,309.53,305.67,297.21,289.74,272.83,312.81,323.10,269.25,312.71,389.00,351.47,356.07,251.07,256.74
2002-05-23 21:54:18.991000,L7,,,,,222.87,249.48,266.79,264.12,270.08,260.94,277.36,288.16,316.41,266.04,296.92,,,325.68,,
2002-06-15 22:00:19.658000,L7,355.46,345.08,310.47,299.37,297.63,282.28,280.74,272.69,281.76,269.84,290.46,292.07,331.22,267.24,295.29,241.63,352.26,345.31,245.16,259.58
2002-06-24 21:54:04.370000,L7,378.30,326.32,319.66,315.95,313.88,296.40,298.43,296.31,307.26,310.64,321.38,342.33,360.34,359.14,319.07,359.14,361.39,357.28,338.84,331.28
2002-07-01 22:00:15.186000,L7,340.97,302.61,301.81,298.67,296.81,267.23,274.58,269.84,278.86,248.54,284.31,299.34,323.50,246.76,,,,,,
2002-07-17 22:00:08.747000,L7,394.87,331.44,312.75,310.94,312.36,298.81,300.62,297.81,295.93,293.46,300.25,346.45,382.32,368.79,394.04,349.60,364.76,386.86,333.97,326.72
2002-08-02 22:00:01.321000,L7,281.02,296.85,218.86,304.98,,,255.82,240.92,263.32,210.69,265.79,285.40,307.43,254.03,,,,,,
2002-08-11 21:53:48.595000,L7,354.40,324.96,306.07,303.13,300.49,281.92,285.72,287.18,295.53,291.03,308.54,317.82,330.19,336.08,319.43,338.25,334.20,334.05,318.45,306.47
2002-08-18 21:59:57.690000,L7,379.78,327.95,311.36,313.86,313.53,291.11,290.04,289.76,296.37,295.28,295.98,348.16,363.11,269.79,331.09,241.46,274.14,363.78,248.03,255.08
2002-09-19 21:59:35.083000,L7,,294.53,296.78,290.89,283.77,243.32,266.59,251.43,267.66,257.65,274.91,,,,238.49,,,,218.64,233.00
2002-09-28 21:53:22.602000,L7,342.34,248.23,216.08,215.90,274.03,249.93,262.88,258.69,272.73,258.27,273.16,283.41,297.56,260.81,237.93,,,276.15,,
2002-10-14 21:53:19.813000,L7,378.00,383.77,318.01,315.60,306.11,289.79,282.54,282.61,280.36,274.25,274.97,273.69,299.76,262.93,299.68,233.68,266.48,291.17,241.22,243.98
2002-10-21 21:59:36.443000,L7,328.68,295.95,297.91,290.54,247.29,239.59,255.33,241.57,263.97,232.68,258.47,253.79,281.98,239.94,239.42,,255.96,259.27,,
2002-10-30 21:53:25.867000,L7,363.77,240.94,178.61,213.08,306.00,293.59,276.09,282.27,280.10,260.42,280.40,274.63,288.97,260.30,261.47,235.95,269.87,286.99,,
2002-12-01 21:53:52.985000,L7,355.87,329.86,312.41,318.88,327.67,295.26,277.95,260.40,270.01,265.87,270.25,319.98,323.90,311.65,276.55,313.72,305.39,337.66,233.20,247.83
2002-12-24 22:00:09.147000,L7,358.89,229.31,224.07,220.50,300.36,281.58,278.20,265.57,271.80,262.77,344.87,315.66,352.54,369.49,338.75,373.13,338.79,360.88,333.07,321.70
2003-01-18 21:54:06.301000,L7,360.53,346.58,234.69,217.04,416.95,432.44,412.69,251.96,264.05,251.84,333.68,356.72,363.85,367.88,343.87,365.58,375.79,330.96,336.98,322.67
2003-01-25 22:00:18.779000,L7,362.15,331.43,302.52,295.05,299.43,290.54,393.34,391.60,382.52,378.81,382.67,380.91,371.75,371.15,365.81,369.96,373.75,371.22,348.09,347.07
2003-03-30 22:00:31.029000,L7,372.52,309.68,303.00,297.12,284.54,278.05,269.87,261.34,259.87,263.43,263.45,255.82,333.59,254.54,248.76,224.52,183.53,285.62,215.56,240.12
2003-04-24 21:54:22.477000,L7,362.57,312.62,305.79,380.34,342.07,330.65,322.59,333.63,334.26,452.73,388.66,211.15,495.64,502.27,,336.99,314.60,284.70,,
2003-05-10 21:54:22.508000,L7,257.26,299.31,300.27,295.86,260.49,228.18,255.20,250.16,264.52,220.59,,,,,,,,,,
2003-05-26 21:54:19.958000,L7,373.48,334.21,302.86,301.18,301.08,285.99,295.50,299.64,465.64,457.75,458.87,303.97,337.83,347.71,333.53,360.43,334.60,355.79,329.85,323.15
2003-07-21 21:42:09.884000,L5,353.41,317.23,309.31,315.08,306.27,286.23,286.79,281.19,292.17,287.29,291.40,297.87,326.53,293.00,319.87,270.96,296.22,329.83,281.34,289.96
2003-08-06 21:42:27.230000,L5,357.95,326.83,318.70,313.31,307.81,286.39,285.55,278.42,287.12,286.13,293.45,307.36,339.71,309.01,323.24,281.94,305.47,338.67,290.40,295.46
2003-08-13 21:48:45.123000,L5,353.31,328.02,323.70,322.29,321.33,304.56,303.03,305.86,302.66,297.97,306.50,307.80,334.15,312.22,323.69,300.06,310.54,336.54,308.28,305.35
2003-09-07 21:43:00.591000,L5,356.52,325.49,320.46,310.67,305.94,281.58,281.17,278.29,286.99,282.92,295.34,303.63,334.83,300.50,322.12,278.04,299.38,335.14,256.22,268.32
2003-09-14 21:49:18.766000,L5,361.28,340.31,326.16,327.25,334.28,323.72,320.60,321.57,320.57,323.57,319.63,318.71,341.07,326.01,322.97,325.15,323.38,337.40,313.74,305.63
2003-10-25 21:43:40.253000,L5,386.31,353.18,346.51,341.87,348.25,338.13,312.71,310.29,313.42,308.33,319.60,314.57,337.82,336.25,336.44,334.04,331.80,343.87,325.76,319.46
2003-11-17 21:50:09.452000,L5,395.70,377.67,357.04,331.22,325.77,295.82,294.73,293.64,293.00,286.55,311.49,338.30,357.11,343.54,354.12,342.52,345.07,359.64,341.05,308.52
2003-12-03 21:50:19.675000,L5,353.95,327.29,323.75,309.98,293.34,279.92,281.44,271.42,279.77,276.00,297.28,301.75,335.17,306.95,306.87,283.65,301.89,327.40,229.30,247.78
2003-12-12 21:44:10.398000,L5,368.08,345.93,343.76,352.95,364.25,364.94,353.52,338.55,325.30,328.83,332.30,338.49,338.28,331.11,342.45,340.62,339.92,345.80,335.08,343.59
2004-02-14 21:44:33.705000,L5,350.84,314.64,309.75,304.07,298.95,284.31,281.94,281.65,291.32,287.66,294.07,344.26,342.11,305.73,284.86,281.82,290.93,307.47,,
2004-02-21 21:50:47.082000,L5,363.19,343.64,323.90,319.81,338.01,340.38,311.17,319.23,342.78,371.81,333.34,327.81,357.60,381.69,324.59,334.80,373.28,338.91,309.39,312.07
2004-03-01 21:44:38.581000,L5,355.12,317.75,315.63,306.34,296.44,284.45,284.77,274.78,284.86,281.91,300.23,305.75,333.91,303.70,317.57,281.71,301.53,332.80,262.39,283.34
