dates,satname,nzd0362-0000,nzd0362-0001,nzd0362-0003,nzd0362-0004,nzd0362-0005,nzd0362-0006,nzd0362-0007,nzd0362-0055,nzd0362-0056,nzd0362-0057,nzd0362-0058,nzd0362-0059,nzd0362-0060,nzd0362-0061,nzd0362-0062,nzd0362-0063,nzd0362-0064,nzd0362-0065,nzd0362-0066,nzd0362-0067,nzd0362-0068,nzd0362-0069,nzd0362-0070,nzd0362-0071,nzd0362-0072,nzd0362-0073,nzd0362-0074,nzd0362-0075,nzd0362-0076,nzd0362-0077,nzd0362-0078,nzd0362-0079,nzd0362-0080,nzd0362-0081,nzd0362-0082,nzd0362-0083,nzd0362-0084,nzd0362-0085,nzd0362-0086,nzd0362-0087,nzd0362-0088,nzd0362-0089,nzd0362-0090,nzd0362-0091,nzd0362-0092,nzd0362-0093,nzd0362-0094,nzd0362-0095,nzd0362-0096,nzd0362-0097,nzd0362-0098,nzd0362-0099,nzd0362-0100,nzd0362-0101,nzd0362-0102,nzd0362-0103,nzd0362-0104,nzd0362-0105,nzd0362-0106,nzd0362-0107,nzd0362-0108,nzd0362-0109,nzd0362-0110,nzd0362-0111,nzd0362-0112,nzd0362-0113,nzd0362-0114,nzd0362-0115,nzd0362-0116,nzd0362-0117,nzd0362-0118,nzd0362-0119,nzd0362-0120,nzd0362-0121,nzd0362-0122,nzd0362-0123,nzd0362-0124,nzd0362-0125,nzd0362-0126,nzd0362-0127,nzd0362-0128,nzd0362-0002,nzd0362-0035,nzd0362-0011,nzd0362-0012,nzd0362-0013,nzd0362-0014,nzd0362-0015,nzd0362-0016,nzd0362-0017,nzd0362-0018,nzd0362-0019,nzd0362-0020,nzd0362-0021,nzd0362-0022,nzd0362-0030,nzd0362-0031,nzd0362-0032,nzd0362-0033,nzd0362-0054,nzd0362-0008,nzd0362-0009,nzd0362-0010,nzd0362-0023,nzd0362-0024,nzd0362-0029,nzd0362-0034,nzd0362-0036,nzd0362-0037,nzd0362-0038,nzd0362-0039,nzd0362-0040,nzd0362-0041,nzd0362-0042,nzd0362-0043,nzd0362-0044,nzd0362-0050,nzd0362-0051,nzd0362-0052,nzd0362-0053,nzd0362-0129,nzd0362-0130,nzd0362-0131,nzd0362-0132,nzd0362-0133,nzd0362-0134,nzd0362-0025,nzd0362-0026,nzd0362-0027,nzd0362-0028,nzd0362-0045,nzd0362-0046,nzd0362-0047,nzd0362-0048,nzd0362-0049,nzd0362-0135,nzd0362-0136,nzd0362-0172,nzd0362-0173,nzd0362-0174,nzd0362-0177,nzd0362-0178,nzd0362-0179,nzd0362-0180,nzd0362-0185,nzd0362-0186,nzd0362-0144,nzd0362-0147,nzd0362-0148,nzd0362-0149,nzd0362-0150,nzd0362-0164,nzd0362-0183,nzd0362-0184,nzd0362-0138,nzd0362-0139,nzd0362-0175,nzd0362-0151,nzd0362-0152,nzd0362-0153,nzd0362-0154,nzd0362-0155,nzd0362-0156,nzd0362-0157,nzd0362-0158,nzd0362-0159,nzd0362-0160,nzd0362-0161,nzd0362-0162,nzd0362-0181,nzd0362-0182,nzd0362-0137,nzd0362-0140,nzd0362-0141,nzd0362-0142,nzd0362-0143,nzd0362-0145,nzd0362-0146,nzd0362-0176,nzd0362-0169,nzd0362-0170,nzd0362-0171,nzd0362-0163,nzd0362-0165,nzd0362-0166,nzd0362-0167,nzd0362-0168
2000-05-01 21:59:30.586000,L7,473.79,341.93,341.00,310.96,371.09,450.78,,,,513.14,506.56,488.12,474.66,466.32,463.44,454.89,459.53,450.08,434.15,426.56,420.07,442.10,444.68,408.92,403.55,420.65,439.77,423.90,413.79,407.62,397.08,386.70,392.91,390.89,438.44,411.59,379.13,368.12,358.39,359.43,356.87,349.06,340.11,330.06,329.78,318.18,316.29,319.15,306.22,301.92,289.53,281.87,274.01,272.97,287.37,274.73,283.15,256.81,254.20,252.96,247.90,242.11,283.65,237.51,224.28,222.98,219.28,212.92,218.99,196.98,194.67,179.46,207.62,176.74,169.16,176.40,161.04,187.99,183.68,204.60,177.03,499.83,517.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-17 21:59:19.400000,L7,,,,269.33,186.65,416.77,220.17,230.82,294.17,359.26,239.37,215.80,442.15,439.87,,,,186.68,249.04,197.07,272.50,,,,,,397.67,388.94,378.74,368.94,363.88,288.76,342.86,290.01,234.01,182.39,328.55,329.27,318.37,293.83,287.67,264.52,261.02,268.75,284.98,278.54,258.80,250.71,276.95,266.44,260.65,241.51,224.23,205.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.35,187.83,207.11,346.18,,,239.56,298.83,247.91,188.57,520.37,450.14,309.85,,458.56,196.25,226.13,512.39,276.04,431.79,349.39,165.75,191.56,,199.56,168.93,,238.68,519.42,420.10,498.98,472.18,412.52,332.10,290.47,524.90,522.25,518.99,,,,,,,192.35,182.22,191.03,,464.06,206.95,363.62,226.82,303.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-18 21:59:03.789000,L7,,,,,286.30,224.34,427.29,,,,,,,,,,,,230.91,225.33,263.53,,,,,,,316.66,253.46,276.60,,172.16,230.44,234.03,194.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.06,270.05,205.65,146.96,259.61,314.15,245.57,221.07,212.78,162.21,188.09,205.17,,,,,,397.40,344.18,421.63,226.38,,,,,,425.64,250.55,480.14,309.16,263.26,461.26,446.18,,,,,,,,,,,333.25,250.12,179.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-05 21:58:20.584000,L7,,,,269.68,341.88,230.92,249.26,233.11,309.38,317.00,248.15,219.41,450.42,442.58,435.71,431.90,259.24,205.48,292.77,391.03,377.34,357.92,364.44,364.80,283.24,,285.77,383.69,362.45,366.59,366.70,288.44,351.31,352.16,328.95,308.21,323.71,318.64,316.64,289.19,250.05,259.90,258.33,269.65,288.03,280.99,264.36,268.48,285.65,273.92,263.91,239.51,212.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.47,392.90,433.82,411.17,407.94,,504.07,419.21,337.98,254.21,213.12,270.52,295.01,,,500.10,398.41,522.73,495.22,516.61,526.83,351.89,470.63,,298.93,311.76,299.24,,,,262.18,259.22,284.27,329.82,274.28,524.80,497.14,524.34,,,,,,,359.79,279.50,195.79,,419.80,215.62,313.40,380.09,414.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-24 21:57:29.684000,L7,,,425.24,275.86,363.40,395.76,384.88,502.34,495.57,474.35,463.94,396.60,387.78,336.48,376.00,368.25,370.07,367.77,359.66,343.30,313.68,323.80,360.71,354.87,342.06,166.82,366.91,387.09,375.88,374.15,368.45,341.06,352.48,353.49,288.91,295.62,304.76,314.75,305.38,280.02,274.40,255.30,265.57,282.50,224.36,281.69,253.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.66,,222.28,338.16,271.91,261.91,176.81,498.34,410.36,326.27,245.05,192.26,259.56,300.84,309.04,327.75,356.98,343.84,512.42,296.97,166.37,179.67,284.14,318.43,510.00,,276.06,517.94,326.13,275.42,292.14,218.26,440.03,282.03,400.20,520.46,519.21,520.54,517.96,,,,,,,356.24,,,328.42,464.94,452.83,390.87,476.79,483.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-25 21:57:34.931000,L7,360.92,533.32,,,,,,527.69,519.86,509.69,504.09,476.39,461.74,456.51,454.58,447.72,441.49,432.64,426.38,410.35,403.08,418.06,429.96,397.85,379.77,411.12,428.38,414.43,403.56,398.78,392.04,382.17,374.95,383.91,379.25,376.34,371.06,355.39,346.78,344.08,347.96,334.81,328.17,326.81,328.16,312.13,307.43,298.47,300.48,293.11,278.70,266.36,260.39,237.08,248.22,259.99,257.87,248.03,251.18,238.30,230.74,232.02,229.50,216.98,208.30,212.68,207.47,195.08,189.91,186.13,178.61,168.82,161.38,162.04,159.65,,,,,,,,,369.13,408.22,486.27,489.18,446.04,506.13,425.70,330.35,514.37,198.64,338.92,278.19,155.24,214.04,352.61,346.37,532.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-11 21:57:36.803000,L7,,369.07,444.95,533.95,365.00,457.50,,524.12,512.26,502.96,494.08,466.29,454.30,455.85,453.77,444.88,444.72,436.42,425.11,408.00,394.17,409.20,424.50,393.12,373.25,395.40,422.62,412.58,383.30,394.24,387.43,378.42,365.09,372.38,375.07,366.51,362.65,341.09,347.78,328.72,316.49,327.58,306.21,313.48,327.10,305.08,287.85,287.53,297.30,288.83,275.59,258.91,253.46,225.35,233.85,257.19,259.76,246.44,247.73,232.46,232.23,227.41,226.95,215.12,194.49,211.45,208.29,194.74,189.18,184.62,178.36,163.51,160.43,163.10,,,,,,,,486.50,,428.80,416.11,488.72,397.64,497.00,426.39,410.24,310.06,478.56,214.09,346.97,275.63,280.67,184.11,379.23,356.93,533.15,,,,352.18,401.41,284.72,,,,,,,,,,,392.68,400.76,385.08,,,,,,,,310.58,311.02,217.57,288.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-20 21:57:04.892000,L7,358.96,422.34,386.47,294.84,355.91,470.60,497.46,256.17,175.00,507.20,502.89,458.36,466.04,467.06,460.34,457.40,461.70,452.49,443.43,421.58,416.71,195.95,397.45,398.89,326.37,409.11,430.13,411.96,405.35,359.43,391.81,385.91,352.24,384.04,384.33,382.11,245.38,243.86,235.37,349.74,308.20,281.36,277.15,276.40,323.34,283.83,272.02,300.14,303.20,299.64,284.48,276.69,269.59,281.35,278.18,275.37,262.97,252.46,250.42,243.56,241.02,237.36,234.67,223.10,210.76,215.86,222.79,206.52,206.45,192.70,186.73,176.19,180.11,170.45,173.13,169.21,175.31,181.29,182.95,183.27,164.88,460.04,270.03,215.57,285.02,212.04,153.98,,454.53,328.39,337.70,258.92,158.51,,227.70,327.00,368.24,394.59,489.76,260.66,529.59,311.98,222.19,394.89,466.42,509.20,406.45,210.40,340.76,181.79,288.88,151.38,313.95,251.79,400.18,365.38,317.93,404.22,394.04,259.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-05 21:56:52.440000,L7,,265.60,310.37,252.00,217.98,278.05,197.58,524.10,513.63,387.80,415.97,317.65,207.77,455.91,458.72,454.50,457.22,445.73,316.34,329.04,339.66,389.34,387.57,382.74,356.59,411.36,416.32,395.91,403.77,394.96,385.31,372.52,363.17,306.41,374.18,363.49,357.04,344.08,336.21,330.79,305.17,331.33,323.71,323.56,313.78,289.66,282.88,285.96,295.30,291.28,282.64,260.72,270.87,266.34,276.48,267.51,259.99,249.82,254.21,243.45,236.09,236.30,230.46,221.96,285.27,273.78,236.52,203.66,197.94,189.74,185.53,180.37,173.60,172.42,168.88,200.06,171.26,179.12,177.54,178.70,167.90,203.69,273.84,422.43,480.71,537.19,501.31,516.64,500.42,421.89,328.66,246.49,158.51,260.00,450.90,335.85,351.12,260.21,224.26,527.83,219.70,502.46,423.91,366.89,411.75,484.87,158.14,455.99,258.57,,,,,,519.94,484.75,306.04,,,,,,,,,,349.16,275.56,,524.37,,,,,195.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-07 21:56:36.067000,L7,,,248.08,262.66,212.81,,,271.23,366.29,382.56,420.90,329.69,269.63,456.72,458.21,455.64,454.55,442.70,301.99,314.81,342.68,331.88,522.38,518.04,505.24,,382.26,367.74,337.94,331.84,381.43,368.69,360.00,350.47,337.86,332.82,342.16,339.97,327.92,327.80,307.67,294.20,274.59,276.15,278.07,281.13,278.89,297.19,299.53,296.88,285.72,266.70,257.66,235.82,233.47,264.52,230.64,243.40,239.85,238.77,231.06,232.55,226.86,219.34,,210.55,202.44,191.46,195.66,185.31,167.84,159.59,162.92,164.80,164.40,165.24,170.79,176.06,178.55,182.92,160.40,,275.94,,,,,,,,,,,,,516.61,398.90,397.19,532.84,230.39,,,,338.96,351.47,,,490.85,452.02,239.30,507.52,357.20,311.36,376.16,431.52,372.11,308.60,276.38,384.34,175.30,,,,,,,338.08,235.98,173.48,,450.47,,,,207.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-08 21:56:12.984000,L7,,523.84,,358.36,316.93,470.46,540.82,514.06,509.82,484.43,478.91,465.26,453.10,453.24,450.20,446.02,446.38,432.32,418.77,398.53,396.30,381.16,370.13,371.28,,,397.57,363.22,320.77,307.69,303.98,333.24,344.50,311.49,329.95,321.82,334.48,334.90,327.10,320.80,302.42,286.86,295.41,284.64,305.04,292.89,283.01,290.78,289.89,284.32,276.07,261.32,265.51,257.25,261.11,270.17,268.81,248.61,250.60,240.91,232.04,229.92,227.91,216.78,206.90,209.47,201.93,189.33,192.22,187.32,180.13,171.23,166.06,170.92,170.02,167.74,173.68,179.99,177.61,177.49,172.00,,330.14,312.08,240.01,219.33,469.00,468.48,437.34,370.67,288.37,195.00,,,,,187.17,241.15,293.52,529.49,456.91,370.78,323.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-24 21:56:00.447000,L7,,,,,,,,524.10,512.40,497.52,481.19,467.10,454.83,451.93,453.83,446.93,449.94,436.08,425.12,407.33,396.78,372.34,371.96,373.45,357.73,,412.50,397.12,398.23,393.13,386.44,379.62,371.25,372.70,374.73,371.08,359.32,343.76,341.80,336.71,330.01,324.29,317.11,325.47,317.69,315.41,302.05,298.08,298.58,284.49,278.14,257.89,257.94,241.47,254.80,258.84,252.68,244.18,246.20,230.56,232.32,226.27,220.71,213.41,175.51,204.93,193.78,184.59,185.92,215.40,216.94,216.66,205.24,166.12,166.83,167.87,166.30,165.59,173.55,165.55,,,335.45,394.03,360.88,283.68,284.99,,,,,,,,,,,,,526.70,,,,,,,346.74,,,,502.99,452.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
