dates,satname,nzd0362-0000,nzd0362-0001,nzd0362-0003,nzd0362-0004,nzd0362-0005,nzd0362-0006,nzd0362-0007,nzd0362-0055,nzd0362-0056,nzd0362-0057,nzd0362-0058,nzd0362-0059,nzd0362-0060,nzd0362-0061,nzd0362-0062,nzd0362-0063,nzd0362-0064,nzd0362-0065,nzd0362-0066,nzd0362-0067,nzd0362-0068,nzd0362-0069,nzd0362-0070,nzd0362-0071,nzd0362-0072,nzd0362-0073,nzd0362-0074,nzd0362-0075,nzd0362-0076,nzd0362-0077,nzd0362-0078,nzd0362-0079,nzd0362-0080,nzd0362-0081,nzd0362-0082,nzd0362-0083,nzd0362-0084,nzd0362-0085,nzd0362-0086,nzd0362-0087,nzd0362-0088,nzd0362-0089,nzd0362-0090,nzd0362-0091,nzd0362-0092,nzd0362-0093,nzd0362-0094,nzd0362-0095,nzd0362-0096,nzd0362-0097,nzd0362-0098,nzd0362-0099,nzd0362-0100,nzd0362-0101,nzd0362-0102,nzd0362-0103,nzd0362-0104,nzd0362-0105,nzd0362-0106,nzd0362-0107,nzd0362-0108,nzd0362-0109,nzd0362-0110,nzd0362-0111,nzd0362-0112,nzd0362-0113,nzd0362-0114,nzd0362-0115,nzd0362-0116,nzd0362-0117,nzd0362-0118,nzd0362-0119,nzd0362-0120,nzd0362-0121,nzd0362-0122,nzd0362-0123,nzd0362-0124,nzd0362-0125,nzd0362-0126,nzd0362-0127,nzd0362-0128,nzd0362-0002,nzd0362-0035,nzd0362-0011,nzd0362-0012,nzd0362-0013,nzd0362-0014,nzd0362-0015,nzd0362-0016,nzd0362-0017,nzd0362-0018,nzd0362-0019,nzd0362-0020,nzd0362-0021,nzd0362-0022,nzd0362-0030,nzd0362-0031,nzd0362-0032,nzd0362-0033,nzd0362-0054,nzd0362-0008,nzd0362-0009,nzd0362-0010,nzd0362-0023,nzd0362-0024,nzd0362-0029,nzd0362-0034,nzd0362-0036,nzd0362-0037,nzd0362-0038,nzd0362-0039,nzd0362-0040,nzd0362-0041,nzd0362-0042,nzd0362-0043,nzd0362-0044,nzd0362-0050,nzd0362-0051,nzd0362-0052,nzd0362-0053,nzd0362-0129,nzd0362-0130,nzd0362-0131,nzd0362-0132,nzd0362-0133,nzd0362-0134,nzd0362-0025,nzd0362-0026,nzd0362-0027,nzd0362-0028,nzd0362-0045,nzd0362-0046,nzd0362-0047,nzd0362-0048,nzd0362-0049,nzd0362-0135,nzd0362-0136,nzd0362-0172,nzd0362-0173,nzd0362-0174,nzd0362-0177,nzd0362-0178,nzd0362-0179,nzd0362-0180,nzd0362-0185,nzd0362-0186,nzd0362-0144,nzd0362-0147,nzd0362-0148,nzd0362-0149,nzd0362-0150,nzd0362-0164,nzd0362-0183,nzd0362-0184,nzd0362-0138,nzd0362-0139,nzd0362-0175,nzd0362-0151,nzd0362-0152,nzd0362-0153,nzd0362-0154,nzd0362-0155,nzd0362-0156,nzd0362-0157,nzd0362-0158,nzd0362-0159,nzd0362-0160,nzd0362-0161,nzd0362-0162,nzd0362-0181,nzd0362-0182,nzd0362-0137,nzd0362-0140,nzd0362-0141,nzd0362-0142,nzd0362-0143,nzd0362-0145,nzd0362-0146,nzd0362-0176,nzd0362-0169,nzd0362-0170,nzd0362-0171,nzd0362-0163,nzd0362-0165,nzd0362-0166,nzd0362-0167,nzd0362-0168
1999-09-04 22:00:09.953000,L7,,,,,,,,,,513.74,508.72,498.34,473.42,465.85,465.86,462.26,456.30,450.29,436.42,425.35,412.42,448.93,442.93,430.16,370.63,415.29,433.76,418.65,410.30,401.72,397.47,386.26,384.23,388.49,384.68,385.89,377.80,368.99,360.54,366.87,354.49,347.77,343.46,337.60,333.09,319.53,318.41,307.09,310.98,299.99,286.86,282.47,276.72,274.88,276.48,273.14,266.76,250.51,257.97,238.99,237.43,259.86,246.01,229.05,233.00,222.96,235.40,229.39,201.73,197.71,186.84,174.98,170.12,183.81,167.90,168.21,169.37,177.12,173.64,177.76,175.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-20 22:00:08.403000,L7,,,363.30,338.35,180.97,,,505.79,497.21,476.90,467.62,446.90,437.09,422.81,416.99,374.97,344.68,373.24,368.29,352.50,225.12,284.83,258.70,195.90,284.09,,352.80,344.07,328.31,322.85,326.65,289.74,285.20,296.69,296.49,307.51,315.55,320.70,307.82,280.23,278.91,261.13,266.62,274.65,290.33,280.23,261.08,249.55,260.50,269.87,250.63,239.60,210.13,195.21,198.83,209.40,200.58,221.37,226.10,203.99,187.39,184.20,,,,,,,,,,,,,,,,,,,,491.64,358.42,,,,,,236.86,241.74,253.08,250.70,419.34,311.88,275.23,285.34,213.24,490.09,409.02,517.66,358.43,369.44,,224.40,179.16,389.20,327.64,,286.86,238.48,515.72,496.51,453.17,348.39,419.52,392.86,494.29,521.48,516.54,519.33,,,,,,,,,515.64,294.65,473.16,468.36,469.63,469.81,467.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-22 22:00:04.598000,L7,,,,,,,,,,,,,,,,,,,510.88,501.64,494.14,499.13,490.73,468.34,460.28,462.34,461.42,436.51,433.07,424.48,428.94,413.30,407.91,403.77,403.86,401.02,393.12,394.89,415.68,404.38,399.67,403.74,382.75,378.98,375.83,366.38,356.70,356.05,344.11,324.32,312.80,303.23,319.65,302.26,302.66,305.12,309.54,295.42,301.92,288.24,285.15,289.81,310.80,273.80,262.46,260.81,416.74,527.65,307.17,316.42,372.69,456.91,207.19,197.26,206.53,208.32,203.31,210.37,211.88,210.64,198.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.97,192.25,194.39,448.05,268.55,428.97,,,,,,,,,,320.33,206.88,474.30,457.27,315.78,,,,,,,,,,,,,,,464.09,437.05,388.51,,,450.49,454.10,390.44,387.54,298.65,170.69,,,,,,,,403.21,369.13,473.90,,,,533.90,,,,,,,,
1999-12-09 22:00:09.551000,L7,,,257.52,226.04,175.17,297.70,340.67,199.73,411.81,310.58,182.34,453.71,438.35,436.98,431.22,426.71,426.74,404.05,393.93,375.14,376.09,306.42,361.12,357.15,347.18,170.15,403.00,223.55,378.49,374.00,374.98,361.56,361.22,355.69,322.75,319.06,335.21,324.06,321.36,293.27,291.24,267.29,228.39,238.60,296.91,288.75,274.59,206.67,235.79,271.05,251.93,202.85,203.53,171.73,219.04,229.78,231.11,228.68,219.09,218.52,,,,,,,,,,,,,,,,,,,,,,337.07,232.35,451.03,526.40,,,,493.60,404.59,319.04,234.17,384.51,,492.05,437.79,185.35,256.04,360.54,236.89,159.74,502.00,422.74,423.40,410.15,528.94,,449.79,503.80,,506.91,253.05,519.29,310.84,385.61,383.94,441.64,260.51,234.70,310.02,,,,,,,490.52,,,,417.99,408.39,387.44,385.10,450.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-25 22:00:04.067000,L7,,159.01,345.73,301.52,358.32,440.02,496.73,429.48,412.05,507.61,500.43,480.73,461.09,301.60,292.30,397.36,403.13,384.70,422.31,191.28,237.27,285.54,379.38,386.72,367.89,403.15,415.88,397.47,311.06,373.45,386.38,383.57,378.11,369.96,342.76,360.73,361.38,416.94,412.33,411.43,403.58,392.64,222.82,234.80,226.41,235.28,208.26,173.85,195.89,239.35,157.61,190.50,168.43,239.93,252.82,282.02,296.39,294.35,283.58,285.38,285.51,282.97,246.99,248.08,265.97,256.44,238.23,,,222.92,213.73,176.52,167.87,165.86,,,,,,,,486.05,,,,,,,480.48,401.63,318.53,229.83,313.80,,488.69,316.11,316.33,253.67,356.68,441.58,,,,433.85,397.78,335.81,,436.33,289.52,343.84,387.78,375.54,,,518.23,440.56,502.59,492.08,346.55,451.87,,,,,,,477.18,,279.38,347.39,430.61,413.89,508.96,513.95,511.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-26 22:00:02.226000,L7,520.20,494.40,361.52,313.24,373.08,453.43,527.60,529.22,522.60,513.98,508.96,485.61,470.88,459.76,459.46,454.71,452.80,439.66,433.36,415.44,412.47,436.50,442.40,410.55,379.59,423.47,422.81,415.41,408.50,395.35,389.86,387.94,386.48,376.10,382.48,377.09,366.91,356.01,352.37,351.72,348.69,342.57,338.25,327.61,329.70,319.04,314.94,296.85,302.12,289.67,280.22,268.73,265.09,254.21,260.63,260.91,259.12,244.65,245.40,233.40,233.95,230.69,224.66,214.67,257.61,247.40,208.53,201.43,195.73,193.77,188.28,176.53,192.10,189.73,171.92,161.45,166.40,174.62,173.43,182.56,160.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-11 21:59:57.866000,L7,,,323.15,276.91,337.82,258.94,245.59,518.13,508.17,501.80,491.98,465.26,453.79,449.66,451.17,440.45,439.99,429.70,420.56,399.94,391.93,405.87,418.76,381.78,363.68,373.58,412.97,307.01,345.29,362.05,342.43,374.49,366.43,361.27,364.14,363.68,353.14,342.59,342.57,338.23,344.83,328.36,311.07,319.62,308.96,301.22,285.06,278.39,293.27,276.62,267.26,258.05,257.91,233.05,223.98,246.22,244.71,241.27,238.39,229.75,224.70,210.30,216.50,211.49,164.29,194.60,197.02,184.02,184.18,170.91,,,,,,,,,,,,454.45,,,293.79,258.88,,,,,,,,,,,,,,522.95,343.05,425.02,369.11,,,,,436.38,513.54,237.46,513.39,225.70,176.16,381.69,473.41,453.48,,,,527.29,,,,,,,,,,,477.99,521.21,496.02,495.46,506.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-27 21:59:52.393000,L7,,452.10,327.66,284.01,357.83,429.87,500.84,527.20,515.93,514.57,503.54,473.07,457.70,461.10,455.38,450.45,444.74,437.05,428.31,412.61,397.17,408.75,429.00,400.23,368.64,413.21,424.29,413.65,407.94,396.71,390.74,383.16,378.81,378.17,378.43,243.30,196.90,233.81,228.88,341.15,341.83,342.30,335.44,333.97,326.04,314.57,313.22,289.84,293.85,287.98,276.30,263.93,257.95,226.43,224.90,257.86,254.02,248.58,248.80,241.69,243.89,235.04,231.16,221.05,210.22,216.85,215.58,202.11,202.14,192.07,216.22,214.13,204.56,166.06,165.76,164.71,166.15,162.38,169.88,175.38,158.40,482.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.33,261.01,342.62,384.57,427.55,342.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-30 21:59:45.397000,L7,,,384.85,313.14,367.47,454.04,,,,520.35,511.31,490.99,468.24,467.84,463.23,459.86,454.19,449.00,438.28,429.86,420.84,453.92,444.78,417.86,403.11,426.77,432.06,419.24,414.95,405.91,400.47,392.23,391.51,388.48,384.98,384.98,375.46,366.27,359.91,357.07,352.83,351.21,340.25,340.36,331.47,320.27,318.14,299.90,305.09,299.41,286.86,278.36,271.91,264.95,272.14,273.94,264.46,256.32,253.65,249.44,240.73,240.76,239.21,231.97,226.80,220.17,242.93,219.23,237.44,222.58,199.95,185.10,177.64,171.75,167.88,167.58,170.56,175.31,201.83,199.16,161.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-15 21:59:31.785000,L7,,,320.29,279.02,350.20,436.27,499.32,525.79,523.53,505.07,498.12,480.53,462.69,458.18,458.39,451.01,454.00,440.31,432.80,412.84,403.35,403.98,405.95,393.33,371.86,168.39,428.99,414.67,408.00,399.95,392.57,385.17,378.79,379.77,378.15,379.35,376.87,355.08,348.44,338.94,345.30,333.01,328.19,323.82,329.68,312.69,297.46,290.72,301.82,299.37,282.96,261.75,261.14,244.09,252.12,263.89,261.18,251.12,249.65,243.84,238.32,236.34,231.66,217.22,207.17,211.99,209.45,199.45,194.20,192.41,184.48,174.62,168.89,164.61,161.59,155.63,159.74,162.01,,,,457.63,335.04,,,,,,,,,,,,,,,,,,,,,,,,342.91,,,,,,,,,,,,,,,,,,,,,,,,,516.41,509.08,513.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
