dates,satname,nzd0377-0000,nzd0377-0001,nzd0377-0002,nzd0377-0004,nzd0377-0005,nzd0377-0006,nzd0377-0007,nzd0377-0042,nzd0377-0043,nzd0377-0044,nzd0377-0045,nzd0377-0046,nzd0377-0047,nzd0377-0048,nzd0377-0049,nzd0377-0050,nzd0377-0051,nzd0377-0052,nzd0377-0053,nzd0377-0054,nzd0377-0055,nzd0377-0056,nzd0377-0057,nzd0377-0058,nzd0377-0059,nzd0377-0060,nzd0377-0061,nzd0377-0062,nzd0377-0063,nzd0377-0064,nzd0377-0065,nzd0377-0066,nzd0377-0067,nzd0377-0068,nzd0377-0069,nzd0377-0070,nzd0377-0071,nzd0377-0072,nzd0377-0073,nzd0377-0074,nzd0377-0075,nzd0377-0076,nzd0377-0077,nzd0377-0078,nzd0377-0079,nzd0377-0080,nzd0377-0081,nzd0377-0082,nzd0377-0083,nzd0377-0084,nzd0377-0085,nzd0377-0086,nzd0377-0087,nzd0377-0088,nzd0377-0089,nzd0377-0090,nzd0377-0091,nzd0377-0092,nzd0377-0093,nzd0377-0094,nzd0377-0095,nzd0377-0096,nzd0377-0097,nzd0377-0098,nzd0377-0099,nzd0377-0100,nzd0377-0101,nzd0377-0102,nzd0377-0103,nzd0377-0104,nzd0377-0105,nzd0377-0106,nzd0377-0107,nzd0377-0108,nzd0377-0109,nzd0377-0110,nzd0377-0003,nzd0377-0111,nzd0377-0112,nzd0377-0113,nzd0377-0014,nzd0377-0015,nzd0377-0016,nzd0377-0017,nzd0377-0018,nzd0377-0019,nzd0377-0020,nzd0377-0021,nzd0377-0022,nzd0377-0023,nzd0377-0024,nzd0377-0025,nzd0377-0026,nzd0377-0027,nzd0377-0028,nzd0377-0029,nzd0377-0031,nzd0377-0032,nzd0377-0033,nzd0377-0034,nzd0377-0038,nzd0377-0039,nzd0377-0040,nzd0377-0041,nzd0377-0009,nzd0377-0008,nzd0377-0010,nzd0377-0012,nzd0377-0013,nzd0377-0030,nzd0377-0036,nzd0377-0037,nzd0377-0114,nzd0377-0115,nzd0377-0011,nzd0377-0035
2003-02-19 21:55:54.479000,L7,,,431.70,,,,,501.12,478.16,,,,,,158.92,271.98,291.28,299.38,327.28,360.31,225.29,475.53,486.66,500.93,520.99,,514.80,509.66,461.04,473.83,472.53,483.12,442.37,432.23,414.04,395.76,400.65,390.16,399.54,391.03,373.68,384.33,396.77,381.72,412.45,390.16,364.74,388.29,371.44,358.88,345.38,340.06,339.15,330.52,323.44,317.73,304.80,303.19,280.15,273.99,267.49,275.97,300.87,273.76,286.97,251.19,245.28,230.28,241.61,261.46,246.63,250.34,232.21,178.92,201.29,150.76,489.65,,,,,,,,,,,,,,,,,,,,,,,,,,,483.70,,,,,,,,,,,,
2003-03-23 21:55:52.571000,L7,303.87,,505.65,272.26,253.43,269.97,,498.91,500.46,468.94,518.62,515.06,506.53,518.47,172.28,151.48,215.73,292.59,306.19,385.30,311.66,469.42,450.87,460.87,481.31,507.14,431.96,409.67,404.42,506.33,495.41,517.94,517.35,487.61,518.95,504.92,503.36,513.00,492.84,355.81,377.75,339.41,343.53,349.97,312.39,369.79,336.43,363.37,349.02,345.78,343.74,316.50,301.15,281.29,280.96,292.77,285.44,281.73,277.36,265.40,268.80,245.38,247.88,240.92,231.20,242.23,239.69,210.20,225.37,243.61,218.14,191.28,177.14,160.45,180.64,167.97,505.06,213.50,164.99,,,,,,,,,,,,,,,,223.18,295.18,,,,,,,,,,,,,,274.43,,,,,,
2003-04-08 21:55:59.443000,L7,300.74,,,303.40,423.60,442.37,498.77,478.45,458.00,458.58,470.84,421.71,437.24,456.06,470.31,496.46,470.57,441.38,452.39,462.38,464.23,456.46,434.24,454.73,479.20,439.30,446.98,443.22,440.93,384.01,376.38,361.86,355.09,328.28,328.11,339.43,,,385.62,359.33,372.56,342.19,344.83,329.55,309.76,331.33,351.17,324.31,290.65,307.14,287.97,307.46,291.02,303.56,301.90,269.57,285.21,267.81,263.82,255.47,243.54,243.08,240.45,241.71,226.39,239.70,229.72,210.65,213.61,245.70,209.28,192.53,183.55,177.42,173.15,,519.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-24 21:55:58.309000,L7,305.28,,,346.26,497.85,463.49,490.94,383.44,412.40,415.35,423.59,405.49,187.45,195.60,422.17,370.70,392.78,422.05,191.00,185.55,209.71,199.38,175.84,418.36,454.70,427.25,416.76,402.72,369.48,375.93,376.33,357.02,343.30,285.23,288.59,249.90,,,358.76,313.59,296.68,314.91,331.87,302.61,291.77,294.72,278.59,283.43,282.58,282.34,256.23,266.90,274.02,269.32,272.07,257.49,271.35,269.56,271.20,264.41,252.78,253.73,241.81,236.53,233.06,222.13,225.42,220.92,197.20,219.61,214.32,196.31,163.86,174.03,,,417.62,,,,510.15,,,,,,,,,,,287.68,154.08,,254.22,326.86,,,,,404.06,340.00,309.86,382.58,396.20,471.86,,461.90,518.63,214.45,,,,,407.40,
2003-07-21 21:43:45.776000,L5,298.47,345.03,250.02,160.62,,401.43,505.84,366.26,422.22,424.27,428.74,413.18,427.70,439.18,452.45,375.33,403.73,420.16,430.70,436.61,440.73,421.68,405.28,430.47,475.29,438.54,424.38,413.84,378.06,385.15,361.90,341.19,318.34,283.52,286.31,264.79,,,348.25,320.97,323.05,319.94,328.43,316.69,292.55,284.13,322.15,284.79,289.65,296.82,270.15,272.82,271.78,266.37,266.44,252.85,270.73,263.88,261.48,255.62,253.23,249.90,244.02,234.70,221.92,215.59,218.38,197.49,180.22,221.35,213.71,196.79,172.07,158.95,156.72,,233.08,,,,,,,,,,,,,,337.66,324.99,258.22,,245.84,327.89,293.22,186.47,311.45,,518.80,328.13,317.40,335.52,417.83,366.40,,,,170.33,,,,,,
2003-12-28 21:45:57.554000,L5,292.95,504.28,397.79,,,,,383.24,421.40,270.55,300.09,334.01,208.91,216.83,295.63,277.82,300.15,320.65,335.74,355.47,308.96,302.83,340.91,346.81,350.46,449.41,436.08,422.08,407.42,399.07,383.72,369.47,354.89,334.46,323.61,286.16,,,355.36,340.62,331.19,330.09,330.12,327.84,318.55,328.33,330.75,295.06,305.65,303.61,308.93,314.81,287.58,282.18,275.08,264.57,278.68,267.79,262.82,274.00,270.00,263.00,254.05,251.68,240.88,242.49,217.51,208.70,209.64,234.80,217.85,197.49,172.41,170.62,177.06,146.97,,,,,,,,,,,,,,,,,,,,,,,,,,353.64,339.75,335.81,,,,,,,,,,,,
2004-04-02 21:46:30.745000,L5,305.12,368.20,465.86,507.56,427.80,454.39,494.48,523.82,449.18,284.83,316.88,339.45,342.73,220.95,288.62,489.61,465.57,446.26,455.16,465.43,463.38,443.39,426.00,458.51,486.49,457.63,440.71,422.31,405.95,395.59,379.95,366.49,358.46,332.47,323.93,298.62,189.88,,378.66,363.95,351.68,346.67,345.71,332.05,328.72,335.02,340.89,336.52,295.36,317.93,314.48,319.91,306.21,296.99,301.53,289.62,290.45,271.78,265.06,266.47,257.59,249.53,243.20,244.61,240.26,237.87,240.28,230.88,229.42,257.26,234.69,201.40,174.83,165.66,163.61,,440.75,,,,,,,,,,,,,,,,,,,399.59,376.02,375.62,353.13,272.24,,498.25,352.11,488.28,,,,,,372.84,332.06,,,,,274.05
2004-05-04 21:47:27.968000,L5,302.07,364.91,463.03,313.42,299.66,306.48,306.09,416.03,430.76,298.99,326.04,354.22,355.88,310.20,305.46,286.44,307.73,336.06,362.15,390.33,391.54,389.23,375.24,365.68,374.58,447.82,431.89,410.15,393.32,388.17,363.14,360.13,352.48,333.72,322.14,285.60,,,370.80,350.11,331.60,332.35,338.26,321.90,310.51,319.21,325.30,292.60,269.46,284.60,261.49,286.43,285.02,277.98,280.31,268.31,278.63,270.31,263.15,264.32,255.99,249.18,247.53,244.77,233.49,233.00,233.70,217.32,221.43,236.77,220.04,198.30,172.57,163.62,159.35,,411.92,,,,,,,,,,,,,,,,,,,482.91,478.76,467.13,423.74,479.38,382.48,343.41,338.00,355.91,,,,,,496.55,,,,,,421.06
2004-05-20 21:47:56.357000,L5,300.14,379.56,271.69,195.31,328.00,307.87,316.47,434.91,436.62,440.11,449.68,428.19,432.24,456.39,475.64,397.90,457.57,437.93,446.14,454.66,458.12,431.09,414.56,453.58,479.55,451.90,436.46,412.00,370.55,364.37,354.90,346.57,314.57,328.96,323.95,285.33,,,365.88,329.60,316.84,333.03,342.93,318.38,295.98,297.19,314.31,279.65,272.82,251.14,236.87,248.56,272.43,262.27,262.35,251.37,282.05,268.46,262.70,261.85,256.92,243.88,237.37,234.89,207.24,201.04,203.08,173.68,164.26,197.47,197.93,192.45,161.40,,,,420.03,,,,424.27,521.69,,,,,,,,,339.21,305.42,198.68,,,,,,,,,477.25,349.38,362.08,,,525.51,486.98,492.74,,,,,,458.95,
2004-06-05 21:48:24.950000,L5,,,474.85,413.81,502.86,480.58,508.79,450.56,442.26,430.65,445.87,422.37,436.36,455.21,461.92,396.10,457.35,440.97,455.72,455.75,454.36,439.81,417.52,447.09,479.02,445.11,436.29,410.30,396.62,389.29,344.72,348.16,318.26,330.58,321.10,291.02,,,373.11,350.36,335.98,337.20,332.52,320.98,327.75,327.57,321.12,297.51,292.68,324.39,278.49,309.36,296.04,285.84,287.65,266.69,284.60,275.85,268.75,267.29,263.84,254.24,249.28,244.23,232.30,236.28,235.26,221.70,220.88,238.62,222.18,200.66,176.09,170.15,164.97,,469.92,,,,502.72,511.79,,,,,,,,,,,,,,,286.67,206.51,288.85,,,489.52,356.34,393.69,341.74,355.85,,509.37,490.59,,,,,,471.90,
2004-07-07 21:49:21.098000,L5,,,475.10,182.27,,475.31,502.57,430.39,404.21,202.87,325.59,363.76,365.17,322.42,312.77,281.54,328.17,335.06,357.04,368.33,375.67,346.16,359.09,373.75,299.43,354.21,420.72,407.09,378.33,370.81,347.82,336.73,299.38,299.31,291.37,258.54,,,362.79,330.28,316.19,303.12,304.99,309.74,309.78,282.77,255.71,251.02,288.02,283.60,265.60,291.37,283.04,275.30,281.51,266.27,278.08,271.17,264.25,264.84,258.27,250.38,246.07,235.90,226.82,231.19,225.99,211.73,212.34,238.63,216.88,199.88,178.90,167.69,166.58,,363.24,,,,495.94,524.42,,,,,,,,391.44,357.98,325.85,273.67,,,,291.16,201.86,294.68,,520.17,334.26,337.84,343.74,391.86,221.91,503.16,494.59,490.62,,,,,,453.99,
2004-07-23 21:49:45.084000,L5,244.79,223.23,251.18,,,395.70,425.53,415.33,426.35,328.95,450.71,369.02,423.29,448.38,408.43,,,350.75,189.54,451.16,452.66,433.94,402.71,441.77,469.26,430.67,422.63,401.89,382.79,381.84,332.42,339.39,247.13,319.09,325.61,274.29,,,350.23,326.61,315.38,312.97,329.40,317.18,318.40,328.62,334.90,289.42,287.44,291.12,269.65,295.65,262.90,271.17,274.83,252.89,268.56,267.17,262.05,261.41,254.15,247.99,237.26,237.84,227.93,223.75,225.83,206.32,205.06,236.74,219.81,201.05,176.67,160.44,,,221.30,,,,427.07,507.82,,,,,,,,,307.13,312.43,209.01,,,,,,,,460.87,332.42,306.82,354.15,328.30,427.67,444.35,467.91,368.91,,,,,,369.96,
2004-08-24 21:50:29.935000,L5,295.92,366.01,467.34,430.86,152.65,287.66,494.62,400.22,431.49,434.22,442.05,421.78,435.28,443.23,451.40,398.14,437.19,438.21,446.26,447.03,454.51,430.01,414.46,446.08,475.84,449.81,441.68,413.50,399.98,393.66,358.26,355.33,341.06,345.68,314.10,292.53,,,365.19,337.74,335.10,325.30,334.47,324.90,318.66,316.84,320.87,307.89,299.19,295.45,281.91,297.92,284.56,284.10,280.04,269.23,277.99,278.16,267.56,268.46,254.00,256.21,245.82,244.23,228.08,230.01,226.29,215.55,213.54,247.48,219.98,203.37,180.59,168.67,161.61,,416.84,,,,,,,,,,,,,,,,,,,430.28,395.38,529.11,509.16,,531.81,343.51,346.52,343.20,,,,,,395.69,,,,,,
2004-09-25 21:51:19.231000,L5,302.61,369.80,272.38,509.64,442.77,467.18,502.84,422.55,432.17,299.21,320.95,355.28,357.69,312.69,316.17,278.67,302.80,322.26,336.73,367.14,334.12,315.44,355.58,360.70,362.06,448.92,434.99,413.97,393.39,392.56,370.04,364.36,345.04,336.48,332.56,286.66,185.64,,368.62,344.73,337.64,337.41,332.63,329.00,321.49,323.47,326.46,325.19,306.03,299.07,294.39,300.31,296.80,290.84,287.32,273.09,285.18,278.16,270.93,263.50,255.76,245.84,250.59,243.44,230.99,236.34,232.81,223.89,224.91,244.19,225.65,210.66,180.99,162.60,158.19,,426.60,,,,,,,,,,,,,,,,,,,,,,,,,344.92,346.16,360.16,,,,,,,,,,,,
2004-10-27 21:51:59.516000,L5,,,,,,,,,,,,316.36,275.75,285.76,,,525.55,473.62,308.07,269.96,276.17,457.90,431.10,463.31,500.72,479.43,462.07,447.09,429.08,425.70,386.34,378.70,358.29,366.77,378.42,328.26,254.07,238.23,390.63,373.53,356.08,352.84,361.81,354.98,358.70,366.57,366.78,372.15,367.79,354.62,341.83,334.64,324.55,333.98,345.71,355.16,357.86,332.18,327.98,309.70,303.68,289.97,284.63,276.57,259.53,251.29,271.72,244.92,244.96,271.47,264.20,235.14,211.65,195.46,205.81,201.19,,190.81,241.75,263.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.99,240.78,,
2004-11-12 21:52:15.232000,L5,316.84,392.97,456.85,,413.53,448.12,482.18,444.71,448.61,277.11,308.31,347.88,148.70,169.40,215.00,259.60,281.32,243.99,317.13,340.29,217.07,305.50,344.93,346.76,346.31,462.01,448.73,428.60,401.04,392.79,363.42,366.14,342.16,344.53,338.37,300.22,222.43,195.95,382.70,360.35,348.63,346.50,345.22,340.82,334.53,323.17,328.45,331.13,318.63,313.64,300.35,302.55,298.45,299.10,296.97,282.00,291.61,282.24,274.14,262.66,249.65,245.45,243.84,239.55,230.30,226.76,235.82,224.51,226.93,244.81,234.71,210.09,190.37,162.12,155.52,,,,,,,,,,,,,,,,,,,,,405.96,401.33,394.58,374.99,270.81,,480.08,350.11,386.39,,,,,,390.30,287.01,,,,,276.97
2005-01-15 21:53:21.356000,L5,296.41,208.29,250.03,516.71,488.27,472.31,489.90,393.44,424.37,430.69,431.36,438.95,445.40,461.79,470.54,406.19,446.02,446.70,435.09,440.53,439.56,423.16,400.21,429.64,472.33,453.21,444.49,424.83,404.55,393.73,380.12,365.90,347.70,338.60,312.00,279.96,,,346.17,332.15,319.62,319.46,328.56,328.07,310.19,288.15,284.44,296.22,283.60,284.25,279.52,269.73,269.90,264.45,261.43,249.71,271.87,270.22,268.02,266.50,257.81,255.93,245.85,242.41,223.55,213.82,214.08,202.89,205.00,229.18,209.22,201.86,180.21,166.77,169.65,,428.91,,,,,,,,,,,,,,,,,,,425.41,409.30,409.10,410.15,381.25,,343.05,329.67,347.63,,,,,,429.96,,,,,,355.42
2005-03-04 21:54:04.136000,L5,305.31,273.56,247.17,517.99,465.59,455.50,491.73,397.27,425.84,271.02,302.07,344.52,345.71,305.83,297.20,276.52,298.55,321.65,329.38,351.13,313.33,303.54,347.12,348.59,354.78,452.14,450.39,428.71,401.89,393.94,390.51,369.69,349.63,334.76,310.38,282.57,,,363.49,347.74,336.59,336.45,343.81,333.55,315.97,323.71,274.61,281.41,276.91,273.70,276.53,291.71,289.83,282.10,284.53,264.92,281.06,277.42,270.48,263.87,254.49,246.90,240.31,238.17,220.39,212.17,222.87,210.40,208.62,238.87,220.46,205.66,176.81,156.07,167.38,,288.64,,,,,,,,,,,,,,,,,,461.85,432.12,453.50,395.12,376.12,416.38,,353.07,329.53,354.79,,,,,,451.86,,,,,,328.36
2005-04-05 21:54:19.058000,L5,311.51,355.16,258.66,509.48,435.13,467.60,503.16,432.69,439.45,278.45,312.77,344.25,351.63,160.06,214.02,278.49,303.04,326.55,213.42,358.48,319.30,309.18,346.72,347.63,353.12,453.47,443.06,425.69,401.00,393.59,382.35,369.63,351.33,335.14,323.84,292.04,,,371.54,360.68,344.22,340.16,346.04,332.35,322.48,335.09,345.05,333.34,324.36,315.47,314.19,317.00,300.67,292.06,285.62,280.59,284.25,276.83,267.39,263.75,253.69,248.68,242.04,243.46,235.26,232.34,229.49,220.74,221.01,242.03,226.95,207.60,180.76,165.22,163.65,,433.61,,,,,,,,,,,,,,,,,,,439.36,410.46,402.63,400.26,367.97,,363.40,350.88,375.37,,,,,,446.68,,,,,,344.04
2005-04-21 21:54:22.812000,L5,307.95,365.17,259.44,435.59,460.53,469.03,495.98,435.12,443.43,285.77,325.28,355.80,355.99,316.28,317.46,286.46,303.06,325.46,341.75,366.70,315.55,311.40,354.01,357.13,364.35,453.32,443.52,425.54,396.81,398.08,374.66,361.55,335.31,321.85,309.00,285.54,183.39,,365.19,352.46,337.79,341.53,342.91,329.40,318.46,323.84,319.91,297.42,293.31,302.78,278.14,311.41,292.81,279.81,278.49,266.41,285.18,275.01,268.73,267.59,256.08,245.23,236.10,239.05,225.73,225.09,225.04,213.13,217.28,241.30,224.95,203.97,183.05,168.06,158.59,,416.12,,,,,,,,,,,,,,,,,,,442.35,415.36,413.81,405.76,377.55,,346.22,342.44,368.64,,,,,,453.71,,,,,,350.40
2005-06-08 21:54:44.925000,L5,297.00,370.28,277.69,188.24,,405.90,423.72,416.57,444.00,447.72,442.34,358.89,363.87,459.93,468.90,388.47,392.73,429.92,440.68,442.06,444.58,421.21,408.27,438.91,468.77,440.61,434.67,420.90,402.04,384.06,366.62,355.89,332.04,327.88,307.36,279.16,,,366.79,335.17,328.34,327.58,330.15,324.02,308.20,318.61,307.12,297.42,302.77,301.12,296.18,301.75,294.03,279.08,279.98,267.93,280.33,274.33,256.48,262.79,254.94,248.95,244.79,241.56,232.03,225.96,230.72,211.91,209.93,234.82,217.46,198.98,174.92,164.53,,,332.38,,,,503.37,512.71,,,,,,,,,362.40,334.81,285.74,,242.70,331.23,298.63,189.28,300.70,396.52,482.74,337.18,329.62,374.01,472.31,367.52,,505.85,451.81,451.80,,,,,311.25,404.00
2005-07-10 21:54:55.488000,L5,298.81,376.55,287.78,192.16,,479.02,503.30,437.36,450.19,472.70,461.30,426.52,442.02,460.07,462.07,404.92,438.42,434.62,435.80,456.58,450.49,435.97,411.50,456.45,476.09,447.63,439.13,425.88,405.56,396.63,367.47,361.48,342.61,339.55,313.90,298.92,192.66,,367.17,352.85,330.94,340.50,346.89,331.55,323.82,343.12,340.82,335.80,314.24,311.15,311.34,310.62,295.27,288.36,288.32,269.58,286.97,276.42,271.59,269.83,260.77,255.37,251.17,241.92,228.33,231.47,227.29,214.86,213.05,237.36,226.02,207.26,183.57,170.41,,,353.90,,,,426.44,519.52,,,,,,,,,350.20,330.49,259.17,,,447.29,481.82,467.55,415.96,423.39,500.51,428.22,353.70,413.17,487.67,369.84,,421.52,493.27,469.67,,,,,423.27,421.93
2005-08-27 21:55:20.007000,L5,295.70,367.36,474.87,295.51,453.65,475.38,514.35,437.47,440.41,274.85,319.33,348.63,347.99,213.93,307.09,286.04,304.76,187.18,341.80,360.71,325.49,313.95,349.68,245.03,356.28,445.14,436.39,416.17,395.29,395.63,364.73,362.32,345.61,348.60,327.92,296.12,192.99,,361.58,338.22,328.00,325.78,327.81,325.62,319.35,329.66,337.22,330.09,320.44,316.52,305.29,309.29,302.55,282.30,277.33,269.48,273.52,274.16,260.69,259.69,256.08,253.98,249.92,246.01,238.47,237.04,233.11,213.80,215.21,234.86,218.34,198.45,175.31,168.09,,,497.56,,,,,,,,,,,,,,,,,,,447.37,477.47,464.22,424.62,432.02,,353.46,362.05,375.73,,,,,,460.86,,,,,,432.74
2005-09-28 21:55:20.450000,L5,301.18,360.63,403.13,511.15,470.95,469.05,511.63,431.68,441.28,456.17,443.99,426.70,429.92,456.35,456.14,402.20,452.87,440.54,445.91,455.20,452.29,433.26,407.11,446.60,480.32,447.43,435.21,418.43,398.00,394.79,370.43,365.26,346.61,343.98,316.20,289.50,212.94,,355.53,339.56,330.63,330.26,332.04,327.41,315.81,322.70,324.76,323.77,309.86,307.13,296.90,302.08,294.63,284.04,279.46,267.32,277.66,269.72,262.53,258.41,252.78,244.48,245.48,243.40,234.72,225.78,230.25,214.39,222.11,236.98,220.78,199.85,179.52,168.12,,,496.93,,,,,,,,,,,,,,,,,,,439.13,419.54,407.31,404.15,384.11,,352.77,343.11,366.85,,,,,,446.93,,,,,,351.51
2006-02-19 21:57:51.685000,L5,298.43,352.77,454.22,520.76,429.37,412.62,494.07,401.20,418.47,279.88,314.36,345.82,350.29,303.01,296.98,273.05,298.89,320.14,216.47,350.07,311.31,304.53,344.67,353.00,356.60,449.58,439.66,412.60,393.03,391.74,376.17,365.28,347.45,325.45,309.04,285.13,,,365.25,344.35,332.07,331.92,338.59,330.38,309.44,317.98,316.91,292.91,285.50,287.72,286.81,306.04,294.97,285.14,281.27,262.48,276.79,269.88,264.70,255.50,247.50,247.20,240.96,240.49,231.10,225.64,229.74,218.76,215.60,233.92,216.93,197.32,171.66,156.35,160.08,148.15,449.40,,,,,,,,,,,,,,,,,,,,,,,,,359.73,350.33,363.45,,,,,,,,,,,,
2006-06-27 22:00:00.431000,L5,,,477.55,182.45,,475.54,522.38,408.00,434.13,285.20,334.47,352.58,362.29,323.49,324.34,292.30,315.42,331.45,357.31,351.10,344.32,334.20,362.64,372.11,387.35,440.42,430.60,417.44,402.63,387.70,355.67,346.97,330.54,328.63,309.27,274.74,,,358.99,335.74,317.66,324.10,336.83,326.09,299.96,320.44,312.27,306.30,297.25,310.15,293.54,313.81,299.19,283.59,278.88,268.79,278.00,277.83,266.55,264.41,257.90,250.46,244.75,244.37,235.12,234.75,229.62,213.09,218.47,237.37,224.03,201.17,174.68,163.41,165.97,,429.93,,,,449.79,,,,,,,,,,303.06,335.11,297.52,,,,300.85,199.00,299.03,,495.11,350.02,336.54,344.58,353.38,366.54,,488.26,457.50,,,,,,375.38,
2006-11-02 22:01:32.743000,L5,315.78,521.23,464.01,,,,,449.85,455.49,264.21,301.10,343.09,338.79,303.45,470.79,490.62,479.21,442.96,446.82,454.81,454.28,451.73,427.50,463.08,493.79,460.92,450.28,425.74,410.35,395.15,369.60,360.09,345.83,345.88,329.82,298.35,234.46,174.80,227.84,352.13,345.64,342.76,340.84,335.67,332.82,327.23,331.33,323.52,315.10,307.92,307.22,304.10,297.27,300.34,164.85,160.85,154.72,153.51,,,,,,,176.39,221.87,230.71,228.63,233.67,250.21,230.95,207.66,190.93,166.01,164.26,,,,,,,,,,,,,,,,,,,,,,,,,,,483.42,351.15,401.78,,,,,,,,,,,,
2006-12-29 21:55:50.726000,L5,,,,183.67,180.84,212.93,230.41,272.74,292.30,317.40,327.75,342.28,338.26,348.90,351.94,486.72,503.64,388.26,343.86,361.90,358.06,,,,,,,,,,,,,312.94,332.93,299.74,254.98,227.23,325.44,356.49,350.02,342.80,355.76,359.82,356.86,332.98,349.49,357.38,339.27,333.57,299.68,346.75,328.09,260.53,,,,,,,,,,,,336.11,371.30,372.03,373.25,397.19,391.61,374.46,354.10,324.50,312.70,315.50,,318.92,294.53,285.81,220.30,235.62,250.24,322.38,322.44,326.98,344.97,352.35,326.38,331.63,341.31,358.68,380.68,341.06,353.67,374.34,385.28,388.71,372.76,369.53,386.80,323.88,301.15,207.37,316.57,291.68,311.67,303.09,277.73,359.64,375.09,398.76,244.61,222.36,280.01,371.57
2007-01-05 22:02:04.371000,L5,297.01,286.99,237.29,512.33,487.83,467.56,502.85,379.90,408.31,425.78,435.65,421.91,422.82,450.15,430.64,402.07,430.75,440.59,446.80,455.72,451.66,425.81,401.51,435.78,470.60,438.04,431.89,407.08,391.20,385.45,370.51,362.81,349.02,340.52,308.29,277.13,,,344.99,332.54,324.96,321.94,325.05,319.06,295.59,289.83,295.88,295.55,293.05,289.17,290.46,303.67,296.19,273.33,253.10,245.58,270.95,263.12,257.49,258.21,257.44,251.04,242.68,244.16,232.26,228.28,220.63,207.72,203.33,230.16,213.38,192.35,168.63,168.01,165.83,,270.68,,,,,,,,,,,,,,,,,,,,,,,,,352.18,340.87,338.76,,,,,,,,,,,,
2007-01-21 22:02:09.591000,L5,289.77,339.25,455.97,517.75,488.55,472.11,504.19,390.97,420.42,435.19,444.39,427.40,430.45,451.58,445.24,403.01,453.87,445.96,455.20,459.47,461.24,444.28,405.67,440.30,476.78,448.31,437.14,411.29,392.16,386.25,380.29,368.52,350.09,346.43,321.06,285.91,,,227.86,338.21,327.08,327.22,330.18,326.11,310.07,308.01,320.67,296.95,308.39,302.57,308.11,306.96,302.33,292.62,263.01,255.30,275.74,267.09,260.49,256.11,251.29,254.43,245.58,247.01,234.68,234.56,235.52,221.07,205.16,233.93,215.56,195.02,172.52,155.57,172.47,146.73,440.79,,,,,,,,,,,467.49,466.30,449.11,443.01,435.13,504.42,492.79,,,,,,,,360.14,348.05,364.90,,,,,,,,,,,,
2007-01-30 21:56:00.553000,L5,,415.24,317.50,254.03,261.31,344.03,350.92,479.60,455.02,433.66,433.91,435.64,427.56,436.53,453.99,458.38,457.02,457.91,434.84,441.78,448.86,437.25,428.89,470.14,497.07,475.19,469.37,455.90,434.88,428.02,410.10,404.67,395.26,409.09,413.39,388.28,330.41,297.30,457.38,449.14,442.57,437.73,447.81,441.95,450.70,456.62,461.83,473.16,466.94,467.44,466.27,459.34,462.83,465.32,459.88,471.75,453.39,456.24,457.11,448.24,440.84,434.05,430.99,432.59,427.51,425.01,426.21,443.20,460.95,480.97,482.39,454.23,441.82,422.36,389.23,377.35,315.84,394.17,373.60,352.16,378.73,310.25,372.74,406.40,408.07,428.42,434.86,445.49,426.35,413.26,426.66,441.43,469.98,421.39,478.98,449.10,462.24,462.72,443.35,430.72,466.15,411.94,404.36,458.63,398.36,396.63,397.89,393.01,396.11,447.63,451.86,481.83,320.44,294.14,370.50,437.77
2007-02-06 22:02:11.997000,L5,294.39,320.41,463.99,519.35,384.41,461.50,444.83,391.72,417.50,392.46,,,,443.51,457.47,400.77,312.33,444.09,335.64,463.64,460.09,430.10,409.61,338.63,484.34,456.42,440.61,421.70,403.25,386.98,374.38,363.24,351.01,345.91,327.21,294.27,220.74,,358.57,346.46,335.95,333.13,339.56,328.40,316.85,326.93,332.83,338.11,326.26,315.05,310.81,311.13,299.41,278.80,271.45,262.46,276.11,270.07,261.03,261.02,261.92,254.28,244.89,243.56,232.42,229.29,228.88,213.24,214.67,242.04,221.18,201.02,172.86,166.45,166.91,,445.71,,,,514.29,501.61,375.87,348.38,184.03,,,,,,,323.43,360.19,380.77,421.24,481.67,253.23,272.56,207.15,194.14,188.12,370.88,357.72,357.06,,,,,526.75,487.56,271.92,246.41,,,,194.52
2008-02-25 21:57:37.029000,L5,300.86,202.23,238.58,520.24,427.45,454.94,491.28,391.65,423.67,218.08,312.44,336.97,347.43,300.36,294.61,273.55,295.45,317.68,329.57,344.05,305.03,297.50,348.02,353.88,355.11,450.02,444.51,417.95,395.00,394.08,370.94,355.56,340.49,326.16,305.23,283.64,,,186.30,344.76,340.61,331.08,337.94,326.86,301.00,280.30,277.10,269.80,271.46,278.57,278.54,282.72,285.32,285.58,258.18,253.48,273.26,267.69,262.35,255.98,246.64,235.13,225.16,227.59,217.20,217.42,224.96,211.35,216.64,237.76,220.30,198.70,154.61,,,,418.03,,,,,,,,,,,,,,,,,,,,,439.12,448.56,274.47,,368.00,338.64,345.52,,,,,,,,,,,,461.25
