dates,satname,nzd0225-0000,nzd0225-0001,nzd0225-0002,nzd0225-0003,nzd0225-0004,nzd0225-0005,nzd0225-0006,nzd0225-0007,nzd0225-0008,nzd0225-0009,nzd0225-0010,nzd0225-0011,nzd0225-0012,nzd0225-0013,nzd0225-0018,nzd0225-0019,nzd0225-0020,nzd0225-0021,nzd0225-0022,nzd0225-0023,nzd0225-0024,nzd0225-0025,nzd0225-0014,nzd0225-0015,nzd0225-0016,nzd0225-0017
1999-12-25 21:58:52.197000,L7,272.26,279.93,268.03,194.44,222.48,245.60,189.28,203.16,246.48,260.25,288.86,279.75,208.61,224.83,422.52,417.63,413.45,412.45,342.45,345.82,282.61,334.55,,,,
2000-01-10 21:58:52.465000,L7,300.44,295.00,285.78,214.26,226.22,255.76,202.04,211.69,253.31,262.94,296.45,300.97,225.99,232.22,243.95,215.30,303.00,,,,288.79,317.89,222.31,,,
2000-02-27 21:58:40.521000,L7,292.00,297.92,289.73,276.70,243.91,263.51,221.69,239.19,276.76,285.65,311.27,310.83,320.73,349.94,483.42,488.88,498.19,485.11,482.32,450.32,475.87,545.32,252.48,241.31,279.49,494.67
2000-03-14 21:58:35.291000,L7,290.60,289.32,279.71,,,,,198.69,245.29,262.00,190.52,179.68,201.42,211.57,510.14,,,,,504.47,487.16,487.20,,506.74,517.00,520.26
2000-03-30 21:58:33.541000,L7,,,,,,,,,,,,,,,,,,,,,239.51,287.95,,,,
2000-09-22 21:56:29.431000,L7,,311.25,303.89,280.32,240.16,282.56,223.99,254.24,276.42,308.43,326.64,314.55,275.87,263.98,484.29,461.47,423.33,427.92,465.17,456.29,423.35,455.76,259.53,269.38,537.10,468.28
2000-11-09 21:56:21.390000,L7,308.31,308.92,445.95,383.91,331.82,520.57,426.37,,,468.00,525.55,461.64,497.73,378.54,362.18,352.23,371.22,344.35,328.14,,345.70,330.85,382.65,289.42,297.50,311.09
2001-03-01 21:56:21.596000,L7,291.00,314.30,311.83,278.05,239.10,283.41,299.83,291.25,295.46,319.53,372.34,374.21,364.03,354.63,306.36,285.55,231.93,475.05,468.42,470.09,408.32,446.67,263.18,280.03,293.48,303.73
2001-03-17 21:56:16.575000,L7,328.50,319.56,306.93,285.21,243.41,284.21,278.87,388.14,414.93,554.72,544.00,524.17,522.29,359.37,269.30,275.85,323.00,481.99,507.07,509.98,514.19,449.50,253.06,240.05,295.30,297.44
2001-06-21 21:55:29.297000,L7,274.69,271.80,260.98,188.43,212.91,222.02,,194.85,235.79,251.40,273.25,190.18,,,347.55,,,,,,,,,368.19,362.75,351.00
