dates,satname,nzd0290-0000,nzd0290-0004,nzd0290-0005,nzd0290-0001,nzd0290-0002,nzd0290-0003
1999-08-28 21:53:11.984000,L7,237.06,,,,,
1999-09-22 21:47:00.785000,L7,260.50,186.71,239.31,,,
1999-09-29 21:53:16.190000,L7,259.16,197.34,242.73,218.93,270.42,154.10
1999-10-24 21:46:56.203000,L7,266.05,171.30,231.19,,,
2000-01-19 21:53:01.775000,L7,250.06,,240.94,199.95,157.83,318.07
2000-02-04 21:53:01.324000,L7,281.41,292.45,249.09,222.59,252.68,324.57
2000-02-13 21:46:48.016000,L7,432.67,503.29,435.17,479.58,469.72,439.98
2000-04-01 21:46:34.573000,L7,232.88,190.29,240.34,197.99,,146.44
2000-07-29 21:51:26.388000,L7,,183.80,245.17,206.50,272.10,
2000-08-14 21:51:20.176000,L7,244.33,,,,,
2000-09-15 21:50:49.667000,L7,250.73,,,,,
2000-10-26 21:44:22.850000,L7,273.11,,,,,
2000-11-27 21:44:26.720000,L7,280.74,190.11,238.60,,,
2000-12-13 21:44:28.287000,L7,274.90,,,,,
2001-01-14 21:44:33.150000,L7,,,234.05,,,
2001-04-04 21:44:06.948000,L7,236.06,181.71,239.41,,,
2001-04-20 21:44:10.657000,L7,236.35,,,201.68,,
2001-05-22 21:43:54.652000,L7,,194.03,246.55,193.65,248.20,151.60
2001-09-11 21:42:38.257000,L7,184.68,190.36,239.05,200.08,,
2001-09-18 21:48:41.296000,L7,507.48,,,517.89,,
2001-10-13 21:42:15.922000,L7,271.61,,,,,
2001-10-29 21:42:21.289000,L7,276.82,,,203.90,,
2002-01-17 21:42:52.816000,L7,254.14,,,,,
2002-02-02 21:42:54.721000,L7,,181.03,226.38,,,
2002-02-18 21:42:54.191000,L7,246.56,,,,,
2002-02-25 21:49:11.892000,L7,460.91,373.21,434.18,368.08,370.65,364.94
2002-03-22 21:42:52.399000,L7,235.60,,,,,
2002-04-07 21:42:52.870000,L7,268.10,,,,,
2002-04-14 21:49:02.545000,L7,,181.72,237.86,,,
2002-09-05 21:48:14.221000,L7,250.10,,,207.50,,
2002-09-14 21:41:55.072000,L7,249.01,312.47,,252.31,265.82,280.58
2002-09-30 21:41:47.719000,L7,274.38,,,255.52,258.00,312.32
2002-10-23 21:48:03.157000,L7,364.39,369.56,349.96,379.23,389.47,330.89
2002-11-01 21:41:54.382000,L7,400.78,324.68,374.29,411.31,272.62,324.74
2002-11-17 21:42:06.289000,L7,486.88,271.28,353.13,473.40,462.16,440.31
2002-11-24 21:48:26.056000,L7,291.03,323.92,233.54,271.18,272.50,324.15
2002-12-10 21:48:29.024000,L7,412.75,414.70,284.93,420.88,459.46,416.47
2002-12-26 21:48:36.012000,L7,401.30,406.06,392.77,419.94,419.07,413.06
2003-01-20 21:42:33.373000,L7,481.71,472.60,242.20,451.47,475.62,471.93
2003-01-27 21:48:45.095000,L7,497.99,280.42,247.70,420.36,418.08,425.90
2003-02-05 21:42:41.878000,L7,383.82,268.97,299.56,394.27,393.87,365.26
2003-02-21 21:42:44.547000,L7,420.52,414.87,393.58,421.36,300.72,428.62
2003-03-16 21:48:58.145000,L7,460.41,501.52,509.81,397.30,487.76,433.31
2003-05-03 21:49:01.134000,L7,263.20,191.19,310.33,282.07,296.01,181.66
2003-05-12 21:42:48.091000,L7,,328.13,218.74,272.69,296.79,324.03
2003-05-28 21:42:46.560000,L7,,336.26,351.29,287.91,305.73,343.84
2003-07-30 21:36:57.157000,L5,214.75,333.53,345.88,314.01,322.72,331.98
2003-08-15 21:37:12.191000,L5,282.05,329.50,335.25,318.87,321.44,325.04
2003-08-24 21:31:12.559000,L5,245.39,238.01,267.46,161.98,,220.42
2003-09-25 21:31:42.973000,L5,336.81,336.72,342.90,331.69,328.19,336.07
2003-10-18 21:38:12.093000,L5,354.18,329.87,332.90,335.13,336.48,330.58
2003-11-19 21:38:38.232000,L5,363.00,348.73,347.06,319.90,317.43,340.72
2003-11-28 21:32:34.027000,L5,356.91,336.36,327.89,326.30,322.16,336.07
2003-12-14 21:32:38.364000,L5,356.11,343.20,340.66,328.07,328.10,342.89
2003-12-30 21:32:48.382000,L5,360.93,344.22,344.49,323.60,321.58,338.38
2004-01-22 21:39:04.232000,L5,356.90,331.55,327.21,317.54,318.10,331.94
2004-02-16 21:33:00.436000,L5,356.62,343.38,341.52,330.46,330.86,341.99
2004-03-19 21:33:10.985000,L5,312.33,341.40,346.29,332.01,335.33,347.89
2004-05-06 21:34:22.023000,L5,278.59,341.06,346.96,330.29,332.57,338.57
2004-06-07 21:35:18.585000,L5,162.32,273.37,229.47,211.20,291.16,294.43
2004-06-23 21:35:46.683000,L5,152.92,342.57,361.13,276.92,338.21,344.01
2004-07-25 21:36:37.854000,L5,195.48,337.68,344.36,313.15,329.37,337.99
2004-08-10 21:36:56.635000,L5,267.12,317.57,321.14,283.52,297.14,315.29
2004-09-11 21:37:49.351000,L5,303.94,337.93,341.66,309.32,316.66,326.27
2004-10-13 21:38:32.826000,L5,355.15,339.00,340.92,316.67,328.06,336.32
2004-10-20 21:44:52.536000,L5,320.48,317.48,308.20,300.20,310.77,321.54
2004-12-07 21:45:47.781000,L5,359.95,336.30,332.90,335.17,340.86,339.90
2005-02-09 21:46:43.169000,L5,304.07,304.62,294.84,302.21,301.15,314.80
2005-02-18 21:40:42.163000,L5,307.74,323.98,313.35,309.18,305.61,324.15
2005-05-09 21:41:19.893000,L5,261.72,335.64,340.46,319.85,323.23,337.63
2005-05-25 21:41:28.038000,L5,,338.40,343.40,327.39,327.28,334.13
2005-06-10 21:41:36.102000,L5,,327.84,338.18,301.23,317.31,328.24
2005-06-26 21:41:40.412000,L5,,341.92,343.63,294.15,328.58,334.24
2005-07-12 21:41:47.390000,L5,,335.91,342.38,316.89,327.07,336.11
2005-07-28 21:41:57.832000,L5,,323.86,328.67,303.19,307.21,320.24
2005-08-13 21:42:05.358000,L5,272.63,322.71,335.14,316.23,313.24,323.23
2005-08-29 21:42:10.705000,L5,271.27,319.82,317.30,299.19,302.58,314.07
2005-11-08 21:48:28.444000,L5,334.99,331.39,316.56,316.48,320.50,332.70
2006-01-20 21:44:01.121000,L5,316.62,322.67,315.56,301.08,299.40,325.49
2006-02-12 21:50:43.974000,L5,296.25,255.83,278.21,294.08,299.24,312.02
2006-02-21 21:44:44.561000,L5,300.00,321.76,319.09,305.91,309.03,322.69
2006-02-28 21:51:04.098000,L5,302.49,324.62,309.00,303.52,302.41,321.67
2006-03-09 21:45:04.554000,L5,302.94,312.71,313.02,301.46,304.33,320.84
2006-06-04 21:52:40.334000,L5,215.09,323.34,320.64,304.67,312.94,323.05
2006-06-13 21:46:37.602000,L5,,333.62,340.16,311.98,319.81,329.78
2006-07-22 21:53:22.402000,L5,218.47,335.07,342.58,300.54,303.32,329.03
2006-08-23 21:53:47.156000,L5,281.51,318.62,319.43,281.39,283.87,316.88
