dates,satname,nzd0176-0000,nzd0176-0001,nzd0176-0002,nzd0176-0003,nzd0176-0004,nzd0176-0005,nzd0176-0006,nzd0176-0007,nzd0176-0008,nzd0176-0009,nzd0176-0010,nzd0176-0011,nzd0176-0012,nzd0176-0013,nzd0176-0014,nzd0176-0015,nzd0176-0016,nzd0176-0017,nzd0176-0018,nzd0176-0019,nzd0176-0020,nzd0176-0021,nzd0176-0022,nzd0176-0023,nzd0176-0024,nzd0176-0025,nzd0176-0026,nzd0176-0027,nzd0176-0028,nzd0176-0029,nzd0176-0030,nzd0176-0031,nzd0176-0032,nzd0176-0033,nzd0176-0034,nzd0176-0035,nzd0176-0036,nzd0176-0037,nzd0176-0038,nzd0176-0039,nzd0176-0040,nzd0176-0041
1999-09-20 21:58:32.521000,L7,359.31,357.77,359.27,361.79,363.27,345.05,249.84,337.04,346.15,347.78,364.04,358.06,345.49,289.01,355.92,199.42,279.58,312.93,317.91,326.00,317.17,312.57,210.68,175.10,285.73,233.66,239.97,249.66,310.05,299.55,296.47,314.32,310.80,325.84,334.10,312.61,288.15,286.73,271.21,280.16,269.47,268.05
1999-10-22 21:58:28.758000,L7,265.57,211.75,361.26,286.00,277.30,347.16,246.43,276.53,294.48,297.49,304.60,312.39,291.74,298.95,193.39,250.87,217.82,187.53,222.28,214.75,228.49,226.41,214.84,,273.48,286.70,303.14,300.71,256.83,298.70,286.14,298.79,302.49,315.89,322.88,299.52,234.65,251.18,262.20,,,
1999-12-09 21:58:33.708000,L7,357.59,352.14,235.90,281.79,241.14,336.65,188.45,325.86,345.45,357.06,367.43,357.47,329.71,332.58,211.54,257.13,297.94,306.07,304.12,315.78,347.09,277.79,213.60,171.54,207.53,214.40,181.67,227.33,255.06,296.84,289.31,308.25,305.53,314.77,327.13,305.96,255.78,257.48,271.23,250.71,287.44,226.76
1999-12-09 21:58:57.676000,L7,254.22,317.00,321.33,351.75,349.08,334.88,184.43,304.72,344.78,356.65,366.99,357.00,359.36,351.73,358.11,359.41,349.60,237.49,232.41,224.32,245.06,244.78,213.25,,286.92,274.56,282.49,298.97,234.35,293.22,218.01,307.30,281.21,314.46,326.34,305.59,250.42,253.90,269.71,250.54,169.57,
2000-01-10 21:58:52.465000,L7,,305.00,465.49,394.97,400.77,534.91,427.63,377.42,310.04,267.64,242.66,208.36,262.06,289.83,198.67,,,179.44,173.66,212.66,247.41,328.97,246.49,246.85,289.55,299.23,250.51,257.22,311.51,327.75,313.87,323.42,323.91,334.97,345.17,333.50,333.30,279.44,315.54,303.80,293.32,275.82
2000-02-27 21:58:16.566000,L7,312.46,327.29,278.31,329.82,325.30,346.01,240.07,309.95,350.60,372.09,350.08,344.00,361.15,354.16,203.96,243.15,272.82,251.59,232.98,225.29,256.95,252.61,219.00,,274.73,262.06,235.77,272.23,193.45,194.98,265.32,302.45,307.43,316.56,320.08,300.90,237.04,254.24,,,285.33,
2000-02-27 21:58:40.521000,L7,377.85,369.16,366.49,365.01,365.13,351.15,315.14,342.93,364.57,379.40,380.73,374.07,371.76,369.29,263.81,374.63,370.23,370.98,365.59,351.25,377.74,356.31,299.67,234.91,289.65,291.27,305.34,302.16,302.36,307.08,301.85,312.25,313.80,323.02,328.31,312.48,291.20,309.54,306.45,266.46,293.83,272.26
2000-03-14 21:58:11.336000,L7,257.04,320.58,214.18,285.60,263.43,337.81,,327.08,341.02,358.27,366.28,311.72,300.11,258.90,196.14,257.30,228.26,196.40,223.57,216.87,240.60,240.36,205.05,222.12,273.56,237.17,244.17,261.46,256.78,311.00,304.33,311.11,310.62,320.31,326.19,302.61,282.87,255.08,,,,
2000-03-14 21:58:35.291000,L7,358.86,357.99,240.63,286.48,269.59,338.21,,325.93,340.55,358.56,366.49,310.37,294.45,257.87,193.27,254.05,223.24,190.83,221.55,216.21,236.24,240.27,205.11,224.25,269.43,285.85,314.09,306.44,230.45,309.01,236.60,291.56,310.02,320.14,324.22,300.48,261.47,254.11,,,,
2000-03-30 21:58:09.573000,L7,235.93,359.83,364.29,363.34,360.87,347.98,170.43,330.44,312.66,172.72,368.91,359.17,168.16,286.47,,248.29,226.87,230.36,225.72,221.51,241.32,242.25,209.75,,272.77,274.40,256.46,264.23,194.28,202.74,218.06,307.82,310.17,317.09,325.23,300.02,271.08,262.63,270.37,,,
2000-03-30 21:58:33.541000,L7,294.29,361.23,241.57,288.99,276.44,349.50,281.93,333.21,348.51,359.40,370.91,360.42,364.98,290.92,274.13,251.13,251.82,235.47,227.28,224.71,244.49,244.34,211.74,,275.75,279.27,310.36,308.27,267.61,300.20,293.13,310.15,312.15,319.12,327.26,302.58,288.57,282.93,274.00,,,
2000-08-05 21:56:44.750000,L7,,,310.06,333.73,333.04,325.66,224.85,284.61,167.53,298.61,316.91,298.76,290.99,259.07,278.58,257.35,220.87,209.10,228.44,219.52,236.18,230.38,183.29,209.28,240.18,279.51,312.95,314.64,273.26,300.76,287.97,303.03,305.76,290.28,297.29,265.18,292.99,291.31,286.50,,,
2000-08-05 21:57:08.715000,L7,,,308.72,334.18,336.15,326.34,227.73,284.88,168.87,297.99,316.13,298.21,265.51,259.24,272.83,251.61,219.09,176.81,228.05,219.34,235.67,231.88,183.41,,240.46,278.41,312.69,314.20,273.46,299.15,286.68,303.53,305.39,316.04,206.12,265.36,292.61,284.59,283.50,,,
2001-01-12 21:56:06.772000,L7,345.95,347.38,350.35,342.46,347.06,328.22,176.97,318.24,336.74,327.55,344.45,329.28,344.66,346.37,343.71,341.81,314.78,310.67,312.75,328.70,261.20,297.93,213.43,242.87,286.18,288.64,316.59,307.82,342.47,302.90,299.56,270.65,312.49,321.92,342.76,307.20,268.21,285.63,322.09,258.71,283.89,270.36
2001-01-12 21:56:30.696000,L7,344.19,347.19,348.84,342.06,346.80,327.16,177.13,319.48,334.13,326.49,342.87,329.50,344.58,344.84,342.80,341.28,314.60,309.52,312.50,327.29,312.52,296.35,212.07,242.78,285.85,287.40,314.07,347.65,342.15,302.63,300.03,333.36,312.66,321.83,342.98,306.95,286.12,287.46,322.58,305.41,284.79,271.40
2001-03-01 21:55:57.624000,L7,,,,362.74,351.44,333.32,,275.89,288.83,193.02,299.99,312.78,288.10,233.62,200.65,247.31,228.21,235.64,227.89,225.35,188.93,249.46,201.96,216.80,254.79,272.98,310.62,303.15,,172.45,209.77,217.26,254.88,315.10,325.81,296.09,252.32,,,,,
