dates,satname,nzd0384-0000,nzd0384-0001,nzd0384-0002,nzd0384-0003,nzd0384-0004,nzd0384-0005,nzd0384-0006,nzd0384-0007,nzd0384-0008,nzd0384-0009,nzd0384-0010,nzd0384-0011,nzd0384-0012,nzd0384-0013,nzd0384-0014,nzd0384-0015,nzd0384-0016,nzd0384-0017,nzd0384-0018,nzd0384-0019,nzd0384-0020,nzd0384-0021,nzd0384-0022,nzd0384-0023,nzd0384-0024,nzd0384-0025,nzd0384-0026,nzd0384-0027,nzd0384-0028,nzd0384-0029,nzd0384-0030,nzd0384-0031,nzd0384-0032,nzd0384-0033,nzd0384-0034,nzd0384-0035,nzd0384-0036,nzd0384-0037,nzd0384-0038,nzd0384-0039,nzd0384-0040,nzd0384-0041,nzd0384-0042,nzd0384-0043,nzd0384-0044,nzd0384-0045,nzd0384-0046,nzd0384-0047,nzd0384-0048,nzd0384-0049,nzd0384-0050,nzd0384-0051,nzd0384-0052,nzd0384-0053,nzd0384-0054,nzd0384-0055,nzd0384-0056,nzd0384-0057,nzd0384-0058,nzd0384-0059,nzd0384-0060,nzd0384-0061,nzd0384-0062,nzd0384-0063,nzd0384-0064,nzd0384-0065,nzd0384-0066,nzd0384-0067,nzd0384-0068,nzd0384-0069,nzd0384-0070,nzd0384-0071,nzd0384-0072,nzd0384-0073
2000-12-11 21:57:36.803000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.24,255.50,246.75,253.55,244.04,259.26,257.03,221.95,287.13,285.73,282.22,289.97,256.97,283.00,314.25,281.77,268.71,224.12,216.83,269.10,263.62,271.34,231.71,236.20,234.23,262.06,324.39,279.07,293.62,343.61,342.21,340.89,,,,,235.16,263.15,269.30,279.94,301.30,332.34,340.28,371.74,405.88,414.94,422.82
2001-02-13 21:57:39.607000,L7,243.54,231.16,261.53,227.70,412.71,414.75,410.67,419.93,406.77,411.62,382.77,238.41,233.97,241.30,256.02,254.74,263.71,263.39,268.38,271.34,279.15,291.03,303.17,294.90,300.55,299.87,308.93,322.13,311.79,307.77,318.40,315.97,320.12,320.52,308.87,332.60,339.33,340.92,340.95,310.62,327.48,340.82,357.35,338.74,317.17,312.35,332.34,324.31,331.36,355.79,366.49,361.79,369.99,382.91,392.73,394.14,383.32,418.07,420.36,421.50,400.23,407.37,435.19,439.78,393.76,391.85,392.61,388.49,400.07,418.90,446.41,453.11,480.67,
2001-05-20 21:57:04.892000,L7,483.08,474.76,462.86,446.58,450.13,443.96,432.38,431.87,436.98,434.47,439.88,426.71,431.56,431.23,440.29,440.10,427.99,423.12,432.98,438.70,444.27,448.72,446.30,455.63,465.97,471.43,469.27,429.24,465.28,486.08,473.73,471.35,469.51,512.99,495.06,485.11,477.58,492.61,497.00,482.89,489.80,493.75,494.14,508.92,454.26,484.88,482.42,452.47,472.76,470.33,481.16,482.35,500.89,501.20,514.96,513.12,492.37,500.34,506.00,507.19,404.05,403.68,417.49,420.63,409.33,418.85,484.12,,481.89,502.55,450.66,476.25,474.24,478.80
2001-06-05 21:56:52.440000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.05,158.66,230.25,195.59,216.60,251.36,206.45,,180.78,202.23,199.60,217.83,195.71,300.36,291.14,231.03,,,,,275.72,290.76,277.98,285.81,303.28,332.39,348.27,281.17,334.60,340.16,338.14,343.02,345.10,343.62,357.47,363.96,329.06,250.87,285.87,294.51,337.92,370.60,365.76,410.79,423.45,436.03
2001-07-07 21:56:36.067000,L7,457.97,420.44,460.69,454.54,456.24,449.86,397.43,387.99,441.70,434.76,459.75,409.96,458.26,453.39,449.29,446.68,447.14,445.46,435.28,444.43,406.75,454.00,465.31,469.35,474.90,473.90,476.49,479.51,481.07,430.58,481.39,434.34,474.00,488.15,482.54,483.42,498.05,497.62,493.85,507.79,496.15,504.30,508.81,511.79,509.04,495.15,494.86,495.44,486.47,500.95,493.15,507.55,517.12,508.18,483.18,480.73,476.24,453.12,462.22,476.71,479.34,470.95,483.15,490.54,500.36,501.81,484.76,485.62,496.36,499.22,508.33,507.91,526.74,473.18
2001-08-08 21:56:12.984000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.85,188.27,200.51,224.95,225.83,,,,,,229.21,246.14,267.65,263.46,271.50,286.35,300.82,313.73,319.28,286.63,330.27,340.94,347.78,269.16,339.28,330.71,365.41,369.34,257.10,289.10,266.34,318.37,297.52,378.69,402.59,432.25,412.91
2001-09-25 21:55:40.572000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.48,176.97,184.65,186.24,269.11,283.49,231.21,215.80,199.18,186.09,237.59,234.93,245.99,255.47,223.88,251.76,215.04,288.73,322.67,167.65,326.19,324.52,329.79,,,,,,231.85,255.52,261.48,289.33,315.23,317.10,350.71,392.93,404.85,415.13
2001-10-11 21:55:21.747000,L7,228.19,205.42,197.91,211.78,211.19,208.79,198.20,205.62,242.79,217.79,394.97,433.85,426.98,441.30,406.75,434.85,402.89,433.05,435.14,459.18,,,,,481.87,469.94,474.63,468.27,479.98,282.98,320.22,316.16,321.86,340.78,358.77,330.44,345.56,337.02,318.95,290.86,316.95,352.73,347.93,333.12,328.50,317.82,328.64,329.74,339.51,363.14,362.36,350.77,378.68,383.67,391.02,389.31,378.46,390.13,393.30,395.70,403.05,447.30,445.98,526.37,505.16,505.95,503.33,490.91,490.58,,,,,
2001-12-30 21:55:49.115000,L7,441.52,432.99,521.07,488.03,463.14,481.31,416.86,417.36,423.54,526.39,449.41,482.00,527.29,409.35,407.35,407.49,456.41,513.67,483.01,528.31,413.32,414.88,424.05,430.66,437.11,432.65,439.55,436.59,431.78,438.93,440.16,437.32,446.68,445.05,444.02,446.91,445.63,452.27,460.61,454.49,454.73,507.74,508.39,507.02,493.98,505.99,488.70,488.80,485.22,474.09,485.13,495.63,487.57,437.99,447.67,448.43,439.03,440.14,505.82,511.27,525.02,515.11,407.25,413.72,402.51,400.60,396.20,401.16,404.19,419.45,444.23,454.00,455.49,474.76
2002-02-16 21:56:06.046000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.90,212.31,240.64,245.00,236.74,234.00,234.11,216.11,246.50,242.06,256.98,230.37,236.54,264.29,288.61,257.93,215.26,193.40,183.12,213.06,238.04,254.13,272.79,274.95,264.72,,,205.94,200.83,315.28,313.95,305.97,,,155.21,216.38,212.84,258.00,272.83,292.14,310.07,335.68,321.33,355.26,404.69,407.87,426.95
2002-05-07 21:56:03.729000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.82,174.04,194.93,189.67,241.64,,,,186.31,187.52,201.71,212.99,266.38,289.99,229.21,208.64,,,,,214.00,267.46,206.21,228.35,241.64,294.65,325.60,267.31,288.59,332.23,315.04,,,201.07,229.84,248.86,258.67,279.10,307.45,307.58,346.69,366.93,363.93,405.58,392.11,349.16
2002-08-27 21:55:12.096000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.22,184.81,197.52,223.44,269.86,296.91,250.33,206.05,153.28,,178.38,244.02,248.30,278.64,275.14,272.39,290.88,294.68,328.27,316.22,257.21,324.47,332.56,332.11,,207.60,234.11,259.69,271.71,290.43,304.46,324.79,336.07,363.37,371.31,409.26,427.21,432.17
2002-09-12 21:55:07.575000,L7,453.88,448.68,446.07,435.79,430.44,434.56,418.29,441.93,436.61,430.95,426.94,419.65,378.07,383.04,385.77,345.79,378.65,370.32,357.65,439.02,428.03,438.32,351.02,329.59,406.02,415.42,414.15,422.86,325.85,417.13,420.04,424.37,424.30,424.07,430.46,435.40,436.76,446.32,451.43,446.37,445.88,442.06,445.42,446.23,441.36,439.72,440.20,429.73,433.66,437.23,441.63,449.43,451.72,445.43,457.15,396.03,391.96,459.29,452.29,448.49,465.50,462.74,459.05,461.60,462.17,,460.07,452.65,452.85,,,,,
2002-10-14 21:54:55.882000,L7,247.48,231.22,196.76,203.94,219.29,211.08,209.64,215.61,222.22,215.86,225.72,234.30,240.71,242.08,254.27,260.13,268.40,267.60,269.11,270.44,280.94,294.94,301.93,294.61,300.98,306.42,306.57,316.33,315.29,311.22,310.11,317.95,321.98,320.76,324.51,337.48,343.57,347.18,334.57,305.82,323.51,347.95,354.60,340.64,319.69,318.49,331.09,318.92,339.96,356.34,363.27,362.92,373.71,385.54,393.17,392.59,389.17,386.13,389.41,393.14,394.38,400.86,402.25,410.47,404.43,398.07,391.72,399.66,403.10,418.07,462.59,450.87,460.68,468.21
2002-10-30 21:55:01.471000,L7,411.81,408.18,411.55,382.77,389.91,405.00,391.53,392.67,403.12,399.55,397.35,411.98,407.00,416.42,420.01,411.64,415.17,412.94,414.41,376.61,410.71,438.60,446.84,447.72,410.16,473.12,471.06,481.40,466.84,469.30,454.91,463.52,460.45,474.49,471.25,475.21,475.38,476.46,476.11,486.71,483.35,443.70,481.16,335.40,318.78,315.34,325.53,315.70,334.39,353.30,363.54,363.69,370.01,383.33,386.46,390.83,384.22,388.37,378.27,388.79,390.52,392.18,405.71,407.89,401.36,385.35,391.43,396.28,409.91,418.88,442.61,450.38,452.35,459.24
2003-01-02 21:55:34.113000,L7,402.92,394.62,405.13,419.15,407.15,368.10,402.57,395.16,408.63,407.94,420.07,414.30,419.35,411.97,431.95,433.16,427.76,463.70,452.56,485.84,470.15,471.02,480.31,485.22,496.75,516.07,501.65,466.20,473.58,470.94,466.67,467.42,464.67,478.38,468.67,468.27,464.46,472.89,439.87,463.59,484.21,506.74,501.40,502.70,520.24,506.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-18 21:55:42.118000,L7,393.96,387.10,330.98,354.88,354.97,371.42,372.99,386.74,383.45,389.22,399.64,398.84,391.75,406.26,404.93,401.39,391.14,335.51,388.45,394.13,398.11,409.61,417.57,422.28,418.04,433.03,434.44,433.45,439.44,428.34,422.21,426.27,430.62,438.30,443.95,441.50,446.55,452.28,462.67,459.80,452.58,457.69,457.10,455.88,457.78,456.63,451.33,451.91,451.91,452.66,457.17,458.74,456.59,466.72,480.79,476.63,465.19,461.41,458.14,463.14,453.13,523.21,504.03,505.77,414.34,410.23,394.41,405.40,437.57,444.92,463.00,456.16,463.19,465.63
2003-02-19 21:55:54.479000,L7,381.05,371.14,371.65,368.10,370.26,,499.68,304.51,,,,,,,,,,366.82,358.54,315.14,328.69,330.95,280.35,358.40,246.99,260.99,385.38,462.91,395.32,,319.27,325.97,318.45,168.95,219.73,,428.21,439.67,441.08,443.74,438.00,454.55,443.97,447.13,413.00,503.76,483.84,484.95,500.30,352.25,350.93,345.63,351.02,340.31,349.79,224.24,260.59,220.49,271.02,268.09,235.33,204.30,279.47,284.53,495.09,502.43,507.41,401.02,399.97,520.04,482.04,483.39,489.70,
2003-03-23 21:55:52.571000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.32,236.62,258.08,256.29,253.23,273.47,278.63,302.19,173.83,244.83,264.52,314.62,,,,,205.06,227.74,233.69,188.92,304.57,322.27,326.95,348.63,345.67,162.88,293.72
2003-04-08 21:55:59.443000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.63,224.03,235.84,207.08,236.99,,,233.38,248.50,190.29,200.90,204.59,215.23,285.81,245.75,211.36,,,,,,251.95,236.19,172.16,238.30,,,,179.70,292.10,300.91,,,197.89,223.99,246.16,252.20,261.00,286.94,302.35,335.73,354.39,355.04,399.39,408.85,419.11
2003-04-24 21:55:58.309000,L7,,,,,,,,,,,,,,,,,,,,,,,196.69,193.56,212.44,219.36,,145.31,243.73,249.06,238.30,188.86,263.69,246.03,,267.10,267.72,272.97,274.38,233.51,276.54,295.51,286.30,266.61,189.75,,,,267.78,295.45,287.74,300.06,233.99,309.10,337.26,282.38,305.51,323.70,335.75,305.65,343.33,194.46,215.49,242.12,241.93,279.41,288.50,321.75,341.66,371.06,358.19,404.04,416.26,427.54
2003-07-21 21:43:45.776000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.63,266.52,260.59,294.94,321.04,314.28,310.68,257.37,309.00,335.84,353.52,347.16,161.62,173.40,262.71,235.13,269.03,284.75,298.63,320.63,360.24,202.32,392.47,404.69,409.81
2003-12-28 21:45:57.554000,L5,237.98,225.92,184.73,210.72,218.72,219.35,218.04,223.56,231.56,231.45,235.46,242.86,248.57,243.17,249.15,256.29,257.43,261.00,262.84,267.47,279.60,288.64,306.47,310.40,315.91,319.44,323.28,325.59,327.01,324.20,328.33,332.74,326.85,327.57,331.90,341.89,342.97,342.16,341.89,313.49,321.60,356.38,368.92,350.43,331.03,327.74,338.14,335.91,347.68,360.40,371.04,366.71,374.44,385.40,392.20,391.55,390.78,404.41,402.34,408.16,417.50,420.39,424.72,431.71,429.81,409.98,398.11,404.83,402.21,414.32,428.77,440.14,462.93,468.64
2004-04-02 21:46:30.745000,L5,242.68,229.13,181.20,199.82,212.61,212.53,213.32,213.86,220.40,221.68,235.75,242.61,242.77,248.38,260.26,264.50,269.38,270.59,270.76,273.27,281.24,290.58,301.48,301.26,304.08,309.91,312.37,316.84,319.36,318.94,326.89,327.82,331.35,339.34,345.62,350.10,351.62,351.69,346.36,320.41,330.58,348.96,363.24,347.11,324.85,323.47,331.12,330.80,347.86,367.81,380.51,380.39,389.11,400.92,405.52,401.90,395.57,399.18,400.15,404.75,411.59,412.61,422.56,430.73,435.60,424.55,416.97,413.79,423.00,427.46,439.88,451.77,456.90,456.95
2004-05-04 21:47:27.968000,L5,244.55,230.47,188.50,209.67,224.57,220.22,215.64,225.41,226.21,228.45,235.20,245.09,256.65,250.70,259.42,266.30,271.35,269.49,270.35,276.88,281.69,293.81,307.72,308.26,308.60,321.37,321.13,325.64,327.77,324.22,330.54,330.21,338.21,339.53,349.48,350.49,345.96,350.39,347.43,319.36,334.77,356.63,365.46,350.73,328.58,327.60,340.93,335.57,351.47,371.01,383.02,386.80,384.35,393.03,408.79,403.56,402.45,406.91,403.27,411.40,417.10,418.14,422.96,432.09,433.84,421.50,411.36,414.53,417.52,427.42,439.87,451.41,461.51,460.84
2004-06-05 21:48:24.950000,L5,,,,,,,,,,,,,,,,,,,,153.13,173.03,173.75,200.57,187.55,225.56,159.75,164.26,167.48,,,,,,,,,,,,,,307.33,250.33,243.26,215.78,,,,272.71,271.72,205.02,261.84,296.52,317.81,311.31,299.85,195.92,324.91,335.05,354.05,358.88,344.88,345.31,383.06,241.72,252.87,281.93,297.57,322.77,348.44,194.34,393.96,415.28,414.34
2004-07-07 21:49:21.098000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.26,243.46,220.63,208.29,,,,,275.86,262.37,270.63,288.54,324.13,321.93,330.57,263.83,320.26,348.32,361.39,366.22,352.03,356.73,386.27,374.34,359.11,259.43,297.33,323.64,367.89,307.26,397.10,422.15,419.62
2004-08-24 21:50:29.935000,L5,249.04,224.42,209.60,215.53,250.49,256.97,290.30,297.50,297.12,268.61,305.21,284.85,333.82,339.85,349.63,330.11,347.23,355.46,359.51,360.33,359.02,303.12,339.76,330.97,368.72,389.14,339.66,330.29,342.80,335.39,317.62,313.95,325.99,321.78,328.10,333.61,327.99,332.97,342.32,326.41,340.44,361.61,363.05,334.86,309.85,312.81,307.41,314.10,324.05,344.22,363.15,357.30,365.09,372.74,389.77,401.00,381.33,376.19,386.53,392.04,396.20,394.49,396.61,410.19,415.91,394.61,383.13,396.93,396.32,401.72,430.73,433.51,437.90,438.97
2004-09-25 21:51:19.231000,L5,244.61,225.58,176.63,200.42,211.68,213.09,210.96,218.42,220.27,223.93,230.59,242.47,247.89,246.91,260.47,261.99,268.28,267.76,272.49,279.32,287.41,294.04,298.26,301.02,308.54,314.04,312.99,316.80,320.96,319.85,331.20,332.33,336.02,338.98,348.43,354.82,351.55,352.52,351.38,325.61,331.19,348.51,367.53,346.81,327.26,322.14,331.16,325.56,343.55,368.91,377.18,376.42,382.28,397.31,402.83,402.10,397.95,400.22,401.04,407.02,411.69,413.02,419.53,433.29,428.10,431.76,409.87,428.80,411.56,431.21,439.87,448.25,455.48,458.97
2004-10-27 21:51:59.516000,L5,226.28,213.05,174.27,197.27,214.47,215.18,213.55,215.42,227.09,220.76,225.09,231.80,239.12,244.21,253.96,258.48,268.26,263.65,272.55,275.38,281.14,298.73,302.63,305.02,312.72,338.51,329.44,326.06,337.43,321.13,324.08,327.63,323.91,327.88,330.01,339.94,335.68,338.71,345.20,328.58,340.14,355.57,365.27,347.52,344.32,326.53,411.25,390.51,344.52,363.95,380.53,384.90,378.01,413.74,397.65,431.67,416.35,422.91,408.25,450.26,419.35,410.00,397.07,407.82,436.40,401.18,395.34,396.86,395.21,416.72,436.89,456.42,455.90,459.16
