dates,satname,nzd0026-0000,nzd0026-0001,nzd0026-0002,nzd0026-0003,nzd0026-0004,nzd0026-0005,nzd0026-0006,nzd0026-0007,nzd0026-0008,nzd0026-0009,nzd0026-0010,nzd0026-0011,nzd0026-0012,nzd0026-0013
1999-08-17 22:10:26.276000,L7,342.40,323.66,351.68,260.85,287.23,236.36,329.95,272.85,314.53,294.15,273.26,254.23,270.10,314.28
1999-09-27 22:04:25.056000,L7,456.51,422.27,406.03,405.37,360.36,368.45,353.42,359.92,356.55,339.76,328.24,379.04,373.75,367.52
1999-10-04 22:10:38.131000,L7,438.77,387.73,209.36,,425.78,482.98,345.15,330.17,331.48,325.40,332.58,332.99,331.67,420.87
1999-10-13 22:04:24.936000,L7,420.87,417.59,411.95,365.93,379.44,373.89,359.54,360.26,334.98,355.61,346.15,361.63,371.25,363.08
1999-11-14 22:04:18.343000,L7,435.40,361.60,384.15,381.79,383.77,383.45,368.05,362.93,363.69,352.21,338.03,398.90,386.19,367.02
1999-12-07 22:10:30.042000,L7,427.29,386.08,384.86,387.57,364.15,383.01,370.95,372.60,371.15,362.06,363.63,363.68,361.49,342.74
2000-02-09 22:10:19.398000,L7,345.97,374.88,382.56,383.91,388.79,378.72,372.71,372.90,372.79,369.20,365.47,366.37,363.62,344.20
2000-03-28 22:10:07.233000,L7,396.35,405.14,407.36,416.45,418.32,459.47,427.65,428.78,391.02,401.14,329.81,328.15,329.97,384.15
2000-04-29 22:09:53.797000,L7,343.35,337.71,337.04,340.69,339.58,185.64,246.64,299.00,316.15,295.11,285.75,311.00,312.09,313.98
2000-05-15 22:09:42.527000,L7,338.67,334.00,351.74,342.55,313.45,271.53,252.08,300.56,319.21,297.54,308.84,312.83,319.31,320.16
2000-08-03 22:08:44.137000,L7,331.45,333.97,328.18,273.76,297.78,224.92,336.02,298.80,320.88,291.78,260.52,299.48,307.41,304.91
2000-08-19 22:08:38.248000,L7,324.37,327.30,284.93,192.99,237.34,,322.66,,266.12,269.48,260.62,268.50,294.42,286.16
2000-09-04 22:08:22.800000,L7,328.01,,351.32,341.30,,,336.03,265.64,321.19,275.40,274.66,274.60,310.89,312.79
2000-10-06 22:07:59.689000,L7,471.31,467.16,448.46,441.21,428.64,384.24,407.93,393.90,343.88,336.30,336.38,343.31,522.37,526.61
2000-10-22 22:07:50.487000,L7,,,,,,475.22,355.08,440.28,454.90,486.67,335.51,495.00,464.58,420.92
2000-11-07 22:07:53.532000,L7,409.18,400.16,388.89,399.32,400.00,395.18,393.19,386.82,395.42,404.09,399.75,390.73,392.47,386.81
2001-02-27 22:07:54.461000,L7,308.74,317.13,318.81,336.17,337.56,,335.68,299.72,312.69,302.88,308.83,311.93,312.87,310.76
2001-03-15 22:07:52.114000,L7,435.66,386.10,383.46,385.28,390.48,386.40,375.79,370.08,360.38,356.59,360.17,358.18,358.03,338.08
2001-06-03 22:07:16.736000,L7,327.27,321.68,336.78,269.18,292.44,,290.80,289.82,320.01,272.32,237.83,244.40,312.47,313.73
2001-06-19 22:07:05.722000,L7,319.98,310.20,254.66,262.50,289.93,,333.65,220.45,237.92,249.11,223.14,243.17,256.87,311.48
2001-11-03 21:59:47.008000,L7,351.42,339.24,332.04,339.04,336.09,331.65,276.43,320.27,319.92,318.19,310.13,313.30,324.30,305.47
2001-11-19 21:59:56.393000,L7,346.25,335.44,335.07,339.96,336.26,312.65,329.53,321.93,321.21,319.79,318.51,324.34,327.18,317.37
2001-12-12 22:06:14.960000,L7,334.52,328.57,329.51,338.33,,,,,,257.45,315.31,321.51,323.94,315.34
2001-12-21 22:00:05.972000,L7,,,,377.01,383.19,384.39,370.89,364.39,362.11,544.24,404.83,406.35,416.85,442.23
2002-01-22 22:00:16.971000,L7,332.80,341.64,336.30,339.63,344.58,328.84,327.55,316.51,316.13,318.74,311.97,320.68,325.72,312.98
2002-01-29 22:06:21.478000,L7,416.60,440.46,446.98,428.64,459.05,462.50,463.70,446.82,442.96,446.39,430.30,397.63,420.82,387.70
2002-04-28 22:00:14.417000,L7,263.71,319.05,293.99,310.52,319.36,246.59,321.10,308.81,308.74,312.15,212.68,312.13,313.34,305.36
2002-06-22 22:06:03.573000,L7,330.99,341.39,344.45,336.80,338.76,265.69,334.15,331.58,322.69,,,,358.05,329.54
2002-07-24 22:05:50.655000,L7,432.12,427.54,420.61,415.02,423.69,378.41,371.10,357.40,466.10,378.52,367.00,377.21,341.03,351.45
2002-08-09 22:05:46.029000,L7,336.87,323.62,347.89,339.17,294.16,207.52,328.57,286.63,319.12,290.42,279.02,309.46,310.42,314.12
2002-08-18 21:59:33.737000,L7,483.63,345.73,349.18,463.57,471.08,455.06,441.06,419.20,427.31,328.38,331.42,334.69,334.35,403.51
2002-11-13 22:05:30.425000,L7,,,,,,,,,,555.47,401.96,414.61,433.16,482.86
2002-11-22 21:59:33.639000,L7,406.99,394.03,391.86,483.75,496.75,424.53,414.32,416.95,358.28,360.66,404.01,420.30,417.06,418.44
2002-12-08 21:59:39.665000,L7,347.81,342.16,351.24,353.09,349.51,347.02,318.97,329.04,321.78,322.29,315.85,321.92,328.67,310.30
2002-12-24 21:59:45.194000,L7,336.57,334.06,323.06,297.70,361.64,314.56,290.63,291.51,522.67,507.53,502.98,487.43,338.21,455.79
2002-12-31 22:05:56.221000,L7,451.67,469.02,474.33,487.55,480.00,421.09,349.42,337.77,341.62,328.49,336.46,336.52,334.98,331.39
2003-04-06 22:06:21.012000,L7,388.94,347.16,353.02,350.61,348.38,297.34,242.19,215.13,321.84,308.67,316.58,322.82,323.81,320.93
2003-04-22 22:06:19.091000,L7,303.06,266.78,,,,,281.13,244.99,203.47,248.18,309.16,306.43,270.86,282.55
2003-05-08 22:06:20.773000,L7,343.76,334.62,349.03,338.48,342.17,331.11,241.69,307.07,320.52,303.33,313.70,321.88,317.81,328.80
2003-05-24 22:06:17.162000,L7,476.65,483.12,372.24,404.65,394.16,387.07,382.01,394.05,385.55,378.82,380.13,393.48,387.91,382.25
2003-07-28 21:48:04.987000,L5,361.08,337.71,337.15,331.92,341.89,334.48,327.47,321.75,312.30,307.56,312.43,317.79,325.88,305.56
2003-08-29 21:48:38.429000,L5,391.72,378.30,383.21,381.93,383.62,379.26,366.73,365.21,358.59,351.55,346.68,351.10,354.82,340.53
2003-09-30 21:49:06.317000,L5,398.63,384.51,380.83,380.15,387.70,386.42,369.48,365.40,356.79,346.93,350.51,355.51,356.89,342.63
2003-12-26 21:56:18.593000,L5,386.92,388.40,381.54,391.76,394.31,385.80,373.56,372.66,370.80,353.96,353.08,346.34,346.65,333.49
2004-04-16 21:57:19.749000,L5,359.26,343.63,341.72,345.90,342.03,332.98,331.41,313.61,311.37,299.36,306.08,310.84,306.36,298.21
2004-05-18 21:58:14.785000,L5,409.36,414.90,399.12,394.37,391.81,386.22,371.79,367.76,358.16,352.38,346.43,349.55,347.44,343.05
2004-06-12 21:52:47.645000,L5,375.04,346.99,348.06,349.95,350.40,346.46,333.40,325.17,324.80,321.01,319.77,326.71,335.32,316.17
2004-06-19 21:59:10.521000,L5,336.11,176.03,,,,,246.41,260.28,283.59,271.43,294.27,297.52,295.38,293.58
2004-07-30 21:54:04.170000,L5,367.83,338.93,342.68,333.05,338.79,339.12,323.11,318.57,314.20,311.19,313.44,319.59,325.92,311.28
2004-08-06 22:00:22.463000,L5,331.66,306.89,308.11,285.55,292.46,251.13,306.64,289.29,292.92,282.96,288.72,289.30,288.42,270.14
2004-09-16 21:55:17.605000,L5,,259.31,318.92,310.38,321.45,328.41,323.62,317.65,313.88,311.09,312.19,318.69,325.08,308.77
2004-11-03 21:56:19.004000,L5,412.83,407.43,397.88,397.93,402.55,395.21,376.19,373.81,371.07,367.39,369.09,375.00,374.90,355.39
2004-11-19 21:56:31.297000,L5,391.58,367.38,372.26,362.69,360.89,357.42,343.36,343.36,332.42,336.81,330.94,340.00,346.54,332.04
2005-01-13 22:03:41.143000,L5,410.75,408.86,408.44,392.08,396.11,385.73,368.13,363.80,356.83,348.51,345.81,345.95,341.34,347.00
2005-02-14 22:04:09.465000,L5,,332.82,335.11,344.71,337.87,313.66,330.56,313.12,314.57,308.04,307.22,310.95,308.97,293.05
2005-02-23 21:58:07.648000,L5,351.50,330.81,316.21,326.82,327.91,256.42,323.06,310.39,311.22,303.32,314.72,322.07,327.35,310.55
2005-03-02 22:04:24.338000,L5,337.29,332.59,325.72,318.88,,245.06,333.19,313.13,315.46,301.78,298.82,300.49,305.03,303.64
2005-03-11 21:58:20.185000,L5,368.74,355.62,351.44,355.12,360.14,348.98,346.07,333.05,322.86,324.20,328.31,339.80,343.89,322.25
