dates,satname,nzd0003-0000,nzd0003-0001,nzd0003-0002,nzd0003-0027,nzd0003-0028,nzd0003-0029,nzd0003-0003,nzd0003-0004,nzd0003-0005,nzd0003-0006,nzd0003-0007,nzd0003-0031,nzd0003-0008,nzd0003-0009,nzd0003-0010,nzd0003-0013,nzd0003-0014,nzd0003-0015,nzd0003-0016,nzd0003-0017,nzd0003-0030,nzd0003-0018,nzd0003-0011,nzd0003-0012,nzd0003-0019,nzd0003-0023,nzd0003-0024,nzd0003-0025,nzd0003-0021,nzd0003-0022,nzd0003-0026,nzd0003-0020
1999-08-17 22:10:26.276000,L7,519.85,521.64,492.85,457.61,452.33,465.51,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-06 22:07:59.689000,L7,478.69,475.43,464.11,,,,473.02,465.28,451.61,447.24,429.21,254.77,,,,,,,,,,,,,,,,,,,,
2002-02-14 22:06:29.522000,L7,513.71,538.52,515.40,,,,526.76,478.48,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-18 22:06:22.131000,L7,,,,,,,,,,403.71,403.70,,404.91,404.24,,,,,,,,,,,,,,,,,,
2002-11-13 22:05:30.425000,L7,241.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-16 22:06:02.914000,L7,395.10,,,,,491.86,,,,,521.14,472.59,522.27,492.60,471.21,510.83,495.13,485.17,450.07,421.69,488.07,,,,,,,,,,,
2003-04-22 22:06:19.091000,L7,195.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-26 21:56:18.593000,L5,302.87,264.73,253.13,,,,194.26,184.74,206.95,292.12,281.16,,311.69,,,,,,,,,,,,,,,,,,,
2004-05-18 21:58:14.785000,L5,316.57,285.88,269.55,,,,216.70,205.35,160.19,301.99,285.48,,292.74,,,,,,,,,,,,,,,,,,,
2004-06-19 21:59:10.521000,L5,287.44,257.87,236.61,,,,175.79,187.67,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-06 22:00:22.463000,L5,322.68,275.01,268.16,,,,189.50,199.75,153.62,304.04,292.48,,313.10,154.41,,,,,,,,,,,,,,,,,,
2004-08-22 22:00:48.706000,L5,314.56,276.58,269.56,,,,201.38,208.08,192.66,307.38,292.07,270.14,311.20,,,,,,,,215.05,,,,,,,,,,,
2005-01-13 22:03:41.143000,L5,299.61,256.98,251.65,,,,184.85,205.61,216.24,296.60,283.04,,308.54,,,,,,,,,,,,,,,,,,,
2005-04-03 22:04:40.528000,L5,311.74,272.86,266.35,,,,225.70,210.28,270.79,317.80,292.12,,319.47,,,,,,,,,,,,,,,,,,,
2005-04-19 22:04:43.597000,L5,313.12,274.71,264.65,,,,207.25,216.01,197.70,305.69,291.68,,306.84,,,,,,,,,,,,,,,,,,,
2005-06-06 22:05:05.724000,L5,321.45,284.37,268.31,,,,216.43,220.44,252.48,315.46,300.96,307.80,320.57,162.31,,,,,,,246.48,,,,,,,,,,,
2005-09-26 22:05:42.687000,L5,315.03,279.08,266.32,,,,203.77,205.86,,301.83,282.26,,308.17,150.46,,,,,,,,,,,,,,,,,,
2005-11-13 22:05:57.059000,L5,312.90,278.19,273.76,,,,216.29,211.05,201.52,294.14,278.23,,296.86,,,,,,,,,,,,,,,,,,,
2006-02-17 22:08:11.136000,L5,291.41,250.07,247.34,,,,176.87,192.25,,,,,,,,,,,,,,,,,,,,,,,,
