dates,satname,nzd0171-0000,nzd0171-0001,nzd0171-0002,nzd0171-0003,nzd0171-0004,nzd0171-0005,nzd0171-0006,nzd0171-0007,nzd0171-0008,nzd0171-0009
2000-01-10 21:58:52.465000,L7,368.78,365.27,348.77,336.52,298.59,275.54,283.59,291.56,270.99,
2000-02-27 21:58:40.521000,L7,389.50,376.10,370.91,373.94,359.71,343.54,365.21,367.28,356.27,344.83
2000-03-14 21:58:35.291000,L7,355.30,352.04,343.47,268.29,288.60,221.07,222.36,279.25,226.41,208.92
2000-03-30 21:58:33.541000,L7,351.43,280.67,274.93,245.78,,,,280.97,201.87,207.68
2000-09-13 22:02:26.190000,L7,321.63,320.80,302.87,318.48,304.32,306.76,309.72,309.31,292.35,284.80
2000-09-22 21:56:29.431000,L7,262.68,,,,,328.59,262.09,274.50,207.52,211.35
2000-11-09 21:56:21.390000,L7,201.01,199.21,227.20,202.83,,,,,,
2000-12-11 21:56:00.959000,L7,316.92,313.31,220.23,194.00,283.93,,,,,
2001-01-12 21:56:06.772000,L7,369.79,351.91,472.63,424.57,404.16,486.50,525.00,521.83,486.94,448.76
2001-01-12 21:56:30.696000,L7,338.04,335.83,319.10,244.48,290.89,275.43,,,,
2001-03-01 21:56:21.596000,L7,358.11,351.18,342.34,309.71,310.62,257.51,228.02,285.70,245.75,257.85
2001-03-17 21:56:16.575000,L7,342.04,349.69,,,281.91,,226.25,279.71,197.39,207.20
2001-06-21 21:55:29.297000,L7,326.38,261.91,290.16,200.04,286.51,269.06,201.86,,,
2001-08-15 22:00:38.680000,L7,222.29,324.50,308.51,297.34,275.38,295.11,183.72,293.84,,
2001-08-24 21:54:24.664000,L7,326.21,336.25,221.88,198.34,249.05,,,,,
2001-08-24 21:54:48.593000,L7,335.90,212.42,325.99,244.35,249.84,,200.55,276.39,,
2001-09-09 21:54:36.880000,L7,315.33,273.77,300.92,249.69,,,257.32,275.06,233.16,209.88
2001-09-25 21:54:04.740000,L7,366.70,370.06,306.28,342.33,287.69,269.19,265.09,281.18,195.88,216.00
2001-09-25 21:54:28.694000,L7,312.97,202.95,220.87,199.23,,,,,,
2001-10-11 21:53:46.024000,L7,319.62,,,,,,,,,
2001-10-11 21:54:09.862000,L7,321.43,206.97,218.85,200.65,282.22,,,,,
2002-02-16 21:54:54.191000,L7,341.61,335.34,280.70,288.00,275.28,,,,205.95,191.15
2002-03-20 21:54:48.224000,L7,198.97,339.07,,,,,,,,
2002-06-24 21:54:28.353000,L7,226.40,196.46,,,,,,,,
2002-08-11 21:53:48.595000,L7,335.31,332.86,295.23,,,276.11,223.81,281.77,,
2002-08-27 21:53:36.267000,L7,337.33,334.85,281.41,265.18,283.16,266.60,194.88,278.04,,
2002-08-27 21:54:00.253000,L7,340.48,337.69,328.04,294.44,286.60,270.41,231.52,281.63,250.38,234.38
2002-09-12 21:53:31.762000,L7,312.89,268.67,283.60,249.48,,,,278.43,,
2002-10-14 21:53:19.813000,L7,312.65,192.44,215.37,192.60,,,,,,
2002-10-14 21:53:43.769000,L7,337.50,281.21,333.59,330.58,284.56,266.27,223.40,278.78,197.83,203.09
2002-12-01 21:53:52.985000,L7,292.32,186.74,,,,,,,,
2002-12-01 21:54:16.937000,L7,358.34,266.64,343.54,333.90,294.06,272.76,242.09,289.92,206.38,201.97
2003-01-18 21:54:06.301000,L7,344.88,329.90,336.01,,,,,268.23,,
2003-01-18 21:54:30.278000,L7,348.16,318.85,312.28,307.93,283.90,,,281.23,196.98,253.93
2003-03-23 21:54:40.711000,L7,341.67,337.42,330.83,323.59,,,,279.93,196.72,199.32
2003-04-24 21:54:22.477000,L7,315.33,194.42,260.03,,,,,,,
2003-04-24 21:54:46.433000,L7,314.21,193.35,259.94,,,,,,,
2003-05-10 21:54:22.508000,L7,323.84,273.70,227.83,195.93,252.73,266.70,,287.56,,
2003-05-10 21:54:46.466000,L7,297.38,273.38,221.16,194.60,,,,279.58,,
2003-07-21 21:42:33.857000,L5,310.05,309.20,305.19,293.96,283.09,262.03,214.65,272.76,,
2003-08-06 21:42:51.203000,L5,,305.01,299.38,244.08,280.50,275.19,274.54,273.18,,
2003-10-25 21:44:04.226000,L5,320.15,310.01,303.66,277.38,286.99,284.81,287.58,288.56,252.95,
2004-02-14 21:44:33.705000,L5,332.97,330.99,318.21,290.90,291.68,286.53,282.91,275.03,245.65,
2004-03-17 21:45:08.368000,L5,333.99,322.71,312.38,286.02,204.54,210.32,214.57,200.33,220.14,214.08
2004-04-02 21:45:18.969000,L5,308.48,304.38,305.13,,,,,,,
2004-04-18 21:45:49.558000,L5,321.03,317.33,310.28,,,,,,,
2004-05-20 21:46:44.438000,L5,312.60,315.66,304.29,264.47,277.90,269.12,272.18,261.63,,
2004-06-05 21:47:12.889000,L5,324.31,329.21,318.73,299.49,292.74,285.80,287.80,281.84,,
2004-07-07 21:48:09.180000,L5,323.03,322.08,314.76,302.81,294.24,282.81,284.46,285.80,,
2004-07-23 21:48:33.165000,L5,322.64,316.51,311.32,299.98,208.22,283.93,284.95,277.00,247.75,
2004-08-24 21:49:18.016000,L5,319.73,312.74,304.15,222.79,215.52,217.55,215.03,192.78,226.22,219.16
2004-09-25 21:50:07.312000,L5,285.36,,291.67,276.40,275.56,273.66,280.27,276.02,,
2005-01-15 21:52:09.437000,L5,335.98,335.74,309.51,293.77,202.90,206.73,209.19,195.18,250.72,247.25
2005-01-22 21:58:02.481000,L5,,299.95,281.46,,,,,,,
2005-02-07 21:58:15.209000,L5,221.81,,,,,,,,,
2005-02-16 21:52:37.927000,L5,337.31,322.49,310.63,287.67,285.34,276.77,283.56,284.85,251.41,247.69
2005-03-04 21:52:52.217000,L5,339.44,335.75,322.54,,,,,,,
2005-04-12 21:58:55.193000,L5,337.71,331.23,324.04,312.68,295.89,288.07,280.81,,,
2005-04-21 21:52:46.920000,L5,331.98,326.63,321.10,306.12,291.90,281.86,274.89,272.20,245.85,
2005-04-21 21:53:10.893000,L5,324.74,318.49,315.76,298.71,285.85,273.37,267.76,263.51,,
2005-06-08 21:53:33.007000,L5,304.94,319.69,313.54,297.66,288.31,284.72,282.35,278.68,,
2005-07-17 21:59:35.576000,L5,,,,,280.33,275.60,286.13,275.00,,
2005-10-30 21:53:39.558000,L5,244.91,309.29,301.78,295.18,279.28,270.85,220.75,274.46,,
2005-10-30 21:54:03.531000,L5,251.26,312.79,306.21,299.31,283.74,277.25,289.19,277.75,,
2005-11-15 21:54:26.309000,L5,,,,,,,,274.06,272.40,269.24
2005-11-22 22:00:23.113000,L5,,,284.40,278.97,267.04,295.73,349.00,385.82,,
2006-02-03 21:56:19.035000,L5,,310.14,296.52,291.57,289.61,286.21,288.29,288.37,260.38,253.04
2006-02-19 21:56:39.909000,L5,334.88,322.93,316.03,301.76,291.17,270.95,280.41,282.27,254.12,
2006-04-08 21:57:36.601000,L5,311.97,314.35,308.96,280.76,219.58,254.61,276.09,270.21,,
2006-05-17 22:03:57.969000,L5,,,165.53,249.89,271.82,,270.95,266.68,,
2006-06-02 22:04:12.415000,L5,,,293.54,273.90,271.93,,,,,
2006-06-27 21:58:48.654000,L5,318.75,323.13,313.02,302.92,288.37,273.59,281.90,283.68,,
2007-09-18 21:58:42.182000,L5,221.92,184.41,229.33,173.57,283.30,282.54,285.26,274.07,,
2008-12-25 21:50:10.387000,L5,340.85,341.69,322.62,293.53,203.38,223.05,213.86,200.17,270.84,264.18
2008-12-25 21:50:34.359000,L5,325.55,328.87,302.31,273.44,289.81,,284.81,281.00,246.24,
2009-02-02 21:57:22.411000,L5,311.81,307.36,,,,,,,,
2009-11-26 21:56:28.873000,L5,333.46,330.39,309.62,280.66,289.06,282.04,286.25,287.17,266.04,260.27
2010-01-13 21:56:25.416000,L5,,235.91,303.32,294.39,206.20,227.02,216.89,205.42,270.73,264.77
2010-01-13 21:56:49.389000,L5,,202.97,293.42,284.05,214.01,230.81,219.45,205.93,260.75,253.67
2010-01-29 21:56:53.427000,L5,333.70,333.71,308.97,280.87,216.95,229.69,220.07,208.68,218.47,227.17
2010-02-21 22:02:44.773000,L5,318.23,324.47,289.22,273.74,235.48,,,,,
2010-10-28 21:55:51.312000,L5,352.92,345.44,345.79,335.73,318.57,316.69,316.89,320.12,300.30,348.83
2010-11-13 21:55:25.438000,L5,330.59,322.98,290.79,279.65,215.71,,258.54,284.06,257.84,
2010-12-31 21:55:32.560000,L5,337.37,333.93,306.43,290.66,197.72,287.64,283.48,283.22,258.66,243.91
2010-12-31 21:55:56.533000,L5,349.36,344.48,327.03,316.07,310.00,305.96,306.61,303.12,287.70,284.87
2011-01-07 22:01:44.406000,L5,333.68,329.63,303.81,296.74,297.90,289.48,292.19,291.41,266.48,260.74
2011-01-16 21:55:58.174000,L5,318.58,315.66,223.19,262.80,277.03,,,,,
2011-03-12 22:01:43.554000,L5,317.29,306.41,282.95,266.10,277.36,255.95,,,,
2011-04-13 22:01:34.017000,L5,348.11,340.60,319.08,304.71,285.83,,286.81,289.75,272.91,271.31
2011-09-04 22:00:27.603000,L5,319.09,311.42,289.66,273.86,271.67,,,,,
2013-04-11 22:08:15.067000,L8,312.74,214.73,294.29,246.52,282.23,,257.52,284.37,,
2013-04-27 22:07:47.557000,L8,306.93,,288.39,246.35,276.66,,,,,
2013-05-13 22:07:59.284000,L8,316.04,313.33,298.09,287.35,284.86,,280.17,288.68,232.41,267.92
2013-05-29 22:08:05.425000,L8,313.99,316.08,301.64,296.34,286.95,285.00,286.76,290.97,270.43,268.36
2013-06-05 22:13:51.261000,L8,306.20,302.53,292.40,244.80,277.61,,276.64,285.44,229.46,263.39
2013-06-21 22:13:43.313000,L8,309.31,229.64,289.55,244.49,277.42,,,,,
2013-06-30 22:07:36.163000,L8,306.47,297.38,291.56,243.48,282.48,,276.27,286.31,,
2013-06-30 22:08:00.117000,L8,310.07,307.98,295.48,248.57,284.52,,280.46,288.35,257.12,269.34
2013-08-08 22:13:49.700000,L8,305.68,296.32,291.61,246.72,279.39,,195.66,285.73,235.02,265.87
2013-08-17 22:08:03.120000,L8,310.99,227.58,293.19,245.31,281.77,265.71,277.50,285.36,229.75,
2013-09-02 22:07:40.639000,L8,308.63,294.00,233.25,245.50,177.70,276.18,278.72,215.01,210.22,221.92
2013-09-02 22:08:04.598000,L8,310.36,296.14,294.00,288.80,275.53,279.38,279.95,286.86,259.60,263.61
2013-10-11 22:13:41.596000,L8,307.19,303.12,291.41,247.18,277.47,,277.82,285.92,233.95,
2013-10-27 22:13:31.854000,L8,304.34,297.02,229.63,246.04,274.15,,276.66,279.61,234.40,
2013-11-05 22:07:22.900000,L8,330.59,316.32,306.92,250.14,285.42,,280.24,217.97,214.23,228.24
2013-11-05 22:07:46.855000,L8,334.35,317.31,307.28,249.87,284.97,,279.95,286.99,241.12,269.22
2013-11-12 22:13:32.202000,L8,312.20,302.95,290.68,279.48,280.13,277.48,278.15,284.34,241.99,266.26
2013-11-21 22:07:13.797000,L8,314.38,310.31,294.31,251.28,285.14,,275.43,283.01,225.10,
2013-11-21 22:07:37.752000,L8,313.74,307.44,293.04,249.99,284.08,,273.37,278.38,233.92,
2013-12-14 22:13:21.591000,L8,316.60,307.87,296.82,291.50,285.23,284.59,283.79,290.23,244.99,267.85
2014-01-08 22:06:55.162000,L8,,,,,,,249.50,224.40,,
2014-01-24 22:06:45.554000,L8,311.17,304.69,291.89,246.96,282.52,,270.41,285.22,235.01,266.42
2014-01-24 22:07:09.509000,L8,312.14,305.91,292.50,247.84,282.77,,272.54,285.19,235.81,265.90
2014-01-31 22:12:52.806000,L8,310.49,304.78,292.65,249.16,278.19,,266.73,267.07,,
2014-02-09 22:06:33.299000,L8,310.43,304.83,294.95,246.77,183.36,,274.50,286.15,241.79,
2014-02-09 22:06:57.254000,L8,310.61,304.77,294.93,246.49,281.46,,274.33,286.17,241.43,
2014-02-16 22:12:38.819000,L8,308.96,300.02,293.69,218.88,282.92,,271.76,287.18,238.46,
2014-03-20 22:12:13.789000,L8,325.34,319.36,296.31,172.29,,,263.27,285.12,236.94,258.92
2014-03-29 22:05:52.007000,L8,345.09,344.49,335.04,317.48,298.03,294.66,301.51,298.48,278.18,281.69
2014-03-29 22:06:15.961000,L8,348.26,346.10,338.86,320.80,298.99,298.02,303.76,300.85,278.61,282.77
2014-04-05 22:11:58.702000,L8,315.34,312.37,297.32,251.01,284.45,,267.11,285.63,,
