dates,satname,nzd0365-0000,nzd0365-0001,nzd0365-0002,nzd0365-0003,nzd0365-0004,nzd0365-0005,nzd0365-0006,nzd0365-0007,nzd0365-0008,nzd0365-0009,nzd0365-0010,nzd0365-0011,nzd0365-0012,nzd0365-0013,nzd0365-0014,nzd0365-0015,nzd0365-0016,nzd0365-0017,nzd0365-0018,nzd0365-0019,nzd0365-0020,nzd0365-0021,nzd0365-0022,nzd0365-0023,nzd0365-0024,nzd0365-0025
2013-12-07 22:08:50.709000,L8,328.57,329.14,325.13,316.69,306.25,301.56,301.60,297.28,294.65,275.47,288.62,289.74,280.22,269.84,260.30,260.64,262.90,250.91,252.43,245.93,243.07,235.61,230.90,228.32,,
2014-01-24 22:08:21.364000,L8,220.20,325.70,319.86,314.43,302.18,297.30,296.63,294.73,286.48,271.94,284.68,281.29,274.29,261.55,253.67,254.12,259.49,,203.79,246.09,242.89,236.08,,,,
2014-02-09 22:08:09.113000,L8,336.60,359.83,430.80,317.76,332.70,318.69,313.86,314.71,302.28,288.44,292.50,301.39,290.97,281.29,288.44,268.96,278.83,280.41,263.42,268.04,303.51,267.95,283.45,271.85,218.60,205.39
2014-03-13 22:07:45.256000,L8,326.69,330.42,323.49,320.96,309.36,300.47,301.83,301.75,294.51,274.49,285.79,286.91,277.28,264.91,259.48,257.66,260.74,243.11,250.23,239.34,205.11,202.91,201.76,226.12,,
2014-04-30 22:06:58.400000,L8,324.29,331.62,327.14,320.31,306.43,300.63,299.17,294.98,284.81,270.28,285.56,281.77,272.58,260.24,255.31,254.32,256.17,244.83,248.12,243.61,241.50,235.20,,,,
2014-05-16 22:06:45.666000,L8,332.89,338.42,333.97,324.87,313.66,305.15,303.94,298.37,288.92,272.05,287.13,282.97,274.79,265.61,260.19,258.77,262.06,255.76,262.41,253.16,203.05,204.26,205.59,232.42,,
2014-06-01 22:06:50.694000,L8,334.19,344.23,337.86,331.06,321.27,307.66,304.63,300.24,291.08,279.71,292.44,291.79,279.58,270.22,262.30,260.52,262.76,257.14,259.58,250.85,202.61,194.14,205.86,232.60,,
2014-07-03 22:07:01.995000,L8,384.59,396.34,389.30,377.86,357.74,359.17,362.39,365.41,351.65,337.95,336.80,330.41,326.10,315.20,319.93,310.31,302.68,293.73,287.72,281.25,274.79,274.19,265.22,265.69,275.72,263.71
2014-08-04 22:07:14.381000,L8,376.74,384.12,374.61,363.79,350.72,352.87,354.57,360.19,343.51,343.36,336.47,327.27,318.91,318.68,306.77,300.53,303.36,289.79,284.12,276.14,271.40,265.85,255.17,258.16,263.22,247.65
2014-09-05 22:07:21.754000,L8,363.82,378.69,367.00,436.56,445.93,353.11,389.15,463.22,,419.19,331.44,371.17,430.02,362.59,390.69,418.34,463.72,542.38,477.17,492.13,535.68,479.96,375.99,385.28,382.48,323.55
2014-10-07 22:07:25.795000,L8,327.82,333.78,328.20,321.91,308.08,301.49,298.66,294.10,286.10,271.83,278.12,275.85,270.96,257.74,252.81,254.12,261.24,239.60,244.85,235.74,235.83,203.87,,,,
2014-11-08 22:07:28.004000,L8,321.19,328.22,328.57,321.22,311.30,300.50,298.41,297.15,286.43,273.31,279.30,280.02,272.96,259.52,253.94,254.58,257.92,236.51,248.07,236.59,233.67,229.02,,,,
2014-12-26 22:07:18.944000,L8,224.42,332.46,327.37,323.69,310.72,307.30,307.42,304.78,291.58,282.52,292.98,290.50,281.80,268.26,261.43,264.91,178.84,224.41,197.24,244.77,207.40,190.21,210.15,227.72,,
2015-01-11 22:07:16.745000,L8,282.36,322.74,320.44,309.34,300.77,299.72,297.91,296.30,287.65,274.29,279.45,269.27,262.17,,,,,,,,,,,,,
2015-01-27 22:07:11.201000,L8,320.43,328.58,327.28,319.49,314.71,313.75,315.97,312.13,292.71,285.98,291.96,294.48,286.21,269.06,258.66,260.18,267.38,243.87,255.08,244.86,240.66,238.41,162.60,,,
2015-02-12 22:07:03.113000,L8,322.37,327.52,322.12,315.87,309.37,307.17,320.86,313.66,291.86,290.28,292.22,290.70,278.34,268.63,254.38,257.25,259.28,243.06,243.19,242.43,205.16,233.54,160.20,,,
2015-02-28 22:07:00.305000,L8,323.98,330.65,322.19,316.58,304.77,303.85,303.92,303.45,291.96,289.90,292.02,291.54,275.49,268.31,332.52,309.16,259.37,243.81,244.47,239.91,238.72,232.32,166.75,,,
2015-04-01 22:06:37.659000,L8,322.42,335.10,337.57,326.41,329.91,308.69,303.62,300.81,292.24,273.09,286.08,282.03,272.13,264.76,256.49,252.63,258.51,234.64,243.12,237.66,235.18,232.09,,,,
2015-05-19 22:06:16.557000,L8,316.97,331.23,323.04,316.23,303.19,299.79,294.06,277.82,,259.11,263.84,248.35,260.71,248.17,246.78,241.93,,,,,,,,,,
2015-06-20 22:06:32.847000,L8,334.92,341.79,331.61,322.79,312.24,309.12,302.55,297.82,287.91,274.82,287.70,282.93,272.93,267.04,260.38,267.88,265.26,,253.10,247.51,210.98,209.42,209.27,194.74,,
2015-07-22 22:06:49.445000,L8,337.52,345.88,338.50,327.39,321.77,321.91,309.76,305.50,294.31,291.43,293.81,287.86,279.95,279.17,272.27,264.30,263.11,241.39,252.94,247.74,207.68,208.37,206.58,232.12,,
2015-08-23 22:07:00.453000,L8,331.05,338.04,328.41,325.53,316.85,310.71,304.13,295.44,287.22,270.90,278.56,283.25,271.92,262.77,262.23,258.56,260.43,,248.16,245.31,205.90,203.79,207.77,227.33,,
2015-09-08 22:07:06.448000,L8,331.42,338.62,333.23,328.77,311.76,305.73,299.95,294.76,283.49,269.89,276.46,278.07,271.64,259.90,255.53,253.78,258.50,,245.41,240.90,236.20,234.48,227.62,227.81,,
2015-09-24 22:07:13.635000,L8,334.11,341.05,331.45,324.34,313.88,307.24,301.48,294.82,284.74,271.70,278.94,279.13,274.11,261.98,258.09,256.87,258.57,,246.76,242.54,237.41,239.83,,,,
