dates,satname,nzd0298-0000,nzd0298-0001,nzd0298-0002,nzd0298-0003,nzd0298-0004,nzd0298-0005,nzd0298-0006,nzd0298-0007,nzd0298-0008,nzd0298-0009
1999-08-21 21:47:20.968000,L7,,,311.40,192.30,301.44,,,,,
1999-09-22 21:47:24.746000,L7,314.34,340.62,343.10,362.01,352.34,211.52,248.37,276.07,321.89,292.35
1999-09-29 21:53:40.155000,L7,319.22,380.50,358.20,344.54,327.35,217.25,251.36,274.66,329.25,340.29
1999-10-24 21:47:20.173000,L7,349.84,346.31,344.89,359.51,350.22,211.12,254.64,273.03,342.64,333.93
1999-11-16 21:53:32.114000,L7,352.04,345.27,355.69,363.35,353.76,189.94,257.13,274.49,342.25,336.26
2000-01-19 21:53:25.812000,L7,309.74,338.76,338.60,350.38,339.08,223.50,210.73,273.42,351.84,298.75
2000-05-03 21:46:43.127000,L7,259.36,195.33,320.20,326.24,307.58,313.65,305.58,309.39,322.27,327.62
2000-05-19 21:46:31.829000,L7,269.05,382.10,415.29,465.80,433.03,172.93,216.70,249.41,313.04,302.96
2000-07-29 21:51:50.349000,L7,235.59,155.69,316.78,318.44,301.47,291.74,213.27,244.02,305.33,298.92
2000-08-07 21:45:32.940000,L7,,,311.74,166.18,,,,,,
2000-08-14 21:51:44.223000,L7,,,322.48,300.69,305.17,171.88,212.68,222.79,312.46,297.03
2000-09-15 21:51:13.624000,L7,,,325.08,303.95,305.18,289.16,,,,
2000-10-26 21:44:46.815000,L7,292.09,281.19,326.61,340.66,311.54,309.58,292.18,309.56,320.66,237.11
2000-11-27 21:44:50.678000,L7,347.24,341.18,339.92,352.38,150.42,253.43,246.92,279.27,269.34,324.24
2000-12-04 21:50:58.069000,L7,,,307.25,308.02,300.76,272.60,,,,
2000-12-13 21:44:52.270000,L7,296.12,329.83,332.13,351.62,334.05,330.67,314.69,,,
2001-01-05 21:51:04.492000,L7,357.77,343.99,351.93,355.33,304.54,175.98,288.74,304.54,344.96,288.72
2001-01-14 21:44:57.122000,L7,312.65,305.07,319.69,342.22,339.77,169.00,326.55,307.12,317.54,235.70
2001-01-21 21:51:10.359000,L7,292.08,337.50,337.95,356.98,302.90,167.80,201.58,292.70,310.62,235.80
2001-04-04 21:44:30.925000,L7,314.47,354.87,329.69,340.38,359.88,235.37,241.80,275.21,325.14,296.28
2001-04-20 21:44:34.614000,L7,247.94,280.95,319.81,338.39,315.34,174.49,303.88,309.79,322.73,295.13
2001-04-27 21:50:43.832000,L7,,,,248.64,296.54,,,,,
2001-05-22 21:44:18.615000,L7,216.91,,309.08,257.72,298.60,,,,,
2001-09-11 21:43:02.212000,L7,290.51,303.82,310.64,331.01,208.76,298.13,214.22,260.77,322.81,304.14
2001-09-18 21:49:05.242000,L7,313.14,319.05,326.83,391.48,330.15,311.15,303.45,302.13,346.98,347.43
2001-10-04 21:48:54.017000,L7,307.80,348.32,346.00,365.51,351.54,176.62,294.96,304.82,329.36,336.52
2001-10-29 21:42:45.257000,L7,359.79,352.67,356.14,367.28,330.06,322.67,323.23,331.77,254.25,328.62
2002-01-17 21:43:16.786000,L7,,,323.79,276.59,239.56,444.15,417.48,,,228.86
2002-02-18 21:43:18.247000,L7,315.33,318.47,320.36,337.27,328.24,162.38,205.13,242.29,315.79,236.72
2002-02-25 21:49:35.857000,L7,311.72,341.75,346.29,355.73,354.98,176.74,300.01,304.74,347.65,354.07
2002-03-06 21:43:23.680000,L7,312.08,326.62,333.12,345.77,335.29,357.11,,,,
2002-04-07 21:43:17.050000,L7,245.02,,323.87,343.08,162.76,171.07,245.54,282.24,332.01,296.62
2002-04-14 21:49:26.507000,L7,300.86,317.28,322.61,348.41,333.44,206.90,239.76,273.76,332.50,314.66
2002-06-10 21:43:00.814000,L7,227.92,,328.31,313.46,306.14,280.72,,,302.27,293.22
2002-09-14 21:42:19.037000,L7,,,,303.39,295.70,,,,,
2002-09-30 21:42:11.676000,L7,309.73,324.84,334.95,337.28,337.95,158.02,210.09,240.74,309.35,241.31
2002-10-23 21:48:27.128000,L7,355.25,356.41,365.55,385.54,378.11,367.94,378.30,359.14,360.15,365.17
2002-12-10 21:48:53.163000,L7,345.68,342.46,365.65,362.67,317.86,314.63,,,220.15,240.72
2002-12-26 21:48:59.976000,L7,,300.37,365.04,375.46,311.78,325.44,323.15,278.51,255.76,340.87
2003-01-20 21:42:57.343000,L7,312.36,392.71,411.32,408.83,351.68,170.75,205.68,287.02,328.45,236.45
2003-01-27 21:49:09.075000,L7,358.48,345.42,362.39,364.97,330.10,297.92,320.43,168.88,220.29,246.02
2003-02-05 21:43:05.844000,L7,349.77,340.83,346.06,325.11,359.52,346.60,,,209.48,165.78
2003-02-21 21:43:08.504000,L7,317.37,321.00,329.26,336.24,333.54,162.17,325.71,322.30,218.71,239.53
2003-03-16 21:49:22.109000,L7,289.08,277.73,301.98,321.39,222.49,274.77,,242.70,207.37,155.94
2003-05-03 21:49:25.094000,L7,242.18,157.44,316.69,339.10,311.67,301.29,300.58,311.51,326.12,325.55
2003-07-23 21:31:02.158000,L5,,,316.56,329.70,333.50,328.76,312.81,318.32,336.17,260.18
2003-07-30 21:37:21.273000,L5,,,322.67,335.33,332.25,320.88,225.95,174.73,234.96,253.99
2003-08-15 21:37:36.307000,L5,,,327.44,336.62,332.92,320.61,239.38,211.23,233.39,243.72
2003-10-18 21:38:36.209000,L5,323.26,161.35,340.33,352.72,343.43,331.35,241.45,220.51,227.42,240.29
2003-11-28 21:32:58.000000,L5,315.46,173.32,323.08,337.44,330.12,318.76,269.53,206.29,235.42,252.25
2003-12-14 21:33:02.337000,L5,318.84,174.35,329.12,345.19,333.22,226.46,221.45,201.28,234.29,249.39
2003-12-30 21:33:12.497000,L5,323.94,232.09,339.15,357.37,346.02,240.90,230.18,310.11,330.09,239.26
2004-01-15 21:33:14.008000,L5,319.78,178.86,328.95,342.91,334.51,322.23,220.69,305.14,334.78,246.98
2004-02-23 21:39:37.913000,L5,355.53,334.94,333.40,355.51,346.57,336.68,316.98,311.29,328.12,330.91
2004-03-19 21:33:35.101000,L5,317.03,306.03,337.96,351.27,341.66,328.93,310.48,312.02,328.39,245.24
2004-04-20 21:34:19.103000,L5,,,326.19,337.27,330.05,316.13,215.06,,,
2004-06-23 21:36:10.798000,L5,,,321.68,332.22,327.93,317.06,204.52,,211.26,248.19
2004-07-25 21:37:01.827000,L5,,,323.30,339.31,331.79,320.14,216.82,158.76,215.96,242.77
2004-09-18 21:44:34.791000,L5,299.99,152.82,320.93,337.05,334.61,317.64,305.15,199.24,217.42,245.70
2004-10-20 21:45:16.509000,L5,319.39,328.11,339.99,350.34,345.08,332.11,324.51,213.59,218.87,247.81
2004-11-30 21:39:51.941000,L5,,,327.26,347.97,339.41,322.23,316.25,181.93,217.16,
2005-01-17 21:40:37.592000,L5,322.08,330.88,344.74,357.32,344.65,331.98,232.13,202.33,213.91,243.74
2005-02-09 21:47:07.285000,L5,324.42,330.54,342.29,353.41,330.96,321.68,304.28,,212.47,242.64
2005-02-18 21:41:06.279000,L5,307.91,304.24,336.16,344.19,332.62,223.43,305.34,189.19,205.01,327.46
2005-05-09 21:41:44.008000,L5,,,327.57,339.83,322.30,309.60,,164.71,223.48,241.01
2005-05-25 21:41:52.011000,L5,,,319.84,335.45,324.38,316.16,,160.37,225.16,247.04
2005-06-10 21:42:00.075000,L5,,,328.55,343.22,328.59,322.28,250.81,314.61,329.94,254.49
2005-06-26 21:42:04.528000,L5,,,326.93,342.57,331.10,324.86,310.58,152.09,236.90,272.67
2005-07-12 21:42:11.363000,L5,,,321.53,335.22,334.14,324.72,268.76,,,
2005-07-28 21:42:21.805000,L5,,,326.74,338.15,334.60,321.01,293.86,172.30,226.06,235.50
2005-08-13 21:42:29.474000,L5,,,325.16,337.54,331.82,322.30,252.57,309.59,323.33,247.00
2005-08-20 21:48:42.854000,L5,,326.44,330.56,339.51,333.08,325.90,317.87,317.11,333.61,252.61
2005-08-29 21:42:34.821000,L5,,318.05,323.36,335.26,329.17,183.03,236.06,197.36,230.11,242.88
2005-11-08 21:48:52.559000,L5,302.99,315.70,327.63,339.94,334.49,321.77,312.83,194.75,233.86,247.54
2005-11-17 21:42:55.245000,L5,311.15,320.53,342.90,349.62,211.14,329.66,319.81,,,
2006-01-20 21:44:25.094000,L5,305.21,262.43,336.62,343.31,334.36,324.31,309.57,184.99,211.07,225.43
2006-01-27 21:50:46.347000,L5,312.70,314.96,340.81,352.02,337.57,328.74,312.27,,,
2006-02-12 21:51:08.090000,L5,310.69,317.41,339.73,348.86,335.53,327.78,311.27,315.62,301.18,238.82
2006-02-21 21:45:08.534000,L5,309.22,155.02,346.74,347.22,332.35,328.00,310.13,170.78,207.97,
2006-04-10 21:46:04.979000,L5,185.12,324.45,340.78,349.65,335.62,326.88,311.34,182.85,221.06,236.76
2006-04-26 21:46:20.696000,L5,,,334.08,347.62,333.68,228.93,314.63,179.05,220.34,235.96
2006-06-13 21:47:01.718000,L5,,,317.53,331.79,320.24,317.58,205.35,,,242.28
2006-07-22 21:53:46.375000,L5,,,179.58,332.90,326.24,319.10,215.84,,,228.02
2006-08-23 21:54:11.272000,L5,,,326.78,334.72,328.26,320.38,216.11,,,233.47
2006-09-01 21:48:07.347000,L5,,,320.02,332.06,326.71,318.38,209.43,,,243.59
2006-12-06 21:49:05.144000,L5,,,328.73,339.03,318.66,313.67,310.00,,,237.66
2007-01-30 21:55:36.438000,L5,308.08,276.26,338.24,352.39,342.40,330.46,315.90,,,
2007-02-08 21:49:26.499000,L5,,258.39,328.16,342.15,330.21,253.22,,,,
2011-01-02 21:44:23.135000,L5,,310.83,340.28,353.76,341.20,332.79,321.68,220.69,220.57,235.40
2011-01-18 21:44:24.452000,L5,311.54,307.69,336.02,347.38,336.58,327.90,319.67,324.36,329.62,319.75
2011-01-25 21:50:35.036000,L5,319.93,271.53,334.35,347.32,335.68,323.08,303.07,198.69,318.05,231.71
2011-10-24 21:48:35.845000,L5,310.64,270.48,333.23,343.22,330.22,211.94,308.69,192.44,235.76,259.45
2013-06-07 22:02:40.903000,L8,,,309.09,282.99,300.74,,,305.30,317.90,307.06
2013-06-23 22:02:34.637000,L8,,,307.50,247.76,297.55,,,,193.81,257.35
2013-07-18 21:56:26.327000,L8,,,310.67,252.64,298.84,,,304.70,316.89,303.80
2013-07-25 22:02:13.906000,L8,257.48,,311.68,251.45,304.59,,,305.43,316.62,310.90
2013-07-25 22:02:37.865000,L8,262.65,,312.29,252.06,305.41,173.61,206.68,305.64,316.54,263.06
2013-08-26 22:02:18.205000,L8,,,304.08,241.99,303.00,175.78,205.76,193.85,213.53,296.18
2013-10-06 21:56:21.607000,L8,345.64,336.57,341.22,352.44,356.88,339.74,324.71,332.54,349.66,348.02
2013-10-29 22:01:58.276000,L8,298.16,299.92,313.09,331.95,313.04,301.42,303.48,248.17,322.62,321.00
2013-10-29 22:02:22.230000,L8,297.37,298.58,312.28,330.80,312.20,300.13,302.38,266.56,321.46,318.85
2013-11-14 22:01:57.437000,L8,293.97,293.86,313.16,327.06,311.97,295.50,298.87,307.86,322.23,318.16
2013-11-14 22:02:21.400000,L8,,251.88,310.36,321.03,309.25,182.15,210.57,195.76,217.18,241.80
2013-11-30 22:02:16.559000,L8,300.04,312.18,317.40,333.48,319.88,306.95,306.58,316.19,329.73,331.80
2014-02-02 22:01:17.613000,L8,,281.81,309.64,312.02,304.38,,,,,
2014-02-02 22:01:41.567000,L8,,284.26,310.51,315.61,221.47,,,,,
2014-02-11 21:55:20.778000,L8,290.83,297.51,312.57,325.27,308.63,174.39,298.46,307.40,320.57,286.37
2014-03-06 22:00:49.280000,L8,,289.72,309.49,326.30,311.65,176.21,208.12,200.23,215.09,290.42
2014-03-06 22:01:13.234000,L8,,,305.46,316.90,305.03,,,,197.53,236.71
2014-05-02 21:54:10.285000,L8,281.21,,310.78,324.69,306.33,174.68,302.26,308.89,320.10,317.99
2014-05-09 21:59:51.499000,L8,169.87,,311.37,322.07,305.06,177.76,300.11,306.95,319.04,264.92
2014-05-09 22:00:15.454000,L8,280.85,,311.38,320.83,304.85,176.80,298.31,304.59,317.89,299.60
2014-05-18 21:53:59.589000,L8,,,303.74,206.67,299.88,,,,197.15,247.13
2014-05-25 21:59:46.755000,L8,282.17,285.11,314.51,328.42,307.99,302.81,305.60,313.61,325.78,327.64
2014-05-25 22:00:10.718000,L8,,,311.69,323.14,305.09,266.64,211.62,307.73,321.52,320.03
2014-07-05 21:54:17.655000,L8,268.98,,317.19,321.42,307.37,298.71,307.03,312.09,323.24,329.95
2014-07-12 22:00:07.159000,L8,,,304.75,258.61,292.82,,,,,
2014-07-12 22:00:31.114000,L8,,,304.62,307.41,294.29,,,,,
2014-07-21 21:54:20.985000,L8,182.98,,309.71,259.39,238.17,,299.50,158.49,208.74,258.87
2014-08-06 21:54:29.719000,L8,,,305.75,256.85,301.03,,,189.02,195.16,258.80
2014-08-13 22:00:18.767000,L8,252.84,,308.43,313.85,306.51,176.68,299.48,307.48,316.88,318.87
2014-08-13 22:00:42.730000,L8,,,304.28,176.05,249.04,,,193.16,200.64,249.71
2014-09-07 21:54:36.706000,L8,286.13,268.49,310.70,319.70,307.85,299.69,301.12,305.94,318.55,299.07
2014-09-23 21:54:33.372000,L8,377.64,351.22,349.10,366.71,364.47,350.51,337.56,351.55,359.93,367.57
2014-10-25 21:54:40.727000,L8,295.76,297.53,321.76,326.50,316.61,205.22,238.45,271.11,322.57,321.75
2014-11-01 22:00:26.566000,L8,,,304.76,314.40,305.09,179.54,207.21,203.93,211.61,238.83
