dates,satname,nzd0015-0000,nzd0015-0001
1999-08-17 22:10:26.276000,L7,347.20,348.60
1999-10-04 22:10:38.131000,L7,427.29,443.72
2000-02-09 22:10:19.398000,L7,414.89,367.04
2000-03-28 22:10:07.233000,L7,244.81,289.81
2000-04-29 22:09:53.797000,L7,354.15,365.17
2000-05-15 22:09:42.527000,L7,363.28,369.35
2000-08-03 22:08:44.137000,L7,352.26,347.41
2000-08-19 22:08:38.248000,L7,403.97,477.58
2000-09-04 22:08:22.800000,L7,359.33,364.86
2000-10-06 22:07:59.689000,L7,435.43,411.59
2000-10-22 22:07:50.487000,L7,373.03,377.63
2001-02-27 22:07:54.461000,L7,265.40,336.71
2001-05-18 22:07:26.882000,L7,273.06,334.37
2001-06-03 22:07:16.736000,L7,352.78,358.61
2001-06-19 22:07:05.722000,L7,356.31,364.89
2001-09-07 22:06:11.116000,L7,360.72,363.52
2001-11-26 22:06:09.518000,L7,468.29,364.97
2001-12-12 22:06:14.960000,L7,332.81,303.37
2002-01-29 22:06:21.478000,L7,241.64,299.49
2002-02-14 22:06:29.522000,L7,354.53,353.12
2002-03-18 22:06:22.131000,L7,358.59,355.45
2002-06-22 22:06:03.573000,L7,429.05,378.88
2002-07-08 22:06:00.488000,L7,381.32,377.43
2002-07-24 22:05:50.655000,L7,351.62,349.80
2002-10-28 22:05:22.323000,L7,367.72,364.94
2002-11-13 22:05:30.425000,L7,543.04,524.04
2003-04-22 22:06:19.091000,L7,,287.71
2003-05-24 22:06:17.162000,L7,371.57,370.51
2003-10-23 21:55:36.755000,L5,377.98,348.61
2003-12-26 21:56:18.593000,L5,363.51,323.50
2004-05-18 21:58:14.785000,L5,349.37,324.00
2005-01-13 22:03:41.143000,L5,335.70,311.59
2005-02-14 22:04:09.465000,L5,349.25,324.83
2005-03-02 22:04:24.338000,L5,356.80,318.65
2005-04-03 22:04:40.528000,L5,354.41,319.57
2005-04-19 22:04:43.597000,L5,368.23,340.79
2005-06-06 22:05:05.724000,L5,324.44,298.63
2005-08-25 22:05:41.221000,L5,339.18,312.70
2005-09-26 22:05:42.687000,L5,361.12,326.43
2006-02-17 22:08:11.136000,L5,348.30,315.48
2006-05-08 22:09:38.251000,L5,318.52,297.35
2006-06-25 22:10:20.606000,L5,334.11,310.98
2006-08-12 22:10:59.603000,L5,333.14,305.24
2007-01-03 22:12:49.248000,L5,331.42,410.17
2007-01-19 22:12:30.924000,L5,338.59,311.90
2007-10-02 22:10:31.289000,L5,334.08,310.48
2008-11-21 22:01:05.982000,L5,335.83,307.96
2009-01-24 22:02:55.057000,L5,348.20,315.10
2010-01-27 22:08:26.527000,L5,379.38,341.00
2010-02-12 22:08:30.110000,L5,374.63,342.84
2010-11-27 22:07:24.215000,L5,307.79,221.75
2011-01-14 22:07:31.728000,L5,343.54,313.32
2011-02-15 22:07:34.670000,L5,386.07,366.10
2011-09-11 22:06:09.236000,L5,344.55,313.01
2013-04-25 22:19:21.025000,L8,354.29,351.51
2013-05-11 22:19:31.249000,L8,371.02,362.73
2013-06-28 22:19:33.252000,L8,354.91,351.01
2013-07-14 22:19:34.707000,L8,366.81,356.36
2013-08-31 22:19:38.558000,L8,363.46,361.06
2013-10-02 22:19:28.820000,L8,352.70,355.33
2013-10-18 22:19:25.762000,L8,359.60,358.12
2014-01-06 22:18:54.881000,L8,444.49,465.17
2014-02-07 22:18:33.391000,L8,364.37,358.59
2014-02-23 22:18:20.398000,L8,356.98,355.70
2014-03-27 22:17:50.001000,L8,376.63,369.93
2014-05-14 22:17:08.923000,L8,354.71,350.70
2014-05-30 22:17:11.184000,L8,365.22,354.43
2014-07-01 22:17:22.417000,L8,364.77,351.82
2014-07-17 22:17:28.260000,L8,367.25,353.16
2014-09-19 22:17:42.798000,L8,353.52,346.92
2015-01-25 22:17:32.812000,L8,367.44,354.46
2015-02-26 22:17:23.009000,L8,357.10,355.04
2015-06-02 22:16:44.532000,L8,354.33,337.28
2015-07-20 22:17:10.706000,L8,358.25,350.38
2015-08-05 22:17:13.094000,L8,352.28,339.00
2015-10-24 22:17:40.820000,L8,360.03,351.67
2015-12-11 22:17:42.627000,L8,369.66,362.42
2015-12-27 22:17:43.409000,L8,363.81,354.60
2016-01-12 22:17:40.472000,L8,366.09,354.24
2016-04-01 22:17:14.685000,L8,356.88,351.48
2016-07-22 22:17:35.206000,L8,,297.91
2016-09-08 22:17:48.858000,L8,356.98,344.81
2016-09-24 22:17:49.840000,L8,355.29,347.33
2016-10-10 22:17:54.274000,L8,355.39,352.84
2016-10-26 22:17:56.874000,L8,354.85,347.34
2017-01-30 22:17:38.957000,L8,362.53,352.84
2017-03-03 22:17:25.727000,L8,351.06,346.97
2017-04-20 22:16:59.468000,L8,372.12,362.28
2017-06-07 22:17:15.240000,L8,359.60,351.97
2017-07-09 22:17:23.906000,L8,373.27,367.79
2017-09-27 22:17:48.664000,L8,368.36,362.40
2017-10-29 22:17:53.844000,L8,357.49,352.62
2017-11-30 22:17:44.511000,L8,360.18,357.41
2018-02-02 22:17:27.894000,L8,354.76,334.18
2018-02-18 22:17:22.771000,L8,359.95,347.70
2018-04-07 22:16:59.037000,L8,370.96,361.47
2018-05-09 22:16:40.331000,L8,356.89,349.98
2018-05-25 22:16:28.178000,L8,353.82,349.74
2018-06-10 22:16:26.226000,L8,395.92,376.06
2018-06-26 22:16:36.823000,L8,356.46,353.21
2018-07-28 22:16:51.607000,L8,365.19,334.55
2018-11-17 22:17:31.986000,L8,356.54,349.70
2018-12-03 22:17:30.217000,L8,320.21,222.67
2018-12-19 22:17:28.292000,L8,366.92,362.87
2019-01-04 22:17:27.803000,L8,356.93,353.33
2019-02-05 22:17:21.574000,L8,364.69,354.62
2019-03-25 22:17:09.739000,L8,373.25,363.18
2019-04-26 22:16:59.330000,L8,354.47,352.07
2019-05-12 22:17:08.680000,L8,377.98,372.25
2019-05-28 22:17:17.913000,L8,358.69,354.59
2019-06-29 22:17:29.720000,L8,357.80,353.39
2019-07-31 22:17:38.893000,L8,358.62,349.75
2019-08-16 22:17:44.396000,L8,377.91,372.27
2019-10-03 22:17:57.660000,L8,338.40,283.61
2019-11-04 22:17:58.697000,L8,356.60,353.92
2019-11-20 22:17:54.950000,L8,350.02,353.59
2019-12-06 22:17:54.623000,L8,359.80,357.62
2019-12-22 22:17:51.823000,L8,362.00,358.54
2020-02-08 22:17:38.924000,L8,367.96,365.69
2020-02-24 22:17:35.189000,L8,365.60,362.11
2020-03-11 22:17:28.877000,L8,359.43,354.43
2020-03-27 22:17:20.128000,L8,358.09,355.81
2020-04-28 22:17:04.952000,L8,358.25,351.11
2020-07-01 22:17:22.957000,L8,361.43,351.96
2020-07-17 22:17:28.975000,L8,318.78,308.17
2020-08-02 22:17:33.048000,L8,352.56,340.88
2020-09-03 22:17:46.393000,L8,358.72,355.01
2021-01-25 22:17:44.203000,L8,365.99,361.34
2021-04-15 22:17:16.883000,L8,357.53,354.90
2021-05-01 22:17:07.841000,L8,351.88,352.54
2021-05-17 22:17:12.707000,L8,355.23,352.49
2021-06-18 22:17:27.030000,L8,353.02,349.02
2021-07-04 22:17:29.944000,L8,349.03,341.74
2021-10-24 22:18:01.850000,L8,354.98,351.83
2021-11-09 22:17:58.951000,L8,363.26,360.63
2021-12-19 22:17:52.616000,L9,353.04,353.59
2022-01-04 22:17:52.138000,L9,355.14,350.88
2022-01-20 22:17:51.591000,L9,369.41,358.36
2022-02-21 22:17:43.336000,L9,369.21,362.08
2022-03-09 22:17:37.608000,L9,351.43,351.32
2022-05-04 22:17:26.026000,L8,,337.67
2022-05-12 22:17:13.223000,L9,369.54,364.59
2022-06-05 22:17:39.656000,L8,354.48,351.67
2022-06-13 22:17:12.050000,L9,354.20,351.89
2022-06-21 22:17:48.970000,L8,353.06,350.73
2022-07-15 22:17:24.696000,L9,357.03,354.66
2022-07-31 22:17:39.593000,L9,357.98,353.27
2022-08-08 22:18:05.196000,L8,371.36,362.71
2022-09-09 22:18:11.619000,L8,366.35,363.64
2022-10-19 22:18:03.080000,L9,334.90,344.66
2022-11-04 22:18:00.514000,L9,372.54,366.17
2022-11-12 22:18:10.437000,L8,361.81,357.34
2023-01-15 22:17:53.980000,L8,354.87,352.00
2023-01-31 22:17:58.841000,L8,338.35,324.15
2023-02-08 22:18:06.517000,L9,367.54,361.68
2023-02-16 22:17:50.035000,L8,355.99,347.71
2023-03-04 22:17:37.574000,L8,352.39,348.30
2023-03-28 22:17:33.498000,L9,357.59,345.49
2023-04-13 22:17:27.047000,L9,372.06,364.59
2023-05-15 22:17:12.111000,L9,351.66,341.56
2023-05-23 22:16:53.942000,L8,342.48,295.83
2023-06-08 22:17:00.359000,L8,310.07,342.28
2023-06-16 22:16:54.981000,L9,355.76,348.84
2023-06-24 22:17:06.399000,L8,356.10,344.60
2023-07-02 22:17:05.775000,L9,359.05,347.19
2023-07-26 22:17:23.328000,L8,364.39,353.29
2023-09-12 22:17:38.225000,L8,367.65,353.90
2023-09-20 22:17:40.026000,L9,362.33,355.47
2023-10-14 22:17:45.774000,L8,361.41,354.68
2023-10-22 22:17:50.479000,L9,355.78,355.03
2023-11-07 22:17:46.155000,L9,364.66,347.88
2023-11-15 22:17:47.856000,L8,357.83,345.99
2024-01-10 22:17:52.010000,L9,360.77,350.35
2024-01-18 22:17:42.241000,L8,376.24,360.45
2024-02-11 22:17:53.113000,L9,365.78,355.57
2024-02-19 22:17:39.652000,L8,365.33,356.76
2024-03-30 22:17:36.478000,L9,351.78,350.22
2024-04-07 22:17:11.830000,L8,373.49,366.48
2024-04-15 22:17:28.257000,L9,369.24,362.34
2024-04-23 22:17:03.194000,L8,353.67,351.03
2024-05-01 22:17:11.831000,L9,369.28,358.45
2024-05-09 22:16:51.826000,L8,356.79,351.01
2024-05-17 22:17:03.987000,L9,356.00,350.28
2024-06-26 22:16:52.651000,L8,364.80,356.01
2024-07-12 22:17:00.992000,L8,372.69,359.30
2024-08-21 22:17:19.711000,L9,353.58,352.25
2024-08-29 22:17:21.978000,L8,352.49,351.49
2024-11-01 22:17:31.195000,L8,366.75,358.35
2024-11-17 22:17:38.841000,L8,350.48,345.71
2024-12-03 22:17:45.212000,L8,363.38,351.85
2025-01-12 22:17:45.559000,L9,363.96,353.18
2025-01-28 22:17:42.532000,L9,385.06,368.52
2025-02-05 22:17:39.822000,L8,252.10,277.68
2025-02-13 22:17:46.901000,L9,344.70,345.47
2025-03-09 22:17:26.663000,L8,368.02,360.96
2025-03-25 22:17:16.100000,L8,369.17,362.41
2025-05-04 22:17:17.676000,L9,355.07,345.67
