dates,satname,nzd0279-0000,nzd0279-0001,nzd0279-0002,nzd0279-0003,nzd0279-0004,nzd0279-0005,nzd0279-0006,nzd0279-0007,nzd0279-0008,nzd0279-0009,nzd0279-0010,nzd0279-0011,nzd0279-0012,nzd0279-0013,nzd0279-0014,nzd0279-0015,nzd0279-0016,nzd0279-0017,nzd0279-0018,nzd0279-0019,nzd0279-0020,nzd0279-0021,nzd0279-0022,nzd0279-0023,nzd0279-0024,nzd0279-0025,nzd0279-0026,nzd0279-0027,nzd0279-0028,nzd0279-0029,nzd0279-0030,nzd0279-0031,nzd0279-0032,nzd0279-0033,nzd0279-0034,nzd0279-0035,nzd0279-0036,nzd0279-0039,nzd0279-0040,nzd0279-0041,nzd0279-0042,nzd0279-0043,nzd0279-0044,nzd0279-0045,nzd0279-0046,nzd0279-0047,nzd0279-0048,nzd0279-0049,nzd0279-0056,nzd0279-0057,nzd0279-0058,nzd0279-0059,nzd0279-0060,nzd0279-0062,nzd0279-0063,nzd0279-0064,nzd0279-0065,nzd0279-0066,nzd0279-0067,nzd0279-0068,nzd0279-0069,nzd0279-0070,nzd0279-0071,nzd0279-0072,nzd0279-0073,nzd0279-0074,nzd0279-0075,nzd0279-0076,nzd0279-0077,nzd0279-0078,nzd0279-0079,nzd0279-0037,nzd0279-0038,nzd0279-0050,nzd0279-0051,nzd0279-0052,nzd0279-0053,nzd0279-0054,nzd0279-0055,nzd0279-0061,nzd0279-0080
2005-06-10 21:41:36.102000,L5,421.75,412.02,409.07,411.63,413.51,413.32,422.05,421.93,433.10,438.76,448.80,429.82,407.68,408.43,410.57,398.37,388.75,371.45,370.90,376.65,363.14,360.35,347.18,347.99,341.37,344.52,312.67,340.87,337.74,345.28,359.45,361.20,367.20,324.97,375.15,,,202.94,215.58,381.60,401.42,260.21,381.25,259.15,374.42,290.65,361.53,352.92,347.00,355.85,344.98,361.82,156.42,366.86,362.16,360.34,346.89,347.97,345.53,354.74,362.29,373.09,237.20,276.17,267.88,376.91,398.64,328.18,391.76,393.68,391.78,,169.43,179.37,335.96,350.44,359.88,357.81,339.85,360.85,
2005-06-26 21:41:40.412000,L5,432.44,425.93,412.77,413.35,407.99,408.25,410.37,418.33,385.26,317.01,373.91,432.26,418.46,419.85,408.95,403.92,384.63,382.90,379.96,363.65,362.40,352.76,352.55,356.27,353.63,344.02,346.29,347.09,358.87,358.21,356.23,358.93,359.10,361.91,233.63,349.09,,208.13,224.44,384.02,410.03,387.38,251.63,267.75,377.50,366.58,345.05,352.34,,,,214.81,212.03,196.99,189.33,266.98,202.85,335.55,335.39,263.76,226.33,191.92,,,,,,,,,,360.57,175.33,179.17,,,,,,222.24,
2005-07-12 21:41:47.390000,L5,421.49,409.48,405.32,280.33,287.68,301.13,275.94,248.76,240.76,298.13,370.59,412.36,413.53,412.45,393.75,399.65,387.79,363.84,370.24,369.76,369.76,357.85,325.25,338.38,330.28,322.93,308.20,350.22,352.06,346.57,342.30,358.41,286.75,365.98,367.89,333.86,321.79,199.17,212.04,375.92,401.65,282.58,365.19,245.48,254.27,278.62,232.60,353.39,351.68,355.71,345.68,358.04,185.69,360.47,362.64,357.85,343.03,351.00,352.51,353.24,364.74,347.29,241.31,269.40,267.36,327.11,396.40,380.90,388.43,392.60,295.29,351.66,374.29,185.49,317.21,284.27,363.73,355.52,311.07,355.03,
2005-08-29 21:42:10.705000,L5,431.72,424.70,417.69,426.39,418.05,420.47,411.50,374.14,429.25,280.39,345.40,428.16,419.18,416.97,417.80,412.23,401.44,391.78,384.26,365.07,359.46,352.24,345.19,346.76,342.58,344.55,344.36,353.57,361.24,358.83,366.35,367.90,355.66,358.33,361.83,339.20,326.40,219.01,246.12,381.29,410.18,398.02,386.95,356.56,361.50,348.96,347.03,350.55,349.32,357.06,355.68,357.82,337.65,351.79,350.17,345.86,346.74,344.10,357.21,359.19,363.72,368.84,247.10,274.50,285.68,361.41,384.03,377.99,245.70,381.48,382.73,351.25,188.18,186.09,333.63,339.68,361.85,364.95,340.36,350.35,356.59
2006-01-20 21:44:01.121000,L5,420.55,410.48,405.84,417.77,411.14,411.71,415.88,377.45,350.87,329.90,380.44,391.36,398.55,399.23,397.68,399.13,392.60,382.18,380.69,359.74,353.61,323.52,329.00,332.56,329.16,319.66,301.95,306.34,332.98,313.47,303.10,295.47,292.88,200.34,,,,189.94,223.20,183.27,206.22,259.64,235.11,232.46,366.57,246.70,198.24,322.11,346.27,349.94,340.09,342.44,330.52,336.64,344.20,331.01,187.05,326.89,298.54,236.64,248.77,358.33,247.11,278.74,251.79,318.40,207.86,299.42,377.57,376.58,374.61,,,,,313.92,305.49,344.01,260.12,343.40,
2006-02-21 21:44:44.561000,L5,422.18,410.96,404.21,408.83,413.21,408.35,410.36,417.03,403.34,425.16,438.15,416.04,401.18,397.47,386.65,389.30,389.26,384.87,368.88,364.38,354.29,325.10,328.55,327.53,327.71,320.53,295.99,302.11,316.92,329.63,309.91,295.24,285.91,217.29,,,,193.08,216.34,320.98,396.30,371.65,237.75,270.69,289.09,261.98,219.14,319.78,266.76,354.39,348.19,343.22,344.52,,346.29,346.84,187.42,337.53,347.60,240.47,265.96,218.88,238.53,272.29,244.16,377.86,395.61,280.86,387.06,386.91,381.79,,153.45,168.60,,320.99,209.58,190.25,254.70,,
2006-03-09 21:45:04.554000,L5,419.06,407.70,410.51,412.73,408.36,412.38,408.09,420.66,405.37,424.81,439.72,413.87,409.84,397.55,391.79,400.67,392.34,385.26,382.44,370.31,361.55,335.29,331.03,328.34,333.18,321.26,312.32,323.62,335.28,340.59,341.18,345.86,293.55,219.61,,,,194.33,216.99,362.57,401.90,389.33,320.05,321.93,366.96,293.92,339.90,339.44,347.29,358.27,357.29,357.48,352.41,351.11,341.67,345.79,330.92,344.75,343.45,241.75,355.28,369.70,246.41,288.08,254.62,383.23,399.21,281.91,387.79,384.97,380.14,,155.62,177.34,249.69,339.40,352.99,350.43,336.72,357.44,
2006-04-10 21:45:40.863000,L5,420.38,411.73,400.79,405.04,408.07,407.60,410.91,417.83,423.10,440.98,449.79,417.88,406.93,409.01,397.33,389.34,384.94,376.16,371.41,368.94,358.62,348.88,340.21,347.03,329.30,330.61,313.24,339.31,335.53,328.16,334.21,349.76,330.03,216.65,,,,197.83,221.98,364.68,399.42,388.17,294.85,260.51,373.70,287.53,361.68,357.48,346.31,285.82,350.98,355.50,341.57,304.61,357.20,353.99,345.24,337.14,347.47,353.83,357.50,366.87,242.43,283.01,267.32,380.20,389.76,389.07,391.63,387.24,389.64,,160.00,169.18,,346.66,349.26,356.49,327.57,292.29,
2006-04-26 21:45:56.580000,L5,425.91,416.78,403.19,411.12,407.31,408.14,405.34,413.18,426.57,444.19,449.46,423.30,405.46,405.30,398.92,389.75,385.34,381.60,376.04,361.57,355.45,342.10,343.04,333.63,344.00,326.25,333.41,321.58,341.51,334.89,346.43,351.84,295.74,349.72,348.10,325.77,,201.91,229.93,366.79,395.25,387.40,356.06,280.47,369.64,366.46,346.04,353.17,346.06,349.55,334.43,206.72,202.86,339.51,352.98,346.70,348.77,332.60,346.19,356.37,351.45,367.56,246.92,272.35,283.06,382.22,392.37,236.84,389.66,386.03,381.86,,167.21,173.00,,340.46,354.97,352.17,332.01,348.27,
2006-06-13 21:46:37.602000,L5,419.91,412.23,404.14,406.04,406.97,412.35,411.08,419.89,431.64,448.17,455.67,437.46,421.07,413.57,406.58,400.04,396.51,394.66,369.20,364.50,361.88,358.71,328.81,358.22,349.03,347.00,321.98,348.93,338.25,325.05,345.88,361.04,364.88,367.97,368.61,353.65,324.99,206.54,226.14,380.76,395.64,395.82,295.51,283.94,372.42,367.25,354.42,357.57,351.34,355.59,359.72,354.81,212.26,355.89,359.90,350.30,357.62,349.08,353.18,361.08,366.23,366.19,253.33,270.74,281.55,383.09,392.95,389.06,275.11,390.76,391.81,365.11,384.08,193.42,345.98,357.48,359.25,361.58,346.37,351.71,368.03
2006-07-31 21:47:18.646000,L5,376.90,379.03,362.77,381.62,373.99,334.10,363.02,385.09,426.71,452.30,457.45,447.00,424.58,404.52,401.39,388.08,385.59,371.88,361.22,368.35,357.19,351.86,313.92,326.44,325.54,306.21,268.88,260.91,175.81,177.08,,,,,,,,190.60,215.84,268.69,371.58,359.98,298.58,281.84,311.38,305.96,327.74,357.13,346.06,350.46,343.58,295.04,307.20,357.65,357.86,359.03,343.42,319.36,285.93,247.93,279.10,252.59,241.90,277.22,255.95,293.96,315.66,295.72,373.92,391.79,293.58,,,192.40,343.25,341.27,353.75,353.20,340.83,271.14,371.35
2006-09-01 21:47:43.231000,L5,421.41,407.52,399.15,406.26,405.62,401.91,408.76,383.58,392.92,448.63,461.60,440.53,426.42,412.46,398.26,396.96,384.77,372.55,368.19,360.55,355.39,356.40,343.58,351.21,345.55,340.20,320.09,329.37,333.41,333.61,344.19,343.77,342.41,355.20,337.20,340.33,334.63,205.71,228.54,369.88,390.95,384.13,365.74,286.81,340.12,308.08,346.55,350.18,337.37,261.34,284.70,266.88,307.49,282.25,300.77,354.53,348.64,350.72,355.27,345.84,341.55,358.24,239.55,269.59,258.44,371.05,386.72,387.50,392.77,394.19,391.46,350.64,166.15,186.30,337.26,345.66,358.85,342.48,330.21,267.98,362.58
2006-09-17 21:47:54.852000,L5,424.07,417.25,400.73,409.81,407.07,408.50,415.34,390.79,394.59,451.37,463.24,440.95,432.23,419.15,411.40,399.54,388.81,372.94,369.42,363.13,353.77,362.48,350.13,348.40,343.37,347.83,334.52,340.25,332.47,330.11,338.74,344.47,284.91,354.94,355.15,293.14,246.69,214.78,220.02,364.50,390.80,376.26,358.42,269.33,350.09,292.38,323.92,354.34,329.69,297.20,333.81,189.54,331.53,343.15,350.21,326.22,205.05,350.93,341.76,243.83,329.49,343.99,235.65,263.21,246.44,364.33,383.03,353.67,390.97,277.44,391.21,274.28,172.31,168.70,,340.69,354.38,344.41,254.44,329.90,359.28
2006-12-06 21:48:41.029000,L5,378.69,358.44,351.48,356.30,348.45,346.44,350.79,327.69,363.44,387.90,406.35,386.10,379.73,370.27,365.15,348.78,342.01,324.88,320.43,320.04,302.37,292.31,288.71,297.73,298.57,293.18,254.75,282.01,283.27,281.08,241.41,249.63,225.60,,,,,,,327.72,339.95,333.31,197.24,214.26,190.72,239.39,280.22,298.56,252.01,306.71,296.28,302.52,256.25,297.88,297.08,296.08,279.57,295.50,202.11,210.02,299.06,282.26,208.95,258.75,241.95,344.88,186.16,343.76,347.17,343.81,330.08,,,,,291.32,312.68,298.01,299.56,302.88,
2007-02-08 21:49:02.527000,L5,423.56,407.45,405.88,414.12,405.65,402.37,401.89,405.77,393.47,430.31,440.61,400.06,400.16,394.91,380.27,371.58,380.10,366.34,365.39,340.10,350.87,307.86,311.63,320.00,320.92,316.98,282.72,291.70,290.91,302.50,285.04,284.61,279.72,184.54,,,,187.80,208.70,177.81,207.82,254.21,230.74,217.79,217.02,227.47,197.76,166.31,233.79,191.63,162.95,184.56,,,160.83,194.22,182.10,292.99,244.65,232.77,235.69,225.15,240.52,275.54,231.31,265.22,370.22,,,,,,,,,,180.44,176.24,184.44,,
2011-01-02 21:43:59.020000,L5,424.47,412.97,411.08,395.33,395.41,392.16,395.02,380.14,360.68,344.26,387.42,384.13,400.21,390.99,387.39,382.94,369.65,360.76,347.87,344.16,340.04,319.49,321.10,333.07,334.74,323.93,310.19,319.06,319.61,315.14,301.97,303.52,280.80,224.00,,,,194.00,219.88,176.80,196.30,255.08,222.62,222.59,217.44,234.48,206.53,265.94,221.54,188.82,166.49,183.71,,,160.17,241.51,196.38,303.10,269.40,246.55,234.36,214.47,236.05,270.27,248.22,290.40,345.45,,,,,,155.15,,,,198.77,171.62,205.43,,
2013-04-29 21:55:51.104000,L8,443.15,438.19,398.90,407.61,398.73,402.34,407.90,414.78,419.92,428.67,433.33,423.44,411.83,402.89,396.24,387.01,379.75,375.60,362.17,356.56,350.12,346.50,344.55,345.50,345.08,342.13,343.57,343.76,338.66,342.36,345.69,351.85,350.85,356.31,361.32,353.30,355.22,368.56,359.76,386.49,395.02,389.15,387.48,379.18,375.77,370.84,364.14,358.69,339.03,337.12,336.74,335.25,336.40,333.80,335.83,333.42,337.66,334.29,338.30,342.83,345.75,351.36,277.99,304.69,367.57,169.25,366.67,367.55,369.15,370.23,369.75,364.06,362.06,356.45,349.03,350.07,345.39,343.84,339.18,335.42,361.79
2013-05-31 21:56:07.688000,L8,416.99,405.02,396.89,397.15,398.11,400.53,407.00,412.63,415.19,429.33,433.67,421.61,414.39,403.63,396.19,386.46,427.89,427.62,414.23,355.60,348.76,344.52,343.19,342.03,344.25,345.14,341.94,343.92,340.07,342.66,344.59,350.54,348.65,355.23,359.72,352.60,353.65,370.69,358.85,388.02,397.14,389.20,385.83,376.64,374.93,369.03,364.44,361.06,340.02,337.10,336.39,335.44,334.58,333.68,336.97,332.88,337.64,335.31,339.93,344.42,347.11,349.40,239.99,291.83,367.33,370.71,366.62,367.45,369.40,371.67,368.85,362.71,365.69,356.36,350.14,346.52,346.85,344.87,340.76,333.38,361.58
2013-07-18 21:56:02.364000,L8,407.92,399.35,394.92,395.04,395.52,400.30,401.53,410.81,415.58,426.54,432.65,417.81,410.74,401.55,391.69,383.56,377.93,371.91,360.37,354.81,348.91,342.29,342.44,345.48,343.39,339.03,342.24,341.80,333.24,337.12,342.31,348.06,344.06,351.97,341.94,313.13,347.74,365.67,242.77,387.39,393.14,382.47,379.82,343.39,367.00,364.17,348.48,352.20,337.29,335.39,333.24,330.00,330.29,331.26,334.06,331.93,335.32,335.18,338.75,343.75,346.33,350.96,278.77,292.35,363.38,370.18,369.30,367.65,369.34,371.49,369.76,346.87,363.31,353.30,345.01,338.44,342.95,339.84,337.02,333.83,321.92
2013-08-19 21:56:06.167000,L8,418.69,453.18,459.00,423.52,441.45,415.88,429.50,434.71,451.42,460.16,455.26,480.95,459.09,446.76,446.12,431.34,439.94,431.74,416.03,397.28,355.48,349.50,349.42,352.97,350.92,348.55,349.55,350.45,349.49,350.81,352.43,356.05,353.63,360.93,361.76,357.89,360.86,379.48,365.63,395.47,403.73,397.82,392.07,382.64,378.72,375.33,368.75,366.36,342.58,342.29,337.40,338.15,337.07,338.73,339.05,336.26,341.06,341.58,343.88,346.21,349.28,354.91,284.23,337.93,367.29,373.17,378.17,370.44,374.10,377.55,372.37,369.44,374.87,361.00,353.52,352.91,351.28,348.45,343.61,340.01,364.32
2013-10-06 21:55:57.648000,L8,430.59,426.15,424.16,429.20,429.78,427.05,442.69,415.30,420.70,430.32,434.92,422.44,415.26,405.73,395.81,389.21,379.67,374.92,365.65,359.02,350.30,346.58,342.07,344.69,345.95,342.55,340.61,341.24,335.75,338.00,345.68,351.77,347.47,356.04,353.44,348.75,345.16,369.64,245.86,388.40,395.99,382.69,379.79,371.14,368.92,367.40,356.14,358.40,335.45,331.56,331.52,331.39,328.16,331.71,334.10,332.61,331.45,334.98,337.24,341.18,345.66,348.40,266.08,293.45,358.18,366.67,367.32,362.33,368.52,369.57,367.11,356.02,366.25,354.34,346.26,341.00,343.08,341.88,337.11,332.27,355.73
2014-02-11 21:54:56.823000,L8,447.42,437.77,441.24,445.13,449.56,444.26,451.85,456.80,467.75,479.40,492.61,452.70,466.44,429.51,449.33,441.35,431.56,423.67,414.06,406.07,400.71,395.36,395.96,394.23,391.18,400.17,397.23,402.07,393.82,399.21,393.50,388.44,350.71,357.20,359.26,354.89,354.28,371.25,368.69,390.77,399.37,394.47,386.63,381.56,373.69,369.59,363.92,361.33,340.66,338.97,335.45,335.31,334.62,334.60,336.78,335.09,338.23,337.71,340.72,343.51,347.34,353.15,271.87,336.95,364.89,369.70,371.77,214.86,370.04,373.20,369.75,361.61,367.51,357.31,350.04,349.77,345.96,344.65,340.78,337.26,360.87
2014-02-27 21:54:44.238000,L8,443.40,439.47,429.52,441.36,440.12,447.54,450.18,471.34,479.37,479.11,479.28,467.94,462.48,449.28,447.14,432.75,422.09,377.29,390.50,405.84,411.47,401.70,387.30,387.78,348.72,347.47,346.66,347.63,347.10,349.02,349.96,354.95,401.84,404.08,410.20,412.14,401.70,409.10,426.08,437.19,446.17,449.24,445.82,434.69,428.46,422.87,419.36,411.16,353.03,347.95,342.05,343.15,340.98,337.30,340.90,342.78,345.57,343.68,347.88,347.77,352.94,358.15,360.67,373.17,371.16,374.97,379.82,374.93,377.49,378.40,377.74,370.07,373.60,404.76,408.58,401.62,394.39,393.68,362.78,341.68,367.66
2014-05-02 21:53:46.331000,L8,,,,,,,,,,,,,,,349.32,341.30,335.21,325.81,321.64,319.68,276.21,178.69,285.36,306.75,308.40,253.46,299.91,250.26,245.50,304.67,319.41,279.81,278.73,255.50,236.21,,,359.63,238.48,377.97,390.37,372.34,373.31,335.46,348.23,352.87,343.24,346.48,335.18,334.86,332.12,328.89,329.22,327.61,331.42,329.37,334.45,333.54,337.17,340.62,342.20,349.13,227.32,286.36,360.18,367.96,366.56,359.99,365.28,281.97,365.35,333.95,349.62,275.09,328.79,335.90,339.19,338.05,337.65,328.77,
2014-05-18 21:53:35.635000,L8,409.86,416.08,392.49,394.96,395.73,404.68,409.46,415.51,420.38,433.40,436.23,420.37,416.06,406.90,397.17,386.96,384.98,372.09,362.23,358.91,350.35,345.28,347.81,348.89,345.53,346.83,345.60,345.91,342.78,346.17,346.78,349.15,351.83,359.36,355.87,352.51,356.59,374.62,367.03,391.12,400.25,393.91,391.51,375.06,375.08,370.33,365.60,363.94,341.99,339.81,337.92,339.01,336.73,334.51,337.19,337.36,341.99,341.20,341.30,344.93,350.29,355.60,279.83,301.62,368.67,374.95,194.73,368.18,371.27,371.94,370.40,360.81,368.90,356.85,352.33,352.68,349.15,345.15,345.70,338.02,362.70
2014-06-19 21:53:47.342000,L8,405.18,396.48,388.21,393.61,392.95,400.32,402.34,411.12,417.09,429.30,434.06,416.79,411.18,402.87,394.69,383.77,380.35,370.47,360.04,355.87,348.30,341.66,343.38,345.39,342.48,342.67,341.05,341.44,334.74,339.82,342.64,346.02,272.77,224.94,360.44,310.11,356.87,367.08,260.86,348.03,354.80,386.02,381.61,369.36,358.75,361.11,351.22,352.69,337.71,334.82,331.91,334.60,331.57,331.06,335.33,335.32,336.80,333.99,334.86,253.89,254.30,342.83,256.57,273.67,163.33,,,,,,,347.38,362.97,337.25,331.80,339.36,341.05,340.94,338.96,334.73,235.11
2014-08-06 21:54:05.764000,L8,425.89,417.68,396.97,397.64,399.80,404.67,409.30,416.52,422.98,433.80,441.03,423.30,418.01,406.78,400.36,390.42,386.44,375.53,365.59,360.72,355.93,348.28,350.25,352.01,347.74,348.73,349.23,347.04,343.54,348.62,349.53,354.10,352.81,361.51,361.22,355.03,359.05,376.48,366.54,394.52,404.88,395.41,389.81,377.63,375.97,372.28,367.38,366.63,344.42,340.75,338.87,336.65,337.68,335.71,340.46,336.73,342.73,344.56,344.66,347.20,352.13,356.62,280.52,295.16,367.19,373.51,378.09,369.21,373.07,374.31,374.23,363.54,374.55,355.88,354.71,353.06,349.98,349.16,345.13,340.06,364.99
2014-09-07 21:54:12.743000,L8,442.42,410.75,390.75,395.07,397.88,403.30,406.53,415.45,421.31,430.26,435.80,421.96,418.13,405.90,396.36,388.75,379.14,374.50,364.30,358.65,349.92,346.69,343.82,344.99,346.57,343.64,344.29,344.89,338.69,343.90,347.92,353.32,351.78,362.43,357.63,353.95,349.05,374.62,367.72,394.64,405.49,385.54,385.18,372.29,375.34,370.86,362.00,363.35,341.09,337.12,337.18,338.28,336.02,335.91,339.00,337.06,339.23,340.33,341.93,345.98,348.77,353.18,268.45,315.38,366.91,374.86,371.99,367.59,371.38,372.66,371.17,356.08,369.82,356.76,351.96,347.93,348.54,346.17,342.27,337.23,361.31
2014-09-23 21:54:09.418000,L8,439.66,432.96,426.06,434.75,435.54,441.34,411.83,419.08,426.73,464.97,458.99,431.48,419.72,409.29,404.86,394.05,394.25,377.86,374.04,364.46,361.71,351.66,350.04,354.16,349.49,350.05,350.48,348.42,348.42,351.48,353.30,356.76,358.35,364.52,365.00,361.79,360.57,379.97,375.25,397.94,408.66,402.53,394.16,384.16,381.10,378.60,372.60,368.61,345.56,343.47,341.86,341.70,342.80,342.34,341.79,342.30,345.77,346.40,349.39,350.40,355.07,357.37,343.86,355.61,371.12,376.19,379.69,374.59,379.26,257.08,379.42,369.14,376.52,363.55,358.94,355.88,352.91,351.99,347.34,343.81,366.26
2014-10-25 21:54:16.772000,L8,444.99,439.31,433.45,434.87,438.21,443.32,449.77,454.68,460.08,433.74,442.40,477.56,464.67,445.82,442.98,429.26,387.48,376.58,364.93,361.59,355.92,348.35,346.21,349.83,349.61,346.31,346.68,346.77,341.37,347.00,350.58,354.44,353.79,363.35,363.90,356.44,353.75,381.13,368.62,397.92,407.54,394.49,392.46,376.32,376.50,376.27,370.55,365.99,343.14,341.15,339.17,340.91,339.01,338.22,340.08,339.73,340.85,343.47,344.23,346.41,351.95,355.66,263.19,308.04,369.73,374.56,374.65,369.10,375.91,377.31,373.03,359.91,376.80,360.28,357.49,356.37,349.55,347.20,343.81,341.85,360.41
2014-11-10 21:54:18.528000,L8,435.47,442.73,390.65,395.45,396.41,402.10,407.89,414.95,421.57,430.41,436.12,423.74,416.03,405.97,396.70,388.91,382.73,375.77,363.05,358.25,353.27,345.85,342.41,346.64,347.13,342.95,343.81,343.24,337.18,342.59,347.16,353.68,352.95,360.66,359.75,352.29,344.70,374.49,367.81,392.62,404.21,389.50,384.66,369.84,372.17,372.59,367.29,363.07,340.17,338.59,337.70,337.72,337.66,336.80,338.98,340.13,341.90,342.58,341.36,343.80,348.96,354.36,228.53,345.92,367.50,374.04,190.58,370.12,371.33,372.47,368.50,349.88,369.78,357.93,352.23,350.39,347.42,344.69,341.92,339.49,358.23
2014-12-28 21:54:07.841000,L8,448.13,448.40,442.22,395.09,395.02,396.08,396.68,415.39,423.36,431.31,436.32,423.84,417.88,407.53,398.54,390.17,383.37,374.78,365.06,360.80,355.68,348.04,346.10,349.35,347.73,343.82,348.06,347.11,341.27,346.92,346.47,354.18,355.10,359.54,364.20,356.81,373.20,375.92,376.05,394.03,403.79,405.51,392.50,385.64,379.05,381.23,368.92,357.79,348.81,343.28,339.35,339.63,341.28,335.52,337.77,338.30,342.59,342.67,343.26,344.39,349.82,356.31,263.35,332.62,367.89,374.36,377.02,372.98,373.58,372.84,370.60,368.84,374.96,343.26,347.49,355.34,348.45,351.04,340.27,338.10,358.77
2015-04-03 21:53:26.876000,L8,422.82,429.29,390.47,394.12,394.28,395.10,404.14,413.96,418.99,428.38,432.86,419.46,413.82,405.25,395.84,387.89,377.68,372.56,362.80,357.80,349.06,344.36,341.54,344.04,344.40,343.31,342.38,342.66,338.20,341.95,345.46,350.81,349.51,352.96,359.10,351.92,351.12,374.62,375.33,387.52,397.79,390.54,383.93,377.64,375.33,371.25,363.95,361.97,340.20,336.72,336.71,338.47,336.87,333.20,336.73,336.36,338.34,336.75,340.81,344.32,347.32,353.96,228.72,297.64,368.42,372.87,371.67,369.11,372.28,371.38,369.67,357.64,366.98,355.17,351.34,351.32,345.97,343.88,342.21,335.84,330.38
2015-04-19 21:53:26.711000,L8,407.38,399.16,386.89,392.02,388.25,396.38,402.90,411.52,417.47,428.29,433.34,418.65,410.84,403.40,395.26,386.21,377.61,372.81,360.91,356.97,349.49,343.93,338.90,345.78,345.05,340.27,343.22,342.27,336.16,341.26,344.92,351.41,347.35,354.26,359.36,350.33,346.53,373.89,351.43,388.24,399.03,385.84,381.31,346.33,369.34,367.82,355.99,361.78,339.39,338.11,337.34,338.15,336.06,333.50,336.73,334.96,338.92,338.72,341.23,345.34,347.16,356.21,272.53,296.06,368.90,371.86,375.83,243.65,371.40,372.18,369.61,348.67,365.85,353.89,346.43,350.86,346.91,343.93,342.01,337.33,360.88
2015-05-05 21:53:12.716000,L8,406.51,398.53,389.04,392.90,393.34,400.36,404.00,413.08,420.64,430.54,435.34,419.36,414.20,405.33,396.41,386.63,381.39,371.27,362.52,359.37,351.76,344.87,346.16,350.10,345.61,345.94,346.86,345.00,342.16,348.05,347.71,351.50,351.00,358.56,360.68,354.90,360.07,374.92,349.95,392.36,401.38,396.26,390.92,382.38,377.07,372.72,369.28,366.73,344.30,343.37,338.75,340.75,339.00,335.00,338.67,338.96,344.63,344.47,344.82,347.30,350.61,357.39,279.70,295.95,369.61,375.83,379.13,374.18,375.51,280.51,374.79,360.84,370.40,359.39,356.60,353.70,350.31,348.61,345.11,341.43,363.64
2015-06-06 21:53:16.624000,L8,437.16,425.46,412.17,414.27,416.13,431.27,440.41,456.90,461.06,453.20,476.92,460.19,449.40,444.15,435.54,426.12,404.79,400.96,398.29,390.45,390.40,391.82,386.02,383.17,383.39,385.52,385.96,388.72,385.91,389.10,398.88,394.32,399.02,396.01,406.43,404.85,409.24,420.85,425.99,435.25,442.32,445.39,433.85,426.69,423.98,420.53,411.18,400.74,387.66,388.20,380.87,366.85,367.15,376.18,367.76,355.22,365.94,375.36,382.37,379.39,378.40,370.76,371.26,404.36,413.56,414.01,193.01,407.70,384.98,385.49,410.43,409.75,414.80,403.16,398.61,387.61,369.05,384.91,385.70,376.90,409.90
2015-08-25 21:53:51.592000,L8,421.91,413.28,403.60,409.58,404.08,446.29,419.51,419.37,427.20,441.17,448.83,431.83,428.81,418.10,427.06,396.63,354.52,305.03,463.19,442.60,431.72,359.50,357.40,356.79,353.33,353.69,353.40,351.69,353.74,353.55,354.07,358.22,358.26,363.60,365.64,360.63,365.52,382.54,376.51,401.48,410.94,406.44,396.84,387.58,382.68,379.03,375.13,371.38,348.38,345.86,342.51,343.39,343.20,340.41,347.35,348.16,354.64,326.94,346.70,359.72,,,,,,,,,,,,369.64,377.07,363.84,360.96,357.91,352.63,353.19,348.60,345.25,
2015-10-12 21:54:05.008000,L8,441.53,418.65,439.42,410.78,393.30,397.26,404.38,410.93,419.91,428.86,434.63,422.36,464.99,457.44,442.49,426.68,378.81,374.75,363.57,358.94,350.89,346.71,340.58,346.10,346.37,341.15,342.05,342.08,337.24,339.60,345.14,352.93,351.39,354.52,357.93,352.66,349.53,372.09,369.63,394.10,400.77,390.07,383.17,373.81,371.65,370.56,361.79,363.85,339.05,336.20,334.77,334.46,332.08,333.44,334.28,332.54,335.94,336.28,339.77,343.69,346.42,351.40,265.70,296.81,362.96,369.01,370.11,365.87,369.20,369.90,368.28,356.83,366.89,357.61,354.78,348.95,343.72,342.26,339.32,334.15,358.51
2015-10-28 21:54:10.619000,L8,404.35,396.79,387.37,393.50,389.81,395.11,403.41,409.95,418.60,428.27,433.67,419.01,411.33,403.56,395.32,386.85,376.27,372.94,362.10,357.21,349.67,344.51,339.03,344.45,344.83,340.28,340.43,341.61,336.15,339.18,343.98,351.85,350.11,354.27,355.63,351.29,344.30,371.45,369.59,392.15,398.36,385.26,380.82,368.93,368.96,369.62,355.39,362.16,338.30,335.70,334.93,334.06,333.38,333.82,335.65,332.96,337.03,340.01,341.00,345.12,348.36,353.77,258.56,295.55,365.02,162.67,373.91,369.03,370.48,371.51,369.40,347.92,365.82,356.51,350.91,347.42,344.35,342.72,340.15,335.25,358.93
