dates,satname,nzd0183-0000,nzd0183-0001,nzd0183-0002,nzd0183-0003,nzd0183-0004,nzd0183-0005,nzd0183-0006,nzd0183-0007,nzd0183-0012,nzd0183-0008,nzd0183-0009,nzd0183-0010,nzd0183-0011
2003-07-21 21:42:33.857000,L5,305.76,285.46,270.72,285.80,278.40,228.41,,,,,,,
2003-08-13 21:48:45.123000,L5,292.33,201.51,,,,,,,,,,,
2004-02-14 21:44:57.678000,L5,304.17,205.76,173.31,291.11,288.20,261.25,200.46,269.40,,,,,
2004-08-24 21:49:18.016000,L5,293.56,199.70,,278.92,287.72,239.96,,,,,,,
2004-09-16 21:56:05.694000,L5,346.50,317.96,327.65,325.50,320.92,276.20,206.63,232.31,,,,,
2005-02-07 21:58:39.182000,L5,249.59,206.56,293.58,299.89,283.11,193.82,,,,,,,
2005-11-22 22:00:47.086000,L5,324.55,237.56,243.82,321.97,313.20,209.18,,,,,,,
2007-02-13 22:06:47.368000,L5,309.24,209.09,182.43,301.62,299.26,279.29,,,,,,,
2008-02-16 22:02:22.163000,L5,310.55,268.18,238.35,291.54,283.51,258.72,,,,,,,
2010-12-22 22:02:05.586000,L5,321.41,236.41,298.78,308.48,294.82,188.93,,,,,,,
2011-01-07 22:02:08.379000,L5,369.43,312.66,340.11,338.12,328.44,316.86,304.17,,,,,,
2011-03-12 22:02:07.527000,L5,352.17,316.72,333.16,343.30,322.26,205.89,182.63,,,,,,
2013-05-20 22:13:50.559000,L8,342.99,319.25,290.69,322.67,327.10,316.84,303.06,305.33,,,,,
2013-10-11 22:14:05.547000,L8,344.71,292.15,327.74,346.79,310.54,287.51,250.89,261.81,287.83,,,,
2013-11-05 22:07:46.855000,L8,304.89,259.90,231.90,278.84,275.14,257.52,175.06,,,,,,
2013-11-12 22:13:32.202000,L8,321.57,316.69,268.10,301.74,298.08,282.47,193.91,,,,,,
2013-11-12 22:13:56.157000,L8,334.99,276.61,314.38,315.12,300.31,211.76,,,,,,,
2013-11-21 22:07:37.752000,L8,302.34,269.42,241.12,286.82,285.25,262.41,178.86,,,,,,
2013-12-14 22:13:21.591000,L8,296.55,256.36,220.58,279.65,277.96,253.99,,,,,,,
2013-12-14 22:13:45.545000,L8,337.58,293.20,321.72,341.38,311.80,288.18,,,,,,,
2013-12-30 22:13:37.297000,L8,331.84,275.14,310.26,312.59,301.62,210.76,,,,,,,
2014-01-31 22:12:52.806000,L8,297.38,257.14,198.33,281.59,279.08,256.50,,,,,,,
2014-01-31 22:13:16.756000,L8,332.11,254.10,306.68,311.80,300.20,212.90,,,,,,,
2014-03-20 22:12:37.744000,L8,325.57,238.20,282.96,295.39,287.64,199.10,,,,,,,
2014-04-05 22:12:22.648000,L8,324.45,236.99,282.66,297.01,287.70,195.81,,,,,,,
2014-11-08 22:06:16.124000,L8,305.31,260.75,249.46,297.76,296.21,259.98,175.54,,,,,,
2014-12-01 22:12:00.318000,L8,327.72,313.41,289.53,318.09,314.74,292.42,191.92,,,,,,
2014-12-01 22:12:24.268000,L8,369.43,292.62,336.61,347.23,331.50,318.51,310.01,,,,,,
2015-02-12 22:05:51.250000,L8,327.48,302.83,284.70,323.90,316.30,307.06,250.43,301.43,,,,,
2015-02-28 22:05:48.437000,L8,327.97,315.30,290.55,328.10,318.52,313.85,308.20,304.32,,,,,
2015-04-24 22:11:32.351000,L8,333.94,242.00,298.46,305.06,289.57,204.36,,,,,,,
2015-12-20 22:11:57.501000,L8,324.97,300.43,269.32,310.81,316.05,322.12,283.65,264.88,,185.29,238.72,167.18,
2016-03-02 22:05:55.525000,L8,325.23,308.70,287.97,317.04,314.13,309.97,303.80,301.40,,277.18,276.78,208.16,
2016-03-25 22:11:32.353000,L8,315.70,295.33,283.91,307.36,306.04,255.37,183.46,,,,,,
2017-01-23 22:12:19.295000,L8,343.59,291.27,322.00,316.49,304.90,286.62,,,223.30,,,,
2017-02-08 22:12:10.910000,L8,332.28,249.47,299.25,314.10,298.18,209.79,,,,,,,
2017-02-24 22:12:05.979000,L8,336.78,273.64,307.95,311.60,298.48,212.67,,,,,,,
2017-03-05 22:05:50.977000,L8,333.64,329.02,313.02,325.82,326.21,316.58,310.62,307.06,,,,,
2017-06-16 22:11:55.802000,L8,288.25,173.89,,,,,,,,,,,
2017-08-03 22:12:11.903000,L8,365.51,328.61,333.28,344.78,328.26,321.83,313.71,301.16,,,,,
2017-09-04 22:12:19.532000,L8,473.55,452.96,467.35,444.26,429.89,400.48,387.88,388.64,533.52,376.73,378.17,524.70,532.95
2017-11-16 22:06:16.377000,L8,333.19,324.20,306.17,323.64,325.10,316.62,258.24,300.99,,,,,
2018-05-02 22:11:21.824000,L8,375.12,330.10,339.52,348.10,337.11,322.60,239.49,287.06,210.70,,,,
2018-07-05 22:11:18.754000,L8,317.18,226.80,191.12,285.38,277.19,188.00,,,,,,,
2018-08-31 22:05:35.273000,L8,283.29,237.14,197.37,266.40,265.80,231.57,,,,,,,
2018-09-07 22:11:48.356000,L8,318.55,229.09,257.43,293.29,282.74,190.62,,,,,,,
2018-10-18 22:05:53.709000,L8,332.25,318.58,296.45,316.84,315.54,294.97,203.91,,,,,,
2018-12-05 22:05:56.093000,L8,396.51,383.64,370.56,381.05,362.88,328.85,331.73,337.00,319.74,346.10,328.29,312.96,318.79
