dates,satname,nzd0536-0000,nzd0536-0001,nzd0536-0002,nzd0536-0003,nzd0536-0004
1999-11-05 22:13:40.966000,L7,242.37,221.00,244.15,262.85,263.13
1999-11-21 22:13:35.965000,L7,302.89,288.97,294.07,306.29,294.82
1999-12-07 22:13:41.663000,L7,194.89,269.89,276.54,228.27,
1999-12-30 22:19:45.690000,L7,358.84,348.44,337.66,339.13,350.63
2000-09-20 22:11:14.930000,L7,184.62,208.47,237.48,251.27,
2000-09-27 22:17:24.534000,L7,,211.65,269.24,,
2000-10-29 22:17:19.582000,L7,315.97,298.76,307.21,313.60,294.95
2001-03-22 22:17:09.568000,L7,311.24,296.63,296.17,306.70,286.28
2001-11-01 22:15:17.839000,L7,248.38,222.61,188.53,247.07,254.72
2001-11-26 22:09:21.320000,L7,319.08,305.61,306.51,313.64,319.63
2001-12-12 22:09:26.650000,L7,241.96,236.05,233.67,256.20,251.41
2001-12-19 22:15:37.819000,L7,316.58,297.72,302.89,312.37,291.36
2002-02-14 22:09:41.178000,L7,278.51,278.39,280.04,288.06,285.22
2002-03-25 22:15:47.156000,L7,296.54,288.67,290.36,298.22,274.95
2003-02-24 22:15:37.262000,L7,349.71,309.03,,,
2003-03-21 22:09:27.545000,L7,240.11,208.90,261.10,242.30,
2003-08-11 22:03:51.447000,L5,290.18,293.90,286.59,275.93,270.82
2003-10-07 21:58:35.519000,L5,321.01,309.49,305.70,313.69,312.16
2004-03-31 21:59:59.745000,L5,261.57,251.43,257.28,261.07,259.88
2004-04-23 22:06:53.682000,L5,271.03,232.33,237.79,,
2004-05-09 22:07:21.512000,L5,282.84,281.18,242.23,,
2004-08-29 22:10:22.051000,L5,293.41,284.66,280.80,166.00,253.49
2004-11-01 22:11:49.961000,L5,346.17,325.68,323.30,324.24,314.51
2005-08-09 22:08:46.932000,L5,280.36,274.21,280.35,285.98,267.86
2005-09-10 22:08:55.708000,L5,313.42,298.33,297.21,302.62,300.05
2005-09-17 22:15:06.506000,L5,321.73,304.99,304.88,300.95,279.98
2005-11-13 22:09:08.414000,L5,294.84,279.60,280.16,269.39,185.33
