dates,satname,nzd0559-0000,nzd0559-0001,nzd0559-0002,nzd0559-0017,nzd0559-0018,nzd0559-0019,nzd0559-0020,nzd0559-0021,nzd0559-0022,nzd0559-0023,nzd0559-0024,nzd0559-0025,nzd0559-0026,nzd0559-0029,nzd0559-0030,nzd0559-0031,nzd0559-0032,nzd0559-0033,nzd0559-0034,nzd0559-0035,nzd0559-0036,nzd0559-0037,nzd0559-0038,nzd0559-0039,nzd0559-0040,nzd0559-0041,nzd0559-0042,nzd0559-0043,nzd0559-0044,nzd0559-0045,nzd0559-0046,nzd0559-0047,nzd0559-0048,nzd0559-0049,nzd0559-0050,nzd0559-0051,nzd0559-0052,nzd0559-0053,nzd0559-0054,nzd0559-0055,nzd0559-0056,nzd0559-0057,nzd0559-0058,nzd0559-0059,nzd0559-0060,nzd0559-0061,nzd0559-0073,nzd0559-0074,nzd0559-0075,nzd0559-0076,nzd0559-0077,nzd0559-0079,nzd0559-0080,nzd0559-0081,nzd0559-0082,nzd0559-0083,nzd0559-0084,nzd0559-0085,nzd0559-0086,nzd0559-0087,nzd0559-0088,nzd0559-0089,nzd0559-0090,nzd0559-0091,nzd0559-0092,nzd0559-0093,nzd0559-0094,nzd0559-0095,nzd0559-0096,nzd0559-0097,nzd0559-0098,nzd0559-0099,nzd0559-0100,nzd0559-0101,nzd0559-0102,nzd0559-0103,nzd0559-0104,nzd0559-0105,nzd0559-0106,nzd0559-0003,nzd0559-0004,nzd0559-0005,nzd0559-0006,nzd0559-0007,nzd0559-0008,nzd0559-0009,nzd0559-0010,nzd0559-0011,nzd0559-0012,nzd0559-0013,nzd0559-0014,nzd0559-0015,nzd0559-0016,nzd0559-0027,nzd0559-0028,nzd0559-0062,nzd0559-0063,nzd0559-0064,nzd0559-0065,nzd0559-0066,nzd0559-0067,nzd0559-0068,nzd0559-0069,nzd0559-0070,nzd0559-0071,nzd0559-0072,nzd0559-0078
2013-11-19 22:22:25.407000,L8,435.55,425.18,398.34,403.14,434.64,445.58,450.23,450.49,386.70,441.01,447.11,438.72,438.01,411.06,421.35,427.36,387.93,396.37,412.31,396.56,401.64,448.14,459.12,443.67,426.30,440.67,461.01,458.23,457.22,459.42,461.40,458.84,452.60,450.88,445.57,434.02,421.84,403.85,390.77,376.53,390.50,375.51,368.41,357.09,457.86,483.59,455.80,457.34,450.22,457.88,459.45,463.10,461.96,462.48,459.48,451.61,441.88,431.07,421.12,417.96,409.17,409.53,410.27,418.82,424.27,421.25,432.33,450.74,462.63,473.48,488.98,499.56,488.63,498.78,495.38,481.73,472.43,474.32,495.28,337.75,275.67,324.64,356.00,339.52,373.10,362.19,369.88,367.34,386.55,378.18,417.16,370.94,376.82,304.64,394.67,491.96,492.12,486.80,489.63,486.47,486.03,480.58,487.49,492.96,484.95,475.15,461.14
2013-11-26 22:28:34.840000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.87,307.75,431.42,427.99,402.50,428.66,427.75,340.85,367.82,,,335.82,273.12,305.49,221.41,225.70,166.59,312.60,313.91,319.73,236.98,194.32,168.22,312.07,332.66,322.77,289.73,176.39,,,,,,,,,,,,,,,,,,,,,,,,290.32,494.27,475.77,477.38,473.57,467.01,460.60,462.29,484.66,468.07,398.35,426.54
2013-12-28 22:28:23.669000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.41,451.56,447.98,445.31,439.81,431.94,426.20,419.94,410.50,395.46,381.42,367.00,356.51,344.25,337.87,331.95,332.86,331.18,326.11,328.27,335.17,343.45,346.12,358.25,362.65,356.95,349.14,354.70,337.56,320.58,305.71,310.29,321.43,,,,,,,,,,,,,,,,,,,,,,,,,,489.41,467.07,437.05
2014-03-11 22:21:19.920000,L8,438.44,420.54,393.72,480.86,477.12,487.24,486.24,490.93,487.94,483.76,488.14,479.92,321.62,304.87,465.63,467.23,472.78,461.34,469.85,470.72,459.48,483.49,485.12,472.85,468.68,469.41,475.32,471.98,474.73,475.96,472.44,468.21,465.99,458.11,461.04,441.50,429.88,410.50,403.51,411.11,405.73,407.18,366.22,483.89,498.74,500.56,463.36,464.06,458.74,462.83,466.07,467.43,466.46,466.39,462.31,453.89,442.07,433.53,424.95,420.09,411.13,412.89,413.14,419.33,424.09,421.98,434.15,452.74,469.35,480.39,495.68,501.68,497.92,508.15,505.10,489.00,477.94,481.33,498.15,342.63,283.28,346.81,377.74,417.77,397.65,391.51,415.65,424.36,460.71,450.37,464.20,472.98,475.42,324.35,332.89,501.05,498.64,494.85,495.57,497.16,498.04,493.76,496.85,495.52,492.40,477.74,466.33
2014-04-12 22:20:49.109000,L8,438.19,420.72,391.55,477.65,483.35,486.20,488.88,486.47,485.85,482.24,490.15,482.85,321.84,306.01,465.38,465.53,474.10,460.54,471.85,467.51,477.86,481.99,488.00,468.69,469.65,467.78,475.08,470.29,475.44,478.66,474.88,468.04,461.91,465.36,456.31,441.08,426.02,410.42,401.95,390.00,396.89,410.08,366.76,485.50,325.18,502.90,458.56,462.46,456.08,458.62,461.67,463.40,463.26,461.89,459.19,452.01,444.31,432.21,426.38,420.19,413.30,411.73,411.94,416.71,420.92,420.31,431.73,451.92,469.17,480.36,493.84,500.92,493.86,506.93,501.78,492.34,480.58,487.93,500.68,335.27,276.52,356.22,378.69,360.23,385.00,390.04,407.88,432.62,458.01,464.91,459.94,410.92,437.26,285.65,328.65,502.37,503.03,495.82,500.71,499.67,499.18,494.70,494.84,500.51,494.40,483.15,461.11
2014-05-05 22:26:35.984000,L8,,,,,,,,,,,,496.79,476.04,466.41,477.70,498.78,500.73,464.95,505.52,503.55,,,,,,,,,,,,,,,513.15,505.59,486.10,383.13,467.28,466.40,451.77,349.30,358.41,303.24,237.39,330.82,407.68,440.24,409.90,390.14,390.27,415.69,417.03,411.68,387.82,380.34,373.19,348.89,345.41,339.53,323.52,328.84,323.75,309.92,298.16,310.72,293.03,299.12,302.68,307.39,284.85,298.89,291.53,303.26,287.34,276.04,276.01,289.22,303.24,,,,,,,,,,,,,,,470.77,492.66,428.35,413.03,422.76,456.63,454.72,462.98,442.64,428.94,435.85,398.15,436.40,413.73
2014-07-17 22:20:39.943000,L8,424.06,411.71,376.41,321.97,372.65,337.11,327.91,318.27,319.69,294.50,259.57,252.04,246.34,275.87,260.26,260.03,289.52,296.87,216.49,313.68,339.86,351.06,342.81,290.40,282.07,285.83,308.00,310.38,403.78,389.43,371.66,381.11,360.31,358.93,400.95,391.63,392.13,331.54,236.98,306.87,308.44,311.71,288.69,299.51,278.16,208.44,407.21,430.30,433.97,430.37,450.63,452.42,453.00,457.09,454.56,431.46,437.82,423.24,414.51,399.25,403.58,396.52,409.28,408.81,387.74,389.58,405.53,411.29,422.33,423.34,400.29,458.16,435.46,439.64,450.74,449.61,432.56,370.02,390.25,232.09,199.46,214.62,216.65,239.73,284.53,263.13,289.87,261.75,296.29,303.94,313.28,321.02,288.48,255.05,263.97,156.87,267.79,348.24,296.55,341.95,256.45,251.60,256.74,427.29,245.46,433.03,418.13
2014-07-17 22:21:03.910000,L8,427.87,413.58,382.23,358.76,345.43,389.52,330.60,321.31,320.88,297.42,264.53,255.95,265.40,281.00,295.06,262.13,290.30,299.37,249.56,315.50,343.06,353.45,351.33,294.52,283.21,289.03,309.96,313.17,406.87,391.31,376.26,383.44,362.13,360.96,421.51,392.83,394.59,374.49,291.47,308.89,388.92,370.52,293.33,304.00,283.50,211.46,411.45,433.93,439.34,432.76,454.84,458.30,458.13,460.10,457.61,433.47,439.38,430.04,418.03,416.45,407.80,399.87,413.85,410.95,391.94,392.96,406.68,412.08,424.29,423.79,404.71,465.00,436.44,445.98,452.78,451.63,435.39,451.88,470.55,237.22,202.97,217.17,219.58,241.86,288.02,265.64,297.97,305.32,300.15,304.42,315.28,324.25,293.00,256.70,240.16,333.84,270.49,351.88,248.96,254.83,365.70,431.29,425.77,428.60,422.91,402.85,421.53
2014-08-02 22:20:46.799000,L8,439.57,433.45,390.90,500.51,499.17,503.11,502.69,503.24,500.76,500.99,501.16,486.21,447.83,282.73,301.87,318.70,293.41,299.09,272.37,344.08,353.50,438.15,464.19,466.76,465.77,459.44,461.06,456.85,420.52,427.64,427.87,448.33,456.45,479.42,477.30,459.94,445.75,453.12,432.98,456.97,426.09,485.27,489.11,422.26,312.54,253.66,476.29,474.64,470.49,471.78,468.00,468.68,471.40,469.51,471.89,464.34,469.59,455.22,438.09,430.37,421.47,425.30,423.53,424.82,428.04,434.97,443.27,462.23,479.53,493.16,509.99,515.79,510.55,,,,,,,335.49,204.33,349.93,373.03,336.15,349.46,264.43,333.91,364.71,421.23,461.69,472.67,484.69,497.06,270.59,276.57,204.23,239.55,224.86,222.06,228.70,235.13,225.40,238.40,267.48,511.37,498.21,475.51
2014-08-02 22:21:10.767000,L8,441.33,436.29,391.89,500.75,500.08,503.31,504.12,504.53,502.40,502.12,502.79,486.15,447.01,284.47,301.14,266.08,293.88,298.95,271.88,314.40,352.79,434.74,465.66,466.92,467.11,460.45,461.85,457.07,418.38,425.71,427.10,448.14,456.14,479.83,477.31,460.50,446.38,451.36,429.43,456.06,424.21,482.76,492.98,423.82,319.10,254.21,476.96,475.83,472.97,473.52,468.65,469.64,473.37,470.62,473.54,465.18,468.68,454.91,441.92,432.49,422.83,426.42,425.27,428.59,428.46,435.19,443.80,463.51,480.55,495.50,510.20,516.97,514.39,,,,,,,338.25,205.64,217.48,215.23,239.47,276.35,265.70,322.64,354.97,420.12,432.67,474.30,486.09,498.37,268.51,244.78,257.13,243.65,228.16,224.45,232.65,239.34,229.06,241.10,269.16,511.58,499.88,476.57
2014-08-18 22:20:51.886000,L8,429.50,215.58,380.64,368.00,343.87,375.19,329.35,328.06,323.97,313.63,261.51,258.30,268.77,279.22,302.17,318.68,291.81,301.20,284.90,305.83,337.12,353.27,349.12,299.29,282.54,347.35,307.36,313.01,403.77,415.94,425.36,405.94,361.88,417.43,415.39,393.65,389.80,369.47,361.70,365.38,376.75,365.61,299.31,305.83,281.25,237.89,355.00,421.28,381.16,421.55,374.84,445.83,452.27,452.90,450.07,442.67,437.22,421.87,365.24,368.34,343.75,353.13,373.62,382.11,376.68,364.06,395.10,411.35,418.77,427.05,397.36,488.23,422.41,441.77,456.70,446.44,430.27,446.06,464.87,216.51,196.48,208.26,200.45,228.13,256.97,261.88,289.28,267.25,296.79,304.72,311.01,323.99,321.31,267.76,271.00,151.05,262.46,344.05,277.82,404.96,240.66,340.93,240.14,318.16,334.34,361.93,379.38
2014-08-18 22:21:15.849000,L8,429.98,413.36,382.20,322.67,344.16,340.68,327.51,322.85,320.54,311.28,260.50,256.15,268.45,279.85,299.69,317.90,290.79,297.66,284.53,308.57,336.24,352.92,349.23,296.77,281.49,289.91,306.03,312.12,403.35,414.23,196.66,375.81,213.21,195.11,269.91,278.50,390.79,352.44,210.39,338.98,215.53,208.65,292.77,302.61,281.26,237.82,352.56,385.69,372.20,417.78,375.25,393.35,456.06,453.90,449.80,383.45,380.43,418.39,364.34,367.21,343.62,351.68,370.46,380.52,376.57,359.90,395.41,410.99,415.55,421.38,398.10,406.61,400.08,438.82,447.47,445.92,429.03,422.17,460.46,184.56,197.29,208.84,202.52,228.93,258.63,262.38,292.12,265.51,297.11,303.65,310.48,323.77,291.90,260.65,241.61,152.17,272.05,249.02,277.93,301.20,356.26,241.21,422.76,320.76,333.76,357.88,382.07
2014-09-19 22:20:54.477000,L8,435.18,417.25,384.83,399.85,443.70,447.24,461.06,451.36,431.35,449.50,482.37,450.24,448.89,472.70,463.76,447.20,471.67,457.92,421.75,434.55,451.49,460.75,459.78,464.04,463.47,464.15,472.49,467.09,469.71,472.90,476.62,459.55,461.19,443.38,452.90,440.05,423.90,401.23,390.29,378.82,395.27,374.46,333.79,365.50,488.36,246.54,457.74,458.29,454.78,449.62,459.24,461.36,459.17,458.65,459.07,447.87,439.29,426.53,420.73,413.60,406.26,406.94,408.13,413.09,412.90,418.08,428.61,448.77,466.87,477.80,492.55,500.96,494.96,502.83,499.32,484.13,474.41,476.43,494.21,302.48,265.73,343.52,372.58,341.22,383.25,383.73,388.65,372.23,422.10,423.09,419.36,376.06,384.38,297.04,441.31,501.41,492.67,488.94,491.38,493.62,492.42,490.21,492.62,487.64,485.56,469.11,460.88
2014-09-19 22:21:18.444000,L8,435.67,417.64,384.67,398.16,443.07,448.16,456.45,451.41,390.97,448.84,482.81,452.27,431.11,448.94,463.65,446.48,460.01,457.77,421.20,465.57,451.60,460.35,459.90,463.76,463.63,464.03,472.91,467.51,469.55,472.46,476.97,459.79,461.25,443.19,452.04,439.72,423.32,401.14,391.27,378.50,395.34,374.23,334.57,364.96,487.90,272.81,458.36,458.90,455.30,450.38,459.92,462.55,460.21,459.43,459.67,449.17,440.51,428.29,421.69,414.61,407.19,408.52,408.91,413.97,413.86,418.83,428.87,449.42,467.06,478.82,492.86,501.27,495.45,503.92,499.58,485.07,475.12,476.83,494.91,301.80,265.94,343.38,372.33,341.38,382.98,383.85,388.39,371.92,421.65,422.55,419.57,374.71,383.87,296.76,413.59,501.12,492.91,489.04,491.88,494.17,493.21,490.19,224.59,488.21,485.77,469.16,461.77
2014-10-12 22:27:11.441000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.63,425.59,413.19,402.60,383.07,370.95,358.42,345.48,338.01,332.57,330.97,330.20,325.93,327.21,331.00,340.93,344.81,356.36,364.98,359.02,348.74,357.38,340.57,319.81,309.59,310.93,450.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28 22:27:08.358000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.84,292.61,458.20,451.63,443.97,443.82,442.09,426.02,423.70,425.48,412.50,404.15,384.06,368.84,358.37,346.65,341.29,336.74,336.85,336.35,331.85,332.04,337.43,345.82,350.80,362.00,369.75,360.94,349.64,357.36,337.52,317.35,308.23,311.36,452.63,,,,,,,,,,,,,,,,,262.13,256.81,257.28,260.94,513.27,486.81,503.09,498.37,497.99,484.77,465.14,436.83
2014-11-06 22:21:01.126000,L8,430.51,421.29,385.34,400.17,439.03,450.12,449.68,451.40,428.25,446.04,449.22,443.71,325.76,426.19,436.88,443.97,447.78,432.47,434.29,448.12,440.58,458.29,461.59,457.93,454.55,454.54,467.00,462.07,469.99,453.76,465.37,457.20,453.61,449.54,441.32,431.90,419.07,403.31,396.63,385.63,386.07,366.64,353.44,363.79,485.23,491.36,451.54,452.18,448.38,450.33,459.36,456.67,455.81,459.28,459.78,455.71,446.18,427.09,422.69,413.73,408.77,407.58,408.29,413.91,418.36,418.73,428.86,449.15,460.91,475.79,489.93,500.23,487.71,500.73,495.87,479.84,470.65,473.90,495.11,307.06,256.28,331.39,361.43,339.51,378.41,372.97,382.04,371.18,416.79,404.68,420.90,386.74,380.42,333.61,374.27,260.46,245.75,233.54,233.99,244.72,246.50,243.07,249.58,278.41,481.46,470.54,461.23
2014-12-15 22:27:04.889000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.29,288.95,455.27,448.14,437.76,442.67,440.59,424.70,420.87,418.07,410.27,395.67,381.59,365.32,355.92,344.02,338.61,331.82,337.64,336.32,328.71,329.95,335.24,343.81,346.26,359.49,364.29,358.22,347.78,354.48,335.04,314.42,305.30,306.61,320.89,,,,,,,,,,,,,,,,,270.62,254.80,252.02,253.00,513.04,488.95,497.65,495.91,496.87,482.33,464.34,436.37
2014-12-31 22:26:59.445000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.10,490.81,470.94,463.43,460.80,481.54,440.78,429.86,433.94,432.03,420.63,411.86,407.10,395.41,399.64,393.72,375.07,377.64,392.50,388.32,378.00,369.85,365.65,376.56,394.07,387.49,401.59,393.47,364.03,349.62,328.00,310.08,320.10,331.44,,,,,,,,,,,,,,,,,255.22,237.05,238.35,247.23,239.10,234.15,241.13,514.99,515.34,514.03,501.97,453.75
2015-01-16 22:26:59.157000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.02,294.50,453.63,449.06,440.08,442.96,438.44,424.67,420.67,415.38,409.02,403.97,381.65,366.01,356.43,344.42,339.79,334.29,340.69,343.63,327.11,329.04,338.09,343.40,347.09,360.87,363.79,359.00,348.35,353.71,334.38,314.14,303.25,306.36,321.56,,,,,,,,,,,,,,,,,264.00,251.31,255.37,263.60,514.29,498.56,497.15,495.06,499.47,483.32,462.17,435.14
2015-03-14 22:20:23.206000,L8,437.58,429.00,393.09,431.41,479.80,490.74,486.53,472.41,488.58,480.54,493.21,483.13,482.50,469.87,463.34,458.70,468.32,463.64,468.10,469.23,465.27,472.20,464.34,472.50,467.81,467.88,472.27,470.10,473.77,474.47,470.02,467.03,462.07,455.38,460.10,439.86,425.93,404.03,402.54,402.97,400.16,374.36,348.51,481.70,493.27,244.82,457.49,456.18,452.50,449.27,459.04,458.34,455.80,457.29,458.48,449.73,441.63,428.53,422.69,415.74,409.73,410.79,410.08,416.08,419.92,421.43,430.61,450.87,468.05,477.59,494.37,500.81,495.20,504.51,501.11,482.76,474.05,474.87,493.44,341.82,269.52,359.45,377.32,357.95,389.94,390.83,397.22,390.35,459.10,435.49,434.23,410.29,468.42,478.00,475.88,497.14,231.08,218.63,215.81,147.47,485.44,482.44,488.35,489.64,485.60,473.76,457.76
2015-03-14 22:20:47.169000,L8,438.29,430.38,394.55,431.92,480.09,491.17,487.07,490.26,490.31,481.09,494.57,483.18,476.75,470.82,465.00,461.07,468.11,464.69,469.88,470.44,467.07,481.66,485.59,472.74,468.71,469.45,473.21,471.34,474.30,475.97,472.07,468.39,463.52,456.58,461.58,441.09,426.87,406.14,403.27,403.95,400.83,375.25,349.86,482.65,353.36,245.09,458.67,457.77,454.13,449.99,460.46,460.23,456.64,458.13,459.33,450.76,443.10,429.69,424.47,416.98,411.25,411.86,411.10,416.96,420.94,422.20,431.44,452.15,468.71,479.04,495.25,501.73,496.56,505.40,501.43,483.67,475.21,475.55,495.01,342.34,270.48,360.05,377.75,358.39,390.75,392.16,415.57,409.80,460.73,436.23,433.06,410.47,436.66,478.92,477.15,497.81,494.78,488.21,493.59,495.37,485.96,483.04,490.36,491.26,486.59,474.61,459.28
2015-04-06 22:26:20.815000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.63,497.23,501.70,487.59,459.20,413.97,462.56,,291.91,294.79,458.03,455.64,445.69,442.67,441.12,426.72,424.49,420.34,413.92,398.99,383.39,371.39,358.51,347.52,340.85,336.61,335.21,331.59,326.92,333.38,337.18,347.73,351.54,363.95,370.08,362.69,353.25,358.06,343.31,324.74,310.68,309.48,320.62,,,,,,,,,,,,,,,,,270.40,253.78,252.35,255.63,520.38,500.97,507.40,504.65,500.09,486.79,466.32,436.62
2015-08-21 22:20:33.210000,L8,437.23,424.15,390.50,487.65,488.40,497.79,492.97,494.60,494.67,489.90,495.70,488.01,487.31,479.35,469.55,471.06,477.76,475.45,477.69,481.96,483.06,487.49,491.15,488.29,489.57,478.09,481.08,475.01,484.08,479.56,478.39,471.38,469.87,471.71,471.52,450.17,433.51,407.98,396.52,400.47,392.16,398.49,361.12,488.35,501.17,500.57,460.13,461.29,459.89,451.83,457.35,461.35,456.43,458.45,458.83,450.81,444.74,430.47,427.71,422.97,416.21,413.48,415.19,414.05,422.05,419.53,432.69,452.31,472.26,484.48,497.22,507.03,502.72,506.75,509.14,494.89,485.31,485.39,492.76,318.89,277.08,360.65,378.29,421.79,401.03,394.63,419.39,435.94,466.10,471.62,469.97,480.59,485.37,489.39,484.20,504.78,498.84,494.97,494.80,492.92,485.89,486.05,496.62,492.77,489.22,470.34,455.44
2015-08-21 22:20:57.178000,L8,438.27,427.55,392.05,489.16,489.01,499.48,495.40,495.84,496.18,494.25,497.50,489.29,487.11,482.01,471.29,470.65,484.43,476.81,478.58,482.98,482.72,487.95,490.75,489.78,490.52,481.37,483.39,477.96,488.29,483.18,479.84,475.82,473.64,473.53,473.87,454.40,437.60,410.35,399.72,403.36,439.95,399.04,366.52,490.94,341.20,273.23,462.23,463.13,460.68,454.39,459.90,463.08,459.10,461.40,461.66,452.68,445.95,434.43,429.36,425.27,417.59,415.11,418.84,415.69,423.87,421.63,436.16,455.00,476.10,486.91,500.38,510.05,506.12,508.41,511.34,495.26,490.19,485.54,495.76,317.47,279.91,362.37,379.35,422.38,403.85,397.05,420.11,436.93,468.70,473.74,475.07,482.82,487.20,490.52,489.75,266.92,250.51,232.74,228.10,238.72,243.63,237.23,243.62,273.44,493.11,472.00,458.33
2015-09-29 22:26:59.056000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.65,308.22,311.42,306.88,300.37,311.48,310.87,321.30,314.08,298.43,312.13,291.93,282.55,287.38,296.60,439.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08 22:20:48.527000,L8,433.47,416.53,381.69,489.60,495.99,497.19,494.04,501.71,494.91,491.43,497.21,496.97,489.87,473.42,472.75,473.94,478.26,472.13,474.04,494.39,483.81,488.24,486.41,486.44,488.30,490.82,478.66,472.25,474.95,477.57,475.75,481.57,479.42,479.11,468.24,455.58,460.56,415.38,420.38,413.28,419.51,419.43,411.72,493.59,511.28,,517.99,,,,,,514.50,496.78,476.34,463.99,453.38,449.54,441.90,436.08,452.05,444.14,433.18,439.67,443.26,459.68,505.68,,,,520.40,515.34,496.22,494.39,509.07,487.86,479.42,483.66,502.95,330.99,277.16,355.09,372.80,368.12,396.94,390.70,392.04,449.80,469.17,481.83,473.87,452.59,487.10,488.89,483.28,,,,,490.73,487.87,495.91,500.22,495.61,495.15,477.98,
2015-10-24 22:20:52.499000,L8,437.54,417.40,390.01,412.59,440.19,452.76,455.74,451.59,390.81,450.22,448.98,448.26,446.26,461.81,340.15,446.91,449.56,451.83,445.69,457.72,449.49,461.97,461.95,461.20,458.57,461.77,468.51,464.51,468.83,463.14,467.95,462.43,457.57,459.75,449.50,435.82,420.07,404.32,397.30,398.16,411.08,406.07,368.71,363.25,486.04,488.58,454.99,453.89,448.82,448.35,451.05,454.38,453.67,456.69,453.85,449.93,440.58,424.03,422.68,413.49,409.37,412.38,415.00,416.45,422.89,418.72,426.91,449.64,463.65,475.69,493.04,499.85,485.33,491.79,489.90,479.02,475.78,480.49,499.97,332.12,239.39,340.53,367.20,289.12,380.25,383.60,382.12,373.24,418.62,419.48,418.88,396.38,387.80,396.15,411.72,490.02,484.74,479.53,479.60,236.61,470.96,474.81,481.53,480.38,477.09,465.43,451.51
2015-10-24 22:21:16.466000,L8,437.59,417.25,389.98,414.82,439.74,453.99,456.72,452.06,392.20,450.70,449.81,450.29,336.90,462.37,446.09,447.26,450.66,455.46,458.88,459.70,449.03,462.72,462.53,461.40,459.52,461.81,469.42,465.44,469.98,464.80,469.34,463.44,458.67,462.48,449.75,436.72,420.27,405.50,399.53,399.60,412.33,407.29,368.81,465.60,486.27,490.57,456.63,455.47,450.35,449.66,452.14,455.39,455.07,457.63,455.56,452.01,442.57,425.10,424.09,415.15,411.42,414.08,416.71,418.19,425.03,420.45,428.44,451.36,465.13,477.30,494.28,500.91,486.05,493.77,491.92,480.50,477.13,481.85,501.14,331.21,238.28,342.43,369.13,346.58,381.58,385.43,383.58,373.43,419.61,419.27,419.67,399.00,389.21,308.64,446.78,492.29,486.16,480.93,480.96,480.38,471.43,475.64,482.23,481.43,478.89,467.36,452.83
2015-10-31 22:27:04.990000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.62,353.45,337.46,330.74,329.39,326.22,325.40,319.50,321.73,325.66,337.76,340.27,350.54,298.10,334.61,220.02,251.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19 22:27:03.476000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.33,443.68,434.85,434.38,430.30,418.10,411.56,408.17,402.05,390.78,366.26,360.31,352.29,339.25,333.89,331.61,330.80,326.02,319.00,325.79,328.24,341.22,342.96,355.58,358.85,347.57,338.97,338.06,327.05,310.50,297.21,301.98,314.41,,,,,,,,,,,,,,,,,,,,,,,,490.77,490.59,479.14,459.66,424.40
2016-03-16 22:20:36.438000,L8,437.43,419.44,393.51,435.79,480.57,491.66,485.95,484.62,486.56,479.69,493.55,480.17,483.81,467.67,467.28,450.18,470.74,463.04,470.34,468.35,466.84,475.14,470.39,475.27,465.68,462.43,467.75,470.92,475.22,477.24,471.89,466.88,462.51,457.87,465.17,443.42,424.75,411.72,408.54,405.22,405.01,411.65,365.75,481.44,489.40,253.05,458.09,458.44,454.44,452.05,455.26,456.05,455.31,456.35,457.92,449.23,442.14,425.79,422.71,417.18,409.00,410.73,408.72,412.15,415.09,418.82,429.77,451.08,468.16,484.49,498.03,498.68,485.39,490.17,496.73,480.42,473.72,472.47,491.51,333.36,289.88,354.61,376.73,366.42,390.70,388.48,416.87,432.65,462.75,451.34,458.69,424.64,476.07,479.61,477.37,252.83,243.50,230.75,224.93,235.35,240.31,231.18,242.36,269.52,486.18,474.16,454.51
2016-04-08 22:26:35.612000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.86,509.94,499.44,495.78,460.24,428.42,467.90,,284.20,290.74,459.91,455.77,447.10,444.34,436.13,428.13,423.77,417.32,412.54,402.58,383.61,370.23,365.36,349.82,341.73,339.21,336.78,331.08,327.85,333.40,339.22,348.09,352.70,363.18,370.75,362.46,349.18,348.53,342.13,328.12,312.70,460.58,472.01,,,,,,,,,,,,,,,,,275.16,258.62,255.50,258.73,514.03,490.57,499.35,498.21,497.49,487.27,470.05,435.09
2016-05-03 22:20:25.006000,L8,437.15,421.93,397.32,385.86,430.74,439.01,434.23,444.43,388.26,448.16,404.85,413.64,389.21,257.80,246.06,267.73,366.78,383.69,368.41,388.99,360.35,368.70,350.34,288.11,374.66,354.90,419.14,439.36,407.97,434.76,256.20,280.85,248.42,440.10,421.96,400.87,350.37,308.55,309.25,306.73,273.97,257.96,215.93,184.46,186.38,199.18,452.06,455.03,452.04,445.80,453.31,453.23,453.51,454.50,454.43,445.00,435.57,421.16,420.93,414.23,409.04,406.57,406.21,403.20,408.44,410.83,419.18,444.07,458.54,466.97,485.18,491.64,476.86,485.07,489.67,479.06,474.32,470.27,491.69,331.31,297.25,352.73,378.71,346.77,385.50,386.90,369.28,363.59,359.36,364.47,413.17,381.55,377.48,274.89,256.96,150.56,448.30,160.40,445.63,403.44,410.18,447.74,452.16,474.03,476.51,464.22,449.25
2016-06-11 22:26:39.882000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.44,402.21,383.86,376.83,366.58,350.89,349.31,342.07,342.97,342.53,331.33,333.40,337.36,342.85,352.08,364.19,367.29,399.79,344.41,366.37,289.05,301.39,322.10,313.76,314.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
