dates,satname,nzd0483-0000,nzd0483-0001,nzd0483-0002
1999-08-26 22:07:08.722000,L7,287.71,400.67,426.04
1999-08-26 22:07:32.686000,L7,331.80,408.58,432.14
1999-10-13 22:07:12.582000,L7,333.34,324.36,308.73
1999-11-30 22:06:59.059000,L7,307.39,246.21,278.65
1999-12-16 22:07:09.748000,L7,272.22,250.54,263.21
1999-12-16 22:07:33.708000,L7,243.51,315.75,194.87
2000-05-08 22:06:20.956000,L7,363.07,362.48,366.37
2000-05-08 22:06:44.900000,L7,366.84,367.38,369.45
2000-06-25 22:05:55.844000,L7,373.65,354.64,374.45
2000-06-25 22:06:19.852000,L7,178.58,348.74,371.70
2000-07-27 22:05:24.302000,L7,357.36,351.44,365.50
2000-07-27 22:05:48.258000,L7,368.32,357.74,370.58
2000-08-12 22:05:17.927000,L7,370.21,374.15,370.23
2000-08-12 22:05:41.803000,L7,369.23,373.34,368.27
2000-09-20 22:10:50.972000,L7,325.84,329.22,326.52
2000-12-18 22:04:37.758000,L7,343.61,349.92,354.46
2000-12-18 22:05:01.704000,L7,344.94,352.45,355.59
2001-01-03 22:04:36.218000,L7,358.92,338.36,346.33
2001-01-03 22:05:00.181000,L7,354.78,335.89,293.18
2001-02-20 22:04:36.568000,L7,335.79,331.53,291.00
2001-02-20 22:05:00.525000,L7,340.83,373.02,380.23
2001-07-14 22:03:33.580000,L7,358.35,333.49,298.31
2001-07-14 22:03:57.537000,L7,,325.33,240.10
2001-08-15 22:03:02.378000,L7,227.40,338.30,288.75
2001-08-15 22:03:26.328000,L7,330.24,327.20,251.55
2001-11-03 22:02:34.745000,L7,348.74,384.65,393.95
2001-11-03 22:02:58.699000,L7,344.24,363.56,378.46
2002-03-11 22:03:07.402000,L7,344.74,351.37,316.48
2002-03-11 22:03:31.366000,L7,337.69,347.99,298.23
2002-04-12 22:03:01.345000,L7,,321.98,223.58
2002-04-12 22:03:25.302000,L7,232.40,322.81,420.35
2002-05-14 22:02:55.455000,L7,357.18,367.21,371.33
2002-05-14 22:03:19.418000,L7,376.66,387.04,395.56
2002-05-30 22:02:49.483000,L7,369.79,416.87,373.55
2002-05-30 22:03:13.672000,L7,369.88,413.94,372.23
2002-06-15 22:02:43.613000,L7,375.36,378.95,389.34
2002-06-15 22:03:07.576000,L7,370.04,376.97,385.46
2002-08-18 22:02:21.439000,L7,343.64,377.12,415.89
2002-11-22 22:02:21.568000,L7,395.72,433.43,
2002-11-22 22:02:45.529000,L7,400.55,429.43,
2002-12-08 22:02:27.564000,L7,,236.63,200.93
2002-12-08 22:02:51.522000,L7,362.92,365.31,291.07
2002-12-24 22:02:33.044000,L7,364.02,339.60,298.04
2002-12-24 22:02:57.022000,L7,356.11,333.44,293.15
