dates,satname,nzd0033-0000,nzd0033-0001,nzd0033-0002,nzd0033-0003,nzd0033-0004,nzd0033-0005,nzd0033-0006,nzd0033-0007,nzd0033-0008,nzd0033-0009,nzd0033-0010,nzd0033-0011,nzd0033-0012,nzd0033-0013,nzd0033-0014,nzd0033-0015,nzd0033-0016,nzd0033-0017,nzd0033-0018,nzd0033-0019,nzd0033-0020,nzd0033-0021,nzd0033-0022,nzd0033-0023,nzd0033-0024,nzd0033-0025,nzd0033-0026,nzd0033-0027,nzd0033-0028,nzd0033-0029,nzd0033-0030,nzd0033-0031,nzd0033-0032,nzd0033-0042,nzd0033-0043,nzd0033-0044,nzd0033-0045,nzd0033-0046,nzd0033-0047,nzd0033-0048,nzd0033-0049,nzd0033-0050,nzd0033-0051,nzd0033-0052,nzd0033-0053,nzd0033-0054,nzd0033-0055,nzd0033-0056,nzd0033-0057,nzd0033-0058,nzd0033-0059,nzd0033-0060,nzd0033-0061,nzd0033-0062,nzd0033-0063,nzd0033-0064,nzd0033-0065,nzd0033-0066,nzd0033-0067,nzd0033-0068,nzd0033-0069,nzd0033-0070,nzd0033-0071,nzd0033-0072,nzd0033-0073,nzd0033-0074,nzd0033-0075,nzd0033-0076,nzd0033-0077,nzd0033-0078,nzd0033-0079,nzd0033-0080,nzd0033-0081,nzd0033-0082,nzd0033-0083,nzd0033-0084,nzd0033-0085,nzd0033-0086,nzd0033-0087,nzd0033-0088,nzd0033-0089,nzd0033-0090,nzd0033-0091,nzd0033-0092,nzd0033-0093,nzd0033-0094,nzd0033-0095,nzd0033-0033,nzd0033-0034,nzd0033-0035,nzd0033-0036,nzd0033-0037,nzd0033-0038,nzd0033-0039,nzd0033-0040,nzd0033-0041
1999-10-04 22:10:38.131000,L7,531.81,307.39,512.37,507.82,425.31,353.61,337.45,323.63,322.37,315.94,325.61,314.83,316.77,312.34,344.21,333.45,286.89,294.98,269.19,338.16,351.19,298.85,335.54,327.85,472.54,243.63,231.30,264.27,261.58,269.60,211.77,194.37,211.25,515.24,214.21,260.90,369.14,253.34,330.86,320.69,320.40,353.41,465.05,457.32,450.54,431.92,325.29,328.99,316.93,297.29,291.01,417.71,342.13,323.86,248.53,284.13,309.61,248.66,249.81,504.25,509.96,455.59,468.63,455.66,455.63,491.87,513.71,511.98,517.83,428.65,294.74,424.17,372.56,351.84,182.53,276.95,226.29,368.45,336.02,199.51,202.02,201.62,201.61,200.43,199.24,197.24,199.18,,,,,,,,,
2000-02-09 22:10:19.398000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.97,518.53,530.50,,,,,,,517.63,,,,,,,,,
2000-09-04 22:08:22.800000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.21,480.53,,,,473.96,458.35,459.03,443.77,430.18,,,,,,,,,501.25,493.09,496.54,481.70,482.42,,,,,,506.66,517.12,,,,,,,,,,,
2002-01-29 22:06:21.478000,L7,,,,182.28,198.29,206.04,245.11,422.08,383.00,368.56,314.57,336.78,345.84,372.59,386.93,192.21,,521.80,363.33,336.89,209.70,229.67,282.22,289.26,323.40,285.78,304.36,315.06,428.86,534.02,482.81,502.82,239.41,472.02,454.06,419.97,309.19,425.12,379.43,439.78,335.31,411.53,481.04,563.62,216.62,225.98,228.46,222.88,226.08,209.10,218.34,215.70,218.69,206.65,213.88,228.43,257.08,200.40,,,,262.83,420.06,203.32,193.33,,,190.57,346.40,365.46,321.31,337.69,202.18,204.63,198.23,268.13,256.38,262.68,265.87,260.68,264.49,269.24,261.41,260.06,259.12,270.88,265.19,244.73,315.94,473.02,497.96,478.90,478.30,368.68,,413.79
2002-07-24 22:05:50.655000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.30,257.75,264.32,252.13,269.14,,264.40,244.26,257.12,,,,,,,,,279.46,291.73,311.12,,,265.27,287.50,287.37,289.27,281.50,,,,,,,287.78,289.22,279.05,,,,,253.89,228.43,268.05,265.00,,,,,,,,,,,214.74,215.85,218.66,207.73,214.34,211.85,227.09,229.59,244.78
2002-11-13 22:05:30.425000,L7,,268.61,284.38,234.03,404.10,397.54,433.94,393.14,472.09,,487.92,521.42,387.20,393.31,410.81,407.55,395.18,393.04,,502.94,533.16,530.18,278.11,240.59,251.75,480.49,479.02,264.59,,,481.96,491.26,507.51,447.94,458.74,470.07,282.58,459.58,414.74,417.49,,439.47,492.03,383.80,509.21,444.54,,,,,,,301.09,278.06,499.91,496.42,,,,513.27,414.30,421.50,462.19,493.61,507.19,476.95,460.17,339.40,308.86,465.42,,,,336.21,327.15,538.48,418.90,435.23,450.15,491.07,400.37,507.92,479.81,521.67,560.03,523.28,466.72,,,493.12,403.45,390.88,291.40,300.29,435.98,465.18
2002-12-31 22:05:56.221000,L7,419.87,462.13,488.26,491.70,494.95,434.18,431.11,439.19,453.08,543.05,238.02,560.86,542.51,519.93,247.91,244.34,230.67,462.34,460.81,459.59,439.55,457.28,441.36,369.14,359.32,237.55,237.93,247.37,265.51,263.42,261.19,312.79,280.45,234.57,244.34,248.08,305.88,296.74,291.77,320.56,271.42,436.53,441.78,433.72,302.57,478.95,331.74,287.65,301.38,420.37,508.29,441.09,406.99,408.49,375.11,426.37,442.59,447.75,462.92,475.21,406.94,431.87,440.11,434.28,534.28,543.06,538.55,485.33,,,,444.24,408.92,366.95,211.32,219.22,269.27,254.94,326.76,420.96,436.56,418.70,,347.21,368.44,430.71,256.14,316.18,329.63,349.53,400.67,413.94,429.32,432.60,444.08,450.94
2003-01-16 22:06:02.914000,L7,218.27,221.58,223.95,221.19,228.58,223.33,234.16,225.82,227.51,227.40,215.89,230.34,227.60,222.20,297.96,310.77,309.52,229.41,235.74,228.62,227.76,231.82,240.22,235.13,272.21,234.09,263.81,281.66,292.27,293.35,293.75,240.48,357.68,363.85,368.31,440.44,435.39,276.73,293.84,285.98,287.90,284.97,513.54,382.88,327.87,389.66,291.65,267.36,446.18,458.30,499.86,528.75,518.87,512.54,489.50,457.38,338.58,231.92,292.38,317.73,432.38,431.85,432.54,320.98,336.77,324.30,398.40,423.20,355.97,360.01,299.00,338.77,309.56,252.78,303.86,324.14,376.00,372.59,353.10,357.49,344.87,326.42,320.92,326.33,318.65,289.40,302.15,355.25,309.03,442.11,521.44,546.28,272.82,280.71,291.27,277.06
2003-12-26 21:56:18.593000,L5,260.62,232.50,218.07,213.28,210.75,211.67,207.33,216.00,232.63,240.27,232.95,238.86,236.60,237.97,236.64,220.98,228.61,231.49,236.24,225.13,230.76,230.69,227.95,245.80,237.01,237.16,236.84,232.24,244.98,253.68,246.89,244.48,249.75,262.55,251.06,237.09,222.92,224.39,227.81,230.25,235.14,241.01,257.83,264.01,256.94,252.10,254.78,249.76,249.17,245.03,243.87,249.42,237.57,237.28,231.84,231.15,228.28,231.22,229.18,238.29,261.72,264.53,256.00,252.43,262.39,253.53,260.45,266.61,256.08,261.21,257.28,247.84,237.30,239.91,242.57,251.55,269.20,288.30,289.85,272.58,259.91,265.01,279.32,267.29,240.09,244.20,240.39,240.38,240.79,245.13,240.67,239.37,246.86,258.26,257.88,253.74
2004-04-16 21:57:19.749000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.21,267.85,304.74,274.91,,,,,185.52,183.71,188.91,185.83,182.96,183.31,181.66,174.54,,,,,,,,,,,,,,,,,,,184.77,195.42,203.33,192.92,197.37,194.85,190.91,196.92,192.09,192.99,192.91,200.21,196.52,196.46,198.77,198.56,195.88,193.96,196.12,181.31,,,,,,176.15,181.60,189.35,188.14
2004-05-18 21:58:14.785000,L5,205.50,213.44,214.69,211.01,216.14,222.24,218.73,223.48,222.07,218.24,221.77,223.82,221.69,207.92,209.71,208.33,209.95,220.93,228.16,221.96,226.81,226.07,218.70,217.43,214.47,215.72,226.95,217.93,220.97,218.30,222.29,226.08,221.61,230.87,225.88,228.68,224.80,232.34,232.82,233.03,228.02,236.14,237.23,235.76,241.34,232.51,224.12,232.82,232.77,213.92,221.09,218.14,224.14,226.04,230.23,238.75,225.31,231.14,235.36,232.35,238.89,240.83,233.78,241.06,232.93,216.60,228.17,235.67,244.03,256.10,249.41,248.77,248.79,247.75,252.37,252.88,262.36,257.28,255.55,253.38,246.19,249.60,258.23,254.13,246.37,248.89,250.34,233.48,234.53,231.21,221.08,229.39,224.15,229.86,229.78,227.69
2004-08-06 22:00:22.463000,L5,,,,,,,,206.33,200.04,192.19,187.23,191.29,203.17,188.35,185.76,,,,,,,,,,,,,,177.22,192.66,283.74,274.92,256.26,191.51,185.80,,,,,,,177.54,188.82,185.82,197.03,187.01,188.87,177.90,,,,,,,,,,,,,,,,,,,,186.50,191.62,191.21,194.19,199.62,199.81,193.45,203.14,198.28,203.73,206.12,199.83,198.83,201.62,200.42,188.37,193.10,179.88,183.59,177.41,178.67,,,,,189.18,190.97,190.52,191.89
2005-01-13 22:03:41.143000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,186.52,189.24,186.44,185.75,185.25,182.55,185.73,194.22,196.46,196.52,190.57,191.61,190.22,180.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.26,203.77,203.57,208.53,195.17,190.81,190.07,191.81,185.12,188.14,182.89,181.62,196.28,201.34,200.97,204.49,202.71,200.02,193.54,191.48,183.43,,,,,,,,186.39
2005-02-14 22:04:09.465000,L5,,,,187.00,185.88,187.11,187.25,189.01,187.91,185.07,184.13,,,,,,,173.48,189.79,192.45,188.63,191.55,192.25,190.93,193.55,178.86,,,,,,,176.70,,,,,,,186.39,192.33,195.12,204.01,203.85,211.35,207.27,197.17,182.83,,,,,,,173.03,191.97,189.81,188.88,191.24,192.79,197.62,198.80,199.32,183.32,,,,182.50,193.27,196.82,208.09,213.06,207.75,206.72,206.91,208.60,203.96,205.74,198.08,191.31,192.19,197.85,188.83,191.42,185.99,183.83,190.60,189.09,191.38,188.85,182.23,182.08,193.64,201.48,195.05,
2005-03-02 22:04:24.338000,L5,,,,,175.68,185.25,184.14,187.67,183.34,183.34,185.94,185.44,,,,,,,,179.40,186.62,188.75,193.10,186.78,188.92,181.86,188.03,,,,,,,188.99,183.19,,,,,,179.65,194.85,197.07,203.53,203.22,202.81,197.80,190.03,183.09,,,,,,,181.14,183.88,186.91,192.39,196.31,194.23,198.73,199.12,202.56,173.55,,,186.56,194.90,199.13,197.82,196.78,204.26,201.64,206.63,209.48,205.86,201.87,202.15,203.87,195.63,194.08,188.74,190.69,191.14,185.33,181.13,,,,,181.99,191.61,194.78,193.92,193.75
2005-04-03 22:04:40.528000,L5,,,,,,,177.46,179.05,181.30,185.77,185.20,188.80,185.45,188.41,188.31,181.35,,,,,,,,188.43,191.28,189.96,193.15,190.01,188.81,187.94,186.61,185.34,186.23,198.69,198.24,199.08,197.76,189.90,186.14,186.31,185.52,193.34,192.97,201.14,197.25,206.75,202.06,196.43,193.17,184.00,187.23,183.69,180.98,,179.50,186.56,183.84,183.71,187.48,187.04,197.08,204.51,201.98,205.99,189.65,,176.44,198.78,207.29,202.91,204.81,207.38,201.85,203.55,203.83,205.48,208.53,210.63,215.70,215.43,,,,,,,,185.91,186.54,181.12,175.39,178.10,187.92,196.68,199.02,203.89
2005-04-19 22:04:43.597000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.68,192.75,190.27,192.19,195.99,203.55,203.05,194.16,193.73,186.75,,,,,,,183.97,192.21,184.22,190.69,189.33,192.19,200.31,190.69,183.86,195.22,192.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-06 22:05:05.724000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.62,186.86,180.72,177.28,,,,183.12,186.19,188.76,196.07,191.49,189.73,188.04,182.39,175.68,,,,,,,,,,190.71,187.13,185.50,196.15,196.68,190.08,182.83,,,186.64,193.75,287.33,292.13,199.50,197.92,191.93,200.24,197.43,201.64,196.72,205.92,200.86,200.39,201.61,190.98,195.54,190.12,183.54,184.60,,,,,,175.72,186.10,181.64,185.38
2005-08-25 22:05:41.221000,L5,221.65,237.97,236.48,215.33,204.22,209.06,222.33,215.53,233.14,248.08,231.03,233.63,240.13,217.93,256.54,243.05,257.38,260.78,248.33,223.68,214.90,220.84,236.70,232.30,203.88,206.80,213.85,215.89,240.87,207.50,215.29,244.34,234.95,237.41,242.74,238.02,244.19,231.33,228.89,233.58,224.15,229.33,261.04,260.81,247.46,233.28,217.78,231.03,257.06,197.62,209.49,210.84,238.95,202.05,228.23,250.18,220.57,225.32,230.15,221.37,237.11,226.44,244.81,247.98,208.98,176.23,256.28,233.22,238.95,239.08,268.55,268.40,268.69,267.46,246.61,249.22,248.21,248.93,240.47,243.33,233.54,244.24,236.90,254.45,249.39,266.78,272.03,210.63,220.13,214.53,219.40,248.05,248.32,236.61,220.06,214.02
2005-09-26 22:05:42.687000,L5,,,,,,,181.72,181.89,188.13,191.22,186.89,192.19,188.69,183.92,176.86,,,,,,,181.75,181.57,180.36,184.05,185.48,187.30,184.95,184.81,,,,,,,,,,,,,,,,,,,,,,,,,,180.13,183.99,180.15,185.81,188.31,192.50,195.02,200.51,198.66,199.62,188.00,,,189.15,201.58,200.17,199.29,199.04,201.70,201.31,206.61,210.14,202.66,209.64,177.27,,173.20,210.80,199.15,195.07,196.53,192.14,,,,,,,,,,
2005-11-13 22:05:57.059000,L5,199.03,212.36,212.09,214.64,221.12,234.86,229.09,226.76,213.57,205.61,229.97,228.23,231.98,234.38,225.33,221.23,227.25,231.38,237.69,236.45,242.82,236.66,229.55,204.82,210.50,212.08,207.45,203.50,205.46,217.63,254.24,239.66,236.80,208.70,205.93,208.35,211.85,235.22,239.04,240.43,237.68,247.78,262.90,262.22,248.52,246.82,331.36,249.35,223.62,226.78,216.01,225.37,229.18,237.46,241.20,240.40,232.05,229.10,224.18,220.99,214.20,220.48,230.82,233.65,233.63,196.76,204.18,217.10,237.34,249.47,240.64,234.47,230.33,234.62,239.92,256.98,246.80,246.28,504.42,530.02,,,,,,445.62,353.10,229.94,238.58,246.14,228.21,222.25,214.57,212.98,214.89,210.54
2006-02-17 22:08:11.136000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.25,192.66,202.85,229.42,199.60,188.11,201.63,207.00,203.89,201.09,200.87,195.77,199.93,201.21,195.05,187.07,186.57,183.62,177.47,,180.63,181.48,180.18,183.93,188.64,187.88,182.97,187.43,186.06,188.41,191.86,191.62,191.26,178.72,,,,,,,,,,,,,,,,,,,,,,,191.95,186.42,185.18,179.40,,183.33,186.44,186.28,194.94
2006-04-06 22:09:08.139000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.21,191.74,188.71,190.72,188.34,187.35,181.40,178.56,,,,,,,,,,,,,,,,,,,,,182.15,190.14,196.97,194.72,197.77,195.89,194.30,197.55,196.65,197.06,196.70,196.53,196.73,196.71,195.58,192.54,191.57,189.17,187.33,185.56,,,,,,,,,
2006-06-25 22:10:20.606000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.83,240.20,188.97,187.70,193.75,202.34,196.09,215.69,232.14,217.77,218.39,225.57,230.26,217.62,213.93,209.48,186.45,186.96,196.47,210.94,211.57,245.54,209.16,215.85,206.58,208.05,202.60,208.69,185.02,217.15,225.91,207.15,202.68,184.31,189.54,203.87,203.66,207.78,202.91,199.03,202.54,202.07,208.44,186.96,186.74,184.06,206.45,243.92,208.52,223.38,201.17,202.62,210.36,198.84,,,,,184.64,215.14,197.54,181.18,189.53
2006-08-12 22:10:59.603000,L5,547.62,537.02,,,,,183.98,186.55,238.96,185.10,180.43,177.81,239.17,258.36,186.39,194.37,184.30,181.30,182.33,187.80,189.44,337.26,183.65,192.16,185.08,179.68,193.74,190.32,204.55,227.42,398.29,398.06,337.42,206.67,189.17,177.32,,,,,,,185.20,190.86,207.74,214.96,221.71,218.49,301.44,213.33,255.65,297.71,451.95,303.75,249.13,207.91,207.51,211.11,271.00,303.82,323.21,340.83,278.67,218.61,207.36,183.53,197.22,242.02,311.23,288.87,301.31,237.23,222.24,227.32,234.27,228.70,234.35,218.03,239.15,291.73,239.02,201.77,209.16,213.23,355.48,250.02,265.31,333.56,338.48,287.52,238.26,203.07,197.05,207.33,236.67,256.53
2006-09-13 22:11:23.474000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.50,190.97,187.56,188.42,189.24,182.04,180.83,184.47,185.91,187.39,190.90,190.98,189.35,191.38,186.43,182.01,,,,,,,,,,,,,,,,,,,195.33,204.85,202.56,196.28,201.67,198.76,199.65,196.75,193.80,198.38,203.85,203.84,201.50,204.95,200.32,203.50,202.74,201.97,186.67,182.00,,,,,,181.90,190.04,193.86,190.01
2006-12-02 22:12:34.352000,L5,261.74,269.12,258.81,257.42,252.68,247.77,252.50,278.23,278.04,274.43,269.54,278.84,330.45,307.80,297.86,262.07,247.43,252.08,248.17,257.04,256.91,255.14,261.50,254.85,258.20,263.60,291.70,287.27,297.83,346.73,299.41,264.54,284.92,348.78,441.23,453.47,426.48,311.64,300.94,313.08,305.52,311.67,282.92,274.03,274.47,273.56,266.15,265.22,264.01,261.98,257.52,265.10,278.36,302.89,296.57,300.08,426.35,404.63,496.48,339.84,415.42,475.74,446.70,519.40,490.09,,,463.20,446.20,356.67,327.54,333.49,499.07,490.47,486.33,507.00,523.78,511.44,496.99,499.83,480.05,396.82,371.09,357.04,298.96,281.85,271.04,342.60,,,,492.94,457.59,397.43,328.55,333.29
2007-01-03 22:12:49.248000,L5,293.62,278.85,275.17,268.77,271.15,275.18,268.03,260.76,271.46,285.58,278.63,277.66,283.38,284.47,273.84,278.37,281.35,274.65,269.57,265.95,274.78,283.31,281.33,280.65,275.03,273.80,277.30,278.94,277.48,282.12,277.56,286.77,292.94,275.05,273.89,280.32,284.80,280.46,282.86,293.18,305.40,304.74,293.14,293.54,293.82,297.99,300.37,300.54,291.95,280.39,276.81,274.95,286.04,311.66,310.73,311.15,297.36,302.88,292.99,282.57,289.30,288.26,293.64,298.15,288.24,288.18,296.82,303.08,302.33,309.92,312.72,314.07,309.38,294.05,309.50,303.16,299.49,298.25,299.51,299.45,303.73,305.22,305.74,307.18,297.60,294.13,284.79,291.76,288.07,294.77,293.81,291.30,288.61,286.27,281.64,276.64
2007-01-19 22:12:30.924000,L5,,178.56,190.58,188.37,188.12,186.70,187.59,188.00,190.80,186.22,186.56,193.33,182.92,186.37,187.89,183.80,187.25,187.20,190.31,192.77,189.18,189.04,195.48,197.81,185.47,184.99,190.94,189.46,194.58,193.71,194.09,199.49,204.53,186.86,193.20,189.56,190.46,198.18,205.87,211.96,207.57,216.75,215.06,213.71,208.31,195.45,189.92,187.64,183.17,186.82,182.67,186.80,192.09,201.19,213.96,207.50,204.44,200.69,198.15,201.64,201.25,196.81,197.12,208.19,190.28,,189.52,204.27,210.29,223.81,221.72,220.31,223.91,215.80,220.62,217.80,217.07,205.66,207.18,215.61,209.44,209.28,204.11,204.67,207.22,210.35,206.32,201.64,204.20,201.00,196.80,196.85,203.06,194.24,188.93,188.76
2007-10-02 22:10:31.289000,L5,,,,,,,,,,,,,,,,,191.56,179.51,182.88,184.63,186.97,187.00,185.49,,,,,,,,175.40,180.08,183.41,,,182.14,179.35,185.43,183.25,184.53,192.44,192.53,192.35,195.54,194.33,185.69,180.77,182.17,,,,,,,182.08,187.52,183.79,185.39,187.73,184.72,183.58,182.98,187.98,179.54,,,,186.46,200.27,205.61,204.21,207.59,204.99,206.29,204.15,203.66,200.73,196.30,195.29,193.33,194.32,192.87,195.26,192.30,192.08,193.64,191.44,187.01,187.50,180.96,178.30,,,,,
