dates,satname,nzd0436-0000,nzd0436-0001,nzd0436-0002,nzd0436-0003,nzd0436-0004,nzd0436-0005,nzd0436-0006,nzd0436-0007,nzd0436-0008,nzd0436-0009
2002-09-10 22:07:55.438000,L7,272.71,258.66,216.08,242.49,228.39,249.85,260.92,241.10,210.28,
2003-08-11 22:03:03.501000,L5,,,,,,,240.56,245.46,264.77,275.68
2003-08-27 22:03:21.662000,L5,266.34,243.45,247.13,247.73,242.10,170.60,231.96,257.97,255.32,272.24
2003-12-26 21:58:42.145000,L5,,,,,,,234.48,234.22,252.45,249.04
2004-01-18 22:04:57.325000,L5,235.33,213.81,238.59,225.32,244.49,229.79,242.13,245.58,250.27,253.95
2004-02-19 22:05:07.713000,L5,,,,,,,,228.71,238.73,254.76
2004-08-22 22:03:12.259000,L5,,,,,,,,226.20,243.73,262.82
2004-09-30 22:10:21.832000,L5,253.07,,,,,,,238.44,254.88,260.63
2004-10-09 22:04:22.371000,L5,,,,,,,,235.13,176.55,268.09
2004-11-26 22:05:17.306000,L5,245.07,240.70,239.78,237.82,242.91,233.38,237.09,243.57,250.94,270.90
2005-09-10 22:08:07.620000,L5,256.66,223.74,229.05,237.57,237.97,238.20,236.99,243.07,263.49,276.83
2005-11-13 22:08:20.468000,L5,266.61,238.14,232.58,183.43,235.43,231.70,228.72,237.05,254.72,267.15
2006-02-01 22:10:13.684000,L5,,,,,,,227.61,218.52,243.84,257.34
2006-02-08 22:16:33.840000,L5,255.97,241.71,237.67,236.41,237.51,229.89,231.40,239.50,256.37,275.08
2006-03-12 22:17:13.956000,L5,265.96,242.08,246.03,242.17,240.25,233.75,235.08,239.36,257.66,272.76
2006-10-22 22:20:22.725000,L5,256.01,236.05,233.22,235.18,245.39,236.91,236.96,242.80,262.27,280.52
2006-10-31 22:14:17.081000,L5,,,,,231.09,236.20,239.41,242.00,258.49,275.52
2006-12-09 22:20:48.644000,L5,266.80,250.61,251.81,251.50,237.21,231.31,235.74,238.81,256.39,272.49
2007-01-26 22:21:06.903000,L5,250.47,226.97,223.75,220.44,220.29,210.78,222.33,,,
2007-02-04 22:14:57.320000,L5,237.71,,,,225.45,218.57,228.41,240.31,259.07,273.09
2007-02-11 22:21:08.430000,L5,253.59,248.78,251.74,220.06,194.98,216.00,211.31,208.33,165.93,277.47
2007-09-07 22:19:19.580000,L5,264.07,232.43,227.55,235.35,233.37,220.97,,,,
2007-10-02 22:12:54.699000,L5,259.21,238.56,240.45,234.80,244.18,241.02,,,,
2008-12-23 22:04:28.225000,L5,,,,,229.75,222.02,227.74,240.23,265.75,279.76
2010-01-27 22:10:50.221000,L5,252.33,220.11,,,,,,,,
2010-12-13 22:09:49.260000,L5,,,252.11,248.31,245.34,234.91,235.15,210.13,,
2013-05-02 22:27:58.439000,L8,295.23,277.77,274.04,276.23,274.92,267.47,276.83,274.07,285.03,283.98
2013-07-14 22:21:58.456000,L8,294.51,284.93,263.02,274.23,269.60,256.53,265.80,272.23,283.27,283.42
2013-09-16 22:21:57.385000,L8,294.22,278.63,266.33,274.97,271.81,270.93,275.79,273.02,289.22,291.37
2013-09-23 22:28:04.083000,L8,301.73,283.82,276.10,279.08,275.05,274.48,278.31,277.42,297.56,306.57
2013-10-18 22:21:49.490000,L8,287.60,273.98,261.87,270.48,268.23,268.57,264.52,265.98,284.94,272.45
2013-12-21 22:21:27.090000,L8,302.25,281.04,281.53,276.60,274.51,271.66,278.29,280.20,298.06,301.10
2014-02-07 22:20:57.101000,L8,297.48,274.07,273.33,275.15,274.16,269.36,275.92,270.72,290.04,294.42
2014-03-02 22:26:45.220000,L8,304.08,278.76,285.80,275.08,270.77,260.73,279.07,271.33,297.25,278.22
