dates,satname,nzd0087-0000,nzd0087-0001,nzd0087-0002,nzd0087-0003,nzd0087-0004,nzd0087-0005
1999-09-27 22:04:48.949000,L7,266.31,238.64,182.71,,,
2000-10-15 22:01:56.204000,L7,260.21,255.43,186.54,198.59,183.06,232.91
2001-11-03 22:00:10.954000,L7,,535.89,437.36,418.83,259.15,472.43
2002-08-18 21:59:57.690000,L7,192.55,,,,,
2002-09-19 21:59:35.083000,L7,196.14,204.45,191.74,195.67,,534.56
2002-10-21 21:59:36.443000,L7,265.05,257.36,174.73,,,
2004-09-16 21:55:41.721000,L5,191.96,180.83,169.39,203.18,182.97,
2004-10-18 21:56:23.891000,L5,252.40,241.24,259.09,250.31,234.93,278.52
2005-02-23 21:58:31.621000,L5,281.37,271.11,277.78,278.72,254.43,292.64
2005-04-12 21:58:55.193000,L5,268.29,244.75,267.83,269.70,240.92,308.21
2006-04-15 22:03:30.798000,L5,221.49,222.26,224.66,231.30,211.09,240.38
2006-05-17 22:03:57.969000,L5,202.30,202.81,183.09,212.43,196.31,
2009-02-02 21:57:22.411000,L5,194.08,195.43,187.75,210.51,,
2011-09-04 22:00:27.603000,L5,200.48,198.98,183.70,214.69,183.39,
2013-05-20 22:13:50.559000,L8,203.13,208.44,189.23,222.70,209.25,285.41
2013-06-05 22:13:51.261000,L8,187.40,189.22,,,,
2013-06-21 22:13:43.313000,L8,208.58,209.92,192.30,224.90,205.84,292.68
2013-07-07 22:13:48.209000,L8,207.74,212.33,194.76,223.35,207.23,280.78
2013-10-11 22:13:41.596000,L8,204.44,206.74,184.50,222.40,202.07,
2013-11-28 22:13:25.971000,L8,200.60,200.86,177.14,221.14,190.18,
2013-12-14 22:13:21.591000,L8,201.19,203.23,174.78,220.17,192.31,
2014-01-31 22:12:52.806000,L8,201.22,211.19,177.28,222.20,193.60,
2014-04-05 22:11:58.702000,L8,236.92,232.67,232.83,242.03,239.77,279.70
2014-05-23 22:11:18.694000,L8,203.60,207.74,179.77,222.23,198.92,
2014-10-14 22:12:02.705000,L8,208.86,207.74,176.73,223.68,201.40,264.29
2015-01-02 22:11:50.958000,L8,201.72,202.36,173.52,220.48,193.72,
2015-03-07 22:11:30.209000,L8,201.51,207.14,175.09,221.12,190.99,
2015-04-24 22:11:08.401000,L8,255.51,252.22,251.35,263.29,247.92,281.47
2015-07-29 22:11:25.856000,L8,210.55,211.25,179.84,223.79,206.55,287.06
2015-12-20 22:11:57.501000,L8,,196.36,169.05,219.13,187.26,
2016-02-22 22:11:42.580000,L8,204.35,204.83,180.42,223.52,197.12,
2016-03-09 22:11:40.902000,L8,210.47,213.98,181.86,227.07,203.21,270.00
2016-04-26 22:11:21.230000,L8,259.41,250.08,185.98,233.60,211.74,277.36
2016-05-12 22:11:20.683000,L8,207.30,204.91,181.84,225.94,202.26,
2016-06-13 22:11:30.674000,L8,208.47,213.10,179.56,225.49,199.81,285.98
2016-08-16 22:11:53.694000,L8,206.92,203.79,174.90,224.26,200.44,270.29
2016-11-20 22:12:09.409000,L8,208.74,202.81,176.05,225.15,197.85,260.45
2016-12-22 22:12:03.110000,L8,201.68,198.29,173.27,219.63,190.61,
2017-08-03 22:11:47.949000,L8,210.65,210.50,195.68,224.46,202.37,276.13
2017-08-19 22:11:53.133000,L8,210.72,206.52,178.29,225.53,203.83,278.93
2017-09-04 22:11:55.578000,L8,312.93,529.13,452.59,310.62,296.43,300.38
2018-01-10 22:11:54.118000,L8,204.90,205.66,178.45,223.47,197.67,
2018-07-05 22:10:54.795000,L8,214.56,224.32,191.46,232.07,217.34,286.24
2018-09-07 22:11:24.397000,L8,207.31,202.85,173.35,222.95,198.54,
2019-05-21 22:11:27.314000,L8,214.89,215.53,193.16,230.27,206.38,268.79
2019-06-06 22:11:35.277000,L8,216.80,221.05,199.56,233.30,210.13,275.86
