dates,satname,nzd0538-0000,nzd0538-0001,nzd0538-0002,nzd0538-0003,nzd0538-0004,nzd0538-0005,nzd0538-0006,nzd0538-0007,nzd0538-0008,nzd0538-0009,nzd0538-0010,nzd0538-0011,nzd0538-0012,nzd0538-0013,nzd0538-0014,nzd0538-0015,nzd0538-0016,nzd0538-0017,nzd0538-0018,nzd0538-0019
2002-11-29 22:09:01.492000,L7,217.93,228.82,237.50,214.83,186.04,277.15,280.40,282.24,284.39,285.31,266.21,277.53,230.77,263.88,224.84,236.21,224.87,220.70,214.92,206.14
2002-12-24 22:02:57.022000,L7,,,,,,,268.91,269.66,274.23,277.56,248.19,265.07,304.13,288.36,252.56,229.92,216.99,206.70,210.01,198.25
2003-02-01 22:09:21.746000,L7,265.33,279.30,272.90,275.48,283.40,282.40,283.87,169.33,152.49,171.52,298.14,302.62,330.33,302.20,264.59,249.49,228.94,223.97,232.24,263.85
2003-03-21 22:09:27.545000,L7,230.60,190.64,240.64,272.36,274.17,279.51,275.69,287.48,286.19,281.49,286.50,230.02,309.58,293.61,258.67,243.43,230.00,218.05,219.32,212.43
2003-08-13 21:51:32.649000,L5,,,,,133.67,284.76,287.45,308.29,304.42,295.89,289.40,296.72,308.10,289.73,262.06,253.44,252.91,247.26,217.30,178.97
2003-10-07 21:58:35.519000,L5,360.25,323.90,321.19,329.07,339.16,319.75,318.84,331.79,341.25,330.91,325.60,327.17,339.39,347.87,310.67,298.83,298.44,300.44,305.25,271.07
2003-11-17 21:52:57.120000,L5,,,,183.44,226.25,292.51,289.10,316.46,315.76,303.12,197.13,302.47,313.02,303.13,293.51,285.86,288.61,296.16,287.44,261.45
2003-12-26 21:59:30.091000,L5,482.30,327.28,311.26,323.44,335.88,311.40,307.99,328.08,335.10,325.53,321.62,324.89,346.80,353.58,327.31,311.57,314.82,316.98,316.19,276.66
2004-01-20 21:53:24.777000,L5,332.72,306.49,299.25,282.57,315.25,307.53,319.36,331.33,344.22,331.15,328.47,329.90,339.54,338.50,309.48,298.56,310.23,309.03,308.07,279.38
2004-03-31 21:59:59.745000,L5,,,153.54,175.14,211.67,273.66,282.92,292.82,311.10,298.38,310.46,315.62,318.27,314.95,293.07,280.14,279.86,271.32,278.45,249.14
2004-05-02 22:00:57.398000,L5,,,,,,248.33,237.28,262.45,289.42,182.99,272.10,290.82,297.65,288.16,257.53,180.13,,,,
2004-05-18 22:01:26.569000,L5,,,,,,285.42,288.85,301.09,309.40,304.61,300.83,305.92,310.82,303.10,275.25,261.95,273.64,273.19,277.11,236.75
2004-06-12 21:55:59.429000,L5,,,,,,264.01,285.29,302.49,308.28,302.09,299.74,302.54,311.46,274.69,258.72,245.66,257.31,230.27,257.36,
2004-07-30 21:57:15.668000,L5,,,,,,252.85,256.67,263.58,294.28,275.33,272.10,285.73,205.90,267.06,233.73,202.36,170.69,196.42,,
2005-01-13 22:06:52.927000,L5,490.58,323.40,283.38,317.16,338.40,331.96,327.37,336.70,333.34,323.98,321.33,324.41,327.20,332.44,320.42,309.90,313.89,315.13,317.70,291.35
2005-02-07 22:01:03.020000,L5,,,,,284.09,295.26,294.54,318.69,330.21,324.41,323.18,317.73,317.10,332.11,292.76,257.22,,,,
2005-02-14 22:07:21.106000,L5,487.35,359.67,376.61,385.66,396.61,387.54,383.39,395.94,407.01,389.79,382.59,415.62,382.75,501.74,454.89,340.35,353.65,358.27,354.25,336.50
2005-06-15 22:02:10.206000,L5,,,,,,269.77,290.74,308.24,312.50,309.42,302.68,312.46,321.59,299.54,269.96,262.40,266.43,264.31,269.97,243.07
2005-06-22 22:08:22.866000,L5,,,,,219.61,298.47,299.61,309.78,324.27,318.25,317.41,317.07,323.13,308.90,281.96,268.36,270.58,270.67,274.79,248.44
2005-08-09 22:08:46.932000,L5,203.81,223.98,,130.32,289.08,284.57,306.79,317.79,322.78,315.46,306.05,313.40,316.47,308.05,270.60,254.55,261.96,260.58,260.78,232.03
2005-09-10 22:08:55.708000,L5,,,,,204.24,293.60,301.00,306.57,320.74,304.75,297.56,294.13,246.98,299.68,260.49,247.94,248.55,255.80,261.28,231.19
2005-11-06 22:02:46.848000,L5,339.36,308.29,304.34,312.25,330.15,325.17,331.80,350.45,355.03,347.15,343.51,345.24,342.79,340.05,307.48,299.81,299.20,301.45,301.48,276.66
2005-11-13 22:09:08.414000,L5,,,,,309.44,306.57,305.54,311.24,334.89,327.15,332.95,329.59,317.39,329.13,308.52,285.34,289.34,290.40,291.88,267.32
2006-02-17 22:11:22.491000,L5,314.49,283.76,233.98,137.85,215.81,280.44,284.65,314.39,321.62,309.72,309.03,312.48,307.94,310.13,292.13,282.25,283.71,287.36,283.24,263.55
2006-04-15 22:06:18.610000,L5,,,,,,265.23,276.76,286.45,297.56,281.27,286.78,292.45,216.04,250.55,180.61,208.68,200.60,198.43,,
2006-04-22 22:12:36.093000,L5,,,,,,274.79,283.15,300.86,306.33,298.01,292.71,307.04,303.80,297.50,278.96,258.49,269.08,279.22,268.59,238.19
2006-06-25 22:13:31.961000,L5,,,,,,267.36,290.43,306.06,311.42,290.94,296.29,303.81,316.55,306.07,245.45,250.06,246.04,246.79,255.00,
2006-07-27 22:13:58.731000,L5,,,,,157.32,291.45,286.83,307.92,309.44,303.76,285.27,298.16,310.22,313.69,255.68,252.39,242.81,248.51,250.29,
2006-08-05 22:07:55.109000,L5,,,,,142.98,277.29,279.68,297.45,309.11,291.31,283.49,291.39,305.64,303.28,247.61,244.50,232.54,241.66,246.30,169.25
2006-08-28 22:14:23.601000,L5,,,,,140.91,295.93,297.57,311.13,323.87,304.61,296.28,297.91,302.95,302.11,240.34,238.72,214.30,229.79,229.07,178.19
2006-09-13 22:14:35.259000,L5,,,,,208.77,300.88,306.53,315.58,326.29,295.43,275.93,284.67,305.36,308.12,248.51,243.19,256.48,270.52,269.44,186.29
2006-10-08 22:08:40.914000,L5,,,,,,,,,,331.76,330.96,314.07,302.97,314.51,295.14,287.39,278.34,289.94,293.53,268.57
2006-11-25 22:09:07.763000,L5,349.08,318.74,270.31,318.45,158.03,149.89,196.12,189.86,211.62,205.01,163.40,314.52,328.69,335.41,325.06,312.39,311.64,315.45,332.19,249.37
2006-12-11 22:09:16.015000,L5,358.53,335.96,318.52,339.44,350.13,347.75,338.56,350.48,353.17,347.93,342.51,341.58,341.89,354.07,338.69,326.00,324.39,327.53,324.87,305.95
2007-09-09 22:07:45.163000,L5,,,,,147.59,286.78,285.45,301.93,314.32,305.48,293.17,295.42,306.11,318.70,255.47,253.51,243.10,248.77,245.81,167.45
2008-11-14 21:57:52.281000,L5,455.01,323.89,318.95,320.70,338.30,333.39,329.55,341.57,349.82,341.15,335.82,336.67,424.11,438.60,329.11,313.92,311.54,311.90,311.01,289.15
2008-12-23 22:05:16.170000,L5,,,,,207.85,275.36,279.64,313.06,320.54,311.81,310.98,315.83,312.31,315.74,290.36,269.59,277.74,276.11,279.79,246.03
2009-01-17 21:59:44.398000,L5,,,,,,261.76,262.63,306.06,308.98,305.51,310.24,314.84,306.06,313.65,296.60,282.77,287.80,277.74,279.36,251.15
2010-02-05 22:05:29.575000,L5,,,,,209.14,281.02,274.76,310.07,313.38,305.72,310.55,314.12,311.95,317.81,294.89,283.43,287.82,281.68,281.73,246.09
2010-10-26 22:10:38.745000,L5,339.09,314.45,319.74,325.79,342.47,324.21,326.40,338.34,338.20,328.15,321.61,327.08,356.62,356.17,330.15,322.09,318.64,319.19,317.74,272.59
2010-12-22 22:04:29.137000,L5,,,,,203.75,286.33,293.18,310.84,319.98,311.48,314.51,317.64,313.54,320.29,299.39,289.76,287.33,277.85,189.33,
2011-02-08 22:04:35.159000,L5,341.28,306.90,310.32,312.00,334.40,328.85,326.81,347.24,352.02,330.11,323.29,325.83,327.19,330.14,306.25,296.28,301.47,306.15,312.89,281.26
2011-03-12 22:04:31.079000,L5,207.79,169.41,,,,283.41,290.68,309.01,320.74,304.88,303.31,309.49,310.33,313.14,287.60,273.05,277.62,276.67,276.18,246.29
2013-05-11 22:22:42.945000,L8,297.42,282.12,226.81,278.56,295.81,293.85,301.71,316.14,316.84,306.15,302.64,308.50,319.61,302.63,285.98,279.40,279.01,277.47,279.98,231.14
2013-06-05 22:16:38.960000,L8,,,,,,,215.62,250.25,234.46,267.97,275.95,291.79,304.80,280.03,240.14,256.03,258.39,258.54,233.12,185.69
2013-07-07 22:16:35.929000,L8,,,,,160.46,177.09,283.74,302.82,288.17,281.21,277.39,294.68,309.40,283.13,251.06,242.39,230.49,192.16,159.58,171.31
2013-07-23 22:16:34.633000,L8,413.38,294.61,289.48,291.11,314.74,305.95,343.88,350.51,357.50,330.21,304.48,339.77,417.88,341.69,324.46,316.20,314.77,314.25,314.20,263.59
2013-09-25 22:16:28.938000,L8,,,,,285.13,280.56,288.35,296.32,298.89,284.86,279.83,286.82,305.43,288.86,246.31,240.45,258.50,258.82,254.17,184.71
2013-10-02 22:22:40.460000,L8,,,,,262.65,285.54,292.00,304.28,302.74,286.99,286.58,292.52,305.14,293.47,267.91,261.83,261.73,263.55,258.10,192.49
2013-10-18 22:22:37.411000,L8,,,,,,194.43,246.98,233.66,184.38,202.89,260.19,262.36,230.05,259.74,229.22,200.20,229.36,204.31,,
2013-10-27 22:16:19.549000,L8,299.04,262.66,209.75,192.84,242.69,277.48,294.86,316.11,314.40,313.44,305.75,312.94,322.40,311.76,285.55,282.70,281.89,281.15,280.40,242.32
2013-11-03 22:22:32.045000,L8,304.63,279.83,281.27,285.71,308.67,300.63,308.90,320.73,322.72,308.21,307.65,314.59,320.87,311.17,291.06,287.80,286.88,284.70,283.91,241.72
2013-11-12 22:16:19.914000,L8,,,,,283.18,283.50,289.17,305.62,303.59,292.34,291.50,297.79,304.50,297.66,276.61,269.22,269.29,270.33,270.07,220.69
2013-11-19 22:22:25.407000,L8,410.74,282.04,277.35,287.03,304.84,299.61,308.50,319.93,322.78,313.12,319.18,315.27,319.40,314.69,296.10,288.35,295.95,291.86,292.08,251.52
2014-02-23 22:21:32.043000,L8,,,,,285.69,283.64,289.81,303.57,304.70,295.67,292.81,295.14,303.74,293.46,269.94,266.30,266.83,268.37,268.39,221.89
2014-03-11 22:21:19.920000,L8,298.72,280.57,278.49,283.38,297.62,296.92,299.96,315.07,319.93,306.45,303.68,312.26,318.43,307.03,287.08,284.26,283.77,281.86,287.05,246.25
2014-03-20 22:15:01.497000,L8,403.49,283.48,283.36,284.21,297.07,295.59,300.12,315.63,319.76,306.84,304.53,311.71,318.29,308.09,289.88,284.44,285.05,283.00,298.68,249.75
2014-04-21 22:14:29.865000,L8,,,,,163.81,269.13,286.33,300.65,304.25,295.68,290.45,294.49,306.91,290.58,270.79,265.36,265.42,265.02,263.43,218.22
2014-07-17 22:20:39.943000,L8,,,,,,279.61,286.46,298.25,299.02,282.25,273.38,290.98,308.64,280.82,239.38,237.75,240.22,200.14,195.44,183.58
2014-08-02 22:20:46.799000,L8,,,,,161.11,277.50,284.33,298.05,298.88,288.43,274.67,285.49,305.59,277.89,242.40,230.67,228.44,258.07,185.99,168.62
2014-08-18 22:20:51.886000,L8,,,,,159.02,268.31,283.23,295.26,297.20,283.13,268.38,279.48,303.54,276.19,236.99,224.09,206.69,207.60,191.70,168.88
2014-09-19 22:20:54.477000,L8,,,,,158.56,280.63,285.98,297.70,298.97,279.71,269.77,282.33,304.21,283.40,239.78,213.27,246.22,259.97,238.91,165.94
2014-09-28 22:14:44.621000,L8,299.46,277.40,281.88,284.40,298.36,295.31,297.21,314.65,313.15,303.33,296.35,301.41,316.14,307.00,274.98,272.47,269.71,272.87,273.40,229.51
2015-03-14 22:20:23.206000,L8,,,,,137.90,272.01,278.44,298.20,299.30,287.26,286.80,294.15,302.86,292.93,272.76,265.50,267.37,267.73,263.23,219.21
2015-05-01 22:20:00.344000,L8,,,,,160.91,280.80,284.48,297.81,299.99,284.44,284.16,294.20,304.36,286.85,267.05,263.40,264.74,265.76,266.44,214.33
2015-06-27 22:13:58.027000,L8,,,,,161.17,265.30,283.36,298.90,298.57,286.05,283.40,296.90,311.56,283.89,256.54,245.92,244.81,227.36,256.38,182.56
2015-07-04 22:20:14.053000,L8,,,,,159.87,275.52,284.95,294.28,301.59,286.41,281.87,295.35,311.22,278.37,256.26,243.87,257.37,260.61,185.55,185.27
2015-07-29 22:14:13.585000,L8,,,,,135.30,279.09,283.79,294.41,299.19,286.38,281.82,293.46,309.86,284.19,244.53,240.59,259.15,260.08,234.37,182.14
2015-08-21 22:20:33.210000,L8,,,,,160.94,267.02,280.46,294.64,297.77,284.35,274.06,284.15,304.97,279.86,236.87,231.91,223.72,259.05,186.36,166.62
2015-11-18 22:14:44.822000,L8,,,,,282.91,280.17,286.40,303.44,304.79,296.60,294.63,297.21,305.03,298.04,277.76,270.01,272.29,271.37,268.28,220.72
2015-12-20 22:14:45.217000,L8,443.55,346.07,339.40,352.69,354.51,358.88,351.54,356.64,362.10,358.85,358.82,363.51,361.42,358.30,346.11,332.13,330.35,328.02,328.52,304.59
2016-01-05 22:14:40.992000,L8,295.78,278.86,246.79,265.84,295.82,292.84,295.27,314.29,319.36,307.76,306.51,309.26,313.68,308.38,287.47,285.56,286.18,288.30,284.00,250.81
2016-03-16 22:20:36.438000,L8,,,,,166.63,200.73,266.74,301.92,302.79,295.04,292.78,294.51,303.21,293.76,274.86,269.17,270.77,270.91,267.54,222.21
2016-03-25 22:14:20.047000,L8,329.47,346.21,400.07,388.55,365.95,364.05,382.49,433.22,401.19,404.91,397.25,404.37,399.03,406.61,353.39,365.91,365.44,366.30,375.64,377.99
2016-04-17 22:20:21.343000,L8,,,,,,,,,,,171.08,244.98,278.92,267.36,217.41,261.07,263.66,264.13,266.66,206.90
2016-04-26 22:14:08.933000,L8,302.98,286.33,231.87,291.05,299.25,299.14,300.63,315.56,322.06,310.91,305.56,311.26,320.04,308.13,289.02,288.63,287.30,285.16,285.67,252.66
2016-05-03 22:20:25.006000,L8,300.04,280.14,226.46,276.17,296.92,296.36,298.66,313.96,321.64,307.24,303.82,309.83,322.00,307.02,286.65,286.18,285.83,282.46,281.12,250.88
2016-05-12 22:14:08.416000,L8,331.87,329.36,326.39,327.79,339.53,343.72,342.33,352.25,363.18,354.77,358.23,364.59,494.75,434.06,331.03,317.73,312.01,312.05,312.72,264.94
2016-06-04 22:20:28.125000,L8,,,,,163.41,280.83,286.07,299.68,305.02,293.92,292.08,294.20,304.34,279.50,262.24,264.95,264.40,264.68,263.05,193.90
2016-07-06 22:20:41.229000,L8,159.82,245.13,214.90,,163.45,284.47,285.98,306.25,305.15,292.65,288.34,296.91,309.34,285.43,265.71,264.84,265.39,264.96,263.86,195.79
2016-07-15 22:14:34.059000,L8,,,,,158.11,280.03,285.51,298.08,301.42,285.60,277.34,293.19,306.89,278.48,261.93,259.75,261.12,222.57,202.14,192.66
2016-07-31 22:14:37.742000,L8,,,,,164.63,268.93,283.97,296.61,304.47,279.63,274.37,291.30,303.13,279.20,175.07,230.31,205.93,200.68,174.48,163.99
2016-08-16 22:14:41.427000,L8,,,,,163.55,272.45,281.70,301.89,299.63,269.78,268.30,282.09,304.17,276.99,234.44,232.24,233.73,197.43,172.29,168.51
2016-09-01 22:14:48.072000,L8,,,,,288.47,282.14,282.22,297.90,296.60,279.51,275.81,286.61,304.64,281.84,246.36,238.44,261.30,259.98,234.11,183.23
2016-09-08 22:21:00.541000,L8,292.33,254.23,212.81,,289.82,286.41,287.09,305.40,302.21,293.78,279.80,290.57,308.28,287.47,263.79,260.75,263.50,261.12,257.79,188.92
2016-11-27 22:21:07.723000,L8,,,,,,281.86,271.08,302.16,296.34,283.55,287.42,291.39,254.44,230.63,241.38,233.15,270.51,264.90,262.45,202.01
2017-01-30 22:20:50.623000,L8,,,,,,264.27,259.31,300.56,303.92,294.36,294.28,295.69,305.94,294.50,270.80,263.32,269.38,268.25,269.23,221.63
2017-02-08 22:14:34.654000,L8,297.90,277.20,275.98,278.05,293.86,296.41,294.66,314.03,315.96,304.35,304.58,306.88,311.40,305.51,282.43,275.75,283.02,282.57,280.39,264.13
2017-04-04 22:20:20.280000,L8,,,,,,277.28,268.32,295.10,303.12,282.06,289.56,293.39,301.25,285.27,267.29,264.14,269.63,267.69,262.71,196.41
2017-04-20 22:20:11.117000,L8,,,,,,279.08,283.22,298.29,300.69,287.27,290.71,294.29,301.94,286.27,269.63,265.74,266.68,266.01,262.01,194.76
2017-05-06 22:20:07.089000,L8,,,,,164.28,281.90,284.46,304.11,303.84,294.04,293.44,296.08,303.28,285.31,268.76,266.07,268.23,267.61,267.40,199.60
2017-06-23 22:20:32.508000,L8,,,,,,145.54,272.79,289.99,269.93,249.08,273.09,280.25,301.11,265.01,223.99,225.94,182.14,,,
2017-07-09 22:20:35.589000,L8,305.71,287.84,278.81,294.77,310.98,305.05,312.93,341.57,356.97,348.18,344.94,358.63,408.97,415.44,358.11,351.44,356.19,379.07,383.67,383.66
2017-08-03 22:14:35.682000,L8,,,,,161.08,273.00,279.69,298.29,298.60,278.58,272.93,289.24,305.20,280.85,249.65,238.52,198.78,190.05,184.67,175.63
2017-09-27 22:21:00.343000,L8,290.31,270.64,282.11,284.82,301.69,298.80,298.07,313.82,318.52,305.74,300.81,302.04,316.15,307.05,281.47,278.14,279.82,277.14,273.13,224.55
2017-11-30 22:20:56.190000,L8,289.72,276.83,249.69,281.45,299.21,299.79,298.29,315.91,321.20,308.12,311.54,310.69,314.86,308.86,289.40,285.51,287.39,285.15,282.96,249.73
2017-12-25 22:14:47.702000,L8,,,,404.23,445.20,,483.94,316.08,322.11,311.53,341.41,347.37,329.62,307.10,283.01,279.96,285.99,289.86,285.54,261.22
2018-01-01 22:20:56.342000,L8,299.98,284.32,278.80,273.91,298.98,301.57,302.21,326.86,332.35,319.64,318.20,320.75,327.82,312.79,313.45,291.36,303.51,300.13,288.84,259.86
2018-02-11 22:14:26.201000,L8,,,,,163.44,199.70,212.89,296.25,303.95,294.36,293.58,295.32,303.03,293.52,276.54,268.62,272.93,269.60,263.75,218.99
2018-02-27 22:14:19.470000,L8,293.70,284.13,282.63,277.35,295.49,294.04,296.65,315.29,322.50,307.23,303.94,311.83,315.53,305.95,291.28,285.44,286.47,284.47,279.40,239.20
2018-03-06 22:20:26.446000,L8,,,,,162.72,280.60,283.25,298.41,302.21,287.48,291.10,294.54,304.43,293.06,276.50,266.84,272.20,269.99,262.66,220.23
2018-04-16 22:13:54.370000,L8,,,,,166.91,284.57,288.35,305.63,311.94,298.40,296.03,299.25,309.20,296.52,278.76,274.52,274.96,272.76,269.09,223.62
2018-05-18 22:13:34.690000,L8,,,,,,181.34,241.26,287.39,295.94,233.05,277.38,275.83,285.57,272.82,253.20,236.00,196.65,,,
2018-06-03 22:13:23.495000,L8,,,,,,,268.19,295.26,270.08,259.24,282.28,291.78,304.42,274.17,235.93,247.38,187.34,,,
2018-07-12 22:19:56.652000,L8,,,,,,267.26,283.16,296.03,300.65,278.78,274.51,291.38,304.71,278.71,240.76,244.34,193.03,182.26,174.40,170.08
2018-07-21 22:13:49.390000,L8,,,,,,164.91,279.24,294.86,299.09,272.86,271.39,291.81,305.67,279.10,243.67,234.16,193.21,182.63,175.58,169.67
2018-08-29 22:20:19.957000,L8,366.63,287.78,289.34,292.36,306.00,305.49,310.38,351.00,454.93,405.71,383.70,377.76,417.60,409.21,415.04,371.93,346.09,372.98,371.94,373.51
2018-09-07 22:14:12.130000,L8,,,,,162.41,279.57,285.35,299.46,302.89,268.45,271.20,282.94,306.01,282.11,238.97,227.00,235.06,189.83,186.84,168.03
2018-11-10 22:14:32.733000,L8,291.95,279.47,278.67,280.24,296.32,298.38,299.93,315.21,322.11,307.01,304.00,309.86,318.69,311.25,288.94,285.58,284.54,282.95,281.17,231.83
2018-12-28 22:14:29.227000,L8,291.92,281.87,266.92,283.70,298.82,301.57,299.16,316.28,324.06,317.30,315.28,312.76,319.31,309.12,288.84,287.99,295.43,293.56,285.31,253.67
2019-02-14 22:14:21.185000,L8,,,,,193.53,277.10,272.79,302.69,305.04,295.28,296.33,298.91,305.30,295.38,273.72,270.16,273.70,271.26,265.94,221.69
2019-02-21 22:20:30.485000,L8,430.48,285.37,273.49,283.22,296.09,298.49,296.67,332.91,324.86,317.48,311.89,316.91,323.83,308.56,307.72,288.68,296.89,293.45,289.66,247.29
2019-03-02 22:14:17.011000,L8,,,,,169.22,269.74,253.66,295.91,304.25,295.46,294.20,296.03,303.72,292.56,271.57,266.98,271.97,271.57,265.17,221.29
2019-05-28 22:20:29.609000,L8,,,,,160.74,279.99,285.75,295.61,302.16,258.71,271.59,291.84,301.65,280.91,248.07,239.80,229.15,190.78,191.67,184.47
2019-09-10 22:14:51.565000,L8,,,,,283.26,283.01,288.67,302.82,305.72,290.80,280.16,289.83,306.15,288.85,254.93,250.70,258.37,257.29,253.37,192.93
2019-09-26 22:14:56.917000,L8,,,,,286.61,286.18,287.65,294.36,309.14,282.76,261.29,288.91,306.94,295.43,263.69,256.14,261.68,260.52,256.99,196.21
2019-11-13 22:14:57.837000,L8,296.34,285.36,278.03,290.75,303.26,300.03,304.78,311.92,318.86,306.51,304.77,307.85,318.38,321.47,289.04,286.32,290.42,285.61,254.07,261.84
2019-11-29 22:14:55.870000,L8,300.49,285.86,286.37,291.22,313.48,308.77,312.86,330.81,343.60,329.65,332.08,325.85,326.45,324.77,323.77,319.13,319.70,317.81,309.80,265.73
2019-12-22 22:21:03.498000,L8,172.03,252.03,212.89,196.70,287.48,292.71,290.66,309.31,309.20,299.63,300.67,302.67,307.56,301.44,283.05,278.76,280.63,279.16,273.17,223.33
2020-03-04 22:14:32.767000,L8,294.27,278.29,278.51,274.13,297.39,301.48,305.47,320.01,325.81,314.98,307.05,317.30,323.17,308.76,293.60,288.22,292.96,294.41,288.89,247.19
2020-04-12 22:20:24.358000,L8,,,,,285.25,285.38,290.25,303.79,311.17,296.12,296.75,300.96,309.62,295.73,273.05,272.70,274.13,272.00,268.74,211.41
2020-05-14 22:20:12.530000,L8,,,,,164.98,282.12,286.07,301.97,306.44,293.63,294.10,298.68,308.61,288.18,267.88,264.14,266.55,266.28,261.81,202.11
2020-05-30 22:20:16.612000,L8,283.69,284.21,225.87,285.52,307.28,302.58,305.90,317.51,324.42,312.99,308.15,312.77,327.51,304.05,289.39,286.32,285.01,282.78,278.91,236.62
2020-07-10 22:14:27.456000,L8,,,,,166.23,274.06,283.93,302.58,301.22,279.37,281.36,294.32,309.24,279.38,239.08,235.68,238.19,256.27,164.91,169.58
2020-07-17 22:20:40.662000,L8,,,,,,,217.30,251.84,262.91,248.15,261.30,272.15,297.77,267.81,218.80,216.83,204.78,,,
2020-07-26 22:14:32.385000,L8,287.70,277.51,281.62,284.53,303.07,300.46,302.69,321.81,322.26,311.56,311.71,314.06,333.82,309.08,282.89,282.46,282.92,278.94,275.33,227.02
2020-08-27 22:14:44.105000,L8,,,,,160.95,282.04,287.51,303.19,304.57,276.13,274.40,286.44,306.85,281.26,238.89,239.65,254.14,257.57,182.51,175.78
2020-10-14 22:14:56.808000,L8,296.86,265.91,284.07,289.00,307.49,306.06,307.06,319.63,324.62,317.41,316.25,313.65,316.38,314.58,290.76,287.25,286.24,285.45,282.02,236.72
2021-02-19 22:14:39.648000,L8,293.49,275.11,277.15,283.23,300.17,301.76,302.69,316.90,323.04,309.94,309.52,312.27,316.96,308.49,289.55,285.17,286.66,284.13,284.62,247.21
2021-03-30 22:20:34.287000,L8,403.77,285.02,271.07,272.86,306.45,304.95,309.53,323.76,330.06,317.42,308.56,317.31,326.07,309.42,298.01,291.48,293.79,289.65,288.98,260.73
2021-05-17 22:20:24.395000,L8,,,,,,178.47,252.09,301.62,291.56,277.97,284.19,293.86,303.58,277.73,235.04,227.64,171.44,,,
2021-06-11 22:14:25.766000,L8,,,,,,,250.39,295.24,260.75,267.65,274.99,293.16,305.68,273.91,234.59,226.48,159.89,,,
2021-06-18 22:20:38.709000,L8,,,,,168.57,283.36,288.47,308.11,309.82,295.25,292.48,301.04,317.73,280.33,264.48,241.07,262.59,260.80,259.37,214.15
2021-08-05 22:20:52.997000,L8,,,,,159.75,228.38,284.46,298.09,302.09,280.56,273.87,293.41,306.96,282.82,252.09,236.59,246.80,141.47,183.42,174.03
2021-08-14 22:14:45.391000,L8,235.86,257.14,216.83,,286.29,282.29,288.93,304.70,306.14,289.29,280.96,291.53,307.88,282.45,240.63,235.36,249.55,,,
2021-08-30 22:14:49.951000,L8,,,,,159.33,279.46,284.73,299.49,302.24,267.85,268.64,283.75,304.24,283.20,239.36,228.95,172.23,,,
2021-09-22 22:21:05.391000,L8,291.96,265.08,281.78,280.61,298.70,300.63,306.04,315.19,322.26,307.25,302.50,304.40,314.02,306.40,282.80,281.31,280.23,275.84,274.33,224.48
