dates,satname,nzd0222-0000,nzd0222-0001,nzd0222-0002,nzd0222-0003,nzd0222-0004,nzd0222-0005,nzd0222-0006,nzd0222-0007,nzd0222-0008,nzd0222-0009,nzd0222-0010,nzd0222-0011,nzd0222-0012,nzd0222-0013,nzd0222-0014,nzd0222-0015,nzd0222-0016,nzd0222-0017,nzd0222-0018,nzd0222-0019,nzd0222-0020,nzd0222-0021,nzd0222-0022,nzd0222-0023,nzd0222-0024,nzd0222-0025,nzd0222-0026,nzd0222-0027,nzd0222-0028,nzd0222-0029,nzd0222-0030,nzd0222-0031,nzd0222-0032,nzd0222-0033,nzd0222-0034,nzd0222-0035,nzd0222-0036,nzd0222-0037,nzd0222-0040,nzd0222-0041,nzd0222-0042,nzd0222-0038,nzd0222-0039
1999-09-29 21:52:52.243000,L7,305.47,307.45,197.97,223.98,213.56,200.27,181.30,232.57,251.43,254.71,253.76,197.46,243.99,313.48,315.27,314.03,314.48,308.75,310.99,305.75,310.84,305.61,292.38,296.73,301.11,307.57,310.37,318.22,319.99,317.58,312.35,312.28,329.76,317.58,,,,,,,,,
1999-10-15 21:52:49.322000,L7,298.93,300.40,206.74,216.60,210.17,188.12,181.72,229.61,248.55,248.00,250.48,249.96,242.40,228.90,312.70,312.55,307.49,305.31,304.96,306.05,288.48,305.06,293.66,,301.31,306.28,309.62,314.18,242.62,316.24,310.38,242.31,322.83,320.49,,,,,,,,,
2000-02-04 21:52:37.377000,L7,307.23,311.30,313.25,314.23,312.25,317.22,315.66,209.49,231.88,236.73,242.75,233.42,316.36,318.96,379.16,383.47,376.98,376.86,375.79,381.08,375.93,374.74,372.51,373.90,263.29,347.23,385.15,242.83,378.56,373.00,369.82,362.50,242.61,368.83,371.10,355.86,341.86,301.31,305.03,316.03,334.16,,
2000-02-20 21:52:29.720000,L7,295.80,304.10,304.33,308.34,191.82,183.95,175.55,226.03,247.76,247.07,248.70,243.67,240.33,311.70,316.05,314.67,311.52,308.09,314.47,309.93,305.42,309.50,301.65,300.10,306.59,365.16,366.12,367.56,321.43,317.48,314.24,320.76,333.62,326.36,314.72,,,,,301.71,315.40,,
2000-08-14 21:50:56.232000,L7,304.33,309.08,306.06,308.00,311.36,312.85,311.39,317.82,317.05,320.48,317.65,322.39,319.26,316.52,316.52,319.30,315.68,291.17,315.20,315.13,312.28,318.32,,,307.02,312.73,311.64,318.40,323.27,322.68,322.32,320.32,325.02,325.58,324.48,,,,,,,,
2000-10-17 21:50:01.277000,L7,,,,,,,,,,,,329.48,254.34,201.16,,303.48,305.95,307.24,308.84,306.91,307.23,228.57,,,298.48,308.75,306.56,315.41,318.29,280.28,310.28,308.75,314.10,317.60,,,,,,,,,
2000-12-04 21:50:10.162000,L7,291.45,303.03,302.66,308.39,311.52,311.40,172.07,207.06,226.03,233.21,243.13,234.42,237.07,309.41,226.55,229.12,269.56,268.32,261.63,268.66,272.92,275.32,269.74,283.34,266.49,252.74,243.94,224.68,204.77,196.81,311.24,308.33,314.08,315.89,312.60,316.59,324.01,310.39,,,,,
2000-12-20 21:50:16.996000,L7,287.15,297.45,296.64,303.57,303.57,305.41,305.17,309.52,308.44,306.29,308.19,313.77,310.14,304.88,308.01,311.58,302.45,298.76,301.14,307.64,302.08,303.40,288.73,283.91,294.28,304.55,306.38,311.84,314.55,206.45,304.22,305.77,311.59,310.78,,,,,,,,,
2001-01-05 21:50:16.585000,L7,307.14,308.88,308.42,314.47,317.49,314.37,314.70,316.75,316.04,386.33,358.39,391.86,386.12,389.89,393.39,250.36,246.30,259.67,250.50,392.24,385.66,264.10,256.70,269.43,256.38,238.13,227.12,211.81,193.04,409.23,408.02,384.44,373.09,377.58,375.93,376.18,368.81,366.75,248.73,299.30,265.73,374.98,244.52
2001-03-10 21:50:10.732000,L7,295.61,297.92,300.46,212.11,197.53,179.20,178.45,219.93,238.73,243.37,247.76,247.84,240.92,305.70,313.18,311.13,304.79,303.65,304.23,308.08,308.00,285.44,298.74,298.80,302.98,308.04,308.54,315.62,319.85,316.85,313.23,245.83,315.31,266.24,308.99,,,,,,,,
2001-03-26 21:50:01.268000,L7,303.82,303.55,302.61,216.39,202.65,188.21,183.32,223.91,244.15,245.53,247.98,250.63,246.25,308.61,313.05,311.16,309.71,308.68,302.66,306.54,307.95,304.98,292.57,,303.03,307.48,309.50,314.87,319.84,317.71,314.91,312.14,313.82,316.84,,,,,,,,,
2001-06-30 21:49:12.248000,L7,313.93,315.89,315.84,322.35,320.21,173.76,181.56,214.38,245.96,244.04,250.96,257.66,326.22,321.28,251.77,283.19,292.67,282.40,319.88,283.94,294.95,249.26,288.38,296.46,287.48,263.66,252.50,250.80,221.88,191.62,327.73,328.44,327.42,257.79,314.16,319.99,322.91,,,,,,
2001-09-18 21:48:17.356000,L7,301.75,303.86,307.47,307.39,305.80,310.93,168.87,229.15,245.65,250.47,249.73,259.38,239.68,314.06,256.63,319.23,314.43,307.87,230.85,310.16,312.06,295.51,,,304.57,313.85,310.44,320.08,321.68,322.15,313.45,315.53,315.85,307.65,,,,,,,,,
2001-10-20 21:48:09.707000,L7,353.98,357.88,320.00,323.35,320.91,328.05,323.44,204.45,229.19,242.74,240.28,235.61,326.94,322.11,325.35,259.55,323.22,322.69,320.11,261.69,319.56,277.70,309.99,311.49,363.06,357.69,359.42,357.97,366.03,367.23,369.88,365.47,318.77,327.45,349.31,359.74,312.19,332.92,,,,249.78,309.41
2001-11-05 21:48:14.934000,L7,306.48,305.88,309.25,312.75,310.56,315.46,314.05,314.79,315.44,315.25,315.00,320.52,324.31,319.62,321.86,327.33,319.54,317.17,319.36,319.58,332.19,355.27,357.42,363.31,367.00,348.27,338.58,338.99,346.92,360.20,342.87,336.99,332.27,267.04,,,,,,,,,
2002-01-24 21:48:42.967000,L7,300.80,300.28,299.56,307.37,307.01,307.59,309.08,198.83,226.76,242.28,241.94,239.63,235.61,309.11,312.79,310.77,309.46,306.04,307.43,308.68,309.27,308.57,300.03,299.80,302.17,310.01,310.31,317.27,320.90,317.92,313.81,318.15,318.14,308.20,312.44,318.64,288.55,297.91,,,,,
2002-02-25 21:48:47.943000,L7,301.36,303.37,300.61,310.46,307.98,310.90,311.66,201.58,232.55,247.95,243.48,242.51,236.57,382.96,314.38,315.56,313.96,308.88,310.70,309.48,311.97,310.22,302.01,303.32,303.51,312.15,313.54,320.09,323.23,320.59,372.06,378.51,393.59,375.54,376.80,381.75,312.78,300.31,,,,,
2002-04-14 21:48:38.601000,L7,307.39,306.55,310.45,312.26,312.47,315.31,166.35,220.26,243.01,250.03,248.67,243.56,236.83,412.52,318.78,323.59,319.34,227.59,317.53,237.41,315.56,316.35,308.89,307.82,306.30,313.49,316.39,252.05,329.75,322.82,318.38,320.99,316.43,318.67,329.15,360.63,293.70,356.62,,,,343.43,
2002-06-01 21:48:28.245000,L7,313.11,311.71,209.65,209.76,203.06,199.74,197.43,234.03,262.07,264.52,263.95,267.34,254.70,319.44,316.98,324.24,319.44,321.84,316.45,313.30,318.53,319.03,311.53,312.54,319.84,315.69,317.10,319.59,330.84,333.28,320.78,321.39,317.88,319.32,,,,,,,,,
2002-08-20 21:47:58.545000,L7,311.62,315.81,310.08,311.62,310.06,316.21,311.48,315.64,316.44,315.69,314.66,319.92,315.82,317.82,316.97,323.52,319.50,312.30,315.53,311.45,315.89,317.38,311.07,310.77,311.57,314.04,315.10,320.45,326.34,321.38,326.63,322.61,315.49,311.64,314.23,317.17,,,,,,,
