dates,satname,nzd0353-0000,nzd0353-0001,nzd0353-0002,nzd0353-0003,nzd0353-0004,nzd0353-0005,nzd0353-0006,nzd0353-0007,nzd0353-0008,nzd0353-0009,nzd0353-0010,nzd0353-0011,nzd0353-0012,nzd0353-0013,nzd0353-0014,nzd0353-0015,nzd0353-0016,nzd0353-0017,nzd0353-0018,nzd0353-0019,nzd0353-0020,nzd0353-0021,nzd0353-0022,nzd0353-0023,nzd0353-0024,nzd0353-0025,nzd0353-0026,nzd0353-0027,nzd0353-0028,nzd0353-0029,nzd0353-0030,nzd0353-0031,nzd0353-0032,nzd0353-0033,nzd0353-0034,nzd0353-0035,nzd0353-0036,nzd0353-0037,nzd0353-0038,nzd0353-0039,nzd0353-0040,nzd0353-0041,nzd0353-0042,nzd0353-0043,nzd0353-0044,nzd0353-0045,nzd0353-0046,nzd0353-0047,nzd0353-0058,nzd0353-0059,nzd0353-0060,nzd0353-0061,nzd0353-0062,nzd0353-0063,nzd0353-0064,nzd0353-0065,nzd0353-0066,nzd0353-0067,nzd0353-0068,nzd0353-0069,nzd0353-0070,nzd0353-0071,nzd0353-0072,nzd0353-0088,nzd0353-0089,nzd0353-0090,nzd0353-0091,nzd0353-0092,nzd0353-0093,nzd0353-0094,nzd0353-0095,nzd0353-0096,nzd0353-0097,nzd0353-0098,nzd0353-0099,nzd0353-0100,nzd0353-0101,nzd0353-0102,nzd0353-0103,nzd0353-0104,nzd0353-0105,nzd0353-0106,nzd0353-0107,nzd0353-0108,nzd0353-0109,nzd0353-0138,nzd0353-0139,nzd0353-0140,nzd0353-0141,nzd0353-0142,nzd0353-0143,nzd0353-0144,nzd0353-0145,nzd0353-0146,nzd0353-0147,nzd0353-0148,nzd0353-0149,nzd0353-0150,nzd0353-0151,nzd0353-0152,nzd0353-0153,nzd0353-0154,nzd0353-0155,nzd0353-0156,nzd0353-0157,nzd0353-0158,nzd0353-0054,nzd0353-0055,nzd0353-0056,nzd0353-0057,nzd0353-0073,nzd0353-0074,nzd0353-0075,nzd0353-0076,nzd0353-0077,nzd0353-0078,nzd0353-0079,nzd0353-0080,nzd0353-0081,nzd0353-0082,nzd0353-0083,nzd0353-0084,nzd0353-0085,nzd0353-0086,nzd0353-0087,nzd0353-0110,nzd0353-0111,nzd0353-0112,nzd0353-0113,nzd0353-0114,nzd0353-0118,nzd0353-0119,nzd0353-0120,nzd0353-0121,nzd0353-0122,nzd0353-0123,nzd0353-0125,nzd0353-0126,nzd0353-0127,nzd0353-0128,nzd0353-0129,nzd0353-0130,nzd0353-0131,nzd0353-0132,nzd0353-0133,nzd0353-0134,nzd0353-0135,nzd0353-0136,nzd0353-0137,nzd0353-0051,nzd0353-0052,nzd0353-0053,nzd0353-0115,nzd0353-0116,nzd0353-0124,nzd0353-0162,nzd0353-0159,nzd0353-0160,nzd0353-0117,nzd0353-0161,nzd0353-0048,nzd0353-0049,nzd0353-0050
2006-06-27 22:00:00.431000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.98,472.44,437.17,,,,,,,,,,,,,,,,,,429.48,432.08,415.16,410.65,265.84,293.44,298.40,257.69,281.07,397.16,432.59,509.99,498.37,451.22,448.64,499.55,508.82,512.08,517.64,422.13,398.86,391.80,172.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.23,497.60,520.31,521.52,524.06,518.97,392.52,391.14,393.88,247.31,403.48,397.14,478.76,416.02,340.86,342.21,323.02,308.19,295.61,297.93,267.80,258.20,246.04,232.73,222.30,,,,526.90,424.32,362.08,,,,510.76,,,,
2006-07-22 21:54:10.491000,L5,437.59,487.94,485.23,500.66,504.35,496.11,500.87,493.47,496.25,491.47,503.19,464.91,457.68,448.45,452.29,470.85,475.30,447.54,446.53,450.99,441.91,456.98,454.37,452.87,460.19,462.12,502.14,450.10,433.43,436.54,424.16,437.47,442.88,424.46,440.45,396.22,396.01,384.75,341.19,407.60,395.78,418.55,418.89,419.02,391.52,263.15,212.84,195.57,,281.68,287.41,464.97,440.37,457.04,486.06,471.59,433.39,354.18,328.64,346.22,370.73,360.94,,390.87,392.14,378.57,381.05,378.52,274.66,249.91,246.29,250.15,242.01,254.28,253.76,395.47,428.00,436.96,447.98,460.96,495.90,525.97,534.36,435.72,445.10,397.51,384.80,366.38,263.61,193.23,360.68,350.63,352.38,343.71,336.31,330.71,340.29,342.34,327.96,321.48,351.91,472.48,395.97,197.34,,,,,,,,,,,,,,,,,,,,,,475.30,434.58,507.91,471.00,476.45,489.51,513.66,473.11,487.51,484.23,371.39,501.88,478.51,,501.45,448.16,514.75,515.92,461.60,433.76,439.63,420.67,408.55,392.24,,,,,,430.84,,,,,,,,
2006-09-15 22:01:03.273000,L5,,,,,,,,,,,,,,,,,,,,292.18,532.86,516.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.08,224.44,251.25,261.70,356.15,367.49,377.74,373.80,376.03,430.38,448.39,360.78,302.34,385.66,371.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.46,456.50,428.36,453.39,470.65,386.63,379.63,362.89,,,380.18,347.11,350.63,338.65,315.23,206.62,289.82,278.54,281.22,251.47,335.73,343.22,312.06,199.68,,,,371.65,377.69,337.15,,,,379.54,,,,
2006-10-10 21:55:08.811000,L5,504.92,504.00,499.39,506.57,506.30,498.79,501.89,500.52,497.42,494.13,509.29,505.77,516.46,527.67,515.66,524.38,521.73,525.49,530.13,526.39,517.29,515.86,522.06,513.43,506.15,506.71,488.39,498.35,509.07,507.01,514.12,505.82,503.30,495.32,474.35,480.65,443.35,421.17,406.78,407.99,396.41,409.81,417.47,422.11,408.10,279.61,229.49,204.36,,,,464.28,439.58,446.37,479.98,463.59,430.60,351.03,330.51,342.80,372.11,352.62,,381.97,388.45,380.49,195.26,377.36,265.45,200.48,219.42,223.35,210.91,373.25,378.21,394.56,425.11,434.92,439.29,452.80,503.55,523.30,528.62,539.46,,531.45,522.80,514.96,423.33,250.75,186.98,446.13,451.60,446.11,447.53,490.65,507.70,501.69,534.95,534.33,493.43,491.87,503.56,486.26,488.47,514.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.39,,,,,,,,,,,,,,,,,,,455.21,,526.43,,,,,,
2006-11-02 22:01:32.743000,L5,,,,,,,,,,,,263.17,231.20,360.17,354.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.68,450.21,463.43,484.03,487.26,501.08,480.06,504.58,,500.08,515.17,485.35,,,,339.12,447.75,434.65,417.71,418.97,421.71,399.39,399.03,403.45,396.25,410.35,425.58,429.17,433.06,434.76,486.10,506.96,506.94,510.37,510.47,502.03,499.37,329.17,219.11,203.80,198.51,253.01,241.07,225.98,220.22,261.70,275.30,264.02,290.37,277.91,241.64,231.38,233.14,209.60,205.39,235.26,238.17,270.65,,,,,,,,,,,,,,,,,,466.63,461.53,504.90,510.80,517.04,516.51,516.43,489.77,479.41,481.56,172.25,408.16,480.69,471.78,462.32,446.29,445.77,448.27,424.80,396.21,380.99,388.44,380.18,385.87,364.29,351.79,,,,515.49,515.82,482.42,221.12,257.83,267.70,500.30,288.99,,,
2006-11-27 21:55:35.233000,L5,515.91,517.14,514.70,513.84,513.56,511.48,503.36,507.49,502.02,496.32,512.35,531.02,529.31,539.73,,,,,,533.08,524.62,526.84,526.67,521.98,515.09,512.22,500.17,504.90,513.38,508.56,522.25,518.98,510.09,514.65,494.91,487.71,462.32,435.66,421.20,416.28,409.82,420.51,422.81,423.86,408.99,328.95,229.92,198.05,,,,462.83,433.29,448.87,303.94,467.88,420.73,346.26,324.36,337.08,368.82,337.07,,385.26,392.76,385.18,217.92,380.53,365.72,376.77,379.72,364.95,369.29,375.27,377.46,395.05,423.05,433.10,437.41,447.43,507.20,523.04,530.30,,,,,523.70,440.28,280.73,395.43,446.95,460.91,451.81,450.40,491.30,515.70,512.21,534.86,,502.02,493.21,505.78,495.55,493.64,519.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.07,,,,,,
2006-12-29 21:55:50.726000,L5,503.78,510.57,506.64,507.97,500.58,498.05,495.33,497.83,494.82,494.48,486.45,504.36,521.50,537.78,,,,,,,534.33,521.94,527.82,520.80,518.07,516.20,498.24,506.40,511.29,521.32,519.25,519.45,510.16,506.99,488.66,482.68,464.30,444.07,416.22,412.59,402.66,417.05,425.42,421.49,412.67,348.30,245.46,210.06,,,,446.29,424.87,427.63,460.29,451.96,424.96,349.03,340.30,332.28,355.54,356.04,,392.21,383.83,387.11,379.46,380.16,362.83,236.77,215.41,219.45,211.20,371.90,375.85,380.62,408.12,428.97,428.13,433.68,404.87,316.78,350.69,408.65,412.90,,,,,,,,,,,,,,,,,,,,462.33,477.77,,,,,,,,,,,,,,,,,,,,454.52,415.90,421.48,455.66,465.38,,,,,,,,,,,,,,,,,,,,,,,496.29,,,426.42,508.14,530.18,,324.91,,,
2007-01-05 22:02:04.371000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.00,508.02,519.24,476.51,495.28,453.23,472.36,479.69,488.87,506.99,533.11,486.29,494.88,516.88,485.62,,,,319.20,435.95,417.23,403.02,406.47,405.59,385.20,387.18,385.14,387.37,400.33,411.05,417.17,420.22,420.07,478.27,492.93,490.24,492.09,488.69,482.24,484.14,319.05,223.41,,188.99,247.12,236.83,218.12,214.63,242.85,264.38,248.40,271.63,264.95,224.67,214.41,222.33,204.63,197.10,214.73,227.61,247.63,,,,478.43,,,,,,,,,,,,,446.13,449.69,449.11,486.33,491.65,496.40,503.92,504.27,465.84,462.77,460.16,263.30,392.61,469.09,460.55,452.45,430.54,440.95,445.33,411.20,380.36,371.90,375.69,367.04,368.70,352.86,339.04,,,,505.70,495.44,471.89,226.95,256.10,264.06,484.61,287.63,,,
2007-01-21 22:02:09.591000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.80,427.69,430.24,432.50,487.92,495.72,500.80,496.70,495.03,488.72,496.10,322.48,235.24,181.12,198.07,260.42,248.11,228.04,222.10,263.57,273.49,259.43,284.48,273.88,232.51,224.63,233.11,221.92,204.05,222.16,232.92,256.12,,,,,,,,,,,,,,,,,,,,500.61,499.97,506.33,510.55,512.18,473.58,472.72,462.54,279.54,405.42,482.36,465.08,457.39,438.38,451.64,453.49,421.76,395.01,382.12,380.93,375.74,375.49,362.05,348.29,,,,508.93,506.17,480.05,235.98,262.40,268.61,490.44,300.74,,,
2007-01-30 21:56:00.553000,L5,513.85,518.34,514.04,513.78,510.20,504.90,500.58,504.82,498.50,497.60,514.17,524.41,533.35,534.31,530.77,532.71,,,,537.41,522.68,528.17,529.41,522.16,517.39,509.49,512.19,509.86,519.90,519.95,520.97,518.61,515.82,512.41,497.12,488.74,462.36,437.10,429.51,426.12,421.35,432.58,432.39,420.45,421.03,334.88,233.26,202.31,,288.36,350.17,470.94,449.26,471.09,495.98,480.20,447.08,407.62,339.88,348.98,384.06,356.38,351.57,392.94,396.51,285.53,393.26,386.48,373.55,239.38,218.55,229.73,221.20,382.54,377.76,397.71,430.94,440.69,440.86,448.29,511.34,527.19,535.68,,,,529.95,524.77,436.33,253.34,233.52,457.67,465.08,453.86,462.26,497.13,516.56,507.37,531.78,,497.16,492.99,502.92,505.22,496.55,521.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.45,,,,,,,,,,,,,,,,,,,405.22,,530.47,,,,,,
2007-02-06 22:02:11.997000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.32,501.17,502.85,337.89,228.03,211.66,204.23,272.39,252.05,239.23,229.75,270.53,284.23,269.86,293.47,284.19,236.23,233.49,236.93,230.42,216.77,240.95,244.41,273.33,,,,,,,,,,,,,,,,,,,,508.34,508.14,518.65,519.51,519.59,485.48,481.18,474.93,250.93,413.10,487.90,476.46,472.01,452.95,462.81,460.42,432.94,401.85,389.66,394.94,385.48,391.29,372.61,363.56,,,,523.79,514.78,490.92,235.14,268.31,281.79,507.09,312.24,,,
2008-02-25 21:57:37.029000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.68,443.75,450.49,476.92,475.64,484.30,472.12,455.70,441.76,432.20,539.74,501.17,,,,459.77,462.16,444.99,428.50,428.96,431.91,408.29,506.23,508.63,508.26,504.75,515.98,497.03,453.30,499.48,514.07,518.76,522.81,512.09,520.01,505.77,505.51,344.35,239.06,218.80,205.27,287.54,256.18,241.38,259.83,275.94,289.59,276.30,298.64,299.43,240.02,238.53,238.14,241.25,217.66,240.53,244.87,274.53,,494.04,509.11,508.81,,,,,,,,,,,,,471.14,473.77,366.75,513.29,514.10,520.77,524.14,522.27,489.47,488.70,484.05,414.78,414.01,496.21,487.20,474.44,457.21,459.94,463.87,443.39,407.35,398.12,403.02,386.58,388.80,377.32,364.50,,,,523.77,521.80,492.48,243.18,270.39,290.47,509.88,317.06,,,
2008-12-25 21:51:46.135000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.66,488.55,505.34,517.33,511.82,,507.90,484.98,498.47,502.34,,,,,444.47,446.02,425.32,414.13,418.34,414.02,398.08,397.42,403.18,458.80,444.16,461.58,438.68,440.59,444.53,486.52,501.02,501.77,497.88,493.82,496.92,495.48,339.64,234.39,180.36,201.28,257.34,244.02,238.92,212.44,212.65,281.16,238.48,190.39,167.19,170.69,,,,,,,,,,,,,,,,,,,,,,,,460.31,459.64,461.09,501.79,501.70,511.29,512.72,513.56,478.18,466.28,477.03,326.95,406.78,477.24,463.55,465.05,443.91,454.82,459.33,437.05,404.97,384.57,389.87,381.04,385.44,371.40,355.11,,,,519.31,509.92,482.34,,,,501.18,,,,
2010-01-29 21:58:05.346000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.99,450.35,470.53,488.86,489.77,485.18,475.60,456.39,442.60,430.82,535.11,445.49,,,,449.47,453.28,434.10,418.78,421.73,421.58,401.58,403.13,415.48,447.76,437.45,502.87,443.91,447.70,452.62,497.60,506.38,505.45,505.26,502.30,500.56,499.99,335.78,231.93,205.67,200.93,260.90,239.70,221.59,213.34,240.81,277.43,264.64,287.21,287.59,237.12,230.87,236.48,222.23,212.46,235.60,237.91,265.54,,,,487.54,,,,,,,,,,,,,467.97,464.01,467.07,506.67,504.80,517.65,516.55,520.09,482.29,477.09,473.67,240.20,418.66,485.11,471.14,470.15,448.72,458.40,460.83,437.50,400.28,386.97,396.89,385.25,388.30,376.43,361.10,,,,524.07,513.33,487.73,235.88,260.89,277.80,503.26,311.93,,,
2010-10-12 21:57:13.086000,L5,,,,,,,,,,,,,,,,,,,,,,193.41,253.09,247.82,511.37,491.23,503.01,523.02,532.40,,467.43,477.24,312.81,305.85,300.98,323.35,454.18,482.25,520.34,518.40,,,,,,,,,,,,,,,,,,,,,,,,413.70,416.89,388.90,387.68,393.99,384.83,360.69,161.49,361.43,299.05,387.80,379.15,390.02,404.45,400.14,411.89,418.70,401.84,419.41,387.35,391.58,384.49,268.05,,,173.34,203.64,219.63,202.51,198.16,217.37,252.14,238.87,265.21,259.59,210.10,,,,,,221.88,242.23,,,,,,,,,,,,,,,,,,,425.70,389.11,399.14,429.17,487.72,491.15,448.75,394.45,452.09,176.16,374.14,445.05,418.15,439.18,416.29,432.51,435.29,398.98,330.74,252.89,179.42,,,,211.86,,,,497.62,479.11,455.75,206.90,240.23,240.20,470.21,228.15,,,
2011-01-09 21:50:58.806000,L5,499.74,500.80,502.66,500.75,488.90,481.65,469.40,237.76,,,,,,,,240.33,459.86,420.44,436.76,522.02,480.56,409.42,401.42,252.66,403.54,332.77,281.55,268.31,266.78,317.05,315.48,370.48,407.86,480.58,444.21,455.46,424.70,408.75,373.81,401.83,404.52,412.79,407.87,385.23,350.71,274.85,221.49,179.89,,,,,,,,,,,,,,,,378.64,376.19,372.50,369.34,365.49,358.13,359.22,374.69,354.07,362.41,385.02,392.22,392.52,385.36,398.55,408.57,417.23,436.32,504.65,514.01,522.87,528.15,522.74,512.03,509.21,418.61,240.76,373.24,410.31,440.18,434.80,432.50,457.79,497.61,490.88,518.94,525.55,470.32,473.67,491.06,475.63,476.55,499.69,,,,,,,,,,,,,,,,,,,,527.37,529.76,539.43,,,,,,,,500.95,522.20,,,,,,,,518.73,503.39,515.61,518.39,526.60,,,,,,410.79,,516.55,540.58,,,,,
2011-01-25 21:50:59.151000,L5,517.51,520.98,523.53,516.35,514.29,509.81,503.94,509.88,502.86,510.61,518.14,518.64,531.02,533.20,535.11,,,,,536.17,523.09,526.80,526.69,524.44,516.39,511.19,504.32,508.45,525.48,528.73,518.29,524.24,518.19,512.68,495.64,489.82,462.01,447.33,435.07,436.67,439.35,440.02,434.13,421.44,399.90,301.75,236.05,196.53,244.56,297.42,410.88,475.80,463.72,473.39,495.93,294.17,456.61,417.19,354.60,388.78,393.35,364.75,362.17,306.82,402.12,396.70,397.22,391.14,376.80,382.11,389.86,374.03,479.57,488.19,499.84,501.45,515.04,507.59,519.23,522.96,528.34,535.35,,,,,,530.44,436.91,272.64,394.99,471.98,463.04,461.08,501.08,512.97,529.82,519.97,,,501.23,500.11,506.66,514.31,503.81,516.13,325.26,314.16,280.77,282.21,,,,,,,,,,,,,,,391.73,,,,,,,,,,,,,,,,,,,,,,,,,,,311.93,,,,,530.44,,,,,,
2011-02-17 21:57:12.898000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.97,438.85,456.90,487.48,483.05,485.32,472.24,449.28,435.06,421.74,523.90,489.51,,,,445.35,447.59,427.48,420.08,419.65,417.33,399.78,405.63,433.28,432.19,433.40,502.28,429.70,429.82,439.54,491.87,500.95,505.12,500.27,499.00,495.35,499.73,349.89,245.35,216.33,211.58,264.46,255.76,238.19,275.35,273.28,292.09,283.37,290.53,293.42,247.70,235.28,240.00,240.06,221.24,228.29,239.07,267.32,,,,487.83,,,,,,,,,,,,,466.89,462.40,461.68,500.51,507.42,512.73,516.87,517.95,475.25,463.36,473.58,393.16,414.26,483.90,476.27,463.89,449.98,452.44,459.09,436.80,403.82,399.52,406.06,388.26,387.65,377.51,366.07,,,,512.08,511.20,484.49,318.86,275.68,299.02,494.66,324.20,,,
2011-09-13 21:55:45.838000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.90,528.64,494.58,493.28,496.37,508.55,488.20,461.02,496.34,438.00,526.06,492.75,,,,445.61,443.84,422.36,321.88,286.41,275.50,285.75,268.27,287.01,439.90,429.81,433.57,436.52,444.26,446.32,495.07,507.18,511.30,508.39,511.18,497.59,501.83,343.79,229.68,170.13,178.42,268.01,247.14,229.21,229.39,269.31,285.38,264.49,289.97,288.63,235.66,227.77,236.75,221.69,215.61,232.27,239.16,261.91,,,,,,,,,,,,,,,,,458.08,462.28,461.52,502.25,507.46,510.38,516.75,514.27,476.11,456.61,471.36,385.30,409.54,480.25,467.77,460.26,434.88,445.87,458.72,436.48,403.86,383.37,389.24,384.68,387.09,377.85,360.22,,,,512.57,510.89,486.01,237.15,258.93,276.25,495.63,303.72,,,
2013-05-13 22:09:11.169000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.31,463.94,440.08,,,,,,,,,,523.59,484.91,516.68,530.99,492.98,,,,,,,,,,,,262.69,357.98,408.29,461.74,511.70,428.55,439.94,487.13,503.55,504.31,499.63,500.88,491.15,381.77,,,,,,,,,,,,,,,,,,192.30,224.58,152.79,252.27,,,,,,,,,,,,,,,451.96,,,,,410.39,507.77,513.07,514.00,518.91,470.10,391.22,390.80,391.02,390.39,484.93,477.43,390.38,337.60,460.78,459.37,435.81,292.27,289.37,265.94,254.46,242.24,232.35,218.14,,,,519.47,511.79,504.55,,,,502.19,,,,
2013-05-29 22:09:17.297000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.11,468.24,446.18,,,463.20,451.65,458.01,480.66,483.93,485.61,485.73,460.41,455.52,435.61,539.55,505.34,483.13,,,449.26,450.36,434.59,307.80,267.06,268.17,270.72,251.94,270.67,452.56,442.06,455.03,444.95,456.72,458.40,492.97,508.89,516.03,509.00,509.35,501.86,385.16,,,,,,,,,,,,,,,,,,,,,,,,502.54,509.95,,,,,,,,,,,,,451.33,467.21,372.57,536.21,416.71,505.66,514.45,521.29,392.06,392.15,392.65,391.87,418.92,495.59,485.04,473.44,341.58,459.69,458.13,431.86,295.38,291.72,269.05,258.09,243.10,236.02,217.41,,,,516.42,512.65,504.91,485.63,390.91,410.61,501.26,440.19,,,
2013-06-30 22:09:11.994000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.01,463.16,437.53,,,450.41,445.31,453.34,471.18,476.54,481.69,479.34,455.99,446.40,427.73,532.76,501.87,468.32,,,437.57,443.03,424.17,308.74,272.96,276.22,270.64,255.48,274.29,426.93,421.52,406.91,415.18,431.71,448.74,481.84,507.55,513.76,512.00,508.53,399.22,385.47,,,,,,,,,,,,,,,,,,,,,,,,,510.60,,,,,,,,,,,,,,457.46,463.36,476.67,513.63,516.08,523.33,522.72,393.33,389.58,392.59,407.73,407.10,397.17,473.29,460.38,323.12,313.76,352.22,306.13,331.83,354.36,372.79,337.14,336.79,328.75,359.36,,,,522.33,517.63,376.46,,,,505.00,,,,
2013-07-16 22:09:12.440000,L8,,,,,,,,,,,,,,,,,473.99,386.04,410.74,407.81,431.08,428.82,391.96,446.35,,487.41,366.13,336.53,494.97,504.19,320.47,335.82,539.06,512.03,436.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.76,353.26,351.47,335.85,330.29,327.45,300.77,286.60,290.70,264.61,250.46,238.75,235.95,224.24,,,,,,300.98,,,,,,,,
2013-07-25 22:03:01.828000,L8,428.34,472.66,479.35,478.46,495.27,492.72,492.43,494.51,488.22,483.73,475.18,472.96,444.47,445.82,445.10,459.27,467.53,451.85,437.46,446.40,443.45,454.63,452.67,440.83,451.10,452.16,480.73,444.33,430.56,428.19,431.01,430.72,437.91,422.21,441.23,405.40,388.79,384.82,420.59,423.42,426.26,422.82,426.35,413.21,378.11,272.55,213.39,178.60,280.07,283.89,403.23,458.61,428.41,432.17,446.46,444.98,426.79,409.83,336.39,346.58,383.75,361.43,343.89,384.74,385.65,376.70,374.97,369.08,351.66,360.22,365.50,351.85,372.22,409.02,403.37,399.49,403.40,407.81,423.82,445.97,484.21,513.67,522.99,528.35,529.93,393.66,387.39,367.56,262.38,188.45,365.15,342.06,349.86,341.30,330.66,328.23,340.44,338.11,330.91,321.48,366.43,465.53,487.36,199.02,378.19,503.01,,,,269.87,,,,,,,,,,,,,,,368.04,527.29,423.73,517.68,479.28,483.58,451.52,498.12,473.69,480.29,482.56,494.76,486.50,480.92,,509.46,452.39,529.83,492.84,477.72,427.26,429.07,416.13,407.72,385.28,,,,,,351.61,274.81,516.35,,,,,,
2013-09-02 22:09:16.475000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.64,447.39,,,448.39,442.19,449.32,466.49,474.36,476.59,477.75,455.21,442.72,425.06,536.53,509.79,480.69,,,441.78,442.73,423.35,305.83,271.80,265.58,272.65,250.81,270.71,428.30,423.58,427.07,423.37,435.96,447.79,483.82,502.75,504.21,505.12,499.10,497.19,494.36,338.21,214.16,,,,,,213.99,264.11,278.92,263.82,290.94,283.32,240.72,228.52,233.59,216.00,212.30,234.90,236.22,258.19,,,488.70,535.41,,,,,,,,,,,,,446.10,461.02,457.82,497.79,504.02,513.30,512.65,518.41,479.33,463.09,477.13,389.77,407.53,478.29,462.55,463.99,447.12,451.61,460.33,431.08,391.18,380.96,387.12,376.38,380.89,371.15,355.76,,,,520.37,513.44,485.77,236.01,256.64,271.54,497.81,305.94,,,
2013-10-29 22:02:46.185000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.25,530.29,525.00,519.29,508.89,506.31,476.38,470.35,449.50,442.74,441.20,443.99,439.06,423.54,403.66,322.37,244.62,201.69,279.90,285.48,418.52,467.11,437.84,439.91,477.26,290.44,436.54,415.37,347.48,352.41,389.45,366.94,345.61,388.29,387.82,382.29,381.22,378.76,362.06,366.82,374.75,361.29,411.88,418.24,418.30,413.68,489.28,444.79,452.43,491.76,510.94,537.12,,,,532.34,528.05,522.51,432.56,278.98,236.00,444.12,479.26,488.82,505.53,509.42,523.68,514.79,,,506.46,498.26,509.45,496.81,496.88,520.59,,,,264.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.43,,,,,,
2013-11-14 22:02:45.355000,L8,513.50,508.76,507.52,503.56,505.88,500.10,496.44,499.34,496.85,495.58,503.46,520.39,531.24,531.03,527.25,526.12,531.20,529.36,531.17,534.44,526.21,527.74,527.01,523.61,516.55,513.99,509.74,511.45,519.60,523.58,521.80,522.47,509.99,510.93,498.83,485.41,460.47,442.74,435.50,433.00,435.05,436.48,431.15,417.63,394.65,303.56,235.11,211.63,275.65,378.36,418.17,467.10,437.84,438.26,482.43,462.04,438.22,415.54,346.70,349.79,388.99,366.82,345.69,391.63,387.86,383.66,381.77,380.71,361.94,371.00,374.72,361.61,410.03,410.22,410.02,410.94,432.49,424.62,435.86,464.29,500.48,522.96,527.33,537.26,,531.32,525.97,519.93,428.47,258.45,380.35,448.32,447.36,438.68,497.38,500.60,518.47,511.33,535.82,,497.01,499.26,505.25,496.49,494.60,523.81,,,,,,,,,,,,,,,,,,,366.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.82,,,,154.29,,
2013-11-30 22:02:40.518000,L8,517.36,509.50,509.79,507.66,508.06,503.20,494.85,503.28,497.43,498.10,500.61,523.29,532.90,529.90,528.43,526.45,529.47,532.64,529.80,534.23,528.68,527.54,529.20,521.43,516.11,512.16,507.84,508.90,521.63,523.76,522.97,523.12,511.42,511.72,500.02,484.59,459.60,443.76,432.62,431.36,433.42,434.73,428.32,416.96,395.81,304.08,236.44,196.99,248.75,378.89,418.48,468.16,245.80,440.10,486.19,465.06,445.99,415.69,344.70,347.81,388.52,365.35,345.62,392.35,388.76,385.35,384.24,383.75,250.69,247.98,223.69,236.86,217.95,245.27,412.91,411.40,496.92,427.96,436.59,489.34,504.78,522.84,524.40,537.04,,531.38,525.37,522.06,430.44,265.40,388.10,452.01,164.36,493.10,501.65,509.14,519.02,512.36,534.66,,498.84,501.67,505.22,501.54,492.77,515.68,,,,264.31,,,,,,,,,,,,,,,370.08,,,,,,,,,,,521.55,,,,,,,,,,,,,,,,,,,389.82,,530.58,,,,,,
