dates,satname,nzd0443-0000,nzd0443-0001,nzd0443-0002,nzd0443-0003,nzd0443-0005,nzd0443-0006,nzd0443-0007,nzd0443-0008,nzd0443-0009,nzd0443-0010,nzd0443-0011,nzd0443-0012,nzd0443-0013,nzd0443-0014,nzd0443-0015,nzd0443-0016,nzd0443-0017,nzd0443-0018,nzd0443-0019,nzd0443-0020,nzd0443-0021,nzd0443-0022,nzd0443-0023,nzd0443-0024,nzd0443-0025,nzd0443-0026,nzd0443-0027,nzd0443-0028,nzd0443-0004
2006-02-08 22:16:33.840000,L5,,,,,,,,,219.68,230.20,235.37,241.58,241.44,238.89,233.04,233.21,234.12,234.45,,199.16,243.87,227.99,217.89,216.92,227.45,219.97,220.60,,
2006-03-12 22:17:13.956000,L5,,,,,,,,,217.47,225.83,235.34,239.37,233.38,238.78,237.53,236.37,231.84,237.20,,200.68,247.58,227.42,216.56,223.48,,,,,
2006-06-25 22:12:44.015000,L5,,,,,,,,,,,,,,,,,,,,234.04,249.68,247.74,238.11,234.93,243.44,231.26,220.73,,
2006-07-27 22:13:10.785000,L5,,,,,,,,,203.13,212.51,211.67,218.06,220.18,,,,,,,228.19,256.06,247.68,234.83,236.16,239.27,230.46,221.78,,
2006-09-13 22:13:47.312000,L5,,,,,,,,,185.33,223.30,223.04,228.99,224.81,230.91,227.29,230.27,228.75,234.17,,,,,,,,,,,
2006-10-22 22:20:22.725000,L5,,,,,,,,,,,,,,229.84,223.23,220.68,220.03,226.31,208.46,217.63,240.58,227.53,217.63,220.55,232.59,218.67,220.44,,
2006-10-31 22:14:17.081000,L5,,,,,,,,181.95,261.08,277.81,286.66,288.04,293.96,290.43,291.08,293.64,299.94,310.58,309.49,304.56,306.05,299.22,292.33,291.43,301.40,288.25,292.05,298.89,
2006-12-09 22:20:48.644000,L5,,,,,,,,,219.58,261.50,265.86,266.78,270.35,274.29,272.41,271.17,273.57,285.69,284.87,291.28,295.95,287.04,279.36,281.20,281.62,267.02,256.51,277.76,
2007-01-26 22:21:06.903000,L5,,,,,,,,,213.32,252.28,259.76,259.11,271.87,273.93,267.44,269.17,274.23,277.17,272.73,276.23,270.39,260.20,253.78,256.56,252.80,249.02,242.85,267.88,
2007-02-04 22:14:57.320000,L5,,,,,,,,,,,,,,229.92,226.70,231.22,236.09,238.50,,231.63,248.24,236.56,223.50,218.91,220.38,211.98,214.86,226.16,
2007-02-11 22:21:08.430000,L5,,,,,,,,,,,,,,,,,,,,195.06,246.94,229.88,222.24,219.45,225.70,226.94,216.83,,
2007-10-02 22:12:54.699000,L5,,,,,,,,,221.27,257.57,257.22,265.44,274.32,274.19,274.27,274.38,272.99,273.79,263.03,266.68,276.19,273.13,257.47,265.65,268.56,268.12,266.76,274.94,
2008-12-23 22:04:28.225000,L5,,,,,,,,,192.54,217.66,217.18,222.31,244.63,233.80,243.38,247.58,252.51,259.68,258.23,270.30,277.62,267.00,260.18,265.15,265.76,260.91,254.17,268.77,
2010-01-27 22:10:50.221000,L5,,,,,245.91,243.87,244.94,244.68,249.22,251.01,257.40,266.27,271.58,266.40,262.71,265.72,279.98,283.63,270.27,280.79,285.18,283.13,276.22,277.67,284.91,281.23,288.89,293.38,
2010-12-13 22:09:49.260000,L5,,,,,,,,,,,,,,,,,,,,216.75,240.40,230.90,226.08,228.53,228.54,222.90,221.01,238.86,
2011-01-21 22:16:06.266000,L5,,,,,,,,,,191.50,199.03,210.18,222.79,218.57,238.03,245.22,244.37,252.32,256.19,265.22,277.05,260.66,244.60,244.51,249.62,243.85,243.73,258.00,
2011-02-15 22:09:58.365000,L5,,,,,,,,,172.99,206.60,208.27,217.30,227.14,216.96,231.77,236.81,234.86,243.49,234.40,258.22,276.18,267.54,261.74,264.04,257.90,257.71,253.58,260.49,
2013-05-02 22:27:58.439000,L8,,,,,,,,,,,,,,,,,,,,254.34,274.11,264.28,256.73,244.82,257.98,251.08,237.78,,
2013-05-11 22:21:55.010000,L8,,,,,,,,,,,,,,,,,,,,165.97,275.56,268.76,259.63,239.52,259.48,252.50,240.26,,
2013-05-27 22:22:02.838000,L8,,,,,,,,,,,,,,,,,,,,271.67,281.49,275.74,263.43,259.09,261.19,258.40,240.39,,
2013-07-14 22:21:58.456000,L8,,,,,,,,,,,,,,,236.47,239.19,236.66,249.31,,260.52,278.74,269.51,263.35,237.82,263.67,255.48,238.02,,
2013-07-14 22:22:22.423000,L8,,,,,,,,,,,,,,,231.98,235.51,235.27,246.60,,,,,,,,,,,
2013-09-16 22:21:57.385000,L8,,,,,,,,,226.39,236.61,236.28,243.13,234.50,240.44,253.33,256.77,256.64,268.83,278.47,282.90,294.44,282.29,279.03,277.66,275.11,273.32,271.51,297.67,
2013-09-16 22:22:21.348000,L8,,,,,,,,,226.86,236.77,236.56,243.46,234.50,240.91,253.63,256.93,257.03,269.20,279.30,,,,,,,,,,
2013-09-23 22:28:04.083000,L8,,,,,,,,,221.37,236.54,229.34,239.58,235.70,236.83,249.25,251.73,250.70,267.53,278.83,283.01,296.27,282.17,286.23,278.94,278.30,275.88,266.40,287.03,
2013-10-18 22:21:49.490000,L8,,,,,,,,,,,,,,203.93,230.58,230.60,234.73,239.64,237.97,248.86,219.83,216.34,224.81,230.60,250.68,245.27,231.34,250.08,
2013-10-18 22:22:13.444000,L8,,,,,,,,,,,,,,204.51,230.36,230.55,233.99,239.52,240.81,250.15,231.16,220.89,232.13,,,,,,
2013-11-19 22:22:01.448000,L8,,,,,,,,,,,,,,192.29,230.31,233.58,236.56,245.89,251.50,263.82,273.14,266.59,258.39,252.25,,,,,
2013-12-21 22:21:27.090000,L8,,,,,,,,,231.91,239.93,243.15,247.10,236.78,239.85,255.78,255.63,257.73,266.21,281.01,280.97,290.40,279.38,282.88,278.10,274.92,267.87,274.85,302.80,
2013-12-21 22:21:51.057000,L8,,,,,,,,,236.38,243.19,246.64,249.72,240.32,241.34,261.44,257.51,260.67,268.79,283.05,282.53,293.65,,,,,,,,
2014-02-07 22:20:57.101000,L8,,,,,,,,,233.94,240.10,241.80,247.64,232.91,240.25,254.56,254.81,257.15,266.24,277.39,281.07,291.55,279.26,273.88,276.93,272.36,270.67,273.18,305.23,
2014-02-07 22:21:21.056000,L8,,,,,,,,,235.57,241.64,243.36,248.99,233.83,241.65,255.63,255.97,258.57,267.88,278.61,282.63,292.94,280.41,275.11,278.02,273.68,272.16,,,
2014-03-18 22:26:37.387000,L8,,,,,,,,,,,,,,,,,,,,217.31,266.98,267.22,260.84,254.98,261.64,255.57,251.08,251.72,
2014-05-14 22:19:32.642000,L8,,,,,,,,,,,,,,,231.52,233.33,236.49,190.98,,166.15,278.72,267.28,261.77,253.67,261.93,254.08,240.01,,
2014-05-30 22:19:34.937000,L8,,,,,,,,,,,,,,,227.05,230.75,233.32,199.25,,256.71,275.14,266.63,259.30,237.02,258.98,250.70,,,
2014-07-01 22:19:46.174000,L8,,,,,,,,,,,,,,,234.53,235.64,234.76,249.78,,259.96,278.79,270.88,260.08,252.59,261.25,255.51,,,
2014-07-17 22:19:52.017000,L8,,,,,,,,,,,,,,,233.07,234.72,236.16,250.37,,257.83,278.12,270.28,259.19,253.32,261.20,255.65,,,
2014-09-03 22:20:06.649000,L8,,,,,,,,,,208.39,211.68,217.74,213.94,224.94,240.05,242.49,243.31,252.34,260.03,269.03,281.29,270.36,264.83,267.03,264.98,260.03,256.15,264.15,
2014-09-03 22:20:30.612000,L8,,,,,,,,,175.13,227.46,222.69,235.98,221.96,231.03,244.25,245.34,246.53,256.00,,,,,,,,,,,
2014-09-19 22:20:06.551000,L8,,,,,,,,,,,,,,,,,,,,257.40,270.19,256.99,253.76,246.67,256.54,249.18,209.59,241.26,
2014-09-19 22:20:30.514000,L8,,,,,,,,205.99,241.01,249.95,253.97,260.65,238.43,302.63,302.15,305.07,265.38,273.06,311.80,310.44,303.45,,,,,,,,
2014-10-21 22:20:13.482000,L8,,,,,,,,,235.68,241.83,246.88,251.70,234.01,242.88,255.89,256.68,259.47,266.96,280.31,283.79,296.72,282.80,283.39,277.04,274.81,271.27,272.90,301.63,
2014-10-21 22:20:37.449000,L8,,,,,,,,,236.22,242.91,247.56,252.33,234.12,243.44,256.28,257.20,260.42,,,,,,,,,,,,
2014-11-06 22:20:13.200000,L8,358.98,333.50,326.91,307.87,,279.09,297.12,318.83,309.74,301.70,307.09,318.78,348.58,336.89,328.54,334.64,335.07,346.80,347.55,356.58,342.97,322.95,329.30,329.51,330.01,341.21,331.74,314.70,292.64
2014-11-06 22:20:37.163000,L8,,,,,,223.32,226.27,237.64,237.35,244.62,249.00,254.24,236.30,249.48,271.17,265.94,271.71,273.72,,,,,,,,,,,
2014-12-24 22:20:05.791000,L8,,,,,,,,,,,,,,198.70,227.93,229.82,233.03,242.84,253.15,254.28,271.53,257.45,249.47,241.90,253.41,247.69,195.80,,
2014-12-24 22:20:29.754000,L8,,,,,,217.20,234.23,240.95,238.75,252.25,251.55,254.16,243.31,251.25,266.12,265.29,264.46,273.45,283.31,287.66,296.24,284.84,,,,,,,
2014-12-31 22:26:11.523000,L8,,,,,,207.85,221.37,215.18,230.45,240.77,243.00,247.10,234.39,242.41,254.55,255.75,260.00,305.60,286.18,292.24,303.44,287.89,286.78,306.23,305.25,303.10,296.00,298.05,
2015-01-16 22:26:11.235000,L8,371.42,351.15,436.58,420.33,179.29,223.52,322.19,313.60,290.91,297.41,297.49,309.70,320.60,318.75,316.55,319.96,318.97,329.42,330.96,360.98,320.05,313.55,302.52,309.73,313.17,298.07,303.76,306.39,
2015-02-10 22:19:50.748000,L8,,,,,,165.27,213.12,206.60,230.32,240.30,243.68,246.64,233.48,241.58,255.68,256.55,256.10,264.67,278.35,281.32,293.59,279.91,271.51,276.27,274.56,268.80,274.37,301.87,
2015-02-17 22:25:59.091000,L8,350.49,330.82,321.69,194.06,216.96,271.08,322.43,311.21,313.55,318.57,323.98,334.15,338.90,326.81,323.04,322.44,328.29,330.86,329.60,329.49,342.55,319.05,321.44,316.79,314.13,331.21,324.51,306.75,262.91
2015-02-26 22:19:46.745000,L8,222.09,217.04,340.81,323.49,276.51,293.56,342.19,342.94,317.89,327.65,359.04,366.49,360.07,336.90,353.01,350.34,385.56,350.21,347.41,345.89,347.12,360.37,357.39,365.00,330.89,329.00,331.78,342.76,316.09
2015-02-26 22:20:10.708000,L8,,,,,,217.87,213.76,204.16,231.02,242.12,243.92,248.22,234.00,241.52,254.87,255.18,254.76,264.95,276.42,280.27,293.90,280.43,,,,,,,
2015-03-14 22:19:35.284000,L8,,,,,,220.46,222.23,215.21,237.02,243.65,246.47,249.58,238.38,242.12,256.25,256.76,257.31,265.97,281.12,285.70,295.30,283.02,277.15,279.29,276.56,273.44,271.62,298.52,
2015-03-14 22:19:59.243000,L8,,,,,,218.85,218.20,211.00,235.84,242.46,245.67,249.01,236.91,241.55,256.07,256.28,256.40,264.90,280.89,285.29,294.66,282.62,276.52,279.21,276.10,272.53,271.19,,
2015-04-15 22:19:22.587000,L8,,,,,,222.63,223.40,216.20,236.71,247.21,248.99,249.92,243.86,241.87,255.84,258.89,258.65,274.49,282.70,288.66,298.38,290.89,298.97,303.62,285.75,277.74,272.56,295.16,
2015-05-01 22:19:12.426000,L8,,,,,,,,,155.81,225.63,223.41,229.42,196.89,216.89,237.83,240.36,242.26,249.10,,266.33,280.68,269.56,264.25,265.47,263.74,258.53,246.66,,
2015-05-24 22:25:14.229000,L8,,,,,,,,,,,,,,,,,,,,267.36,279.59,270.64,267.00,263.60,262.39,256.24,239.28,,
2015-07-11 22:25:41.633000,L8,,,,,,,,,,,,,,,,,,,,253.29,280.31,271.84,264.46,243.15,262.25,256.08,,,
2015-08-21 22:19:45.276000,L8,,,,,,,,,,,,,,,,,,,,254.62,271.91,262.10,255.35,252.33,258.13,249.84,,,
2015-09-06 22:19:50.737000,L8,,,,,,,,,,,,,,171.73,232.72,231.16,233.18,240.98,,250.50,270.39,262.47,254.18,234.58,257.21,249.40,238.97,,
2015-09-06 22:20:14.700000,L8,,,,,,235.47,237.98,242.14,242.14,250.83,253.66,253.86,246.67,246.81,256.65,258.75,260.75,271.12,,,,,,,,,,,
2015-09-13 22:26:05.653000,L8,336.41,337.18,328.53,326.20,306.43,277.38,323.04,320.04,304.98,305.68,309.16,315.15,321.59,315.35,345.97,314.39,321.03,348.55,353.95,327.79,325.45,347.30,313.99,317.04,312.04,357.71,354.01,384.87,317.68
2015-12-27 22:20:07.153000,L8,,,,,,,,,,,,,,165.63,220.42,227.84,233.03,243.15,242.55,248.18,270.03,257.25,242.47,230.72,246.71,230.61,,,
2015-12-27 22:20:31.116000,L8,,,,,,,,,,,,,,186.59,223.78,228.79,234.02,245.18,240.81,250.50,,,,,,,,,
2016-01-03 22:26:15.584000,L8,,,,,,231.25,245.07,233.56,239.86,246.94,249.28,250.58,237.01,242.09,255.07,256.46,255.99,266.89,276.35,283.94,290.73,280.92,277.87,277.18,274.69,271.29,272.78,298.56,
2016-02-13 22:19:56.477000,L8,,,,,,229.71,225.16,230.51,235.43,245.55,247.15,249.29,240.83,243.25,254.40,255.92,254.85,263.61,276.66,282.84,293.69,281.26,277.48,277.32,272.37,271.65,274.76,300.23,
2016-02-13 22:20:20.440000,L8,,,,,,234.71,230.69,239.88,239.70,249.13,251.23,252.25,249.21,248.33,256.99,258.85,258.63,267.45,280.92,285.06,296.81,283.84,280.36,279.97,276.22,,,,
2016-02-20 22:26:03.799000,L8,,,,256.52,308.79,292.20,320.12,326.40,323.46,322.61,338.88,346.33,373.84,348.54,350.19,323.74,362.83,356.76,363.78,365.44,357.75,342.40,354.16,324.18,354.48,358.74,363.49,368.18,279.45
2016-03-16 22:19:48.512000,L8,,,,,,,,,,,,,,,,,,,,258.01,271.69,260.74,255.52,237.59,256.88,250.87,244.27,251.29,
2016-03-16 22:20:12.475000,L8,,,,,,224.90,224.02,223.25,234.21,243.25,246.88,249.02,245.12,239.97,254.19,255.26,254.15,264.92,280.92,280.85,294.48,284.75,280.19,,,,,,
2016-04-17 22:19:33.425000,L8,,,,,,,,,,,,,,,,,,,,258.45,273.91,261.26,257.40,234.93,254.96,250.20,,,
2016-04-17 22:19:57.384000,L8,,,,,,,,,,,,,,,,,,,,261.55,275.97,262.98,258.88,245.61,,,,,
2016-04-24 22:25:40.542000,L8,,,,,,,,,,,,,,,,,,,,257.83,272.77,263.50,262.55,251.95,257.35,250.11,,,
2016-06-04 22:19:40.199000,L8,,,,,,,,,,,,,,,235.75,238.64,239.23,250.05,,269.53,282.52,272.13,267.95,256.73,265.79,259.43,236.93,,
2016-08-07 22:20:01.300000,L8,,,,,,,,,,,,,,167.38,232.73,232.02,209.70,241.74,,263.27,272.49,259.06,257.15,252.97,256.24,253.26,238.34,,
2016-08-07 22:20:25.272000,L8,,,,,,,,,,,,,,184.76,232.45,231.22,234.09,241.07,,,,,,,,,,,
2016-09-08 22:20:12.615000,L8,,,,,,,,,,,,,,,,,,,,267.51,275.31,257.94,259.15,265.13,259.35,252.74,246.66,250.47,
2016-11-02 22:26:31.097000,L8,,,,,,190.76,201.53,201.69,225.22,221.75,230.23,240.48,223.84,235.42,251.41,252.93,257.77,285.37,288.45,299.13,296.96,284.71,290.01,287.26,299.12,272.21,274.18,296.22,
2016-11-18 22:26:30.748000,L8,,,,,,204.17,186.49,194.10,221.42,229.23,225.47,236.70,222.95,236.19,250.35,253.43,263.17,264.45,279.62,286.49,294.49,282.07,281.02,277.47,274.61,272.64,270.42,295.83,
2016-12-04 22:26:29.548000,L8,,,,,,197.84,188.76,190.46,212.46,205.47,219.07,229.35,208.43,229.99,244.96,246.82,252.31,258.64,273.15,283.18,285.59,275.70,280.84,274.79,268.62,264.55,266.67,294.44,
2016-12-29 22:20:13.417000,L8,,,,,,212.84,211.35,208.21,225.37,231.11,229.40,236.83,226.20,237.99,252.67,255.52,257.46,264.42,282.59,284.05,294.08,279.15,275.86,281.12,272.28,269.62,273.63,300.08,
2016-12-29 22:20:37.380000,L8,,,,,,213.15,211.72,208.18,225.59,231.66,229.31,236.84,226.35,238.25,252.79,255.62,257.71,264.55,284.67,284.43,,,,,,,,,
2017-02-15 22:19:55.596000,L8,,,,,,207.36,196.62,200.41,218.02,225.93,227.56,236.56,218.53,234.41,250.57,249.35,252.38,264.08,274.62,283.66,296.17,276.75,278.27,279.82,271.14,270.80,271.42,299.43,
2017-02-15 22:20:19.563000,L8,,,,,,211.04,203.60,205.27,220.81,229.01,230.53,241.14,224.82,237.31,253.39,253.45,256.28,269.65,276.04,285.49,298.96,279.14,281.23,281.40,273.39,273.79,,,
2017-03-26 22:25:46.799000,L8,,,,,,,,,,,,,,,,,,,,253.99,272.76,249.61,258.22,253.02,258.85,253.09,245.77,250.50,
2017-04-20 22:19:23.200000,L8,,,,,,,,,,,,,,196.01,233.00,232.98,235.75,246.82,245.54,263.48,275.21,256.56,259.46,261.87,260.38,252.82,243.16,,
2017-04-20 22:19:47.163000,L8,,,,,,,,,,,,,,195.88,232.61,232.66,235.42,246.50,241.71,263.20,274.95,256.19,259.17,261.34,260.18,252.58,,,
2017-05-06 22:19:19.163000,L8,,,,,,,,,,,,,,,,,,,,269.45,277.91,261.31,262.30,262.42,263.19,255.72,233.43,,
2017-06-07 22:19:38.989000,L8,,,,,,,,,,,,,,,232.00,236.34,204.26,248.77,,261.47,278.54,261.40,263.97,254.03,262.73,254.48,236.69,,
2017-07-09 22:19:47.659000,L8,,,,,,,,,,,,,,,233.99,236.93,235.56,249.51,,261.26,278.03,266.91,264.92,256.21,263.34,258.28,230.12,,
2017-08-01 22:26:08.551000,L8,,,,,,,,,,,,,,,,,,,,263.50,275.72,262.49,265.18,255.19,262.85,258.56,238.19,,
2017-09-02 22:26:16.853000,L8,,,,,,211.69,206.10,209.34,226.13,232.48,229.18,237.11,227.46,241.09,253.83,255.61,258.83,274.44,282.44,284.74,294.98,281.87,283.83,282.60,281.86,276.99,270.37,292.88,
2017-09-18 22:26:19.014000,L8,402.07,378.75,346.41,322.51,338.58,325.47,321.27,315.08,307.05,317.82,314.95,319.52,340.85,333.51,320.42,334.41,337.83,345.51,339.72,334.38,343.32,333.23,321.97,336.11,342.97,338.98,349.90,348.24,325.14
2017-11-05 22:26:27.533000,L8,,,,,,,,,,,,,,217.71,232.43,233.98,238.88,244.17,227.02,261.54,275.08,252.81,246.92,235.08,,,,,
2017-11-30 22:20:08.264000,L8,436.76,390.95,240.01,345.09,317.26,321.34,312.35,313.84,310.48,305.34,307.04,304.22,307.33,301.64,298.16,294.06,305.08,342.98,314.08,336.11,315.88,306.02,302.40,304.16,306.39,309.27,320.85,307.16,339.37
2017-11-30 22:20:32.227000,L8,,,,,,219.70,214.21,215.36,231.48,234.09,235.33,236.66,220.91,241.43,254.56,256.42,257.95,266.22,278.99,284.57,292.40,278.32,277.06,279.00,,,,,
2018-02-02 22:19:51.630000,L8,,,,,,196.77,164.32,173.38,208.29,214.14,215.85,222.41,226.50,241.42,261.14,258.00,254.81,262.57,276.30,280.94,291.36,279.45,278.85,288.06,273.19,275.10,275.44,294.34,
2018-02-02 22:20:15.593000,L8,,,,,,180.05,164.17,173.47,207.97,214.12,215.75,222.55,226.54,240.74,257.44,258.14,254.63,262.64,277.13,281.33,292.19,279.69,278.81,288.97,274.18,275.38,275.50,294.55,
2018-02-25 22:25:54.146000,L8,,,,,,169.19,160.15,171.62,200.05,210.32,209.97,228.20,222.29,240.03,249.93,274.38,250.95,271.85,281.04,287.53,292.37,286.89,281.80,285.03,284.86,277.57,288.96,293.82,
2018-03-06 22:19:38.520000,L8,,,,,,170.16,159.77,169.84,198.03,209.56,209.72,221.62,215.18,239.79,249.31,247.50,248.95,278.14,272.76,278.94,292.64,284.04,281.27,281.89,273.57,275.16,270.77,302.49,
2018-03-06 22:20:02.483000,L8,,,,,,,,169.02,197.16,207.24,208.38,220.71,213.52,238.80,248.24,246.61,248.07,277.98,272.31,278.11,291.94,283.71,280.41,280.84,272.32,273.93,269.75,301.44,
2018-04-30 22:25:20.430000,L8,,,,,,,,,,,,,,,,,,,,254.95,270.75,255.65,259.64,236.78,262.68,254.65,239.28,,
2018-05-16 22:25:09.912000,L8,,,,,,,,,,,,,,,,,,,,267.39,277.51,261.15,264.45,262.46,264.90,259.82,,,
2018-06-01 22:24:57.602000,L8,,,,,,,,,,,,,,,,,,,,264.44,275.73,262.58,267.48,263.88,266.48,262.18,240.47,,
2018-06-26 22:19:00.588000,L8,,,,,,,,,,,,,,,,,,,,265.09,276.87,264.72,262.48,237.72,263.59,259.07,,,
2018-07-28 22:19:15.360000,L8,,,,,,,,,,,,,,,,,,,,253.39,270.40,259.09,257.10,233.87,259.66,255.68,,,
2018-09-05 22:25:45.203000,L8,,,,,,,,,,,,,,,,,,245.56,254.62,260.07,278.41,261.16,265.62,266.87,265.38,261.09,258.37,287.66,
2018-10-07 22:25:57.862000,L8,,,,,,,,,,,,,,,,,237.53,243.95,255.99,269.96,281.41,262.51,266.93,269.66,264.23,259.59,258.15,286.95,
2018-12-26 22:26:02.982000,L8,,,,,,176.22,163.36,171.62,192.61,205.26,205.51,209.86,203.08,236.30,245.26,247.81,250.40,260.01,279.83,284.02,287.52,274.36,279.21,279.53,270.79,273.92,270.17,298.71,
2019-01-11 22:26:01.243000,L8,,,,,,177.27,163.52,172.04,195.96,206.12,208.80,212.77,210.27,236.81,246.95,247.42,249.83,259.58,276.30,282.14,288.49,276.42,278.59,278.69,272.30,268.37,271.12,302.11,
2019-02-05 22:19:45.318000,L8,415.20,378.06,302.98,337.14,335.04,320.53,305.06,313.85,319.02,310.17,302.45,310.20,344.99,332.21,323.72,297.60,302.40,305.92,302.00,305.36,314.07,311.41,306.94,310.91,342.98,328.97,352.70,353.44,164.65
2019-02-05 22:20:09.281000,L8,,,,,,201.24,171.47,180.34,212.34,214.80,216.58,222.53,216.46,239.22,253.95,253.44,255.16,261.47,275.03,279.08,287.81,273.81,272.06,277.64,274.20,272.81,274.27,299.25,
2019-02-21 22:20:06.522000,L8,,,,,,,,,,,,,,,,,,,,238.77,264.13,237.17,250.67,230.80,254.07,249.29,235.45,244.30,
