dates,satname,nzd0303-0000,nzd0303-0001,nzd0303-0002,nzd0303-0003,nzd0303-0004,nzd0303-0005,nzd0303-0006,nzd0303-0007,nzd0303-0008,nzd0303-0009,nzd0303-0010,nzd0303-0011,nzd0303-0012,nzd0303-0013,nzd0303-0014,nzd0303-0015,nzd0303-0016,nzd0303-0017,nzd0303-0018,nzd0303-0019,nzd0303-0020,nzd0303-0021,nzd0303-0022,nzd0303-0023,nzd0303-0024,nzd0303-0025,nzd0303-0026,nzd0303-0027,nzd0303-0028,nzd0303-0029,nzd0303-0030,nzd0303-0031,nzd0303-0032,nzd0303-0033,nzd0303-0034,nzd0303-0035,nzd0303-0036,nzd0303-0037,nzd0303-0038,nzd0303-0039,nzd0303-0040,nzd0303-0041,nzd0303-0042,nzd0303-0043,nzd0303-0044,nzd0303-0045,nzd0303-0046,nzd0303-0047,nzd0303-0048,nzd0303-0049,nzd0303-0050,nzd0303-0051,nzd0303-0052,nzd0303-0053,nzd0303-0054,nzd0303-0055,nzd0303-0056,nzd0303-0057,nzd0303-0058,nzd0303-0059,nzd0303-0060,nzd0303-0061,nzd0303-0062,nzd0303-0063,nzd0303-0064,nzd0303-0065,nzd0303-0066,nzd0303-0067,nzd0303-0068,nzd0303-0069,nzd0303-0070,nzd0303-0071,nzd0303-0072,nzd0303-0073,nzd0303-0074,nzd0303-0075,nzd0303-0076,nzd0303-0077,nzd0303-0078,nzd0303-0079,nzd0303-0080,nzd0303-0081,nzd0303-0082,nzd0303-0083,nzd0303-0084,nzd0303-0085,nzd0303-0086,nzd0303-0087,nzd0303-0088,nzd0303-0089,nzd0303-0090,nzd0303-0091,nzd0303-0092,nzd0303-0093,nzd0303-0094,nzd0303-0095,nzd0303-0096,nzd0303-0097,nzd0303-0098,nzd0303-0099,nzd0303-0100,nzd0303-0101,nzd0303-0102,nzd0303-0103,nzd0303-0104,nzd0303-0105,nzd0303-0106,nzd0303-0107,nzd0303-0108,nzd0303-0109,nzd0303-0110,nzd0303-0111,nzd0303-0112,nzd0303-0113,nzd0303-0114,nzd0303-0115,nzd0303-0116,nzd0303-0117,nzd0303-0118,nzd0303-0119,nzd0303-0120,nzd0303-0121,nzd0303-0122,nzd0303-0123,nzd0303-0124,nzd0303-0125,nzd0303-0126,nzd0303-0127,nzd0303-0128,nzd0303-0129,nzd0303-0130,nzd0303-0131,nzd0303-0132,nzd0303-0133,nzd0303-0134,nzd0303-0135,nzd0303-0136,nzd0303-0137,nzd0303-0138,nzd0303-0139,nzd0303-0140,nzd0303-0141,nzd0303-0142,nzd0303-0143,nzd0303-0144,nzd0303-0145,nzd0303-0146,nzd0303-0147,nzd0303-0148,nzd0303-0149,nzd0303-0150,nzd0303-0151,nzd0303-0152,nzd0303-0153,nzd0303-0154,nzd0303-0155,nzd0303-0156,nzd0303-0160,nzd0303-0161,nzd0303-0162,nzd0303-0163,nzd0303-0164,nzd0303-0165,nzd0303-0166,nzd0303-0167,nzd0303-0168,nzd0303-0169,nzd0303-0170,nzd0303-0171,nzd0303-0172,nzd0303-0173,nzd0303-0174,nzd0303-0175,nzd0303-0176,nzd0303-0177,nzd0303-0178,nzd0303-0179,nzd0303-0157,nzd0303-0158,nzd0303-0159,nzd0303-0180,nzd0303-0181
2013-10-29 22:02:22.230000,L8,260.25,401.34,420.04,327.31,335.33,273.78,311.11,287.41,245.11,289.60,196.65,,,,,,,,,,,,,,,,,,,,,,449.62,464.95,438.76,384.89,,,,,,,,,370.84,414.53,408.57,384.52,410.84,430.36,436.18,437.01,450.77,441.42,438.76,452.63,442.67,442.13,440.36,448.22,452.06,455.09,443.84,450.52,455.94,446.36,460.62,458.00,462.07,462.46,468.67,465.29,456.42,457.60,458.72,459.12,452.02,455.97,421.42,460.04,455.09,455.93,454.46,453.56,448.31,431.95,434.15,409.17,422.17,423.59,438.75,442.40,460.28,463.91,472.54,481.76,470.12,472.12,479.75,476.86,471.60,464.02,469.17,488.29,489.79,487.22,481.97,473.50,485.78,480.75,476.82,475.79,470.08,488.01,505.66,511.95,508.84,493.73,478.98,476.23,467.74,385.90,439.55,459.16,459.80,436.26,433.24,430.82,433.42,447.82,444.47,448.18,442.36,476.81,407.27,245.74,421.78,427.51,445.19,428.45,431.20,427.79,425.57,423.71,435.79,350.66,388.32,412.15,398.90,409.63,417.60,168.34,362.40,380.70,384.85,381.56,373.89,358.11,,,,,,,238.44,413.36,434.89,225.03,468.09,454.23,457.57,462.24,454.28,418.66,460.41,425.71,,366.92,377.93,358.85,,
2013-11-14 22:02:21.400000,L8,446.21,423.31,420.15,395.88,425.56,431.32,430.65,433.90,429.32,428.96,422.08,412.23,417.85,402.32,393.56,393.02,410.88,418.35,416.74,404.88,411.14,404.85,410.76,428.13,426.22,411.45,416.13,423.56,431.25,426.59,438.80,441.73,444.75,446.73,445.45,445.38,437.29,428.74,433.29,429.46,418.76,416.44,412.21,400.92,418.83,432.83,429.43,401.67,437.53,446.19,454.05,448.95,449.93,451.89,450.89,458.46,446.37,443.90,445.47,449.66,452.32,455.64,448.94,453.24,457.54,448.53,458.37,458.80,462.13,465.42,469.08,464.91,457.10,458.36,458.47,459.98,452.15,457.51,422.16,461.32,457.61,455.96,455.81,453.32,449.29,444.70,446.89,434.76,438.32,445.40,447.64,451.94,464.14,466.21,473.98,479.22,470.06,472.87,478.36,474.66,472.93,467.59,466.98,482.24,478.43,478.09,479.22,474.36,484.32,480.14,477.66,474.86,469.90,493.48,503.96,505.10,507.41,500.09,478.94,480.23,470.01,388.93,443.06,461.70,461.72,473.95,432.51,447.94,441.82,447.72,449.03,448.39,445.81,452.67,450.77,447.90,445.91,443.92,446.53,438.94,433.38,429.86,428.07,426.19,428.80,416.00,432.59,421.43,412.27,435.85,431.77,418.97,405.16,388.27,389.10,384.01,377.97,364.63,377.78,371.43,366.23,372.61,371.17,379.25,381.76,415.48,435.96,450.10,471.46,458.72,461.19,338.00,472.93,463.54,468.66,434.64,389.95,370.88,381.85,365.45,,
2013-11-21 22:08:25.669000,L8,439.71,436.11,426.27,424.30,429.96,432.62,431.05,433.51,434.41,432.97,429.85,432.08,426.45,423.78,415.37,398.60,416.70,420.82,423.41,407.35,417.43,412.56,412.08,429.00,427.17,423.85,421.88,428.53,433.04,434.55,440.75,445.36,446.16,445.81,448.05,457.80,441.90,436.30,437.84,434.80,428.75,426.12,428.88,431.87,427.90,432.73,434.54,430.15,442.61,450.46,458.27,454.77,454.01,456.79,452.41,465.65,448.40,446.59,446.06,454.38,454.49,462.11,461.95,463.73,463.20,456.50,462.19,463.75,493.53,467.03,468.37,468.80,461.52,463.32,462.18,464.92,461.82,462.09,461.02,464.74,461.21,461.19,460.36,458.35,456.63,454.84,456.66,454.55,457.36,459.21,457.80,463.79,467.23,470.70,477.27,482.05,473.44,473.96,487.35,477.93,478.49,473.34,475.07,481.72,482.55,478.74,482.25,475.86,487.12,483.69,480.78,476.94,476.29,492.32,503.88,503.14,504.16,499.14,485.86,482.29,472.59,431.63,463.56,469.82,473.64,478.45,444.55,454.68,451.10,469.08,477.58,458.52,458.98,462.98,483.75,462.62,483.81,454.04,467.89,445.27,445.82,437.02,434.74,444.04,436.98,431.12,443.90,436.04,438.18,444.74,446.05,455.02,447.74,401.74,405.76,392.51,390.34,378.79,401.22,386.30,386.86,385.75,383.41,385.92,406.77,421.12,441.24,453.79,476.79,475.49,472.93,336.43,479.40,469.66,489.08,477.52,455.98,381.39,390.92,414.23,,
2013-11-30 22:02:16.559000,L8,452.17,449.20,439.53,432.97,437.57,434.25,435.13,448.13,451.43,445.89,449.30,455.83,448.83,451.18,444.91,435.72,442.25,440.87,437.49,439.07,441.16,439.30,436.20,450.65,450.63,442.86,444.82,448.82,454.69,460.55,465.44,464.13,462.20,452.42,460.12,459.61,458.03,463.35,466.33,458.58,460.19,464.58,453.70,451.41,450.59,452.20,456.41,466.59,462.82,468.72,470.63,486.77,482.34,479.75,474.72,474.00,469.89,466.58,466.10,475.00,481.05,495.80,482.48,487.78,495.85,487.76,490.67,492.14,493.26,491.38,492.52,483.60,484.78,491.18,492.90,498.04,483.83,484.89,474.75,491.28,492.27,485.27,493.08,488.24,482.35,486.54,480.14,487.75,492.50,488.18,487.76,488.26,489.21,499.71,502.71,501.74,499.55,505.75,511.24,511.84,521.90,508.75,499.48,510.87,503.23,499.93,505.54,510.38,516.44,514.53,508.38,503.97,511.52,518.66,521.20,517.47,529.37,515.36,522.16,524.32,503.39,487.85,515.05,523.54,525.68,534.29,517.66,519.09,521.75,520.36,521.95,501.60,514.81,526.44,526.65,,,525.12,527.51,510.10,507.72,507.87,509.35,503.53,511.64,510.79,530.98,521.73,515.07,499.49,505.15,500.30,498.24,493.62,171.08,190.07,236.10,279.73,275.81,280.62,279.74,277.07,273.87,276.98,244.27,224.39,220.84,216.99,223.06,271.77,325.90,340.21,301.81,283.17,302.86,314.63,359.71,263.37,274.43,272.20,442.75,528.85
2013-12-16 22:02:09.908000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.37,215.85,258.00,254.84,257.39,258.58,255.92,255.60,252.65,223.66,208.69,194.63,192.73,200.04,249.70,303.47,325.63,263.25,254.60,282.38,284.47,323.98,230.16,250.52,250.07,389.65,490.51
2014-01-24 22:07:57.409000,L8,442.87,435.86,426.46,424.28,434.23,437.64,438.30,443.10,438.14,440.43,440.59,440.37,432.75,431.20,432.23,400.34,422.11,428.14,427.06,415.80,419.48,412.71,416.00,431.97,432.11,429.59,428.04,434.84,434.19,443.46,444.09,454.49,458.69,457.35,451.44,462.62,440.96,439.45,443.37,439.72,434.33,429.16,431.33,429.22,430.54,433.47,435.89,404.96,446.58,454.65,454.92,450.20,474.42,458.78,463.69,472.49,458.19,449.48,452.93,456.69,457.81,471.76,458.74,460.83,480.49,486.11,486.20,485.40,463.36,480.04,472.78,475.19,463.10,463.90,462.47,477.82,464.74,465.44,465.67,474.42,463.42,463.76,464.58,461.85,458.54,448.53,465.05,464.23,463.50,460.90,465.97,469.98,472.02,474.89,495.78,505.16,486.91,483.15,492.13,476.41,473.69,479.28,472.74,486.28,483.70,480.35,483.89,477.01,492.77,495.33,478.61,474.22,489.96,497.17,510.97,506.02,508.00,502.14,483.72,476.75,472.07,392.43,455.97,470.78,471.55,477.49,468.38,474.41,469.53,465.90,464.12,469.25,472.21,478.32,486.44,492.04,488.10,456.25,478.43,445.69,440.76,438.81,441.93,438.56,438.95,436.64,446.82,440.20,447.21,443.97,436.01,428.54,418.13,407.09,411.86,407.07,405.64,423.29,436.15,448.45,398.19,392.16,386.82,393.83,410.81,427.41,456.60,454.45,481.12,486.97,479.39,496.74,500.91,501.84,501.16,490.17,472.79,386.15,389.89,426.80,,
2014-02-02 22:01:41.567000,L8,437.59,439.04,422.10,387.00,423.52,431.26,438.59,442.31,429.36,430.29,414.48,406.03,420.50,397.30,389.46,387.19,392.15,423.30,419.43,398.87,408.95,403.88,407.91,428.52,427.18,416.56,401.00,421.39,431.18,431.11,436.22,442.92,449.67,454.17,444.03,447.59,429.67,423.41,434.45,420.64,410.19,420.53,407.95,387.77,402.84,424.70,424.73,392.52,429.93,440.45,447.54,442.46,444.90,449.47,444.36,456.74,447.99,441.48,441.72,449.00,448.56,446.66,442.41,446.62,448.37,442.29,452.87,454.76,460.38,458.00,464.80,459.07,453.66,456.86,456.10,458.38,446.75,452.54,412.25,459.10,451.45,450.51,446.58,443.47,438.38,432.00,434.15,419.13,426.91,424.39,431.08,437.43,455.90,492.55,490.09,478.71,467.07,470.48,475.85,472.31,460.56,453.54,463.59,478.61,474.56,476.08,478.02,469.40,483.37,477.67,467.77,467.28,472.83,494.26,504.47,504.04,504.13,497.46,474.65,471.73,467.05,375.56,443.30,442.28,460.95,437.26,461.44,462.27,456.43,450.46,448.98,447.38,444.56,449.22,444.32,444.09,443.68,442.30,440.03,437.02,432.36,425.91,426.81,424.92,418.83,413.37,426.43,418.65,408.17,431.65,426.88,416.71,404.41,393.43,391.13,382.75,381.15,363.46,380.32,290.88,350.53,380.47,370.75,377.33,395.57,416.59,434.37,447.16,468.64,462.83,462.75,465.96,469.47,465.14,469.11,441.50,442.71,375.51,377.61,368.76,,
2014-02-25 22:07:32.361000,L8,434.17,193.96,416.36,391.63,421.71,427.54,430.61,438.65,432.58,431.09,409.81,404.89,422.88,397.00,397.03,388.22,409.19,417.28,416.83,401.58,408.44,406.99,408.54,447.87,463.54,440.50,426.04,275.22,305.60,460.75,480.16,484.55,470.13,462.03,456.92,464.30,434.82,430.12,435.13,432.17,426.58,417.13,404.57,390.78,417.68,420.67,424.34,391.11,432.89,440.34,444.60,442.36,443.47,448.27,447.19,453.30,447.70,483.47,484.08,453.21,451.62,455.63,498.54,493.60,459.42,446.13,451.58,453.60,457.88,458.27,460.52,458.86,454.98,457.22,456.81,500.04,440.19,460.73,466.13,456.87,452.06,450.20,455.51,447.44,443.30,442.58,416.32,431.99,420.02,448.30,444.41,441.77,428.95,474.09,462.80,461.09,441.85,465.28,449.08,348.76,397.74,447.46,476.54,420.04,456.35,420.71,445.57,467.00,491.30,473.62,440.17,435.92,473.94,483.33,469.30,513.69,,510.38,381.21,401.55,422.20,368.99,416.39,433.11,427.33,440.07,423.10,445.84,429.97,444.75,468.65,505.67,437.92,389.11,,,210.13,247.31,217.63,225.07,334.44,256.35,,,182.71,293.37,225.64,305.70,278.14,239.34,,,,,,,,,,,,,,,,,319.27,382.27,376.16,300.96,,,,449.19,373.68,371.37,,,,,,
2014-03-06 22:01:13.234000,L8,441.73,439.53,429.82,425.80,430.19,432.85,439.45,446.55,441.22,440.93,448.85,445.63,436.87,432.43,429.83,391.71,430.33,429.53,427.96,415.73,420.44,410.80,414.31,438.85,432.87,426.94,425.07,427.88,435.19,437.51,449.73,449.02,450.86,450.33,451.50,458.45,440.61,437.40,440.49,437.62,434.39,426.67,429.89,419.61,422.99,428.47,431.82,429.76,447.30,459.05,464.69,449.70,456.75,461.80,459.74,460.83,454.65,452.58,448.36,455.17,454.85,469.56,469.66,475.54,481.21,483.88,474.82,465.40,461.53,469.71,470.22,473.97,470.19,465.40,481.91,474.67,461.60,460.80,468.56,465.54,460.89,460.84,460.74,456.56,457.79,444.38,444.36,440.35,462.56,461.39,460.15,469.12,472.07,473.17,487.63,498.21,473.04,484.90,485.97,484.46,469.00,467.66,468.12,485.70,481.77,479.97,482.83,475.00,487.93,479.67,481.02,473.37,479.07,499.04,511.57,506.37,508.28,502.40,476.62,476.90,470.87,437.41,465.19,473.49,474.68,477.56,464.22,464.90,462.52,460.75,468.81,468.87,472.83,477.68,485.10,487.87,492.37,484.79,489.13,488.47,478.88,434.63,463.32,461.24,436.48,430.06,456.10,430.50,440.56,444.15,437.18,429.87,419.79,445.84,444.55,436.59,433.29,431.86,264.76,434.51,409.46,399.54,380.39,383.25,407.46,420.39,456.57,207.31,481.48,491.08,489.10,495.91,492.56,497.18,493.76,527.28,476.75,435.31,430.37,437.74,,
2014-04-30 22:06:34.437000,L8,,341.32,352.86,345.92,398.16,414.60,397.40,402.47,382.63,380.48,388.28,396.70,361.92,360.96,355.12,380.49,345.04,414.99,317.83,361.79,404.52,353.49,367.68,367.19,384.46,385.57,378.85,412.71,396.88,396.39,417.72,436.51,432.15,433.08,413.72,431.17,408.12,396.40,420.31,323.23,377.62,281.34,370.19,316.02,321.09,344.59,366.91,377.20,397.10,423.92,432.03,419.86,408.64,414.73,406.83,438.21,405.37,429.62,412.54,441.86,443.51,430.08,422.68,424.69,426.74,399.69,436.89,419.89,455.26,442.28,457.26,454.81,432.19,452.11,446.01,420.83,413.98,404.12,383.53,375.63,405.19,433.09,427.42,421.30,389.24,346.43,335.71,350.15,370.41,397.23,306.16,352.11,383.40,425.66,462.05,466.97,447.96,466.36,467.42,447.03,433.89,433.43,447.53,477.73,448.56,475.76,470.51,470.01,477.04,451.79,400.59,440.92,437.20,493.68,501.32,494.92,426.13,401.02,413.12,431.96,456.53,344.11,393.53,390.55,362.42,401.55,417.16,401.93,413.73,415.86,401.87,423.27,413.45,391.91,424.48,416.19,397.64,384.10,389.12,384.44,407.71,379.04,399.63,355.46,331.13,227.89,403.20,397.08,390.52,390.47,326.59,,243.76,317.43,323.94,238.91,,,,,,319.03,352.50,356.51,358.90,368.21,406.28,422.28,438.82,376.53,416.87,418.10,450.51,324.75,426.36,372.58,,,,,,
2014-05-16 22:06:21.708000,L8,429.79,424.63,424.11,424.81,426.56,430.92,431.49,435.68,437.17,432.38,435.50,432.77,435.77,433.48,430.45,429.36,426.19,429.88,427.79,422.98,431.11,427.90,431.90,434.48,434.31,432.37,433.62,433.86,436.16,440.22,444.87,447.38,451.85,447.69,447.94,447.69,445.74,447.84,447.83,452.11,457.06,452.50,454.95,445.47,440.13,443.23,437.79,439.01,455.71,457.00,470.91,469.86,470.62,461.07,461.56,466.59,460.52,457.88,456.25,460.20,466.87,475.20,478.62,478.88,470.71,463.59,461.21,461.93,474.98,480.31,475.48,472.69,471.88,480.26,479.21,477.05,473.03,468.15,466.84,472.25,480.28,478.77,469.33,477.12,484.08,486.43,477.64,474.50,483.32,483.16,489.87,486.15,480.94,477.17,470.35,483.19,489.83,488.46,489.97,485.83,486.56,491.99,508.25,504.64,495.97,495.55,490.97,478.64,488.15,487.86,497.06,481.77,479.76,500.27,514.89,515.61,513.11,515.47,485.27,485.32,482.05,469.66,533.66,520.92,514.10,501.93,492.86,480.70,482.45,506.53,513.76,495.10,515.80,508.77,511.47,509.96,513.64,524.07,519.35,507.47,499.22,529.28,522.77,470.72,487.06,512.73,518.93,529.08,525.93,525.34,521.96,509.99,497.07,484.96,502.83,452.76,437.99,471.61,464.03,437.85,434.31,479.31,491.10,511.78,517.95,505.07,510.89,500.46,516.19,516.98,523.85,512.42,523.16,274.37,296.24,305.23,522.99,472.35,445.86,440.66,519.29,
2014-05-25 22:00:10.718000,L8,423.74,379.85,355.47,312.87,409.66,402.97,381.58,382.68,344.76,378.14,371.14,358.65,381.98,383.65,351.33,383.97,386.38,414.72,,335.44,371.79,324.51,372.58,409.20,391.86,388.41,380.95,408.46,398.87,398.37,415.92,435.93,431.66,427.78,413.43,420.76,405.19,400.76,418.89,399.11,395.67,299.28,388.91,330.48,377.22,407.16,396.19,382.90,415.37,431.43,438.23,427.48,431.89,431.20,434.74,458.87,419.30,439.68,438.79,438.57,438.58,443.69,433.77,438.79,442.55,435.78,443.42,460.92,460.12,452.11,459.83,456.35,450.84,455.58,459.74,456.18,427.92,429.34,411.42,453.65,459.61,449.30,438.50,431.41,425.93,391.81,456.48,428.97,420.60,452.56,476.86,465.12,449.23,420.35,456.51,467.52,486.76,468.32,480.06,476.45,436.57,473.05,463.93,480.17,473.11,475.02,476.70,474.73,485.69,470.65,485.08,475.36,480.68,495.18,508.16,516.22,504.66,499.91,531.43,484.44,512.37,461.05,440.64,463.74,496.84,456.32,404.85,356.81,347.53,425.61,358.11,451.87,466.09,459.97,483.17,277.42,381.84,,427.65,360.45,408.06,425.44,431.38,446.13,,,,,324.56,377.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-01 22:06:26.739000,L8,,333.76,191.96,223.41,344.81,398.06,370.47,397.28,372.00,372.34,371.85,349.95,321.23,358.65,334.42,337.21,314.56,374.59,287.84,357.60,372.48,345.79,362.87,357.18,383.70,383.43,375.55,386.68,393.48,394.74,396.27,417.85,415.92,414.36,409.12,413.16,399.24,395.22,402.27,391.05,198.76,272.82,305.40,296.76,288.22,332.01,356.79,372.48,395.60,419.68,427.78,413.71,401.16,409.62,425.53,433.18,407.86,413.50,414.22,413.36,432.41,431.50,399.22,407.58,424.79,399.09,436.52,419.03,449.75,426.17,440.39,446.07,422.07,423.59,425.25,417.54,411.91,401.28,366.37,288.98,392.64,405.97,424.90,391.26,385.08,342.79,334.26,349.80,365.99,398.71,307.91,346.54,381.59,422.60,449.12,457.15,437.10,450.16,454.85,437.22,429.39,430.77,442.83,451.31,444.76,447.09,454.71,444.28,468.04,447.59,397.72,441.16,430.77,473.08,472.30,469.12,491.43,399.29,399.81,436.07,447.07,347.35,373.83,387.65,353.88,385.75,416.61,401.91,406.81,412.48,410.44,415.26,403.29,391.54,384.57,415.83,395.72,382.37,384.72,382.01,407.98,377.02,396.79,354.94,337.35,239.85,398.53,397.75,383.93,385.53,318.30,,234.38,350.75,289.73,239.99,,,,,,342.91,327.82,356.05,374.50,389.57,402.70,228.52,435.45,379.60,420.59,424.41,445.07,297.64,427.24,379.17,,,,,,
2014-06-17 22:06:32.826000,L8,,,189.54,220.68,341.43,396.88,369.72,392.21,353.56,374.59,362.83,350.35,308.67,354.82,313.28,338.62,268.91,292.19,282.63,355.17,369.64,343.37,333.51,361.58,381.04,384.82,375.86,404.24,385.85,390.41,397.50,416.33,413.20,410.46,404.12,404.55,397.55,388.10,405.05,388.84,365.07,235.64,304.50,257.18,288.31,329.08,350.14,372.63,373.59,413.51,424.67,411.55,398.21,411.32,403.67,432.28,407.00,405.46,410.69,432.43,429.00,421.42,395.99,407.83,414.31,393.70,410.06,413.02,445.28,206.32,192.60,221.03,239.01,222.45,419.22,416.08,404.48,400.88,387.31,286.81,387.75,405.80,402.52,400.82,383.66,321.85,333.62,344.55,364.22,384.41,305.71,347.53,374.74,421.51,449.39,447.30,435.41,438.28,449.30,432.96,426.34,429.56,442.96,448.54,358.91,370.51,380.92,438.04,455.62,448.47,386.13,438.58,435.48,457.30,481.11,466.52,423.82,391.89,399.93,445.24,456.68,355.72,392.94,388.48,353.65,386.94,405.48,400.40,393.19,412.38,404.55,401.77,414.43,384.11,384.89,402.43,384.30,372.96,383.45,378.27,398.01,368.08,391.18,352.69,326.70,230.58,395.56,388.32,381.10,244.48,317.30,,236.14,351.08,280.35,249.72,,,,,,337.76,351.09,346.77,369.40,389.75,402.80,415.44,432.75,378.10,408.38,360.94,419.68,424.53,417.98,,,,,,,
2014-07-03 22:06:38.032000,L8,439.52,438.90,421.99,423.02,427.85,430.59,437.01,439.27,440.13,437.36,436.27,436.87,430.62,424.92,421.49,399.12,419.62,423.76,424.30,416.89,419.95,415.80,422.39,429.75,433.19,426.95,428.17,429.87,437.10,439.61,446.24,446.88,450.23,447.61,449.25,451.09,444.29,441.26,442.27,438.51,435.27,430.37,434.75,434.20,429.93,435.93,435.58,433.83,447.36,449.33,451.63,451.43,450.77,452.27,454.45,457.29,452.08,448.23,445.60,455.56,451.97,471.57,448.60,450.77,458.08,462.47,453.67,455.59,465.78,460.57,464.28,463.52,458.77,459.60,460.73,462.96,457.12,455.67,443.62,458.54,453.51,451.26,458.63,438.54,456.70,455.03,461.70,458.25,467.71,463.44,463.01,470.63,470.73,474.81,476.03,483.03,479.66,481.21,480.48,479.31,475.59,475.09,471.62,484.21,477.71,479.22,475.65,474.26,484.42,477.73,482.25,473.98,478.55,496.21,507.80,506.07,506.36,505.47,487.19,479.99,477.79,439.99,464.14,477.17,471.64,471.05,462.89,461.70,469.94,463.51,466.10,465.74,470.33,471.15,481.66,480.24,490.23,486.71,486.91,487.29,475.93,469.25,451.27,456.23,454.81,443.72,452.57,453.85,456.11,452.22,440.64,457.55,454.90,444.57,443.47,439.02,441.47,425.23,426.81,424.02,423.75,423.57,427.56,433.85,441.99,443.56,458.83,470.23,482.74,490.62,492.21,498.85,497.21,512.08,514.57,523.95,521.41,428.86,430.30,432.24,,
2014-07-12 22:00:31.114000,L8,,,,,243.37,380.01,359.60,352.21,325.13,325.55,359.60,307.33,294.84,354.13,298.94,333.65,260.25,211.94,,350.97,360.15,322.66,326.31,348.21,379.25,346.30,362.64,401.99,377.90,377.83,385.77,404.82,410.37,401.20,396.57,397.59,386.92,379.52,387.47,375.89,193.32,190.85,285.20,249.97,280.27,207.87,,,,,406.45,406.03,383.84,400.47,398.17,428.18,402.94,396.39,384.90,408.68,413.87,405.90,389.78,394.58,326.64,352.81,386.69,409.66,430.64,414.44,446.85,419.53,409.29,412.11,413.60,411.47,366.15,389.24,275.87,278.38,330.89,391.02,394.26,329.17,289.79,305.03,330.10,339.09,260.34,293.57,292.34,340.86,365.02,388.26,414.79,420.65,421.69,423.85,368.85,377.15,380.64,418.79,423.68,437.50,436.05,434.27,425.83,427.85,451.47,436.64,377.84,436.27,428.32,457.33,378.39,382.34,387.05,387.72,390.48,430.79,439.56,334.41,353.14,354.42,293.36,368.67,379.57,386.88,382.15,405.23,392.95,390.14,386.68,368.21,376.13,385.90,362.02,363.73,374.01,376.28,382.00,365.30,381.87,348.48,307.49,210.47,357.31,383.11,340.45,340.99,178.46,,238.56,237.79,252.59,231.77,,,,,,,348.19,349.29,245.40,386.02,396.40,404.81,424.61,370.40,371.69,422.15,417.36,390.71,407.03,,,,,,,
2014-08-04 22:06:50.418000,L8,439.49,426.05,421.79,423.04,425.59,427.81,433.04,435.81,433.47,433.37,431.59,433.41,427.35,423.04,420.42,396.46,420.95,424.29,421.09,415.73,417.79,415.46,416.70,430.36,434.71,427.28,424.98,431.35,436.95,439.62,443.42,443.72,447.27,446.25,448.05,449.47,443.63,442.53,443.15,438.91,436.29,428.10,435.92,433.64,428.58,437.31,435.65,431.71,445.01,451.14,454.49,450.04,451.60,455.10,457.34,458.16,454.03,449.54,447.09,456.47,452.15,454.02,449.28,458.42,464.38,462.63,460.03,458.21,464.33,462.47,464.36,463.67,461.37,460.02,461.98,465.90,462.49,463.54,460.73,460.86,456.29,454.42,459.69,457.17,459.87,457.72,464.93,462.45,463.41,463.23,464.44,470.71,470.15,474.28,479.02,482.70,479.41,478.33,481.54,480.56,476.34,473.99,473.53,485.43,479.42,479.45,478.57,474.79,486.10,481.08,480.90,477.11,480.88,499.28,513.40,510.95,509.74,507.45,495.82,482.90,490.43,439.07,461.22,472.79,467.63,465.21,458.52,461.15,462.52,465.21,470.63,469.85,472.37,472.92,485.11,481.39,495.46,489.16,485.43,466.92,484.56,462.99,447.56,443.07,442.53,443.20,450.28,452.49,437.15,448.83,440.22,457.16,457.01,447.27,443.76,436.19,452.49,268.06,436.24,429.16,272.16,427.10,427.31,426.83,442.05,444.20,458.09,210.44,486.35,485.90,326.99,495.31,502.78,506.95,506.58,525.75,523.02,442.28,440.59,437.95,,
2014-08-13 22:00:42.730000,L8,,,,,,,277.42,302.83,281.45,219.78,,,,,,,,,,,,320.76,346.44,355.26,290.13,,,,,,,,,,405.00,430.84,418.25,411.64,424.57,298.18,336.77,342.09,394.28,370.60,367.85,404.05,396.58,381.41,404.84,396.82,402.18,361.10,260.23,349.84,434.97,447.03,440.80,440.46,433.24,444.53,440.41,438.93,427.62,431.48,425.07,354.50,437.44,420.22,429.01,273.12,314.61,287.20,346.22,343.01,348.94,246.07,351.59,244.46,398.56,348.13,438.88,440.52,433.60,431.02,426.50,414.49,419.29,396.11,408.61,409.81,407.24,403.32,420.43,426.64,462.48,462.37,467.06,467.41,467.29,465.21,425.15,434.91,446.34,451.97,408.58,386.71,412.86,442.68,454.50,445.11,389.91,443.23,453.14,482.98,497.18,498.16,499.25,494.35,468.91,468.87,459.68,374.08,409.97,416.51,419.61,425.70,418.85,416.99,417.69,422.55,425.41,426.73,422.05,424.02,424.03,419.78,426.43,422.64,421.35,421.82,413.95,395.23,407.53,403.94,399.43,287.25,404.17,399.43,388.90,395.61,411.50,340.05,303.12,372.23,369.97,313.48,363.53,345.51,289.95,360.59,341.25,353.99,358.19,362.98,384.64,400.36,418.07,434.19,453.00,438.05,429.82,439.23,455.68,450.12,445.32,409.68,,358.49,359.61,345.99,,
