dates,satname,nzd0291-0000,nzd0291-0001,nzd0291-0002,nzd0291-0003,nzd0291-0004,nzd0291-0005,nzd0291-0006,nzd0291-0007,nzd0291-0008,nzd0291-0009,nzd0291-0010,nzd0291-0011,nzd0291-0012,nzd0291-0013,nzd0291-0014
1999-08-21 21:46:56.985000,L7,401.98,396.01,405.50,299.46,278.16,294.00,312.44,287.75,303.74,298.37,301.49,412.27,463.82,379.55,385.78
1999-08-28 21:53:11.984000,L7,306.37,313.46,163.73,293.36,278.47,296.79,308.31,290.53,304.87,299.52,304.39,293.39,300.06,304.10,296.58
1999-09-22 21:47:00.785000,L7,302.72,312.07,297.62,298.63,272.09,289.29,302.69,285.04,298.03,511.65,523.19,513.88,515.37,369.48,374.45
1999-09-29 21:53:16.190000,L7,277.77,292.22,,276.59,266.41,280.67,295.87,225.76,281.89,284.69,237.34,,,,
1999-10-24 21:46:56.203000,L7,351.01,351.10,354.51,359.30,359.32,293.47,365.26,364.94,366.47,364.13,357.77,349.35,344.46,343.08,341.95
1999-10-31 21:53:08.082000,L7,407.79,334.12,338.22,346.36,342.21,344.55,347.33,360.31,367.50,360.63,362.36,339.20,332.67,316.75,393.16
2000-01-19 21:53:01.775000,L7,279.94,302.17,299.73,278.87,261.75,276.73,302.98,240.33,387.99,388.58,384.95,254.08,267.85,378.08,286.35
2000-02-04 21:53:01.324000,L7,422.51,521.17,308.39,315.21,322.63,309.42,315.13,301.14,307.79,300.22,311.38,303.67,290.41,305.29,372.85
2000-02-20 21:52:53.613000,L7,265.29,291.68,194.73,295.91,236.95,270.13,284.95,240.13,263.08,235.91,211.21,,415.62,446.51,466.87
2000-04-01 21:46:34.573000,L7,422.37,479.64,489.85,505.74,514.77,504.40,436.20,433.71,410.52,451.98,437.08,432.04,432.18,442.97,435.51
2000-05-03 21:46:19.161000,L7,312.54,307.44,380.55,400.01,430.26,427.95,405.63,421.06,440.65,198.06,175.73,242.32,284.85,412.24,388.48
2000-05-19 21:46:07.873000,L7,315.20,301.40,173.28,418.32,360.07,421.68,409.06,396.28,402.82,393.50,396.08,388.24,389.13,377.72,379.36
2000-05-26 21:52:12.607000,L7,,,,277.25,276.32,324.72,318.54,304.85,320.14,315.07,316.94,294.40,221.90,325.02,324.29
2000-07-13 21:51:43.794000,L7,422.62,446.27,286.69,310.80,529.06,435.82,531.77,477.31,488.19,459.89,463.40,475.79,423.76,431.25,435.14
2000-07-29 21:51:26.388000,L7,314.05,306.39,166.68,245.86,287.33,332.81,315.21,301.63,321.44,312.60,312.27,300.58,301.55,304.40,308.57
2000-08-07 21:45:08.975000,L7,314.80,309.34,172.24,294.11,284.12,304.62,313.37,294.75,310.51,308.83,308.04,521.58,303.00,309.84,293.46
