dates,satname,nzd0043-0000,nzd0043-0001,nzd0043-0002,nzd0043-0003,nzd0043-0004,nzd0043-0005,nzd0043-0006,nzd0043-0007,nzd0043-0008,nzd0043-0009,nzd0043-0010,nzd0043-0011,nzd0043-0012,nzd0043-0013
1999-07-25 22:04:15.362000,L7,408.79,396.49,402.52,406.02,392.78,395.87,403.15,310.77,304.52,393.96,371.46,277.53,364.66,369.04
1999-08-17 22:10:26.276000,L7,224.87,300.65,308.49,307.75,307.26,291.78,299.00,290.20,280.15,302.52,225.92,,,
1999-09-27 22:04:25.056000,L7,376.38,368.71,368.06,375.87,366.68,364.60,350.85,367.75,380.12,383.64,309.98,279.31,303.33,314.52
1999-10-04 22:10:38.131000,L7,,,,,,,,,,291.81,260.79,,,
1999-11-14 22:04:18.343000,L7,387.08,384.39,379.88,351.68,306.37,373.04,379.26,384.12,359.91,326.40,317.74,291.88,313.64,338.94
2000-01-01 22:04:13.486000,L7,294.00,238.26,271.91,,,,,,,,,,242.22,282.98
2000-01-17 22:04:11.868000,L7,451.65,469.17,451.20,421.54,,480.29,337.79,452.59,417.23,,,295.77,320.05,407.52
2000-02-09 22:10:19.398000,L7,434.26,436.50,440.98,357.41,354.44,342.76,345.54,354.63,364.08,324.99,361.87,357.14,357.99,342.02
2000-02-18 22:04:05.276000,L7,415.54,392.93,313.27,523.83,439.80,345.08,519.96,437.41,428.52,431.25,441.18,441.31,433.75,452.61
2000-04-29 22:09:53.797000,L7,234.43,254.80,,206.95,299.02,280.73,297.67,289.05,218.61,303.71,260.36,,,
2000-05-15 22:09:42.527000,L7,290.84,262.12,,,297.56,275.82,295.35,294.15,284.25,,,,,
2000-05-24 22:03:22.722000,L7,178.83,176.80,228.70,300.56,307.12,301.86,305.59,306.95,301.69,326.45,312.12,291.13,284.45,
2000-08-03 22:08:44.137000,L7,364.43,361.76,351.77,312.07,312.51,310.38,306.69,304.97,291.14,308.72,289.83,,215.59,249.11
2000-08-12 22:02:30.151000,L7,221.74,180.14,251.85,299.52,292.70,295.66,298.07,293.20,293.56,263.95,237.50,280.77,285.93,247.21
2000-08-19 22:08:38.248000,L7,372.46,364.83,353.35,311.97,312.34,303.60,302.41,299.39,289.03,307.16,290.40,241.34,215.41,250.53
2000-09-04 22:08:22.800000,L7,392.94,392.98,383.38,307.48,310.01,299.83,300.77,299.70,287.32,308.04,279.46,248.63,259.36,251.27
2000-09-20 22:08:03.348000,L7,414.07,405.07,419.54,418.29,403.57,417.52,355.07,370.24,364.03,547.58,347.40,398.44,396.95,427.78
2000-10-15 22:01:32.252000,L7,332.43,312.92,306.97,360.09,349.47,343.70,,286.54,300.72,320.85,202.39,245.08,285.94,282.38
2000-11-07 22:07:53.532000,L7,445.80,420.23,417.32,435.25,423.63,411.70,408.63,408.08,450.35,402.50,429.60,418.03,406.33,396.80
2001-03-08 22:01:45.126000,L7,348.81,350.51,332.73,355.17,363.98,365.22,374.33,375.63,488.04,513.33,491.93,448.59,482.78,311.78
2001-03-24 22:01:35.778000,L7,392.42,380.54,402.71,439.63,414.21,395.28,375.38,368.57,303.71,330.03,327.26,429.12,372.85,490.42
2001-06-03 22:07:16.736000,L7,,330.04,322.44,318.82,309.32,303.36,302.49,306.16,290.65,312.23,290.43,179.88,266.69,
2001-06-19 22:07:05.722000,L7,,,,311.28,296.55,288.45,,,,,,,,
2001-08-15 22:00:14.727000,L7,433.63,421.84,420.72,430.33,442.20,418.44,304.95,304.86,303.59,411.39,430.11,425.15,260.22,325.78
2001-09-07 22:06:11.116000,L7,,,,,305.30,289.98,297.62,291.97,,,,,205.77,242.67
2001-09-23 22:06:03.238000,L7,400.76,397.67,407.05,411.84,390.69,322.71,318.94,315.18,318.91,345.08,422.01,495.83,483.84,525.18
2001-10-02 21:59:40.713000,L7,214.67,187.22,,,,285.30,278.50,,,,240.91,270.78,221.27,233.16
