dates,satname,nzd0146-0000,nzd0146-0001,nzd0146-0002,nzd0146-0003,nzd0146-0004,nzd0146-0005,nzd0146-0006
1999-08-26 22:04:44.971000,L7,,,332.60,348.02,333.62,327.45,273.13
1999-09-20 21:58:32.521000,L7,274.48,360.61,352.40,358.11,355.48,206.52,265.66
1999-09-27 22:04:48.949000,L7,324.51,186.93,241.19,371.43,327.38,325.74,313.45
1999-11-14 22:04:42.286000,L7,,275.04,332.55,358.67,352.28,192.54,258.93
1999-12-09 21:58:33.708000,L7,365.49,380.42,383.35,351.44,351.76,200.44,266.75
1999-12-09 21:58:57.676000,L7,363.47,379.18,378.39,351.73,351.29,269.80,183.91
1999-12-25 21:58:52.197000,L7,362.63,374.20,345.19,379.41,383.92,195.94,252.10
2000-01-01 22:04:37.439000,L7,165.14,296.88,352.73,155.38,212.96,277.17,217.60
2000-02-11 21:58:22.025000,L7,365.28,381.24,350.49,383.70,362.67,266.50,259.05
2000-02-18 22:04:29.218000,L7,326.33,341.58,334.67,341.72,189.36,270.41,273.96
2000-02-27 21:58:16.566000,L7,320.20,303.77,162.30,263.23,329.09,327.79,336.40
2000-02-27 21:58:40.521000,L7,321.30,359.50,285.07,291.64,332.03,327.21,335.33
2000-03-30 21:58:09.573000,L7,288.60,380.80,283.82,345.82,338.93,201.08,259.65
2000-03-30 21:58:33.541000,L7,282.66,241.63,271.13,242.46,334.93,324.71,333.89
2000-05-24 22:03:46.662000,L7,,,,311.63,332.32,326.93,329.68
2000-07-11 22:03:17.779000,L7,,,335.19,345.67,348.29,203.12,332.06
2000-08-12 22:02:54.094000,L7,,,347.61,349.62,353.81,200.32,269.92
2000-09-06 21:56:22.949000,L7,171.32,,264.15,,,320.97,330.02
2000-09-13 22:02:26.190000,L7,168.07,,,,333.23,322.15,320.97
2000-09-22 21:56:05.544000,L7,330.41,358.24,224.75,366.74,357.50,280.73,270.72
2000-09-22 21:56:29.431000,L7,,,,365.97,355.89,346.13,347.16
2000-10-15 22:01:56.204000,L7,171.21,,235.01,370.14,331.99,327.66,278.54
2001-01-12 21:56:06.772000,L7,201.26,,,,,,
2001-01-12 21:56:30.696000,L7,170.88,,,,303.88,327.62,
2001-02-04 22:02:14.384000,L7,359.50,349.14,355.10,354.40,352.51,345.80,326.25
2001-02-13 21:56:03.778000,L7,333.71,294.18,273.68,334.30,333.16,279.08,265.93
2001-03-01 21:55:57.624000,L7,222.88,252.21,350.54,356.54,365.44,198.24,263.72
2001-03-01 21:56:21.596000,L7,,,237.56,350.84,350.77,310.58,310.38
