dates,satname,nzd0016-0000,nzd0016-0001,nzd0016-0002,nzd0016-0003,nzd0016-0004,nzd0016-0005,nzd0016-0006,nzd0016-0007,nzd0016-0008,nzd0016-0009,nzd0016-0010,nzd0016-0011,nzd0016-0012,nzd0016-0013,nzd0016-0014,nzd0016-0015,nzd0016-0016,nzd0016-0017,nzd0016-0018,nzd0016-0019,nzd0016-0020,nzd0016-0021,nzd0016-0022,nzd0016-0023,nzd0016-0024,nzd0016-0025,nzd0016-0026,nzd0016-0027,nzd0016-0028,nzd0016-0029,nzd0016-0030,nzd0016-0031,nzd0016-0032,nzd0016-0033,nzd0016-0034,nzd0016-0035,nzd0016-0036,nzd0016-0037,nzd0016-0038,nzd0016-0039,nzd0016-0040,nzd0016-0041,nzd0016-0042,nzd0016-0043,nzd0016-0044,nzd0016-0045,nzd0016-0046,nzd0016-0047,nzd0016-0048,nzd0016-0049,nzd0016-0050,nzd0016-0051,nzd0016-0052,nzd0016-0053,nzd0016-0054,nzd0016-0055,nzd0016-0056,nzd0016-0057
2000-10-06 22:07:59.689000,L7,434.50,436.93,429.65,417.36,406.61,420.30,410.86,433.70,449.41,442.64,420.82,419.32,419.47,407.11,410.27,411.45,397.94,401.10,404.59,411.19,418.87,423.83,414.28,404.35,415.15,399.71,403.30,397.20,410.66,419.35,404.75,397.63,403.36,440.01,411.50,407.31,479.44,483.99,473.97,491.76,469.30,469.73,481.18,474.02,470.19,466.99,458.13,456.03,468.57,453.25,449.84,448.89,482.08,489.53,487.73,494.70,473.36,471.79
2000-10-22 22:07:50.487000,L7,430.33,432.68,425.60,413.53,399.78,415.47,411.12,459.64,443.29,435.25,,479.30,518.68,505.60,442.84,475.81,509.69,501.64,517.65,457.93,453.01,462.17,444.90,531.12,534.64,526.05,517.91,521.89,520.07,529.73,512.45,506.73,524.33,503.37,507.42,513.56,485.49,514.79,495.79,486.19,522.89,502.16,508.34,445.53,253.73,292.14,231.96,222.91,243.31,275.06,256.19,265.37,258.87,480.35,533.74,538.21,486.24,468.68
2000-11-07 22:07:53.532000,L7,493.09,492.88,487.19,485.26,465.21,473.02,462.73,486.54,491.45,478.67,460.46,462.99,466.02,447.45,480.39,471.65,446.02,451.75,437.17,448.17,440.63,458.07,442.09,445.49,435.56,412.89,400.70,434.34,217.25,275.91,272.41,282.15,240.54,478.20,466.13,448.74,459.76,466.95,443.39,447.13,460.19,440.97,408.70,337.38,319.26,266.49,,,,,168.42,357.52,299.56,,365.99,472.25,413.73,414.03
2001-02-27 22:07:54.461000,L7,380.50,400.28,391.00,375.41,355.17,354.57,343.36,332.87,291.65,328.97,542.03,530.28,520.32,512.75,506.12,500.12,482.43,482.61,479.62,468.86,479.17,481.26,474.15,466.08,521.08,415.50,412.49,399.39,394.81,420.50,396.47,418.90,413.35,395.10,412.94,400.16,395.72,397.63,406.29,407.05,407.04,408.06,416.27,,,408.83,415.46,373.27,369.96,,,,,558.52,334.41,,398.77,448.38
2001-06-03 22:07:16.736000,L7,507.24,508.65,489.03,495.80,481.72,495.53,471.59,530.50,450.85,530.90,502.22,483.93,481.41,532.80,485.05,475.02,504.34,189.61,303.68,457.18,460.19,535.90,525.04,439.71,451.62,456.10,457.84,454.48,449.67,449.30,531.21,537.03,501.33,453.75,451.69,443.73,437.29,477.28,474.39,468.75,452.19,481.55,486.52,493.27,471.26,464.40,448.15,452.96,480.37,415.12,430.38,456.71,480.89,480.54,452.97,451.39,468.07,448.43
2001-06-19 22:07:05.722000,L7,367.67,396.82,387.43,373.98,356.89,351.64,348.35,337.60,304.05,357.40,343.69,374.98,345.38,277.82,263.34,244.57,451.57,,,,218.99,307.63,293.45,311.02,255.52,,,534.76,527.83,546.53,337.05,335.71,251.10,470.65,529.84,521.85,434.68,,,462.32,404.23,,447.93,397.99,395.36,398.03,325.76,226.81,,,,,294.47,314.65,,,,
2001-09-07 22:06:11.116000,L7,496.86,487.31,480.26,483.80,401.01,490.71,466.75,500.83,550.02,549.54,518.47,511.73,496.38,290.29,231.52,490.52,495.00,468.28,476.57,483.46,515.89,271.76,277.66,482.15,457.59,465.50,478.49,435.03,441.75,239.39,247.03,282.81,228.54,447.97,457.65,466.51,467.13,461.73,462.76,472.87,453.55,454.40,209.19,234.25,266.74,293.79,237.29,232.81,261.36,277.51,269.48,267.89,277.19,282.17,449.07,452.56,436.53,412.26
2001-09-23 22:06:03.238000,L7,273.24,403.38,388.52,375.37,363.47,358.32,344.78,340.32,445.38,470.74,469.00,463.48,411.92,349.40,,428.22,490.19,483.57,413.50,,,,275.65,298.37,323.15,434.58,450.91,402.05,476.31,503.38,493.36,467.07,445.71,464.47,471.30,475.78,436.40,,,,,,,234.65,280.21,303.60,207.04,,,,,,,,,,,
2001-11-26 22:06:09.518000,L7,526.44,495.87,490.17,481.83,542.55,553.24,341.22,421.49,455.03,448.33,436.65,549.19,532.39,502.67,499.23,437.16,390.10,391.38,397.65,396.59,411.25,425.33,400.29,406.49,435.84,411.47,407.50,393.82,403.14,413.60,406.41,409.87,406.13,407.08,408.21,409.51,447.77,443.57,438.21,454.08,464.26,460.17,423.50,445.70,426.05,424.98,541.45,532.09,521.49,484.01,489.27,491.53,499.16,502.67,502.17,508.70,491.89,463.30
2001-12-12 22:06:14.960000,L7,,,403.45,443.72,419.04,355.89,417.06,418.64,434.76,446.29,429.63,422.89,535.09,533.65,510.70,504.44,473.81,502.05,493.78,484.12,499.31,512.75,445.01,438.68,436.88,423.75,429.19,429.61,436.08,340.12,322.66,493.30,450.68,376.35,391.27,,406.36,452.45,441.95,412.56,388.35,466.09,442.74,425.70,463.21,488.49,487.31,498.63,495.33,466.63,413.85,472.48,480.63,407.11,419.03,425.27,409.73,390.56
2001-12-28 22:06:14.106000,L7,516.81,493.16,485.06,476.40,471.46,427.52,465.46,475.44,486.06,514.80,510.51,518.41,469.71,426.85,449.90,488.78,470.63,379.16,297.32,207.65,433.07,457.88,404.77,384.13,445.16,390.79,396.42,394.20,429.00,420.27,388.09,384.54,401.11,396.83,414.94,406.10,,450.99,394.69,413.42,389.55,383.46,409.81,402.85,408.28,401.47,381.47,385.93,399.08,371.36,364.71,382.23,421.25,398.27,408.46,306.73,253.39,243.36
2002-01-29 22:06:21.478000,L7,423.95,425.55,417.48,412.73,495.15,430.88,485.29,463.37,486.57,458.56,497.04,499.24,530.19,500.66,544.71,547.14,495.60,507.77,522.14,528.75,526.53,539.53,527.86,519.20,494.10,475.65,504.97,492.39,522.73,521.62,503.49,516.76,514.78,511.31,518.41,538.42,517.63,488.45,498.61,522.89,526.00,505.85,534.52,529.57,250.54,294.60,235.99,226.75,248.54,275.27,259.37,271.23,263.23,470.19,492.78,488.88,464.49,447.96
2002-02-14 22:06:29.522000,L7,488.06,482.49,472.34,470.73,518.78,515.85,476.30,498.71,487.65,501.54,529.99,507.00,485.83,461.89,472.50,478.25,466.15,494.57,468.25,488.38,496.02,516.75,479.67,444.52,452.58,463.74,478.05,468.92,461.66,419.25,456.38,440.83,453.31,440.43,451.60,386.77,443.56,444.78,467.38,474.29,474.85,469.62,460.58,468.28,454.86,452.01,451.56,391.04,480.50,424.70,429.63,423.60,451.65,456.79,393.72,443.56,429.76,420.27
2002-03-18 22:06:22.131000,L7,383.56,400.53,392.19,375.06,355.75,354.91,343.74,338.49,181.83,257.14,331.52,214.15,229.26,226.64,467.59,464.64,436.68,443.09,446.66,482.89,467.55,475.72,447.20,444.06,445.42,440.06,444.74,433.68,460.82,470.97,451.45,432.20,429.50,384.13,452.05,454.13,438.17,488.04,516.97,513.68,454.05,450.66,452.12,459.03,452.07,436.89,445.90,434.67,424.49,415.08,413.10,418.46,433.02,394.79,436.67,388.53,433.64,427.10
2002-07-24 22:05:50.655000,L7,484.37,480.64,463.88,457.02,443.96,232.23,304.76,445.06,174.28,245.93,288.86,460.55,453.09,443.15,454.82,,495.56,437.16,419.17,,467.57,456.48,440.03,421.72,,435.82,428.45,425.63,448.92,453.60,445.73,445.85,448.43,440.73,434.54,455.23,457.26,434.06,,,455.85,461.05,192.02,222.45,239.34,424.28,421.30,403.35,422.71,405.01,396.30,400.73,411.33,421.97,429.92,421.91,414.88,413.80
2002-08-09 22:05:46.029000,L7,,,,,,,,405.91,422.41,414.01,412.45,415.98,409.94,393.91,392.19,393.42,382.93,379.26,388.03,404.11,336.94,350.69,283.99,241.09,253.38,232.48,218.31,223.55,398.37,400.36,391.66,393.73,392.96,396.52,394.97,389.51,386.62,251.74,414.00,432.55,446.12,449.64,456.11,513.73,328.21,475.70,,,542.95,436.81,512.75,351.14,314.09,,,,,404.70
2002-10-28 22:05:22.323000,L7,429.70,427.82,424.13,410.62,403.11,423.34,410.36,332.86,421.73,420.41,409.50,414.87,421.36,412.55,496.58,532.97,455.71,454.85,490.05,471.08,481.39,311.20,245.13,467.24,460.10,444.17,452.16,446.11,459.74,465.11,449.27,453.80,445.71,453.37,457.03,468.96,469.80,468.94,471.56,484.58,493.75,479.09,473.31,456.56,435.40,392.90,389.00,393.14,387.08,377.38,372.11,386.30,406.07,427.06,426.52,434.29,430.33,417.64
2002-11-13 22:05:30.425000,L7,381.15,396.74,381.77,417.14,406.52,425.90,432.41,422.12,346.30,406.33,412.18,430.47,389.94,349.29,385.87,435.82,439.53,452.80,463.78,503.08,478.24,476.02,458.20,455.11,451.06,431.58,337.78,313.66,270.40,433.01,414.64,442.62,445.32,449.31,452.58,453.05,447.24,451.27,449.82,463.53,461.20,329.01,265.94,192.52,320.21,356.20,,,322.57,391.55,414.06,386.22,,381.85,408.19,403.24,392.65,410.77
2002-12-31 22:05:56.221000,L7,550.73,496.47,483.67,521.44,495.88,431.83,416.37,427.22,433.26,443.12,443.07,256.28,467.48,523.80,495.13,520.97,502.08,426.87,547.33,511.74,505.69,533.76,457.27,475.23,455.07,440.99,545.54,528.23,468.19,463.86,433.31,417.00,427.67,417.56,486.83,493.70,492.61,440.46,436.41,452.90,453.10,447.26,438.14,442.76,247.15,286.79,229.83,222.97,234.76,271.10,256.63,263.64,259.63,435.50,431.73,421.28,417.52,405.43
2003-01-16 22:06:02.914000,L7,436.44,399.91,426.34,417.88,416.25,431.53,413.08,411.35,496.25,491.42,474.11,207.23,464.68,413.23,503.84,521.97,434.54,426.55,428.71,426.70,421.60,418.79,415.72,411.89,422.70,410.23,413.94,408.25,424.28,440.88,425.62,411.16,406.66,407.25,413.50,431.62,416.99,429.85,428.55,471.44,480.79,487.22,443.69,539.57,480.19,401.68,402.11,390.89,387.77,389.56,378.04,414.27,436.00,420.63,415.12,408.70,416.21,398.50
2003-04-06 22:06:21.012000,L7,385.99,401.79,392.39,374.89,367.57,373.81,355.57,341.83,335.73,367.37,350.85,301.89,449.13,435.84,456.11,487.82,409.31,389.20,406.43,413.73,185.89,314.87,282.10,413.57,433.90,412.62,409.17,401.08,413.25,418.70,405.72,465.50,425.00,426.32,422.10,420.32,418.57,418.35,395.20,414.93,439.92,409.69,415.02,417.49,400.25,400.29,405.89,397.12,388.03,367.40,394.73,410.19,400.29,409.43,399.50,389.07,385.14,370.79
2003-05-08 22:06:20.773000,L7,,425.22,431.22,376.37,413.91,416.81,412.70,412.41,440.26,483.64,401.85,388.02,411.60,402.28,398.97,426.86,388.00,394.11,389.57,419.20,425.63,279.55,260.69,393.60,393.39,416.25,397.65,383.80,398.38,409.44,400.36,430.54,428.61,384.64,381.40,388.74,392.42,389.97,375.58,380.17,379.72,418.11,429.28,436.87,423.43,414.97,416.16,398.44,387.65,387.65,423.92,411.39,421.96,423.11,422.97,445.98,432.27,402.17
2003-05-24 22:06:17.162000,L7,436.71,439.22,443.21,425.77,434.73,428.09,426.85,429.30,437.30,434.49,419.53,440.78,458.81,415.17,427.10,411.92,404.38,412.65,416.94,413.02,422.38,496.00,543.79,500.37,529.88,525.36,535.61,535.02,500.93,495.51,465.79,395.06,457.31,444.75,437.72,452.67,437.13,450.85,449.55,440.17,474.52,410.54,458.52,418.51,415.75,420.66,410.64,398.68,382.90,376.91,374.79,396.58,422.09,419.68,402.04,417.27,401.11,384.02
2004-05-18 21:58:14.785000,L5,411.23,427.32,416.72,411.45,394.48,388.55,372.82,361.77,332.55,363.16,355.95,337.28,292.59,312.20,303.00,302.29,307.25,333.22,319.85,313.34,305.99,341.75,307.78,304.89,320.80,,322.50,311.28,326.70,243.58,327.81,331.93,325.46,287.87,,,,,,,,,183.93,267.62,310.08,297.98,262.28,241.26,247.19,282.68,297.97,296.56,312.49,279.52,261.73,202.20,,
2004-08-06 22:00:22.463000,L5,428.88,442.88,429.71,414.46,393.27,391.64,367.61,,,,,,,,,,,,,,,,,,,,,,332.84,357.91,338.47,321.10,322.65,,,,,,,,,,304.13,303.31,267.75,307.14,304.82,263.72,297.64,301.47,313.79,323.76,327.23,322.88,345.53,334.95,319.35,315.39
2004-08-22 22:00:48.706000,L5,,226.02,366.89,182.10,,,,,219.77,184.68,227.57,215.62,,,,,,,,314.36,298.56,,,,,,,,,339.58,322.92,339.27,333.79,,,,,,,,,,,245.42,270.98,285.26,282.01,256.28,230.89,221.66,,,316.35,258.70,229.84,,,
2005-01-13 22:03:41.143000,L5,410.88,422.20,405.82,399.04,383.18,384.53,385.63,371.17,349.51,376.71,379.63,357.66,345.68,,,,,,211.23,301.76,187.48,343.39,312.10,,,,,,,,326.89,330.87,239.97,,,,,,,,,,180.83,235.53,261.87,289.05,266.98,240.64,238.57,273.57,288.44,288.60,312.14,274.24,,,,
2005-02-14 22:04:09.465000,L5,425.56,440.36,435.18,412.15,413.96,398.57,389.61,351.04,335.65,356.72,355.26,331.99,186.38,,,310.27,310.18,317.34,317.97,315.59,,331.22,302.60,,,,,,,267.60,333.86,208.08,290.67,,,,,,,,,,,,,,230.42,229.99,241.51,262.35,288.72,287.51,313.33,286.22,,,,
2005-03-02 22:04:24.338000,L5,,199.39,269.57,183.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-03 22:04:40.528000,L5,525.54,430.96,408.47,400.39,389.94,377.58,364.28,348.88,342.32,372.39,350.54,345.62,316.54,,,298.21,292.93,315.28,306.62,307.42,,329.94,301.70,,,,,,,,325.67,336.63,,,,,,,,,,,,232.31,252.04,279.67,265.01,243.79,240.10,261.47,294.35,285.75,306.30,194.48,,,,
2005-04-19 22:04:43.597000,L5,420.44,433.77,423.62,413.99,398.27,395.18,394.22,365.40,350.88,374.52,373.10,345.95,345.62,332.29,309.42,332.89,329.21,328.48,320.51,317.26,,348.50,320.68,316.53,342.91,344.88,308.54,336.61,,325.82,340.43,343.17,344.00,327.30,,,,,,,,250.51,301.91,321.64,305.81,299.33,275.66,249.85,249.02,283.63,302.83,297.63,318.34,310.83,223.18,201.70,,300.29
2005-08-25 22:05:41.221000,L5,411.75,426.67,406.65,392.46,326.29,314.75,323.14,320.38,294.08,241.57,252.20,302.61,,,,,,,,320.19,279.84,348.38,319.78,314.98,325.64,,,306.03,339.15,333.55,345.13,338.96,329.72,224.18,,,,,,,,,192.09,273.54,317.00,306.30,321.73,331.26,274.95,295.80,304.88,308.92,325.76,294.46,338.40,325.55,310.69,320.06
2005-09-26 22:05:42.687000,L5,415.10,435.56,427.16,405.75,383.44,377.89,374.09,354.30,338.57,361.03,367.26,346.46,342.57,,,285.56,309.94,313.14,304.60,307.99,,335.66,308.69,,,,,,,282.42,323.49,336.04,,,,,,,,,,,,226.01,249.94,286.19,290.63,242.70,229.51,258.23,290.38,286.93,308.89,290.42,,,,
2005-11-13 22:05:57.059000,L5,,,,,,,377.96,370.64,335.77,364.66,364.27,333.96,309.11,,,291.25,281.83,296.87,,,,345.41,305.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-17 22:08:11.136000,L5,412.90,430.35,415.27,406.37,393.43,386.38,369.33,356.86,333.31,359.83,351.68,337.34,,,,,,,,,,327.98,306.26,,,,,,,,,,,,,,,,,,,,,221.22,256.20,279.98,241.33,231.89,230.75,254.92,283.20,277.77,305.42,202.29,,,,
2006-04-06 22:09:08.139000,L5,402.29,427.51,409.25,396.88,383.42,360.57,363.33,338.35,324.90,355.53,343.17,319.28,,,,,,,,,,333.74,257.21,,,,,,,,,,,,,,,,,,,,,224.09,258.82,283.57,248.16,242.19,236.95,256.36,278.76,275.11,302.15,238.40,217.89,225.72,,
2006-05-08 22:09:38.251000,L5,405.73,425.71,408.71,399.06,386.03,375.96,365.85,354.49,326.90,352.48,347.95,331.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.31,258.44,279.65,,,,,
2006-06-25 22:10:20.606000,L5,415.07,433.62,421.30,413.26,395.31,386.99,379.60,366.41,343.17,367.69,367.24,338.62,345.82,,,,,,,,,317.91,252.65,308.45,320.22,,,,,,,,,,,,,,,,,,181.48,223.91,275.54,291.74,292.65,246.31,234.79,259.29,294.18,291.44,312.59,284.44,242.53,,,
2006-08-12 22:10:59.603000,L5,414.07,426.34,416.69,403.90,391.15,388.58,370.41,356.02,340.35,366.26,362.75,336.82,321.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-29 22:11:34.525000,L5,416.27,433.42,432.47,418.15,408.62,404.65,399.45,384.18,354.18,381.12,375.55,351.76,355.19,324.87,,271.14,313.67,305.77,,,,,,,323.53,332.14,323.50,,,317.02,334.20,329.39,245.24,,,,,,,,,,197.34,326.44,314.29,310.45,300.07,317.16,300.21,299.45,303.43,299.88,328.05,300.85,323.93,314.54,267.51,304.41
2006-12-02 22:12:34.352000,L5,358.49,380.38,362.44,354.38,351.66,353.37,337.40,318.79,308.03,341.24,324.48,298.26,,,,,,,,,,,,275.13,300.42,300.63,,,,,,,,,,,,,,,,,,,,,,,211.80,269.25,253.58,261.70,268.79,,,,,
2007-01-03 22:12:49.248000,L5,331.89,353.25,337.29,334.20,308.91,314.97,303.49,279.65,286.99,305.10,291.66,287.21,280.05,267.40,259.83,274.87,188.65,,,193.28,264.79,272.05,254.01,259.84,288.44,291.63,275.66,,292.61,307.04,293.97,,,,,,,,,,,252.89,243.90,272.02,261.43,252.79,214.56,203.83,239.62,235.90,233.80,253.79,217.23,,,,,
2007-01-19 22:12:30.924000,L5,,,,,205.82,332.74,372.62,358.61,331.00,351.68,334.52,204.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-10-02 22:10:31.289000,L5,405.28,433.30,420.70,409.27,399.75,389.90,383.14,359.80,339.86,361.86,357.52,330.70,,,,287.18,245.49,227.79,309.65,317.18,,344.69,307.56,,,,,,,217.35,331.14,316.98,287.76,302.89,,,,,,,,,,217.38,264.40,284.17,248.49,239.41,236.86,260.78,288.24,291.44,314.30,275.06,232.62,250.07,,
2008-11-21 22:01:05.982000,L5,411.52,433.01,418.56,409.40,395.35,395.88,381.22,369.27,351.58,371.73,364.79,341.26,343.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.99,260.39,282.80,251.12,234.28,237.42,253.76,280.37,289.48,313.08,210.26,,,,
2009-01-24 22:02:55.057000,L5,418.31,443.57,415.75,406.44,394.81,395.15,379.26,365.29,364.36,369.48,378.66,354.20,360.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.77,232.12,263.86,302.96,276.53,244.88,256.13,262.54,303.93,283.30,322.27,267.58,241.35,,,
2010-01-27 22:08:26.527000,L5,417.98,434.44,423.92,406.40,396.26,393.48,382.96,368.85,347.69,364.96,365.05,349.15,313.41,,316.89,306.25,259.26,322.68,172.14,,265.32,183.40,317.80,221.65,319.44,318.18,,,,,,,,,,,,,,,,,,233.47,276.52,294.90,267.53,245.63,240.46,259.47,295.01,290.46,318.07,215.55,,,,
2010-02-12 22:08:30.110000,L5,391.61,404.35,369.25,381.50,390.73,389.42,386.75,369.95,350.80,364.46,347.45,351.68,348.05,226.86,314.37,326.47,300.06,332.39,326.56,315.06,258.37,334.97,315.69,307.13,321.06,329.99,333.92,,,,,,,,,,,,,,270.99,205.34,282.03,244.07,296.85,306.23,275.76,238.02,245.82,260.22,300.93,299.22,219.58,,,,,
2010-11-27 22:07:24.215000,L5,418.33,433.85,427.15,410.47,401.44,388.75,371.54,364.76,344.83,363.94,364.43,354.19,318.91,,,306.62,273.10,,,,,331.17,310.03,307.38,,,,,,,,,,,,,,,,,,,,216.92,255.75,282.44,259.30,244.15,232.43,255.47,295.36,293.50,314.91,291.31,,,,
2011-01-14 22:07:31.728000,L5,415.17,432.77,421.53,405.70,397.79,395.35,379.50,368.39,356.22,367.67,367.35,347.33,,,,303.02,300.51,,,,230.86,332.53,318.88,,,,,,,,,,,,,,,,,,,,180.31,225.85,263.97,289.63,259.35,243.29,249.09,260.01,298.13,295.48,317.93,214.94,231.76,,,
2011-02-15 22:07:34.670000,L5,404.04,430.14,418.71,406.50,401.42,398.65,371.06,347.23,330.97,337.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.88,301.13,298.73,259.08,240.95,246.61,260.92,292.44,293.29,311.71,293.38,297.92,297.00,281.37,242.50
2011-09-11 22:06:09.236000,L5,408.76,427.21,416.70,401.81,387.99,384.41,366.65,351.15,333.20,361.21,363.19,334.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.11,265.88,231.16,235.86,205.47,202.38,262.82,262.80,,,,,,
2013-04-25 22:19:21.025000,L8,392.44,404.68,393.13,376.90,373.36,376.26,366.15,304.75,280.00,237.70,275.70,209.99,,,,,,334.76,321.39,266.98,322.03,330.23,292.07,268.22,298.47,348.87,351.49,350.09,350.82,215.65,296.32,299.59,343.05,,,,,,,334.34,289.02,299.04,204.07,231.61,258.09,286.86,199.60,184.63,,188.20,214.13,298.47,314.68,,250.52,247.59,299.80,342.50
