dates,satname,nzd0017-0000,nzd0017-0001,nzd0017-0002,nzd0017-0003,nzd0017-0004,nzd0017-0005,nzd0017-0006,nzd0017-0007,nzd0017-0008,nzd0017-0009,nzd0017-0010,nzd0017-0011,nzd0017-0012,nzd0017-0013,nzd0017-0014,nzd0017-0015,nzd0017-0016,nzd0017-0017,nzd0017-0018,nzd0017-0019,nzd0017-0020,nzd0017-0022,nzd0017-0023,nzd0017-0024,nzd0017-0025,nzd0017-0026,nzd0017-0027,nzd0017-0028,nzd0017-0029,nzd0017-0030,nzd0017-0031,nzd0017-0032,nzd0017-0033,nzd0017-0034,nzd0017-0035,nzd0017-0036,nzd0017-0037,nzd0017-0040,nzd0017-0041,nzd0017-0042,nzd0017-0043,nzd0017-0044,nzd0017-0045,nzd0017-0046,nzd0017-0047,nzd0017-0048,nzd0017-0049,nzd0017-0050,nzd0017-0051,nzd0017-0052,nzd0017-0053,nzd0017-0054,nzd0017-0055,nzd0017-0056,nzd0017-0057,nzd0017-0058,nzd0017-0059,nzd0017-0060,nzd0017-0061,nzd0017-0062,nzd0017-0063,nzd0017-0064,nzd0017-0065,nzd0017-0066,nzd0017-0067,nzd0017-0068,nzd0017-0069,nzd0017-0070,nzd0017-0071,nzd0017-0072,nzd0017-0073,nzd0017-0074,nzd0017-0075,nzd0017-0076,nzd0017-0077,nzd0017-0078,nzd0017-0079,nzd0017-0080,nzd0017-0081,nzd0017-0082,nzd0017-0083,nzd0017-0084,nzd0017-0085,nzd0017-0086,nzd0017-0087,nzd0017-0088,nzd0017-0089,nzd0017-0090,nzd0017-0091,nzd0017-0092,nzd0017-0093,nzd0017-0021,nzd0017-0038,nzd0017-0094,nzd0017-0095,nzd0017-0039
2007-01-03 22:12:49.248000,L5,255.47,279.09,273.69,230.74,262.62,285.64,260.46,268.70,279.09,274.34,273.19,287.95,268.79,281.97,286.92,284.57,289.47,266.84,231.28,255.39,265.25,259.03,255.35,285.80,294.96,257.31,273.79,293.50,302.08,298.77,228.36,289.75,303.25,209.79,300.30,304.13,290.41,262.62,200.44,203.06,285.16,,,,,292.19,264.48,265.91,227.44,269.29,201.83,293.08,302.18,326.41,322.37,286.69,200.26,231.93,,,,,305.46,310.84,292.61,288.82,274.85,304.70,296.66,285.77,242.96,267.58,287.63,299.61,261.35,297.30,276.60,,288.59,304.02,280.93,267.96,243.40,281.56,293.92,298.17,278.80,231.51,276.28,235.82,265.76,274.68,220.39,280.51,279.70,266.79
2007-01-19 22:12:30.924000,L5,,,,,,,173.36,204.71,205.99,204.32,217.41,198.60,207.45,216.83,219.43,216.90,197.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-10-02 22:10:31.289000,L5,227.11,227.95,203.39,222.78,231.06,218.74,208.96,232.98,231.57,227.28,239.02,228.41,234.02,247.68,248.60,247.16,245.95,206.16,200.81,219.04,225.75,192.48,225.16,241.50,231.76,221.08,243.25,260.31,259.97,223.49,239.03,257.13,234.43,244.17,257.54,255.70,199.01,177.06,,,,,,,,,,,,,246.80,253.19,260.85,261.99,235.46,194.35,,,,,,241.14,266.30,259.80,242.19,235.51,252.94,250.66,234.38,213.44,215.66,216.79,239.79,230.93,251.25,232.10,211.75,236.78,248.75,244.97,229.19,186.14,219.91,241.61,246.76,234.87,192.62,221.37,182.90,212.52,225.35,207.96,231.66,226.64,246.85,223.62
2008-11-21 22:01:05.982000,L5,233.91,234.25,216.92,226.07,237.18,229.89,220.39,240.89,236.86,235.29,249.43,231.30,234.69,247.95,254.28,245.14,238.17,211.00,203.88,228.00,233.50,205.55,235.10,250.21,276.61,312.18,296.19,267.92,282.23,236.95,250.58,255.46,243.57,251.63,261.39,262.28,233.47,211.13,211.18,245.04,248.97,,,,258.46,266.58,235.70,185.74,258.10,187.54,255.99,266.47,267.33,271.75,256.70,211.03,250.82,247.99,251.56,254.82,,250.71,269.57,259.12,245.68,245.82,261.40,258.13,241.73,230.47,222.59,231.32,252.45,238.77,256.59,237.16,221.30,239.82,253.39,248.13,225.24,192.02,227.14,249.09,255.30,246.21,210.36,239.92,186.64,232.48,230.72,222.84,256.31,233.38,248.39,231.86
2009-01-24 22:02:55.057000,L5,,,,,,,,208.29,189.21,194.22,203.97,184.16,196.98,215.75,209.43,211.95,199.66,181.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-12 22:08:30.110000,L5,,,,,212.15,201.96,186.92,218.74,206.65,205.61,221.05,204.54,210.20,223.73,228.44,225.19,221.30,194.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.87,238.22,242.96,252.02,211.00,,,,,,,,,,,,245.46,239.34,224.58,214.70,205.64,215.88,234.66,225.35,234.84,220.46,,,,,,,,,,,,,,,,,,,,
2010-11-27 22:07:24.215000,L5,,,,,229.81,215.01,200.80,227.28,218.79,215.21,231.55,212.95,211.87,237.31,237.70,229.78,235.80,209.21,204.99,228.51,232.48,180.02,214.13,238.04,223.34,197.54,228.49,241.07,236.80,196.89,240.28,252.47,230.28,245.36,257.50,250.02,,,,,,,,,254.88,253.93,190.33,173.22,229.72,201.35,240.41,261.80,250.44,258.71,236.69,,,,,,,244.15,261.70,256.17,243.53,245.77,253.47,251.43,238.02,222.26,215.30,215.34,243.69,234.39,241.00,226.63,,,,,,174.05,225.45,248.14,252.02,243.98,197.36,218.04,,,,205.77,,,,
2011-01-14 22:07:31.728000,L5,,,,,211.42,197.07,185.53,217.77,209.13,203.78,228.81,208.08,174.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.05,211.10,205.29,212.36,232.92,230.69,234.65,215.20,,,,,,,,,,,,,,,,,,,,
2011-09-11 22:06:09.236000,L5,,,,,,,,205.84,189.49,186.96,208.88,181.34,185.66,211.73,211.05,212.99,208.16,183.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-25 22:19:21.025000,L8,273.36,275.20,268.64,291.84,285.33,267.40,258.88,271.12,251.43,239.06,245.27,259.98,257.96,259.60,269.69,269.44,250.40,227.93,224.13,239.92,242.67,242.80,234.83,244.66,247.49,259.32,257.86,262.19,260.54,255.47,255.95,266.00,276.45,293.43,285.89,284.62,283.92,228.78,249.62,283.43,259.39,249.44,225.09,254.06,269.27,271.91,264.84,255.69,272.31,259.67,268.06,272.31,301.67,286.97,264.60,249.12,261.70,268.92,279.62,260.83,265.94,263.52,264.61,266.96,277.06,262.64,266.30,266.63,282.91,265.22,268.67,276.43,296.70,254.31,276.65,239.34,233.25,253.44,250.65,247.35,251.02,247.36,290.80,286.16,262.09,250.70,312.41,293.85,306.90,296.36,298.09,237.98,244.93,292.32,287.87,242.86
2013-05-11 22:19:31.249000,L8,,,,,,,209.28,233.90,223.71,218.14,239.49,226.54,226.19,233.53,241.32,237.57,227.90,195.40,,,,,,,,,244.26,256.58,252.86,208.75,,,,,,,,,,,,,,,,,,,,,,221.56,212.49,255.44,,,,,,,,229.39,250.63,252.39,208.22,247.79,175.08,253.61,240.18,238.42,232.71,226.82,244.16,243.47,246.80,232.92,,,,,,,,,,,,,,,,,,,,
2013-06-28 22:19:33.252000,L8,,,,,,,,231.79,218.83,220.39,238.16,225.84,222.37,233.06,239.62,236.22,231.45,191.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.57,235.86,233.10,,223.66,245.77,240.97,247.86,226.28,,,,,,,222.68,243.01,249.50,239.49,,,,,,,,,,
2013-07-14 22:19:34.707000,L8,,,,,232.66,228.61,208.93,233.79,221.59,220.96,238.40,225.10,225.78,236.61,242.93,223.18,232.93,203.63,,,,,,,,,239.98,248.22,209.98,,,,,,,,,,,,,,,,,,,,,,,252.80,204.16,259.13,327.16,,,,,,,227.18,255.58,253.91,209.93,,,252.13,234.73,232.95,228.96,,,205.96,244.16,232.82,,,,,,176.42,218.41,244.69,243.10,240.57,221.52,,,,,,,,,
2013-08-31 22:19:38.558000,L8,,,,,,,,231.32,225.59,218.68,238.73,226.96,222.37,237.42,235.83,238.02,229.73,200.21,,,,,,,,224.47,244.49,251.32,224.21,237.79,,,,,,,,,,,,,,,,,,,,,,227.74,207.17,224.47,,,,,,,,227.90,255.35,253.23,211.43,248.60,254.88,254.51,233.98,239.14,232.84,221.88,249.01,242.22,248.66,236.50,,,,,,,,,,,,,,,,,,,,
2013-10-18 22:19:25.762000,L8,,,,,,,,220.77,197.30,203.40,228.09,189.80,201.56,228.08,218.89,221.98,221.01,192.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.00,245.78,235.09,203.74,195.76,,,,,,,229.56,226.80,236.28,173.44,,,,,,,,,,,,,,,,,,,,
2013-11-03 22:19:20.378000,L8,,,,,,,,224.74,207.23,206.37,229.16,190.14,206.00,230.35,222.90,222.13,223.00,194.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.11,247.05,241.77,204.11,204.30,,245.60,224.65,224.24,,,236.42,235.08,238.87,225.98,,,,,,,,,,,,,,,,,,,,
2013-12-05 22:19:13.005000,L8,,,,,,,,,,200.63,228.12,182.53,198.56,226.52,217.16,212.11,212.45,182.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.64,244.87,234.25,199.64,229.20,,222.49,209.46,224.97,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-07 22:18:33.391000,L8,,,,,234.00,231.72,217.76,235.47,228.72,225.47,240.57,233.10,232.23,239.77,239.99,237.16,231.04,200.32,181.76,222.53,234.22,197.47,232.56,244.05,234.60,226.96,245.94,256.12,253.14,245.77,251.56,257.89,250.80,,,,,,,,,,,,,,,,,,,242.94,207.78,257.85,,,,,,,,226.23,258.88,258.57,249.49,257.78,258.03,260.24,248.79,247.99,240.28,233.12,253.96,254.93,253.36,242.08,,,,,,,220.63,248.33,248.51,246.32,232.63,238.09,,,,228.56,,,,
2014-03-11 22:18:08.266000,L8,,,,,,,,,,,227.76,219.59,205.21,227.10,231.01,200.64,176.92,190.14,,,,,,,,,,209.76,321.90,312.09,,,410.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-30 22:17:11.184000,L8,240.19,239.79,234.20,217.43,299.45,289.74,284.65,292.25,285.62,287.70,248.84,241.16,238.30,247.28,248.80,246.70,241.83,223.48,229.32,230.23,238.59,209.32,236.03,252.26,242.66,235.56,255.63,261.78,260.14,251.14,254.95,265.04,257.93,263.80,265.32,262.84,242.03,,,,,,,,,,,,172.48,204.05,237.66,257.44,212.20,232.56,,,,,,,,,,,,,,,,,,221.35,246.31,253.88,257.82,243.33,,,,,,,,,,,,,,,,234.28,,,,
2014-07-01 22:17:22.417000,L8,,,,,,,,,,,,,,,,,,,,,,,,,234.29,336.47,552.51,,,,,365.36,315.83,198.21,215.17,344.20,339.35,,,,,,,207.81,256.28,251.29,191.42,,,,,,,,,,,,,,,324.56,387.94,356.57,435.75,400.62,366.52,503.41,,338.10,313.81,193.96,258.60,407.73,480.87,521.36,368.98,278.83,284.79,218.19,,,,,,,,,,,201.70,,,230.62,278.67,
2014-07-17 22:17:28.260000,L8,,,,239.25,235.27,231.98,222.71,238.12,228.31,227.86,241.08,231.58,231.11,242.19,245.34,240.31,236.78,214.59,199.87,227.36,233.69,197.08,232.04,246.66,234.45,225.73,246.92,256.78,253.40,243.07,245.52,257.12,254.63,254.46,259.64,254.79,177.86,,,,,,,,,,,,,,,223.61,210.14,192.82,,,,,231.39,240.29,,233.94,260.05,257.14,241.02,255.65,259.47,259.13,240.20,240.95,238.51,231.09,251.85,251.54,251.05,238.44,,,,,,182.92,223.18,249.79,249.72,245.14,223.71,235.59,,,188.52,226.42,,234.74,244.17,
2015-01-25 22:17:32.812000,L8,,,,251.14,238.48,233.83,224.69,236.20,230.03,232.06,243.83,234.86,234.76,241.00,241.72,242.75,229.96,202.92,190.49,222.03,235.26,205.12,227.64,240.43,234.67,232.76,252.39,251.11,251.72,248.10,251.63,259.17,251.71,258.54,255.89,252.88,223.45,,,,,,,,,,,,,,,,,,,,,,,,,230.43,252.85,259.32,255.60,256.41,260.75,257.69,250.07,246.05,237.95,237.84,253.46,251.06,254.50,239.94,184.59,,,,,,224.65,244.60,247.26,242.96,233.03,239.48,,,,231.06,,,,
2015-02-26 22:17:23.009000,L8,,,,,,,,,,,,223.14,189.51,228.27,212.37,213.04,212.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
