dates,satname,nzd0237-0000,nzd0237-0001,nzd0237-0002,nzd0237-0003,nzd0237-0004,nzd0237-0005,nzd0237-0006,nzd0237-0007,nzd0237-0008,nzd0237-0009,nzd0237-0010,nzd0237-0011,nzd0237-0012,nzd0237-0013,nzd0237-0014,nzd0237-0015,nzd0237-0016,nzd0237-0020,nzd0237-0021,nzd0237-0022,nzd0237-0023,nzd0237-0024,nzd0237-0025,nzd0237-0026,nzd0237-0027,nzd0237-0028,nzd0237-0029,nzd0237-0030,nzd0237-0031,nzd0237-0032,nzd0237-0033,nzd0237-0034,nzd0237-0035,nzd0237-0036,nzd0237-0037,nzd0237-0038,nzd0237-0039,nzd0237-0040,nzd0237-0041,nzd0237-0042,nzd0237-0043,nzd0237-0044,nzd0237-0045,nzd0237-0046,nzd0237-0047,nzd0237-0048,nzd0237-0049,nzd0237-0050,nzd0237-0051,nzd0237-0052,nzd0237-0053,nzd0237-0054,nzd0237-0055,nzd0237-0017,nzd0237-0018,nzd0237-0019
2013-11-05 22:07:46.855000,L8,279.72,330.36,324.82,314.40,317.88,306.46,299.95,300.97,285.47,311.41,318.56,286.69,301.94,284.69,283.56,276.46,278.32,305.69,287.77,260.53,195.80,302.80,304.67,302.86,314.66,321.91,327.47,333.92,327.62,326.96,333.16,338.25,338.12,325.13,319.03,318.55,317.54,337.44,334.49,338.68,335.99,355.34,334.62,330.69,321.53,302.92,334.75,333.14,329.30,343.83,344.27,343.21,332.82,264.73,302.88,321.92
2013-11-21 22:07:37.752000,L8,377.95,378.27,421.31,376.02,419.67,365.04,363.17,323.96,323.81,374.00,355.92,339.88,335.27,409.29,340.55,302.84,467.94,397.22,362.29,375.33,394.19,392.04,365.28,457.77,442.86,466.95,527.14,492.35,481.00,433.08,340.64,541.62,544.10,448.00,370.49,435.27,498.88,419.76,458.12,382.48,452.47,518.05,548.95,369.99,517.15,368.41,400.70,376.96,368.00,405.08,419.91,387.76,415.20,512.30,476.87,344.04
2014-01-08 22:07:19.116000,L8,237.36,251.94,251.06,240.91,253.17,243.14,228.67,233.58,,,,,,,,,,,,,,,,,,,,,,,241.77,252.48,,267.35,262.86,262.92,269.45,268.10,250.80,,,,,,,,255.86,266.15,253.01,263.77,,,,,,
2014-01-24 22:07:09.509000,L8,284.41,300.06,306.41,305.91,296.23,290.66,292.03,289.17,281.32,280.84,276.20,266.53,262.80,259.65,262.33,261.93,264.68,,,175.24,186.72,209.17,224.94,225.57,232.58,248.02,288.79,334.24,323.17,315.14,317.11,322.59,312.46,324.03,325.58,321.56,323.29,319.56,323.81,318.16,312.42,284.55,403.37,397.80,308.09,257.71,307.50,318.60,301.98,317.30,316.52,333.81,325.23,264.35,225.39,204.56
2014-02-09 22:06:57.254000,L8,306.65,309.64,307.24,307.85,306.12,299.73,297.69,303.70,303.65,302.51,287.11,273.64,269.23,269.52,275.28,270.49,258.35,,480.75,499.27,475.63,466.50,234.18,248.95,290.19,312.82,322.49,407.01,404.46,425.13,424.64,450.76,421.17,430.28,424.14,435.55,329.03,319.27,327.20,321.78,321.57,299.12,313.58,324.78,324.02,276.29,310.64,319.94,306.62,334.13,328.38,446.37,438.74,250.00,238.42,210.09
2014-02-25 22:06:44.447000,L8,271.97,483.39,204.46,412.36,342.38,284.51,283.54,274.25,266.38,250.75,244.82,242.75,246.22,244.53,251.37,243.62,,,,,,,,,,268.08,290.85,318.07,310.28,295.05,305.22,308.39,303.71,293.03,289.61,405.98,317.45,444.84,490.26,313.48,,,,,494.94,425.98,405.77,244.14,219.28,502.34,504.52,,,,,
2014-03-29 22:06:15.961000,L8,268.75,290.07,292.33,341.95,312.09,321.92,265.27,249.55,291.12,244.19,290.67,239.67,327.06,209.77,180.82,283.36,302.13,,,,228.50,197.24,261.27,319.28,263.01,312.23,312.79,333.72,303.78,327.15,344.24,342.32,308.09,319.11,330.63,317.06,321.80,325.58,296.41,301.06,300.24,270.64,331.91,323.63,291.06,266.91,303.33,295.01,289.09,331.78,327.64,337.83,299.80,253.53,252.65,
2014-06-17 22:05:44.904000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.37,283.17,277.91,224.08,243.11,239.57,218.72,218.77,252.16,,,,,,,,,,,,,,,
2014-07-03 22:05:50.119000,L8,,292.47,297.80,297.59,292.01,289.80,287.52,282.84,275.67,271.13,270.98,261.78,261.71,259.15,262.75,259.91,260.96,,,,,,,,271.80,303.78,239.55,247.38,235.08,396.15,381.83,222.32,227.89,238.97,241.10,343.30,324.45,318.26,320.76,310.69,306.50,181.42,294.42,316.17,306.09,238.43,533.13,526.89,289.45,209.81,189.92,172.68,202.01,223.98,226.83,202.98
2014-08-20 22:06:06.726000,L8,278.80,299.84,300.64,297.03,290.65,289.98,288.88,285.57,269.27,272.12,271.90,237.66,256.44,238.03,254.37,233.02,228.20,,,,,207.70,215.49,226.76,279.95,305.30,314.27,327.02,318.25,320.32,324.58,322.00,324.99,321.73,325.45,323.86,320.54,319.13,323.03,318.05,308.85,299.24,307.57,315.96,304.07,267.69,375.87,330.40,304.40,363.52,370.60,380.05,391.53,216.73,218.35,197.23
2015-02-12 22:05:51.250000,L8,281.26,303.40,304.27,304.51,295.87,296.30,293.02,285.78,279.21,270.26,271.46,248.09,260.94,256.06,261.10,258.78,258.67,511.60,520.88,180.93,181.64,220.12,229.69,248.45,274.94,296.22,314.14,323.67,318.51,323.60,326.62,324.40,317.63,322.45,325.26,328.25,327.10,320.83,321.56,312.26,306.93,283.38,306.50,314.59,313.29,276.02,305.92,310.83,299.69,309.98,317.18,326.23,330.16,256.05,246.28,229.26
2015-02-28 22:05:48.437000,L8,317.42,304.93,309.14,309.91,545.75,498.54,524.29,517.42,282.43,282.52,287.51,283.49,283.10,284.89,285.01,280.29,298.83,263.80,268.31,267.28,261.10,223.25,238.58,537.49,530.08,546.67,552.08,324.66,330.63,329.96,331.99,336.62,338.61,327.34,329.23,333.46,334.31,519.04,527.81,510.35,316.18,300.31,312.34,321.82,316.25,276.76,311.89,316.86,313.26,316.53,321.01,534.85,532.17,286.72,283.29,266.13
2015-04-01 22:05:25.791000,L8,270.50,289.00,291.88,290.97,285.61,282.35,283.72,279.47,269.55,266.30,256.72,250.43,303.65,311.98,325.03,324.57,325.01,,,,174.21,207.06,219.68,341.26,344.26,346.73,339.36,330.98,335.93,334.99,348.82,366.12,374.45,362.33,355.69,343.48,349.67,327.44,323.86,329.11,336.36,282.11,302.47,298.45,300.34,268.07,304.55,311.34,331.95,331.66,319.38,322.21,301.25,320.91,316.31,314.10
2015-06-04 22:05:12.611000,L8,313.15,329.83,342.25,331.77,322.80,322.99,305.56,304.52,301.37,289.77,278.46,292.01,291.46,312.93,305.15,294.39,292.13,301.26,309.08,283.93,,,,360.41,327.11,330.04,336.63,336.83,332.89,333.86,340.98,338.78,326.35,335.11,343.55,360.77,355.11,355.91,354.47,352.44,329.40,336.65,338.82,317.46,335.46,331.93,336.94,340.12,344.91,352.22,339.09,342.61,212.40,291.43,231.90,301.53
2015-07-22 22:05:37.569000,L8,246.66,295.85,297.06,292.71,288.95,282.29,286.54,286.36,269.53,268.86,275.28,238.96,255.59,258.49,254.60,232.58,230.86,,,,,,,,404.78,402.41,392.72,308.62,310.70,289.19,314.36,312.60,228.95,191.96,240.53,408.54,398.72,387.90,315.54,315.82,305.93,258.80,297.89,299.93,301.54,249.27,220.75,412.16,402.51,404.20,409.95,311.39,180.22,217.30,220.95,205.78
2015-08-07 22:05:40.232000,L8,,,,,,,,,,,,,,,,,,,,,,,,,252.42,271.93,289.71,297.57,299.15,278.75,287.45,220.61,224.92,234.68,243.24,215.82,303.75,290.62,297.06,296.32,292.43,258.68,217.72,283.85,274.11,236.89,238.94,278.32,285.43,298.70,301.78,305.84,,,,
2015-09-24 22:06:01.750000,L8,283.07,304.49,305.05,297.80,292.63,292.65,288.01,283.61,272.62,262.21,383.08,388.89,382.22,355.42,318.29,300.84,228.48,,,175.94,181.09,216.81,229.70,248.33,282.50,308.84,317.57,312.85,314.86,325.00,324.51,309.78,308.43,321.81,323.36,327.69,327.41,319.41,370.10,363.30,323.95,296.84,310.76,313.67,387.34,394.87,395.14,390.63,307.93,322.58,325.14,329.29,374.36,214.26,206.81,204.10
2015-10-26 22:06:07.756000,L8,341.38,333.54,313.22,330.54,311.91,327.45,315.28,310.19,315.14,342.25,346.63,322.00,304.38,297.48,290.62,300.86,310.65,316.04,514.38,191.30,455.90,461.89,397.76,337.52,318.60,320.84,349.72,343.11,349.90,336.83,343.79,359.68,365.91,365.36,418.88,475.43,349.76,359.28,339.58,346.47,349.36,341.33,527.86,524.18,463.10,354.67,444.94,395.58,437.28,407.19,357.87,429.88,427.07,303.84,341.49,323.11
2015-12-29 22:06:09.164000,L8,289.99,303.50,303.57,304.27,295.41,291.94,299.51,282.43,270.66,268.60,269.36,278.73,264.83,274.32,269.44,272.93,243.49,,,191.49,203.93,224.98,242.75,252.29,288.38,304.70,309.32,310.08,314.88,325.82,358.61,335.45,317.86,327.97,358.49,363.16,348.86,318.80,323.74,323.22,312.99,286.88,315.81,333.22,315.34,281.04,310.55,318.46,303.40,322.70,325.87,364.09,377.24,281.05,269.31,229.66
2016-03-02 22:05:55.525000,L8,470.83,374.65,341.49,296.45,285.32,283.62,281.56,283.84,276.37,266.99,249.74,217.47,,,225.60,438.29,357.88,,,,,205.45,218.96,238.07,273.12,275.47,294.61,297.65,311.83,318.99,307.90,303.84,309.14,314.07,309.47,309.26,308.61,307.33,312.29,436.69,528.30,343.00,302.58,399.76,243.57,318.66,238.95,551.13,504.96,456.79,306.86,481.84,453.49,340.65,261.90,
2016-04-19 22:05:34.992000,L8,270.04,287.64,287.11,290.34,282.73,280.70,281.33,277.05,263.48,244.54,234.41,226.63,224.25,230.72,232.21,229.28,224.25,,,,,185.34,205.45,217.74,250.63,274.69,290.32,293.00,293.13,288.28,297.56,300.91,302.36,304.58,300.58,299.92,303.36,303.78,306.17,312.23,275.90,365.67,281.32,291.15,279.74,268.79,371.84,303.61,341.93,266.77,282.41,324.85,300.07,218.47,207.54,
2016-05-21 22:05:38.418000,L8,,,,,,,,,,,,,,,,,,,,,,,,,235.06,205.78,273.20,280.66,275.81,270.81,237.38,225.01,231.15,241.02,243.13,218.24,229.94,232.31,216.90,286.67,271.78,322.82,246.41,291.97,282.80,208.07,209.79,236.27,174.82,184.68,,,,,,
2016-07-24 22:06:01.938000,L8,,277.09,262.60,276.99,273.44,270.36,275.37,264.28,249.95,233.47,224.04,214.47,211.02,206.68,211.25,216.96,207.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.75,,
2016-09-10 22:06:15.488000,L8,220.34,267.61,252.84,252.41,256.41,242.81,246.58,245.13,230.39,215.17,194.33,176.44,,,,,,,,,,,,,239.52,260.86,272.84,277.36,276.97,275.20,284.42,285.61,276.34,287.28,195.36,263.20,257.47,278.22,280.09,290.61,275.84,207.31,,,,193.95,269.65,273.34,281.52,296.32,293.98,297.53,269.57,,,
2016-10-12 22:06:21.213000,L8,333.13,339.66,337.94,321.88,338.22,334.06,351.64,353.62,351.04,342.52,315.43,290.16,313.41,237.06,237.84,233.77,248.26,365.78,370.86,181.53,188.06,225.60,240.31,255.74,290.51,309.51,331.56,316.24,382.84,372.26,372.90,382.82,360.32,350.73,347.39,352.14,370.87,395.97,389.50,377.26,367.88,357.13,367.64,363.77,370.87,342.04,393.53,403.73,426.76,431.97,390.72,341.08,384.49,348.22,353.80,360.26
2016-10-28 22:06:23.178000,L8,249.72,270.62,264.11,257.55,262.10,264.43,259.14,247.45,230.89,192.66,204.04,182.32,198.75,204.16,196.85,,,,,,,184.86,204.79,211.60,260.00,275.50,283.21,274.42,232.38,,,,,,,,,,,,,,258.15,259.71,279.68,244.26,,,,,,,,,,
2017-05-24 22:05:34.407000,L8,387.72,339.64,328.93,366.87,367.63,382.23,355.08,372.86,365.75,318.74,354.47,378.56,365.25,324.10,316.00,299.76,344.03,378.94,349.57,364.95,402.77,321.23,350.14,334.02,346.25,395.49,406.94,373.30,378.69,366.72,389.41,336.51,345.45,413.99,381.49,425.87,354.30,354.39,353.51,357.96,355.23,349.86,349.63,355.71,423.17,359.99,351.48,331.82,327.88,386.85,353.41,414.93,343.26,318.23,333.74,355.08
2017-06-25 22:05:47.638000,L8,324.08,320.97,305.39,300.67,288.98,284.54,291.06,289.73,291.32,276.24,262.17,262.08,259.21,267.06,264.22,259.99,261.77,,,,,,,,330.50,347.93,334.85,257.57,308.83,318.18,310.54,224.14,255.24,262.61,249.13,223.16,244.52,235.14,209.72,312.66,306.42,319.87,309.25,311.89,317.37,306.78,328.65,335.98,325.94,314.32,323.61,325.82,458.40,259.07,267.79,206.02
2017-08-12 22:06:04.307000,L8,,,241.11,238.73,250.97,245.86,248.44,248.23,231.14,204.60,191.60,175.76,,,,,,,,,,,,,229.29,204.37,277.85,281.05,274.16,271.69,278.78,263.30,259.73,,,257.54,257.49,273.60,279.17,274.19,271.91,,276.23,277.02,269.51,203.88,266.56,278.21,280.51,298.04,295.26,297.38,,,,
2017-11-16 22:06:16.377000,L8,356.35,361.15,354.80,349.98,358.17,469.12,461.58,456.93,422.94,348.74,350.92,358.95,353.05,354.49,321.82,323.27,310.60,464.87,320.63,412.18,415.94,422.22,432.22,342.78,347.90,354.18,367.66,365.30,351.63,344.93,342.95,368.08,381.24,396.24,401.43,385.68,363.24,334.17,339.87,348.59,352.46,356.53,347.56,330.28,330.40,342.95,356.09,381.39,375.83,351.61,344.57,354.81,349.19,287.85,297.54,377.58
2017-12-02 22:06:10.894000,L8,339.06,349.64,346.54,339.59,329.31,320.00,318.41,310.39,300.88,315.20,316.47,311.65,317.69,305.86,305.79,301.01,290.17,303.79,304.60,306.73,247.60,296.83,319.68,427.13,475.93,453.44,350.11,342.23,339.56,334.99,338.11,343.19,356.93,365.00,373.50,356.62,344.21,337.61,348.00,343.83,351.23,343.28,331.40,323.08,338.54,330.58,338.80,350.55,339.09,343.65,349.50,338.02,351.75,291.99,277.12,288.13
2018-01-19 22:06:02.658000,L8,541.35,514.67,512.30,431.66,517.26,483.39,468.21,542.32,466.11,464.15,474.88,485.98,409.70,,,486.86,489.86,404.06,446.08,535.37,558.30,494.00,445.13,454.53,465.50,446.87,505.48,477.53,464.88,403.02,448.92,468.93,491.60,555.16,408.89,435.80,553.21,387.82,458.83,352.02,472.19,423.18,450.22,476.17,541.92,433.07,,,501.39,502.86,448.67,418.41,352.69,441.96,431.94,375.69
2018-03-08 22:05:39.901000,L8,279.25,305.25,310.08,305.69,299.51,292.70,294.58,288.71,279.37,276.60,269.25,256.44,272.24,270.71,263.44,272.15,266.25,,,,177.96,210.77,234.44,249.25,295.23,306.90,312.88,306.59,314.88,317.16,322.18,323.55,325.42,322.76,307.71,303.32,310.43,320.52,325.46,314.32,311.13,297.83,311.49,317.65,314.57,276.47,310.28,320.14,315.04,312.51,325.68,328.04,317.41,265.98,257.02,229.01
2018-04-25 22:05:14.903000,L8,,256.54,252.75,249.85,255.47,244.83,246.48,245.14,225.53,,,,,,,,,,,,,,,,219.82,236.81,264.60,255.96,264.38,268.76,276.38,276.13,274.76,270.11,251.92,265.62,272.02,278.79,275.76,268.37,268.59,,273.90,271.99,260.53,199.03,249.44,273.76,276.17,277.81,238.46,284.67,,,,
2018-06-28 22:05:04.262000,L8,,287.10,291.10,290.22,285.98,285.94,287.56,280.81,274.24,266.95,253.43,245.94,245.54,303.82,309.14,310.13,315.03,,,,,,344.88,342.98,276.06,297.93,281.11,347.81,319.02,288.84,351.56,196.33,250.65,259.55,245.91,220.12,246.05,233.35,210.69,346.24,331.67,320.76,318.84,218.92,331.21,317.48,308.42,240.76,341.77,345.15,250.88,357.32,179.36,321.61,320.72,319.13
2018-08-31 22:05:35.273000,L8,215.94,264.63,251.56,247.06,250.20,211.42,203.06,241.85,223.47,190.99,,,,,,,,,,,,,,,237.00,257.43,269.90,269.61,270.50,171.56,272.65,278.15,272.00,270.54,,258.89,263.71,274.11,275.49,281.31,270.47,245.39,271.52,270.77,258.31,196.04,228.17,267.34,275.10,293.47,293.85,292.61,,,,
2018-09-16 22:05:39.825000,L8,280.81,296.98,302.12,301.25,297.16,289.66,290.06,291.24,271.22,272.11,269.31,262.86,227.69,259.97,260.44,265.68,266.70,,,,177.25,209.56,229.13,250.19,289.05,305.95,314.35,307.03,314.52,316.34,315.66,325.62,316.90,314.70,310.47,305.91,312.65,316.36,321.88,310.63,305.52,286.92,309.73,317.23,304.52,276.57,308.88,311.89,310.85,328.05,335.17,331.51,317.16,227.76,220.10,210.19
2018-10-02 22:05:47.245000,L8,277.70,304.09,304.13,303.16,296.05,291.92,294.23,287.62,275.13,271.51,397.73,392.12,396.18,409.01,402.08,271.62,269.97,,,,173.17,214.25,237.88,251.63,298.78,305.72,303.49,306.52,314.79,318.34,324.78,322.69,315.45,319.16,304.53,304.07,313.98,318.20,322.54,308.36,309.84,284.44,310.56,315.62,445.04,405.63,402.16,315.76,303.22,319.49,321.87,421.27,433.84,258.77,237.52,212.79
2018-10-18 22:05:53.709000,L8,270.58,298.87,296.08,295.10,289.40,290.14,290.66,285.72,275.40,265.69,256.90,241.09,255.56,246.69,260.27,243.92,245.63,,,179.22,179.17,219.20,241.75,254.96,299.19,308.24,313.04,305.96,317.10,316.44,321.76,328.90,322.29,321.08,302.12,306.14,312.02,318.26,325.87,338.28,310.62,282.38,318.87,318.45,321.22,275.77,311.00,322.01,304.71,329.88,323.09,330.86,404.66,237.61,237.36,224.52
2018-12-05 22:05:56.093000,L8,281.97,346.17,298.39,373.98,373.21,345.94,287.59,315.26,298.55,283.80,287.40,278.54,282.64,286.59,272.24,288.85,280.87,183.19,,177.74,190.69,226.03,241.33,258.69,343.34,343.01,318.90,308.13,287.41,284.43,300.57,312.86,288.73,284.44,275.91,285.85,293.41,296.35,295.99,294.58,301.99,384.44,329.82,314.24,315.13,315.10,319.90,343.47,343.67,341.41,347.12,343.72,351.67,286.33,298.58,235.52
2019-01-06 22:05:53.844000,L8,264.15,289.74,293.12,290.22,285.12,282.59,280.89,274.96,263.52,246.42,232.51,224.86,223.19,223.54,249.27,234.89,235.24,,,,170.65,207.38,232.64,236.09,267.69,282.49,295.04,296.78,302.85,301.31,359.14,354.99,351.13,341.81,293.54,296.06,298.60,344.33,325.04,300.21,249.17,351.92,,,,,,,,550.10,402.24,,,225.88,203.82,208.91
2019-01-22 22:05:50.255000,L8,281.11,327.94,342.63,350.24,360.19,324.23,314.80,297.75,278.24,267.51,271.71,263.83,251.73,248.85,264.06,288.95,295.19,291.15,283.19,303.51,176.54,218.44,246.66,298.48,315.56,313.77,319.86,317.43,315.88,340.67,333.96,339.51,341.39,340.64,334.30,319.67,311.12,318.74,334.59,326.42,359.50,334.67,336.98,368.73,345.69,357.68,361.44,349.63,335.59,325.34,330.90,343.22,343.89,299.42,299.44,285.14
2019-02-07 22:05:47.667000,L8,282.98,299.67,303.43,302.23,295.47,291.69,289.17,286.82,276.77,269.99,263.36,261.12,254.59,259.88,260.02,268.81,269.77,262.97,195.01,182.35,181.44,227.31,251.20,258.71,298.94,311.27,312.37,305.07,353.01,312.41,315.23,402.36,360.44,353.09,314.52,304.98,310.74,314.31,320.06,310.88,400.91,294.00,416.39,407.58,413.86,417.66,420.89,418.29,429.05,370.58,319.83,321.65,321.94,264.59,263.37,264.19
2019-03-11 22:05:38.980000,L8,275.11,301.17,301.66,301.51,291.96,292.57,288.80,281.49,276.40,271.13,262.33,250.57,255.83,256.76,259.31,263.77,268.12,183.64,204.47,,176.96,212.39,238.61,262.23,282.96,299.40,300.34,302.86,312.67,306.41,316.79,315.53,311.91,397.48,387.91,365.96,372.27,314.23,312.67,305.59,304.35,286.43,310.05,308.00,303.35,278.05,299.58,309.95,302.86,309.54,319.48,323.15,310.20,263.54,257.11,252.33
2019-04-12 22:05:30.743000,L8,225.51,266.03,256.98,256.01,255.17,244.49,249.52,248.55,228.71,197.51,176.22,,,,,,,,,,,,,,228.32,231.94,252.90,256.08,263.08,214.53,180.77,204.24,210.92,221.30,220.41,214.19,210.77,217.56,213.46,271.76,267.56,256.98,272.10,275.72,263.46,203.40,197.72,276.95,282.45,292.64,296.23,292.01,,,,
2019-05-14 22:05:36.265000,L8,413.62,403.03,403.42,402.91,418.54,299.30,287.73,280.33,270.12,271.16,263.46,256.36,369.99,361.43,397.68,404.38,403.98,181.95,245.03,249.44,184.43,206.17,219.27,231.60,254.00,266.62,274.83,273.13,275.71,279.88,290.22,305.26,309.71,304.70,286.15,299.02,307.93,315.85,315.22,305.17,305.92,287.59,307.21,293.81,380.62,381.12,285.20,340.29,379.66,303.81,318.48,320.58,551.17,431.92,381.01,249.21
2019-06-15 22:05:51.895000,L8,232.69,282.11,293.34,291.80,284.61,282.52,284.69,276.04,265.04,247.32,232.21,223.96,221.26,243.24,231.48,231.69,235.95,,,,,,,,270.52,274.65,274.16,,304.15,285.37,294.74,282.74,259.95,174.07,196.84,292.71,261.48,311.83,345.46,329.50,336.73,330.76,321.16,317.99,315.24,318.20,322.23,294.67,326.48,319.83,326.90,281.49,224.91,229.40,220.17,218.17
2019-07-17 22:05:59.094000,L8,309.12,334.00,306.63,297.94,304.45,301.97,300.40,291.10,299.80,279.48,268.46,225.36,241.96,244.90,254.63,308.14,284.61,316.66,306.92,306.58,312.37,281.60,273.09,276.93,298.90,319.93,214.65,296.01,287.99,333.51,316.28,347.84,346.64,341.13,346.36,349.65,352.09,323.76,336.44,333.94,305.22,320.75,292.52,305.77,305.85,285.05,288.96,317.52,302.68,303.39,315.53,314.89,437.55,302.35,260.75,213.29
2019-08-18 22:06:11.235000,L8,272.82,296.16,296.92,294.30,291.75,289.10,286.26,285.04,269.81,267.91,251.09,242.49,236.37,254.91,257.20,248.38,249.29,,,,,202.14,216.58,229.16,295.51,334.00,334.55,341.18,347.76,353.79,351.92,343.51,357.17,356.77,357.98,343.44,337.39,320.32,347.91,313.38,362.98,369.91,357.08,338.46,337.54,349.68,303.99,315.45,310.18,311.26,516.62,523.80,527.21,237.83,230.47,222.67
2019-09-19 22:06:20.269000,L8,323.34,313.48,286.30,285.45,279.99,278.89,281.81,287.15,267.62,274.63,249.95,247.39,332.30,428.93,274.05,224.69,368.80,226.88,200.59,,206.72,446.63,300.80,450.65,431.70,431.89,421.25,390.62,433.85,422.28,334.31,404.27,377.52,363.36,345.16,345.11,351.23,345.70,343.47,381.25,377.45,350.08,382.52,375.18,304.66,262.96,299.90,305.21,300.41,313.20,319.64,322.65,312.59,265.13,219.96,213.04
2019-10-21 22:06:25.884000,L8,239.83,238.75,180.09,219.87,,,,241.42,224.70,221.02,208.77,187.46,176.66,194.60,199.74,211.04,207.23,,,,,186.00,202.56,208.23,253.69,269.66,273.12,266.49,277.37,,,,,,,,,,,,,,,,,,,,,,,,,197.33,182.72,
2019-11-06 22:06:24.678000,L8,281.71,303.49,297.20,299.47,289.87,293.04,288.74,287.40,266.24,245.90,236.57,226.39,221.47,224.85,231.72,234.24,231.75,,,,173.67,221.61,239.33,252.87,289.55,302.78,294.25,299.60,309.94,299.10,315.81,307.63,308.30,303.45,297.30,300.86,307.10,313.23,318.30,303.38,303.92,279.12,311.49,307.13,296.82,272.38,305.61,318.15,301.55,314.12,321.40,324.96,325.30,222.41,215.50,212.07
2019-11-22 22:06:21.092000,L8,277.18,295.67,292.53,292.64,285.11,283.80,283.56,278.75,264.90,247.45,242.65,226.93,225.74,233.02,237.51,239.34,237.02,,,174.92,363.93,400.52,398.64,251.06,284.37,299.75,294.81,301.98,311.47,303.18,308.88,310.52,309.40,309.49,297.06,303.70,307.00,313.23,318.19,302.91,304.81,282.15,309.89,307.01,299.25,274.09,306.99,314.88,302.00,321.13,320.89,331.74,323.63,227.42,223.78,213.33
2019-12-08 22:06:20.730000,L8,265.09,292.74,300.14,298.81,292.54,290.82,288.27,317.99,321.54,284.85,315.84,312.05,247.30,256.94,263.32,269.15,265.96,452.57,414.72,372.75,367.52,413.97,500.73,536.97,287.69,296.55,295.63,299.31,312.46,313.68,321.55,405.10,388.53,359.04,354.54,341.89,353.84,325.11,336.02,336.09,307.06,286.85,309.08,314.80,302.87,359.91,328.72,351.46,311.19,315.90,383.50,372.58,367.09,263.41,342.52,356.76
2020-01-09 22:06:13.711000,L8,358.09,347.98,339.98,323.34,333.36,325.43,299.55,294.85,294.99,287.21,297.19,302.92,292.82,295.80,310.07,324.40,324.78,318.62,316.26,313.44,193.20,348.77,346.51,349.36,336.03,330.45,337.39,338.29,337.54,337.29,354.12,367.74,371.96,355.81,335.34,338.82,340.70,334.52,330.41,321.45,325.15,314.21,305.84,330.56,327.75,340.13,341.13,342.29,337.94,339.30,347.59,362.49,352.78,281.63,313.45,285.62
2020-02-10 22:06:04.888000,L8,345.32,349.14,340.55,333.77,321.18,326.12,325.81,294.21,294.08,298.56,298.27,288.11,286.37,251.71,256.58,244.09,257.24,296.55,299.13,299.33,269.32,278.17,314.53,320.25,322.89,326.66,332.43,341.04,345.62,341.62,347.15,350.94,354.16,355.70,344.75,339.42,344.90,340.16,322.19,320.49,327.44,329.11,339.81,342.27,355.26,360.42,342.90,323.26,333.71,348.66,359.00,374.59,369.61,240.19,327.21,310.40
2020-03-13 22:05:54.202000,L8,293.85,323.90,308.93,311.84,297.89,296.77,292.38,289.79,278.76,273.06,274.91,249.80,251.73,256.76,259.28,265.35,263.27,187.41,198.55,,459.32,429.81,413.39,250.58,289.93,300.82,299.48,297.99,310.27,298.49,316.77,310.14,306.22,471.94,455.13,428.98,313.31,317.96,377.98,387.02,384.75,386.22,314.03,315.74,306.72,271.48,304.92,311.77,304.45,311.84,320.62,322.90,466.49,274.53,252.58,240.50
2020-05-16 22:05:27.607000,L8,250.06,292.09,300.64,301.24,294.70,290.19,290.23,287.84,282.13,278.06,277.24,264.00,266.74,252.12,262.93,282.33,268.12,,,,,,,228.01,293.71,307.37,299.24,296.57,316.92,292.83,315.92,541.20,526.14,539.74,325.24,305.20,312.00,318.31,323.59,312.18,311.18,287.46,309.65,307.31,298.97,252.47,290.47,308.54,309.74,309.46,321.96,322.77,206.96,279.60,225.89,275.98
2020-07-19 22:05:55.897000,L8,262.86,288.28,298.04,292.51,289.84,287.16,284.38,279.24,272.26,266.79,258.26,252.67,261.69,256.66,258.39,259.55,258.77,,,,,200.30,224.12,215.69,326.91,337.28,314.01,351.65,360.15,289.39,309.09,307.42,303.64,359.40,352.83,355.94,356.30,352.34,344.48,351.06,344.48,355.13,346.46,349.58,341.24,340.77,340.64,338.74,343.69,317.70,349.49,355.30,283.59,254.24,246.71,234.29
2020-08-04 22:05:59.720000,L8,265.19,289.00,338.80,335.61,304.22,286.40,283.23,280.04,270.09,247.26,240.01,244.51,239.99,220.40,244.94,246.04,248.23,,,,,210.53,228.35,237.36,286.29,349.46,349.93,348.47,335.78,317.15,333.07,314.54,311.36,306.83,303.87,307.07,310.00,318.23,321.51,309.51,304.32,288.95,309.85,333.57,339.19,330.08,308.53,329.88,346.26,345.31,319.13,322.91,310.12,225.38,223.52,210.94
2020-08-20 22:06:05.973000,L8,270.31,324.75,332.70,313.04,307.48,314.64,313.55,293.86,289.94,286.17,286.78,278.75,271.82,277.07,291.99,296.17,292.94,,,,189.00,202.99,219.22,245.40,323.05,322.35,325.96,317.19,331.90,337.06,337.40,336.94,352.97,339.67,329.71,331.85,335.79,339.96,339.78,335.49,336.61,334.58,326.53,322.23,331.78,324.49,329.22,324.15,328.35,336.08,337.97,329.53,328.24,282.21,293.72,226.24
