dates,satname,nzd0549-0000,nzd0549-0001,nzd0549-0002,nzd0549-0003,nzd0549-0004,nzd0549-0005,nzd0549-0006,nzd0549-0007,nzd0549-0008,nzd0549-0009,nzd0549-0010,nzd0549-0011,nzd0549-0012,nzd0549-0013,nzd0549-0014,nzd0549-0015,nzd0549-0017,nzd0549-0018,nzd0549-0019,nzd0549-0020,nzd0549-0021,nzd0549-0022,nzd0549-0023,nzd0549-0024,nzd0549-0025,nzd0549-0026,nzd0549-0027,nzd0549-0028,nzd0549-0029,nzd0549-0030,nzd0549-0031,nzd0549-0032,nzd0549-0033,nzd0549-0034,nzd0549-0035,nzd0549-0036,nzd0549-0037,nzd0549-0048,nzd0549-0049,nzd0549-0050,nzd0549-0051,nzd0549-0052,nzd0549-0053,nzd0549-0054,nzd0549-0055,nzd0549-0056,nzd0549-0057,nzd0549-0058,nzd0549-0059,nzd0549-0060,nzd0549-0061,nzd0549-0062,nzd0549-0063,nzd0549-0064,nzd0549-0069,nzd0549-0070,nzd0549-0071,nzd0549-0072,nzd0549-0073,nzd0549-0074,nzd0549-0079,nzd0549-0080,nzd0549-0081,nzd0549-0082,nzd0549-0083,nzd0549-0084,nzd0549-0085,nzd0549-0086,nzd0549-0101,nzd0549-0102,nzd0549-0103,nzd0549-0114,nzd0549-0115,nzd0549-0116,nzd0549-0118,nzd0549-0119,nzd0549-0120,nzd0549-0121,nzd0549-0122,nzd0549-0123,nzd0549-0124,nzd0549-0125,nzd0549-0126,nzd0549-0127,nzd0549-0128,nzd0549-0129,nzd0549-0130,nzd0549-0131,nzd0549-0132,nzd0549-0138,nzd0549-0139,nzd0549-0140,nzd0549-0141,nzd0549-0142,nzd0549-0144,nzd0549-0145,nzd0549-0146,nzd0549-0147,nzd0549-0148,nzd0549-0149,nzd0549-0150,nzd0549-0151,nzd0549-0152,nzd0549-0153,nzd0549-0154,nzd0549-0155,nzd0549-0156,nzd0549-0157,nzd0549-0158,nzd0549-0159,nzd0549-0160,nzd0549-0161,nzd0549-0162,nzd0549-0163,nzd0549-0164,nzd0549-0165,nzd0549-0166,nzd0549-0167,nzd0549-0168,nzd0549-0169,nzd0549-0170,nzd0549-0171,nzd0549-0172,nzd0549-0174,nzd0549-0175,nzd0549-0176,nzd0549-0177,nzd0549-0178,nzd0549-0179,nzd0549-0180,nzd0549-0181,nzd0549-0182,nzd0549-0183,nzd0549-0184,nzd0549-0185,nzd0549-0186,nzd0549-0187,nzd0549-0188,nzd0549-0189,nzd0549-0190,nzd0549-0191,nzd0549-0192,nzd0549-0193,nzd0549-0194,nzd0549-0046,nzd0549-0047,nzd0549-0065,nzd0549-0066,nzd0549-0078,nzd0549-0105,nzd0549-0106,nzd0549-0107,nzd0549-0108,nzd0549-0109,nzd0549-0113,nzd0549-0117,nzd0549-0133,nzd0549-0134,nzd0549-0135,nzd0549-0136,nzd0549-0137,nzd0549-0173,nzd0549-0016,nzd0549-0076,nzd0549-0077,nzd0549-0087,nzd0549-0088,nzd0549-0089,nzd0549-0090,nzd0549-0091,nzd0549-0092,nzd0549-0093,nzd0549-0094,nzd0549-0098,nzd0549-0099,nzd0549-0100,nzd0549-0104,nzd0549-0111,nzd0549-0112,nzd0549-0143,nzd0549-0095,nzd0549-0096,nzd0549-0097,nzd0549-0075,nzd0549-0038,nzd0549-0045,nzd0549-0067,nzd0549-0068,nzd0549-0110,nzd0549-0043,nzd0549-0044,nzd0549-0040,nzd0549-0041,nzd0549-0042,nzd0549-0039
2017-11-21 22:27:10.644000,L8,,,,,,,,,,,,,,358.87,422.27,380.33,,,,,,,154.30,221.96,326.86,338.73,465.14,523.63,,,,,,,,,,,,,,,,,,,,,,500.50,488.94,492.60,491.27,475.86,176.93,505.97,,,,,,,,,,,,,,,,459.80,477.13,,,,435.71,312.87,431.39,476.80,438.66,457.08,,,,,,,,,,,401.72,421.50,,291.80,362.90,351.51,,,,,,,,,366.28,366.19,437.13,436.35,,,,,,458.15,450.31,459.18,448.18,445.55,437.10,428.80,418.34,399.86,382.18,358.88,,372.96,356.96,351.77,347.78,338.76,328.27,322.56,324.36,312.83,311.87,304.19,219.04,226.50,218.56,217.05,220.41,218.90,,,442.92,435.47,,,,,,,414.87,,,,,,,275.62,,,,,,,,,,,,361.68,313.76,264.82,,,476.42,,,,,,,322.47,416.46,194.37,,,368.66,,,,
2017-11-30 22:20:56.190000,L8,341.64,347.77,323.46,269.53,196.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.15,169.29,277.76,286.53,328.10,443.78,497.27,507.65,507.72,,,,,,505.63,453.75,449.75,376.75,250.31,242.50,246.14,231.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.86,293.03,223.16,214.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.44,,,,,,,,
2018-01-01 22:20:56.342000,L8,367.46,361.34,326.51,287.53,246.37,219.76,164.11,143.49,,,,,,,,,,,,,,,,,,,,,146.93,179.59,201.01,258.12,271.55,262.90,311.60,351.26,416.24,326.58,423.99,461.35,476.39,472.25,493.82,486.82,496.28,489.30,452.39,412.96,416.31,328.22,204.09,205.92,210.26,193.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.79,240.96,175.06,174.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.73,,,,,,,,
2018-01-01 22:21:20.309000,L8,367.61,361.37,325.92,287.46,246.18,219.56,164.03,143.38,,,,,,,,,,,,,,,,,,,,,147.08,179.53,201.67,207.07,271.54,262.83,311.76,351.28,416.34,326.56,424.45,461.58,476.43,472.12,493.70,486.77,496.38,489.07,452.29,412.96,416.05,327.59,204.05,206.01,210.07,193.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.01,241.32,174.98,174.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.45,,,,,,,,
2018-03-29 22:26:26.176000,L8,,,,,,,,,,477.83,470.93,,,,,,,305.33,358.85,380.93,311.07,,,,,,,,,,,,,,,,,,,,,418.98,330.71,495.96,,,,357.34,506.03,467.28,474.78,472.63,469.41,454.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.60,514.96,503.36,494.03,484.55,485.44,476.77,468.86,454.55,449.03,429.42,425.22,413.60,415.50,421.71,423.77,413.52,380.62,382.34,360.02,356.82,344.68,336.69,336.79,323.95,331.85,324.52,309.54,307.81,302.83,293.81,291.80,287.73,286.23,288.00,288.58,287.47,283.57,274.47,497.08,,429.52,420.98,,,,,,,,,,,,,,373.50,,,,,,,,,,,,,,,,,,,,,,,,451.77,355.10,,,,416.65,,,,
2018-07-12 22:19:56.652000,L8,382.35,379.74,353.19,302.95,232.32,226.25,187.52,165.68,165.86,186.97,204.95,203.24,202.11,163.84,,,,309.80,224.49,306.99,298.45,330.33,,386.20,424.25,305.70,187.77,427.26,148.07,176.95,208.31,248.14,254.27,308.18,300.12,316.46,427.56,296.74,352.39,456.72,443.15,466.25,491.75,485.21,493.81,483.25,427.36,408.84,234.49,184.60,191.59,185.85,178.83,165.78,,,,,,,,,,,,,,,,434.74,283.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.09,228.88,156.24,140.94,,408.28,422.87,338.33,400.27,371.50,256.48,,,,,,,,,,,,,,,,392.22,329.06,367.87,,,,324.51,266.49,364.60,,512.91,371.90,,,,,,,342.45,,,,,,
2018-07-12 22:20:20.619000,L8,384.04,384.58,357.04,313.06,234.62,145.57,192.77,161.97,169.39,178.28,206.88,209.98,207.29,167.27,,,,307.47,220.84,,,,,473.65,423.06,392.17,194.05,429.33,149.75,178.74,210.27,237.00,166.37,306.89,307.23,319.80,423.49,298.82,356.19,460.30,475.40,471.40,497.69,489.32,496.33,487.71,442.25,415.12,405.93,185.86,191.18,192.83,182.04,178.86,,,,,,,,,,,166.71,212.72,158.37,,,447.99,323.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.16,231.08,160.01,149.83,,407.47,423.12,310.51,359.96,371.13,251.48,,,,,,,,,,,,,,,,,412.23,378.06,,,,447.85,269.66,261.56,,480.08,,,,,,,,339.41,,,,,,
2018-09-05 22:26:33.133000,L8,,,,,,,,511.89,508.40,309.97,503.25,464.32,188.63,,,,,,,,,,,,174.47,289.71,386.37,459.51,,,,,,,,,,,,,,,,,,,,,,,,,491.56,485.75,286.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.47,502.86,496.45,490.19,475.21,462.87,471.39,467.60,456.76,451.16,449.84,441.35,431.59,422.24,410.98,416.44,393.05,376.93,378.66,377.15,379.77,395.26,346.46,340.39,333.28,330.16,321.08,324.07,312.50,308.81,311.77,315.41,314.89,308.33,306.13,,,450.62,438.66,,,,,,,,,,,,,,414.18,,,,,,,,,,,,,,,,,,,,,,,,486.40,427.98,269.38,,328.43,456.93,,,,
2018-09-21 22:26:37.516000,L8,,,,,,,,,437.35,501.52,469.22,,,,,,275.51,223.88,340.45,373.74,318.52,391.43,,,,,,,,,,,,,,,,337.13,168.06,,,,,,,,,353.18,471.05,282.08,475.89,482.80,478.61,472.77,263.72,204.62,331.59,338.06,382.15,291.62,,,,,427.93,416.76,401.35,392.83,,,,,,,,,,,,,,,,,,,,,,210.11,377.29,398.16,321.25,281.87,,,,508.34,467.30,467.23,421.63,353.73,351.45,488.82,,,,510.73,502.83,492.52,488.98,485.26,472.61,460.15,454.06,457.14,459.81,444.46,442.39,439.23,434.00,419.36,411.61,394.44,377.66,374.14,350.14,294.86,354.97,352.56,378.38,334.20,329.45,322.71,317.46,313.48,310.98,301.22,302.01,300.14,303.22,304.79,298.77,297.36,513.66,210.55,436.48,188.45,,,,,,,,,,,,,,402.93,216.86,,,,,,,,,,,,,,,,,,,,,,,353.11,416.95,,,,293.71,,,,
2018-09-30 22:20:31.646000,L8,331.75,309.03,,,,,,,,,,,,,,,,,,,,,,,,,,,494.51,491.58,428.95,,,259.02,464.69,410.36,442.78,319.81,433.04,478.94,493.51,499.31,502.96,498.26,510.88,,514.69,468.88,444.00,363.55,232.76,218.51,226.46,226.56,,,,,,,,,,,,,,,,529.19,488.56,,,,,,,,,,513.41,301.59,280.00,268.11,166.92,226.09,206.47,161.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.82,290.72,275.05,203.59,,359.73,488.18,330.33,,,,,,,,,,,,,,,,,,,,,,,,,347.31,,,,,,,,,159.10,188.85,518.31,,,,,,,
2019-01-11 22:26:49.169000,L8,,,,,,,,,,447.44,371.88,,489.05,316.20,145.71,423.15,,,,,,314.90,,142.55,231.31,320.49,451.01,523.43,,,,,,,,,,,,,,,,,,,,,,479.44,482.70,488.53,485.46,466.79,,417.34,206.44,215.37,207.83,170.32,347.78,351.34,326.45,,250.53,502.23,138.36,511.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.31,493.81,490.45,486.91,477.58,467.64,457.20,457.13,452.68,443.81,442.59,442.61,434.05,422.78,413.67,393.49,376.07,372.81,362.76,354.87,350.93,340.24,338.81,329.79,323.08,314.60,313.22,309.79,304.56,296.66,297.80,295.27,296.72,300.53,291.50,294.27,521.13,,435.99,395.82,397.25,,,,,,,,,,,,,401.20,,363.57,399.07,422.26,393.64,284.82,288.32,331.32,338.78,303.84,268.81,,,,,,,,416.86,498.30,,360.87,,472.09,397.65,,,283.56,445.72,,,,
2019-01-27 22:26:45.220000,L8,,,,,,,,,,492.45,455.89,,,,,,402.37,,,,,,,,,,,,,,,,,,,,,158.81,258.19,272.55,248.67,211.66,,,515.17,455.42,301.01,348.23,299.28,179.46,140.16,492.51,486.40,470.22,271.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.99,499.23,492.61,488.64,480.38,468.68,459.26,461.31,456.22,446.31,444.36,442.38,434.89,424.47,415.68,399.10,385.17,379.91,368.80,365.05,357.08,350.46,344.66,334.87,328.22,320.23,317.23,314.23,309.84,301.73,301.43,300.07,302.27,305.15,296.17,297.42,,,442.48,437.38,,,,,,,,,,,,,,405.64,496.04,,,,,,,,,,,,,,,,,,,,,,,,423.28,197.85,,,,,,,
2019-02-05 22:20:33.244000,L8,383.28,381.18,359.59,313.23,256.52,230.52,171.34,147.91,144.30,141.86,169.52,180.42,187.89,154.13,,,,,,,,,,,,,,,152.72,188.20,222.12,260.54,277.43,307.98,313.38,327.50,425.89,280.52,349.25,375.34,418.35,459.16,489.68,488.05,496.47,488.60,446.14,411.09,413.00,186.10,201.30,199.23,206.25,190.86,,,,,,,,,,,,520.39,339.56,278.32,504.15,467.24,460.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.79,211.13,172.14,168.25,,457.09,504.88,,,,,,,,,,,,,,,280.30,280.29,299.29,347.04,341.54,479.63,,,,,,448.96,,,,,,,,,,148.04,,,,,,,,
2019-02-05 22:20:57.207000,L8,383.15,378.75,356.85,311.17,252.33,227.64,167.42,144.58,142.34,135.52,167.57,176.69,185.04,151.09,,,,,,,,,,,,,,,152.44,187.41,220.90,259.55,276.20,306.99,310.21,326.42,427.02,283.51,351.17,376.70,429.40,462.53,490.82,487.88,497.20,488.26,445.18,410.78,412.55,186.94,201.55,200.29,206.74,190.74,,,,,,,,,,,,519.90,339.66,281.78,507.94,470.39,462.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.17,214.41,172.35,169.54,,462.05,507.62,,,,,,,,,,,,,,,280.99,283.30,303.39,352.89,409.98,477.79,,,,,,452.67,,,,,,,,,,148.13,,,,,,,,
2019-02-12 22:26:43.149000,L8,,,,,,,516.96,515.56,517.67,305.99,318.11,384.30,194.23,,,,,,,,,,,,163.65,282.42,325.40,432.68,,,,,,,,,,,,,,,,,,,,,,,,,518.49,508.45,527.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.86,491.05,499.49,493.18,484.80,487.78,518.18,484.31,477.47,465.18,467.34,465.29,460.64,455.35,446.96,438.09,431.88,434.51,420.29,422.44,417.35,410.05,417.20,404.83,407.05,389.00,389.72,383.92,,,484.35,476.23,,,,,,,,,,,,,,493.64,,,,,,,,,,,,,,,,,,,,,,,,508.82,462.56,298.63,,372.44,477.15,,,,
2019-02-21 22:20:30.485000,L8,,,,,,,,,,,369.73,461.43,488.97,398.63,264.95,346.31,,,,280.79,295.22,343.33,360.01,434.65,400.31,,,,145.00,181.97,215.88,244.34,264.35,302.73,304.71,312.05,415.14,293.88,454.49,466.62,486.71,494.08,504.94,,,523.32,486.60,442.93,439.10,259.40,240.50,229.87,226.70,217.14,,,,,,,,,,,,,,,,,,,,,,,,,,,434.25,387.75,345.33,398.01,382.25,,,419.93,482.60,445.09,,,,,361.84,313.63,338.17,319.17,,,341.04,332.25,280.91,,,,,421.78,416.54,366.45,395.92,374.39,473.33,,190.67,498.06,432.26,342.42,421.89,410.95,387.00,154.12,,,,,,,,,,,,,,,,,,,,,,,149.03,224.38,195.79,197.70,,,,,,,,,402.29,208.24,149.08,527.40,470.51,,324.33,,,,,,,,,,,,,,,,,,,,,,,,187.32,,,,,,,,
2019-02-21 22:20:54.448000,L8,,,,,,,,,,,369.36,416.88,506.02,396.46,263.85,345.36,,,,243.63,294.47,318.12,357.36,431.51,405.97,,,,142.48,179.73,212.99,241.88,263.23,300.82,303.03,309.06,411.78,291.27,452.69,464.64,484.53,493.00,502.05,518.93,,521.36,485.29,441.61,438.20,359.47,238.15,228.55,225.30,215.34,,,,,,,,,,,,,,,,,,,,,,,,,,,434.10,386.17,343.60,394.41,379.29,,,290.53,481.54,450.12,,,,,360.69,312.86,336.67,398.17,,,341.13,330.71,283.20,,,,,420.80,415.47,366.43,395.59,373.17,468.92,,188.86,501.18,431.71,342.06,298.77,409.61,387.37,153.32,,,,,,,,,,,,,,,,,,,,,,,145.98,221.53,194.15,196.32,,,,,,,,,423.04,201.43,148.16,488.62,467.68,,324.26,,,,,,,,,,,,,,,,,,,,,,,,185.79,,,,,,,,
2019-03-16 22:26:33.688000,L8,,,,,,,,,,507.99,468.00,,,,,,,,,,,,,,229.47,308.91,432.18,500.00,,,,,,,,,,,443.29,314.72,358.26,336.14,359.29,425.48,520.87,,277.90,430.97,494.86,,,475.78,475.74,239.76,,,412.35,157.13,213.82,195.26,504.70,453.24,,,,,184.98,296.94,235.60,165.07,,466.19,275.44,280.51,187.05,143.22,,,,,,,,,,,,,,144.47,526.59,483.29,398.95,233.44,256.88,393.94,443.15,,,494.72,438.34,394.52,378.45,292.07,308.22,325.20,473.09,473.13,502.86,465.95,480.52,476.67,477.64,466.82,437.77,396.36,326.26,336.54,428.25,436.36,433.90,418.73,260.59,373.45,346.15,308.26,339.41,354.94,353.06,337.40,338.62,331.95,305.93,322.94,243.24,310.85,266.10,290.19,299.19,298.53,274.16,276.42,290.48,295.77,486.93,,441.73,270.56,467.42,301.15,375.01,339.84,352.85,346.89,,227.52,198.70,289.73,406.09,305.72,272.81,340.69,,484.97,427.40,302.94,520.01,,170.44,511.68,453.19,228.75,280.58,389.64,,494.05,,,,275.10,185.10,232.14,302.68,,,186.89,409.29,,308.04,,211.16,,,,
2019-04-17 22:26:24.837000,L8,,,,,,,513.28,499.97,366.87,264.27,203.38,350.04,,,,,,,,,,,,,131.76,271.48,306.05,429.08,,,,,,,,,,,,,,,,,,,,,,,,,,,527.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.00,493.74,494.41,468.96,481.51,507.11,,,,,,,473.13,427.59,440.51,487.77,457.02,,,,,,,489.34,482.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.35,463.64,373.91,,377.61,488.22,,,,
2019-05-19 22:26:35.528000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.95,494.96,476.59,463.23,475.80,473.60,466.13,460.16,453.76,441.17,429.08,422.69,419.17,418.84,397.09,395.26,385.18,392.03,389.69,388.10,365.39,359.21,353.18,343.69,339.68,333.30,334.76,311.48,313.98,166.11,200.97,,,,,,,,,,,,,,,,,,,,419.25,,,,,,,,,,,,220.36,275.56,356.16,,,,,,248.20,281.46,,,,,,,,,,,,
2019-06-04 22:26:43.766000,L8,,,,,,,,,,,,,,275.46,306.72,271.48,523.81,493.11,279.28,440.76,,,,,163.41,297.21,330.90,514.82,,,,,,,,,,,,,,,,,,,,,,,,479.58,466.32,468.27,,459.27,188.56,216.55,217.53,149.48,376.43,371.22,359.38,294.72,295.99,270.78,284.78,277.08,,,,,,,,,,,,,,,,,,,,458.08,208.26,516.58,336.30,,,,,,,,,,202.41,380.22,328.66,248.33,138.48,495.52,455.47,,,,506.57,502.35,494.62,481.67,471.88,476.24,481.30,462.31,462.22,450.54,455.41,427.01,431.17,431.70,422.63,395.98,392.93,391.44,393.16,396.29,402.43,376.62,362.08,358.11,359.05,351.45,362.91,350.06,345.13,331.46,332.61,329.73,328.94,314.21,,,435.87,423.19,372.72,,,,132.28,192.43,329.53,,,,386.55,344.20,472.69,423.69,422.79,486.95,468.85,189.66,222.27,260.88,260.69,225.02,238.97,239.08,137.27,,,,,379.13,331.45,,,,,463.50,,,391.40,228.74,508.85,,,,,,
2019-06-20 22:26:49.743000,L8,,,,,,,,,452.47,507.21,475.67,,,,,,,304.50,362.08,384.79,319.33,367.98,404.43,314.40,397.05,468.90,434.83,503.44,,,,,,,,,,,,,509.79,518.17,325.10,281.54,467.94,392.56,406.72,482.17,489.34,472.11,486.87,466.65,473.22,437.65,,,,,,,,,,,,,,,,,,184.76,198.22,140.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.60,507.88,504.88,494.85,486.74,482.95,481.22,470.10,457.72,453.14,451.63,446.59,437.83,436.72,442.91,434.14,425.98,416.45,397.04,380.94,372.70,364.61,349.27,353.11,331.58,341.65,333.18,327.12,321.79,316.08,311.18,309.19,302.56,299.53,296.95,299.10,302.58,298.73,296.53,,,194.05,398.97,,345.60,207.60,218.39,353.89,408.48,342.04,,,,,,,406.67,,,,,,,,,,,,,,,427.39,394.84,379.19,,,,,,,446.23,,,374.79,250.18,425.93,,,,
2019-07-31 22:21:14.547000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,132.10,143.83,254.33,289.58,274.14,292.55,,,,,,,284.60,332.77,344.02,362.06,235.83,,,,,,,,,,,,,468.25,283.35,281.72,307.15,250.94,,,,,,,,,,,,,419.03,473.71,408.63,329.97,306.91,357.29,,,,,,,,,,,268.29,321.42,265.97,400.18,526.41,232.12,204.10,,,,,,,,,,,,,,,,,,,,168.95,306.52,397.94,400.68,300.02,289.01,340.11,335.06,345.61,277.81,201.54,,,472.54,359.56,315.16,284.38,287.55,323.40,338.20,388.68,,,,,,,,,,,132.75,215.22,,,,,,,496.05,434.13,455.06,387.95,267.20,266.62,150.07,334.63,334.45,235.26,,,,,,,,177.27,448.91,485.03,,,,,,432.26,423.61,,,,,,,,,,437.07,,,,,,
2019-09-08 22:27:12.355000,L8,,,,,,,,,,,,,,358.36,378.14,427.92,,,,,,343.85,338.47,476.64,393.30,463.59,442.90,,,,,,,,,,,,,,,,,,,,,,,486.76,485.34,491.92,482.82,468.62,159.21,499.76,,,,,,,,,,,,,,,,251.08,,,,,,,,,,,,,,,,,,,,,,,,371.24,339.27,350.45,304.12,,266.90,424.58,405.26,385.39,379.82,359.69,349.44,378.01,322.13,373.56,480.54,482.27,467.78,453.04,453.08,456.98,452.43,342.11,362.93,356.73,354.24,422.80,412.19,393.27,377.02,373.07,364.14,357.03,352.60,341.28,340.94,328.77,324.65,314.03,314.10,309.86,306.88,300.12,298.25,295.18,297.39,300.70,292.67,295.46,512.49,,435.44,432.08,,444.23,451.91,452.37,432.94,449.01,347.59,,,,,,,400.05,,,,,,,,,,,,,,,,401.68,221.14,,,,,,,463.37,410.02,186.54,380.15,,427.29,,,,
2019-11-11 22:27:19.914000,L8,,,512.46,282.67,294.19,265.12,237.84,216.85,194.66,139.59,,,,,,,,,,,,,,,152.88,254.26,348.70,434.50,471.12,485.14,,,,,,,,,,,402.66,151.18,323.17,387.67,413.73,241.29,,230.65,217.43,240.16,192.48,168.65,,,,,,,,,,,,,,,,,,,,,,,,,,,492.36,494.77,491.42,,378.84,292.58,244.67,214.00,358.94,301.46,311.28,,,,,,463.55,481.56,356.93,,,,,,259.26,379.45,460.85,471.86,,,,,,456.79,485.33,471.39,465.24,470.97,466.44,451.97,450.01,457.38,445.48,436.29,430.89,437.65,428.04,407.27,396.10,394.55,397.77,398.07,398.55,386.95,368.27,360.80,359.89,354.03,361.73,351.39,346.10,503.61,317.98,,,,,,164.09,264.23,,513.92,364.72,422.78,407.25,420.56,331.89,,273.74,235.94,251.65,244.98,231.25,431.02,,,,,,,,,,,,,,,437.65,331.17,271.65,,,,,,,,357.17,408.13,227.60,,,,,,
2020-01-14 22:27:08.860000,L8,,,,,,,518.94,446.19,349.25,305.81,308.17,191.64,,,,,,,,,,,,,149.53,273.20,323.68,445.88,517.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.83,502.56,498.91,491.93,482.42,471.10,478.17,476.01,462.24,458.60,455.28,446.87,441.16,434.43,443.57,431.39,415.47,402.29,401.34,402.66,404.87,403.73,383.40,374.52,367.38,367.75,363.94,368.21,356.30,352.54,341.14,342.39,337.57,332.35,325.26,,,,,,,,,,,,,,,,,,439.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23 22:20:55.593000,L8,352.28,344.85,305.16,254.31,178.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.01,167.95,284.41,294.05,412.00,390.67,464.63,477.15,491.49,501.31,517.28,,,,511.12,464.03,464.35,362.78,256.78,271.07,289.67,311.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.35,241.36,304.75,253.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.41,505.33,,,,,,,
2020-04-19 22:26:32.106000,L8,,,,,,,,,518.97,324.69,477.91,,,,,,,,,,,,,,194.63,295.03,411.63,496.33,,,,,,,,,,,,,,,,,,,,,,489.21,486.88,487.98,486.95,466.57,283.06,,,,,,239.22,342.63,341.44,273.77,,,509.25,442.13,401.38,412.95,422.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.90,509.39,497.68,490.62,487.55,486.65,475.56,461.95,453.66,457.21,456.77,445.44,445.20,443.92,433.54,425.02,417.01,402.24,388.40,381.09,367.88,364.88,357.98,348.19,381.81,333.25,328.31,320.79,318.98,313.75,306.77,301.13,300.85,300.33,302.89,303.95,297.67,296.96,,,434.35,429.82,213.09,479.85,484.75,395.85,250.05,395.66,,,,,,,,404.60,,373.26,339.27,365.89,331.03,376.13,403.60,301.71,307.86,288.00,384.98,184.49,259.19,270.19,293.04,508.23,,,382.95,414.73,511.82,495.63,,,418.19,187.33,507.24,,,,,,
2020-05-14 22:20:12.530000,L8,372.06,365.06,339.50,294.32,224.97,,162.54,144.83,149.54,155.15,180.55,190.04,190.26,148.07,,,,,,,,,,438.02,421.74,484.26,,,,,,,184.12,311.77,303.55,314.32,,305.65,360.88,457.74,423.75,458.34,492.38,487.68,495.98,485.92,441.18,411.06,404.78,190.27,204.28,203.82,209.00,191.44,,,,,,,,,,,,,,,,,448.25,215.49,178.34,231.38,170.47,,,,,,330.36,300.86,261.88,240.38,188.15,408.88,488.91,455.46,359.12,435.81,471.86,456.36,,,,,,,,,,,,,,,,479.67,335.72,464.43,454.90,426.84,,,,,,,483.71,463.40,215.05,247.74,221.98,340.73,279.21,368.72,205.58,322.66,353.70,313.98,309.10,297.70,300.44,298.30,294.79,353.60,359.40,394.86,399.81,374.80,371.49,280.41,267.00,255.57,150.21,225.86,159.06,172.10,,462.94,427.12,357.67,287.18,359.59,238.73,213.47,374.44,413.81,451.13,376.73,451.95,206.00,,,,,,,,,,,,,,,462.02,383.21,416.79,,,,,,,,131.87,,354.44,,,,,,
