dates,satname,nzd0078-0000,nzd0078-0001,nzd0078-0002,nzd0078-0003,nzd0078-0004,nzd0078-0005,nzd0078-0006
1999-08-26 22:04:44.971000,L7,375.53,369.61,354.21,254.69,249.73,276.94,252.73
1999-09-27 22:04:48.949000,L7,318.70,347.18,328.95,267.76,276.43,273.96,256.11
1999-11-14 22:04:42.286000,L7,284.55,248.36,310.50,271.22,278.49,271.99,221.77
2000-01-01 22:04:37.439000,L7,193.49,234.17,314.97,267.30,279.14,273.19,217.08
2000-01-17 22:04:35.821000,L7,311.08,485.59,457.84,334.22,346.70,354.35,347.98
2000-05-24 22:03:46.662000,L7,361.42,357.18,348.13,280.81,283.54,280.01,271.69
2000-08-12 22:02:54.094000,L7,284.92,279.39,180.79,,258.38,267.16,213.41
2000-09-13 22:02:26.190000,L7,358.16,355.95,337.26,268.66,271.02,273.52,224.81
2000-10-15 22:01:56.204000,L7,287.89,287.30,316.89,274.58,278.39,275.29,229.56
2001-01-03 22:02:12.432000,L7,369.92,318.19,339.89,272.11,276.68,275.86,226.10
2001-06-12 22:01:24.980000,L7,279.14,239.74,,,,,
2001-08-15 22:00:38.680000,L7,333.79,286.34,330.93,363.81,284.54,286.43,275.99
2001-10-02 22:00:04.650000,L7,269.88,206.92,289.67,241.45,,,
2001-12-05 22:00:18.987000,L7,278.63,234.54,299.88,252.48,,,
2001-12-21 22:00:29.925000,L7,187.72,216.29,301.58,269.26,,,
2002-01-06 22:00:31.992000,L7,337.40,334.02,333.20,273.79,293.11,289.71,270.60
2002-01-22 22:00:40.906000,L7,381.78,361.69,351.58,271.78,278.80,278.30,240.43
2002-06-15 22:00:19.658000,L7,296.51,287.25,304.53,276.14,282.70,282.29,284.06
2002-07-01 22:00:15.186000,L7,286.82,250.75,303.30,268.52,277.68,280.76,280.16
2002-08-02 22:00:01.321000,L7,430.74,356.71,369.69,255.18,294.33,302.85,392.07
2002-08-18 21:59:57.690000,L7,381.84,360.73,352.76,255.11,277.37,278.15,273.73
2002-09-19 21:59:35.083000,L7,271.97,278.59,302.24,243.93,428.58,275.47,229.23
2003-03-30 22:00:31.029000,L7,,,302.14,252.33,229.35,,
2003-07-28 21:48:28.960000,L5,328.57,312.51,305.98,281.28,284.44,278.86,247.21
2003-09-14 21:49:18.766000,L5,298.50,290.51,273.33,249.69,264.86,256.56,182.12
2003-09-30 21:49:30.432000,L5,284.81,279.85,274.90,256.46,267.68,255.74,188.69
2003-12-03 21:50:19.675000,L5,297.74,292.50,275.48,,,,
2004-02-21 21:50:47.082000,L5,318.47,306.97,301.26,277.54,284.73,273.38,231.41
2004-07-30 21:54:28.143000,L5,301.76,294.61,283.14,256.21,262.09,250.50,187.75
2004-09-16 21:55:41.721000,L5,299.08,290.49,274.70,249.33,,,
2004-11-19 21:56:55.269000,L5,341.64,330.37,318.93,291.22,286.56,279.01,259.08
2005-02-23 21:58:31.621000,L5,371.40,347.12,342.72,343.47,331.92,320.65,305.81
2005-03-11 21:58:44.158000,L5,332.19,314.63,308.89,295.33,293.27,285.35,264.67
2005-03-27 21:58:51.619000,L5,315.80,300.73,293.16,,,,
2005-04-12 21:58:55.193000,L5,306.85,296.57,286.59,261.39,261.88,240.16,
2005-07-17 21:59:35.576000,L5,339.55,328.81,314.19,294.24,298.63,291.39,268.84
2005-11-22 22:00:23.113000,L5,323.00,332.41,316.34,301.33,299.04,288.28,268.89
2006-04-15 22:03:30.798000,L5,358.29,343.79,339.38,328.83,323.07,316.07,296.38
2006-05-17 22:03:57.969000,L5,324.89,321.41,312.01,288.03,288.63,283.19,256.88
2006-07-04 22:04:41.660000,L5,301.89,284.83,282.91,258.05,264.06,256.67,190.28
2006-11-25 22:06:19.953000,L5,243.80,238.06,233.74,235.88,242.53,218.94,185.48
2006-12-11 22:06:28.205000,L5,187.82,191.35,200.07,213.14,221.04,218.53,
2008-02-16 22:02:22.163000,L5,326.20,321.12,312.62,288.01,292.47,281.20,250.72
2009-01-01 21:56:31.615000,L5,333.55,320.93,309.37,295.49,295.09,286.88,263.53
2009-02-02 21:57:22.411000,L5,332.14,317.30,308.67,293.41,294.90,284.02,261.86
2011-01-07 22:01:44.406000,L5,356.29,340.56,322.15,308.52,309.46,303.95,287.84
2011-03-12 22:01:43.554000,L5,331.77,320.24,309.68,294.23,297.42,286.14,265.42
2011-04-13 22:01:34.017000,L5,,276.59,268.29,237.40,261.70,246.16,
2013-05-20 22:13:50.559000,L8,309.76,307.00,312.28,294.81,300.47,305.81,297.44
2013-06-05 22:13:51.261000,L8,348.30,342.03,355.38,304.31,304.26,334.07,313.71
2013-06-21 22:13:43.313000,L8,285.99,283.65,296.13,261.06,282.95,284.35,205.11
2013-07-07 22:13:24.262000,L8,285.54,284.84,297.88,278.44,283.15,228.44,
2013-07-07 22:13:48.209000,L8,285.59,283.95,295.79,275.57,281.15,228.63,
2013-08-08 22:13:49.700000,L8,284.48,283.30,289.62,,,,
2013-09-09 22:13:25.749000,L8,346.34,301.25,301.38,284.47,289.37,289.36,278.28
2013-09-09 22:13:49.699000,L8,367.90,354.38,353.88,333.97,323.03,319.66,304.94
2013-09-25 22:13:17.289000,L8,373.90,325.61,346.95,300.41,306.01,306.20,297.38
2013-09-25 22:13:41.239000,L8,374.45,326.37,348.02,300.49,306.12,307.39,297.75
2013-10-11 22:13:17.650000,L8,,,,232.27,274.91,263.66,181.88
2013-10-27 22:13:07.896000,L8,301.10,298.79,303.91,289.52,296.23,294.89,289.16
2013-10-27 22:13:31.854000,L8,301.25,298.73,302.77,288.66,295.29,293.99,288.49
2013-11-12 22:13:08.247000,L8,285.30,280.11,258.10,249.84,271.07,232.21,
2013-11-12 22:13:32.202000,L8,285.61,280.19,263.60,250.24,270.82,234.03,
2013-11-28 22:13:02.012000,L8,304.17,289.46,303.17,294.75,297.56,306.37,294.62
2013-11-28 22:13:25.971000,L8,298.73,283.73,298.69,287.22,290.97,296.90,288.80
2013-12-14 22:12:57.636000,L8,332.22,305.60,310.78,292.81,299.79,301.59,293.48
2013-12-14 22:13:21.591000,L8,308.29,303.99,310.38,292.39,299.35,301.48,293.39
2013-12-30 22:12:49.393000,L8,307.21,301.01,303.99,505.84,567.20,450.33,504.00
2013-12-30 22:13:13.343000,L8,306.78,300.92,304.25,508.74,560.28,452.79,502.07
2014-01-15 22:12:33.689000,L8,,214.24,301.95,283.22,289.50,288.71,280.95
2014-01-31 22:12:28.855000,L8,339.53,324.95,329.83,320.93,320.18,320.36,302.16
2014-01-31 22:12:52.806000,L8,296.03,289.90,298.76,272.59,278.41,264.60,213.65
2014-04-05 22:11:34.747000,L8,342.71,309.66,310.54,296.56,295.55,293.81,287.90
2014-04-05 22:11:58.702000,L8,309.58,302.40,307.18,292.41,292.55,290.66,285.08
2014-04-21 22:11:18.224000,L8,300.40,298.48,304.27,285.95,281.77,281.74,285.11
2014-04-21 22:11:42.175000,L8,288.51,286.86,295.05,263.61,262.60,202.20,
2014-05-23 22:11:18.694000,L8,302.75,302.03,312.04,290.38,299.92,300.97,295.34
2014-07-26 22:11:19.207000,L8,290.94,290.99,297.24,,,,
2014-07-26 22:11:43.162000,L8,291.52,291.03,297.07,,,,
2014-08-11 22:11:51.972000,L8,287.44,283.39,286.00,244.63,275.58,239.25,194.87
2014-10-14 22:11:38.746000,L8,299.19,293.00,302.42,281.65,290.24,290.38,216.24
2014-10-14 22:12:02.705000,L8,304.80,298.76,306.77,289.00,294.23,293.35,268.68
2014-10-30 22:11:34.905000,L8,456.15,460.64,275.46,279.52,290.81,290.91,285.69
2014-10-30 22:11:58.859000,L8,,,,256.54,279.57,273.92,194.69
2014-12-01 22:11:36.363000,L8,300.22,296.01,303.01,285.92,291.18,294.64,271.01
2014-12-01 22:12:00.318000,L8,298.02,294.50,300.97,283.85,289.05,292.69,286.64
2015-03-07 22:11:06.255000,L8,348.97,329.49,343.79,308.55,302.66,298.94,293.84
2015-03-07 22:11:30.209000,L8,296.34,291.82,309.17,291.51,292.60,291.79,289.42
2015-04-24 22:10:44.446000,L8,284.86,281.21,284.59,258.68,276.10,255.49,192.68
2015-04-24 22:11:08.401000,L8,284.28,280.23,281.89,256.68,275.11,251.00,191.17
2015-05-10 22:10:28.533000,L8,302.07,299.96,308.12,287.90,297.00,294.09,291.55
2015-05-10 22:10:52.487000,L8,301.02,298.70,305.33,284.91,295.00,291.64,289.69
2015-06-11 22:10:40.593000,L8,304.88,301.93,312.07,288.46,294.38,299.99,293.56
2015-06-27 22:10:46.339000,L8,306.42,301.96,318.75,293.65,303.78,304.41,301.18
2015-06-27 22:11:10.298000,L8,289.90,287.94,296.68,268.42,283.98,282.71,283.70
2015-07-29 22:11:01.897000,L8,370.28,301.06,313.63,291.09,299.44,299.84,294.45
2015-07-29 22:11:25.856000,L8,372.14,301.05,314.15,291.29,298.99,300.15,294.77
2015-08-14 22:11:07.472000,L8,293.92,293.37,298.71,281.05,289.26,290.89,288.59
2015-08-14 22:11:31.426000,L8,,,,242.47,272.87,248.11,
2015-11-02 22:11:31.889000,L8,293.38,287.22,266.23,268.73,281.02,276.48,201.52
2015-12-20 22:11:33.546000,L8,298.57,295.84,305.22,287.88,293.84,296.43,268.09
2015-12-20 22:11:57.501000,L8,299.96,296.97,306.19,289.06,295.24,297.45,296.80
2016-02-22 22:11:18.630000,L8,312.32,301.89,303.59,288.79,292.47,289.95,285.42
2016-02-22 22:11:42.580000,L8,297.26,290.89,297.20,272.16,282.17,274.47,204.06
2016-03-09 22:11:16.948000,L8,331.36,301.21,306.02,288.20,293.33,292.60,288.60
2016-03-09 22:11:40.902000,L8,336.12,302.49,307.10,289.82,294.16,293.59,269.66
2016-04-10 22:11:01.721000,L8,,,,,267.29,249.75,
2016-04-26 22:11:21.230000,L8,302.39,295.60,303.92,278.82,288.25,291.70,287.26
2016-05-12 22:10:56.720000,L8,329.44,306.47,312.32,294.47,298.45,302.30,269.12
2016-05-12 22:11:20.683000,L8,341.94,307.35,312.33,294.55,298.99,301.96,294.12
2016-06-13 22:11:06.720000,L8,308.02,302.11,314.00,291.14,297.63,299.77,292.61
2016-06-13 22:11:30.674000,L8,308.67,302.30,314.03,291.18,297.49,299.82,292.66
2016-06-29 22:11:15.136000,L8,,,295.91,265.46,286.26,281.57,209.86
2016-07-15 22:11:22.376000,L8,,181.92,299.15,265.26,285.43,286.80,202.84
2016-07-15 22:11:46.335000,L8,289.75,289.40,304.50,281.70,293.97,293.96,288.88
2016-08-16 22:11:29.744000,L8,301.66,297.93,309.44,288.23,295.71,295.58,266.45
2016-08-16 22:11:53.694000,L8,301.84,298.01,309.41,288.26,295.29,295.54,291.89
2016-09-01 22:11:36.389000,L8,353.72,349.69,341.68,293.98,297.31,296.52,288.78
2016-10-19 22:11:45.519000,L8,287.07,283.27,296.95,270.30,282.88,281.35,210.30
2016-11-04 22:11:45.464000,L8,285.67,280.72,224.34,,,,
2016-11-04 22:12:09.415000,L8,285.28,280.73,220.25,,,,
2016-11-20 22:11:45.458000,L8,302.04,298.83,302.59,291.28,293.75,296.27,271.67
2016-11-20 22:12:09.409000,L8,302.00,299.20,302.77,291.43,294.15,296.37,288.51
2017-04-29 22:10:42.581000,L8,,,,243.14,280.18,276.39,209.09
2017-08-19 22:11:29.174000,L8,312.73,311.32,326.26,298.71,305.37,309.04,303.62
2017-08-19 22:11:53.133000,L8,300.93,298.50,305.02,288.22,295.23,295.02,291.02
2017-09-04 22:11:31.619000,L8,307.34,300.83,306.46,292.88,297.36,299.20,293.00
2017-09-04 22:11:55.578000,L8,306.54,299.62,305.20,291.22,296.03,297.71,292.16
2018-01-10 22:11:30.163000,L8,305.75,301.41,310.11,295.45,298.44,300.19,294.38
2018-01-10 22:11:54.118000,L8,303.07,298.93,306.74,291.12,295.67,296.20,291.98
2018-01-26 22:11:21.264000,L8,302.32,298.22,303.46,288.95,294.02,297.41,290.25
2018-01-26 22:11:45.215000,L8,302.40,298.33,303.57,289.14,294.26,297.36,274.75
2018-04-16 22:10:42.721000,L8,301.74,297.27,302.02,284.45,293.45,288.23,278.60
2018-04-16 22:11:06.667000,L8,363.87,356.30,342.82,329.95,316.79,318.39,306.34
2018-05-02 22:10:33.919000,L8,296.44,291.33,297.52,263.78,182.67,254.79,
2018-05-02 22:10:57.873000,L8,290.86,287.49,292.17,245.93,,,
2018-05-18 22:10:23.040000,L8,348.31,344.04,320.12,307.59,307.79,301.65,295.95
2018-07-05 22:10:30.841000,L8,303.22,301.86,317.22,299.13,303.44,300.53,295.66
2018-07-05 22:10:54.795000,L8,304.81,302.59,319.34,299.04,303.42,300.04,295.93
2018-08-06 22:10:46.333000,L8,283.54,279.85,290.59,253.91,276.83,260.87,196.93
2018-08-06 22:11:10.291000,L8,283.03,279.02,289.97,253.78,276.68,260.25,196.03
2018-09-07 22:11:00.442000,L8,302.30,298.45,310.76,291.55,297.36,298.70,295.94
2018-09-07 22:11:24.397000,L8,301.16,297.72,309.52,290.01,295.93,297.59,264.50
2018-10-09 22:11:13.339000,L8,,282.75,294.63,280.70,278.47,259.62,184.80
2019-02-14 22:11:09.519000,L8,296.54,294.84,308.04,294.64,296.25,302.22,297.88
2019-02-14 22:11:33.473000,L8,294.99,292.39,306.65,292.35,295.14,300.75,297.15
2019-03-02 22:11:05.349000,L8,293.97,292.29,305.78,289.07,293.13,297.54,293.64
2019-03-02 22:11:29.304000,L8,293.74,291.97,305.73,288.88,292.74,297.01,293.16
2019-05-21 22:11:27.314000,L8,304.99,300.70,304.25,292.25,294.91,298.06,291.20
2019-06-06 22:11:11.322000,L8,295.41,292.26,298.54,280.39,283.41,286.40,207.13
2019-06-06 22:11:35.277000,L8,292.53,289.88,295.62,273.16,280.12,279.33,199.02
2019-06-22 22:11:17.033000,L8,294.69,291.03,298.31,269.88,282.22,276.34,187.35
2019-06-22 22:11:40.996000,L8,316.13,308.33,320.41,298.21,302.58,304.08,297.70
2019-07-08 22:11:20.766000,L8,301.10,293.26,303.22,285.68,292.17,295.45,277.95
2019-07-08 22:11:44.725000,L8,300.28,291.66,302.03,284.26,290.36,293.94,277.69
2019-07-24 22:11:25.033000,L8,290.18,285.54,285.32,247.27,271.51,252.28,
2019-08-09 22:11:31.395000,L8,305.37,302.13,312.39,293.82,302.22,304.72,303.10
2019-08-09 22:11:55.358000,L8,307.93,304.25,313.21,295.47,303.56,306.42,304.92
2019-09-10 22:11:39.873000,L8,309.07,303.38,307.87,295.00,301.20,305.75,293.84
2019-09-26 22:11:45.238000,L8,298.28,298.76,301.46,286.07,291.50,294.17,293.16
2019-11-29 22:11:44.191000,L8,364.77,335.38,323.66,313.32,315.74,313.03,300.17
2019-12-31 22:11:38.231000,L8,306.86,298.31,305.03,290.30,295.54,296.52,287.67
2020-01-16 22:11:35.087000,L8,306.09,301.96,311.01,298.49,301.31,301.69,295.62
2020-01-16 22:11:59.041000,L8,305.57,301.37,310.02,297.39,300.59,301.02,294.67
2020-02-01 22:11:29.826000,L8,300.56,299.49,310.19,296.83,304.44,304.18,298.03
2020-02-01 22:11:53.781000,L8,300.78,299.66,310.48,296.78,304.62,304.29,298.15
2020-04-21 22:10:57.868000,L8,304.54,299.01,307.40,292.45,299.01,304.57,266.23
2020-04-21 22:11:21.823000,L8,288.35,286.81,288.32,264.50,276.50,248.68,196.61
2020-05-07 22:11:12.613000,L8,306.33,300.85,308.59,294.76,297.68,303.03,268.70
2020-06-08 22:11:24.028000,L8,342.11,307.81,318.08,296.82,303.11,303.26,293.97
2020-06-24 22:11:08.920000,L8,284.06,228.48,,,,,
2020-07-10 22:11:39.723000,L8,303.06,301.45,306.73,288.58,295.37,297.14,274.16
2020-07-26 22:11:44.648000,L8,304.00,301.62,308.98,291.57,293.36,300.21,293.35
2020-08-27 22:11:56.368000,L8,284.90,287.58,278.67,273.31,282.14,265.11,212.79
