dates,satname,nzd0219-0000,nzd0219-0001,nzd0219-0002,nzd0219-0003,nzd0219-0004,nzd0219-0005,nzd0219-0006,nzd0219-0007,nzd0219-0008,nzd0219-0009,nzd0219-0010,nzd0219-0011,nzd0219-0012,nzd0219-0013,nzd0219-0014,nzd0219-0015
1999-08-21 21:46:33.053000,L7,217.22,309.20,302.15,267.87,257.48,267.30,249.44,,,,,,,,,
1999-09-22 21:46:36.849000,L7,433.62,435.15,425.45,431.09,425.03,424.69,436.22,423.58,423.10,408.81,409.73,403.13,369.43,356.49,364.10,403.08
1999-09-29 21:52:52.243000,L7,429.29,416.41,413.08,422.62,411.70,416.73,415.36,410.33,447.85,407.35,401.76,396.39,391.97,384.80,370.76,359.73
1999-10-15 21:52:49.322000,L7,429.44,414.75,407.98,416.78,408.38,411.36,413.09,403.44,408.50,391.29,396.64,388.05,366.07,365.25,371.94,360.28
1999-10-24 21:46:32.266000,L7,442.90,423.81,424.12,429.36,428.46,434.92,445.42,430.48,418.48,409.55,411.64,395.85,374.49,371.50,350.47,342.39
2000-02-04 21:52:37.377000,L7,360.03,350.12,342.73,336.58,331.64,335.81,339.86,330.98,338.56,374.37,327.64,329.69,316.89,321.28,341.26,318.76
2000-03-16 21:46:15.139000,L7,429.87,427.47,442.06,447.40,425.29,434.21,417.72,425.29,420.71,401.85,397.50,394.37,389.60,379.78,377.99,371.73
2000-05-03 21:45:55.224000,L7,468.14,431.18,426.09,429.72,425.06,425.57,441.57,428.93,414.92,451.19,414.49,409.94,398.45,378.45,371.61,353.71
2000-05-26 21:51:48.668000,L7,433.14,443.33,439.96,432.93,429.57,421.19,418.91,416.83,414.96,408.86,404.98,394.37,390.88,364.05,348.81,355.32
2000-08-07 21:44:45.034000,L7,434.47,414.51,416.44,441.67,438.27,432.99,421.10,445.61,417.74,398.30,408.49,390.85,377.97,366.88,369.93,345.54
2000-08-14 21:50:56.232000,L7,436.66,428.31,423.21,435.39,435.45,460.49,440.28,418.23,411.12,405.16,411.08,394.81,389.80,410.55,382.59,363.07
2000-09-15 21:50:25.712000,L7,438.75,382.99,478.52,447.86,465.91,345.54,364.57,390.45,383.77,486.91,414.42,413.66,455.14,534.05,,
2000-10-17 21:50:01.277000,L7,396.70,386.79,383.54,393.84,396.51,418.05,407.22,418.03,406.90,397.19,409.95,394.03,390.37,369.87,371.44,381.89
2000-12-20 21:50:16.996000,L7,407.00,405.72,413.33,420.73,411.14,422.75,418.39,427.18,402.16,410.33,407.82,395.60,381.30,387.20,380.07,319.70
2001-01-05 21:50:16.585000,L7,415.39,406.39,412.31,410.31,416.05,397.46,406.63,404.36,400.25,400.30,399.24,408.87,368.80,364.13,360.98,361.97
2001-03-10 21:50:10.732000,L7,419.35,418.57,413.75,422.41,430.83,428.89,421.43,445.08,431.61,428.02,407.12,393.43,383.05,393.37,401.85,378.16
2001-04-04 21:43:43.008000,L7,366.71,358.25,349.68,352.83,345.83,350.88,358.84,343.78,391.07,343.82,335.94,336.37,323.72,323.29,309.63,302.93
2001-04-20 21:43:46.702000,L7,349.60,346.90,330.81,324.00,319.04,325.89,331.07,317.32,311.82,310.35,308.96,303.06,302.12,297.11,266.95,273.89
2001-05-22 21:43:30.869000,L7,,,,,,,,,177.68,240.97,277.11,,,,198.63,228.94
2001-06-07 21:43:18.779000,L7,353.66,343.32,324.14,317.85,307.47,283.60,289.31,,299.29,305.70,304.42,294.58,281.78,279.65,239.94,256.93
2001-06-30 21:49:12.248000,L7,383.57,368.28,358.79,355.54,341.77,339.92,365.30,332.63,357.44,358.01,342.90,340.48,318.97,317.97,278.33,278.87
2001-07-25 21:42:54.824000,L7,422.13,412.64,417.82,424.33,434.47,426.95,423.76,415.90,409.55,392.15,379.67,386.84,370.74,365.70,342.45,342.34
2001-08-26 21:42:25.671000,L7,448.55,431.96,434.90,432.99,434.32,432.91,429.69,426.35,431.65,432.85,423.36,403.72,394.83,390.92,368.61,362.88
2001-09-02 21:48:29.341000,L7,413.62,389.21,400.50,411.37,401.45,407.27,415.82,425.77,402.99,371.07,372.01,408.65,359.34,343.33,319.62,323.80
2001-09-11 21:42:14.303000,L7,473.50,435.96,419.63,424.99,428.66,434.15,439.52,427.88,427.09,410.95,406.22,410.36,385.80,372.28,381.76,363.56
2001-09-18 21:48:17.356000,L7,367.94,362.33,350.34,351.97,347.97,344.50,343.99,331.13,351.16,342.64,337.01,337.02,326.33,329.68,312.96,305.10
2001-09-27 21:42:05.338000,L7,423.74,423.85,437.58,426.75,429.50,429.46,418.50,427.21,425.40,418.77,406.54,399.65,403.98,387.49,387.22,378.91
