dates,satname,nzd0027-0000,nzd0027-0001,nzd0027-0002,nzd0027-0003,nzd0027-0004,nzd0027-0005,nzd0027-0006,nzd0027-0007,nzd0027-0008,nzd0027-0009,nzd0027-0010,nzd0027-0011,nzd0027-0012,nzd0027-0013,nzd0027-0014,nzd0027-0015,nzd0027-0016,nzd0027-0017,nzd0027-0018,nzd0027-0019,nzd0027-0020,nzd0027-0021,nzd0027-0022,nzd0027-0023,nzd0027-0024,nzd0027-0025,nzd0027-0034,nzd0027-0035,nzd0027-0036,nzd0027-0037,nzd0027-0038,nzd0027-0039,nzd0027-0040,nzd0027-0041,nzd0027-0042,nzd0027-0043,nzd0027-0044,nzd0027-0047,nzd0027-0048,nzd0027-0049,nzd0027-0050,nzd0027-0051,nzd0027-0057,nzd0027-0058,nzd0027-0059,nzd0027-0060,nzd0027-0061,nzd0027-0062,nzd0027-0063,nzd0027-0064,nzd0027-0065,nzd0027-0066,nzd0027-0067,nzd0027-0068,nzd0027-0069,nzd0027-0070,nzd0027-0071,nzd0027-0072,nzd0027-0073,nzd0027-0074,nzd0027-0075,nzd0027-0076,nzd0027-0077,nzd0027-0078,nzd0027-0079,nzd0027-0080,nzd0027-0081,nzd0027-0082,nzd0027-0083,nzd0027-0084,nzd0027-0085,nzd0027-0086,nzd0027-0087,nzd0027-0088,nzd0027-0089,nzd0027-0090,nzd0027-0091,nzd0027-0092,nzd0027-0093,nzd0027-0094,nzd0027-0095,nzd0027-0096,nzd0027-0029,nzd0027-0030,nzd0027-0031,nzd0027-0032,nzd0027-0033,nzd0027-0045,nzd0027-0046,nzd0027-0052,nzd0027-0053,nzd0027-0054,nzd0027-0055,nzd0027-0056,nzd0027-0026,nzd0027-0027,nzd0027-0028
2000-10-22 22:07:50.487000,L7,369.46,325.90,267.72,197.05,294.06,297.47,419.29,324.32,300.30,255.15,,,543.42,494.73,,,,,,,,346.50,330.18,387.35,352.59,269.53,,519.26,524.54,371.83,304.70,275.20,,,477.47,465.14,444.99,,544.83,516.36,487.69,532.39,461.32,529.50,502.40,501.05,312.56,313.25,298.64,277.18,278.58,232.55,223.67,372.27,366.93,358.96,314.25,400.61,188.52,237.53,273.53,310.23,277.51,273.19,278.07,518.23,434.51,276.42,298.63,271.41,300.79,295.59,306.35,390.12,557.34,365.12,460.77,546.66,,,,,350.74,341.06,,,,520.42,,501.21,518.94,,,439.56,,370.08,368.31
2000-11-07 22:07:53.532000,L7,467.63,374.88,445.93,414.88,301.97,304.54,486.20,526.31,541.60,527.27,524.24,541.00,523.00,513.44,523.52,525.79,527.32,536.63,549.63,534.32,521.69,530.28,549.41,544.55,550.42,533.85,,,536.39,536.50,532.03,518.41,502.93,497.22,479.54,472.36,485.77,473.36,475.02,460.28,455.72,434.71,278.39,292.46,251.66,254.76,298.17,285.80,290.23,291.14,288.88,289.14,242.10,280.40,279.99,224.16,215.87,230.55,215.16,207.81,360.98,363.11,360.02,363.54,363.32,353.87,346.17,349.34,338.04,347.84,337.75,306.02,341.95,352.78,349.68,355.73,332.03,334.60,344.24,348.79,368.14,378.39,523.88,507.35,,,,484.04,480.09,,,,,,545.76,533.57,543.71
2001-02-27 22:07:54.461000,L7,354.41,281.19,255.22,188.41,471.27,549.44,438.15,495.63,286.41,247.54,,471.32,426.63,519.64,548.98,541.56,514.36,461.98,,487.42,507.96,551.08,,,,,,,299.90,293.03,283.94,275.58,227.67,,,,,,,,,,261.81,240.23,239.65,220.67,237.49,192.33,,,,,,370.57,389.36,432.43,547.32,498.46,510.68,,,,,296.73,348.52,230.50,224.83,198.73,199.20,560.45,282.54,281.31,285.50,280.77,298.46,287.39,268.78,543.77,458.67,404.41,415.04,390.86,458.49,488.66,,,,,,,,,,,,,
2001-06-03 22:07:16.736000,L7,463.66,432.54,419.38,415.34,302.20,414.24,467.55,443.71,501.11,469.91,465.68,460.22,452.10,451.73,463.30,463.93,461.85,474.41,480.48,502.00,475.37,483.70,510.15,501.29,489.18,481.81,559.84,542.62,511.02,342.94,229.35,337.65,328.48,333.01,334.62,329.83,332.02,328.35,321.59,305.62,,,308.89,306.72,303.27,419.00,417.13,414.21,361.09,397.06,400.11,383.39,390.92,374.14,377.76,279.33,277.31,382.01,356.94,361.68,357.57,381.50,358.57,315.12,356.01,347.98,341.94,354.74,340.22,301.05,333.29,340.00,361.89,342.45,334.34,341.57,331.51,318.74,315.21,329.15,351.73,360.91,,,,,,325.56,227.21,,,,,256.12,478.60,497.56,552.80
2001-06-19 22:07:05.722000,L7,540.15,508.24,520.35,539.77,541.54,501.60,494.29,470.62,445.90,471.97,463.56,470.25,479.60,337.83,349.69,350.98,533.86,548.62,290.24,333.60,347.14,475.20,479.28,480.50,500.58,483.27,,302.72,318.95,342.36,332.41,334.92,329.09,335.23,328.08,334.10,332.99,229.52,325.06,306.82,,,310.20,308.66,307.71,306.36,302.69,295.20,297.46,296.05,292.70,367.50,371.94,333.61,389.25,390.13,371.14,361.89,356.74,262.75,339.75,352.61,313.67,311.92,348.25,355.82,340.02,302.78,345.65,334.40,332.34,344.17,334.12,329.95,280.63,333.28,317.09,310.01,299.48,310.98,332.12,353.20,,,,,,249.61,232.37,,,,,285.00,,,
2001-12-12 22:06:14.960000,L7,488.07,395.18,281.75,221.76,429.10,389.30,464.63,335.45,341.07,343.02,,,,,,,,,294.75,320.50,268.97,,,,,,,294.54,306.58,349.74,337.32,339.60,280.00,306.89,327.81,271.98,326.27,288.24,,,,,289.09,299.35,271.27,292.42,295.14,282.21,292.73,286.01,291.14,291.87,277.09,285.10,282.02,274.87,222.13,262.99,226.22,251.46,247.02,225.72,198.97,361.36,354.31,362.66,368.82,364.10,306.64,369.75,362.94,486.56,303.77,295.37,290.29,291.59,278.62,274.48,270.46,544.66,559.96,381.99,,,,,,286.41,281.30,228.20,244.21,274.46,234.52,,,,
2002-01-29 22:06:21.478000,L7,437.79,395.54,278.96,207.27,304.30,308.72,422.15,332.37,315.99,480.45,482.16,470.53,461.83,431.87,439.12,,,,269.37,505.46,469.44,,,,485.49,496.25,,,,308.73,328.65,291.60,245.49,,,,412.29,427.99,426.88,442.42,446.24,313.03,441.55,429.76,413.92,413.28,394.26,375.04,383.25,414.82,403.41,418.89,431.41,452.30,467.19,460.60,500.43,454.76,359.20,346.86,338.71,396.38,374.44,205.41,245.80,240.64,235.84,243.01,210.47,235.72,226.68,210.21,272.14,306.97,304.02,308.33,297.06,292.17,284.13,297.69,342.22,367.95,,,,,,444.35,439.12,404.17,410.81,426.17,427.71,409.23,472.28,448.13,
2002-06-22 22:06:03.573000,L7,385.39,403.77,276.61,258.60,309.06,313.95,448.64,339.46,340.83,311.30,,,,,,361.25,350.49,359.86,344.30,362.02,358.64,372.09,377.12,378.73,,,251.86,299.79,338.38,342.27,331.51,338.33,329.54,334.61,334.82,332.46,333.85,331.47,324.88,260.31,,230.48,313.73,311.36,327.87,328.33,304.61,299.62,302.55,298.32,297.31,298.27,285.65,293.51,294.36,287.89,281.36,279.28,272.06,270.28,264.81,273.57,269.08,260.86,263.56,271.17,248.27,331.39,332.71,326.06,320.90,324.35,321.66,321.66,317.85,247.93,315.32,308.32,307.44,313.47,334.17,355.81,,,,348.27,360.43,325.78,328.19,216.70,244.64,288.50,249.03,298.87,,,
2002-08-09 22:05:46.029000,L7,537.35,359.93,382.94,386.36,299.23,376.85,510.43,526.52,521.59,509.43,523.13,540.04,519.46,516.92,516.06,520.42,523.96,553.94,308.75,346.53,344.01,548.30,548.74,552.10,536.08,552.36,,,235.92,335.82,325.01,329.07,319.14,324.10,322.42,320.09,321.52,318.78,311.77,,257.48,219.96,301.57,305.20,302.99,300.83,299.25,296.46,295.64,289.41,290.80,354.60,360.80,360.71,352.69,353.08,343.45,348.64,334.98,335.08,329.29,252.10,253.07,317.56,328.59,327.72,332.53,291.86,321.61,319.12,321.43,315.69,321.80,312.84,329.14,316.59,281.45,,,,,343.50,500.29,509.98,530.81,528.66,517.85,312.49,313.19,,243.86,281.29,204.80,261.91,430.08,532.91,441.12
2002-10-28 22:05:22.323000,L7,528.34,504.30,542.21,542.26,522.28,519.63,575.60,565.29,557.76,270.22,455.15,454.13,435.81,433.98,438.58,458.85,458.02,558.50,519.54,278.51,560.62,472.93,486.00,481.70,476.62,472.52,481.31,458.68,467.07,460.84,562.41,552.19,522.11,506.58,504.43,502.66,511.92,408.85,468.29,,,417.35,286.70,301.63,259.91,299.95,300.34,290.00,293.64,289.36,292.28,292.27,275.95,282.53,282.49,350.91,361.72,344.86,343.78,362.58,352.90,346.04,304.81,334.98,338.51,340.43,332.09,306.55,332.91,337.88,333.37,354.63,351.03,343.19,351.92,352.00,344.51,333.96,332.51,330.86,349.17,369.83,450.50,444.63,433.38,489.33,507.29,506.59,495.57,427.56,433.14,438.51,452.28,378.05,461.75,466.93,462.62
2002-11-13 22:05:30.425000,L7,379.72,332.25,281.51,200.90,311.79,309.91,433.07,333.42,336.28,272.21,521.80,557.25,548.48,536.69,548.32,,,531.69,528.59,532.20,349.64,,,,,,275.07,293.96,313.76,338.09,329.23,331.87,321.46,329.42,324.49,324.62,327.39,235.66,318.56,265.65,254.15,,305.89,307.93,307.04,306.47,306.04,295.34,302.37,299.21,298.98,314.06,274.20,,,,,291.43,302.21,296.48,344.55,260.19,331.33,352.84,350.94,353.93,243.72,232.01,295.30,337.29,359.74,363.28,213.02,242.00,272.39,243.48,256.85,302.68,320.16,342.50,362.14,379.28,,,,343.78,348.05,314.57,311.71,,189.34,285.13,,286.11,,,
2003-01-16 22:06:02.914000,L7,546.99,325.67,488.28,542.43,550.13,506.85,457.16,443.02,447.72,456.87,451.21,439.75,434.54,442.08,446.31,456.10,441.59,444.63,453.61,459.40,457.42,464.73,462.93,469.75,476.00,487.98,462.35,474.69,472.82,470.69,462.29,450.12,536.24,542.51,527.08,520.91,516.63,399.92,516.58,501.63,468.82,466.47,271.80,281.90,245.00,237.72,252.47,274.53,278.93,276.96,222.86,229.98,329.97,427.47,406.98,423.41,407.56,395.07,309.43,401.89,359.75,392.61,375.40,399.30,397.85,211.80,220.39,240.63,259.15,300.32,,,,,,,,,,,,,457.34,437.80,450.78,451.28,478.01,515.87,518.72,444.31,447.34,453.71,459.14,471.32,460.15,462.06,463.57
2003-03-21 22:06:15.912000,L7,374.07,359.98,399.59,440.22,313.23,457.47,553.81,558.43,416.77,409.66,411.16,434.30,411.75,424.82,417.44,426.48,414.77,441.65,452.40,438.99,447.77,446.34,459.00,456.24,455.95,463.52,454.72,448.52,453.44,343.66,332.44,331.85,329.12,330.02,324.57,325.86,328.08,472.90,471.98,489.59,478.96,467.43,395.01,300.16,263.34,297.61,300.84,290.19,292.27,285.03,288.11,286.96,280.82,285.84,286.39,284.77,271.86,271.88,272.69,268.48,260.54,255.77,257.12,254.86,255.46,321.69,324.59,324.15,321.45,331.50,281.48,321.40,317.10,331.23,323.79,324.95,315.00,306.16,252.24,313.95,329.96,372.64,435.46,441.94,445.99,451.92,468.75,323.12,452.57,444.40,437.95,454.84,453.45,426.02,453.88,448.37,453.19
2003-04-22 22:06:19.091000,L7,503.03,504.43,491.22,492.52,496.31,482.52,522.79,516.65,496.35,511.49,530.13,534.02,343.48,319.98,355.49,361.86,351.08,359.56,365.46,362.92,361.31,373.14,381.43,381.52,359.69,460.39,332.24,289.64,350.22,354.62,342.55,340.60,330.06,336.17,334.94,336.19,332.54,328.02,327.58,266.45,265.83,438.96,439.83,434.83,430.93,386.86,312.11,301.63,305.42,308.97,320.56,351.62,347.33,349.42,316.35,342.60,309.65,308.95,297.61,327.55,327.57,318.10,328.91,320.70,336.31,326.39,322.45,332.74,332.41,334.83,333.54,337.75,372.09,423.97,498.93,557.44,,,,,,,463.05,521.84,527.95,529.82,529.04,326.72,326.47,221.77,249.97,436.24,453.93,439.37,549.70,543.88,554.29
2003-05-08 22:06:20.773000,L7,487.66,488.17,502.16,488.90,511.99,478.81,525.92,521.30,414.11,269.48,526.61,540.20,509.54,495.61,506.75,509.91,521.42,499.41,536.71,543.30,535.85,542.31,557.18,556.39,520.64,526.98,,,330.98,344.47,327.49,336.64,325.33,332.35,328.02,329.32,328.34,322.55,246.87,250.45,,243.88,416.07,414.64,369.78,411.60,403.19,377.14,390.32,396.28,407.67,402.61,391.68,391.78,377.11,370.22,359.20,364.95,353.25,353.29,341.27,360.45,341.91,356.88,357.76,363.35,372.77,351.48,343.59,336.48,336.36,340.05,343.42,343.53,281.63,339.95,275.40,339.16,257.25,333.82,350.82,364.43,520.90,513.49,530.67,529.57,522.78,323.27,320.18,211.16,244.99,279.30,219.93,395.67,463.20,521.74,437.94
2003-05-24 22:06:17.162000,L7,497.80,491.26,493.72,497.87,489.89,474.05,539.34,514.12,426.70,314.85,323.50,329.08,316.06,308.99,328.60,328.96,324.68,331.54,343.60,361.95,361.10,531.00,502.26,525.33,510.33,,322.65,288.39,345.97,347.84,335.63,342.32,326.93,333.53,331.18,330.09,328.79,329.85,323.60,259.72,258.89,246.70,312.06,313.93,313.53,310.54,304.83,299.28,300.06,382.41,345.39,385.33,392.77,397.86,329.46,369.29,367.82,361.19,350.23,312.40,343.93,322.73,343.95,339.31,348.96,358.54,350.67,344.20,294.68,338.49,337.35,334.21,336.68,338.71,332.49,275.61,328.98,322.70,321.58,335.25,354.95,358.66,447.33,,,,,326.35,322.85,215.32,246.81,284.20,241.41,299.86,,460.79,522.31
2003-07-28 21:48:04.987000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.08,246.00,237.88,,,,228.42,293.94,300.44,292.47,290.69,286.18,293.21,296.17,301.35,295.64,298.85,293.91,306.11,303.72,304.65,295.23,300.17,300.07,299.82,308.30,308.17,311.79,319.09,318.33,315.04,319.21,315.21,308.71,304.29,306.25,300.20,298.95,297.71,296.86,282.28,279.66,281.85,278.99,269.56,249.31,,,,,,228.43,222.28,,,,,,,,
2003-08-29 21:48:38.429000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.07,211.40,210.53,227.40,240.94,240.47,245.28,247.72,251.91,238.07,,,,290.29,299.03,282.94,283.77,294.07,288.81,295.05,295.45,291.08,297.66,294.35,299.47,306.57,302.54,308.79,305.27,297.26,307.88,304.41,310.28,311.91,314.20,317.21,309.73,318.14,318.72,314.67,300.41,304.84,293.87,300.20,287.01,290.45,271.74,272.24,279.68,277.65,274.40,263.69,,,,,,247.08,242.56,,,,,,,,
2003-09-14 21:48:54.793000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.91,204.57,204.59,225.59,236.14,242.80,247.13,256.54,246.28,245.18,,,274.48,295.20,299.26,297.12,291.81,298.07,289.63,300.68,297.42,295.30,290.78,288.73,296.35,301.78,304.96,303.55,307.17,302.75,314.75,312.26,323.61,319.82,332.88,315.12,322.59,325.88,331.73,332.86,340.77,318.15,316.28,324.94,309.96,308.87,294.36,298.08,303.52,293.69,303.51,279.97,,,,,,250.22,246.84,,,,,,,,
2003-09-30 21:49:06.317000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.75,216.15,220.24,238.72,248.03,255.00,255.62,261.68,267.23,257.92,183.72,,279.54,304.89,299.44,305.13,298.88,306.67,298.77,310.22,302.53,306.39,303.99,304.11,302.12,310.79,306.88,303.73,305.00,302.26,304.04,308.97,313.86,315.87,324.05,314.91,312.25,317.74,315.17,310.77,306.51,303.37,303.03,298.92,301.65,291.10,219.04,252.23,247.52,277.32,274.03,263.63,,,,,,262.45,258.68,,,,,,,,
2003-12-26 21:56:18.593000,L5,347.02,336.00,261.28,224.64,252.00,265.87,360.90,323.50,302.64,272.54,,,,,,,,,,,,,,,,,,,,239.79,203.13,207.87,194.60,223.72,215.64,233.10,253.97,,,,,,,,,226.75,242.27,239.42,237.94,233.59,249.61,246.18,222.79,240.67,246.36,217.48,,,,,,,,224.40,226.40,225.73,217.58,228.11,207.53,187.51,,,,,,203.61,209.82,195.28,214.73,257.95,290.60,347.60,,,,,,,,,,,,,,,
2004-04-16 21:57:19.749000,L5,358.35,350.11,277.81,233.84,269.40,297.38,357.28,351.38,310.21,317.96,227.19,,,,,,,,,,,,,,,,260.57,265.17,258.90,305.18,289.31,288.61,279.57,287.39,273.74,276.94,286.20,264.73,248.92,,,,284.27,279.56,267.45,273.23,266.10,265.73,265.20,262.39,265.76,259.42,242.54,255.74,262.49,254.88,241.15,245.76,245.36,227.70,231.68,229.93,234.71,227.80,234.06,230.08,231.39,231.30,227.54,213.70,213.61,207.08,203.48,209.67,188.97,204.41,215.96,215.71,227.19,263.56,299.95,349.17,,,,,,266.22,259.22,,,,,,,,
2004-05-18 21:58:14.785000,L5,353.79,340.67,272.70,227.41,272.71,295.22,325.78,339.24,315.12,321.75,320.59,317.89,,,,,307.68,321.88,325.37,334.15,324.64,342.08,347.55,340.99,312.31,,,,224.81,224.11,284.10,289.38,287.47,286.98,289.64,290.95,294.98,287.81,271.60,,,,288.61,292.47,280.47,288.45,277.58,280.16,265.94,272.07,266.44,265.20,244.82,261.69,258.04,258.94,249.51,253.74,241.63,247.55,235.89,239.50,231.68,233.51,231.00,230.06,221.90,228.35,219.50,229.44,219.00,221.48,224.07,211.72,192.67,205.66,215.45,212.98,223.65,251.21,291.04,344.37,,,,,,279.14,276.51,,,,,244.26,,,
2004-06-12 21:52:47.645000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.78,230.35,237.53,255.61,260.33,253.37,265.70,262.14,268.86,256.59,,,289.47,308.66,313.27,301.03,301.49,307.73,298.05,308.04,295.68,310.45,316.67,309.67,315.08,315.57,325.75,315.72,308.78,316.04,308.92,316.10,314.66,324.06,330.12,324.45,334.19,324.30,329.83,329.92,318.53,317.91,322.75,314.70,314.01,301.88,284.08,283.25,293.25,301.21,291.16,273.58,,,,,,266.99,268.34,,,,,,,,
2004-07-30 21:54:04.170000,L5,,,,,,,,,,,,,,,,,,,187.91,199.15,205.58,207.09,220.07,229.48,218.78,207.40,,,,220.82,231.70,222.25,217.41,248.06,265.30,246.57,263.03,269.23,257.03,261.19,,,286.65,303.80,308.18,303.55,293.86,302.92,297.30,311.48,299.58,311.23,301.17,305.26,305.72,312.73,318.47,314.11,315.76,310.66,315.30,309.25,312.32,319.09,322.46,322.35,324.90,317.77,321.64,316.86,322.04,306.13,309.88,306.07,299.67,297.53,280.23,281.03,291.79,287.57,282.18,259.28,,,,,,258.47,256.91,,,,,,222.71,,
