dates,satname,nzd0306-0000,nzd0306-0001,nzd0306-0002,nzd0306-0003,nzd0306-0004,nzd0306-0005,nzd0306-0006,nzd0306-0007,nzd0306-0008,nzd0306-0009,nzd0306-0010,nzd0306-0011,nzd0306-0012,nzd0306-0013,nzd0306-0014,nzd0306-0015,nzd0306-0016,nzd0306-0017,nzd0306-0018,nzd0306-0019,nzd0306-0020,nzd0306-0021,nzd0306-0022,nzd0306-0023,nzd0306-0024,nzd0306-0025,nzd0306-0026,nzd0306-0027,nzd0306-0028,nzd0306-0029,nzd0306-0030,nzd0306-0031,nzd0306-0032,nzd0306-0033,nzd0306-0034,nzd0306-0035,nzd0306-0036,nzd0306-0037,nzd0306-0038
1999-08-21 21:47:20.968000,L7,449.01,396.55,389.71,392.45,459.54,445.65,426.88,393.79,466.77,493.35,511.15,484.64,493.10,457.58,461.69,305.78,293.10,328.27,329.06,509.24,285.35,332.49,308.33,410.41,399.74,392.19,379.80,383.27,384.31,393.26,393.86,367.81,383.49,387.61,391.97,389.56,387.26,390.75,389.27
1999-08-28 21:53:35.950000,L7,386.59,382.91,397.63,377.30,371.81,366.72,367.71,362.71,362.50,365.56,368.30,348.52,361.88,360.13,363.42,353.45,339.18,336.48,297.25,277.50,233.79,245.73,254.73,301.41,329.66,339.52,341.85,347.97,348.93,344.42,352.67,335.88,341.43,343.47,348.31,339.97,337.81,335.79,354.19
1999-09-22 21:47:24.746000,L7,446.59,403.83,398.50,448.74,443.99,419.61,434.36,415.86,402.81,433.50,430.49,422.49,385.93,430.45,432.44,522.32,507.91,432.51,483.30,407.74,405.29,399.33,352.86,460.22,407.28,435.08,461.17,455.89,479.68,450.93,455.54,474.47,519.20,457.36,454.55,433.97,434.39,441.36,490.98
1999-09-29 21:53:40.155000,L7,376.48,369.17,367.31,362.01,359.65,360.33,435.51,410.77,359.15,356.93,364.47,357.46,357.39,360.66,359.65,355.46,345.75,339.65,355.18,430.59,422.48,393.27,348.27,310.50,345.85,359.50,358.50,361.26,365.37,368.83,371.25,354.84,364.12,368.43,373.83,368.94,367.41,364.17,371.90
1999-10-24 21:47:20.173000,L7,379.18,369.41,372.33,371.67,356.28,365.80,357.51,368.74,331.80,352.81,365.74,368.20,371.77,366.87,364.87,363.63,349.94,349.20,267.65,241.86,232.67,240.70,248.99,308.34,396.58,414.62,437.81,408.15,393.38,419.56,418.34,378.34,359.46,356.05,371.37,382.02,376.74,380.39,376.24
1999-11-16 21:53:32.114000,L7,454.79,468.70,488.14,488.31,489.21,431.69,474.52,480.50,470.57,473.59,488.37,445.41,495.87,432.01,427.04,418.99,417.11,487.28,288.71,316.78,306.06,302.20,290.00,484.90,496.74,484.93,461.62,537.91,491.74,493.52,509.96,527.58,476.51,445.90,436.25,446.91,417.86,407.78,404.83
2000-01-12 21:47:18.340000,L7,452.92,478.76,481.90,455.47,445.54,454.76,436.05,408.61,469.11,456.54,465.85,466.36,492.17,484.10,535.59,531.90,450.09,492.38,506.00,513.00,502.49,508.31,498.45,518.63,482.27,370.56,334.93,333.67,343.07,341.08,346.52,340.19,382.85,383.31,384.96,374.15,373.98,377.55,384.21
2000-01-19 21:53:25.812000,L7,395.89,419.99,400.85,393.46,388.52,391.02,455.83,431.89,398.71,396.88,397.81,468.92,470.29,467.86,482.85,461.90,440.87,441.93,464.42,471.49,466.57,463.17,466.18,470.05,428.49,458.81,466.86,461.39,480.78,466.06,471.61,461.39,456.69,451.92,451.86,438.46,427.08,428.18,479.23
2000-05-03 21:46:43.127000,L7,404.42,504.48,432.31,366.81,438.79,441.59,508.73,512.85,,,483.97,492.76,493.45,487.30,491.02,529.19,513.40,431.38,423.60,291.40,413.25,442.06,432.99,431.01,320.81,336.42,325.36,311.81,254.10,314.98,305.64,285.54,313.96,312.58,305.02,317.33,315.14,323.20,351.21
2000-05-26 21:52:36.566000,L7,354.72,392.43,395.99,391.33,400.93,398.30,472.16,455.30,473.30,486.80,510.47,528.10,397.63,407.10,404.36,407.60,390.16,377.86,384.46,399.46,393.51,393.91,387.88,413.46,395.81,384.70,383.71,403.79,405.33,403.34,403.99,396.52,392.93,386.87,387.95,384.49,451.44,406.53,387.78
