dates,satname,nzd0215-0000,nzd0215-0001,nzd0215-0002,nzd0215-0003,nzd0215-0004,nzd0215-0005,nzd0215-0006,nzd0215-0007,nzd0215-0008,nzd0215-0009,nzd0215-0010,nzd0215-0011,nzd0215-0012,nzd0215-0013,nzd0215-0014,nzd0215-0015,nzd0215-0016,nzd0215-0017,nzd0215-0018,nzd0215-0019,nzd0215-0020,nzd0215-0021,nzd0215-0022,nzd0215-0023,nzd0215-0024,nzd0215-0025,nzd0215-0026,nzd0215-0027,nzd0215-0028,nzd0215-0029,nzd0215-0030,nzd0215-0031,nzd0215-0032,nzd0215-0033,nzd0215-0034,nzd0215-0035,nzd0215-0036,nzd0215-0037,nzd0215-0038,nzd0215-0039,nzd0215-0040,nzd0215-0041,nzd0215-0042,nzd0215-0043,nzd0215-0044,nzd0215-0045,nzd0215-0046,nzd0215-0047,nzd0215-0048,nzd0215-0049,nzd0215-0050,nzd0215-0051,nzd0215-0052,nzd0215-0053,nzd0215-0054,nzd0215-0055,nzd0215-0056,nzd0215-0057,nzd0215-0058,nzd0215-0059,nzd0215-0060,nzd0215-0061,nzd0215-0062,nzd0215-0063,nzd0215-0064,nzd0215-0065,nzd0215-0066,nzd0215-0067,nzd0215-0068,nzd0215-0069,nzd0215-0070,nzd0215-0071,nzd0215-0072
1999-08-21 21:46:33.053000,L7,,,,,491.13,371.59,510.52,514.22,381.21,530.42,535.47,519.27,491.89,526.12,397.57,381.74,514.87,500.70,495.93,516.96,507.26,515.68,289.48,345.00,373.07,399.33,416.42,411.74,393.27,388.91,385.25,370.25,376.52,363.44,359.25,487.21,530.95,491.65,362.99,367.62,375.71,355.27,365.52,368.75,379.98,400.37,399.76,411.38,413.45,408.18,406.57,389.24,380.18,383.64,488.24,518.88,498.79,539.09,526.52,462.33,509.29,526.60,526.24,401.96,516.40,513.73,509.92,467.54,516.51,452.89,462.63,479.60,460.63
1999-09-22 21:46:36.849000,L7,,539.77,528.06,523.56,396.68,374.06,529.80,539.22,531.06,525.14,521.56,397.81,383.88,398.22,406.04,394.09,387.99,386.86,385.66,392.56,402.62,410.30,400.23,348.94,396.34,403.73,417.16,412.73,406.28,397.73,383.70,371.88,374.30,368.70,363.53,351.58,365.43,359.72,368.87,381.96,385.56,356.81,371.25,369.85,380.91,404.83,403.37,418.55,419.78,419.87,428.83,389.55,384.38,384.69,374.41,376.41,379.58,376.57,389.37,396.87,413.17,424.51,418.18,409.90,401.20,390.63,389.05,385.90,386.46,391.43,395.32,396.92,405.70
1999-10-24 21:46:32.266000,L7,,,458.57,484.54,475.00,469.76,436.71,495.38,527.20,384.61,538.38,503.94,504.63,522.81,523.33,552.87,402.33,397.23,392.45,404.26,404.41,408.54,408.68,354.19,403.83,434.45,446.98,439.68,429.14,410.61,402.47,390.72,405.56,470.62,454.94,395.62,386.18,387.82,401.97,396.54,402.27,388.23,388.84,384.28,396.72,405.22,414.04,415.47,425.81,416.10,391.21,373.01,368.60,364.52,373.99,417.58,444.85,457.90,377.89,355.93,398.06,424.42,417.60,415.85,406.30,396.04,392.16,391.06,388.78,389.28,396.12,393.39,402.85
2000-03-16 21:46:15.139000,L7,529.60,405.29,397.89,387.10,377.72,360.63,377.10,382.45,373.69,378.20,377.87,383.22,369.46,378.72,385.82,380.72,379.65,383.61,390.91,423.15,402.89,373.36,289.80,349.04,390.25,400.08,414.94,405.23,398.82,395.64,387.37,378.02,378.35,376.47,368.34,361.36,371.82,361.26,369.93,373.81,376.71,354.93,374.58,374.27,385.05,403.78,408.12,416.17,420.92,415.44,398.77,383.89,377.64,375.29,363.24,364.15,370.12,388.04,441.24,456.58,413.83,420.89,447.68,441.92,404.37,378.38,372.89,378.68,410.40,402.23,392.77,391.58,400.23
2000-04-01 21:46:10.627000,L7,,483.34,524.98,391.19,388.59,361.69,383.07,390.57,377.36,396.99,411.04,410.37,412.34,404.03,406.83,405.20,398.66,390.87,390.42,391.80,400.27,389.96,289.17,349.84,374.86,400.77,414.40,418.18,410.00,397.85,390.46,369.79,378.36,371.30,359.07,352.18,371.29,362.10,365.79,379.18,378.47,354.43,367.90,374.95,387.61,402.68,406.53,413.07,420.42,412.42,525.24,532.16,535.60,524.22,523.56,527.03,524.50,531.19,385.02,401.47,404.30,420.47,414.10,410.31,398.83,518.56,518.60,500.15,509.39,475.50,493.12,488.08,467.79
2000-05-19 21:45:43.918000,L7,445.93,410.44,402.24,395.69,502.76,511.68,519.31,532.70,538.73,510.51,407.55,393.58,397.96,412.20,423.31,502.27,512.14,493.92,399.49,399.60,412.14,410.80,399.53,350.69,385.48,401.49,423.89,527.60,516.34,481.50,501.97,510.27,484.50,482.92,445.92,356.54,366.87,366.35,501.83,493.85,509.89,539.49,514.35,505.66,501.74,487.40,489.34,500.85,509.65,529.29,526.33,520.45,499.78,525.36,516.60,383.89,392.22,389.62,396.32,402.01,410.84,516.83,510.87,489.37,545.36,493.85,484.55,486.88,495.83,510.05,518.91,529.73,477.45
2000-06-04 21:45:32.324000,L7,430.07,396.85,392.81,383.44,371.83,355.50,368.39,372.49,368.05,375.00,370.58,376.02,360.76,369.86,376.27,368.42,366.32,375.22,368.00,369.97,375.29,358.59,282.91,340.20,367.38,388.81,399.08,393.24,389.93,382.95,373.32,357.93,364.10,511.15,480.26,419.10,344.21,346.65,352.50,354.03,356.82,349.36,355.42,361.37,369.85,385.55,396.88,400.63,407.41,400.81,389.15,373.90,368.85,369.42,362.42,365.71,370.83,374.51,375.11,385.11,394.48,407.20,401.05,394.15,394.46,388.06,392.42,397.14,381.74,403.31,391.49,515.70,472.49
2000-08-07 21:44:45.034000,L7,518.88,541.90,495.62,499.38,520.20,374.02,398.85,387.31,508.22,464.29,417.47,444.04,426.18,514.50,508.48,501.64,486.55,487.79,426.39,449.64,458.97,490.67,538.99,522.60,387.43,400.83,416.32,422.95,416.58,412.54,398.28,379.80,510.49,511.28,541.85,531.28,445.21,543.54,492.24,464.08,474.51,482.77,460.69,459.32,485.12,495.58,515.04,536.34,492.39,524.81,472.75,454.15,455.09,472.16,510.30,533.12,525.06,523.34,522.80,497.27,544.69,507.35,536.36,492.09,486.33,543.78,517.45,491.57,529.53,464.86,434.29,495.95,401.48
2000-09-24 21:44:07.338000,L7,437.35,404.66,401.22,388.32,383.21,363.67,388.61,388.96,371.25,379.95,382.62,393.43,402.99,419.04,415.36,419.93,396.07,388.36,399.16,401.21,399.44,404.14,417.23,448.13,447.27,406.05,416.12,531.31,523.66,432.43,392.49,367.93,390.44,373.43,456.87,466.52,490.94,425.03,408.58,396.44,382.26,376.91,372.01,387.63,400.38,416.80,440.73,420.64,419.33,406.06,410.64,395.59,395.88,391.24,373.43,371.47,379.46,386.34,399.91,416.16,420.22,423.83,414.83,407.52,401.88,389.91,383.27,387.75,385.26,388.59,395.89,395.81,404.72
2001-01-14 21:44:09.210000,L7,434.64,403.37,389.94,379.80,374.84,359.52,367.77,376.64,363.59,370.87,369.87,377.38,357.87,365.77,374.52,365.44,369.08,369.05,375.90,373.32,380.99,361.98,316.62,335.05,368.55,386.32,400.57,399.42,392.10,382.30,371.03,357.66,356.81,346.94,338.61,337.51,344.13,345.64,346.82,353.00,347.54,340.46,349.81,360.64,368.54,384.25,393.51,399.88,404.02,400.48,388.95,371.42,365.96,365.88,357.72,365.35,369.53,369.43,372.32,383.04,389.39,401.59,395.66,391.30,380.91,376.53,371.83,379.08,367.08,373.02,371.57,377.09,388.35
