dates,satname,nzd0286-0000,nzd0286-0001,nzd0286-0002,nzd0286-0003,nzd0286-0004,nzd0286-0005,nzd0286-0006,nzd0286-0007,nzd0286-0008,nzd0286-0009,nzd0286-0010,nzd0286-0011,nzd0286-0012,nzd0286-0013,nzd0286-0014,nzd0286-0015,nzd0286-0016,nzd0286-0017,nzd0286-0018,nzd0286-0019,nzd0286-0020,nzd0286-0021,nzd0286-0022,nzd0286-0023,nzd0286-0024,nzd0286-0025,nzd0286-0026,nzd0286-0027,nzd0286-0028,nzd0286-0029,nzd0286-0030,nzd0286-0031,nzd0286-0032,nzd0286-0033,nzd0286-0034,nzd0286-0035,nzd0286-0036,nzd0286-0037,nzd0286-0038,nzd0286-0039,nzd0286-0040,nzd0286-0041,nzd0286-0042,nzd0286-0043,nzd0286-0044,nzd0286-0045,nzd0286-0046,nzd0286-0047,nzd0286-0048,nzd0286-0049,nzd0286-0050,nzd0286-0051,nzd0286-0052,nzd0286-0053,nzd0286-0054,nzd0286-0055,nzd0286-0056,nzd0286-0057,nzd0286-0058,nzd0286-0059,nzd0286-0060,nzd0286-0061,nzd0286-0062
1999-08-21 21:46:56.985000,L7,461.50,450.16,484.99,455.07,414.89,467.49,444.76,429.08,437.65,447.00,437.20,433.11,441.15,430.26,354.44,359.87,366.83,353.25,359.06,450.90,460.33,463.34,433.19,467.53,476.04,464.61,482.71,478.30,355.41,473.04,424.44,414.68,392.20,401.65,431.15,323.76,194.18,456.14,425.31,405.11,398.82,388.19,330.69,392.31,399.06,398.40,401.97,403.24,393.93,400.15,380.01,362.04,395.87,379.58,382.72,374.08,205.69,244.06,298.54,233.44,259.24,217.21,219.44
1999-09-22 21:47:00.785000,L7,333.84,336.04,334.58,330.19,328.82,320.81,312.98,339.27,339.57,334.66,339.83,330.72,345.18,346.54,353.85,365.60,368.28,355.87,372.34,298.46,362.07,357.34,368.30,359.56,346.94,329.45,333.36,346.75,401.00,379.26,384.20,511.16,471.60,513.41,472.26,181.37,198.54,473.47,485.41,481.85,470.19,473.66,490.11,513.82,445.69,452.71,455.88,448.83,423.66,476.77,489.14,535.77,442.43,435.12,439.98,440.07,447.29,450.34,385.35,467.43,474.21,463.98,471.40
2000-04-01 21:46:34.573000,L7,295.50,324.63,326.02,328.35,326.44,310.81,315.21,330.76,335.90,528.39,439.51,472.95,488.23,522.92,479.22,375.83,357.06,351.42,356.58,344.62,346.60,349.89,341.72,354.90,326.33,321.79,329.88,338.75,332.60,377.42,385.31,380.38,379.63,392.90,387.91,366.02,401.88,389.80,378.14,370.26,342.19,348.29,206.99,338.79,339.22,339.26,378.56,359.55,321.36,352.46,246.30,174.19,297.33,265.93,,,,,,,299.34,286.21,269.11
2000-05-19 21:46:07.873000,L7,362.51,337.09,339.51,367.00,334.39,326.43,326.01,323.78,321.51,329.60,327.27,328.42,346.64,346.81,359.58,373.85,372.59,364.00,357.19,355.48,357.93,355.77,352.96,500.07,424.41,330.47,401.75,380.59,172.76,273.40,400.13,390.64,385.01,392.13,392.34,373.55,391.57,383.43,390.90,397.35,379.75,376.16,366.39,365.19,340.87,368.37,357.13,259.18,379.75,359.45,257.79,251.38,355.90,360.44,368.97,363.16,374.94,363.10,,359.64,350.73,298.69,323.49
2000-08-07 21:45:08.975000,L7,339.87,339.68,339.63,335.03,335.11,331.49,335.16,340.51,341.09,336.28,337.21,329.44,347.25,352.08,362.21,530.76,489.53,440.30,362.69,375.92,362.42,364.90,370.56,443.81,452.18,458.15,477.20,481.31,170.24,262.89,343.71,391.89,385.31,394.32,391.62,372.95,393.77,388.08,394.31,382.17,376.24,372.66,363.40,372.34,385.04,357.47,399.26,393.11,306.18,378.32,358.53,342.45,360.44,364.12,371.41,365.45,377.90,370.72,374.54,373.65,361.54,360.32,364.67
2000-11-27 21:44:26.720000,L7,405.89,328.88,330.00,324.98,323.65,317.19,311.05,269.45,329.87,327.24,321.58,326.11,337.18,338.78,344.57,342.04,354.39,349.51,350.08,340.84,339.11,340.03,323.61,317.72,310.97,317.96,325.57,327.34,372.43,365.65,396.34,384.31,382.67,379.61,376.51,328.33,378.47,376.03,379.86,162.30,288.55,363.08,338.75,228.99,303.25,335.25,378.69,357.29,370.23,163.75,335.33,351.46,355.96,361.44,360.73,361.69,362.44,365.02,369.43,289.67,282.17,277.45,280.66
2000-12-13 21:44:28.287000,L7,325.09,328.03,328.15,319.76,318.26,311.38,306.09,262.58,327.78,321.60,322.81,325.43,333.94,336.82,344.70,340.75,359.13,349.06,340.91,339.60,336.33,336.49,321.02,314.10,310.59,238.43,243.09,328.57,326.96,362.20,369.11,378.97,372.39,363.92,376.94,300.14,370.26,371.28,366.16,160.78,336.91,335.99,208.00,212.07,295.38,320.90,328.21,294.24,263.39,236.31,291.18,174.03,,,,357.83,351.94,353.91,354.87,353.65,,,
2001-01-14 21:44:33.150000,L7,495.07,384.94,270.47,323.66,366.59,490.77,,,451.23,491.54,508.26,,,223.28,221.86,230.39,242.36,290.08,193.70,238.22,239.95,302.23,504.22,452.85,461.35,444.94,513.42,509.35,470.80,487.66,520.25,531.31,478.49,404.66,411.17,391.32,392.80,350.55,371.15,377.93,380.78,147.72,353.50,449.08,447.95,469.22,351.86,365.03,289.25,258.23,179.69,196.83,,,,,,,,,397.44,520.69,459.31
2001-04-04 21:44:06.948000,L7,368.69,427.88,393.40,364.32,330.10,328.47,314.70,337.31,333.49,327.06,326.29,324.81,338.55,342.27,348.55,335.05,355.73,353.19,348.99,340.11,341.23,342.61,331.24,326.93,322.80,320.97,375.77,383.38,380.80,382.15,480.25,480.84,508.80,498.44,459.29,508.10,494.40,502.90,510.55,514.20,500.57,500.14,502.07,353.29,478.86,401.15,397.45,393.70,384.55,394.46,379.72,358.32,378.19,391.60,391.66,365.29,391.70,391.61,389.20,393.50,395.52,397.71,364.69
2001-04-20 21:44:10.657000,L7,333.28,334.95,331.74,329.30,328.69,328.66,313.98,339.18,324.15,328.87,330.50,324.26,341.71,344.85,355.23,344.30,360.34,356.96,356.04,356.53,346.12,342.17,333.63,330.12,326.61,322.68,333.53,336.20,330.21,365.71,474.59,479.41,505.49,523.47,483.05,486.18,479.65,481.46,509.18,389.50,289.80,387.07,383.41,204.43,384.01,402.92,334.19,343.45,396.29,408.61,304.59,353.03,361.21,367.19,366.47,370.05,367.70,368.20,377.21,375.44,362.50,360.98,365.87
