dates,satname,nzd0467-0000,nzd0467-0001,nzd0467-0002,nzd0467-0003,nzd0467-0004,nzd0467-0005,nzd0467-0006,nzd0467-0007,nzd0467-0008,nzd0467-0009,nzd0467-0010,nzd0467-0011,nzd0467-0012,nzd0467-0013,nzd0467-0014,nzd0467-0016,nzd0467-0017,nzd0467-0018,nzd0467-0019,nzd0467-0020,nzd0467-0021,nzd0467-0022,nzd0467-0023,nzd0467-0024,nzd0467-0025,nzd0467-0026,nzd0467-0027,nzd0467-0028,nzd0467-0043,nzd0467-0044,nzd0467-0045,nzd0467-0053,nzd0467-0054,nzd0467-0055,nzd0467-0056,nzd0467-0057,nzd0467-0058,nzd0467-0059,nzd0467-0060,nzd0467-0061,nzd0467-0062,nzd0467-0063,nzd0467-0064,nzd0467-0065,nzd0467-0066,nzd0467-0067,nzd0467-0068,nzd0467-0069,nzd0467-0070,nzd0467-0072,nzd0467-0073,nzd0467-0074,nzd0467-0075,nzd0467-0076,nzd0467-0077,nzd0467-0078,nzd0467-0079,nzd0467-0080,nzd0467-0081,nzd0467-0082,nzd0467-0083,nzd0467-0084,nzd0467-0085,nzd0467-0086,nzd0467-0087,nzd0467-0088,nzd0467-0089,nzd0467-0090,nzd0467-0091,nzd0467-0092,nzd0467-0093,nzd0467-0094,nzd0467-0095,nzd0467-0096,nzd0467-0097,nzd0467-0098,nzd0467-0099,nzd0467-0100,nzd0467-0101,nzd0467-0102,nzd0467-0103,nzd0467-0104,nzd0467-0105,nzd0467-0106,nzd0467-0107,nzd0467-0108,nzd0467-0109,nzd0467-0110,nzd0467-0111,nzd0467-0112,nzd0467-0113,nzd0467-0114,nzd0467-0115,nzd0467-0116,nzd0467-0117,nzd0467-0118,nzd0467-0119,nzd0467-0120,nzd0467-0121,nzd0467-0122,nzd0467-0128,nzd0467-0129,nzd0467-0130,nzd0467-0131,nzd0467-0132,nzd0467-0133,nzd0467-0134,nzd0467-0046,nzd0467-0047,nzd0467-0048,nzd0467-0049,nzd0467-0050,nzd0467-0051,nzd0467-0052,nzd0467-0123,nzd0467-0124,nzd0467-0125,nzd0467-0126,nzd0467-0127,nzd0467-0015,nzd0467-0042,nzd0467-0071,nzd0467-0029,nzd0467-0039,nzd0467-0040,nzd0467-0041,nzd0467-0038,nzd0467-0030,nzd0467-0031,nzd0467-0032,nzd0467-0033,nzd0467-0034,nzd0467-0035,nzd0467-0036,nzd0467-0037
2013-06-05 22:16:15.001000,L8,317.73,312.92,306.06,310.26,309.77,314.54,315.51,315.37,317.58,318.61,320.05,320.23,316.23,318.87,318.75,293.37,322.82,316.93,320.94,282.48,324.14,276.54,324.91,322.38,318.75,,,,,,,324.32,318.66,255.23,307.34,316.05,317.36,311.61,311.23,311.71,309.15,311.19,310.64,303.20,300.34,297.66,298.62,295.07,270.02,186.05,234.49,294.08,288.98,311.32,314.13,314.87,317.96,325.73,336.83,330.99,332.45,322.49,320.98,322.96,320.90,312.26,306.38,297.25,300.55,300.65,295.95,294.98,293.28,248.85,254.75,276.52,303.16,312.87,307.66,309.01,312.98,313.76,305.22,310.02,310.97,304.02,296.14,291.43,281.78,287.23,279.92,270.87,273.24,273.22,267.37,273.77,271.19,266.90,266.75,265.53,199.41,189.76,187.18,184.75,198.28,207.86,228.09,,,,,,324.28,320.83,261.25,264.26,272.76,251.36,220.33,,,,,,,,,,,,,,,,
2013-07-07 22:16:11.966000,L8,314.17,306.77,302.38,303.56,310.01,310.87,316.05,316.32,316.60,319.15,320.68,321.62,316.18,318.76,316.32,,316.93,307.13,320.91,317.27,320.37,327.94,318.20,324.10,,,,,,,,,,,167.69,300.70,309.24,309.28,308.37,310.09,306.00,306.65,305.11,295.77,294.68,287.58,,,,176.38,224.69,256.49,274.51,303.79,308.30,311.24,310.16,322.46,322.52,327.46,331.07,308.82,317.67,321.72,318.04,310.90,305.20,303.26,309.03,308.88,304.04,312.54,310.69,315.66,318.49,315.23,303.96,310.26,301.00,305.48,310.02,308.86,303.56,304.08,308.77,301.00,295.33,287.75,278.84,284.57,282.61,275.67,281.05,279.19,284.88,279.11,271.62,262.86,264.34,261.77,313.86,309.96,313.41,315.96,311.53,303.07,221.96,,,,,,,,258.32,259.19,256.06,251.10,312.21,,,,,,,,,,,,,,,,
2013-07-23 22:16:10.674000,L8,316.92,240.73,308.56,308.51,309.59,316.49,263.57,317.68,319.27,320.29,321.51,322.24,316.36,319.48,322.76,317.67,321.82,318.11,323.00,324.39,282.05,328.65,327.02,325.11,298.55,320.31,325.22,317.25,321.60,321.51,277.68,321.84,313.07,242.32,309.60,315.28,314.04,311.71,310.85,311.26,309.06,308.66,306.48,301.38,300.27,296.08,293.94,294.97,,186.96,231.96,294.31,279.44,308.03,312.15,316.97,316.10,320.64,324.64,330.44,329.86,322.63,319.91,315.92,318.87,311.29,309.72,303.75,307.82,310.95,309.17,311.63,313.39,314.87,320.29,318.13,309.48,309.64,307.81,309.78,310.28,307.85,304.08,308.28,308.38,302.14,295.49,289.60,272.55,286.78,276.20,271.71,281.99,285.12,277.43,274.73,276.17,265.75,258.39,262.17,313.93,317.99,318.26,318.93,317.53,309.05,224.72,329.44,321.97,331.05,325.29,322.57,325.79,323.87,262.19,261.17,270.32,251.20,218.00,,,,,,,,,,,,,,,,
2013-08-08 22:16:13.474000,L8,,,,,300.67,301.74,287.12,,,,,,,,,,,,298.51,302.20,309.44,321.11,,,,,,,,,,315.38,289.32,244.48,264.20,313.31,312.88,309.85,308.64,309.92,305.73,305.33,303.90,299.34,295.45,292.57,292.14,,,181.39,227.45,279.02,275.11,305.40,310.20,312.43,303.36,316.61,324.08,326.11,330.11,321.97,316.94,321.02,317.11,313.84,307.83,304.51,310.08,314.85,352.21,338.65,315.73,315.43,322.62,318.45,347.58,331.83,324.42,320.37,320.66,318.69,313.95,306.78,304.51,312.25,348.19,351.04,351.23,341.25,341.43,348.83,344.58,345.07,344.92,308.63,291.03,285.48,304.06,271.63,312.19,312.86,310.37,300.30,320.50,326.50,232.99,,,,,,322.95,284.29,301.52,291.58,264.07,265.99,315.75,,,,,,,,,,,,,,,,
2013-09-25 22:16:04.975000,L8,315.44,305.93,308.53,302.42,418.26,417.38,407.32,428.29,414.46,405.89,394.78,415.83,414.65,374.64,411.49,315.91,321.39,273.84,322.75,343.14,322.29,270.62,332.81,329.69,349.54,306.61,,,,,317.47,320.91,307.99,306.26,315.05,319.82,316.75,316.41,326.05,314.99,306.20,313.54,316.14,327.21,303.91,297.24,306.00,286.30,265.53,202.30,314.70,291.20,283.28,319.00,316.25,332.77,334.22,344.85,343.26,335.29,340.60,328.45,319.75,334.50,341.06,326.11,312.10,327.35,316.73,315.68,325.18,304.95,313.50,319.47,335.46,341.11,311.67,334.66,299.97,332.77,330.47,325.24,336.73,298.12,298.72,295.56,293.17,285.58,284.57,284.98,278.21,278.86,281.53,288.27,278.93,284.66,278.40,268.42,271.95,272.93,309.96,308.78,307.75,345.53,343.19,332.20,229.40,322.84,317.07,329.28,324.16,,328.38,321.04,266.85,267.86,265.62,255.22,226.36,411.16,,172.33,,,,,,,,,,,,,
2013-10-11 22:16:05.328000,L8,209.74,201.43,195.57,195.65,195.59,195.27,226.05,235.45,230.04,229.13,250.49,237.04,248.43,245.36,208.62,257.38,254.10,248.96,246.02,257.50,246.29,246.74,264.19,264.04,263.58,266.43,261.26,261.82,262.40,267.27,406.47,406.04,384.13,384.74,391.68,398.54,390.33,381.42,374.52,363.38,374.71,369.67,361.50,349.62,365.17,366.01,372.59,381.23,365.72,362.69,377.31,371.40,367.76,372.45,387.75,398.29,375.02,378.99,387.21,391.14,391.48,382.62,370.84,365.88,363.22,371.03,375.59,367.80,375.75,374.56,368.97,376.65,370.63,367.88,361.35,360.67,365.44,364.75,382.99,359.82,364.54,362.14,362.30,380.29,380.11,359.72,371.61,354.21,358.22,365.70,356.92,358.68,366.71,376.84,356.33,353.50,381.22,364.95,380.85,380.46,366.48,364.35,358.97,369.27,220.79,242.17,268.80,267.37,263.25,266.77,264.34,264.10,259.61,248.22,355.59,374.73,373.93,362.18,363.82,277.37,291.48,354.35,261.97,257.62,253.29,273.27,264.04,264.12,256.25,271.63,252.65,264.90,262.20,268.12,268.32
2013-10-27 22:15:55.590000,L8,311.38,308.62,304.07,301.73,210.24,305.61,308.69,309.70,314.49,312.90,316.91,317.84,315.76,316.89,317.82,315.26,316.86,277.10,319.66,320.84,319.04,326.48,326.57,321.79,323.35,303.10,320.90,295.65,,,,183.15,210.30,271.70,307.64,315.08,312.41,310.62,309.42,310.52,305.34,305.36,303.59,299.88,297.62,293.49,297.47,281.25,,,,214.70,287.97,309.57,315.73,315.49,329.95,326.27,335.35,350.26,407.37,411.16,227.25,156.01,211.98,219.39,242.63,254.91,262.85,305.45,314.70,307.99,313.33,308.01,312.31,309.72,307.54,306.76,305.59,303.49,305.41,270.04,290.60,296.22,295.10,292.47,281.77,280.53,282.15,282.16,275.53,273.06,274.68,270.75,267.43,270.44,266.99,264.20,201.78,268.98,293.84,295.80,304.15,307.79,309.68,288.00,219.02,,,,,,,,263.31,260.54,219.79,,204.20,306.72,,,,,,,,,,,,,,,
2013-11-12 22:15:55.951000,L8,340.26,329.53,325.35,321.59,321.44,322.69,323.65,327.64,327.93,327.76,330.44,335.25,335.14,330.26,331.67,328.97,349.79,354.35,340.17,339.36,338.94,343.19,342.51,334.24,344.05,349.99,348.67,332.02,334.77,332.85,341.11,349.32,334.22,329.40,325.89,325.93,337.02,330.94,320.24,332.57,329.51,318.43,315.76,329.03,317.48,170.16,220.90,236.22,238.46,250.10,334.08,307.84,316.77,320.05,345.41,345.42,333.64,344.88,344.87,340.37,360.56,350.47,332.60,335.04,325.61,336.69,329.07,315.25,318.19,322.19,324.18,337.00,339.35,332.45,334.88,337.71,339.39,342.62,337.41,323.16,341.46,323.24,318.02,312.19,308.23,305.92,301.78,296.34,294.16,290.30,301.29,294.35,293.63,299.98,288.47,289.47,290.31,280.54,284.63,300.91,319.93,229.26,220.23,322.88,226.62,325.39,230.90,295.46,290.59,284.53,277.49,271.24,267.69,265.55,293.25,290.67,290.48,273.14,312.58,329.23,331.40,257.90,337.22,331.43,329.05,337.83,283.18,,409.40,394.96,395.70,399.97,328.09,,324.83
2013-12-30 22:15:37.096000,L8,314.55,211.20,309.86,307.39,308.58,313.23,313.01,317.46,319.85,319.30,320.73,319.27,321.08,321.83,324.02,320.13,324.05,318.30,323.59,323.00,322.12,331.73,272.10,324.29,326.38,326.59,328.43,312.73,280.69,324.40,323.63,329.95,323.17,321.48,315.12,320.33,316.58,316.85,315.69,314.49,309.04,308.54,310.79,306.60,302.17,299.74,303.28,296.62,292.24,294.23,288.59,295.90,293.59,313.61,314.17,316.49,318.42,324.51,329.66,330.22,339.40,330.25,323.83,331.42,317.33,312.63,306.16,303.98,309.46,313.00,311.69,314.52,317.10,317.19,325.97,328.72,320.83,319.92,316.44,312.94,318.41,317.05,310.32,303.94,307.60,301.44,295.57,290.60,288.02,292.09,295.07,288.25,292.19,289.67,286.48,289.45,281.00,284.07,285.75,290.39,331.93,315.07,315.09,320.71,317.78,312.56,302.94,330.18,324.87,335.02,328.73,324.56,328.48,322.88,285.32,288.45,298.38,304.33,348.88,314.09,319.10,272.97,,,,,,,,,,,,,
2014-03-20 22:14:37.534000,L8,312.27,311.56,306.45,304.91,306.54,307.53,307.25,312.81,314.03,316.03,318.15,316.67,316.30,320.15,320.05,314.45,319.30,311.72,320.44,319.06,319.68,326.39,320.68,323.75,325.46,319.07,324.53,319.69,320.44,320.30,322.35,318.97,319.33,314.37,310.46,312.93,312.47,310.63,309.39,309.97,306.85,304.35,303.40,300.33,295.85,295.12,296.14,290.30,286.64,188.94,246.86,288.29,282.26,302.80,308.78,310.67,312.72,318.87,323.79,326.41,335.85,329.94,323.59,324.75,317.43,309.42,302.39,300.57,305.22,310.82,308.74,312.42,313.96,316.17,317.66,319.23,314.09,319.62,311.82,312.33,314.69,312.40,307.33,302.56,308.17,297.05,295.53,289.40,286.54,289.61,291.21,289.26,289.87,286.52,287.47,285.02,279.66,279.24,274.19,281.55,315.87,311.60,313.49,318.31,315.96,311.31,226.50,284.33,299.92,295.11,281.97,292.64,284.92,265.46,278.35,275.86,285.41,261.11,313.65,312.11,,,,,,,,,,,,,,,
2014-05-23 22:13:42.455000,L8,319.15,318.82,317.69,314.12,316.96,319.48,254.63,327.76,321.58,321.63,325.59,326.80,323.68,328.88,328.61,323.67,325.13,320.57,325.82,332.61,274.35,271.22,334.07,329.95,329.51,327.75,330.99,326.50,329.40,328.35,333.25,330.04,324.53,322.61,316.34,321.27,336.93,321.68,315.46,319.90,318.17,319.74,310.77,304.98,309.77,304.89,304.22,301.16,299.44,296.04,293.43,303.39,295.17,317.86,316.79,322.26,322.41,328.94,336.54,335.78,341.38,332.14,329.10,327.08,321.42,314.86,319.37,312.41,320.40,317.10,312.80,317.23,317.94,323.27,334.82,326.14,325.04,324.85,319.02,318.68,316.13,325.42,316.96,313.48,314.32,308.26,308.01,293.98,289.58,298.51,296.04,290.22,290.93,296.56,289.93,286.78,289.72,273.48,270.18,268.87,330.45,236.48,336.23,335.53,327.94,331.49,226.54,298.44,301.75,298.39,300.82,298.36,289.78,277.84,266.41,269.48,275.72,259.08,276.05,316.12,326.60,,329.43,329.63,278.61,333.35,,,,,,,,,
2014-08-11 22:14:15.733000,L8,312.28,310.85,235.49,305.07,313.30,309.38,315.71,318.78,315.46,319.09,322.45,322.03,321.20,321.90,321.57,314.62,320.50,315.30,327.81,280.09,322.47,332.15,324.85,325.13,325.90,,,,323.66,320.96,322.12,319.35,314.63,306.35,316.14,316.29,315.40,312.66,313.32,312.24,309.00,305.76,307.29,303.09,299.61,296.96,299.54,259.29,,184.68,234.70,287.98,288.85,307.00,312.21,315.30,313.91,324.89,325.14,326.49,332.27,327.00,321.59,320.85,314.89,312.96,305.69,303.73,306.98,309.49,302.49,310.09,311.74,315.46,316.95,315.48,302.70,310.55,304.18,308.88,309.05,306.37,304.69,305.71,308.28,300.27,295.24,288.27,281.96,287.68,282.75,279.05,285.20,284.13,284.98,280.29,273.01,265.82,261.23,264.02,315.37,316.56,317.42,320.19,317.12,306.56,227.75,,,,316.53,320.12,327.12,322.37,264.27,263.21,271.41,256.14,307.94,311.26,,,,,,,,,,,,,,,
2014-08-27 22:14:17.177000,L8,308.21,306.33,300.40,301.49,307.65,305.38,310.49,313.37,311.55,314.56,320.37,319.12,318.52,320.20,250.56,314.15,318.40,314.09,322.03,319.08,319.24,327.89,320.87,322.94,326.13,,,,322.22,321.27,320.31,319.35,311.11,301.67,313.65,314.95,313.93,309.64,310.72,311.15,306.06,304.63,304.27,301.71,298.43,294.76,297.43,290.81,,181.67,228.66,286.92,285.93,307.91,312.24,315.06,309.54,321.63,325.29,323.69,330.27,325.95,318.85,318.25,312.71,311.61,304.61,300.81,302.34,307.37,301.88,303.15,310.32,311.40,315.09,313.04,299.42,309.59,288.42,307.42,308.56,307.31,301.97,300.89,297.20,297.35,291.42,275.51,261.90,281.74,257.33,274.53,278.93,279.16,271.68,275.82,266.54,263.73,253.56,260.65,317.32,316.02,313.89,317.55,244.90,304.76,215.93,267.92,210.01,179.84,317.37,317.05,326.56,321.08,259.89,259.91,261.29,252.31,294.92,311.46,,,,,,,,,,,,,,,
2014-09-28 22:14:20.662000,L8,316.10,313.36,313.31,312.80,313.54,312.61,318.24,318.30,319.03,320.23,323.63,322.26,320.94,325.79,328.12,323.80,353.95,270.24,329.15,352.00,337.33,361.84,333.72,333.25,331.32,327.80,327.89,326.57,330.13,328.75,328.40,327.52,325.08,322.84,319.61,321.13,319.49,322.62,316.07,315.06,327.68,315.99,309.76,305.64,323.36,301.54,306.34,303.27,302.41,302.02,299.70,304.45,300.26,315.25,316.46,322.53,323.42,326.83,336.50,335.06,334.38,329.76,325.43,343.05,317.99,314.53,329.45,324.65,341.44,340.86,345.06,349.29,334.74,345.55,339.89,329.89,347.02,336.95,347.72,347.37,340.21,346.85,315.44,308.10,309.59,300.92,303.69,292.19,289.47,289.32,289.73,285.83,287.32,295.60,285.35,284.49,286.07,277.66,273.20,278.95,318.00,320.70,320.71,321.58,322.20,322.44,229.68,329.17,327.66,332.85,326.79,327.34,328.89,329.36,266.98,274.61,288.95,262.41,314.98,286.76,320.67,295.68,328.11,320.03,312.53,325.99,,,,,,,,,
2014-11-15 22:14:25.347000,L8,310.45,304.81,303.36,303.84,302.12,302.34,308.15,307.69,249.62,312.90,316.03,314.95,313.91,318.77,317.65,311.88,319.27,311.38,319.04,317.94,306.02,,,,,,,,,,,,385.47,357.35,314.02,317.84,314.44,312.19,317.65,312.76,308.84,,,,,,,,,,,,,,,,,,,293.53,236.70,318.36,296.29,,,,226.28,266.17,444.88,376.97,431.08,397.16,408.30,500.76,328.80,322.59,313.54,317.23,313.14,311.11,311.92,308.12,299.54,300.33,302.09,292.68,291.52,285.95,275.83,282.13,280.47,337.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.14,,,,,,,,,,,,,,,
2014-12-01 22:14:24.062000,L8,312.89,211.01,200.85,305.14,206.49,305.32,309.41,242.89,313.61,234.97,319.90,317.63,321.10,320.91,324.63,319.03,322.64,318.08,321.91,323.45,320.62,327.41,328.51,324.68,325.10,329.01,325.12,323.42,324.23,326.37,326.18,323.63,319.52,322.18,313.30,318.13,316.74,312.40,310.83,312.56,308.42,306.74,306.73,301.97,300.01,297.68,298.73,295.06,291.43,292.50,287.42,294.49,289.48,309.13,312.86,315.98,315.37,317.56,329.14,324.70,334.70,329.87,323.15,323.10,309.27,308.65,305.63,301.69,307.59,312.09,310.81,310.84,314.70,317.09,320.13,321.55,323.46,320.57,318.07,315.31,314.44,318.29,307.47,303.00,300.64,297.51,292.72,289.90,284.51,287.45,290.68,283.72,283.32,289.73,279.58,280.92,281.92,271.95,274.70,272.72,315.83,314.77,312.71,316.39,318.60,255.08,222.68,319.08,302.04,264.69,258.65,318.18,325.88,325.03,267.32,273.63,276.30,259.09,305.53,313.17,,279.09,303.24,,,,,,,,,,,,
2015-01-02 22:14:14.716000,L8,316.02,313.00,309.63,308.77,307.76,307.45,313.40,315.07,315.85,319.83,321.05,318.94,321.39,324.41,326.09,320.19,324.67,318.51,323.56,323.21,321.42,327.86,325.89,325.53,323.41,328.64,327.67,323.37,334.46,334.68,339.81,350.61,353.91,358.30,335.63,344.92,336.09,333.97,337.81,337.85,335.05,341.70,333.97,343.22,326.85,320.72,328.59,308.61,313.10,329.58,317.19,316.30,312.94,330.55,349.46,348.41,330.06,334.28,340.54,339.72,357.49,365.33,367.98,357.40,342.34,323.23,314.91,310.14,315.57,318.56,318.67,321.63,324.62,327.65,330.40,329.12,334.47,332.38,326.62,325.44,322.71,328.36,317.33,314.79,314.24,312.18,316.29,308.04,308.62,304.21,303.29,303.47,298.92,309.61,293.55,290.52,292.30,285.13,284.59,292.73,325.56,324.61,324.63,323.74,322.44,319.57,237.98,340.04,341.84,342.07,344.42,353.64,346.67,362.44,284.11,289.17,295.31,275.03,315.63,316.25,319.90,310.75,320.95,307.25,301.94,323.77,286.29,275.50,257.96,264.25,264.43,261.37,279.38,271.59,282.06
2015-01-18 22:14:12.454000,L8,300.11,299.70,296.54,212.35,287.99,272.60,,,,,,,,,,,,,,,,,,,,,,,312.64,316.61,308.11,,152.06,234.66,212.83,290.44,194.41,154.54,,,,279.75,293.17,294.16,282.40,260.61,277.87,,,181.52,233.39,271.46,269.10,293.83,298.12,300.67,295.61,301.63,316.39,314.32,325.79,320.49,315.65,315.49,299.04,291.92,289.46,287.29,296.06,300.88,301.09,301.24,306.45,305.88,312.35,311.71,308.83,309.66,305.62,306.47,306.63,306.47,297.61,298.16,297.15,294.83,289.71,286.30,281.85,283.42,282.85,279.32,280.32,283.59,274.76,278.46,275.52,267.85,269.94,269.45,199.83,195.70,187.09,190.10,193.75,204.93,219.09,297.78,304.75,312.41,217.62,203.21,,,264.92,268.40,267.28,252.32,220.83,,,,,,,,,,,,,,,,
2015-02-19 22:14:01.458000,L8,306.27,303.76,301.62,299.72,297.04,299.04,304.94,308.53,308.31,310.78,257.29,313.54,315.06,319.63,321.61,,,,314.22,306.27,310.93,316.23,308.44,,,,,,322.08,325.56,323.44,323.29,319.76,320.15,311.40,314.63,311.55,307.77,305.57,309.03,304.72,302.50,301.05,297.12,293.99,293.09,294.59,241.89,280.38,196.61,280.65,289.38,283.64,304.32,307.96,308.99,305.26,312.29,322.15,321.23,332.64,328.22,320.67,317.12,306.47,301.55,297.71,294.33,300.16,307.13,305.91,309.30,310.33,313.83,316.57,316.34,319.28,318.80,313.70,315.18,312.89,315.43,305.19,302.77,302.39,297.61,293.62,290.66,285.61,286.84,286.67,282.68,284.50,289.36,280.94,277.65,282.85,272.92,271.89,273.99,210.95,197.69,192.09,190.55,195.19,206.74,221.53,323.82,327.41,326.75,326.38,323.49,326.20,324.24,265.28,268.56,279.14,255.00,225.26,,,211.52,,,,,,,,,,,,,
2015-03-07 22:13:53.954000,L8,310.47,310.02,307.86,305.74,306.70,304.69,308.84,314.49,313.27,317.78,320.77,318.91,319.37,321.40,325.08,317.67,320.88,316.57,322.23,321.56,320.27,329.44,328.59,325.03,326.23,326.11,327.13,325.81,326.37,327.19,326.97,325.64,321.05,324.38,316.40,320.18,315.72,311.37,309.01,312.03,308.08,305.95,305.87,302.75,300.79,297.89,299.24,294.51,291.09,293.68,290.58,296.27,290.17,310.33,313.21,312.64,314.03,318.95,326.08,323.26,335.39,330.92,323.05,329.74,311.59,311.10,304.57,302.63,315.43,312.19,310.04,311.63,315.47,352.13,326.01,347.92,346.07,347.57,321.54,316.90,316.94,339.68,311.85,310.47,306.75,305.71,296.56,294.29,291.50,292.54,298.17,289.98,292.63,296.64,284.95,286.22,288.00,274.15,282.12,281.68,349.35,228.70,323.55,322.53,340.11,320.05,226.52,326.28,327.89,329.84,327.62,327.66,327.16,326.19,267.84,275.92,278.01,258.01,356.25,314.34,288.74,277.57,324.85,313.77,312.79,325.91,,,,,,,,,
2015-04-24 22:13:32.133000,L8,204.95,199.69,198.77,205.54,204.95,207.59,231.12,234.33,233.21,224.07,233.44,240.07,237.59,232.55,217.06,267.63,259.21,257.52,268.18,257.90,257.95,258.63,266.48,266.38,264.86,286.90,269.54,269.13,266.41,275.80,360.77,362.43,361.14,352.19,355.30,351.55,351.16,341.64,345.35,344.90,349.07,345.91,335.59,333.60,336.62,159.83,212.93,234.59,245.09,249.26,337.40,346.99,350.20,340.22,350.86,350.80,351.92,352.45,362.99,365.47,367.62,359.82,361.70,355.59,340.02,344.09,335.60,331.80,341.09,343.56,344.83,345.01,350.43,348.38,343.98,350.85,353.34,349.91,351.03,347.38,348.85,349.23,335.38,339.96,340.24,337.78,340.15,353.53,340.44,345.25,341.14,338.07,341.53,345.26,340.69,346.62,343.05,337.81,341.25,345.20,354.85,349.50,357.07,352.70,341.80,355.92,355.12,366.72,368.12,360.29,351.64,360.39,359.62,368.32,350.29,352.54,356.44,348.29,350.98,275.07,304.89,259.20,284.17,282.46,263.42,286.68,277.64,276.89,283.77,279.75,266.85,275.14,266.88,285.46,300.06
2015-06-11 22:13:28.321000,L8,278.76,276.74,269.50,268.27,269.85,286.61,295.91,297.20,298.77,306.11,311.64,312.81,281.85,314.35,312.95,,316.18,303.47,314.76,314.05,318.12,325.02,314.04,,,,,,317.81,319.94,320.86,318.58,214.91,206.33,219.83,312.49,314.13,310.55,309.98,309.31,307.20,303.96,305.48,298.71,297.92,294.42,288.87,,,184.22,227.09,288.51,285.27,303.74,311.49,311.82,312.07,322.84,319.80,321.24,327.59,324.68,318.56,312.67,310.90,308.47,306.05,304.15,301.15,303.77,304.81,309.32,302.66,312.48,312.39,309.56,307.61,300.70,305.33,307.92,306.94,306.30,303.04,307.96,308.06,302.74,296.97,291.54,286.98,287.29,283.49,281.47,285.60,287.35,287.30,283.63,286.50,272.68,270.03,270.23,217.00,201.22,201.31,195.27,203.41,212.39,231.42,,,,,,294.20,321.15,266.89,273.34,282.99,258.13,227.40,,,,,,,,,,,,,,,,
2015-06-27 22:13:34.068000,L8,316.94,313.75,319.43,317.48,316.67,316.53,322.80,324.02,327.69,328.47,333.20,330.63,268.82,332.76,334.23,327.84,334.99,323.57,327.68,334.62,333.45,337.79,337.11,329.31,331.51,327.62,326.01,321.96,336.84,289.14,339.71,327.59,327.71,317.15,317.00,324.33,320.43,322.70,318.14,314.64,311.83,316.42,313.97,307.34,303.42,300.17,305.53,301.47,293.08,186.39,229.91,303.08,303.08,314.88,322.06,324.48,322.19,330.08,331.92,334.31,334.11,331.40,329.24,326.29,319.61,316.32,310.90,316.32,314.01,315.41,315.60,314.57,313.62,317.02,319.30,315.13,317.30,319.44,321.61,319.66,318.88,317.17,312.50,313.17,312.81,311.59,307.16,298.21,290.57,294.05,283.23,285.48,293.12,302.70,290.42,294.56,288.19,273.40,271.87,270.06,326.03,323.45,322.87,330.83,329.11,317.13,233.36,294.32,305.39,300.67,301.15,291.91,291.91,277.86,270.03,273.83,276.30,262.30,324.40,302.71,,,,,,,,,,,,,,,
2015-07-29 22:13:49.622000,L8,315.12,311.96,313.96,309.97,311.98,308.60,319.43,320.57,322.65,321.88,333.05,262.95,321.39,328.82,330.32,325.52,280.53,278.72,323.04,322.69,322.41,332.30,329.70,291.96,327.60,323.83,323.71,320.63,331.40,330.91,332.90,326.79,324.26,318.42,316.97,323.05,319.02,319.32,315.04,312.46,310.75,312.59,311.27,307.30,301.34,298.18,304.67,300.12,293.09,189.92,299.29,302.41,302.70,314.38,316.91,317.24,320.80,327.52,335.11,327.39,333.84,330.15,324.60,325.73,319.41,351.75,352.48,339.42,337.73,326.80,354.49,341.01,314.98,317.55,351.44,349.18,334.52,345.90,320.24,318.60,347.61,338.47,343.25,346.66,356.99,310.46,308.95,297.73,291.37,296.08,287.36,285.59,294.90,294.90,292.44,307.62,290.44,283.21,282.05,285.22,211.87,209.96,197.94,202.78,204.77,214.74,232.96,328.62,326.39,330.95,324.82,327.99,329.29,331.02,281.55,288.32,294.31,262.76,228.34,314.05,,,,,,,,,,,,,,,
2015-10-01 22:14:13.730000,L8,300.43,298.77,288.99,290.91,295.17,295.38,302.30,302.07,305.35,303.11,311.54,309.48,303.80,310.54,310.24,306.24,306.96,307.15,309.78,309.97,311.18,279.17,310.60,308.03,,,,,,,,300.54,265.03,195.51,165.10,,,,,,,,,,,,,,,,,,,,,,287.74,277.06,290.17,237.09,228.78,195.57,,,,,,,,,208.00,222.44,219.89,223.33,231.89,257.02,275.39,289.70,277.63,296.36,295.62,285.95,276.02,282.93,283.64,288.61,285.06,268.48,261.93,272.81,257.51,263.97,270.61,269.18,267.65,269.86,262.67,254.49,247.32,250.96,295.74,304.47,303.86,305.94,304.15,276.19,,,,,,,,308.56,254.71,257.08,256.44,246.55,219.56,,,,,,,,,,,,,,,,
