dates,satname,nzd0119-0000,nzd0119-0001,nzd0119-0002,nzd0119-0003,nzd0119-0004,nzd0119-0005,nzd0119-0006,nzd0119-0007,nzd0119-0008,nzd0119-0009,nzd0119-0010,nzd0119-0011,nzd0119-0012,nzd0119-0013,nzd0119-0014,nzd0119-0015,nzd0119-0016,nzd0119-0017,nzd0119-0018,nzd0119-0019,nzd0119-0020,nzd0119-0021,nzd0119-0022,nzd0119-0023,nzd0119-0024,nzd0119-0025,nzd0119-0026,nzd0119-0027,nzd0119-0028,nzd0119-0029,nzd0119-0030,nzd0119-0031,nzd0119-0032,nzd0119-0033,nzd0119-0034,nzd0119-0035,nzd0119-0036,nzd0119-0037,nzd0119-0038,nzd0119-0039,nzd0119-0040,nzd0119-0041,nzd0119-0042,nzd0119-0043,nzd0119-0044,nzd0119-0045,nzd0119-0046,nzd0119-0047,nzd0119-0048,nzd0119-0049,nzd0119-0050,nzd0119-0051,nzd0119-0052,nzd0119-0053,nzd0119-0054,nzd0119-0055,nzd0119-0056,nzd0119-0057,nzd0119-0058,nzd0119-0059,nzd0119-0060,nzd0119-0061,nzd0119-0062,nzd0119-0063,nzd0119-0064,nzd0119-0065,nzd0119-0066,nzd0119-0067,nzd0119-0068,nzd0119-0069,nzd0119-0070,nzd0119-0071,nzd0119-0072,nzd0119-0073,nzd0119-0074,nzd0119-0075,nzd0119-0076,nzd0119-0077,nzd0119-0078,nzd0119-0079,nzd0119-0080,nzd0119-0081,nzd0119-0082,nzd0119-0083,nzd0119-0084,nzd0119-0085,nzd0119-0086,nzd0119-0087,nzd0119-0088,nzd0119-0089,nzd0119-0090,nzd0119-0091,nzd0119-0092,nzd0119-0093,nzd0119-0094,nzd0119-0095,nzd0119-0096,nzd0119-0097,nzd0119-0098,nzd0119-0099,nzd0119-0100,nzd0119-0101,nzd0119-0102,nzd0119-0103,nzd0119-0104,nzd0119-0105,nzd0119-0106,nzd0119-0107,nzd0119-0108,nzd0119-0109,nzd0119-0110,nzd0119-0111,nzd0119-0112,nzd0119-0113,nzd0119-0114,nzd0119-0115,nzd0119-0116,nzd0119-0117,nzd0119-0118,nzd0119-0119,nzd0119-0120,nzd0119-0121,nzd0119-0122,nzd0119-0123,nzd0119-0124,nzd0119-0125,nzd0119-0126,nzd0119-0127,nzd0119-0128,nzd0119-0129,nzd0119-0130,nzd0119-0131,nzd0119-0132,nzd0119-0133,nzd0119-0134,nzd0119-0135,nzd0119-0136,nzd0119-0137,nzd0119-0138,nzd0119-0139,nzd0119-0140,nzd0119-0141,nzd0119-0142,nzd0119-0143,nzd0119-0144,nzd0119-0145,nzd0119-0146,nzd0119-0147,nzd0119-0148,nzd0119-0149,nzd0119-0150,nzd0119-0151,nzd0119-0152,nzd0119-0153,nzd0119-0154,nzd0119-0155,nzd0119-0156,nzd0119-0157,nzd0119-0158,nzd0119-0159,nzd0119-0160,nzd0119-0161,nzd0119-0162,nzd0119-0163,nzd0119-0164,nzd0119-0165,nzd0119-0166,nzd0119-0167,nzd0119-0168,nzd0119-0169,nzd0119-0170,nzd0119-0171,nzd0119-0172
1999-08-26 22:04:44.971000,L7,510.89,538.13,482.87,387.19,364.01,368.23,361.33,341.84,325.80,353.99,397.81,367.01,310.85,337.02,304.88,345.52,363.11,313.62,363.73,311.79,356.27,291.31,332.12,316.52,308.20,344.70,311.65,278.56,294.33,325.31,321.89,323.42,319.81,316.03,327.01,298.77,326.48,283.65,295.45,317.05,285.59,304.50,351.75,341.62,341.74,333.34,352.31,357.85,281.64,321.49,320.73,310.16,284.48,269.78,287.48,267.83,248.78,257.63,327.22,321.66,360.60,348.44,347.96,281.88,302.55,276.23,267.86,255.58,284.26,284.71,321.97,271.39,264.48,260.59,284.31,235.26,240.62,321.87,314.59,288.00,314.86,290.34,277.99,301.23,289.13,262.93,271.36,292.27,338.61,271.57,291.80,335.24,336.63,307.36,331.22,302.91,338.75,327.54,349.77,324.65,333.48,317.11,318.56,311.79,312.67,306.02,303.62,312.95,316.54,308.11,302.87,317.72,285.44,298.87,246.31,251.70,277.41,298.03,332.27,363.92,296.09,255.55,294.24,317.17,299.47,274.12,283.50,277.86,334.54,296.14,305.09,313.28,306.39,301.13,287.53,240.41,237.86,276.18,295.07,296.09,313.82,323.94,301.41,326.93,321.77,348.49,276.50,279.62,300.04,337.36,316.84,327.98,344.23,355.71,350.69,313.75,310.33,309.66,238.96,267.69,293.53,314.42,325.92,339.15,315.59,318.80,310.13,373.16,314.45,330.91,342.47,283.17,262.06
1999-09-27 22:04:48.949000,L7,466.06,524.25,443.82,270.39,250.45,242.53,324.49,327.71,367.51,338.37,375.16,376.25,354.68,343.80,408.68,368.42,389.65,337.48,427.00,427.43,419.02,362.50,365.81,304.48,283.53,278.62,312.99,357.63,244.40,265.84,294.86,339.03,277.17,274.06,287.72,304.88,308.04,283.80,231.24,225.43,213.81,233.10,289.97,371.50,351.05,328.72,341.51,340.91,375.22,351.78,351.77,365.67,475.88,528.11,459.77,412.47,410.42,365.27,365.07,324.52,339.69,300.60,358.73,249.66,244.99,309.00,351.64,291.41,243.64,265.95,303.83,332.74,290.47,300.83,283.46,321.20,308.30,331.80,299.45,282.45,293.90,298.67,328.06,331.31,333.77,325.09,296.60,326.23,300.63,310.39,330.49,357.15,339.48,331.40,295.39,288.31,275.65,296.62,315.68,328.45,341.65,360.08,356.69,337.19,353.13,296.01,290.61,322.67,290.78,351.91,349.54,382.04,351.62,342.46,319.75,306.64,303.78,272.58,315.45,329.19,334.77,348.50,340.94,296.82,280.34,306.35,318.09,328.40,340.59,326.62,327.12,326.80,319.17,319.66,351.14,337.50,292.85,213.55,285.79,296.06,260.76,263.16,311.13,333.92,395.85,354.30,333.98,257.68,270.07,291.91,303.30,296.84,312.22,347.11,339.36,316.54,325.21,294.18,317.22,241.03,241.93,290.35,283.64,301.14,262.26,318.92,316.92,309.33,323.78,313.37,279.83,298.01,258.19
1999-10-22 21:58:28.758000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.17,402.01,319.28,314.77,357.57,436.45,,,,,409.68,377.57,,,,,335.76,383.34,196.25,202.56,204.13,194.45,334.34,325.45,351.27,331.16,355.20,310.74,353.13,321.00,332.94,335.90,338.84,317.60,268.86,340.89,327.08,334.99,337.55,322.40,352.81,402.71,353.77,305.91,307.74,304.56,309.03,307.27,277.43,314.75,300.34,249.74,246.14,309.30,340.99,314.84,319.20,324.38,247.76,255.43,325.80,342.88,311.37,310.50,333.54,338.53,299.84,280.80,442.58,432.38,325.30,329.73,319.81,283.72,412.23,,,,,,,,,,,,,,,,,424.88,500.23,318.29,274.31,285.38,291.42,309.45,328.46,302.92,265.24,281.68,309.76,322.70,327.54,332.36,315.19,318.88,303.73,320.94,298.66,247.93,232.82,284.13,338.29,339.75,291.32,251.41,271.03,324.60,329.50,312.70,257.54,346.78,301.29,353.54,324.60,310.05,319.59,289.24,284.75,347.84,367.09,380.12
1999-11-14 22:04:42.286000,L7,481.91,515.55,463.09,306.66,300.86,277.44,292.23,332.09,290.41,307.32,287.02,289.54,299.77,306.25,262.97,329.91,300.53,266.46,252.01,253.92,262.05,275.18,252.90,239.74,267.04,233.16,264.33,258.49,260.87,273.20,254.56,270.03,278.23,283.07,268.44,257.89,244.61,274.28,344.63,285.73,311.40,317.89,260.79,194.78,187.66,186.36,186.34,187.01,184.55,180.87,234.49,222.51,220.08,227.02,187.51,198.10,193.25,191.29,197.48,186.36,179.33,184.61,286.87,253.83,231.51,244.35,277.16,243.31,243.40,236.58,219.17,226.77,237.08,226.76,307.41,289.71,282.13,225.08,295.12,235.89,249.35,267.83,249.04,217.08,257.82,211.66,246.41,225.56,233.11,276.91,235.82,230.02,266.92,322.28,300.42,248.04,268.81,281.99,296.18,275.13,260.79,288.28,247.66,324.80,344.35,332.30,325.98,303.17,311.62,272.08,317.06,291.29,329.20,328.71,266.97,322.07,245.34,246.48,301.75,292.61,320.71,233.55,309.66,325.24,307.03,255.27,215.16,250.63,231.91,261.89,221.26,265.29,283.38,248.54,251.96,253.81,207.26,236.16,257.32,288.27,244.26,252.51,238.25,232.59,266.54,257.12,273.84,229.56,226.46,228.27,221.59,213.26,212.81,215.79,228.26,232.65,230.76,278.32,295.80,246.90,247.96,270.48,241.37,217.12,222.11,220.74,241.84,255.99,248.46,249.72,254.64,214.87,246.73
2000-01-01 22:04:37.439000,L7,499.83,516.39,476.08,317.47,262.47,260.66,261.26,308.02,272.90,315.82,350.37,258.00,218.52,277.55,344.20,261.90,252.28,258.44,288.45,247.57,266.76,243.39,231.77,249.75,260.06,240.71,244.65,253.65,271.98,238.24,248.86,,,,,233.61,262.41,259.59,258.38,255.87,296.45,284.15,240.76,292.26,233.32,261.82,271.35,511.37,225.61,490.33,525.33,469.80,359.51,254.97,262.65,257.49,234.65,273.40,259.68,217.06,227.66,210.81,199.28,207.00,184.26,191.41,364.05,199.67,220.02,200.03,203.89,224.40,232.61,237.49,220.70,201.64,290.14,196.56,226.32,195.70,192.79,281.11,235.90,182.03,182.58,193.57,195.66,189.19,190.25,192.96,188.95,188.59,192.31,194.35,194.36,197.69,201.52,203.71,198.07,190.86,193.42,189.04,191.20,198.27,194.99,193.98,297.69,300.67,268.89,316.98,299.00,394.49,509.44,500.81,451.43,454.66,517.06,,510.36,301.73,454.75,412.38,403.47,373.84,383.94,420.45,385.16,299.14,224.19,192.85,187.83,,,446.02,386.55,246.19,275.84,228.76,192.30,200.83,183.92,200.80,208.72,237.84,241.00,299.13,282.63,238.11,245.83,268.78,286.75,219.57,286.59,254.72,247.39,224.44,223.82,218.18,318.25,501.25,549.48,519.50,487.32,292.09,292.86,270.80,222.92,226.31,263.90,226.66,239.91,218.86,249.97
2000-01-17 22:04:35.821000,L7,401.89,547.13,537.38,300.65,286.43,252.59,220.59,231.53,209.29,255.88,224.32,541.97,535.42,459.53,422.86,408.95,,414.51,356.07,,,270.46,466.17,459.73,510.61,527.05,531.74,460.39,400.58,,247.61,336.46,426.65,205.50,210.08,203.76,199.02,199.49,201.75,511.58,316.40,248.30,,,,,,458.20,537.92,525.45,378.15,,346.53,374.60,,,,519.03,355.65,207.21,404.43,471.67,432.17,363.68,,256.01,381.62,450.01,508.43,373.26,349.58,424.72,232.22,253.06,307.85,230.81,221.73,222.01,194.64,239.67,185.03,178.73,364.73,439.16,425.08,315.88,183.15,185.81,189.18,188.02,191.95,442.96,504.76,,,493.66,465.26,457.62,345.33,265.14,207.70,190.56,292.05,345.13,339.55,288.31,235.88,195.19,195.91,189.54,185.76,182.83,309.41,274.23,268.03,273.82,307.49,204.01,205.91,198.45,186.30,190.21,193.01,193.82,186.62,192.47,194.90,193.68,201.68,210.00,217.98,212.70,210.58,196.37,203.89,189.46,190.83,181.08,307.56,,176.67,182.69,208.69,301.48,306.50,218.67,213.91,227.81,230.91,318.15,337.42,199.07,190.77,331.08,350.26,393.05,390.26,413.84,375.01,383.63,423.79,520.58,543.25,548.14,501.05,279.16,492.79,307.08,547.72,328.52,370.98,359.06,526.21
2000-03-14 21:58:11.336000,L7,,,,,,,,,504.67,473.16,411.19,433.62,467.55,334.96,372.99,347.89,354.72,353.98,313.77,317.91,333.88,321.13,350.10,331.26,536.17,198.32,194.23,194.09,194.11,200.26,208.60,193.43,215.63,209.69,258.49,310.61,326.50,184.69,190.45,196.86,197.81,197.17,198.30,190.10,194.06,194.94,196.38,200.24,203.50,193.90,194.37,189.63,189.80,189.76,191.59,201.93,199.54,204.88,205.78,206.52,199.94,195.05,192.91,197.51,192.19,194.57,190.72,191.10,197.44,193.35,188.33,191.12,189.88,186.55,186.22,173.02,186.05,186.22,188.30,184.59,175.00,266.46,272.74,253.22,266.85,254.70,266.14,282.93,259.73,307.75,321.32,313.08,304.33,371.42,376.37,364.07,289.46,284.50,285.73,297.32,290.14,284.69,258.03,256.59,293.35,311.81,275.18,268.38,312.94,282.36,262.48,264.93,253.89,252.11,272.97,250.05,285.34,265.22,253.70,254.10,233.81,263.54,305.30,282.41,233.52,242.67,229.88,255.86,236.85,243.10,258.31,253.57,249.86,244.19,240.68,229.11,266.17,271.06,277.93,266.28,232.32,275.80,284.45,262.07,308.59,283.98,300.15,277.19,273.59,300.03,279.22,291.93,299.77,289.65,256.37,286.88,250.68,248.57,315.21,289.15,287.71,298.73,293.72,285.70,262.38,307.48,248.55,272.05,267.69,271.77,268.16,301.16,251.17
2000-03-30 21:58:09.573000,L7,,,518.61,282.37,283.02,316.22,348.83,342.08,348.94,317.17,305.39,311.33,361.24,309.61,311.37,346.87,342.49,284.70,303.20,289.54,293.28,292.76,270.39,274.36,258.75,356.07,368.93,383.04,397.70,447.04,481.48,,,,,,,,,,,527.99,313.65,252.00,284.82,288.63,286.21,247.45,269.50,262.81,228.64,478.25,482.83,447.01,432.24,305.70,309.20,273.51,252.09,257.79,261.34,262.93,321.38,336.89,254.50,257.14,275.87,287.55,260.87,252.47,316.22,274.22,271.31,271.72,257.14,269.13,293.86,290.92,273.44,261.64,298.61,305.67,295.80,308.48,277.68,277.17,303.51,302.60,306.08,317.29,279.59,278.39,259.77,296.07,315.44,295.92,294.91,288.59,290.32,279.31,277.58,291.97,260.77,276.71,293.13,300.72,306.95,270.51,269.23,286.27,293.84,291.51,302.46,304.62,302.03,278.89,248.25,248.86,251.70,250.30,235.34,223.40,284.57,261.88,477.74,533.07,,,,492.23,552.57,468.02,394.34,357.25,337.70,309.58,308.31,317.29,258.10,472.16,367.00,288.87,330.71,358.69,341.94,329.70,380.25,353.09,301.47,307.90,280.26,302.90,254.08,252.54,270.73,292.59,293.37,259.29,260.58,273.56,288.72,358.94,302.34,270.64,279.25,261.84,280.88,319.16,311.19,310.19,282.78,284.27,256.15
2000-05-24 22:03:46.662000,L7,453.48,521.49,487.76,315.11,295.75,301.72,335.62,314.95,364.82,309.31,340.21,326.29,301.60,333.40,305.21,352.61,373.44,284.35,287.74,313.04,276.22,289.85,300.43,309.84,342.72,299.24,279.77,269.65,270.06,310.27,282.72,297.97,378.93,389.91,379.08,310.55,273.07,248.85,313.32,295.22,350.14,355.63,284.37,324.83,299.61,268.37,299.28,258.62,253.87,326.44,259.23,345.58,333.05,304.78,275.47,267.80,284.60,289.62,344.49,299.89,300.03,338.63,290.36,283.20,280.16,278.34,311.03,268.98,360.74,306.37,284.41,270.86,302.26,257.57,286.39,334.95,313.82,316.09,272.51,264.76,317.17,282.54,282.83,301.65,351.22,279.10,258.43,284.09,268.22,280.98,313.42,326.40,255.16,299.55,339.98,336.73,376.71,369.33,316.61,357.34,354.69,264.12,305.25,335.50,319.72,335.22,322.30,318.60,347.19,277.03,287.41,233.41,237.68,272.78,310.53,330.82,357.47,300.96,314.43,291.55,300.95,235.26,288.61,287.26,318.34,343.11,276.47,284.17,273.55,295.43,287.74,330.56,329.98,267.60,258.90,321.05,257.88,332.80,276.39,327.31,275.40,262.50,245.26,253.39,331.41,359.93,316.02,313.57,313.15,441.17,369.66,313.32,235.43,253.82,226.12,260.24,274.02,340.64,384.08,327.96,291.87,348.87,280.68,298.79,322.70,269.16,239.73,242.74,257.57,279.80,290.34,306.28,302.82
2000-07-11 22:03:17.779000,L7,543.46,521.66,201.90,231.47,173.59,449.22,191.36,191.38,428.99,423.32,541.40,404.67,452.16,400.27,370.58,441.41,454.96,521.62,509.31,409.13,367.34,475.31,440.26,392.84,430.66,476.24,469.82,455.75,260.62,294.01,331.08,294.52,289.32,316.23,275.69,274.66,274.05,280.58,416.54,420.72,405.42,422.53,273.95,289.31,297.30,248.69,,439.68,258.75,251.76,246.48,267.42,454.77,,385.29,390.75,506.27,400.30,432.78,415.34,324.96,384.09,352.88,390.51,384.13,447.20,260.86,294.61,365.34,433.82,,,,,,316.80,369.95,320.43,328.59,324.65,314.64,256.91,358.71,280.13,401.98,,,276.09,344.17,332.46,,,,,409.28,396.79,319.04,,,,,,335.65,373.14,,308.00,387.19,356.01,276.77,378.96,360.56,329.48,327.59,,,,324.01,321.98,437.22,447.16,429.93,381.16,,305.45,411.49,446.11,413.35,345.12,434.08,414.71,443.11,445.28,425.37,336.59,297.00,414.85,419.95,399.70,,,,,417.57,441.87,466.31,478.79,444.92,475.01,276.06,384.24,440.28,413.97,385.42,372.23,408.34,398.63,430.56,405.86,406.03,406.69,349.11,423.91,428.83,355.62,443.74,358.91,386.45,392.25,379.71,445.90,354.61,361.74,323.77
