dates,satname,nzd0071-0000,nzd0071-0001,nzd0071-0002,nzd0071-0003
1999-08-26 22:04:44.971000,L7,,,341.29,334.41
1999-09-27 22:04:25.056000,L7,376.52,391.93,402.39,394.71
1999-11-14 22:04:42.286000,L7,349.53,365.78,355.63,382.79
2000-01-01 22:04:37.439000,L7,428.34,433.77,439.95,431.44
2000-01-17 22:04:35.821000,L7,325.27,340.92,345.74,259.22
2000-05-24 22:03:46.662000,L7,330.58,385.07,407.23,357.05
2000-07-11 22:03:17.779000,L7,176.44,268.67,274.36,161.18
2000-08-12 22:02:54.094000,L7,491.84,440.54,500.26,453.50
2000-09-13 22:02:26.190000,L7,354.41,178.67,276.67,238.57
2000-10-15 22:01:56.204000,L7,437.16,473.80,463.32,458.59
2001-01-03 22:02:12.432000,L7,392.48,403.25,403.34,253.66
2001-03-24 22:01:59.719000,L7,374.94,394.27,409.08,390.90
2001-06-12 22:01:24.980000,L7,256.45,374.02,384.90,356.43
2001-08-15 22:00:38.680000,L7,377.27,362.15,353.04,373.68
2001-10-02 21:59:40.713000,L7,235.23,,322.23,328.97
2001-10-02 22:00:04.650000,L7,392.67,408.22,424.63,462.37
2001-12-05 21:59:55.034000,L7,323.22,334.83,370.94,254.31
2001-12-05 22:00:18.987000,L7,337.25,371.86,374.69,235.98
2001-12-21 22:00:05.972000,L7,375.58,392.94,401.14,383.29
2001-12-21 22:00:29.925000,L7,382.46,395.99,402.86,389.61
2002-01-06 22:00:31.992000,L7,382.50,403.30,408.09,410.16
2002-01-22 22:00:16.971000,L7,392.76,406.10,413.75,415.54
2002-01-22 22:00:40.906000,L7,392.27,404.64,411.17,413.44
2002-02-23 22:00:43.620000,L7,409.28,392.07,418.63,419.89
2002-03-27 22:00:37.575000,L7,325.61,333.82,256.36,232.49
2002-06-15 22:00:19.658000,L7,282.40,361.40,393.72,357.52
2002-07-01 21:59:51.232000,L7,315.91,395.61,404.40,402.81
2002-07-01 22:00:15.186000,L7,333.14,403.24,407.57,407.56
2002-07-17 21:59:44.793000,L7,316.15,358.01,347.34,337.72
2002-07-17 22:00:08.747000,L7,327.78,405.37,406.12,408.98
2002-08-02 21:59:37.368000,L7,426.39,431.45,431.91,418.83
2002-08-02 22:00:01.321000,L7,423.83,427.09,430.86,417.00
2002-09-19 21:59:11.129000,L7,381.99,397.31,404.07,396.82
2002-09-19 21:59:35.083000,L7,,311.35,317.11,306.97
2002-11-06 21:59:41.879000,L7,346.44,360.02,361.40,346.90
2003-07-28 21:48:04.987000,L5,224.37,336.91,343.24,328.30
2003-09-14 21:49:18.766000,L5,,,328.45,323.07
2004-06-12 21:53:11.618000,L5,254.00,345.91,355.50,337.40
2004-07-30 21:54:28.143000,L5,244.96,343.84,355.67,335.80
2004-09-16 21:55:41.721000,L5,351.05,358.39,374.81,361.53
2004-11-03 21:56:42.977000,L5,328.53,330.43,333.63,319.07
2004-11-19 21:56:55.269000,L5,376.33,376.59,368.56,359.40
2005-02-23 21:58:31.621000,L5,336.71,339.03,355.86,337.07
2005-03-11 21:58:44.158000,L5,338.96,339.99,360.14,340.08
2005-03-27 21:58:51.619000,L5,347.61,352.88,360.62,171.67
2005-04-12 21:58:55.193000,L5,284.75,217.30,,332.76
2005-07-17 21:59:35.576000,L5,226.33,339.76,352.08,336.61
2006-04-15 22:03:30.798000,L5,330.59,338.63,351.12,330.90
2006-05-17 22:03:57.969000,L5,328.86,341.59,350.79,336.62
2006-06-02 22:04:12.415000,L5,219.91,340.29,350.64,334.82
2006-07-04 22:04:41.660000,L5,230.17,347.30,360.09,345.04
2006-11-25 22:06:19.953000,L5,283.31,288.22,306.57,296.79
2006-12-11 22:06:28.205000,L5,215.29,214.52,229.44,227.91
2007-02-13 22:06:47.368000,L5,339.19,335.83,350.51,341.55
2008-02-16 22:01:58.190000,L5,348.95,353.81,366.73,347.92
2008-02-16 22:02:22.163000,L5,347.35,352.62,365.48,346.56
2009-01-01 21:56:07.642000,L5,338.66,343.70,353.18,332.80
2009-01-01 21:56:31.615000,L5,340.56,345.16,354.20,334.10
2009-02-02 21:56:58.438000,L5,338.56,337.36,352.22,333.08
2009-02-02 21:57:22.411000,L5,336.14,334.00,351.38,331.91
2009-12-03 22:01:55.950000,L5,345.10,335.58,353.61,339.18
2010-01-20 22:02:13.755000,L5,349.37,350.42,362.05,352.93
2010-12-06 22:01:12.836000,L5,329.00,344.53,363.83,353.99
2011-01-07 22:01:44.406000,L5,337.99,337.72,352.61,339.20
2011-03-12 22:01:19.581000,L5,332.94,336.56,352.39,334.96
2011-03-12 22:01:43.554000,L5,334.70,338.87,354.45,337.05
2011-09-04 22:00:03.630000,L5,264.69,371.01,389.54,390.75
2013-05-20 22:13:26.604000,L8,334.64,341.15,350.55,340.06
2013-05-20 22:13:50.559000,L8,340.95,351.69,359.99,353.03
2013-06-05 22:13:27.306000,L8,275.28,318.96,328.36,324.17
2013-06-05 22:13:51.261000,L8,302.82,318.26,327.98,323.55
2013-06-21 22:13:43.313000,L8,212.62,321.70,339.80,324.34
2013-07-07 22:13:24.262000,L8,324.90,319.93,,
2013-07-07 22:13:48.209000,L8,325.25,319.41,,
2013-08-08 22:13:49.700000,L8,290.19,325.63,340.96,325.74
2013-09-09 22:13:25.749000,L8,335.15,346.39,352.91,345.02
2013-09-09 22:13:49.699000,L8,340.74,379.66,389.71,390.47
2013-09-25 22:13:17.289000,L8,318.33,325.01,342.48,329.87
2013-09-25 22:13:41.239000,L8,328.04,336.53,351.60,341.46
2013-11-12 22:13:08.247000,L8,320.57,319.70,337.48,327.19
2013-11-12 22:13:32.202000,L8,321.12,319.79,337.28,326.65
2013-11-28 22:13:02.012000,L8,350.98,352.83,363.60,359.85
2013-11-28 22:13:25.971000,L8,364.68,365.61,403.87,369.02
2013-12-14 22:12:57.636000,L8,339.27,347.65,358.40,347.54
2013-12-14 22:13:21.591000,L8,335.71,344.16,354.10,344.17
2013-12-30 22:12:49.393000,L8,345.00,380.38,207.79,285.52
2013-12-30 22:13:13.343000,L8,319.39,321.73,,
2014-01-15 22:12:33.689000,L8,331.66,341.04,352.43,341.35
2014-01-31 22:12:28.855000,L8,319.64,319.44,336.85,322.76
2014-01-31 22:12:52.806000,L8,323.16,322.82,341.67,326.32
2014-03-04 22:11:59.077000,L8,336.74,380.97,368.73,351.74
2014-04-05 22:11:34.747000,L8,323.06,325.26,343.50,327.98
2014-04-05 22:11:58.702000,L8,318.92,320.81,336.73,322.67
2014-04-21 22:11:18.224000,L8,325.63,327.55,342.55,329.55
2014-04-21 22:11:42.175000,L8,335.14,348.17,359.56,350.80
2014-05-23 22:11:18.694000,L8,332.53,343.57,354.70,347.12
2014-07-26 22:11:19.207000,L8,332.79,349.37,363.53,356.64
2014-07-26 22:11:43.162000,L8,225.03,323.83,336.49,326.53
2014-08-11 22:11:51.972000,L8,328.63,340.16,353.86,346.86
2014-10-14 22:11:38.746000,L8,338.07,350.68,361.35,353.06
2014-10-14 22:12:02.705000,L8,338.11,349.59,360.31,351.27
2014-10-30 22:11:34.905000,L8,328.83,335.14,348.33,339.66
2014-10-30 22:11:58.859000,L8,346.17,350.51,363.42,354.88
2014-12-01 22:11:36.363000,L8,342.07,346.36,354.91,348.68
2014-12-01 22:12:00.318000,L8,343.25,347.84,355.28,348.79
2015-01-18 22:11:24.746000,L8,318.80,321.49,338.50,321.77
2015-01-18 22:11:48.696000,L8,319.45,322.35,339.11,321.99
2015-03-07 22:11:06.255000,L8,328.02,333.39,348.08,337.76
2015-03-07 22:11:30.209000,L8,334.97,345.52,360.47,349.06
2015-04-24 22:10:44.446000,L8,331.24,339.79,353.08,341.37
2015-04-24 22:11:08.401000,L8,338.75,350.45,361.88,351.36
2015-05-10 22:10:28.533000,L8,328.46,335.10,347.05,338.07
2015-05-10 22:10:52.487000,L8,326.22,329.25,341.87,329.11
2015-06-11 22:10:40.593000,L8,346.24,363.49,367.02,396.46
2015-06-27 22:10:46.339000,L8,318.03,329.01,341.18,329.35
2015-06-27 22:11:10.298000,L8,315.93,327.39,339.56,327.42
2015-07-29 22:11:01.897000,L8,218.01,321.41,330.56,325.84
2015-07-29 22:11:25.856000,L8,331.90,342.79,355.69,346.09
2015-12-20 22:11:33.546000,L8,328.70,333.05,349.02,337.08
2015-12-20 22:11:57.501000,L8,328.58,333.01,348.95,336.99
2016-02-22 22:11:18.630000,L8,335.48,346.55,357.60,346.43
2016-02-22 22:11:42.580000,L8,327.09,332.96,347.26,333.81
2016-03-09 22:11:16.948000,L8,325.94,336.46,350.62,337.18
2016-03-09 22:11:40.902000,L8,333.40,347.26,360.43,347.89
2016-03-25 22:11:08.402000,L8,344.40,374.06,369.51,368.48
2016-03-25 22:11:32.353000,L8,326.32,336.35,349.21,337.23
2016-04-10 22:11:01.721000,L8,322.36,325.02,342.49,326.56
2016-04-26 22:11:21.230000,L8,237.81,323.56,324.54,306.61
2016-05-12 22:10:56.720000,L8,330.86,337.80,349.82,338.06
2016-05-12 22:11:20.683000,L8,327.14,327.87,342.68,329.65
2016-05-28 22:11:03.859000,L8,303.91,313.18,,300.29
2016-06-13 22:11:06.720000,L8,209.61,316.91,333.96,322.66
2016-06-13 22:11:30.674000,L8,208.67,315.83,333.33,321.39
2016-08-16 22:11:29.744000,L8,329.23,342.45,351.52,340.01
2016-08-16 22:11:53.694000,L8,329.80,342.27,351.61,339.71
2016-10-03 22:11:40.699000,L8,360.76,388.34,401.15,372.39
2016-10-19 22:11:45.519000,L8,329.31,340.43,350.26,339.21
2016-11-04 22:11:45.464000,L8,336.88,346.73,355.75,347.24
2016-11-04 22:12:09.415000,L8,338.97,348.57,359.41,349.38
2016-11-20 22:11:45.458000,L8,328.00,334.32,347.23,333.58
2016-11-20 22:12:09.409000,L8,338.11,347.09,357.53,348.53
2017-07-02 22:11:12.012000,L8,208.60,319.82,316.92,312.73
2017-07-18 22:11:40.412000,L8,334.98,351.25,364.72,354.10
2017-08-19 22:11:29.174000,L8,333.71,347.97,360.42,354.28
2017-08-19 22:11:53.133000,L8,330.01,340.01,351.29,346.01
2017-09-04 22:11:31.619000,L8,337.96,350.58,362.50,357.28
2017-09-04 22:11:55.578000,L8,330.50,340.08,352.56,344.21
2018-01-10 22:11:30.163000,L8,312.70,314.23,324.39,318.06
2018-01-10 22:11:54.118000,L8,319.87,321.49,341.75,326.48
2018-01-26 22:11:21.264000,L8,319.33,322.01,339.31,326.60
2018-01-26 22:11:45.215000,L8,331.19,344.50,354.26,343.81
2018-03-31 22:10:51.947000,L8,329.82,341.44,351.26,344.70
2018-03-31 22:11:15.901000,L8,328.00,341.11,351.53,344.62
2018-04-16 22:10:42.721000,L8,324.90,333.72,345.34,307.19
2018-04-16 22:11:06.667000,L8,326.09,334.28,345.71,304.43
2018-05-02 22:10:33.919000,L8,352.03,385.10,421.76,405.00
2018-05-02 22:10:57.873000,L8,250.92,322.37,351.36,327.68
2018-05-18 22:10:23.040000,L8,326.97,340.03,350.43,339.38
2018-07-05 22:10:30.841000,L8,331.90,342.27,350.71,344.27
2018-07-05 22:10:54.795000,L8,328.06,331.62,344.41,332.13
2018-08-06 22:10:46.333000,L8,333.92,343.89,353.71,346.96
2018-08-06 22:11:10.291000,L8,288.27,325.41,342.19,326.35
