dates,satname,nzd0532-0000,nzd0532-0001,nzd0532-0002,nzd0532-0003,nzd0532-0004,nzd0532-0005,nzd0532-0006,nzd0532-0007,nzd0532-0008,nzd0532-0009,nzd0532-0010,nzd0532-0011,nzd0532-0012,nzd0532-0013,nzd0532-0014,nzd0532-0015,nzd0532-0016,nzd0532-0017,nzd0532-0018,nzd0532-0019,nzd0532-0020,nzd0532-0021,nzd0532-0022,nzd0532-0023,nzd0532-0024,nzd0532-0025,nzd0532-0026,nzd0532-0027,nzd0532-0028,nzd0532-0029,nzd0532-0030,nzd0532-0031,nzd0532-0032,nzd0532-0033,nzd0532-0034,nzd0532-0035,nzd0532-0036,nzd0532-0037,nzd0532-0038,nzd0532-0039,nzd0532-0040,nzd0532-0041,nzd0532-0042,nzd0532-0043,nzd0532-0067,nzd0532-0068,nzd0532-0069,nzd0532-0070,nzd0532-0071,nzd0532-0072,nzd0532-0073,nzd0532-0074,nzd0532-0075,nzd0532-0076,nzd0532-0077,nzd0532-0078,nzd0532-0079,nzd0532-0082,nzd0532-0083,nzd0532-0084,nzd0532-0085,nzd0532-0086,nzd0532-0087,nzd0532-0088,nzd0532-0044,nzd0532-0045,nzd0532-0046,nzd0532-0047,nzd0532-0048,nzd0532-0049,nzd0532-0050,nzd0532-0051,nzd0532-0052,nzd0532-0053,nzd0532-0054,nzd0532-0055,nzd0532-0056,nzd0532-0057,nzd0532-0058,nzd0532-0059,nzd0532-0060,nzd0532-0061,nzd0532-0062,nzd0532-0063,nzd0532-0064,nzd0532-0065,nzd0532-0066,nzd0532-0080,nzd0532-0081
2005-09-17 22:15:06.506000,L5,274.06,308.40,312.32,300.07,305.97,300.42,296.74,300.20,315.38,327.97,329.98,320.42,305.91,308.84,314.84,314.33,331.10,331.32,328.19,340.75,337.07,335.14,330.08,332.31,337.75,345.99,351.14,350.04,345.24,342.49,338.70,338.78,328.76,324.40,328.50,345.92,340.42,337.91,345.97,347.60,357.91,351.73,352.37,348.24,342.84,344.15,351.60,357.39,349.84,358.23,359.63,364.65,371.40,370.43,372.16,370.65,374.46,389.11,393.34,400.76,407.23,407.45,402.73,513.90,357.51,362.92,359.12,355.03,352.12,346.56,349.02,345.09,346.71,350.15,352.08,344.46,338.00,337.67,332.35,326.78,326.39,321.45,322.84,326.82,333.86,341.03,343.85,377.77,379.41
2005-11-13 22:09:08.414000,L5,,,,,,,,,,,,,,144.70,151.12,162.77,165.61,194.33,190.73,191.29,192.89,199.81,199.88,209.40,222.87,236.38,242.30,247.00,250.06,249.35,246.38,241.93,245.42,249.12,254.31,256.65,267.53,276.41,286.29,297.76,313.66,317.26,325.65,327.17,227.98,184.72,176.03,451.19,449.64,457.59,445.34,459.87,470.54,471.09,481.48,485.14,490.65,,,,,,,,336.91,349.20,349.48,354.21,354.19,360.48,362.86,360.93,358.42,368.56,372.00,365.94,375.56,377.51,379.74,380.18,383.92,386.62,392.75,216.18,264.26,271.86,260.30,478.02,493.50
2006-01-23 22:16:59.639000,L5,276.84,307.10,310.10,305.50,303.46,304.63,305.23,304.83,318.61,331.58,338.57,328.99,324.58,321.18,324.10,329.38,335.72,340.61,342.22,347.93,339.15,343.24,335.47,345.48,349.09,358.55,366.09,367.81,361.08,353.67,357.49,346.11,336.41,337.31,346.04,348.61,358.20,349.86,356.44,355.99,364.10,359.47,353.47,363.40,352.88,356.65,360.22,368.48,355.64,360.55,359.97,367.43,372.38,375.91,377.38,382.78,386.62,396.45,402.25,410.16,417.03,422.69,405.38,411.21,356.70,365.00,367.10,361.45,355.80,357.36,350.34,351.35,350.47,345.57,345.95,344.99,337.08,334.21,332.84,333.03,332.05,334.08,331.69,338.18,340.61,343.55,350.97,386.02,385.33
2006-02-08 22:17:21.928000,L5,233.07,257.83,271.52,269.16,267.05,253.40,257.49,264.40,277.83,274.00,291.91,281.47,267.18,,,,156.49,269.55,295.32,310.10,299.21,298.80,298.06,295.88,259.12,279.29,304.68,325.56,317.33,318.21,314.71,311.84,300.71,296.05,300.06,310.81,312.28,322.82,321.42,327.66,323.76,310.00,284.50,263.26,328.68,331.21,335.95,347.09,344.75,342.04,344.85,346.74,349.11,350.30,346.99,344.03,344.91,368.01,373.06,384.18,397.47,391.86,394.18,386.30,248.72,222.42,205.30,235.85,278.78,,,,,,,,,167.35,200.37,278.18,289.47,301.36,298.22,288.72,303.44,311.72,320.46,352.55,349.28
2006-03-12 22:18:01.902000,L5,269.05,299.31,304.66,303.86,302.61,301.78,293.92,295.47,307.28,320.00,327.92,322.02,312.85,309.97,312.10,318.33,328.60,332.22,329.99,331.62,334.14,327.54,327.89,330.53,334.88,351.11,346.97,347.55,340.45,338.66,341.32,332.47,330.66,328.78,322.55,333.45,334.31,338.26,345.37,346.95,351.44,348.14,347.18,348.23,351.25,360.00,358.44,355.54,356.21,356.96,357.29,361.23,367.03,369.44,371.27,368.30,381.86,391.95,401.52,405.03,418.14,407.41,402.61,404.02,353.32,363.29,359.85,357.68,350.95,349.95,341.58,337.43,333.90,334.27,338.92,339.00,332.53,333.09,327.12,332.59,333.19,332.14,332.05,334.70,338.39,341.10,347.53,381.68,381.67
2006-04-22 22:12:36.093000,L5,,,,,,,,,154.11,152.46,159.28,175.30,182.76,193.30,187.22,189.68,197.21,216.40,238.41,245.74,253.43,247.73,256.78,252.61,274.02,279.20,294.85,295.68,301.50,303.99,315.36,306.78,300.68,308.17,315.18,321.13,331.51,354.18,356.61,349.77,380.44,366.90,389.33,389.82,453.47,457.88,471.20,475.90,490.92,488.34,488.32,485.30,487.45,490.72,505.97,503.72,519.37,,,,,,,,389.50,396.65,424.43,412.37,398.32,397.27,388.88,389.87,419.95,411.06,408.03,405.32,409.24,401.84,414.37,431.05,409.92,414.43,421.89,436.20,430.41,462.12,447.02,,
2006-05-31 22:19:19.777000,L5,263.44,305.44,317.08,302.54,308.22,295.56,290.75,303.09,323.78,330.60,326.01,310.78,313.67,302.47,314.93,317.03,336.84,340.02,337.57,322.93,328.38,323.48,316.95,320.60,347.75,359.09,347.47,354.20,341.32,351.21,343.80,331.14,328.56,331.93,324.16,320.73,333.29,333.13,345.58,350.29,351.92,339.32,352.17,340.52,372.03,350.26,378.15,366.81,367.82,381.83,375.29,396.41,398.83,393.34,390.32,394.09,396.57,390.50,411.59,412.56,425.51,425.17,428.28,431.65,344.63,360.81,368.70,358.32,350.21,355.01,357.90,338.31,341.32,337.60,351.25,355.60,356.16,352.35,334.57,338.34,350.16,349.89,351.17,337.66,363.99,345.38,360.41,383.77,383.51
2006-07-27 22:13:58.731000,L5,,,,,,,,,,145.75,161.52,170.23,168.29,168.41,165.34,176.36,185.78,208.80,211.96,202.61,207.21,210.39,209.92,214.71,229.39,250.85,246.98,259.59,246.92,268.19,265.57,256.81,264.95,261.62,276.68,277.62,283.56,286.28,305.57,320.63,318.42,325.02,329.03,323.33,432.38,451.22,454.89,457.91,464.81,469.57,474.41,480.97,484.05,497.27,499.23,494.23,497.31,498.03,512.63,,,,,,339.58,353.46,359.72,362.49,364.41,379.08,362.59,351.04,351.58,333.83,370.23,385.09,385.58,389.35,398.70,391.29,402.35,397.39,406.25,412.90,409.56,430.61,417.59,487.48,492.92
2006-08-28 22:14:23.601000,L5,,,,,,,,,135.47,163.20,169.40,177.92,176.97,181.17,189.52,192.99,202.72,216.12,217.18,215.32,223.20,219.28,229.85,246.18,254.77,258.81,269.85,273.19,273.49,279.90,281.52,278.45,278.49,278.46,284.03,292.74,304.39,311.63,318.94,340.67,352.67,345.41,346.62,348.42,450.21,462.72,467.96,497.82,484.61,487.32,491.13,492.54,512.62,507.14,511.11,500.44,504.50,502.40,512.68,,,,,,361.76,371.76,375.98,379.22,380.99,380.74,385.57,382.69,384.34,387.56,385.55,399.88,401.05,394.97,401.11,405.03,405.57,407.79,423.38,423.66,436.80,438.89,437.46,499.32,493.05
2006-09-20 22:20:51.034000,L5,262.31,283.74,289.63,294.15,290.18,288.42,286.99,280.05,297.43,311.70,311.28,305.08,300.58,297.27,298.90,287.43,310.54,311.81,314.28,306.79,316.35,305.45,309.03,311.22,320.77,328.09,332.08,329.75,327.12,327.88,320.74,318.00,321.18,309.93,312.93,318.78,317.75,331.32,326.81,336.28,336.98,341.77,334.78,341.07,336.11,338.70,342.65,346.30,347.33,351.94,348.96,357.63,363.57,370.98,371.10,368.40,371.79,380.77,385.09,385.89,396.86,395.97,394.28,391.66,341.67,349.12,346.67,346.94,340.01,338.76,330.30,324.58,326.91,331.83,339.58,341.40,336.03,334.12,329.33,325.25,323.98,321.02,321.04,322.20,323.29,319.94,326.81,376.43,374.71
2006-12-09 22:21:36.590000,L5,282.07,308.58,313.39,298.42,304.97,299.69,297.18,296.06,308.91,323.94,327.43,319.58,308.49,312.49,314.23,318.43,326.84,325.78,322.48,315.12,322.23,312.11,319.27,311.37,329.36,337.35,334.94,335.38,339.35,339.59,324.67,330.46,323.70,320.38,315.68,323.60,335.05,333.75,342.42,345.44,352.54,349.92,350.67,352.41,368.33,380.25,390.81,399.74,388.93,390.61,383.89,380.54,401.03,396.48,387.19,389.34,367.92,398.66,394.38,416.63,428.17,428.67,429.93,440.63,363.93,371.42,370.05,362.85,362.34,366.75,356.79,353.88,360.41,361.20,356.61,359.62,365.98,347.02,352.32,339.23,356.61,356.89,358.94,338.29,342.67,341.56,344.38,383.17,378.08
2007-01-26 22:21:54.849000,L5,283.75,317.67,325.94,329.89,317.67,316.22,313.95,319.86,328.61,342.66,346.03,333.86,334.68,329.18,330.54,344.43,351.60,354.30,353.62,349.09,345.97,344.34,339.02,346.90,357.89,365.52,367.05,368.46,362.21,356.93,357.23,351.81,346.01,337.80,339.33,343.68,349.60,354.37,357.70,362.24,363.68,365.59,365.16,362.32,368.35,371.67,361.55,361.95,363.18,367.93,370.14,373.76,381.92,384.32,388.89,399.92,399.10,400.58,410.01,414.39,424.39,409.45,410.00,408.93,371.91,378.94,378.55,367.33,363.50,362.94,358.75,355.14,354.69,351.29,354.07,351.57,351.60,349.29,352.58,351.32,347.07,346.51,347.30,349.58,357.61,355.03,360.69,394.62,395.35
2007-02-04 22:15:45.266000,L5,,,,,142.85,143.49,144.16,151.05,159.02,181.58,184.45,197.61,183.95,197.27,203.52,210.63,223.06,227.86,233.75,233.36,242.02,240.63,239.85,250.33,265.62,277.68,281.55,286.29,301.64,301.83,366.69,337.15,303.02,298.91,301.01,309.36,319.77,335.30,335.25,352.18,360.92,363.15,369.98,378.43,492.73,491.48,500.34,510.93,509.47,502.01,502.23,500.94,510.45,,,,,,,,,,,,384.09,386.62,390.85,393.79,388.47,391.63,391.56,395.87,401.27,402.00,413.38,415.11,413.43,404.02,420.62,426.12,428.64,449.18,461.28,466.11,462.96,473.59,480.10,,
2007-02-11 22:21:56.518000,L5,247.99,263.89,272.75,273.13,271.22,259.28,260.52,262.69,272.79,286.52,288.99,282.95,278.84,277.34,276.19,287.60,296.07,295.06,287.75,285.81,288.76,286.24,284.74,285.90,296.43,303.08,308.08,309.24,302.43,293.39,260.83,276.96,277.24,269.46,278.12,277.49,289.87,285.34,297.92,306.84,315.25,315.05,321.09,317.92,,,,,,135.74,248.20,336.40,320.17,226.77,231.27,323.81,229.01,298.58,307.11,362.55,367.28,366.27,370.97,371.49,323.84,324.98,321.95,314.80,328.02,322.56,314.29,299.41,316.96,319.74,307.50,324.02,321.09,318.52,307.77,159.83,145.64,,,,,,,221.34,228.53
2008-10-27 22:10:37.958000,L5,266.18,299.26,307.01,300.89,303.58,296.80,294.08,295.04,309.93,319.99,320.08,312.98,304.66,304.59,311.95,318.57,326.39,319.12,318.95,316.06,321.70,316.33,320.10,322.29,336.05,343.73,348.31,344.35,344.51,340.61,333.62,331.58,327.07,323.24,323.46,322.56,326.66,332.12,335.01,349.36,347.99,342.44,343.99,340.96,345.16,347.96,353.73,347.24,347.14,352.02,350.28,351.43,357.99,358.08,362.74,367.80,376.44,386.63,391.86,400.28,411.89,399.61,397.56,391.65,350.28,355.19,356.83,348.23,349.31,345.40,345.73,340.19,342.35,341.35,339.04,335.47,329.77,326.95,327.08,326.94,323.80,325.10,323.57,323.11,324.66,326.70,335.54,373.89,375.32
2010-11-02 22:16:48.420000,L5,263.98,290.13,299.34,301.79,295.85,295.41,290.02,287.72,299.69,313.89,317.85,311.49,303.49,298.68,304.18,307.76,318.74,321.78,322.15,314.41,317.20,312.84,312.03,318.66,327.82,336.75,333.87,340.10,342.49,339.16,330.26,324.33,325.85,319.61,311.92,314.72,320.23,324.44,334.15,337.80,343.78,340.16,339.63,338.32,334.95,339.03,344.93,348.49,348.89,354.08,355.77,359.58,364.66,363.05,368.12,363.63,366.67,377.72,381.02,389.05,393.07,394.92,393.93,404.80,344.17,348.96,351.62,348.80,345.34,343.74,346.90,342.34,344.44,340.06,340.18,334.84,331.43,329.54,325.84,324.46,319.32,321.21,312.93,315.52,317.23,320.52,327.59,364.19,361.73
2010-11-27 22:10:35.713000,L5,,,,,,141.87,147.32,143.40,152.01,184.46,180.53,189.83,182.53,194.08,194.39,210.21,218.86,229.17,234.86,232.69,238.21,235.98,244.76,255.54,269.97,281.88,292.81,299.58,288.64,297.38,298.22,298.68,297.62,295.48,302.60,308.17,318.85,332.43,338.14,351.87,355.86,362.40,371.34,372.46,503.85,502.68,506.54,,,,,,,,,,,,,,,,,,381.64,387.07,391.70,394.02,395.20,395.98,400.04,401.73,405.66,404.33,409.71,409.45,406.34,407.14,419.69,427.15,443.80,462.79,459.92,474.18,484.47,492.10,501.11,,
2010-12-20 22:16:50.270000,L5,272.28,293.92,297.22,299.51,299.82,296.07,288.00,287.95,299.38,312.41,315.05,309.00,305.67,302.97,305.11,313.03,318.02,324.31,321.07,318.29,318.33,314.27,313.59,317.69,326.09,334.80,335.94,336.12,336.39,337.72,330.52,325.34,325.07,320.16,312.44,320.90,322.22,330.29,332.84,342.01,343.70,349.99,344.01,347.28,330.52,332.23,336.62,350.41,349.08,352.12,352.45,355.08,359.95,363.90,367.93,360.88,354.88,372.41,375.16,385.91,389.98,406.91,408.73,408.31,352.80,357.45,359.60,354.90,352.20,349.98,346.69,342.76,341.14,340.08,337.72,333.72,334.03,331.01,326.16,316.64,314.81,316.00,311.71,316.29,318.98,319.49,324.38,361.74,358.08
2011-01-21 22:16:54.354000,L5,295.37,318.20,324.05,324.00,320.77,318.31,318.68,316.20,324.93,340.89,340.86,337.80,330.00,338.10,328.23,339.46,346.57,347.29,338.91,346.01,344.53,340.52,348.94,347.76,364.26,369.99,366.21,376.12,368.10,364.48,358.08,363.60,348.52,336.95,336.55,342.54,345.14,354.16,360.60,366.03,367.61,370.54,363.22,362.55,368.58,380.59,375.41,378.56,384.56,383.46,392.71,401.97,405.42,412.15,408.27,411.09,405.90,405.75,409.55,416.45,434.46,432.04,433.97,427.82,366.39,374.14,371.90,365.73,361.25,359.10,359.61,365.27,361.99,368.10,373.40,372.41,368.10,364.58,359.91,355.64,353.98,362.24,364.04,360.14,363.61,360.37,368.09,405.25,408.35
2013-05-02 22:28:46.370000,L8,,,,216.94,238.20,222.25,221.31,215.88,196.32,234.01,178.67,155.72,228.24,201.94,236.06,239.54,210.38,251.78,,,,,,,,,,,,,,,,,,,,172.47,193.76,266.17,283.21,287.58,285.71,279.54,301.85,303.34,303.56,272.32,298.96,309.11,263.82,285.29,158.87,186.26,232.30,205.63,283.96,223.61,307.55,310.79,310.26,291.83,344.45,317.61,279.92,282.15,295.98,283.04,279.10,277.74,282.81,276.31,289.09,220.48,188.63,279.74,283.90,282.46,285.93,282.68,278.00,280.14,140.81,232.03,227.00,200.06,266.59,321.83,207.86
2013-08-22 22:29:00.806000,L8,408.48,421.40,394.64,400.36,396.00,354.52,358.04,365.55,360.85,374.29,384.79,379.26,374.28,388.08,384.38,384.56,396.57,392.91,390.40,390.00,394.84,385.13,390.81,357.25,407.76,380.61,402.33,408.22,378.73,370.98,395.50,405.93,399.14,364.03,354.98,351.06,355.76,353.43,376.55,365.54,374.31,385.75,367.19,377.95,387.75,367.98,373.81,387.56,385.98,395.35,407.62,391.95,401.10,431.94,415.10,415.87,412.41,410.08,416.82,428.13,432.29,432.59,427.56,436.48,385.82,383.93,387.85,368.96,376.33,380.11,366.39,361.41,364.44,379.15,384.26,377.79,361.03,372.16,360.25,361.04,387.00,396.81,410.48,379.67,360.97,388.50,383.24,418.47,413.88
2013-09-07 22:28:59.661000,L8,236.98,258.97,269.47,273.53,266.14,261.21,258.89,256.71,268.56,194.71,,,,,,,184.40,278.54,259.75,275.41,278.60,277.78,270.56,278.94,282.21,292.31,296.14,295.23,266.60,231.85,183.99,199.11,218.03,205.85,208.37,215.77,192.91,253.66,277.00,294.60,302.22,300.70,294.73,297.53,320.77,322.07,325.70,324.90,329.63,333.73,332.33,334.81,339.53,337.35,325.45,331.77,333.73,360.28,367.87,366.48,362.89,372.74,365.30,352.67,311.73,319.11,317.16,316.70,315.10,313.51,316.95,314.36,315.27,316.92,305.46,301.02,303.61,295.42,289.24,289.51,283.02,290.54,281.42,279.43,276.81,277.78,288.02,346.23,332.42
2013-09-23 22:28:51.997000,L8,233.10,260.43,270.61,277.28,263.67,262.11,264.06,259.14,269.59,280.97,284.88,275.59,274.26,270.77,272.24,280.00,274.34,279.60,161.14,269.73,269.51,264.27,187.65,160.44,283.58,298.07,299.00,294.99,294.66,289.32,229.22,260.12,252.16,191.37,167.32,245.67,278.87,282.16,281.32,291.18,287.52,262.77,286.77,282.02,301.66,311.95,313.76,307.96,320.03,319.12,273.94,305.24,284.10,246.93,315.27,332.41,335.54,354.95,360.34,361.67,359.67,365.82,368.43,280.01,270.03,262.07,307.92,,271.80,292.85,,,,,,,,,,,,,,,,288.18,286.94,343.37,326.33
2013-12-28 22:28:23.669000,L8,329.30,356.41,365.10,332.99,328.46,318.71,324.98,319.42,332.70,346.32,345.45,350.14,362.86,332.28,340.44,340.48,349.07,356.44,359.95,354.99,355.29,357.51,353.36,356.97,403.59,381.60,372.48,377.98,370.69,369.96,394.50,385.73,383.90,351.74,348.89,347.20,346.47,349.09,356.65,390.80,406.06,400.32,391.44,393.50,344.86,358.84,402.42,407.98,393.54,398.18,393.48,389.39,393.27,391.69,397.89,405.25,410.71,405.13,408.12,416.42,424.63,424.61,424.07,424.38,439.02,386.31,408.86,411.53,413.43,408.75,368.49,351.27,345.69,381.26,371.87,352.96,371.14,381.90,331.29,367.95,356.86,364.49,336.73,330.52,337.90,335.89,338.78,422.60,406.62
2014-05-05 22:26:35.984000,L8,,,246.06,247.73,246.28,220.88,222.66,222.31,218.88,240.51,199.64,223.74,220.75,219.14,234.63,237.72,,,,,,,,,,,,,,,,,,,181.82,193.69,207.88,222.33,237.65,263.23,263.76,259.69,266.91,261.28,320.15,326.28,324.20,318.62,327.51,332.01,316.32,319.58,327.08,328.70,330.56,335.05,340.13,347.93,359.27,367.47,376.93,404.01,428.79,441.71,258.66,267.71,266.57,278.52,268.64,286.65,305.54,303.67,312.36,316.64,303.97,296.88,291.86,284.99,283.34,278.15,277.49,278.50,279.91,288.56,291.73,288.07,299.02,348.26,351.01
2014-06-22 22:26:41.138000,L8,239.07,266.95,276.59,280.14,275.74,272.30,265.00,265.35,274.24,287.23,289.42,285.20,278.68,279.15,283.64,286.20,326.46,295.92,292.79,286.08,289.44,287.71,285.97,287.14,297.08,306.71,301.50,303.38,302.94,298.39,298.40,295.74,292.42,284.12,285.66,289.18,290.01,285.24,282.48,303.59,309.63,311.94,310.04,312.54,325.21,326.76,329.68,325.16,335.92,338.62,328.34,333.83,338.25,337.12,341.39,341.67,341.53,375.66,386.07,388.86,390.76,379.90,376.02,372.60,322.12,338.45,336.04,336.73,331.64,329.04,329.47,328.45,329.76,329.70,329.10,319.60,316.64,316.19,305.72,305.48,299.98,300.71,299.28,300.44,304.93,301.14,309.69,353.25,343.27
2014-10-12 22:27:11.441000,L8,260.94,289.70,326.43,298.63,324.12,291.85,281.54,283.65,335.67,340.10,344.37,310.24,299.48,338.07,333.61,349.12,351.22,351.43,355.71,354.71,320.38,323.79,316.84,331.27,349.26,341.25,371.77,371.04,382.12,372.29,354.81,365.34,358.85,343.57,346.60,344.23,348.30,347.73,344.49,350.11,360.72,359.87,363.24,363.59,351.66,367.44,372.05,385.12,508.68,512.98,507.99,501.93,495.06,395.57,398.82,407.14,406.61,402.59,409.85,431.36,441.03,427.24,426.46,433.04,370.40,368.11,370.82,367.49,345.97,342.00,367.62,366.43,376.59,372.89,363.58,357.41,347.50,341.69,339.76,337.44,337.10,338.41,331.70,334.40,338.71,336.42,346.81,403.36,402.65
2014-10-28 22:27:08.358000,L8,242.95,277.94,279.89,281.76,277.31,274.68,270.48,273.79,281.36,294.47,296.45,291.74,286.18,282.72,288.61,291.81,307.67,305.51,299.54,295.39,296.46,292.69,298.40,284.29,300.12,314.28,314.49,314.48,313.66,311.28,305.96,301.38,299.41,293.37,289.13,291.65,298.01,301.28,308.09,319.27,322.34,320.80,321.22,319.02,331.75,335.10,337.39,340.85,346.52,347.11,346.26,346.11,352.32,352.69,352.82,348.49,349.08,375.83,381.75,384.41,385.33,393.20,390.10,370.10,330.81,333.21,335.68,331.40,324.77,324.62,330.30,326.76,328.66,329.20,322.39,314.28,316.83,318.47,307.41,309.57,309.10,311.18,306.11,305.94,304.67,301.40,316.75,357.59,359.41
2014-12-15 22:27:04.889000,L8,376.89,335.64,332.94,336.93,368.13,332.25,335.77,332.53,338.71,350.46,355.89,345.38,344.06,349.98,371.62,374.67,350.42,389.74,356.63,360.12,360.28,358.64,357.40,366.55,365.62,378.69,377.54,413.00,377.15,407.94,401.29,400.75,395.08,347.91,350.05,350.05,341.99,365.19,390.06,390.79,412.63,422.93,375.19,374.82,352.49,447.37,431.08,429.44,371.00,373.85,370.27,372.68,380.56,381.03,384.57,385.37,407.35,405.91,410.52,424.35,436.69,435.75,434.34,438.47,381.03,439.98,460.33,406.57,367.45,466.53,469.12,465.08,361.25,374.61,439.63,456.27,451.89,447.93,448.90,436.92,337.35,344.23,339.47,340.14,344.94,349.10,350.44,408.65,402.77
2014-12-31 22:26:59.445000,L8,246.27,270.03,279.86,283.45,281.93,277.67,272.91,278.84,286.55,298.82,305.83,293.57,289.28,283.01,287.97,295.01,304.88,302.54,298.27,295.04,296.36,290.61,293.96,293.95,306.25,317.04,322.21,327.25,319.34,313.88,308.73,302.72,299.87,292.96,292.69,297.47,299.20,303.93,312.42,319.16,328.85,330.28,325.74,329.24,335.05,340.91,338.03,344.90,346.23,355.67,347.30,338.64,326.04,367.61,288.93,307.85,335.95,343.30,335.57,384.07,386.64,383.10,411.72,416.92,337.72,336.99,333.43,334.64,328.06,328.38,326.57,321.90,319.12,317.84,315.43,311.41,310.92,305.17,313.78,326.06,309.92,305.00,311.90,313.07,313.73,314.33,325.13,360.23,328.35
2015-01-16 22:26:59.157000,L8,322.66,305.70,331.41,354.13,317.56,322.50,320.57,317.27,329.37,344.68,340.50,340.04,335.22,331.57,367.00,376.06,386.87,393.37,388.10,385.45,351.57,382.56,338.20,352.81,364.47,364.52,394.82,397.77,404.53,389.23,354.41,355.54,343.44,378.18,386.11,332.47,337.23,344.73,347.56,380.50,401.32,409.38,393.08,385.63,385.29,376.20,365.19,364.77,362.73,382.49,384.67,375.22,382.71,390.38,398.43,402.04,397.78,389.81,397.17,408.07,412.80,412.32,407.83,412.16,364.35,372.07,394.86,390.10,392.84,395.88,394.07,366.06,341.06,362.60,377.31,383.16,427.29,425.98,392.84,352.06,399.79,407.52,379.94,349.42,357.98,376.94,385.84,391.20,385.24
2015-04-06 22:26:20.815000,L8,494.29,397.97,401.88,360.63,524.62,383.59,388.76,365.10,381.86,357.66,356.57,353.13,349.99,444.15,348.68,491.54,385.63,449.95,430.45,449.69,403.65,393.91,401.53,405.92,410.59,481.89,388.28,399.89,446.47,436.00,444.20,402.03,402.50,348.31,352.63,348.18,348.61,352.92,361.46,480.60,403.42,405.61,398.12,377.00,362.43,360.25,387.38,369.06,367.57,370.26,381.12,382.43,386.17,385.08,384.17,388.13,389.42,397.85,424.12,439.00,452.24,447.86,445.94,441.73,382.26,405.84,395.69,372.44,373.29,360.97,358.08,414.83,357.34,359.33,354.92,351.74,351.01,345.00,338.76,338.61,335.50,335.44,334.78,340.39,344.28,346.43,355.57,395.95,432.39
2015-09-29 22:26:59.056000,L8,244.81,269.10,280.46,279.57,277.75,273.63,269.12,266.58,276.79,289.72,291.84,286.87,280.94,278.82,284.91,290.83,301.85,301.95,297.33,290.70,293.43,290.66,285.40,290.73,302.99,308.52,309.08,309.18,306.51,305.25,299.15,298.04,293.45,290.62,284.14,290.00,292.50,296.11,303.71,304.28,311.07,313.58,313.90,310.35,328.27,332.59,333.45,336.41,341.65,341.80,339.53,342.63,344.95,343.82,345.31,336.85,344.91,371.99,376.60,383.32,385.94,385.20,383.79,369.82,320.03,324.93,327.43,326.01,324.10,323.83,333.69,330.63,333.62,328.87,323.48,317.26,317.61,315.69,306.95,308.75,305.22,306.56,300.91,296.46,291.51,284.90,303.67,357.17,351.89
2015-10-31 22:27:04.990000,L8,284.85,309.73,322.29,331.12,315.38,331.53,333.49,328.58,333.60,342.36,343.56,348.07,345.84,340.69,356.16,345.70,358.12,360.78,361.41,350.85,359.72,354.87,343.84,344.16,361.66,370.37,365.76,367.46,365.65,353.25,356.31,352.76,353.76,355.89,348.61,341.26,348.05,357.06,363.80,373.77,386.71,377.91,377.09,372.08,486.86,487.34,479.63,521.42,503.03,472.04,501.53,492.73,497.68,396.17,404.67,405.76,409.42,408.91,415.08,429.18,430.98,424.82,428.19,452.21,382.16,391.46,395.97,386.91,381.83,391.62,371.43,367.17,366.76,365.21,365.58,366.12,359.16,360.59,356.71,357.79,364.65,360.74,343.04,340.28,342.77,489.33,489.88,406.96,403.40
2016-01-19 22:27:03.476000,L8,296.18,313.57,313.48,307.30,305.53,301.91,300.28,298.70,304.78,330.59,329.80,319.31,319.62,320.08,315.58,329.32,337.51,336.10,328.71,312.29,317.19,309.07,308.66,308.83,319.58,336.73,333.92,344.39,354.30,343.06,333.47,340.43,337.36,328.52,332.62,328.67,320.23,326.16,342.83,339.01,359.75,345.67,340.93,349.61,341.11,331.89,366.98,365.49,365.41,357.35,357.81,365.68,369.00,357.52,346.95,345.94,380.24,383.58,382.41,394.85,403.06,403.66,399.18,398.28,356.96,362.33,358.41,347.94,336.31,334.15,338.65,339.90,336.12,338.62,322.10,330.63,322.72,318.76,315.53,337.69,303.20,313.19,312.70,332.91,300.56,300.55,312.34,374.30,370.53
2016-02-04 22:27:00.087000,L8,268.23,292.95,305.89,307.89,321.33,316.91,310.40,314.61,312.02,325.87,334.77,321.28,314.00,321.63,321.15,332.98,342.12,340.01,351.29,338.43,330.28,333.30,326.32,323.34,343.08,344.43,351.88,351.94,346.06,417.65,407.83,399.22,406.48,330.36,332.98,324.19,321.37,328.75,336.18,341.30,351.40,344.67,334.57,344.34,333.85,337.45,340.23,345.31,348.19,359.42,336.87,342.44,353.45,358.95,406.58,403.39,399.96,384.38,392.52,401.14,405.91,404.31,400.43,400.70,360.68,359.72,355.32,355.76,346.57,336.59,331.24,326.82,328.78,329.71,322.46,317.75,320.82,317.84,309.33,311.15,303.41,304.10,301.28,306.58,302.09,308.83,314.63,391.79,388.27
