dates,satname,nzd0255-0000,nzd0255-0001,nzd0255-0002,nzd0255-0003,nzd0255-0004,nzd0255-0005,nzd0255-0006,nzd0255-0007,nzd0255-0008,nzd0255-0009,nzd0255-0010,nzd0255-0011,nzd0255-0012,nzd0255-0013,nzd0255-0014,nzd0255-0015,nzd0255-0016,nzd0255-0017,nzd0255-0018,nzd0255-0019,nzd0255-0020,nzd0255-0021,nzd0255-0022
1999-08-05 21:46:59.046000,L7,273.74,248.37,217.46,281.97,298.92,288.46,277.21,291.23,277.74,279.61,303.61,346.83,290.32,299.00,264.15,258.68,204.40,219.55,253.25,219.27,251.02,259.52,264.24
1999-08-21 21:46:56.985000,L7,308.11,259.57,251.51,280.53,288.43,278.09,277.29,356.22,277.54,345.54,321.29,343.91,326.07,323.24,326.70,163.94,196.72,215.65,200.74,163.30,228.78,372.66,383.50
1999-09-22 21:47:00.785000,L7,417.48,418.17,424.67,429.54,435.20,293.66,249.76,287.45,276.72,277.65,320.84,344.35,299.59,294.98,292.68,288.74,288.71,292.09,262.66,264.84,260.73,263.71,236.77
1999-10-24 21:46:56.203000,L7,329.28,320.91,285.29,311.22,332.16,352.60,365.89,384.94,368.23,362.26,368.10,382.45,380.20,387.03,411.76,386.53,392.05,391.83,395.90,389.77,379.35,387.99,381.33
2000-02-13 21:46:48.016000,L7,248.59,188.46,171.21,258.84,287.04,279.05,256.25,256.28,254.37,252.40,302.78,305.10,303.56,303.99,311.04,313.40,307.39,303.51,301.84,302.10,306.72,308.01,312.42
2000-04-01 21:46:34.573000,L7,292.92,390.43,374.74,388.95,415.69,336.64,287.20,286.20,278.77,280.52,324.36,346.98,293.37,290.52,270.22,406.81,397.26,261.84,266.25,261.91,269.12,277.00,282.28
2000-05-19 21:46:07.873000,L7,299.03,289.60,265.35,305.52,325.90,330.21,342.74,343.93,346.29,348.50,366.34,388.53,390.02,350.27,357.53,370.66,360.35,347.68,348.02,342.78,330.16,364.65,369.35
2000-08-07 21:45:08.975000,L7,281.60,256.18,228.19,265.59,282.39,279.61,287.27,286.28,274.56,280.73,310.75,335.35,329.53,328.11,329.46,180.51,259.72,253.50,212.18,182.98,256.01,242.47,243.13
2000-11-27 21:44:26.720000,L7,281.61,250.86,228.30,259.15,249.40,272.96,242.00,288.53,272.29,264.95,266.19,313.20,264.00,314.47,320.80,310.76,319.40,316.41,305.97,271.19,,,
2000-12-13 21:44:28.287000,L7,263.97,,,,,,,277.39,270.41,251.96,,271.13,259.78,267.78,258.11,258.64,,,,,,,
2001-04-04 21:44:06.948000,L7,306.56,276.45,245.52,327.54,333.51,327.29,331.92,294.52,334.20,323.16,330.86,300.59,391.42,382.99,387.76,277.33,370.26,393.64,369.44,365.92,213.04,284.61,282.81
2001-04-20 21:44:10.657000,L7,295.21,277.19,261.90,266.53,347.24,333.87,346.30,306.87,330.33,329.14,335.50,358.66,379.49,375.76,280.29,271.80,256.54,250.00,253.03,168.60,264.50,269.63,241.90
2001-05-22 21:43:54.652000,L7,319.62,309.40,311.94,330.57,357.59,342.64,345.08,348.07,343.15,356.99,389.15,389.68,379.52,380.18,383.34,389.36,384.48,376.86,376.70,381.09,381.41,375.91,383.90
2001-07-25 21:43:18.753000,L7,275.50,250.32,226.86,284.20,302.71,297.95,281.23,307.10,282.31,281.95,315.08,343.64,346.44,346.89,332.05,336.55,334.98,328.16,326.17,323.38,326.00,324.03,326.00
2001-08-10 21:43:00.495000,L7,286.74,257.32,231.30,290.57,309.73,311.78,327.22,320.08,303.55,300.48,341.76,351.25,357.88,357.22,345.76,341.23,254.84,235.51,199.80,351.19,358.62,342.36,329.08
2001-09-11 21:42:38.257000,L7,273.09,246.51,224.62,272.20,269.99,,,,,259.09,273.73,331.62,328.98,316.97,326.08,317.72,320.47,311.70,263.90,311.88,311.71,,
2001-09-27 21:42:29.269000,L7,327.42,325.95,323.68,337.35,360.49,394.14,358.50,219.01,216.23,181.12,391.62,392.70,290.09,284.37,280.54,265.11,209.82,195.40,199.91,221.77,222.43,194.97,198.46
2001-10-13 21:42:15.922000,L7,282.44,264.25,237.77,288.52,308.93,285.94,323.04,182.09,224.45,185.03,331.57,341.38,324.69,323.94,362.64,359.91,328.95,317.71,313.57,353.34,350.20,346.33,351.72
2001-10-29 21:42:21.289000,L7,316.09,323.05,312.72,339.19,352.69,350.55,362.69,344.39,279.74,316.43,376.81,389.64,390.51,388.53,391.22,392.66,392.88,386.52,383.45,389.44,396.31,394.43,393.39
2002-01-17 21:42:52.816000,L7,282.68,269.85,241.05,286.86,308.06,309.53,315.05,314.86,313.77,328.66,327.66,359.51,357.76,366.04,366.41,275.71,270.52,256.91,262.26,267.55,278.81,271.72,274.94
2002-02-02 21:42:54.721000,L7,270.40,244.57,172.56,270.58,289.18,279.58,277.17,213.14,217.17,190.77,197.87,251.97,253.73,251.55,312.86,316.71,311.54,303.67,303.31,303.44,308.82,305.76,292.39
2002-02-18 21:42:54.191000,L7,285.85,256.58,232.28,280.90,293.73,293.52,315.94,313.57,305.58,310.07,311.60,350.33,352.25,320.95,322.29,326.39,327.54,317.29,312.37,312.48,321.94,315.10,317.94
2002-03-22 21:42:52.399000,L7,,,,,,257.21,334.71,375.51,375.89,441.43,508.73,373.08,345.99,380.07,382.48,388.68,371.06,350.44,350.90,384.85,353.66,447.55,474.02
2002-04-07 21:42:52.870000,L7,285.54,285.97,289.99,307.42,329.65,325.09,324.83,320.51,351.05,283.21,320.43,363.77,395.02,393.68,406.23,413.33,332.17,329.75,381.13,387.78,395.76,392.88,395.60
2002-09-14 21:41:55.072000,L7,276.62,249.58,217.08,275.86,298.82,298.91,284.68,295.32,287.36,287.23,293.83,341.56,331.05,324.72,331.71,335.27,329.03,319.66,320.21,322.01,321.82,319.35,325.57
2002-11-01 21:41:54.382000,L7,318.65,300.03,318.07,325.88,360.50,358.55,369.39,372.97,361.88,354.54,359.87,373.07,371.05,370.85,373.70,372.21,264.39,255.65,273.75,275.20,366.10,358.39,341.76
