dates,satname,nzd0459-0000,nzd0459-0001,nzd0459-0002,nzd0459-0003,nzd0459-0004,nzd0459-0005,nzd0459-0006,nzd0459-0007,nzd0459-0008,nzd0459-0009,nzd0459-0010,nzd0459-0011,nzd0459-0012,nzd0459-0013,nzd0459-0014,nzd0459-0015,nzd0459-0016,nzd0459-0017,nzd0459-0018,nzd0459-0019,nzd0459-0020,nzd0459-0021,nzd0459-0022,nzd0459-0023,nzd0459-0024,nzd0459-0025,nzd0459-0026,nzd0459-0027,nzd0459-0028,nzd0459-0029,nzd0459-0030,nzd0459-0031,nzd0459-0032,nzd0459-0033,nzd0459-0034,nzd0459-0035,nzd0459-0036,nzd0459-0037,nzd0459-0038,nzd0459-0039,nzd0459-0040,nzd0459-0041,nzd0459-0042,nzd0459-0043,nzd0459-0044,nzd0459-0045,nzd0459-0046,nzd0459-0047,nzd0459-0048,nzd0459-0049,nzd0459-0050,nzd0459-0051,nzd0459-0052,nzd0459-0053,nzd0459-0054,nzd0459-0055,nzd0459-0056,nzd0459-0057,nzd0459-0058,nzd0459-0059,nzd0459-0060,nzd0459-0061,nzd0459-0062,nzd0459-0063,nzd0459-0064,nzd0459-0065,nzd0459-0066,nzd0459-0067,nzd0459-0068,nzd0459-0069,nzd0459-0070,nzd0459-0071,nzd0459-0072,nzd0459-0073,nzd0459-0074,nzd0459-0075,nzd0459-0076,nzd0459-0077,nzd0459-0078,nzd0459-0079,nzd0459-0080,nzd0459-0081,nzd0459-0082,nzd0459-0083,nzd0459-0084,nzd0459-0085,nzd0459-0086,nzd0459-0087,nzd0459-0088,nzd0459-0089,nzd0459-0090,nzd0459-0091,nzd0459-0092,nzd0459-0093,nzd0459-0094,nzd0459-0095,nzd0459-0096,nzd0459-0097,nzd0459-0098,nzd0459-0099,nzd0459-0100,nzd0459-0101,nzd0459-0102,nzd0459-0103,nzd0459-0104,nzd0459-0105,nzd0459-0106,nzd0459-0107,nzd0459-0108,nzd0459-0109,nzd0459-0110,nzd0459-0111,nzd0459-0112,nzd0459-0113,nzd0459-0114,nzd0459-0115,nzd0459-0116,nzd0459-0117,nzd0459-0118,nzd0459-0119,nzd0459-0120,nzd0459-0121,nzd0459-0122,nzd0459-0123,nzd0459-0124,nzd0459-0125,nzd0459-0126,nzd0459-0127,nzd0459-0128,nzd0459-0129,nzd0459-0130,nzd0459-0131,nzd0459-0132,nzd0459-0141,nzd0459-0142,nzd0459-0143,nzd0459-0144,nzd0459-0145,nzd0459-0146,nzd0459-0147,nzd0459-0148,nzd0459-0149,nzd0459-0150,nzd0459-0151,nzd0459-0152,nzd0459-0153,nzd0459-0154,nzd0459-0155,nzd0459-0133,nzd0459-0134,nzd0459-0135,nzd0459-0136,nzd0459-0137,nzd0459-0138,nzd0459-0139,nzd0459-0140,nzd0459-0156,nzd0459-0157,nzd0459-0158,nzd0459-0159,nzd0459-0160,nzd0459-0161,nzd0459-0162,nzd0459-0163,nzd0459-0164,nzd0459-0165,nzd0459-0166,nzd0459-0167,nzd0459-0168,nzd0459-0169,nzd0459-0170,nzd0459-0171,nzd0459-0172,nzd0459-0173,nzd0459-0174,nzd0459-0175
2006-02-26 22:04:59.098000,L5,,,,162.33,320.33,334.38,339.93,327.77,338.30,336.84,341.13,343.02,343.09,341.49,331.79,338.30,336.86,337.32,350.66,369.85,363.40,361.31,358.89,358.25,367.77,356.11,355.84,367.08,358.82,339.05,347.36,366.19,377.79,374.80,375.00,351.92,345.97,360.42,359.10,364.97,373.98,377.25,343.88,340.63,346.90,330.93,339.85,340.36,340.27,339.52,349.37,358.27,360.46,359.13,360.64,363.86,355.81,363.94,362.99,365.27,360.94,355.63,358.12,360.79,361.29,325.41,338.39,333.81,358.84,376.02,375.17,374.20,366.36,362.29,361.56,352.39,352.96,353.71,351.07,353.24,348.51,356.49,357.00,359.61,369.92,371.89,350.05,353.03,350.58,334.80,332.37,331.73,314.32,322.13,329.67,329.44,337.08,328.93,336.17,336.72,344.19,350.39,347.48,349.30,349.29,351.48,350.68,330.12,294.74,342.53,347.55,344.33,333.02,327.20,335.47,347.05,226.75,228.01,231.32,229.83,228.63,224.72,229.38,217.74,220.51,220.98,222.11,226.82,217.51,338.97,348.30,358.07,354.72,329.61,319.34,336.34,329.99,329.23,319.39,311.40,311.46,315.17,318.17,304.00,300.18,295.20,297.06,276.71,353.12,346.06,355.80,343.29,324.43,311.95,288.68,329.34,220.10,230.01,236.44,326.39,327.19,313.22,322.50,320.48,339.01,326.62,,317.45,314.98,323.11,314.17,,,329.59,358.68,373.03
2006-05-17 22:06:21.807000,L5,,,,338.37,336.53,349.76,345.60,330.15,338.38,342.02,343.34,342.05,345.57,348.75,351.50,358.05,358.49,355.39,364.05,379.95,380.22,375.94,366.32,368.01,378.64,361.67,359.85,376.21,363.10,354.97,377.65,383.31,384.30,381.10,383.06,364.65,364.78,360.91,358.31,365.23,382.17,377.61,349.15,346.66,352.10,348.16,363.03,359.67,361.45,356.02,375.84,371.44,375.10,375.82,369.73,370.06,367.38,370.34,370.27,372.85,371.57,371.48,373.61,372.78,373.55,361.72,358.13,352.43,377.07,379.08,379.05,381.95,373.03,375.88,370.13,370.51,367.66,377.39,370.11,373.48,371.70,372.27,373.84,377.03,377.79,378.94,360.35,365.98,358.44,332.96,338.17,338.29,334.09,339.48,334.33,340.68,358.24,349.43,353.02,356.94,353.18,355.15,357.86,355.82,357.11,367.31,359.60,365.11,356.91,368.27,363.71,361.61,351.48,340.51,347.91,357.45,355.68,349.04,351.01,348.54,349.62,353.72,351.00,356.50,350.42,346.45,348.67,351.55,357.36,358.22,358.82,361.60,358.03,345.85,357.84,362.02,349.15,342.68,334.51,326.19,307.67,323.97,319.35,304.56,314.33,312.49,331.91,297.94,352.51,354.03,364.82,346.58,340.34,348.63,348.97,346.18,298.42,302.82,307.88,361.91,350.43,316.74,321.65,320.42,353.84,344.95,305.91,341.50,325.55,340.44,339.74,339.14,337.15,377.36,383.63,385.08
2006-08-05 22:07:31.136000,L5,,,,,302.82,320.36,320.65,310.46,324.72,316.31,333.41,331.48,333.00,332.72,328.59,335.87,329.35,226.40,221.06,293.16,352.25,361.87,344.26,341.72,345.58,340.85,339.69,350.35,337.77,319.56,321.94,335.66,290.81,353.74,352.90,313.24,263.63,,,334.36,359.50,351.12,332.94,331.11,343.28,327.93,334.81,330.29,332.94,330.50,351.44,352.37,351.81,338.81,328.27,333.57,332.85,291.07,318.28,281.79,322.00,327.09,311.60,246.84,255.23,274.18,262.53,273.48,310.49,352.75,343.82,347.26,341.58,271.54,269.53,269.28,276.94,265.53,262.87,280.46,274.16,332.62,343.84,343.28,354.62,357.04,283.80,321.92,319.56,291.90,292.49,274.80,245.84,252.30,247.34,148.72,,,,,,,,,,,,,,,,,,,,,251.62,262.60,276.81,271.63,272.11,260.27,161.72,,,,262.16,269.17,316.75,333.81,325.03,255.63,289.33,325.80,303.22,336.83,330.75,317.99,307.08,290.95,275.94,297.86,293.73,278.12,271.46,282.49,281.67,267.89,329.28,246.44,233.11,322.07,234.47,233.16,262.04,328.35,167.12,158.56,,,,,,,,,,,,,,,207.68,188.50,286.51,341.16
2006-08-21 22:07:43.467000,L5,,,,340.34,348.77,354.33,348.97,332.41,339.12,335.67,337.35,341.91,339.87,344.68,357.55,369.40,368.90,372.41,393.70,376.16,386.12,376.88,373.05,375.78,390.06,378.22,385.31,381.66,385.99,372.67,388.63,391.26,393.97,390.76,392.56,372.46,364.33,367.33,357.20,367.01,378.04,371.77,347.62,342.39,348.08,343.19,364.58,366.97,368.32,368.25,390.18,379.11,381.95,364.26,361.82,357.10,355.72,362.29,363.55,359.98,361.42,369.22,374.52,363.73,362.85,314.52,264.86,270.33,306.61,285.18,256.60,233.38,167.55,,,235.03,252.41,228.47,254.16,245.88,236.29,268.49,263.46,339.55,348.04,366.79,352.55,356.02,352.15,328.50,332.44,328.40,339.53,344.01,344.88,340.39,364.09,359.59,361.99,357.37,353.17,353.60,357.18,357.28,355.79,357.84,359.50,360.78,374.03,368.87,375.80,369.97,355.54,349.57,357.94,351.49,345.41,348.27,352.35,350.28,352.21,350.89,360.47,360.84,365.29,359.27,358.54,357.95,369.97,362.61,350.50,357.47,345.09,355.54,364.65,368.94,355.02,338.38,323.08,317.73,299.38,306.09,312.63,299.81,305.34,319.09,346.07,309.68,354.04,344.49,349.45,346.54,333.59,354.23,349.08,357.43,206.24,264.32,268.54,269.85,246.21,245.13,250.54,258.76,257.42,267.16,262.24,267.19,264.43,248.90,250.59,265.38,265.90,244.92,375.77,377.83
2006-10-08 22:08:17.083000,L5,,,,327.53,345.06,361.89,359.19,356.32,354.97,354.03,356.81,357.04,353.16,351.15,348.89,356.27,352.71,355.18,360.02,381.27,385.54,386.02,371.13,371.88,387.93,376.81,373.14,378.80,370.64,346.35,358.48,379.35,379.17,378.51,376.89,366.14,365.38,371.99,368.45,378.92,391.04,386.21,358.61,355.88,351.95,342.67,355.05,355.27,359.69,356.23,372.66,375.60,379.01,372.51,369.46,372.89,363.20,368.55,368.04,365.79,360.64,359.66,363.79,367.56,367.92,346.96,348.50,354.61,378.21,384.79,383.93,378.63,376.34,372.00,373.03,358.01,361.92,363.54,363.38,368.45,365.17,372.17,376.38,380.31,385.35,384.86,366.48,370.57,362.24,346.64,342.84,338.07,327.97,330.80,334.45,340.13,347.96,351.23,361.20,364.41,363.09,368.30,368.52,371.05,370.25,371.19,356.89,358.14,362.03,358.74,363.15,359.95,346.49,348.87,359.24,365.68,364.66,365.26,365.76,367.84,366.71,352.26,352.90,351.47,352.31,349.12,349.49,349.56,363.59,366.80,366.13,373.35,368.46,346.62,351.41,360.50,355.86,348.24,335.70,335.07,327.11,329.85,327.09,314.48,311.42,312.69,342.57,301.37,369.38,364.55,368.79,348.44,335.31,350.47,344.18,349.25,244.23,253.60,242.88,266.62,250.67,248.44,253.95,257.22,261.87,257.92,252.18,248.70,245.58,232.45,236.83,256.55,262.71,284.78,384.96,391.03
2006-10-24 22:08:26.357000,L5,,,,296.19,327.00,343.24,338.35,334.14,335.87,341.79,342.96,346.18,346.08,350.97,350.72,354.60,358.10,348.45,353.21,370.04,369.74,366.26,353.00,348.69,368.29,359.10,357.99,370.14,360.12,343.72,359.71,379.58,382.03,367.03,369.53,354.90,355.23,354.30,353.86,357.95,375.74,375.42,356.39,355.36,366.21,358.18,360.57,353.30,353.72,348.87,368.00,364.72,361.24,354.50,354.48,349.60,346.03,351.77,354.03,357.48,361.35,359.42,362.37,354.78,354.27,331.50,332.28,330.45,351.77,362.79,361.93,348.66,347.52,343.47,333.47,298.71,281.94,235.54,245.09,306.39,352.80,350.63,346.63,322.71,352.16,357.87,341.33,340.38,341.53,323.69,323.31,325.84,313.45,325.25,332.87,333.79,331.17,335.27,340.75,337.40,344.97,345.64,348.61,354.55,356.51,358.58,356.60,354.66,359.88,359.64,358.36,351.28,337.29,336.54,342.19,345.81,346.80,345.36,355.03,353.95,356.96,351.43,353.88,352.31,347.72,333.52,338.81,341.32,345.72,350.99,341.40,350.57,350.21,333.33,335.91,344.28,335.04,325.26,312.74,299.53,264.70,310.61,311.10,308.45,311.04,315.50,334.75,299.97,356.24,348.46,358.23,350.27,337.02,345.39,338.84,340.95,294.83,293.14,290.95,253.75,321.14,281.07,291.46,307.05,330.39,332.85,311.10,334.14,323.97,286.55,,,,,,
2006-12-11 22:08:52.184000,L5,,,,,,,,266.96,324.56,328.52,331.75,331.69,334.53,333.31,337.23,352.49,348.88,351.86,358.83,375.26,368.85,365.76,352.77,340.46,353.91,345.58,338.22,353.00,347.04,331.56,349.50,371.41,379.64,375.09,373.77,357.58,349.29,360.98,354.14,350.37,362.05,360.78,333.31,327.89,335.13,327.99,337.02,351.08,358.49,350.84,359.09,361.97,360.41,356.18,355.79,341.98,334.76,339.60,341.39,342.67,342.59,344.29,354.67,363.75,362.59,329.59,345.53,338.84,360.39,369.81,358.06,352.44,347.09,341.21,340.33,339.06,341.23,344.41,351.07,359.43,353.64,359.54,358.39,361.97,362.14,365.39,339.08,333.32,329.12,314.93,314.99,313.49,307.88,315.64,325.10,332.12,338.29,334.99,337.88,338.81,342.71,343.14,334.00,329.10,334.48,330.37,332.15,327.97,287.78,335.41,349.87,347.86,331.52,331.88,337.54,338.57,343.42,338.30,331.04,329.55,329.25,327.56,330.03,329.41,329.25,336.78,333.52,335.96,339.25,342.63,341.56,346.63,344.82,332.77,316.40,337.56,326.63,316.09,297.01,295.83,282.83,290.64,291.30,280.08,278.99,282.12,271.92,247.30,328.92,316.00,319.88,320.98,313.39,239.54,269.89,326.85,170.75,164.60,,,,,,,,,,,,,,,,,,
2007-02-13 22:09:11.063000,L5,451.86,448.24,453.41,449.01,449.92,454.64,454.03,453.07,444.25,446.83,436.50,449.06,458.53,449.80,450.33,471.94,452.05,447.02,448.69,458.04,451.57,456.16,461.92,453.61,465.95,457.64,467.96,459.66,464.30,457.10,460.69,457.54,462.38,451.67,454.70,452.18,453.38,450.50,448.57,441.77,430.12,437.13,435.05,448.66,443.53,450.22,440.17,445.97,448.10,452.92,443.96,447.36,444.99,449.55,439.95,440.52,438.50,442.30,429.83,446.04,438.03,441.28,451.35,459.52,454.81,454.16,463.02,456.22,459.54,455.87,456.27,446.95,447.78,447.42,450.02,447.71,451.97,461.16,461.15,452.74,452.54,448.03,450.83,455.10,451.10,443.19,441.68,446.66,450.01,439.41,444.95,440.71,440.67,455.02,460.30,461.08,457.47,449.51,449.03,448.75,453.34,444.59,437.67,444.43,437.74,441.35,433.20,440.20,444.84,451.08,445.16,450.44,453.60,445.84,450.29,445.32,438.88,446.44,430.81,437.76,436.12,441.00,438.26,442.51,447.18,442.41,454.38,443.24,445.10,445.12,444.38,434.71,428.29,434.90,434.17,429.90,444.35,447.22,438.47,441.31,438.41,443.42,440.99,444.68,454.05,448.94,451.50,449.78,431.45,431.36,435.50,442.54,433.71,433.07,428.60,437.63,440.74,427.95,426.75,432.46,416.49,404.92,422.51,417.65,415.87,422.52,428.93,420.85,437.76,505.04,450.76,459.81,449.05,444.48,462.90,474.90
2008-02-16 22:04:45.714000,L5,,,,160.79,320.48,326.23,327.58,315.46,321.00,332.49,333.71,336.28,334.95,326.46,324.39,347.18,342.21,338.20,349.88,362.99,357.91,355.06,348.63,340.63,354.19,351.92,347.35,358.94,353.73,341.84,363.40,372.57,375.39,367.08,366.89,350.61,343.03,345.98,353.13,353.45,368.48,360.54,345.34,339.79,344.43,338.93,342.24,341.36,338.63,334.19,341.62,349.68,351.09,346.89,348.01,351.57,354.17,359.25,354.13,358.30,359.62,360.86,363.01,361.54,351.16,323.90,331.59,333.33,356.29,360.51,365.31,366.89,358.57,358.47,354.35,351.14,354.41,355.81,357.99,355.16,347.82,347.53,346.71,348.41,356.25,346.92,328.50,335.68,339.50,330.85,328.26,321.82,311.71,321.48,333.17,322.26,328.37,322.46,336.07,328.32,307.11,321.37,319.05,339.21,340.59,340.55,343.27,285.03,223.66,214.82,222.18,229.46,227.42,226.76,223.25,218.89,229.15,230.91,237.89,236.51,239.45,243.03,337.62,336.43,340.92,333.15,330.95,326.23,315.10,320.12,334.68,318.36,322.61,324.55,311.38,337.03,326.18,319.63,301.92,298.68,302.73,313.00,317.11,298.26,305.97,308.44,301.73,281.60,341.75,284.74,248.21,321.09,316.61,248.02,300.97,327.75,205.59,199.97,160.12,,,,,,,,,,261.93,313.29,310.57,186.01,213.37,327.65,352.15,355.65
2008-10-29 21:57:48.288000,L5,,,,342.69,343.91,353.78,351.10,345.24,346.05,344.76,339.84,340.37,343.97,347.52,347.17,354.04,348.04,352.30,368.78,382.93,383.73,380.72,366.18,361.96,379.13,363.48,354.32,368.30,363.27,342.15,342.59,368.75,373.65,376.14,378.80,366.74,357.59,359.23,364.57,371.64,379.01,357.15,342.31,337.98,340.91,339.39,344.22,341.70,352.23,355.49,376.85,374.91,377.86,370.54,370.75,370.39,359.31,352.41,353.10,357.36,356.72,359.68,360.86,363.32,371.41,351.32,361.72,360.07,374.56,378.78,377.61,374.16,361.36,358.14,358.83,356.19,360.21,361.92,361.98,361.53,371.40,374.62,377.43,375.48,377.04,380.01,353.81,352.36,349.62,322.86,323.92,324.62,311.33,317.80,312.97,326.19,352.83,356.23,357.48,357.68,359.72,364.07,362.90,359.08,355.32,358.75,353.37,356.11,358.57,356.06,363.66,368.22,355.51,356.80,353.12,363.82,362.72,363.02,354.92,348.96,353.04,350.14,352.88,351.06,351.06,347.07,350.81,353.93,348.25,344.55,348.33,362.91,356.34,346.31,359.57,364.66,352.78,348.00,337.95,329.88,315.47,308.92,310.96,305.38,309.06,318.07,328.85,286.48,349.35,332.85,345.59,315.21,319.33,341.66,333.96,333.09,312.94,311.82,306.72,193.52,157.82,163.41,150.99,,,,285.49,314.20,314.10,324.15,332.30,328.73,317.42,347.61,375.01,376.20
2008-11-14 21:57:28.308000,L5,,,,341.89,344.34,360.09,350.84,345.97,346.28,347.67,348.97,353.66,346.58,351.02,352.88,356.93,359.25,354.33,364.48,379.26,381.95,378.75,368.23,362.56,376.38,368.37,365.38,377.98,369.07,348.43,350.38,371.87,383.06,375.78,376.52,367.55,353.34,363.46,363.47,372.45,375.32,364.29,351.50,343.22,344.39,343.92,347.16,347.88,361.17,352.62,367.91,377.81,373.41,372.58,368.95,369.79,361.13,368.69,364.32,361.79,361.40,365.29,366.77,371.23,372.84,351.24,361.59,360.62,372.75,378.25,377.87,371.75,374.87,370.54,364.89,360.99,365.78,364.70,366.04,365.00,365.97,365.30,373.54,374.54,378.59,374.43,355.52,354.21,362.44,338.36,332.46,331.20,320.63,323.15,323.19,332.74,344.63,347.93,355.49,356.96,359.06,359.04,363.56,363.48,366.63,361.90,356.12,358.40,364.51,359.90,363.19,360.63,351.55,353.44,354.63,358.52,363.31,362.23,364.24,361.47,357.18,355.45,356.58,355.85,354.57,353.01,350.72,351.74,347.46,345.78,347.12,362.55,356.95,344.78,356.15,362.13,352.58,349.92,342.33,331.40,331.48,328.07,319.61,314.80,316.68,323.48,337.07,292.09,358.09,343.02,351.63,318.84,324.09,346.45,337.83,340.14,311.03,309.02,310.73,313.34,326.72,163.80,138.90,294.88,318.65,317.15,300.37,320.18,321.07,335.54,332.83,323.71,322.26,351.36,377.11,422.93
2009-01-01 21:58:55.309000,L5,392.73,397.61,395.10,400.48,404.66,397.90,405.74,408.00,402.38,403.09,399.46,404.17,403.73,400.96,405.86,409.31,401.34,394.35,399.75,404.05,403.77,408.11,409.52,406.77,413.83,418.34,417.88,417.98,418.09,418.44,416.52,416.15,409.86,407.43,406.34,404.95,398.16,400.11,400.51,401.18,403.30,402.12,399.18,401.85,398.86,401.71,400.72,395.49,391.58,394.15,397.53,397.22,398.40,396.23,397.72,401.91,403.48,407.40,406.71,407.99,406.54,408.13,405.65,401.26,402.02,408.91,403.09,403.63,400.91,402.35,406.79,411.83,411.82,412.49,408.90,408.53,407.26,413.71,401.15,399.85,399.55,402.31,405.42,407.92,403.75,406.47,409.01,411.17,409.36,408.36,411.77,411.55,410.60,411.32,404.90,407.95,411.08,409.47,420.13,410.32,413.81,425.66,426.85,418.56,417.32,418.23,412.67,410.09,417.77,409.76,406.57,409.29,411.17,403.59,407.09,409.16,409.71,406.20,412.52,411.41,408.45,402.86,406.51,405.02,400.28,400.81,405.71,404.18,404.24,403.70,400.33,399.99,408.37,402.05,405.55,401.00,396.89,398.05,399.39,408.14,410.89,411.38,410.82,410.59,415.15,413.92,410.76,399.24,408.51,411.17,404.90,404.97,401.19,409.40,397.35,395.98,395.33,395.43,396.07,392.39,387.58,392.55,392.51,398.21,392.46,397.72,394.92,397.98,394.49,393.56,397.47,398.08,393.42,398.15,401.27,395.10
2009-01-17 21:59:20.568000,L5,393.12,386.17,398.52,397.30,405.44,425.23,415.89,421.19,403.91,397.21,393.23,393.75,401.23,412.50,406.97,406.87,410.93,406.73,399.69,404.57,409.88,415.67,398.50,398.06,402.89,414.22,412.37,423.53,415.10,419.65,419.18,410.60,418.17,413.50,408.03,409.19,418.55,398.33,396.89,405.33,399.33,388.50,403.56,396.98,398.86,398.13,401.33,395.94,406.44,415.24,421.28,403.59,399.45,398.93,416.00,402.21,407.09,402.02,412.08,410.12,410.45,403.49,409.51,417.34,415.97,409.39,408.51,400.96,415.56,419.47,424.37,424.62,420.72,430.39,412.36,419.31,413.79,410.37,408.30,410.28,414.64,409.82,414.48,437.17,418.03,425.29,412.16,403.10,406.25,417.24,415.06,412.25,414.96,427.23,415.08,415.08,409.61,419.03,426.69,432.66,422.64,427.96,417.02,413.63,420.89,435.55,429.56,420.98,419.36,424.78,423.62,423.58,417.50,407.38,403.44,413.81,409.80,406.12,403.49,411.70,407.30,411.41,410.99,414.76,414.31,420.09,433.21,426.98,411.18,413.40,409.03,419.86,410.74,412.28,409.59,418.81,404.26,418.29,411.34,426.82,418.86,434.39,440.23,425.77,440.27,426.21,412.76,404.82,406.57,411.91,419.60,403.20,425.68,400.31,408.07,424.04,402.54,406.42,407.24,413.39,391.70,391.60,408.69,396.17,389.02,420.85,421.91,420.31,409.74,425.07,413.42,412.75,406.46,413.66,405.66,402.82
2010-12-22 22:04:05.307000,L5,252.19,266.95,160.43,159.42,330.46,338.16,339.43,330.11,332.80,333.51,335.97,351.39,351.68,353.66,355.71,363.49,358.41,357.33,362.07,367.86,365.98,358.21,354.95,343.99,363.61,350.59,349.12,374.72,370.77,354.17,367.33,378.12,382.45,376.90,374.23,361.51,345.08,347.37,350.88,354.04,356.65,346.69,345.05,346.08,350.43,352.12,355.04,361.00,366.17,360.51,359.29,359.21,357.71,359.06,357.29,360.67,354.43,357.88,368.27,370.11,369.95,368.57,373.53,374.96,372.83,355.73,354.16,350.35,363.21,365.92,369.22,369.80,363.12,367.30,371.04,365.45,370.39,369.46,365.54,368.98,367.08,364.69,361.81,362.71,360.65,357.46,348.07,346.01,349.03,345.24,341.97,342.45,334.49,342.45,344.48,351.51,358.52,344.23,345.50,344.67,346.64,353.22,350.17,351.88,350.10,359.76,353.75,360.60,356.82,361.77,360.58,363.33,336.94,340.97,340.74,347.58,347.23,347.69,346.91,349.37,356.39,359.02,356.66,356.81,352.78,356.08,350.30,345.56,336.73,334.53,341.78,334.07,345.70,345.94,332.44,345.49,335.70,331.15,321.99,322.15,314.50,319.44,330.95,318.41,315.91,316.42,307.34,295.23,347.37,335.17,342.54,336.47,336.23,341.28,330.34,343.58,308.84,303.17,238.59,317.23,305.74,278.69,251.09,288.94,325.04,340.06,314.96,259.08,336.50,341.97,341.60,341.06,318.94,352.42,372.98,370.37
2011-01-07 22:04:08.243000,L5,,,,,336.57,344.10,345.76,332.49,337.05,345.63,344.51,349.40,351.76,355.03,357.15,365.07,358.22,353.23,361.06,374.31,375.39,367.32,361.23,350.00,370.40,364.57,362.06,377.31,371.21,353.57,365.45,381.93,378.57,373.89,370.81,364.55,348.92,352.81,356.90,357.34,368.87,358.34,354.24,345.41,349.13,349.97,356.22,363.00,358.42,354.60,359.47,367.94,366.10,366.05,365.03,366.22,366.02,371.56,370.33,371.44,373.25,371.80,373.78,368.26,370.39,353.78,360.65,357.11,370.68,368.58,371.25,378.75,377.24,373.67,375.51,368.18,368.65,371.69,369.57,362.20,359.86,363.84,367.85,366.55,368.00,364.71,351.79,359.63,362.91,348.82,346.01,341.99,336.61,343.45,344.71,343.97,349.50,344.76,350.58,347.72,350.18,352.06,353.79,355.18,358.40,360.35,364.06,360.47,364.81,363.30,358.88,354.25,345.30,345.24,352.19,350.18,352.36,352.16,355.83,354.94,355.62,355.44,355.35,354.40,355.16,348.58,347.72,345.99,344.33,342.52,353.33,351.66,356.12,338.90,336.39,349.88,343.00,335.58,328.75,334.68,331.22,332.66,334.23,322.17,316.95,316.57,309.63,284.29,355.63,348.92,349.90,337.67,333.15,344.32,330.81,335.22,305.14,303.90,224.18,311.64,305.14,282.29,,295.30,323.92,337.86,310.26,335.72,334.54,335.30,334.22,337.30,325.16,359.16,374.48,372.96
2011-01-23 22:04:08.795000,L5,,,,,330.55,326.55,335.54,322.29,336.62,344.82,345.31,347.68,348.53,354.96,354.94,360.63,355.22,349.81,355.08,363.29,366.71,368.11,356.74,347.94,366.07,358.12,358.33,374.27,368.14,351.16,367.13,369.52,369.90,365.21,362.36,356.11,345.79,346.21,349.35,346.89,351.60,348.32,345.67,342.76,349.31,345.94,350.04,345.66,342.49,337.63,351.94,360.06,362.93,361.63,365.27,365.45,368.42,366.69,372.19,366.08,367.81,361.79,366.23,360.68,363.93,335.85,356.08,346.52,360.40,358.23,365.71,367.60,369.83,364.20,371.25,362.67,364.92,361.04,360.89,347.58,342.51,352.44,349.56,355.98,348.45,332.32,341.86,347.67,350.76,317.42,300.38,315.60,300.61,313.41,301.39,302.74,293.73,303.18,301.04,311.40,334.54,322.23,346.88,342.57,347.54,290.62,287.46,292.77,281.76,288.02,343.87,338.38,288.60,289.30,283.38,283.89,331.96,339.64,292.90,317.63,341.14,339.90,284.31,347.22,349.43,337.63,277.58,273.15,329.37,283.36,274.08,257.38,257.01,320.48,310.89,342.89,340.44,332.72,324.70,330.21,327.52,328.44,325.37,303.22,301.05,302.79,298.95,275.96,257.40,250.90,250.20,302.44,298.92,330.61,328.17,326.32,205.82,210.35,205.74,,,,,,,,300.50,336.20,328.86,336.17,337.21,340.24,326.30,364.53,376.54,373.83
2011-03-28 22:04:02.070000,L5,,,,,327.97,329.91,333.04,314.44,325.96,331.17,333.80,335.12,344.52,348.18,349.20,354.73,353.55,350.47,355.99,363.58,359.67,360.06,343.47,339.57,352.10,346.21,341.30,357.09,355.33,340.47,347.10,348.95,356.24,360.30,355.83,354.86,338.86,338.59,342.62,345.21,345.55,344.27,336.02,335.29,340.03,339.47,340.85,341.53,341.81,340.67,354.28,355.01,350.59,345.55,348.70,349.38,346.75,348.67,347.37,353.55,271.99,277.61,297.87,268.78,298.62,331.49,346.65,334.34,340.09,353.59,352.91,348.01,347.22,347.37,349.26,347.96,352.34,352.74,348.17,346.36,351.48,355.03,349.45,353.98,340.35,326.55,336.05,334.77,337.89,322.89,325.51,319.40,315.14,315.66,321.32,321.05,325.66,328.41,334.90,336.16,333.34,340.56,336.28,346.64,343.45,347.98,300.82,341.41,335.78,346.13,348.85,347.60,334.32,327.09,309.78,333.92,338.67,345.02,344.32,329.18,339.65,340.71,336.07,346.31,344.66,336.71,331.86,335.12,329.99,317.57,322.98,305.90,300.46,327.22,328.60,341.66,330.59,322.51,314.52,308.26,297.87,300.47,300.86,286.77,287.17,292.08,285.16,263.12,331.01,258.29,247.77,319.36,306.11,247.92,321.37,321.23,196.56,209.34,213.62,,,,,,,,,310.85,315.70,325.10,325.67,322.75,269.34,336.63,368.90,363.17
