dates,satname,nzd0190-0000,nzd0190-0001,nzd0190-0002,nzd0190-0003,nzd0190-0004,nzd0190-0005,nzd0190-0006,nzd0190-0007,nzd0190-0008,nzd0190-0009,nzd0190-0010,nzd0190-0011,nzd0190-0012,nzd0190-0013,nzd0190-0014,nzd0190-0015,nzd0190-0016,nzd0190-0017,nzd0190-0018,nzd0190-0019,nzd0190-0020,nzd0190-0021,nzd0190-0022,nzd0190-0023,nzd0190-0024,nzd0190-0025,nzd0190-0026,nzd0190-0027,nzd0190-0028,nzd0190-0029,nzd0190-0030,nzd0190-0031,nzd0190-0032,nzd0190-0033,nzd0190-0034,nzd0190-0035,nzd0190-0036,nzd0190-0037,nzd0190-0038,nzd0190-0039,nzd0190-0040,nzd0190-0041,nzd0190-0042,nzd0190-0043,nzd0190-0044,nzd0190-0045,nzd0190-0046,nzd0190-0047,nzd0190-0048,nzd0190-0049,nzd0190-0050,nzd0190-0051,nzd0190-0052,nzd0190-0053,nzd0190-0054,nzd0190-0055,nzd0190-0056,nzd0190-0057,nzd0190-0058,nzd0190-0059,nzd0190-0060,nzd0190-0061,nzd0190-0062,nzd0190-0063,nzd0190-0064,nzd0190-0065,nzd0190-0066,nzd0190-0067,nzd0190-0068,nzd0190-0069,nzd0190-0070,nzd0190-0071,nzd0190-0072,nzd0190-0073,nzd0190-0074,nzd0190-0076,nzd0190-0077,nzd0190-0078,nzd0190-0079,nzd0190-0080,nzd0190-0081,nzd0190-0082,nzd0190-0083,nzd0190-0084,nzd0190-0085,nzd0190-0086,nzd0190-0087,nzd0190-0088,nzd0190-0089,nzd0190-0090,nzd0190-0091,nzd0190-0092,nzd0190-0093,nzd0190-0094,nzd0190-0095,nzd0190-0096,nzd0190-0097,nzd0190-0098,nzd0190-0099,nzd0190-0100,nzd0190-0101,nzd0190-0102,nzd0190-0103,nzd0190-0104,nzd0190-0105,nzd0190-0106,nzd0190-0107,nzd0190-0108,nzd0190-0109,nzd0190-0110,nzd0190-0075
2014-08-20 22:06:06.726000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.67,451.31,455.57,432.95,476.99,480.86,,,,,,,,,,,424.64,431.85,424.96,,,,,,,,,,,,,,,,,,405.56,397.78,409.09,412.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:06:16.124000,L8,,,,418.36,434.48,408.71,391.83,,,,,,,,,,,,,,,529.13,534.55,460.95,468.17,443.49,,,442.96,474.79,471.64,469.76,470.71,466.71,,489.59,426.96,429.12,397.58,375.02,364.55,,,,,385.63,375.36,406.58,387.66,388.44,409.43,,,,379.32,398.07,408.20,399.45,391.25,374.64,387.74,393.57,405.76,419.95,364.45,395.99,384.93,371.88,360.73,368.07,365.96,371.55,363.82,370.02,373.55,368.80,366.96,372.73,338.86,334.59,381.72,383.81,399.87,374.86,345.43,350.60,349.58,357.80,349.52,357.35,362.51,364.57,353.20,360.68,360.94,,344.31,333.58,345.76,354.40,355.90,342.06,342.69,338.00,332.88,336.28,352.15,356.90,367.33,473.31,369.32
2015-01-18 22:12:12.651000,L8,,163.60,186.91,205.12,238.34,263.20,198.09,205.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.79,380.21,369.13,359.05,,,,,,,313.91,298.34,287.03,289.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12 22:05:51.250000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.28,
2015-02-28 22:05:48.437000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.34,489.01,,442.69,457.58,477.01,,479.56,474.98,475.31,485.25,,,,,,,,,,,,,,,,519.61,533.74,522.82,,,,516.64,437.77,
2015-05-10 22:11:16.438000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.42,345.13,378.67,322.61,,,542.62,530.77,528.35,478.65,550.27,,,,,,465.70,452.04,385.69,410.26,396.57,381.27,386.03,404.53,420.35,429.80,403.88,386.37,380.54,388.33,404.79,383.32,,,,,327.35,316.48,306.81,,,305.98,304.62,302.99,309.83,259.64,,337.31,301.83,332.26,355.84,356.71,352.37,353.93,362.56,,233.12,235.34,243.31,241.48,,208.63,281.36,294.96,288.01,245.88,278.79,,,
2015-07-22 22:05:37.569000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.87,469.80,453.32,424.98,426.32,440.71,455.24,444.01,,,,,,,253.28,311.92,305.83,,,,430.84,473.11,475.04,454.09,463.65,463.68,470.53,482.51,512.35,516.63,525.38,509.32,253.03,364.47,387.56,386.01,529.84,201.24,500.68,445.80,,253.41,254.09,344.54,324.08,315.25,238.91,,413.76,209.10
2015-12-20 22:12:21.455000,L8,,256.42,180.20,190.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.88,240.89,233.64,,,,,,,,,,,,,
2016-03-09 22:12:04.857000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.81,232.88,225.97,216.51,228.57,217.61,201.83,195.03,187.23,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25 22:11:56.307000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.28,459.94,516.18,,,,,,,,,,,,461.48,448.60,441.79,,,,,,376.19,369.61,385.35,527.84,517.19,514.13,384.95,400.30,416.72,403.03,543.90,494.74,435.07,297.04,325.32,269.63,329.28,329.70,313.60,307.20,335.83,305.46,468.74,449.91,522.00,448.96,458.14,462.56,465.18,362.55,408.09,455.67,510.78,511.96,476.89,365.65,195.45,257.24,314.64,242.33,275.54,342.40,278.91,243.59,278.60,277.26,267.51,316.48,396.47
2016-07-24 22:06:01.938000,L8,308.19,376.92,344.89,489.74,505.36,,,,,,,,287.17,235.11,,542.48,469.22,474.17,527.37,527.91,540.63,,,,,,517.70,487.46,471.11,464.31,441.32,451.44,525.04,518.34,499.72,494.51,462.56,,374.53,343.97,304.85,362.06,351.16,394.21,379.19,335.27,388.63,387.53,381.54,379.49,400.43,385.00,391.05,409.06,432.73,427.76,421.77,430.33,428.66,439.96,454.45,443.84,478.71,433.68,410.00,360.71,414.69,383.25,,432.27,410.40,391.06,380.01,360.79,360.15,367.64,391.47,390.85,392.05,407.94,348.08,359.20,385.92,375.33,384.26,401.62,389.23,360.85,355.75,344.60,351.29,341.66,349.67,376.42,392.92,518.78,465.74,451.24,419.41,431.11,387.02,364.96,373.40,381.36,314.25,343.99,336.91,371.95,504.56,438.80,372.55
2016-08-16 22:12:17.658000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.14,310.40,318.31,304.53,277.31,,,,,,,,,,,,,,,217.96,240.47,242.71,231.78,237.94,217.60,,,221.94,254.00,210.33,199.42,186.94,187.01,,,,,,,,,,,,,,,,,,,
2016-10-12 22:06:21.213000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.75,229.52,
2016-10-28 22:06:23.178000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,523.69,506.09,455.40,436.35,430.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.36,474.49,
2016-12-15 22:06:18.115000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.96,468.67,
2017-02-08 22:12:10.910000,L8,,160.04,176.73,208.74,241.16,205.85,183.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.45,411.72,399.16,361.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.21,267.48,287.66,311.24,231.94,232.73,237.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.73
2017-06-09 22:05:42.375000,L8,,,,,,,,,,,,,,,,,,,,,,,427.44,419.80,469.39,260.31,361.00,299.11,294.04,,216.48,249.81,,,,,,,,,274.01,298.98,332.90,363.23,368.42,,,,,,,249.61,290.39,341.96,,,,,,,,,,,,,,,,,,356.25,344.48,353.24,354.85,341.39,337.71,349.87,,,,,,,370.22,396.19,338.72,359.33,378.99,372.54,,,406.49,381.88,263.07,308.66,317.52,421.42,349.76,225.14,273.40,332.75,383.01,374.13,,,,,324.01,468.19,359.26
2017-09-04 22:12:19.532000,L8,251.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.10,214.34,225.97,220.97,242.12,230.23,203.96,193.53,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16 22:06:16.377000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.33,442.60,
2017-12-02 22:06:10.894000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.51,301.48,281.07,,,,,,,,,,,,,,,401.44,471.56,502.48,,188.97,256.55,275.70,302.21,231.51,262.56,336.27,363.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.58,359.88,284.44,502.68,
2018-03-31 22:11:39.851000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.50,225.10,246.84,246.70,238.12,,,,,,215.12,224.91,238.95,244.14,230.54,225.24,224.33,219.74,226.84,198.45,216.36,221.12,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16 22:11:30.626000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.17,524.43,518.53,496.50,459.78,442.37,447.60,434.86,399.35,368.56,325.01,322.59,321.49,313.50,347.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02 22:11:21.824000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.85,332.61,324.99,,,,,,,,,,,,,,,222.58,223.14,236.09,254.49,249.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.05
2018-06-28 22:05:04.262000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.42,282.95,302.63,317.64,336.48,360.30,350.61,353.90,374.73,381.23,396.09,,,,,336.01,338.68,338.27,343.07,346.27,354.42,,319.01,315.33,306.66,313.95,294.84,339.87,,,344.68,351.55,320.90,332.75,344.60,302.16,335.19,332.42,345.20,356.81,367.26,376.28,372.84,364.87,348.92,362.49,,,363.90,370.69,360.74,361.72,380.68,374.89,390.05,400.85,404.67,360.34,365.58,326.18,358.09,345.53,361.63,361.13,362.13,375.45,384.09,,,,356.83
2018-08-06 22:11:34.242000,L8,,164.20,191.77,225.02,305.06,303.01,288.81,223.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.11,537.54,457.11,456.81,,,492.23,486.92,493.36,428.02,375.31,,482.84,473.41,376.33,342.63,368.95,,,,386.50,369.94,384.50,366.51,365.45,365.67,357.08,494.48,473.38,,289.08,222.01,255.32,230.11,239.86,255.15,323.49,330.44,282.92,285.13,311.83,312.55,319.00,351.90,330.85,309.40,300.48,296.11,211.00,247.02,273.84,297.68,
2018-10-18 22:05:53.709000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.11,500.47,503.61,525.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.67,505.37,513.19,533.31,526.69,512.86,179.69,213.36,454.03,
2019-02-07 22:05:47.667000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.77,460.84,438.00,,,,,,,487.57,454.01,475.24,,,,,,500.88,496.04,488.43,471.47,,,,,,,,,,,,298.72,317.86,319.73,335.40,360.32,,,,,,,,,,,,,,,359.38,425.58,440.93,439.07,,,,,345.65,359.09,364.68,,,539.08,454.12,414.57,410.11,428.59,452.55,513.72,179.26,206.42,479.69,
2019-02-23 22:05:44.581000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.50,346.56,350.61,369.91,371.58,,,,,360.82,397.15,381.60,,,,,,,,,,355.66,375.82,394.66,385.49,,,,,,,,,200.91,367.12,452.96
2019-03-02 22:11:53.254000,L8,,166.96,199.29,233.64,261.55,276.67,241.97,295.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.42,527.53,489.66,,,,545.00,547.95,561.39,538.11,528.09,531.37,534.02,,,,,,498.49,487.07,483.01,476.90,,,,,,,,,,,,,,,,,,,,,,,226.66,194.80,208.22,211.76,227.32,,221.76,219.14,256.12,261.19,221.85,,,,,,,,,,,,,,,,,319.56,
2019-04-19 22:11:38.574000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.79,270.11,254.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21 22:06:25.884000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.82,228.52,
2019-11-06 22:06:24.678000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.43,403.45,438.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.65,449.08,433.57,,,,,,,,,176.98,515.40,484.07,
2020-01-09 22:06:13.711000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.26,
2020-02-10 22:06:04.888000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.16,
2020-03-13 22:05:54.202000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,525.22,471.99,471.70,466.18,428.91,436.54,439.95,422.97,427.27,402.34,389.84,425.31,374.08,,329.55,348.75,366.28,377.09,,,,,,,,243.88,232.57,315.89,310.00,328.31,329.00,328.26,344.74,363.60,174.25,221.90,236.64,232.15,219.51,443.50,399.81,446.46,,422.96,444.28,437.77,337.08,326.42,330.64,357.84,388.42,,,,376.30,365.30,408.95,409.91,376.15,381.59,382.79,365.57,386.33,397.62,404.79,422.22,433.55,448.91,,,,386.04,385.21,387.00,388.95,417.70,424.13,403.66,384.69,397.48,391.52,177.84,205.99,510.02,343.27
2020-09-21 22:06:18.848000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.44,396.43,391.28,383.24,366.86,364.65,367.45,374.74,374.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.09,399.63,397.27,,,,,,,,,,,,,,,,,,,,384.16,
2020-09-28 22:12:31.294000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.24,514.57,489.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01 22:12:33.941000,L8,,167.46,204.62,227.63,294.03,303.65,296.65,234.92,,168.31,251.36,179.97,173.09,176.67,,,,,,,,,,,,,,,519.75,486.90,461.06,443.33,421.28,388.08,380.90,386.14,,381.51,376.89,343.90,350.43,384.36,362.12,409.25,406.79,402.45,388.96,382.86,396.10,386.52,383.83,407.90,396.73,191.80,245.66,242.60,338.37,309.91,300.69,295.81,,275.29,275.94,275.64,261.60,258.23,233.13,224.30,224.70,217.89,193.36,,181.42,204.51,222.56,233.53,209.51,197.26,204.29,208.60,192.98,188.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.77
2020-12-17 22:12:33.334000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.25,301.23,290.11,277.55,,,,,,,,,,451.87,450.22,507.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.93
2020-12-26 22:06:20.557000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.16,234.88,254.88,,364.87,335.14,334.49,,,,,,,,,377.08,389.90,398.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.70,339.84,353.29,355.14,374.37,344.86,376.24,384.24,,,,,,,,,,560.90,541.36,452.54,520.09,364.50,424.05,352.92,,,,,,,,203.97,323.63,
2021-01-11 22:06:14.248000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.94,
2021-02-03 22:12:20.196000,L8,,166.84,195.97,252.20,349.24,311.42,305.99,240.73,,207.61,288.94,233.36,238.77,186.37,,,,,,,,,,,,,,,,,,,,,,,,,,518.87,475.88,491.97,486.28,,,,,,,,,,216.85,213.58,252.98,244.70,257.85,,,,,,,534.59,531.08,506.44,,,376.24,375.61,355.44,356.12,351.02,345.87,323.21,,,,,,441.24,444.15,439.47,,,,,,,,,,,,,,,,,,,,,,,,,187.05,240.18,212.90,
2021-02-12 22:06:07.348000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.49,289.42,277.44,320.14,,,,,,,354.66,368.83,389.79,,406.92,392.69,387.39,,,,,313.22,309.06,289.99,309.02,223.16,269.81,280.90,285.16,278.48,267.27,272.39,266.24,242.31,,,295.54,317.35,301.77,306.97,332.30,328.09,311.98,532.06,494.97,462.07,456.58,481.86,350.71,351.71,304.94,310.64,361.80,330.16,360.68,339.57,364.41,,,,,,342.71,360.18,360.44,359.48,362.10,373.61,357.16,479.08,343.18,318.65
2021-04-01 22:05:48.357000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.95,494.95,473.78,446.47,446.84,447.75,,,,,402.42,425.41,445.94,466.66,458.43,479.58,461.22,504.87,511.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.96,374.94,377.64,373.93,400.45,,,,,,338.57,357.46,390.17,,,,,,,,,,,,,,,,,,,,,511.18,479.48,
2021-05-26 22:11:55.028000,L8,,163.12,192.01,234.84,291.06,301.77,295.88,285.69,,,,,,,,,,,,,,,,,,,,,,545.37,514.83,483.51,449.61,,,363.38,369.29,361.79,360.10,353.55,338.39,346.29,362.28,343.18,394.13,397.96,399.83,384.51,411.22,417.06,388.56,388.93,415.81,388.04,387.76,389.37,363.85,342.82,310.52,312.11,289.93,277.35,264.27,216.97,237.38,229.59,235.80,231.62,214.76,214.44,193.28,199.11,,,,,196.70,194.58,199.33,209.19,214.56,194.84,190.28,188.72,182.24,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11 22:12:02.001000,L8,,,184.88,227.79,280.23,299.69,291.15,284.11,,,,,,,,,,,,,,,,,,,,,,,,,470.59,444.74,426.79,,,397.19,376.51,366.13,,,,,505.03,516.08,523.60,535.79,513.93,,,397.38,418.33,193.49,246.84,241.42,244.18,,,,,289.74,287.62,266.66,269.14,242.13,217.70,221.08,202.65,195.05,202.32,211.87,200.34,195.56,211.49,207.26,202.56,218.66,229.43,219.83,218.49,185.03,185.35,234.05,240.61,258.84,244.49,,,,,,,,,,,,,,,,,,,,,,,,203.64
2021-06-20 22:05:53.843000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.39,544.54,551.26,545.00,,387.00,420.50,371.70,340.02,397.50,410.44,,,,,,348.21,337.29,364.93,,,,,,,,,,,,,,,,,,322.61,315.39,,,,,,,,,,,,,,,,,,,,205.17,
2021-09-24 22:06:20.847000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.41,404.57,389.13,373.24,341.41,326.57,324.80,316.00,313.11,311.33,297.64,298.37,319.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.05,279.54,284.99,277.69,272.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.98,453.33,314.19
2021-11-06 22:12:48.299000,L9,,,,,,,,,,,,,,,,,,,,,,,536.61,526.47,503.86,479.11,423.64,405.34,390.33,382.46,364.83,353.27,351.99,342.32,317.64,290.03,305.05,296.42,285.62,279.41,261.17,285.56,297.24,287.34,340.70,338.38,348.46,331.53,378.66,,,,,,,,371.33,349.95,333.49,341.37,315.79,315.99,311.62,306.20,286.03,,,257.45,229.18,252.79,242.50,223.58,243.13,243.37,250.33,292.98,295.61,313.60,310.56,290.32,,330.13,337.60,285.53,315.74,320.63,328.45,320.74,319.70,319.87,293.61,319.23,328.01,299.56,342.60,345.64,342.98,343.84,340.83,350.91,313.57,292.99,323.26,326.14,327.17,331.55,333.67,182.34,213.09,482.09,274.97
2021-11-18 22:12:32.734000,L8,,158.17,174.27,195.30,247.48,266.31,186.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.81,212.66,207.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-20 22:12:32.197000,L8,,170.65,203.06,226.70,349.29,311.69,299.54,244.67,,195.17,216.61,232.08,244.35,187.90,,,,,,,,,,,,,,,,,,,463.13,439.36,432.96,392.73,,341.48,341.33,328.75,,342.72,362.65,363.25,379.12,405.29,413.87,416.28,436.21,,,228.34,210.21,503.80,503.82,481.03,379.40,373.64,358.73,,,,,266.81,258.60,227.81,225.92,215.41,203.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.04,200.53,197.95,
2022-01-05 22:12:27.579000,L8,,,187.01,212.01,252.83,257.20,235.63,235.85,235.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29 22:12:29.484000,L9,,164.01,191.29,227.84,301.33,307.83,302.11,291.31,,211.34,290.49,229.30,237.51,185.75,180.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.16,178.38,210.95,236.61,244.95,242.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14 22:12:25.004000,L9,,165.15,195.16,221.12,344.43,305.13,268.38,221.91,173.54,211.05,290.37,227.52,239.74,177.06,,,,,,,,,,,,,,530.96,517.12,507.47,473.82,,473.34,451.29,438.94,420.86,421.39,388.29,361.58,361.50,346.43,411.79,385.72,385.61,397.14,,,,496.11,477.66,485.61,471.35,456.06,441.44,430.03,440.38,409.21,396.39,398.44,,336.89,329.40,289.46,306.69,264.45,263.66,232.28,,,,,,,,,,,,,,,,,,208.09,180.94,196.57,213.20,186.88,178.93,,,,,,,,,,292.18,290.50,337.94,346.31,348.36,343.79,324.67,,,,,
2022-02-22 22:12:14.581000,L8,,163.07,187.05,214.03,257.75,263.55,223.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.02,252.22,249.15,245.26,200.87,224.12,,,,,,245.54,234.63,226.36,236.06,228.07,,,,,,
2022-02-23 22:06:08.091000,L9,442.62,403.35,284.61,238.00,347.05,427.43,416.49,,,,,,,,,,,,,,,,,,,,,,,,515.02,500.43,477.04,447.17,,,,,,,461.61,467.90,502.69,525.74,523.80,,,,,,,,,182.30,227.35,241.54,238.96,,,,,,,,,,,448.63,414.75,403.73,385.60,,,,,,,,,,,,,,,,,437.45,433.21,464.03,472.75,,,,430.00,519.98,428.10,476.10,481.45,482.98,,,,,,,,,506.56,535.66,
2022-03-18 22:12:12.996000,L9,274.04,223.24,200.86,229.46,313.93,302.30,291.39,269.17,,353.84,395.38,,496.85,531.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.42,346.47,371.21,,,,,,419.08,423.07,406.26,408.98,371.05,372.35,267.35,365.50,,,,292.43,284.22,265.28,251.03,237.65,476.93,529.39,516.56,,332.10,504.46,297.38,309.93,352.16,,,,,,,,,,,477.36,411.79,507.32,504.43,513.02,439.74,,,,,,,,,,,,,,,,,,,,,
2022-04-03 22:12:09.317000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.96,446.94,424.02,,,432.98,269.62,241.48,,,538.97,508.67,290.10,267.72,254.39,371.32,416.04,305.67,,,,,182.52,190.81,194.67,192.50,197.20,213.61,200.89,210.41,216.10,199.74,179.81,,,,,,,,225.03,229.89,228.18,224.60,,,,,,,,,,,,,,,,209.05
2022-04-27 22:11:58.499000,L8,,,181.64,200.26,245.95,296.21,288.48,165.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.25,466.94,464.16,469.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 22:05:47.053000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.85,328.45,318.25,328.32,317.75,350.97,344.30,342.28,346.18,351.82,357.31,344.42,353.34,362.45,365.51,,,,,,,,,,,,,,,,,,,,,438.53,324.63
2022-05-22 22:05:58.595000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.84,534.22,526.82,,,,,,,,,,,,,,,336.32,335.75,324.82,318.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-22 22:12:02.661000,L9,,163.99,190.93,222.61,347.46,304.67,297.63,246.88,274.43,273.16,291.45,274.86,236.86,218.75,187.15,,,,,,,,,,,,,,,,,,,,,,,,,482.80,438.47,,,,,,,,,,,199.13,183.65,199.57,218.31,230.14,231.98,,,,,,,464.96,457.52,440.69,399.33,391.41,342.72,307.52,326.21,327.53,285.43,288.38,304.73,325.21,277.25,270.09,274.95,267.12,298.46,246.80,305.87,229.42,355.65,260.55,337.39,319.60,314.39,285.47,,,,,,,,,,,,,,,,,,,,,271.67
