dates,satname,nzd0148-0000,nzd0148-0001,nzd0148-0002,nzd0148-0003,nzd0148-0004,nzd0148-0005,nzd0148-0006
1999-09-20 21:58:32.521000,L7,291.86,,,,,,
1999-09-27 22:04:48.949000,L7,320.89,275.44,291.76,301.29,229.40,322.06,356.75
1999-11-14 22:04:42.286000,L7,324.86,262.92,288.85,203.96,221.14,246.33,
1999-12-25 21:58:52.197000,L7,324.05,262.86,,,,,
2000-03-30 21:58:09.573000,L7,332.42,277.29,,,,,
2000-03-30 21:58:33.541000,L7,332.34,276.52,,,,,
2000-05-24 22:03:46.662000,L7,266.66,,307.99,,,214.82,256.69
2000-09-13 22:02:26.190000,L7,314.10,182.03,195.09,,,242.15,200.60
2000-09-22 21:56:05.544000,L7,314.62,,,,,,
2000-09-22 21:56:29.431000,L7,326.56,269.65,285.45,190.67,,,
2000-10-15 22:01:56.204000,L7,328.78,269.09,309.56,300.52,296.21,319.63,344.99
2000-12-11 21:56:00.959000,L7,337.41,271.12,296.60,238.22,225.73,245.49,208.74
2001-01-03 22:02:12.432000,L7,328.74,275.18,301.18,235.19,,,
2001-01-12 21:56:30.696000,L7,341.55,277.22,297.09,217.12,160.07,,256.01
2001-02-13 21:56:03.778000,L7,324.67,267.57,,,,,
2001-03-01 21:55:57.624000,L7,325.08,180.36,,,,,
2001-03-01 21:56:21.596000,L7,324.73,188.99,,,,,
2001-03-17 21:56:16.575000,L7,308.45,168.07,,,,,
2001-03-24 22:01:59.719000,L7,306.09,267.66,,,,,
2001-06-12 22:01:24.980000,L7,,,310.26,210.12,324.63,242.33,326.42
2001-08-08 21:55:01.113000,L7,260.50,,,,,236.38,316.43
2001-08-15 22:00:38.680000,L7,,,292.08,313.25,297.17,321.27,325.73
2001-09-09 21:54:12.928000,L7,,,,,,320.79,322.76
2001-09-09 21:54:36.880000,L7,308.40,164.61,,,,272.13,319.52
2001-09-25 21:54:04.740000,L7,384.25,388.66,402.57,324.40,333.48,390.05,545.65
2001-09-25 21:54:28.694000,L7,330.95,265.46,288.02,,,,
2001-10-11 21:53:46.024000,L7,161.08,273.47,285.04,,,245.95,206.97
2001-10-11 21:54:09.862000,L7,337.09,273.86,309.21,242.17,240.00,326.59,301.24
2001-12-05 22:00:18.987000,L7,317.07,261.06,,,,311.25,313.74
2002-01-06 22:00:31.992000,L7,327.88,266.73,190.31,237.46,216.74,,
2002-01-22 22:00:40.906000,L7,329.27,274.76,294.98,247.93,285.53,320.42,369.04
2002-01-31 21:54:26.647000,L7,171.32,273.90,280.13,213.39,,,
2002-02-16 21:54:54.191000,L7,334.11,204.42,,,,312.79,313.25
2002-02-23 22:00:43.620000,L7,334.63,274.87,196.18,,,,
2002-04-28 22:00:38.357000,L7,299.33,,288.17,191.96,325.33,322.89,321.71
2002-07-01 22:00:15.186000,L7,,,,,,,258.31
2002-08-18 21:59:57.690000,L7,266.03,,289.55,238.42,,325.26,322.16
2002-08-27 21:54:00.253000,L7,308.33,168.33,270.87,241.38,220.14,312.68,313.69
2002-10-14 21:53:19.813000,L7,328.70,261.31,286.72,244.62,228.12,323.15,321.55
2002-11-06 21:59:41.879000,L7,321.53,267.22,286.53,243.99,224.58,321.74,336.86
2002-12-01 21:54:16.937000,L7,316.49,257.99,,,,,
2002-12-24 22:00:09.147000,L7,323.83,265.26,285.43,236.19,,314.20,
2003-01-18 21:54:06.301000,L7,334.68,273.81,,,,325.27,
2003-01-25 22:00:18.779000,L7,322.36,270.87,,,,318.66,313.09
2003-05-10 21:54:46.466000,L7,286.32,,,,,,
2003-08-06 21:42:27.230000,L5,283.79,174.31,263.82,290.25,248.51,311.22,199.08
2003-08-06 21:42:51.203000,L5,269.01,,,,,,231.49
2003-08-13 21:48:45.123000,L5,291.61,165.78,282.70,281.14,257.56,280.82,328.41
