dates,satname,nzd0329-0000,nzd0329-0001,nzd0329-0002,nzd0329-0003,nzd0329-0004,nzd0329-0005,nzd0329-0006,nzd0329-0007,nzd0329-0008,nzd0329-0009,nzd0329-0010,nzd0329-0011,nzd0329-0012
1999-10-13 22:06:24.714000,L7,469.82,452.75,457.51,450.96,528.57,526.07,526.90,469.88,534.49,428.32,493.79,331.77,344.44
1999-12-16 22:05:57.846000,L7,,,,,275.42,246.62,198.96,180.77,213.22,183.00,,242.88,225.42
1999-12-16 22:06:21.817000,L7,,,,,289.49,246.92,208.31,182.30,254.19,187.81,,252.18,
2000-10-31 22:03:22.696000,L7,,,266.67,210.62,200.55,276.66,268.59,285.85,280.81,251.46,,,
2001-11-03 22:01:22.838000,L7,336.02,343.20,334.65,337.71,321.61,544.63,521.56,491.13,532.32,329.76,340.56,341.42,376.89
2001-11-03 22:01:46.660000,L7,283.69,247.33,,,262.77,278.54,269.70,286.00,285.85,251.39,257.55,269.44,295.47
2001-12-21 22:02:05.831000,L7,324.85,,323.78,270.19,230.11,307.99,279.33,297.10,302.84,314.99,274.26,252.15,330.22
2002-01-29 22:07:57.272000,L7,361.71,355.90,345.47,344.17,332.28,331.29,333.20,325.34,333.24,340.69,346.00,346.69,355.55
2003-10-16 21:50:55.996000,L5,286.92,273.04,260.09,207.44,162.11,255.39,266.48,248.54,268.54,237.39,,,
2003-10-16 21:51:19.969000,L5,277.09,268.24,247.69,198.97,155.34,249.67,263.50,235.78,257.04,,,,
2003-12-03 21:51:55.424000,L5,230.67,259.48,261.23,209.93,,214.00,250.79,251.52,267.92,259.90,,,
2004-01-04 21:51:46.048000,L5,,,,,,,262.60,191.61,242.78,188.03,,,
2004-01-04 21:52:10.021000,L5,223.09,276.52,255.66,210.57,167.23,,264.22,247.75,247.35,198.56,,,
2004-11-10 22:04:11.885000,L5,253.87,275.19,252.52,191.89,,,,,,,,,
2005-01-29 22:05:29.709000,L5,272.40,270.31,279.32,250.02,253.93,,,,,,,,
2005-02-23 21:59:43.397000,L5,278.64,282.19,266.50,207.32,170.30,,,,,,,,
2005-02-23 22:00:07.370000,L5,272.34,279.65,260.06,203.47,166.94,,,,,,,,
2005-03-11 21:59:55.791000,L5,293.43,275.75,253.25,199.12,169.17,,,,,,,,
2005-09-19 22:01:08.704000,L5,271.76,263.44,214.24,186.53,160.68,,,,,,,,
2005-09-19 22:01:32.820000,L5,271.34,262.57,216.16,188.74,162.71,,,,,,,,
2005-11-22 22:01:34.747000,L5,254.36,258.23,256.45,195.88,164.29,263.04,269.72,259.10,258.17,222.51,,,
2005-11-22 22:01:58.720000,L5,265.44,262.81,263.42,229.68,171.05,265.61,272.13,262.62,263.82,260.20,,,
2006-10-24 22:07:14.438000,L5,252.32,271.42,246.01,196.97,161.74,253.96,265.22,247.26,240.07,184.53,,,
2006-10-24 22:07:38.411000,L5,265.65,276.05,254.41,249.18,170.48,262.08,268.13,253.09,253.02,229.72,,,
2006-10-31 22:13:29.135000,L5,264.22,262.93,266.96,276.68,268.82,278.93,272.94,264.89,266.98,252.14,258.17,254.88,277.56
2007-02-04 22:14:09.375000,L5,232.87,278.83,253.54,207.36,157.77,249.87,267.62,255.15,246.38,,,,
2007-10-02 22:12:06.896000,L5,262.96,255.00,234.47,179.52,,,,,,,,,
2008-10-29 21:56:36.227000,L5,253.37,271.34,245.22,211.85,156.27,188.73,262.89,235.08,241.91,,,,
2008-10-29 21:57:00.343000,L5,264.97,271.88,249.01,216.55,157.55,224.15,262.03,244.69,244.08,,,,
2009-01-24 22:04:30.805000,L5,236.78,260.65,247.01,184.78,164.16,255.48,274.81,182.68,256.51,,,,
2010-10-10 22:09:11.852000,L5,262.35,263.70,246.55,174.58,,253.49,261.40,264.69,246.07,,,,
2011-01-07 22:02:56.182000,L5,237.15,273.10,261.79,198.63,160.41,246.88,254.54,250.12,246.49,,,,
2011-01-07 22:03:20.155000,L5,265.00,279.56,269.45,212.06,237.82,254.33,262.90,255.45,256.11,247.84,,,
