dates,satname,nzd0198-0000,nzd0198-0001,nzd0198-0002,nzd0198-0003,nzd0198-0004,nzd0198-0005,nzd0198-0006,nzd0198-0007,nzd0198-0008,nzd0198-0009,nzd0198-0010,nzd0198-0011,nzd0198-0012,nzd0198-0013,nzd0198-0014,nzd0198-0015,nzd0198-0016,nzd0198-0017
1999-09-29 21:52:52.243000,L7,298.42,211.41,269.70,313.23,303.62,309.45,299.88,286.05,296.29,293.61,282.52,275.89,291.91,300.10,296.78,294.22,210.51,209.71
1999-10-15 21:52:49.322000,L7,233.67,172.06,255.79,306.12,286.20,303.77,297.26,269.89,258.84,241.69,273.36,264.77,184.45,289.90,292.33,208.80,213.24,208.59
1999-12-25 21:58:52.197000,L7,404.70,390.14,376.31,384.63,378.64,383.29,392.83,399.75,389.58,397.41,391.56,399.95,398.53,415.62,376.65,405.39,384.10,381.32
2000-02-04 21:52:37.377000,L7,277.94,201.02,272.24,307.67,299.02,308.56,295.09,228.77,234.14,248.13,272.31,267.63,289.41,215.71,296.71,293.33,215.73,
2000-02-20 21:52:29.720000,L7,242.59,242.99,225.70,309.93,302.06,310.40,294.87,229.02,260.41,279.28,267.55,268.58,175.48,292.66,299.81,290.22,217.29,210.51
2000-03-14 21:58:35.291000,L7,240.21,212.76,270.81,250.45,208.23,306.33,290.10,225.27,245.90,210.10,237.75,268.07,162.67,289.50,295.28,270.73,210.90,
2000-03-30 21:58:33.541000,L7,234.20,191.51,266.41,189.10,202.69,305.96,273.70,224.68,241.04,278.51,287.84,273.01,244.69,295.91,295.67,227.23,209.26,
2000-05-17 21:58:07.485000,L7,,264.91,300.23,312.55,310.32,317.92,314.72,310.09,312.69,299.91,298.63,294.69,301.03,307.59,307.40,299.41,243.17,216.15
2000-05-26 21:51:48.668000,L7,315.52,308.81,315.30,322.41,322.28,325.84,330.01,331.29,321.87,315.61,312.99,310.31,312.66,320.21,317.27,313.29,258.66,232.32
2000-08-05 21:57:08.715000,L7,182.35,210.80,283.52,312.21,308.18,309.82,268.85,171.08,265.01,292.77,278.25,273.84,253.46,296.65,296.12,290.13,,
2000-08-14 21:50:56.232000,L7,245.39,207.73,266.84,314.36,302.82,313.02,305.25,224.66,198.36,297.14,296.43,292.88,296.61,302.55,305.15,294.40,210.71,
2000-09-15 21:50:25.712000,L7,379.24,360.88,368.74,371.02,373.38,312.04,312.67,309.53,273.86,296.55,292.12,293.93,248.21,301.16,297.07,292.58,225.85,212.09
2000-10-17 21:50:01.277000,L7,303.80,264.81,286.35,316.34,311.57,317.88,313.81,291.49,262.56,236.62,296.73,281.47,243.35,298.73,301.84,294.15,222.22,213.21
2000-11-09 21:56:21.390000,L7,289.56,216.09,281.43,307.41,292.47,313.04,312.03,276.46,259.62,293.03,282.54,275.40,192.81,296.53,261.55,227.90,214.02,209.59
2000-12-20 21:50:16.996000,L7,228.24,173.00,271.56,178.67,180.83,201.55,279.05,228.03,229.97,208.28,,266.69,181.34,284.35,177.09,,,
2001-01-05 21:50:16.585000,L7,238.90,211.00,397.68,378.90,399.83,394.60,291.17,254.71,250.26,293.14,290.79,270.18,291.31,293.78,300.42,289.60,212.45,209.12
2001-01-12 21:56:30.696000,L7,403.16,415.23,422.88,419.84,409.38,350.68,344.67,360.23,443.88,447.30,416.60,404.63,404.56,419.23,397.36,377.45,370.49,380.99
2001-03-01 21:56:21.596000,L7,479.51,398.59,450.02,462.93,421.00,410.76,421.60,445.34,452.15,437.52,415.44,434.95,439.72,425.56,401.84,522.78,505.75,509.90
2001-03-10 21:50:10.732000,L7,235.57,399.26,411.10,397.95,285.45,306.06,287.29,274.27,260.66,249.91,282.23,272.83,291.60,296.35,293.95,221.35,208.51,210.18
2001-06-05 21:55:40.577000,L7,299.56,168.99,,315.40,284.47,233.54,270.28,177.43,307.31,304.65,296.74,293.60,302.28,306.08,305.45,302.20,218.88,216.34
2001-06-21 21:55:29.297000,L7,297.99,258.23,280.24,270.05,309.50,311.26,312.50,308.08,311.11,294.94,298.26,279.66,300.73,302.46,302.69,296.36,219.99,169.88
2001-06-30 21:49:12.248000,L7,291.72,217.04,279.27,307.82,306.69,311.03,313.35,298.04,301.56,299.51,295.47,294.81,276.16,303.19,298.52,294.72,228.33,216.31
2001-09-09 21:54:36.880000,L7,239.89,208.35,194.48,183.89,172.61,309.55,284.47,219.90,295.85,291.54,274.96,269.46,244.01,298.38,296.11,221.98,205.12,207.90
2001-09-25 21:54:28.694000,L7,297.11,257.01,286.67,303.55,304.20,308.30,314.49,307.18,306.28,400.01,384.43,382.73,388.53,403.22,400.41,290.16,220.04,214.00
2001-10-11 21:54:09.862000,L7,238.37,211.63,268.88,185.87,289.59,439.99,398.35,393.84,299.79,290.20,278.33,268.88,218.01,285.54,237.65,234.06,214.41,207.34
2001-10-20 21:48:09.707000,L7,297.69,301.03,308.25,315.16,305.46,310.80,314.95,302.21,311.38,300.87,290.80,276.57,243.60,301.28,302.85,293.88,220.63,214.11
2001-11-05 21:48:14.934000,L7,233.44,206.35,268.41,181.57,293.26,300.59,288.45,225.64,230.64,214.73,197.67,270.77,172.14,287.31,184.66,208.89,205.01,
2002-01-24 21:48:42.967000,L7,259.41,209.71,413.23,407.34,395.54,311.24,301.51,273.06,294.61,283.83,295.52,290.50,294.28,299.21,304.75,296.68,217.18,210.17
2002-02-09 21:48:45.674000,L7,236.57,245.36,268.75,183.00,176.32,297.96,269.07,232.38,222.61,293.41,183.95,260.98,177.27,244.78,175.16,200.83,212.28,
2002-02-25 21:48:47.943000,L7,236.33,209.67,269.12,307.03,290.04,306.03,292.54,272.04,293.37,290.14,175.94,267.41,189.36,287.68,296.81,289.60,206.32,206.65
2002-03-20 21:54:48.224000,L7,503.40,398.54,362.10,372.45,397.65,403.92,410.63,423.47,415.95,446.40,479.05,497.53,300.06,307.30,398.81,380.55,286.62,334.30
2002-03-29 21:48:39.145000,L7,300.38,241.23,290.95,308.50,306.16,317.16,311.26,287.18,301.30,304.56,297.22,280.04,294.20,302.29,304.18,296.53,227.57,217.30
