dates,satname,nzd0558-0000,nzd0558-0001,nzd0558-0002,nzd0558-0003,nzd0558-0004,nzd0558-0005,nzd0558-0006,nzd0558-0007,nzd0558-0008,nzd0558-0009,nzd0558-0010,nzd0558-0011,nzd0558-0012,nzd0558-0013,nzd0558-0014,nzd0558-0015,nzd0558-0016,nzd0558-0017,nzd0558-0018,nzd0558-0019,nzd0558-0020,nzd0558-0021,nzd0558-0022,nzd0558-0023,nzd0558-0024,nzd0558-0025,nzd0558-0026
1999-10-04 22:14:13.777000,L7,,,,,,,,236.86,268.93,,215.52,231.07,220.53,275.57,298.55,299.67,307.93,308.50,300.38,270.09,261.96,260.34,289.04,310.88,313.48,317.61,319.99
1999-11-05 22:13:40.966000,L7,284.07,288.19,302.71,292.75,274.30,270.56,269.67,284.38,302.69,303.86,308.65,282.61,307.18,330.84,327.39,330.42,323.00,333.55,350.60,319.96,304.00,306.43,316.39,337.40,336.89,330.97,339.01
1999-12-07 22:13:41.663000,L7,293.24,303.39,313.83,318.98,326.94,329.80,330.78,343.65,355.13,354.50,357.36,375.44,357.04,380.51,367.31,350.06,359.14,348.23,360.31,332.85,320.97,324.79,341.59,355.32,366.18,359.72,361.69
1999-12-07 22:14:05.637000,L7,295.13,303.78,311.28,316.64,319.40,320.21,322.05,339.81,347.27,351.55,354.82,357.52,356.47,374.82,358.07,348.30,350.48,344.42,355.80,326.92,316.82,327.86,336.97,350.75,360.75,357.48,360.17
2000-04-20 22:19:15.385000,L7,348.63,355.42,390.77,390.03,401.15,416.07,407.14,408.40,404.70,412.17,410.81,408.59,406.10,377.97,289.78,293.50,288.99,284.05,177.89,196.79,181.54,222.72,197.79,142.13,216.31,197.17,187.31
2000-05-15 22:12:54.183000,L7,,,,,,,,230.48,254.29,215.79,162.53,,,,,,,,,,,,,,,,
2000-05-22 22:18:57.481000,L7,,,,233.11,232.98,255.56,264.18,288.34,297.83,242.22,,,232.36,231.04,248.14,248.70,228.43,240.28,,,,,,,,,
2000-06-07 22:18:48.627000,L7,374.11,378.81,398.29,404.35,421.32,426.29,427.39,416.67,406.55,422.10,411.83,420.87,427.11,425.50,406.56,399.53,386.91,323.77,450.61,424.79,317.50,323.37,313.76,337.13,343.90,337.11,369.54
2000-09-04 22:11:34.434000,L7,269.62,276.22,281.24,278.24,246.08,267.95,258.80,237.61,283.77,322.91,310.31,229.61,305.32,304.26,312.60,316.01,310.21,310.11,318.43,298.85,285.14,290.97,145.27,219.26,273.33,324.47,281.93
2000-09-20 22:11:14.930000,L7,272.20,280.79,307.82,285.22,271.12,274.73,270.03,275.74,321.00,305.48,303.65,263.95,267.37,315.30,327.65,316.63,319.70,313.80,323.45,335.66,314.08,311.27,313.16,330.34,332.88,328.45,331.70
2000-09-20 22:11:38.892000,L7,268.27,277.68,289.72,271.13,268.82,271.94,267.69,273.76,320.67,303.52,300.72,262.85,302.57,311.70,327.70,314.22,319.31,312.35,321.74,335.16,315.94,309.14,313.18,328.57,333.49,328.33,263.20
2000-09-27 22:17:24.534000,L7,,250.21,247.80,270.55,269.64,264.56,282.13,293.53,301.67,295.02,274.22,284.41,301.08,292.54,301.18,164.83,,,,,,,,,,,
2000-10-06 22:11:35.303000,L7,272.60,279.44,288.00,301.26,288.78,282.73,317.11,320.01,322.71,331.59,326.68,314.64,377.05,356.71,355.76,366.42,395.69,475.22,451.75,456.98,361.10,322.86,311.21,402.97,378.47,414.03,432.50
2001-02-11 22:11:12.788000,L7,297.31,325.15,330.01,331.40,339.19,353.68,362.72,369.67,358.19,387.13,372.45,363.69,375.11,359.41,343.06,344.51,346.21,348.31,359.03,337.64,321.82,357.27,360.11,353.41,361.54,358.32,356.84
2001-02-11 22:11:36.766000,L7,286.17,309.49,316.93,313.26,315.01,350.87,342.17,352.31,346.34,344.78,354.06,336.18,345.79,340.35,331.50,330.73,329.54,335.96,345.46,319.99,307.20,313.22,319.56,335.05,339.29,341.99,340.30
2001-02-27 22:11:06.137000,L7,,,,,,,,,,,,,,,,,,,,505.85,314.26,324.16,332.71,405.33,,,
2001-03-22 22:17:09.568000,L7,,,,,,,,,,,,,,,,,387.07,385.81,465.63,436.12,332.52,342.90,347.75,347.38,361.12,343.19,379.89
2001-04-07 22:17:01.469000,L7,,,,302.63,303.03,292.96,303.40,305.55,308.79,307.56,311.63,305.39,316.34,304.51,262.34,246.77,252.19,280.54,254.23,220.36,214.52,219.52,186.22,231.15,231.03,,
2001-04-16 22:10:54.636000,L7,226.61,239.63,223.84,208.71,,165.06,192.03,235.32,259.73,,,184.49,224.66,191.73,286.05,288.17,270.34,291.88,224.97,192.47,250.18,249.12,185.56,233.11,273.93,302.58,318.34
2001-07-05 22:10:09.496000,L7,204.49,231.79,244.25,228.08,245.95,261.10,246.61,257.61,275.00,293.97,278.15,291.08,300.76,282.48,296.01,297.37,302.38,304.53,294.66,271.52,274.53,248.03,294.08,290.87,308.07,308.89,319.78
2001-07-05 22:10:33.463000,L7,175.60,224.18,251.33,226.53,249.61,261.02,250.00,259.43,280.87,283.08,290.21,297.82,308.81,295.12,302.50,307.25,309.92,314.51,297.65,278.05,276.17,278.20,297.69,298.49,314.23,312.12,332.53
2001-11-26 22:09:21.320000,L7,350.71,362.24,365.24,365.90,370.86,373.38,378.69,402.14,375.74,395.90,392.08,411.26,415.82,396.71,399.98,397.36,393.19,395.81,400.89,457.52,368.04,379.83,393.75,410.05,413.87,413.60,440.73
2001-11-26 22:09:45.291000,L7,350.04,355.74,368.92,356.40,370.55,372.02,374.96,391.56,369.98,390.59,409.91,404.66,414.14,393.79,396.41,386.98,392.68,390.38,394.01,449.57,378.94,375.37,407.87,399.44,406.21,410.23,436.64
2002-01-29 22:09:33.112000,L7,294.57,294.52,310.93,308.28,315.95,306.67,305.31,309.66,317.73,326.53,349.74,345.85,358.83,354.75,353.66,356.13,374.04,404.21,498.30,478.08,332.28,355.19,393.04,402.93,438.47,457.28,
2002-02-14 22:09:41.178000,L7,300.50,338.73,329.84,333.08,344.90,319.75,352.07,352.96,361.61,364.09,367.51,395.38,404.15,383.25,377.99,379.45,381.43,382.46,479.40,466.33,336.03,355.20,357.02,378.71,393.91,404.74,449.10
2002-03-18 22:09:57.913000,L7,,,,,,,,,,232.66,225.13,217.02,219.15,268.16,167.41,261.20,245.06,248.68,296.08,264.34,257.74,,,,241.18,274.40,229.85
2002-05-21 22:09:53.053000,L7,281.37,291.83,298.35,304.57,281.07,279.99,272.10,281.36,306.44,351.05,304.89,350.32,374.65,312.23,360.18,323.81,332.61,321.52,327.70,351.23,297.27,306.80,309.00,375.39,360.25,382.37,344.41
2003-03-21 22:09:27.545000,L7,344.62,374.65,383.82,412.90,409.06,403.23,408.21,402.85,398.44,407.08,408.10,415.46,425.93,408.41,405.53,400.81,487.87,449.74,,494.71,382.40,385.26,400.47,411.24,422.12,439.25,482.51
2003-03-21 22:09:51.505000,L7,348.41,376.46,385.78,411.77,410.30,403.23,406.92,401.45,395.98,405.42,405.23,411.50,420.13,409.36,406.85,401.86,491.66,456.48,,491.70,376.27,385.64,394.99,406.67,420.84,435.50,479.14
2003-08-20 21:58:14.922000,L5,,,,,,,,,,,173.87,204.08,247.08,293.15,310.58,307.35,310.04,304.57,273.42,205.44,177.33,188.30,240.31,273.79,,,
2003-10-07 21:58:35.519000,L5,317.99,334.94,347.21,352.25,357.97,363.68,372.52,374.54,368.44,372.91,375.66,380.70,389.18,386.61,393.66,385.59,398.96,407.21,496.48,471.71,354.29,365.88,370.37,401.85,401.93,408.10,469.09
2003-10-07 21:58:59.492000,L5,304.68,329.93,339.29,345.72,346.60,356.96,364.54,368.02,359.75,367.57,368.87,374.70,383.82,379.33,387.32,383.11,391.04,400.50,492.85,460.87,347.39,357.25,363.93,396.53,397.17,403.08,467.28
2003-12-26 21:59:30.091000,L5,326.20,353.40,331.48,328.17,329.15,334.68,344.86,343.28,338.97,343.63,354.41,366.16,371.42,368.67,368.58,366.26,379.60,379.30,512.86,478.95,348.48,354.41,359.55,369.96,378.07,426.41,468.92
2003-12-26 21:59:54.064000,L5,315.72,350.71,325.59,324.18,323.44,329.64,339.87,334.10,333.71,335.26,346.81,357.82,365.23,362.08,360.70,359.11,372.61,370.70,508.34,471.87,343.12,348.29,353.58,360.78,371.49,417.63,466.92
2004-01-27 21:59:38.149000,L5,299.94,330.76,335.32,331.99,334.72,339.26,345.75,343.83,344.04,345.12,344.70,348.19,359.66,351.70,356.89,361.53,366.00,370.15,380.64,344.23,329.71,341.23,344.21,372.38,376.34,369.97,458.65
2004-03-31 21:59:59.745000,L5,,,,,,,,,,,,203.06,212.15,251.45,277.86,281.18,280.01,271.71,244.22,202.33,193.76,196.41,270.49,281.48,286.90,279.53,298.93
2004-03-31 22:00:23.718000,L5,,,,,,,202.35,239.42,253.25,164.37,,209.86,223.05,259.84,281.28,289.74,286.65,279.79,254.33,212.19,212.97,207.21,277.00,284.33,292.68,287.16,305.96
2004-05-02 22:00:57.398000,L5,288.21,326.34,322.72,315.98,323.49,343.38,354.03,363.24,345.89,359.59,352.93,366.57,369.54,377.67,370.15,352.10,350.90,361.12,384.06,344.74,330.81,335.02,329.43,359.44,366.87,369.41,362.69
2004-05-02 22:01:21.371000,L5,293.45,317.78,321.45,320.07,327.90,348.36,362.62,367.10,351.21,360.89,357.97,373.90,364.82,382.37,370.84,357.04,353.73,375.79,396.67,350.60,325.98,341.50,329.96,357.24,367.12,367.68,439.10
2004-05-18 22:01:26.569000,L5,324.67,356.89,345.21,359.81,348.89,363.02,362.37,365.91,362.62,373.06,373.66,380.31,388.23,376.66,382.89,444.61,453.84,522.08,508.02,484.19,337.80,332.37,357.14,321.20,393.66,416.74,498.01
2004-05-18 22:01:50.542000,L5,330.35,353.67,347.72,362.21,346.70,365.64,367.65,365.32,377.90,374.84,382.38,388.96,393.21,385.98,378.25,398.35,442.26,406.28,517.57,491.65,348.79,334.29,341.88,336.70,394.60,431.80,482.15
2004-07-05 22:03:15.165000,L5,321.63,340.19,327.76,289.73,290.61,353.38,295.52,303.20,313.50,356.28,367.47,378.73,389.71,328.24,342.81,332.79,521.50,479.27,410.30,387.19,310.45,313.49,332.26,328.01,354.08,437.26,488.06
2004-07-21 22:03:15.748000,L5,268.82,301.84,275.64,264.31,264.62,282.16,272.63,290.00,302.60,302.92,324.94,304.12,327.56,316.85,328.73,322.42,333.92,337.29,332.95,308.68,302.75,309.13,314.49,312.15,333.96,332.16,377.61
2004-07-21 22:03:39.721000,L5,275.95,274.10,281.29,263.06,267.18,278.64,270.91,293.57,305.37,309.11,330.34,310.07,352.28,319.64,334.54,331.02,338.50,343.86,333.43,316.21,304.83,313.65,317.93,319.61,340.15,402.36,382.14
2005-01-13 22:06:52.927000,L5,323.54,338.45,340.76,344.67,351.75,356.68,364.69,361.23,359.88,373.97,381.20,385.05,391.68,388.77,384.41,390.70,513.92,482.80,,500.62,461.67,377.03,384.57,393.70,408.04,436.43,520.78
2005-01-13 22:07:16.900000,L5,316.93,340.02,336.01,338.30,345.21,349.56,356.44,354.57,355.88,367.45,371.54,377.15,384.71,379.30,374.11,382.69,506.53,469.14,,493.71,464.39,370.44,378.12,383.16,398.39,525.91,475.92
2005-01-29 22:07:29.716000,L5,270.30,290.86,285.34,282.90,291.92,308.78,309.90,313.43,325.50,327.30,319.59,306.28,329.12,338.07,340.23,345.97,343.47,358.74,359.17,335.46,299.69,317.44,320.36,331.34,333.33,345.53,438.88
