dates,satname,nzd0541-0000,nzd0541-0001,nzd0541-0002,nzd0541-0003,nzd0541-0004,nzd0541-0005,nzd0541-0006,nzd0541-0007,nzd0541-0008,nzd0541-0009,nzd0541-0010,nzd0541-0011,nzd0541-0012,nzd0541-0013,nzd0541-0014,nzd0541-0015,nzd0541-0016,nzd0541-0017,nzd0541-0018,nzd0541-0019,nzd0541-0020,nzd0541-0021,nzd0541-0022,nzd0541-0023,nzd0541-0024,nzd0541-0025,nzd0541-0026,nzd0541-0027,nzd0541-0028,nzd0541-0029,nzd0541-0030,nzd0541-0031,nzd0541-0032,nzd0541-0033,nzd0541-0034
2003-02-01 22:09:21.746000,L7,341.17,349.38,350.12,346.32,351.02,368.12,319.47,189.18,188.86,273.75,400.32,424.07,423.06,368.13,358.09,352.31,348.24,356.25,361.08,359.49,355.72,349.39,348.15,347.03,347.96,347.14,475.53,496.41,472.40,477.42,329.55,345.16,356.05,359.80,362.05
2003-03-21 22:09:27.545000,L7,436.63,388.94,392.80,375.09,411.32,409.87,407.85,413.63,393.79,394.85,403.09,395.94,395.91,398.35,397.93,418.79,435.36,402.32,407.02,399.65,391.15,389.15,392.19,387.79,444.34,485.47,485.20,412.69,411.97,410.94,409.10,404.15,405.62,460.51,458.90
2003-08-13 21:51:32.649000,L5,480.65,356.17,360.63,363.71,370.52,371.42,375.25,388.42,390.79,389.02,391.43,394.21,392.54,387.06,391.02,389.07,385.93,392.10,399.48,386.15,388.03,378.35,382.14,379.71,370.80,373.32,370.67,378.87,372.26,371.69,362.07,376.93,388.93,391.90,390.35
2003-10-07 21:58:35.519000,L5,346.64,357.24,359.49,366.23,371.88,372.09,379.72,383.03,388.61,390.14,393.73,396.40,392.70,388.66,391.02,383.78,386.75,391.18,392.26,391.24,388.72,380.70,382.27,376.34,380.02,378.20,383.19,371.04,372.99,368.63,358.71,374.99,382.85,388.52,388.42
2003-11-17 21:52:57.120000,L5,368.37,377.46,384.49,398.19,401.76,401.31,406.37,410.60,407.33,409.79,414.36,417.05,412.20,411.59,406.84,406.28,408.29,418.04,433.85,417.09,419.97,416.85,405.98,397.21,392.16,387.78,380.27,387.82,389.66,388.25,383.36,393.78,424.47,438.01,435.20
2003-12-26 21:59:30.091000,L5,330.87,227.48,,,357.48,362.92,364.96,370.45,370.95,377.32,386.41,385.51,385.11,376.63,380.59,377.69,380.71,380.86,381.67,377.21,377.22,373.27,374.68,368.31,360.24,364.77,365.14,373.88,347.19,351.46,343.61,362.07,367.99,372.57,370.80
2004-03-31 21:59:59.745000,L5,347.52,359.66,360.95,369.10,372.19,373.81,382.01,383.67,389.87,389.46,394.69,396.60,394.25,392.43,388.75,387.73,388.18,388.87,392.46,389.66,392.04,384.49,382.29,375.75,372.27,368.49,367.74,370.35,372.19,365.69,358.41,372.44,380.35,386.84,387.93
2004-04-25 21:54:35.260000,L5,,,,,,,,,,,,,,,,,,,322.13,314.08,305.98,277.66,216.13,267.14,312.97,306.12,292.35,268.19,157.07,,,,,,
2004-05-02 22:00:57.398000,L5,,,,,,,,312.80,276.01,334.76,342.10,335.01,326.62,259.08,202.39,221.81,344.30,348.88,281.72,,181.08,255.43,331.95,331.41,264.53,297.23,269.88,313.97,327.21,318.21,317.04,276.43,237.00,249.33,229.41
2004-05-18 22:01:26.569000,L5,,,,,,,295.19,318.23,277.80,340.94,338.62,353.67,346.68,350.19,333.56,336.26,340.72,351.62,344.06,336.87,343.12,329.24,332.75,335.10,336.59,332.72,315.31,333.31,336.68,328.42,325.88,313.28,235.46,252.73,268.37
2004-06-12 21:55:59.429000,L5,,,,,,,,,,,,,,,,,,,,,268.85,249.39,277.37,289.85,221.58,302.92,272.65,202.84,172.04,,,,,,
2004-07-30 21:57:15.668000,L5,266.22,282.36,280.10,274.82,245.83,,340.28,328.17,281.07,318.75,335.93,341.13,351.16,346.78,347.53,338.40,349.48,357.21,358.73,351.91,354.71,347.01,347.55,347.57,350.61,336.51,325.49,341.62,346.85,339.94,334.09,347.66,357.73,367.03,361.68
2005-01-13 22:06:52.927000,L5,355.89,365.18,364.01,367.12,373.15,372.71,379.78,381.95,382.33,386.41,389.86,387.08,386.73,382.89,385.08,383.06,387.18,394.68,393.21,392.57,390.93,383.21,383.25,380.27,380.24,375.10,371.22,375.65,371.22,365.64,360.77,372.08,382.28,393.47,389.36
2005-02-14 22:07:21.106000,L5,478.84,361.24,361.57,366.89,372.30,372.03,378.42,382.21,383.11,386.51,391.05,391.05,390.79,385.90,385.49,378.84,381.60,387.36,388.75,384.67,388.87,381.85,383.47,380.16,378.95,374.52,370.96,373.78,370.53,368.00,361.49,372.11,385.34,385.74,381.80
2005-06-15 22:02:10.206000,L5,,,,,,,,237.72,263.16,273.54,286.49,,322.90,318.25,187.17,230.84,181.54,240.68,250.77,238.08,161.46,280.79,308.67,312.67,319.59,318.68,294.39,256.43,173.86,135.56,,,,,
2005-06-22 22:08:22.866000,L5,,,,,,,,,,,,,,,,,,,,308.36,266.33,304.68,281.29,298.47,276.16,306.26,282.26,252.33,160.54,,,,,,
2005-08-09 22:08:46.932000,L5,351.35,342.55,352.78,355.43,368.18,368.97,372.25,378.06,382.75,386.57,385.77,385.85,378.63,376.25,385.23,375.19,376.87,380.24,385.86,375.19,376.57,370.61,369.73,372.23,367.45,358.94,353.21,365.70,371.69,365.39,353.83,370.02,387.52,379.21,384.09
2005-08-25 22:08:52.862000,L5,366.29,373.61,375.66,380.88,388.85,389.36,394.70,403.33,403.32,398.44,405.79,406.13,409.16,410.29,416.73,413.08,420.39,417.12,406.02,417.25,410.04,408.24,402.69,393.19,391.93,387.43,379.64,389.38,393.94,398.31,387.83,410.45,419.06,418.32,418.87
2005-09-10 22:08:55.708000,L5,345.66,355.03,355.85,358.49,363.23,368.75,370.50,380.25,380.64,377.48,386.46,385.29,384.09,381.11,381.19,374.47,376.76,382.17,383.95,379.58,380.71,373.68,370.17,370.71,370.28,365.52,364.64,367.08,369.20,365.18,354.11,369.85,382.20,380.24,379.77
2005-11-13 22:09:08.414000,L5,336.58,343.36,346.54,349.53,357.95,366.54,375.60,380.45,383.72,401.45,404.64,390.48,389.87,387.04,385.81,380.61,382.56,380.19,383.64,376.55,378.76,371.63,369.64,368.73,363.87,362.35,359.49,364.76,362.66,359.08,350.29,360.81,325.19,275.15,215.67
2006-02-17 22:11:22.491000,L5,,,,,,,185.76,357.67,358.25,359.20,366.26,368.18,367.52,365.97,359.78,356.82,351.74,363.67,367.54,366.08,362.41,357.63,353.60,356.37,349.33,348.75,347.24,349.83,348.71,340.85,312.33,311.52,356.34,354.27,355.79
2006-03-14 22:05:42.635000,L5,345.89,356.69,360.32,362.59,373.33,372.82,379.93,381.07,385.69,387.59,392.68,393.64,391.87,392.81,388.86,385.87,386.90,389.48,390.82,386.52,389.40,381.77,375.07,373.78,367.04,357.00,356.74,367.50,365.86,362.92,355.45,371.91,378.72,380.97,380.49
2006-04-15 22:06:18.610000,L5,349.77,354.25,360.87,361.73,366.61,373.95,381.19,382.24,387.52,383.34,391.88,394.25,390.95,387.90,385.20,378.77,383.51,384.31,387.17,384.24,386.84,380.87,379.71,379.22,368.02,366.64,366.26,369.71,372.01,365.01,357.00,373.40,376.54,386.69,381.25
2006-04-22 22:12:36.093000,L5,361.34,374.45,377.56,382.85,390.83,384.89,396.59,405.99,406.72,408.84,409.96,416.75,413.46,415.47,418.09,416.36,424.19,414.16,408.34,402.64,405.14,396.35,395.46,400.02,391.88,387.98,389.27,392.04,390.13,384.64,380.40,390.08,409.49,410.99,416.76
2006-06-25 22:13:31.961000,L5,280.01,273.46,273.59,295.00,250.88,244.19,338.24,344.83,344.92,349.25,316.22,351.80,354.24,343.05,325.98,333.28,336.50,342.21,350.81,333.86,334.13,334.66,332.72,335.79,334.45,320.82,299.08,322.87,326.78,327.47,318.86,233.13,233.47,257.51,228.81
2006-07-27 22:13:58.731000,L5,,,,,,,333.36,332.53,270.54,338.38,188.87,284.47,339.46,343.06,335.63,333.69,342.99,350.41,346.38,324.68,338.88,340.56,333.08,339.52,333.78,314.84,284.55,258.19,207.59,176.23,230.24,246.20,228.57,256.48,235.83
2006-08-05 22:07:55.109000,L5,,,,,,,151.95,343.70,333.25,340.47,333.56,348.34,343.22,351.46,337.43,339.30,342.99,352.18,349.85,340.49,338.30,346.89,340.45,345.03,339.28,323.20,300.46,315.95,326.08,303.90,311.41,324.66,250.19,338.33,342.87
2006-08-28 22:14:23.601000,L5,351.54,360.89,358.78,361.58,367.35,375.66,383.81,391.72,389.01,378.15,389.57,391.95,385.83,377.17,381.18,380.35,383.34,382.82,388.31,380.25,380.19,373.81,371.46,371.98,369.20,360.45,360.11,370.11,374.99,374.15,355.53,372.71,386.29,382.54,380.52
2006-09-13 22:14:35.259000,L5,,,,,,,346.08,349.25,357.01,356.49,358.78,360.59,360.42,358.08,353.49,355.80,353.79,360.43,357.54,353.18,352.75,356.52,354.69,355.45,352.70,342.89,332.19,340.67,343.25,341.33,330.53,345.16,357.08,351.25,345.37
2006-10-08 22:08:40.914000,L5,330.47,333.13,334.34,339.46,347.56,356.17,361.87,369.66,372.51,374.74,380.82,381.77,368.92,339.98,276.79,295.58,284.09,371.15,373.37,375.96,370.44,369.63,365.98,366.01,362.25,357.68,356.02,356.88,355.64,351.46,340.76,356.44,372.38,356.58,
2006-11-25 22:09:07.763000,L5,294.92,321.78,328.83,234.20,238.95,164.58,166.66,247.13,354.06,365.14,372.55,373.40,375.14,366.43,358.60,366.96,375.36,373.62,374.60,305.67,,,,359.49,361.95,358.88,358.32,360.53,355.51,343.23,333.55,341.29,347.04,337.92,217.06
2007-01-03 22:15:37.058000,L5,350.86,355.60,358.72,368.25,368.21,379.52,386.48,397.86,397.74,393.90,398.37,399.46,386.63,382.69,399.87,400.76,398.31,400.40,397.86,403.48,393.82,391.56,389.18,389.51,379.59,372.08,371.93,376.04,376.08,376.25,366.95,376.11,334.87,333.11,337.49
2007-09-09 22:07:45.163000,L5,350.23,358.53,359.37,363.32,374.44,377.26,384.78,392.88,393.09,397.13,400.60,401.05,395.59,392.72,394.41,389.24,385.71,389.13,391.89,388.64,388.65,381.60,381.41,379.62,378.10,372.30,369.26,369.64,370.15,369.85,361.62,383.19,388.38,386.35,380.92
2008-11-14 21:57:52.281000,L5,359.47,364.11,364.02,372.74,374.51,378.13,378.38,386.35,388.81,391.16,399.11,404.08,400.97,402.99,399.50,393.84,395.80,399.31,394.74,388.99,392.67,385.68,384.64,383.50,381.78,380.70,376.72,377.75,372.84,366.04,358.67,372.45,385.35,383.98,384.58
2008-12-23 22:05:16.170000,L5,351.62,358.37,364.72,368.19,377.08,377.57,382.85,391.13,388.93,393.67,399.80,398.77,398.35,396.90,394.09,400.65,387.04,392.85,392.00,387.64,383.65,377.17,377.71,375.50,376.74,373.49,370.41,373.93,367.41,364.95,356.47,372.02,382.98,385.46,386.06
2009-01-17 21:59:44.398000,L5,,,,,,,,279.43,364.86,366.54,369.95,378.56,378.38,377.44,374.22,369.47,370.50,374.06,378.03,370.94,370.54,357.22,356.41,358.06,354.85,355.06,353.91,351.73,350.80,346.32,338.99,348.33,359.56,366.64,364.34
2010-02-05 22:05:29.575000,L5,347.68,353.80,360.18,366.35,373.76,373.69,377.48,383.73,381.51,386.38,392.48,393.49,391.40,389.81,388.26,383.44,386.08,390.01,389.60,386.04,383.39,373.20,371.23,371.57,370.33,365.52,366.63,368.60,366.70,361.74,355.46,367.39,375.12,382.18,380.68
2010-10-26 22:10:38.745000,L5,449.29,335.88,338.06,340.58,346.25,347.49,353.76,355.44,356.91,358.86,364.85,375.35,367.14,369.40,367.56,364.85,367.62,369.17,364.18,362.63,361.50,357.83,355.51,355.37,354.18,351.72,348.71,355.96,350.96,334.11,326.73,341.36,349.54,353.55,355.63
2010-12-22 22:04:29.137000,L5,347.66,363.02,362.25,370.29,374.22,375.82,381.59,388.16,391.71,391.77,396.25,396.44,395.00,394.47,392.67,393.58,392.18,398.26,396.56,389.15,386.28,378.62,380.84,378.94,379.98,374.07,372.09,376.95,369.62,367.80,361.09,373.17,385.27,385.37,388.88
2011-03-12 22:04:31.079000,L5,351.43,363.31,360.59,369.70,371.69,374.18,377.11,383.41,385.16,385.71,392.26,391.25,391.36,389.61,388.26,384.66,384.89,392.88,389.52,383.41,381.13,375.31,377.07,374.65,381.79,372.96,370.79,373.57,371.85,364.49,357.95,371.51,379.59,384.43,382.82
2013-05-11 22:22:42.945000,L8,464.43,372.30,374.02,375.97,380.67,381.71,380.19,381.33,374.90,370.51,372.21,374.42,370.82,367.71,364.21,363.84,366.57,368.93,370.30,362.82,362.94,353.68,352.89,349.96,349.67,347.38,346.10,348.89,350.54,347.90,341.12,348.76,366.59,373.96,371.85
2013-06-05 22:16:38.960000,L8,,,,,,,216.02,277.80,256.92,271.14,296.19,299.55,332.75,335.24,323.97,321.51,317.58,330.72,346.81,317.74,323.81,317.88,318.66,327.75,326.46,317.07,300.22,292.40,312.87,219.68,244.32,242.61,245.99,237.63,250.31
2013-06-28 22:22:44.910000,L8,,,,,,,,,,,,,,,,,,,338.94,285.66,301.30,295.11,307.67,312.91,316.67,292.81,279.24,251.49,161.05,,,,,,
2013-07-07 22:16:35.929000,L8,293.97,,,,,330.46,344.92,334.83,272.45,281.16,303.93,345.53,344.89,344.25,332.68,333.51,336.05,342.74,230.29,239.91,239.71,244.14,321.85,328.61,327.06,318.81,302.29,294.12,320.85,317.48,316.83,300.43,256.11,335.84,316.06
2013-09-25 22:16:28.938000,L8,470.94,363.94,362.93,365.66,369.00,371.22,371.64,374.29,372.45,368.03,374.66,375.13,372.72,368.61,370.93,369.59,371.64,372.11,372.39,367.86,364.00,356.81,353.86,351.60,350.42,349.59,348.03,350.12,353.03,346.49,338.40,345.15,355.52,359.63,357.03
2013-10-02 22:22:40.460000,L8,349.70,358.25,357.56,362.91,366.22,368.09,368.89,371.15,369.54,364.06,369.34,368.50,366.18,362.99,364.53,364.50,364.56,367.62,367.17,362.80,360.11,350.57,348.70,344.04,345.44,346.35,343.88,346.53,348.09,342.84,333.38,341.25,348.67,356.06,353.41
2013-10-18 22:22:37.411000,L8,,,,,283.00,320.60,333.51,330.27,344.04,341.06,344.76,342.72,337.11,324.82,327.03,325.80,318.58,324.11,311.76,314.72,257.10,213.39,,286.38,310.20,323.42,323.63,326.14,325.07,310.93,302.23,278.54,246.97,222.35,152.20
2013-10-27 22:16:19.549000,L8,302.30,354.80,355.70,364.86,374.39,369.85,388.52,457.36,405.27,333.80,317.04,468.55,334.69,302.34,226.96,285.91,360.53,273.81,279.99,307.83,304.70,340.88,382.52,347.64,347.97,348.32,348.55,347.53,350.49,343.38,333.98,341.20,349.57,355.41,352.07
2013-11-03 22:22:32.045000,L8,495.14,359.06,357.22,363.15,365.12,367.35,367.21,371.64,370.09,366.80,373.04,370.82,368.23,364.15,366.76,366.40,366.55,370.97,370.17,367.19,362.53,354.38,352.33,346.66,347.35,348.41,352.26,356.54,365.00,349.56,339.62,342.87,354.23,360.74,357.43
2013-11-12 22:16:19.914000,L8,350.48,360.57,360.16,361.99,366.59,368.86,369.70,371.68,370.63,367.35,373.06,372.56,370.04,366.69,370.64,367.74,367.28,370.67,371.17,369.46,364.58,356.54,354.49,350.85,348.28,352.77,350.24,355.51,352.04,344.88,335.21,343.17,351.75,355.71,352.68
2013-11-19 22:22:25.407000,L8,501.94,363.09,362.70,367.74,369.10,373.65,373.50,378.46,373.37,373.00,384.82,383.58,380.57,376.11,386.45,373.58,371.66,380.45,378.95,376.74,379.08,362.61,374.11,356.68,357.32,362.87,382.63,385.62,389.28,373.88,357.65,355.74,356.08,362.15,357.88
2013-12-30 22:16:01.055000,L8,,,,,,,172.04,256.01,300.96,302.59,324.72,337.27,338.06,332.42,331.85,329.65,329.87,242.06,268.55,250.11,227.46,299.35,288.23,314.21,323.70,325.74,326.30,326.00,323.89,316.29,306.91,276.30,242.59,159.17,
2013-12-30 22:16:25.018000,L8,,,,,,,160.61,221.01,297.15,297.59,319.99,336.83,337.91,327.34,328.70,326.67,309.72,323.59,342.25,337.35,335.78,214.17,239.99,311.97,323.51,328.30,326.60,327.43,325.13,316.72,308.21,273.89,237.98,,
2014-02-23 22:21:32.043000,L8,377.24,380.76,391.00,410.60,411.84,411.72,409.51,411.68,411.39,408.28,409.81,409.65,407.92,408.09,407.38,411.13,409.20,411.07,408.57,413.19,406.07,407.62,406.40,394.73,393.36,397.16,400.28,402.77,399.81,395.91,380.71,385.37,393.27,390.51,380.58
2014-03-11 22:21:19.920000,L8,350.72,362.43,361.80,365.47,366.78,370.11,368.31,370.91,369.39,366.41,367.64,369.35,366.16,366.08,361.59,359.90,363.04,366.60,370.71,363.50,362.88,354.73,352.62,350.57,347.44,347.83,346.44,347.76,349.95,342.54,334.08,340.66,351.05,356.33,354.11
2014-03-20 22:15:01.497000,L8,469.05,362.39,363.89,365.87,370.60,371.25,370.14,372.77,370.67,367.14,373.03,370.06,370.10,366.26,365.01,361.74,364.98,368.02,370.55,362.89,363.84,355.90,353.90,350.10,348.90,347.55,347.51,347.70,350.12,344.13,335.64,342.43,353.36,360.47,357.09
2014-03-20 22:15:25.455000,L8,468.71,362.28,363.29,365.12,369.52,370.37,369.05,371.91,369.91,366.31,370.99,368.52,368.02,364.18,361.98,360.11,362.77,366.60,368.44,362.37,363.17,354.34,352.45,348.95,347.73,346.82,346.10,346.75,348.77,343.00,334.22,341.65,351.25,359.68,355.89
2014-04-21 22:14:29.865000,L8,,,,,,,,204.39,147.99,209.96,272.97,,,,,,,,,,271.72,287.22,281.41,311.89,310.16,211.33,217.15,182.63,255.14,,,,,,
2014-04-21 22:14:53.828000,L8,,,,,,,,205.07,241.36,228.44,273.42,,,,,,,,,,272.26,288.64,281.94,312.41,310.66,210.50,216.73,181.93,252.52,217.04,218.39,231.42,198.55,,
2014-07-17 22:20:39.943000,L8,358.08,371.55,373.95,373.36,380.64,378.90,379.75,382.82,378.64,372.68,374.61,373.76,368.73,363.86,361.99,366.36,365.36,367.35,367.29,360.39,360.02,353.22,350.10,350.04,350.77,346.45,346.93,347.42,351.40,348.71,341.00,348.18,359.90,370.69,365.86
2014-08-02 22:20:46.799000,L8,,,,,,,,242.56,246.83,233.85,296.86,,138.22,241.34,249.88,210.60,314.68,307.15,,218.17,268.46,275.49,276.15,288.57,316.79,282.95,163.27,,,,171.65,206.79,200.60,189.82,
2014-08-18 22:20:51.886000,L8,305.66,324.93,312.45,309.29,320.54,329.07,340.71,337.48,353.12,343.45,348.55,346.24,344.51,342.60,340.52,339.01,342.73,345.58,348.46,335.34,339.29,336.01,332.98,333.55,332.65,329.79,322.00,328.24,327.92,320.80,311.68,307.68,314.65,318.42,331.80
2014-09-19 22:20:54.477000,L8,350.68,360.01,360.47,364.53,367.88,369.14,370.57,371.59,370.59,366.21,372.90,372.22,367.31,366.10,369.36,368.51,367.55,370.73,367.10,361.60,362.19,354.40,353.08,350.73,350.04,348.84,345.34,348.51,350.68,343.50,333.04,337.47,342.44,350.77,347.79
2014-09-28 22:14:44.621000,L8,506.09,363.97,365.14,367.15,371.88,372.23,373.31,378.37,373.28,372.81,379.63,377.48,374.29,371.49,378.55,372.98,369.59,371.78,372.45,363.73,362.83,357.48,355.69,353.25,350.71,349.79,349.65,348.51,352.07,346.04,335.99,340.17,346.71,355.17,351.89
2014-09-28 22:15:08.593000,L8,505.37,363.15,363.58,365.35,370.17,370.08,371.42,375.58,371.83,368.37,377.21,373.86,370.11,367.24,373.99,370.27,367.13,370.22,370.17,362.62,361.52,355.88,353.82,351.73,348.99,347.75,347.26,346.99,349.76,344.19,334.15,338.59,345.22,351.30,350.78
2014-10-30 22:15:10.547000,L8,521.64,383.13,379.09,385.21,392.49,395.98,391.88,395.81,393.86,393.19,401.48,405.20,412.51,415.66,423.98,426.47,423.62,410.49,410.00,401.97,395.86,388.21,385.80,381.72,378.81,375.82,373.61,375.73,381.88,383.07,374.72,377.94,380.15,374.93,370.37
2014-11-15 22:14:49.314000,L8,374.70,375.02,371.12,380.34,386.63,395.06,404.63,410.25,401.75,401.74,407.85,408.16,403.12,403.39,412.37,417.87,419.68,423.47,413.67,402.64,389.73,384.48,383.11,378.42,375.43,372.28,375.80,385.04,388.47,383.71,368.83,377.82,378.90,370.59,363.67
2014-11-15 22:15:13.278000,L8,369.87,371.31,367.65,376.79,382.67,390.51,401.07,406.84,398.44,399.11,405.12,404.92,399.21,400.31,408.46,413.31,414.83,417.40,410.16,399.26,388.37,382.95,382.07,377.49,374.42,371.17,374.89,383.78,387.33,380.54,365.55,375.06,375.13,367.42,360.10
2015-02-03 22:14:56.755000,L8,350.40,361.92,359.91,364.14,365.24,365.72,364.15,367.47,363.28,361.06,364.80,369.32,368.27,370.46,365.48,364.74,365.81,368.30,372.11,366.69,364.26,355.34,354.52,351.82,352.01,352.95,346.95,339.03,335.46,328.50,317.46,320.76,341.79,352.21,391.80
2015-03-14 22:20:23.206000,L8,348.18,359.59,358.71,363.12,366.04,364.62,364.42,368.43,364.12,360.68,365.67,365.85,364.08,361.44,360.30,358.04,358.98,363.90,364.51,360.61,360.04,347.91,347.29,344.55,345.66,344.97,345.72,345.90,347.46,336.62,326.43,333.42,340.99,346.59,343.87
2015-05-01 22:20:00.344000,L8,355.11,368.02,367.20,369.23,372.67,372.76,371.15,375.04,369.31,365.03,365.99,366.63,363.92,359.95,358.42,358.97,359.99,363.33,362.31,361.01,358.91,350.71,346.88,346.85,347.36,344.57,344.05,348.00,349.01,340.86,333.58,337.85,344.22,354.55,351.28
2015-06-27 22:13:58.027000,L8,,,,,,,,245.66,242.93,185.74,279.66,,,319.77,308.18,285.24,266.19,298.20,304.52,290.87,271.32,288.92,279.19,304.84,309.43,287.53,,,,,,,,,
2015-06-27 22:14:21.998000,L8,,,,,,,,243.79,242.21,184.77,278.31,,,,,284.44,265.07,297.65,,,270.71,288.61,278.08,302.34,308.26,285.28,,,,,,,,,
2015-07-04 22:20:14.053000,L8,242.43,286.80,271.18,,,,,276.97,256.75,275.44,298.91,295.53,331.50,334.83,323.35,313.76,323.10,139.53,253.40,233.29,315.28,321.82,317.84,328.12,323.46,318.81,292.26,282.35,244.29,220.88,243.34,237.88,242.46,233.80,163.11
2015-07-29 22:14:13.585000,L8,217.12,293.12,244.90,,,,225.32,287.34,258.37,275.32,307.68,301.86,329.01,336.79,327.42,325.30,328.48,335.53,342.77,318.51,322.84,328.93,324.69,331.34,328.87,315.87,293.77,275.77,266.91,240.86,251.34,247.50,248.40,250.00,274.35
2015-08-21 22:20:33.210000,L8,,,,,,,,267.20,259.24,277.12,310.78,303.30,325.02,337.06,332.07,325.30,332.62,334.46,338.23,315.76,329.17,331.21,325.75,331.07,328.24,299.92,291.09,279.78,267.68,268.71,258.31,249.46,247.01,252.45,273.39
2015-11-18 22:14:44.822000,L8,374.24,384.02,384.97,386.81,390.78,381.77,382.56,386.98,388.37,391.83,404.81,412.35,412.18,401.13,394.30,381.75,383.83,393.55,392.90,383.54,379.21,374.50,378.23,379.09,376.46,378.04,376.55,368.40,364.63,367.69,368.60,390.06,397.11,394.21,391.78
