dates,satname,nzd0318-0000,nzd0318-0001,nzd0318-0002,nzd0318-0003,nzd0318-0004,nzd0318-0005,nzd0318-0006,nzd0318-0007,nzd0318-0008,nzd0318-0009,nzd0318-0010,nzd0318-0011,nzd0318-0012,nzd0318-0013,nzd0318-0014,nzd0318-0015,nzd0318-0016,nzd0318-0017,nzd0318-0018,nzd0318-0019,nzd0318-0020,nzd0318-0021,nzd0318-0022,nzd0318-0023,nzd0318-0024,nzd0318-0025,nzd0318-0026,nzd0318-0027,nzd0318-0028,nzd0318-0029,nzd0318-0030,nzd0318-0031,nzd0318-0034,nzd0318-0035,nzd0318-0032,nzd0318-0033,nzd0318-0036
1999-08-17 22:12:02.089000,L7,370.57,424.09,407.08,426.91,475.30,479.83,465.43,496.46,496.59,491.92,513.51,444.62,476.72,492.34,474.69,470.47,453.89,435.73,377.62,429.51,514.91,533.27,540.50,512.88,,,,,,,,,,,,,
1999-08-26 22:05:56.841000,L7,321.25,322.17,186.86,255.32,240.63,252.03,219.07,241.00,212.85,220.30,225.94,,,,,,,,,,,,258.44,268.99,264.99,258.74,253.27,234.16,213.73,182.50,,,,,,,
1999-09-27 22:06:00.877000,L7,341.60,212.51,337.98,294.97,307.74,365.52,416.44,388.80,445.10,380.00,370.86,305.69,380.58,412.22,400.77,417.21,,,266.43,247.94,,,277.86,270.52,265.79,267.20,389.87,391.46,401.63,336.52,326.16,324.28,531.33,499.21,,,
1999-11-30 22:05:47.159000,L7,393.95,360.61,395.42,413.35,274.12,316.18,333.24,342.59,362.29,334.46,302.82,288.45,322.08,319.87,327.73,362.85,490.54,496.17,497.92,318.69,296.99,325.81,476.70,490.45,528.24,471.12,476.97,490.40,494.06,503.33,501.12,513.29,291.53,288.79,515.69,291.81,184.78
1999-12-16 22:05:57.846000,L7,434.85,417.32,392.29,408.07,395.24,442.04,428.93,428.80,440.45,426.60,495.16,500.78,494.80,484.49,395.46,428.46,435.39,517.27,362.13,404.53,312.86,427.76,428.12,444.58,393.43,299.39,344.76,341.02,351.90,373.86,262.12,230.48,328.27,318.26,205.27,201.45,355.52
2000-02-25 22:11:49.490000,L7,329.87,327.72,349.00,352.03,438.51,379.26,387.71,405.32,311.44,385.73,220.62,294.52,327.28,370.27,408.71,381.39,398.03,409.21,421.95,201.14,,329.85,248.22,378.94,407.55,425.16,478.10,,,,,,,,,,
2000-03-05 22:05:36.285000,L7,341.47,293.49,371.77,367.10,407.03,423.36,262.08,237.16,227.67,217.63,220.04,249.79,261.69,248.54,236.91,224.65,206.28,260.41,265.56,241.40,185.99,,,,278.32,256.70,224.55,228.27,223.21,,,379.15,,,471.19,394.76,
2000-03-12 22:11:45.772000,L7,331.07,322.57,289.76,273.64,268.04,268.81,268.08,284.46,268.63,237.14,230.74,258.46,275.14,253.00,256.57,239.60,221.18,183.14,267.37,255.70,208.02,188.69,225.11,277.19,269.45,309.67,249.88,303.50,272.86,309.56,324.59,318.04,369.65,548.50,273.06,326.15,469.70
2000-03-21 22:05:37.143000,L7,345.10,356.51,354.89,353.44,354.03,364.32,352.59,349.14,338.86,355.90,281.98,274.55,289.97,281.41,277.75,271.05,285.26,334.22,321.54,334.91,276.08,286.15,344.54,373.18,358.30,331.37,340.35,361.85,360.83,357.78,357.95,351.23,361.33,330.34,372.44,367.06,334.69
2000-04-13 22:11:30.253000,L7,367.75,366.47,329.76,324.97,294.63,312.35,340.34,352.13,348.97,344.79,316.93,305.58,458.17,458.81,430.49,445.23,451.38,458.32,432.04,441.56,429.76,405.48,424.68,363.36,444.69,406.75,480.31,495.74,491.00,508.44,509.86,284.30,463.02,420.83,265.56,468.63,528.60
2000-05-08 22:05:09.063000,L7,385.24,373.33,306.25,289.16,292.23,295.44,260.54,281.86,284.52,291.55,292.66,261.08,302.92,298.98,321.32,322.24,340.88,447.41,454.03,462.28,319.26,357.50,358.68,392.89,378.81,421.59,316.59,318.18,317.34,282.30,259.11,213.99,224.44,206.88,269.73,249.37,223.01
2000-05-15 22:11:18.345000,L7,,,,,,,,,,,,420.54,456.38,451.46,412.17,460.38,467.08,462.31,445.70,375.09,479.96,487.66,474.15,466.01,454.35,469.24,471.72,465.66,513.11,505.12,495.43,500.41,,,515.38,,
2000-05-24 22:04:58.537000,L7,345.39,343.63,294.07,298.90,280.82,312.26,301.57,333.23,295.55,302.85,294.50,261.54,300.57,293.55,291.46,266.73,320.75,302.74,318.91,276.98,254.12,293.20,315.82,318.77,298.61,310.12,326.06,292.50,281.07,300.69,294.63,289.02,232.14,209.52,267.38,254.27,205.66
2000-08-03 22:10:19.936000,L7,385.76,354.47,356.86,329.59,286.44,298.69,316.08,333.83,313.52,294.56,461.11,472.11,483.62,432.21,436.95,290.90,279.19,289.75,324.01,307.33,287.36,294.15,418.53,447.40,445.73,451.51,454.86,471.55,431.58,434.92,361.35,453.05,234.30,218.51,419.54,415.81,284.99
2000-08-12 22:04:05.961000,L7,481.03,337.22,411.12,539.29,266.16,266.27,261.36,265.78,211.70,187.45,183.49,,,,,,,,274.42,271.36,336.73,335.43,338.16,327.63,336.40,327.48,340.91,284.18,279.29,288.88,218.44,170.74,,,,,
2000-09-13 22:03:38.044000,L7,320.84,221.76,184.91,269.27,253.40,263.96,246.13,236.48,205.78,223.98,221.43,242.37,257.72,208.09,241.25,233.19,205.66,,,,,,278.92,510.60,510.82,229.16,213.20,249.42,224.56,189.31,288.94,283.68,,,207.82,164.00,
2000-09-20 22:09:39.085000,L7,355.38,343.60,306.83,294.43,299.03,292.84,288.92,317.25,308.42,304.21,292.17,298.25,304.73,304.62,314.37,288.92,282.05,297.41,307.09,275.86,283.77,311.25,354.97,360.57,359.73,370.53,361.07,301.57,277.80,305.86,304.07,299.95,219.22,199.06,270.79,251.13,207.29
2000-10-15 22:03:08.086000,L7,340.43,356.53,338.85,380.49,358.72,367.32,362.71,378.27,344.49,375.28,329.64,422.66,348.42,349.50,352.52,365.18,353.57,209.78,290.98,277.21,241.97,286.08,357.97,349.85,352.46,349.44,353.61,348.28,349.07,351.90,314.65,296.70,202.87,195.27,232.46,248.54,214.52
2000-10-31 22:03:22.696000,L7,337.29,328.27,324.32,303.36,272.60,284.46,302.99,326.01,320.70,323.99,443.60,455.45,458.44,465.90,462.81,483.27,476.99,490.37,488.66,449.02,459.31,471.42,470.55,487.41,483.07,417.50,423.34,438.69,412.27,407.42,411.66,410.91,443.18,443.27,416.64,394.32,442.96
2001-01-03 22:03:24.303000,L7,447.61,471.88,460.70,400.73,399.74,411.88,372.39,417.15,448.18,447.72,452.14,437.60,374.13,375.86,352.26,416.09,444.83,450.02,466.97,464.09,461.86,453.68,451.12,450.88,458.59,451.30,467.14,453.94,448.05,402.81,426.60,408.86,370.21,368.47,394.73,369.37,399.51
2001-01-19 22:03:31.103000,L7,337.51,328.10,309.99,317.61,284.63,517.76,524.51,530.47,516.58,543.69,431.31,423.35,425.65,426.26,448.16,396.44,431.94,435.39,284.37,269.58,264.55,201.59,222.21,352.41,353.95,364.26,319.97,276.50,247.54,463.89,438.71,282.81,191.05,179.47,231.64,201.77,326.67
2001-02-20 22:03:24.667000,L7,340.59,378.47,327.70,331.19,327.66,348.60,360.09,354.38,341.17,337.35,365.67,323.43,367.39,381.09,339.12,339.43,364.81,353.90,348.25,335.98,204.12,236.09,224.36,354.80,391.30,352.06,364.29,373.83,380.74,354.36,325.11,332.26,353.12,336.14,359.45,378.21,369.29
2001-03-31 22:09:19.667000,L7,307.72,286.35,275.19,246.28,245.95,235.41,229.77,197.98,,,,,,,,213.83,258.70,306.21,351.47,301.38,258.88,292.67,322.86,357.35,396.17,522.78,522.65,497.21,514.87,522.88,531.14,535.79,494.22,510.40,519.77,511.99,526.96
2001-05-27 22:02:48.377000,L7,388.56,395.49,377.11,323.84,284.30,300.76,311.37,326.60,324.00,341.39,291.38,265.99,314.94,366.47,300.69,292.77,297.21,320.61,299.81,301.41,280.75,308.15,344.05,357.01,349.90,488.43,493.97,474.58,472.41,478.84,494.52,501.26,476.36,474.56,500.40,476.11,381.89
2001-06-19 22:08:41.548000,L7,328.40,326.18,303.00,281.03,268.52,282.32,332.70,396.34,456.62,450.48,464.08,484.97,453.33,442.12,457.34,462.86,,470.88,477.76,464.27,462.33,468.14,468.15,480.09,458.51,436.12,438.74,,,,,,,,,,
