dates,satname,nzd0262-0000,nzd0262-0001,nzd0262-0002,nzd0262-0003,nzd0262-0004,nzd0262-0005,nzd0262-0006,nzd0262-0007,nzd0262-0008,nzd0262-0009,nzd0262-0010,nzd0262-0011,nzd0262-0012,nzd0262-0013,nzd0262-0014,nzd0262-0015,nzd0262-0016,nzd0262-0017
1999-08-05 21:46:59.046000,L7,,254.94,253.54,248.84,214.71,241.02,385.75,388.16,405.13,436.84,260.77,262.19,267.55,238.65,257.58,,,
1999-08-21 21:46:56.985000,L7,298.42,290.59,303.08,299.68,313.68,315.79,312.66,323.00,334.80,360.77,383.93,287.86,292.72,296.79,308.78,306.64,391.84,402.38
1999-09-22 21:47:00.785000,L7,295.95,283.40,274.26,275.22,391.45,405.70,373.99,419.46,423.40,434.37,288.00,274.68,294.68,282.15,313.80,313.06,316.90,377.07
1999-10-24 21:46:56.203000,L7,321.16,290.02,276.69,282.38,307.32,314.66,299.66,308.11,324.16,351.09,269.06,397.58,382.74,329.66,370.30,196.60,234.41,239.29
2000-02-13 21:46:48.016000,L7,308.89,308.10,280.59,276.59,262.80,266.57,311.94,338.70,347.94,369.66,282.20,351.52,345.31,364.02,348.34,350.44,342.29,335.87
2000-04-01 21:46:34.573000,L7,298.31,277.22,276.84,277.82,269.05,267.27,276.73,235.42,254.07,276.09,304.21,296.54,306.03,315.03,321.18,311.70,322.78,371.48
2000-05-19 21:46:07.873000,L7,,229.70,269.65,261.90,262.68,255.31,279.15,272.87,296.63,316.73,340.90,356.41,365.43,314.66,315.45,312.40,373.89,357.04
2000-08-07 21:45:08.975000,L7,281.79,279.74,270.91,266.33,260.61,257.90,258.49,277.49,295.73,311.62,340.99,336.09,338.86,347.12,355.89,346.12,364.22,360.26
2000-11-27 21:44:26.720000,L7,361.07,316.96,325.00,297.01,280.24,293.09,297.24,230.73,239.24,275.88,304.71,295.70,296.24,308.90,317.07,312.88,313.59,352.28
2000-12-13 21:44:28.287000,L7,278.99,263.90,257.11,248.64,240.37,238.77,242.09,219.73,,199.81,260.02,241.06,256.72,182.64,244.84,263.82,283.42,286.38
2001-04-04 21:44:06.948000,L7,317.38,302.66,296.42,294.26,300.69,298.67,299.66,380.92,401.32,421.11,313.80,301.73,298.76,316.14,276.84,312.22,326.07,315.67
2001-04-20 21:44:10.657000,L7,314.72,314.26,319.21,312.42,315.82,322.80,316.11,318.16,329.59,353.22,364.86,357.72,354.41,366.93,369.94,369.58,381.93,318.21
2001-05-22 21:43:54.652000,L7,,294.82,295.23,288.47,305.67,296.16,290.50,298.65,323.24,337.50,367.94,390.52,393.43,389.28,374.88,373.75,375.41,367.32
2001-07-25 21:43:18.753000,L7,,,246.63,242.71,230.02,238.88,238.20,251.65,246.61,297.73,280.36,267.38,277.46,280.38,272.06,260.13,284.57,258.55
2001-08-10 21:43:00.495000,L7,260.44,264.04,261.25,249.74,250.70,249.08,341.50,364.96,378.14,395.54,417.08,325.33,368.84,380.48,383.89,354.67,389.97,392.64
2001-09-27 21:42:29.269000,L7,335.58,324.57,327.94,330.48,336.49,335.50,334.74,344.31,369.34,379.98,414.30,393.81,382.88,383.88,386.89,377.56,390.11,384.81
2001-10-13 21:42:15.922000,L7,321.58,294.80,294.94,283.56,278.11,277.92,366.52,410.41,426.24,431.77,361.62,350.25,351.36,363.70,376.51,368.88,372.20,365.67
2001-10-29 21:42:21.289000,L7,312.97,286.03,292.98,323.33,325.80,316.93,268.50,311.65,339.98,275.14,366.76,375.20,375.41,373.26,378.98,368.32,378.43,366.56
2002-01-17 21:42:52.816000,L7,305.04,285.66,276.50,274.08,262.39,271.87,252.52,277.28,292.47,314.37,348.61,342.35,340.12,348.95,357.24,357.77,340.99,350.66
2002-02-02 21:42:54.721000,L7,,,,,,,,,,,245.64,237.08,267.51,204.11,,252.23,274.82,284.00
2002-02-18 21:42:54.191000,L7,286.00,269.62,262.13,249.29,242.11,240.38,239.31,253.53,278.13,295.38,326.75,324.19,263.54,238.48,258.33,,,
2002-03-22 21:42:52.399000,L7,255.82,249.01,239.23,,,,210.64,202.78,234.92,245.04,270.35,259.99,263.11,238.74,,,,
2002-09-14 21:41:55.072000,L7,310.23,296.97,361.41,394.99,395.50,390.19,417.35,414.94,413.14,370.93,362.65,348.30,294.19,308.73,313.20,309.51,371.44,361.25
2002-09-30 21:41:47.719000,L7,329.07,306.27,292.68,292.10,294.13,387.62,389.60,365.33,411.70,249.07,298.16,290.87,297.85,311.84,318.66,313.49,291.74,303.92
2002-11-01 21:41:54.382000,L7,347.97,334.43,318.53,325.76,312.60,337.76,322.66,320.86,348.97,365.05,385.26,362.91,357.91,366.83,363.87,354.31,354.03,355.72
2003-01-20 21:42:33.373000,L7,321.90,300.69,292.48,293.35,292.04,295.08,297.54,289.73,304.09,326.56,350.53,342.23,341.51,351.49,364.99,353.63,361.38,361.06
2003-02-05 21:42:41.878000,L7,278.55,260.79,254.36,241.90,241.65,250.62,245.13,252.33,259.61,277.99,377.46,310.73,298.36,318.88,348.49,318.79,333.11,324.02
2003-02-21 21:42:44.547000,L7,307.97,268.87,269.90,262.87,351.16,352.34,351.76,340.25,343.24,322.72,405.92,383.58,364.23,334.27,374.24,252.43,239.19,230.76
2003-05-12 21:42:48.091000,L7,,272.09,266.04,259.31,253.44,253.43,260.84,271.29,401.18,398.53,443.81,422.52,408.51,359.15,378.95,357.73,369.62,364.93
2003-05-28 21:42:46.560000,L7,,258.55,270.38,260.90,259.46,267.75,268.59,289.24,319.30,417.39,453.74,408.67,404.01,388.85,391.42,393.51,391.18,358.96
2003-09-25 21:31:42.973000,L5,303.26,286.05,279.61,271.99,257.10,252.57,254.71,258.87,285.07,303.11,330.82,325.39,323.66,326.00,337.23,325.30,351.71,347.91
2003-11-28 21:32:34.027000,L5,302.83,284.97,278.73,274.52,267.91,265.59,270.36,280.97,305.68,322.61,351.40,341.72,330.68,328.01,336.18,328.22,343.40,341.30
2003-12-14 21:32:38.364000,L5,285.20,265.94,263.03,253.61,245.40,238.36,193.94,,285.12,300.87,325.42,311.52,301.64,291.13,296.63,282.54,290.90,
2003-12-30 21:32:48.382000,L5,346.50,332.69,326.14,331.56,303.49,305.53,299.13,303.71,344.92,359.00,400.93,405.22,397.05,399.34,395.15,379.02,386.64,366.64
2004-01-15 21:32:50.035000,L5,292.50,267.28,263.24,254.19,250.51,245.64,246.80,242.20,283.19,304.82,328.59,,,,,,,
2004-03-19 21:33:10.985000,L5,294.22,277.50,275.09,262.71,258.48,254.49,254.42,255.42,283.76,307.19,324.04,319.77,308.79,318.43,328.95,324.81,347.63,347.95
2004-05-06 21:34:22.023000,L5,303.19,284.77,281.28,271.48,266.67,274.57,266.44,271.85,296.05,314.12,334.28,336.42,328.63,333.50,335.96,331.56,353.72,355.40
2004-06-23 21:35:46.683000,L5,,,276.18,275.55,273.66,272.25,271.60,272.28,297.81,315.61,345.44,333.86,327.81,338.15,338.40,343.62,356.45,363.30
2004-07-25 21:36:37.854000,L5,,193.23,300.99,305.65,292.49,289.84,290.05,287.03,314.23,331.42,360.10,349.09,344.83,360.09,366.35,357.97,380.51,367.96
2004-08-10 21:36:56.635000,L5,268.76,219.97,228.22,229.08,226.52,231.99,228.37,212.21,205.55,,,,,,,,,
2004-09-11 21:37:49.351000,L5,302.38,282.08,276.16,265.38,254.37,249.51,251.56,255.26,282.51,301.11,325.00,314.66,312.06,317.42,318.58,316.28,350.85,353.59
2004-10-13 21:38:32.826000,L5,306.06,286.06,283.07,272.24,259.07,246.48,245.95,249.77,281.13,299.64,325.78,327.38,315.72,328.94,331.92,322.26,347.67,337.80
2005-02-18 21:40:42.163000,L5,293.32,279.10,275.09,260.68,255.15,253.41,251.33,248.44,277.47,297.75,329.65,323.86,312.85,326.83,328.74,326.45,336.35,334.38
2005-05-09 21:41:19.893000,L5,185.90,286.90,280.21,273.23,267.32,267.14,263.20,265.45,290.89,310.26,337.23,325.20,324.21,333.78,339.92,335.01,351.36,354.84
2005-05-25 21:41:28.038000,L5,,279.97,279.03,271.49,264.91,263.17,261.56,267.14,290.69,307.71,333.91,325.31,323.23,327.55,338.39,332.32,348.48,355.32
2005-06-10 21:41:36.102000,L5,,,278.47,174.89,268.73,262.86,265.10,263.66,288.43,308.66,333.11,326.18,326.08,336.41,342.55,334.04,355.78,357.79
2005-06-26 21:41:40.412000,L5,,,243.81,257.37,258.81,253.45,260.27,261.95,285.98,303.35,320.54,313.24,309.46,321.50,319.58,316.91,345.12,350.07
2005-07-12 21:41:47.390000,L5,,273.07,282.18,277.78,266.84,275.40,264.34,274.97,294.74,317.48,343.02,340.33,334.18,350.37,351.06,346.02,362.41,355.48
2005-07-28 21:41:57.832000,L5,282.82,291.43,283.87,272.94,267.14,275.63,280.21,272.55,288.46,309.54,342.95,342.88,332.15,345.37,345.32,340.65,347.99,349.12
2005-08-13 21:42:05.358000,L5,292.95,276.73,273.48,269.00,259.75,261.86,260.17,262.03,286.75,298.68,321.94,312.85,312.20,318.30,321.91,326.17,354.13,355.57
2005-08-29 21:42:10.705000,L5,302.87,280.80,277.70,266.45,256.49,253.27,253.70,268.43,294.81,312.74,339.30,325.63,323.34,317.96,321.40,321.18,348.24,348.47
2006-01-20 21:44:01.121000,L5,354.60,337.26,332.90,334.01,327.91,331.54,329.20,347.03,380.52,387.49,417.65,404.19,392.03,397.81,402.06,394.14,383.67,390.14
2006-02-21 21:44:44.561000,L5,314.26,297.49,291.74,281.66,285.10,287.18,286.15,275.25,304.94,327.68,350.86,344.21,338.38,349.66,352.06,340.36,357.92,365.50
2006-03-09 21:45:04.554000,L5,290.71,275.98,273.50,264.60,258.20,253.70,250.41,253.86,289.87,306.79,332.53,318.80,314.12,322.20,312.96,313.22,336.58,339.66
2006-04-10 21:45:40.863000,L5,298.77,286.34,281.29,270.87,267.57,260.37,257.07,257.42,286.13,304.06,328.06,321.11,322.66,322.99,331.42,327.68,349.26,349.18
2006-04-26 21:45:56.580000,L5,300.14,286.52,286.31,273.53,269.33,265.66,268.62,264.90,292.28,309.63,339.93,323.31,323.97,338.63,337.69,338.82,352.15,357.35
2006-05-12 21:46:09.770000,L5,300.67,290.58,289.40,278.26,276.84,278.51,292.22,274.80,299.67,321.96,350.65,348.38,345.61,362.91,366.22,364.90,367.25,368.01
2006-06-13 21:46:37.602000,L5,,,273.18,272.15,270.55,267.13,269.17,264.37,288.87,310.86,331.63,333.14,325.57,342.42,348.22,344.26,359.49,359.49
2006-09-01 21:47:43.231000,L5,300.98,279.75,277.57,275.17,266.10,262.46,266.53,266.85,296.82,306.59,332.31,321.95,309.82,321.95,324.73,326.08,351.92,351.14
2006-09-17 21:47:54.852000,L5,297.01,276.54,275.63,271.65,261.94,256.47,260.33,264.56,292.35,304.10,328.70,316.76,307.63,318.94,317.15,323.65,355.04,358.44
2006-12-06 21:48:41.029000,L5,315.31,286.22,291.75,280.29,279.52,279.33,275.51,278.06,292.80,323.07,342.55,316.44,308.80,316.13,316.22,313.52,333.36,334.40
2007-02-08 21:49:02.527000,L5,262.14,250.50,244.43,243.63,239.39,240.81,236.10,228.65,270.51,287.20,306.17,284.06,287.88,294.89,289.84,277.06,,
2011-01-02 21:43:59.020000,L5,291.54,272.97,273.12,263.13,259.93,263.66,264.53,263.79,291.21,303.58,332.55,317.11,306.08,314.50,323.74,317.88,333.96,333.73
2013-04-29 21:55:51.104000,L8,302.98,240.89,236.86,227.24,222.05,225.42,229.74,210.70,244.90,258.25,291.14,274.19,280.12,283.88,283.58,289.66,308.18,310.29
2013-05-31 21:56:07.688000,L8,,,241.98,230.44,221.44,224.96,225.45,219.34,247.14,260.72,289.77,277.13,282.76,287.16,285.43,300.18,320.98,320.91
2013-07-18 21:56:02.364000,L8,,250.79,253.62,249.44,240.30,240.59,235.87,248.05,273.34,294.08,320.43,311.46,315.19,320.04,323.32,326.07,337.06,337.54
2013-08-19 21:56:06.167000,L8,284.16,267.55,259.01,253.41,249.07,244.70,247.53,250.98,275.69,297.91,321.73,314.22,318.01,322.94,323.75,331.68,341.06,339.22
2013-10-06 21:55:57.648000,L8,345.16,351.55,293.26,289.19,293.67,298.09,302.43,293.72,307.47,410.02,429.86,378.24,423.69,416.48,354.44,387.12,413.29,408.50
2014-01-10 21:55:19.190000,L8,284.97,252.85,248.41,248.26,242.62,239.63,240.15,225.98,272.13,290.27,321.34,309.24,320.32,286.81,284.06,292.16,344.67,333.19
2014-02-11 21:54:56.823000,L8,314.60,298.15,292.73,291.87,299.36,284.05,390.53,405.84,414.43,327.38,356.06,344.78,349.65,348.19,358.94,352.53,364.04,359.08
2014-02-27 21:54:44.238000,L8,253.92,239.18,235.15,227.96,220.49,219.10,217.30,215.73,244.42,260.05,289.00,277.57,279.38,288.23,280.54,285.84,308.00,306.91
2014-03-15 21:54:34.241000,L8,,231.72,226.43,225.88,218.25,218.22,228.46,218.50,247.78,259.26,284.83,274.28,279.50,284.18,282.91,284.90,307.71,309.63
2014-05-02 21:53:46.331000,L8,264.61,252.11,249.30,241.57,235.41,232.32,223.88,224.32,250.56,272.07,295.89,284.57,288.17,293.53,287.60,303.36,318.27,318.30
