dates,satname,nzd0168-0000,nzd0168-0001,nzd0168-0002,nzd0168-0003,nzd0168-0004
1999-10-22 21:58:28.758000,L7,296.82,269.03,221.97,257.55,223.13
1999-12-09 21:58:33.708000,L7,299.75,360.48,360.47,338.58,229.70
1999-12-09 21:58:57.676000,L7,299.18,275.48,223.45,256.42,229.84
2000-02-27 21:58:16.566000,L7,256.84,252.33,,,
2000-02-27 21:58:40.521000,L7,276.28,275.29,175.43,253.70,
2000-03-30 21:58:09.573000,L7,301.26,221.75,221.85,245.97,220.12
2000-03-30 21:58:33.541000,L7,310.97,275.47,226.49,252.28,220.52
2000-09-22 21:56:05.544000,L7,251.19,235.31,,,
2000-12-27 21:56:05.061000,L7,391.69,410.63,496.38,,
2001-01-12 21:56:06.772000,L7,212.51,,,,
2001-01-12 21:56:30.696000,L7,297.97,218.14,176.25,255.15,
2001-09-09 21:54:12.928000,L7,,,228.55,216.61,211.61
2001-09-09 21:54:36.880000,L7,285.65,216.39,217.23,244.66,207.42
2001-10-11 21:53:46.024000,L7,261.66,232.81,180.46,254.06,
2001-12-30 21:54:13.275000,L7,235.82,,,,
2002-01-15 21:54:23.534000,L7,300.09,222.47,177.55,252.86,227.84
2002-08-27 21:53:36.267000,L7,292.50,208.31,231.64,252.89,198.31
2002-08-27 21:54:00.253000,L7,290.38,245.80,211.82,245.92,208.45
2002-10-14 21:53:19.813000,L7,387.57,357.07,378.17,367.26,352.20
2002-10-14 21:53:43.769000,L7,289.57,224.58,212.45,250.32,210.31
2003-01-18 21:54:06.301000,L7,298.48,228.00,228.29,257.87,222.85
2003-01-18 21:54:30.278000,L7,297.90,227.81,224.96,257.22,221.58
2003-05-26 21:54:19.958000,L7,309.59,275.44,244.49,262.41,220.61
2003-05-26 21:54:43.917000,L7,303.50,232.81,234.74,,
2003-07-21 21:42:09.884000,L5,276.53,254.13,275.90,,
2003-07-21 21:42:33.857000,L5,332.83,322.99,313.63,297.24,324.67
2003-08-06 21:42:27.230000,L5,289.65,238.42,270.96,271.59,284.32
2003-08-06 21:42:51.203000,L5,285.68,229.33,266.80,268.38,281.34
2003-10-25 21:43:40.253000,L5,381.03,380.75,349.54,351.57,355.29
2003-10-25 21:44:04.226000,L5,336.81,325.85,301.48,295.79,312.79
2004-02-14 21:44:33.705000,L5,274.78,244.22,261.85,263.14,220.61
2004-02-14 21:44:57.678000,L5,328.49,302.69,301.71,297.89,319.38
2004-04-02 21:44:54.996000,L5,332.19,314.55,308.76,304.76,313.63
2004-04-02 21:45:18.969000,L5,336.31,323.05,312.14,309.26,316.98
2004-04-18 21:45:25.586000,L5,,216.42,259.98,238.33,
2004-04-18 21:45:49.558000,L5,261.53,228.46,267.62,268.52,
2004-05-04 21:45:52.076000,L5,284.33,243.01,257.83,256.33,
2004-05-04 21:46:16.049000,L5,277.96,235.63,235.67,247.12,
2004-05-20 21:46:20.465000,L5,268.48,228.46,257.20,252.00,
2004-05-20 21:46:44.438000,L5,276.74,235.42,266.43,267.84,
2004-06-21 21:47:40.721000,L5,266.69,235.82,272.08,268.72,
2004-07-07 21:47:45.207000,L5,289.78,260.24,278.45,270.14,
2004-07-07 21:48:09.180000,L5,288.09,243.70,279.40,270.47,
2004-07-23 21:48:09.192000,L5,274.24,229.49,270.12,267.00,
2004-07-23 21:48:33.165000,L5,288.63,277.15,283.58,280.70,288.25
2004-09-25 21:49:43.196000,L5,348.02,330.88,317.12,311.25,321.15
2004-09-25 21:50:07.312000,L5,345.09,328.26,314.64,308.79,319.70
2004-10-27 21:50:47.740000,L5,346.77,308.74,309.01,306.55,315.42
2005-01-15 21:51:45.464000,L5,350.25,334.98,334.13,328.08,334.87
2005-01-15 21:52:09.437000,L5,349.41,333.36,331.85,326.34,332.35
2005-04-21 21:52:46.920000,L5,329.13,321.71,320.13,315.70,324.62
2005-04-21 21:53:10.893000,L5,341.33,327.55,327.35,320.03,331.03
2005-05-23 21:53:00.685000,L5,283.35,216.99,271.68,266.48,
2005-06-08 21:53:09.034000,L5,288.96,253.76,290.30,281.81,286.77
2005-06-08 21:53:33.007000,L5,280.97,236.60,281.59,269.73,
2005-10-30 21:53:39.558000,L5,312.23,303.94,298.75,295.03,308.59
2005-10-30 21:54:03.531000,L5,311.84,303.41,296.51,294.60,308.97
2006-02-19 21:56:15.936000,L5,310.65,299.51,295.73,298.71,307.67
2006-02-19 21:56:39.909000,L5,289.73,281.30,280.10,282.67,288.79
2006-04-08 21:57:12.628000,L5,322.31,310.77,307.34,303.89,315.18
2006-04-08 21:57:36.601000,L5,302.60,295.25,291.58,289.55,299.73
2006-07-13 21:58:38.362000,L5,,231.65,275.49,279.10,285.23
2006-07-13 21:59:02.335000,L5,,223.32,275.24,277.13,283.81
2006-12-13 21:54:31.554000,L5,345.84,325.58,317.10,312.36,316.65
2007-01-05 22:00:28.480000,L5,273.48,232.75,268.97,268.96,223.04
2007-09-18 21:58:42.182000,L5,280.52,277.16,270.13,,
2008-12-25 21:50:10.387000,L5,290.73,281.27,279.44,274.80,284.91
2008-12-25 21:50:34.359000,L5,336.59,317.17,313.64,312.42,319.82
2009-11-26 21:56:28.873000,L5,289.39,280.71,278.12,275.02,278.21
2010-01-13 21:56:25.416000,L5,342.40,328.30,315.84,313.09,316.89
2010-01-13 21:56:49.389000,L5,318.63,311.03,303.51,296.82,298.32
2010-10-28 21:55:27.339000,L5,342.02,330.41,325.51,326.14,327.98
2010-10-28 21:55:51.312000,L5,299.73,281.51,285.95,287.11,296.22
2010-12-31 21:55:32.560000,L5,344.83,330.93,322.41,320.26,325.85
2010-12-31 21:55:56.533000,L5,329.49,314.03,311.31,308.37,317.18
2011-01-16 21:55:58.174000,L5,282.46,263.02,283.91,278.25,285.74
2011-02-01 21:55:35.620000,L5,333.51,324.89,318.34,316.75,323.31
2011-02-17 21:55:37.006000,L5,294.07,284.65,287.23,283.26,287.20
2011-02-17 21:56:00.979000,L5,290.68,281.24,281.51,281.68,283.76
2013-04-11 22:07:51.092000,L8,293.21,287.64,277.29,263.54,222.93
2013-04-11 22:08:15.067000,L8,312.90,305.90,297.89,295.77,306.11
2013-05-13 22:07:59.284000,L8,288.67,280.29,261.95,251.86,195.59
2013-05-29 22:07:41.466000,L8,283.44,234.34,277.06,258.88,
2013-05-29 22:08:05.425000,L8,289.98,266.77,282.50,262.68,
2013-06-30 22:07:36.163000,L8,286.62,220.80,257.34,181.12,
2013-06-30 22:08:00.117000,L8,293.05,279.91,276.59,259.40,185.02
2013-07-16 22:07:36.609000,L8,292.20,278.78,241.13,183.69,
2013-08-17 22:08:03.120000,L8,297.09,278.32,259.19,261.86,220.25
2013-09-02 22:07:40.639000,L8,300.82,281.35,273.45,263.82,223.35
2013-09-02 22:08:04.598000,L8,302.20,287.13,277.66,266.79,226.70
2013-10-20 22:07:26.886000,L8,317.28,309.28,310.26,360.44,338.71
2013-11-05 22:07:22.900000,L8,311.75,305.08,300.02,302.02,313.03
2013-11-05 22:07:46.855000,L8,297.05,288.07,279.04,271.83,250.46
2013-11-21 22:07:13.797000,L8,317.53,311.22,302.66,304.90,315.24
2013-11-21 22:07:37.752000,L8,301.15,290.65,282.83,278.71,293.33
2014-02-09 22:06:33.299000,L8,317.33,324.08,318.60,313.00,320.99
2014-02-09 22:06:57.254000,L8,319.67,324.66,319.99,316.12,321.62
2014-02-25 22:06:20.497000,L8,298.60,279.72,274.67,266.43,227.68
2014-02-25 22:06:44.447000,L8,311.69,301.10,292.00,293.16,301.20
2014-03-29 22:05:52.007000,L8,372.97,304.39,306.63,307.36,315.71
2014-03-29 22:06:15.961000,L8,315.92,304.24,305.95,306.92,314.61
2014-04-30 22:05:22.578000,L8,312.97,308.88,301.74,304.50,317.26
2014-04-30 22:05:46.536000,L8,312.78,308.86,301.69,304.55,317.41
2014-05-16 22:05:09.831000,L8,297.32,269.61,287.06,276.17,295.64
2014-08-04 22:05:38.545000,L8,315.73,309.95,303.58,303.71,318.79
2014-08-20 22:05:42.763000,L8,300.91,288.46,283.81,281.52,295.18
2014-08-20 22:06:06.726000,L8,381.80,312.87,302.44,304.83,316.15
2014-10-07 22:05:49.968000,L8,293.06,278.68,273.46,272.22,294.57
2014-11-08 22:05:52.173000,L8,310.07,298.99,294.69,298.43,309.45
2014-11-08 22:06:16.124000,L8,315.60,305.13,300.75,303.29,314.93
2015-02-28 22:05:24.487000,L8,387.18,373.79,297.34,298.19,306.95
2015-02-28 22:05:48.437000,L8,315.05,303.08,298.09,298.98,307.73
2015-03-16 22:05:13.611000,L8,315.46,304.25,298.73,300.36,313.21
2015-05-19 22:04:40.718000,L8,304.75,295.15,292.06,292.52,306.61
2015-05-19 22:05:04.672000,L8,275.04,240.64,273.78,,
2015-06-04 22:04:48.656000,L8,274.19,231.15,280.08,,
2015-06-04 22:05:12.611000,L8,276.17,236.93,281.08,263.07,
2015-06-20 22:04:57.007000,L8,296.12,287.03,286.27,285.96,300.49
2015-06-20 22:05:20.970000,L8,275.53,228.40,278.40,262.52,
2015-07-22 22:05:13.606000,L8,291.18,276.38,277.87,266.38,220.27
2015-07-22 22:05:37.569000,L8,281.77,242.99,274.91,263.64,183.90
2015-08-23 22:05:24.610000,L8,284.45,281.71,273.96,259.39,293.68
2015-08-23 22:05:48.569000,L8,276.59,276.48,,,
2015-12-29 22:05:45.209000,L8,312.60,304.29,299.93,300.21,312.30
2015-12-29 22:06:09.164000,L8,313.61,304.40,300.15,300.60,311.40
2016-03-02 22:05:31.567000,L8,316.29,308.08,301.33,299.28,313.26
2016-03-02 22:05:55.525000,L8,239.17,286.75,274.67,211.34,181.01
2016-05-21 22:05:14.459000,L8,303.10,285.10,287.80,285.91,301.85
2016-05-21 22:05:38.418000,L8,299.32,269.55,281.44,282.03,298.62
2016-07-24 22:06:01.938000,L8,284.36,281.73,285.07,283.75,301.37
2016-09-10 22:05:51.530000,L8,315.60,304.15,301.92,305.05,318.83
2016-09-10 22:06:15.488000,L8,288.24,232.07,272.63,266.03,228.13
2016-10-12 22:05:57.250000,L8,350.08,370.87,299.83,299.10,312.79
2016-10-12 22:06:21.213000,L8,398.94,371.46,300.62,300.02,313.32
2016-12-15 22:06:18.115000,L8,301.23,287.13,284.44,284.40,295.80
2017-01-16 22:05:47.126000,L8,313.52,303.17,299.57,301.51,310.71
2017-01-16 22:06:11.085000,L8,308.90,296.91,292.91,291.83,299.73
2017-02-01 22:05:40.248000,L8,316.92,305.32,299.49,298.82,307.54
2017-03-05 22:05:27.019000,L8,310.32,296.11,291.96,292.85,303.23
2017-03-05 22:05:50.977000,L8,316.29,306.85,300.90,299.60,309.52
2017-04-06 22:05:10.007000,L8,316.29,306.79,306.02,305.25,317.27
2017-04-06 22:05:33.966000,L8,313.90,303.41,301.24,301.39,312.93
2017-05-08 22:04:59.325000,L8,307.65,290.28,279.80,285.54,301.17
2017-05-08 22:05:23.284000,L8,314.07,298.17,289.59,292.58,307.01
2017-05-24 22:05:10.453000,L8,314.65,307.36,302.75,308.10,320.90
2017-05-24 22:05:34.407000,L8,314.04,305.50,301.66,307.23,320.23
2017-06-09 22:05:42.375000,L8,,221.09,250.78,,
2017-06-25 22:05:23.687000,L8,298.80,277.31,281.65,285.90,297.87
2017-06-25 22:05:47.638000,L8,301.61,284.25,284.96,288.90,301.65
2017-07-11 22:05:26.464000,L8,298.80,280.85,287.77,286.97,301.73
2017-07-11 22:05:50.423000,L8,299.26,286.34,288.29,287.84,302.73
2017-08-12 22:06:04.307000,L8,278.50,276.93,278.34,281.48,296.28
2017-08-28 22:05:44.051000,L8,298.72,280.43,278.49,281.75,294.36
2017-08-28 22:06:08.010000,L8,298.14,279.91,277.87,280.12,293.97
2017-12-02 22:05:46.939000,L8,319.62,316.29,310.22,314.49,321.13
2017-12-02 22:06:10.894000,L8,320.25,317.04,310.21,314.04,320.56
2017-12-18 22:05:49.621000,L8,290.63,277.04,275.56,269.77,249.70
