dates,satname,nzd0059-0000,nzd0059-0001,nzd0059-0002,nzd0059-0003,nzd0059-0004,nzd0059-0005,nzd0059-0006,nzd0059-0007,nzd0059-0008,nzd0059-0009,nzd0059-0010,nzd0059-0011,nzd0059-0012,nzd0059-0013,nzd0059-0014,nzd0059-0015,nzd0059-0016,nzd0059-0017,nzd0059-0018,nzd0059-0019,nzd0059-0024,nzd0059-0025,nzd0059-0026,nzd0059-0027,nzd0059-0028,nzd0059-0029,nzd0059-0030,nzd0059-0031,nzd0059-0032,nzd0059-0033,nzd0059-0034,nzd0059-0035,nzd0059-0036,nzd0059-0037,nzd0059-0038,nzd0059-0039,nzd0059-0040,nzd0059-0041,nzd0059-0042,nzd0059-0043,nzd0059-0044,nzd0059-0045,nzd0059-0046,nzd0059-0047,nzd0059-0048,nzd0059-0057,nzd0059-0058,nzd0059-0059,nzd0059-0060,nzd0059-0061,nzd0059-0063,nzd0059-0064,nzd0059-0065,nzd0059-0066,nzd0059-0067,nzd0059-0068,nzd0059-0069,nzd0059-0070,nzd0059-0071,nzd0059-0074,nzd0059-0075,nzd0059-0076,nzd0059-0077,nzd0059-0079,nzd0059-0080,nzd0059-0081,nzd0059-0082,nzd0059-0083,nzd0059-0084,nzd0059-0085,nzd0059-0086,nzd0059-0087,nzd0059-0088,nzd0059-0089,nzd0059-0090,nzd0059-0091,nzd0059-0092,nzd0059-0093,nzd0059-0094,nzd0059-0020,nzd0059-0021,nzd0059-0022,nzd0059-0023,nzd0059-0049,nzd0059-0050,nzd0059-0051,nzd0059-0052,nzd0059-0053,nzd0059-0054,nzd0059-0055,nzd0059-0056,nzd0059-0062,nzd0059-0072,nzd0059-0073,nzd0059-0078
1999-08-17 22:10:26.276000,L7,270.02,247.72,268.91,272.67,278.30,275.63,269.00,252.86,225.18,221.81,214.58,393.76,428.47,448.28,455.88,508.54,433.40,475.50,438.33,440.11,418.91,422.90,416.72,415.11,404.23,428.98,456.85,451.24,453.25,467.39,443.71,197.97,195.66,196.50,189.83,184.98,199.87,247.91,261.54,247.21,231.00,211.49,204.41,211.01,204.94,297.60,379.08,426.32,463.61,507.94,329.12,404.39,231.63,520.31,420.64,410.66,461.56,520.80,511.81,454.23,410.98,381.45,410.54,506.91,470.01,468.27,485.23,243.70,381.18,401.65,396.06,405.88,305.91,404.96,414.18,409.53,428.14,417.41,406.42,,,,,,,,,,,,,,,,
1999-10-04 22:10:38.131000,L7,339.46,312.01,338.67,326.90,321.49,300.45,300.25,297.66,297.25,300.53,286.35,284.25,283.16,279.65,268.06,230.48,,,196.76,223.25,240.15,235.14,238.61,231.28,237.54,222.95,230.58,238.38,245.01,258.29,251.07,258.97,255.22,261.61,274.30,238.43,256.23,244.53,248.35,238.94,237.09,234.81,238.25,241.78,244.72,208.96,424.62,199.35,198.60,211.98,218.24,217.80,228.15,219.05,211.98,222.70,214.60,218.28,213.03,213.96,204.79,210.05,212.57,207.48,214.46,429.13,437.21,479.64,400.21,495.93,501.32,465.87,449.71,442.97,345.34,352.01,363.09,451.82,449.39,262.81,264.48,244.90,237.10,238.65,243.53,241.13,236.82,251.25,295.30,283.28,242.82,209.40,218.90,220.79,208.51
2000-02-09 22:10:19.398000,L7,,,,534.52,503.73,420.25,223.44,439.57,479.14,522.72,,307.74,388.47,,402.57,286.63,236.13,,369.24,379.83,379.84,384.59,,418.70,342.34,390.05,395.12,254.76,222.12,251.33,229.52,519.28,426.12,423.96,428.36,510.51,204.74,217.45,206.21,206.63,215.86,235.93,238.34,321.36,407.81,388.53,241.38,223.09,201.52,206.39,203.85,199.71,206.43,208.68,205.69,204.96,204.96,207.68,207.01,210.23,193.90,196.14,199.65,196.34,200.38,204.88,208.42,215.73,211.65,381.82,390.48,388.75,382.98,394.93,414.07,415.44,,,,380.76,379.50,,386.52,372.41,409.05,348.95,287.90,274.90,213.76,238.85,216.29,207.07,215.18,208.89,197.87
2000-03-28 22:10:07.233000,L7,403.21,399.92,358.47,416.90,418.11,433.67,424.93,400.51,230.96,242.89,225.99,267.34,191.18,,415.17,237.50,431.12,474.61,,,290.36,282.65,272.76,274.20,306.84,302.65,396.97,,348.08,340.27,374.17,297.57,282.25,276.22,254.87,282.22,235.01,401.61,206.59,371.55,502.40,406.69,378.98,414.37,408.74,227.01,432.95,416.59,416.37,406.61,193.72,318.34,415.92,384.82,261.65,413.77,408.79,410.40,470.01,419.88,223.35,255.17,325.87,250.64,239.21,267.51,260.16,266.95,288.62,391.63,483.62,345.43,553.54,550.49,534.59,210.39,259.96,277.78,251.54,427.67,503.93,372.44,322.56,462.96,523.90,553.46,223.63,457.08,504.08,380.48,500.55,549.06,451.58,273.96,221.30
2000-04-29 22:09:53.797000,L7,404.12,408.13,412.18,330.02,319.85,313.51,448.62,471.32,469.91,426.85,473.77,470.83,463.32,390.50,403.36,411.47,424.16,401.44,236.76,260.10,456.90,479.41,469.06,292.32,390.44,369.86,392.48,404.03,401.82,399.02,394.76,397.23,400.72,400.12,348.19,373.00,274.80,262.85,265.87,260.32,275.42,278.85,275.98,274.78,260.44,430.74,560.64,517.61,241.78,234.00,232.39,238.58,235.02,232.03,233.94,238.75,240.79,234.04,235.60,226.29,219.16,224.67,467.55,479.29,494.40,514.05,524.81,351.47,388.81,405.34,408.41,251.46,521.28,533.42,485.89,562.86,521.33,529.05,495.99,282.07,313.06,302.67,295.86,262.67,256.05,262.47,262.02,264.20,269.91,462.49,456.83,231.10,230.01,229.30,466.79
2000-05-15 22:09:42.527000,L7,257.42,248.39,279.67,266.88,259.15,256.86,255.23,249.47,248.32,360.22,365.60,356.62,362.34,373.95,382.60,387.89,390.15,381.04,415.34,437.26,445.02,444.07,369.30,280.65,216.17,243.11,221.28,239.27,255.88,251.22,253.51,250.10,242.86,228.38,228.70,232.86,226.28,225.65,230.47,234.56,229.27,230.77,235.92,231.97,233.16,430.57,400.51,187.48,189.21,195.13,194.30,195.26,331.44,369.97,354.47,354.93,198.83,199.01,194.32,330.10,332.51,418.63,420.82,370.35,372.87,391.94,408.96,400.42,412.19,431.02,436.21,437.23,436.45,480.41,,,455.94,469.27,419.48,,,440.64,439.88,225.07,223.93,230.15,227.59,229.44,221.48,225.66,206.01,190.25,197.23,418.50,366.05
2000-08-03 22:08:44.137000,L7,269.88,260.53,254.32,249.81,264.75,254.88,253.95,250.95,256.54,246.85,251.01,240.86,228.37,230.26,,395.06,362.41,377.67,373.33,402.97,382.00,323.87,395.07,328.36,,,,220.37,237.62,245.66,239.16,231.60,232.80,230.34,225.86,228.86,225.03,234.30,219.33,225.57,222.10,227.14,219.24,226.27,226.10,403.85,311.16,398.32,191.52,208.78,202.30,197.98,207.06,206.22,208.83,201.64,207.23,209.86,206.26,198.77,206.00,198.71,207.56,200.12,195.80,199.12,201.91,351.40,412.59,353.65,369.90,342.32,393.60,379.54,388.18,395.02,445.08,393.31,338.69,,,,,228.38,227.28,231.21,233.50,236.59,233.52,232.91,411.50,204.87,204.19,210.13,200.30
2000-08-19 22:08:38.248000,L7,374.44,332.29,329.02,367.07,321.03,399.69,386.69,439.26,379.69,389.26,398.63,389.07,384.90,409.15,367.04,368.26,441.72,457.92,441.82,,425.56,444.47,452.41,453.25,450.70,463.44,554.19,,,,546.11,,,275.50,299.02,290.18,316.19,283.73,261.68,,,,,,,433.78,515.57,513.59,506.42,372.65,214.80,,,,,,,,445.07,384.84,453.52,462.83,,,,,,,,,,,,,,,,,,,,,411.41,,,,,,263.18,273.58,366.08,219.94,498.35,484.93,
2000-09-20 22:08:03.348000,L7,412.96,405.02,405.30,420.03,395.43,399.35,385.88,382.16,384.16,386.89,394.45,401.57,411.15,421.20,466.30,450.97,447.82,463.16,473.19,480.67,500.47,512.26,516.90,515.14,528.88,534.24,536.01,540.04,430.38,536.17,539.71,516.87,427.21,411.96,417.17,423.71,434.57,447.10,466.42,457.40,445.28,408.72,414.58,417.52,424.50,424.73,473.32,425.45,426.12,446.98,558.53,410.37,405.45,419.79,548.26,528.70,530.36,462.06,465.95,457.46,458.59,469.70,456.50,445.44,479.99,465.51,466.86,514.87,535.26,558.12,463.33,419.19,415.74,402.44,425.89,414.54,449.34,458.13,438.24,502.39,495.73,493.23,505.86,493.18,488.17,529.84,525.58,488.26,545.67,446.45,476.95,441.02,450.96,444.30,418.83
2000-10-22 22:07:50.487000,L7,330.50,300.29,294.10,293.42,293.22,284.25,287.54,287.74,270.57,275.57,453.00,464.03,460.23,462.50,477.16,480.43,475.34,480.91,226.00,241.42,245.27,247.35,231.06,243.81,230.46,226.14,231.31,234.32,253.24,253.99,244.37,243.52,243.70,240.01,239.76,243.15,239.14,237.18,235.22,236.90,242.29,240.26,236.24,238.84,247.48,197.16,415.63,429.70,453.30,430.37,439.17,432.81,440.59,444.96,453.28,445.39,446.45,440.71,423.15,476.85,496.31,502.72,455.07,477.06,467.54,455.75,453.17,466.90,471.64,410.96,466.18,384.38,493.76,492.12,494.40,449.04,452.10,468.17,448.72,255.03,244.98,236.74,243.99,244.22,243.78,245.70,249.33,239.90,248.75,246.82,228.00,427.02,496.78,491.01,457.87
2000-11-07 22:07:53.532000,L7,379.89,385.60,380.14,385.15,392.63,394.86,388.73,387.82,388.01,377.02,373.84,380.56,400.60,403.67,406.95,406.85,413.56,416.95,415.88,386.83,384.10,404.33,375.18,468.70,418.18,495.12,511.85,539.95,423.67,430.24,429.47,422.38,407.59,417.18,428.53,412.04,417.03,424.25,439.39,434.77,426.94,372.98,410.49,404.43,420.19,525.30,556.83,204.19,212.69,218.05,210.34,211.79,221.72,216.67,217.32,217.55,218.52,214.27,213.35,204.91,202.47,206.79,208.64,208.82,218.62,213.92,219.57,217.13,222.92,222.70,231.27,230.29,229.30,234.84,450.33,460.47,471.53,470.52,449.72,383.69,397.90,390.27,374.81,393.68,411.78,428.61,442.91,438.54,405.38,415.22,440.61,208.95,220.24,213.96,209.88
2001-03-15 22:07:52.114000,L7,305.70,291.75,313.29,222.91,222.93,226.77,398.47,429.47,411.86,317.33,378.70,379.40,405.41,404.90,408.84,359.42,479.66,455.55,466.47,465.56,512.67,414.51,,264.44,274.13,244.96,238.18,422.77,519.94,530.51,530.05,398.77,396.88,435.66,403.04,395.76,397.40,407.27,477.17,495.14,507.89,499.69,499.55,491.18,347.80,450.17,445.66,206.98,210.89,209.41,220.93,223.70,221.62,216.50,223.61,224.70,223.93,231.64,217.44,204.96,191.01,186.81,190.60,,477.85,474.63,510.22,,398.03,523.64,442.06,408.47,421.01,426.22,488.50,459.22,443.23,444.14,451.35,461.37,560.20,218.94,,253.97,241.33,242.69,243.49,250.33,440.50,446.25,447.88,213.52,216.91,215.59,183.20
2001-05-18 22:07:26.882000,L7,274.38,284.53,255.10,263.72,263.94,281.05,263.98,281.93,282.81,261.60,195.19,411.15,414.58,420.50,441.77,426.43,424.71,434.61,439.60,433.16,422.19,418.90,423.80,417.49,424.57,431.52,187.66,210.23,231.04,243.64,238.40,234.80,237.61,231.04,240.84,232.94,232.98,233.56,227.79,229.00,244.10,235.77,232.65,228.29,230.86,550.47,371.21,265.57,189.98,208.79,429.45,415.59,417.19,384.97,428.27,456.83,464.42,445.51,416.14,198.09,195.71,191.10,199.61,192.18,199.09,198.57,199.18,205.74,205.68,203.25,217.88,213.85,208.91,211.84,202.85,198.83,195.87,476.73,397.92,443.20,433.62,431.93,412.30,223.31,241.87,259.32,390.29,481.10,553.41,462.34,328.02,404.31,199.97,204.29,196.31
2001-06-03 22:07:16.736000,L7,269.71,239.24,227.74,268.84,248.75,268.19,272.19,266.05,384.06,395.90,393.43,400.81,367.41,414.93,373.54,427.81,432.85,445.09,,,439.04,404.40,183.78,213.96,209.96,233.13,200.15,217.77,258.81,247.54,244.81,246.21,242.37,237.04,239.58,241.56,234.66,242.94,242.10,235.24,241.90,236.74,238.51,235.85,234.86,380.62,391.63,188.30,198.96,208.83,208.56,389.08,371.00,373.37,374.93,212.19,219.44,210.25,210.78,205.74,204.24,211.92,231.31,193.65,210.88,207.41,209.71,206.61,206.90,212.21,217.43,228.15,231.41,218.56,204.69,205.01,210.94,202.09,386.32,235.67,405.90,417.94,414.13,232.49,227.62,231.48,420.60,435.12,420.83,440.17,439.08,207.16,213.65,207.91,208.18
2001-12-12 22:06:14.960000,L7,401.82,400.77,398.47,405.59,392.69,360.67,401.09,352.31,357.54,369.69,367.34,313.61,407.62,416.48,359.37,374.32,382.27,450.92,391.61,415.40,399.33,392.69,400.98,417.27,404.57,434.27,380.40,402.24,295.38,248.62,346.96,343.75,399.90,359.89,297.27,395.87,326.07,374.34,382.58,420.60,358.75,377.94,383.67,380.51,389.09,387.08,369.24,388.36,388.00,355.70,373.12,383.39,395.72,396.46,405.76,401.29,400.12,364.26,370.60,309.25,389.76,202.22,323.46,384.04,346.89,331.88,348.24,362.58,367.91,372.02,376.08,374.75,369.06,362.25,297.26,312.63,303.64,299.90,287.00,439.36,413.76,379.48,406.14,397.72,336.54,356.12,365.68,396.83,408.04,413.26,403.22,375.93,334.66,209.30,378.57
2001-12-28 22:06:14.106000,L7,,284.20,296.69,529.05,558.88,509.69,498.78,,535.46,470.84,345.32,334.64,342.99,306.19,289.32,325.46,337.31,372.42,393.58,412.20,364.58,372.07,385.49,416.41,205.71,324.25,340.84,455.92,412.82,316.66,310.71,393.69,340.67,327.33,298.78,330.70,321.84,326.66,383.14,377.54,392.87,396.79,398.03,354.63,362.07,391.78,402.72,188.19,189.63,199.88,341.94,351.11,324.75,341.28,280.50,200.50,199.81,198.39,196.97,191.19,191.17,191.35,192.36,190.75,196.70,195.82,195.98,199.29,199.76,203.88,207.76,209.16,207.33,208.56,203.02,200.13,195.36,194.48,190.40,417.86,462.49,470.01,424.07,341.67,301.72,309.07,309.27,401.05,359.99,218.13,318.64,311.82,195.87,191.08,194.13
2002-01-29 22:06:21.478000,L7,,,,,,,,,,,276.51,420.06,410.07,381.07,261.45,488.92,321.85,513.80,506.63,,,,413.86,411.22,200.23,240.06,248.14,228.61,362.13,338.93,401.34,542.78,494.41,303.69,241.73,229.77,227.29,228.70,228.65,236.63,234.45,232.70,236.12,230.59,230.43,,179.64,217.67,213.17,211.98,215.02,216.55,213.81,215.97,213.17,191.03,,216.60,226.87,261.06,218.25,211.17,224.38,296.04,198.38,452.64,483.17,504.62,,,222.92,251.87,285.16,394.58,434.56,423.49,462.10,543.61,529.60,,,,,232.97,232.00,235.55,242.85,245.41,247.61,246.32,251.19,210.75,250.38,288.91,239.83
2002-02-14 22:06:29.522000,L7,522.99,400.77,467.45,523.42,330.74,318.82,470.61,338.86,218.66,196.97,411.11,536.08,279.61,508.79,,,,336.97,399.71,,183.47,261.42,209.06,205.58,206.01,188.74,,208.50,224.48,228.24,222.09,216.67,208.64,211.66,215.71,204.17,211.19,208.71,217.26,203.84,206.75,209.77,210.38,203.81,211.39,,,190.33,188.11,195.06,188.99,193.35,193.48,192.25,197.65,204.60,199.81,198.24,193.20,188.30,,,,,187.89,191.98,193.35,204.44,199.02,201.64,207.16,205.04,205.40,198.49,189.57,198.21,191.49,195.06,194.45,,,,,207.38,208.85,206.95,207.76,211.66,208.19,209.65,196.69,193.09,196.62,189.47,
2002-03-18 22:06:22.131000,L7,223.21,234.79,230.08,261.03,352.78,402.30,404.29,401.73,377.84,381.10,397.56,422.65,408.38,410.39,455.96,484.49,409.72,448.19,414.44,419.75,230.74,206.92,209.64,210.14,205.69,218.23,216.40,219.35,245.13,251.09,246.68,241.85,236.49,236.11,238.52,238.74,230.49,230.77,227.98,227.62,226.00,226.16,228.54,224.45,225.65,197.63,351.03,192.87,201.52,209.71,207.74,205.68,213.89,211.08,210.17,351.34,371.35,377.59,207.87,206.09,208.42,204.63,206.75,197.53,201.65,202.63,205.10,209.47,208.65,220.59,217.61,224.18,211.04,214.13,214.53,207.55,204.53,199.25,215.35,427.25,426.89,420.36,197.79,224.80,230.20,232.02,234.26,237.77,235.38,233.10,219.95,210.75,210.01,207.48,207.24
2002-05-21 22:06:17.427000,L7,229.39,229.50,224.74,468.20,457.34,533.84,545.05,,,,,,,,,,,,,,,,,,,,,530.75,508.00,511.26,,,,200.67,205.59,210.18,214.96,209.77,208.61,207.37,210.83,209.24,209.33,212.17,214.64,488.17,490.28,516.53,189.20,197.88,205.62,227.22,227.03,238.21,235.35,246.87,238.90,249.85,416.83,385.63,374.67,390.77,403.99,273.19,292.18,405.28,369.58,393.98,380.78,395.53,408.98,417.19,419.93,438.25,432.33,381.26,388.50,358.94,350.42,,,,,212.93,210.81,216.97,217.00,219.79,211.41,207.89,197.98,201.48,397.57,385.57,400.76
2002-07-08 22:06:00.488000,L7,203.09,191.22,206.13,212.60,215.91,211.35,215.00,211.20,204.28,188.13,,,,,,,,,,,,,,,,,,,186.59,198.82,203.29,193.78,192.36,194.48,193.78,,,,,178.21,296.71,,,279.70,371.35,,,,,,,,,382.52,312.11,364.78,325.74,276.49,,,,,,,,,,,275.31,292.41,325.44,341.47,297.31,284.57,319.79,348.75,271.54,360.50,352.73,,,,,,,188.49,192.95,192.61,188.15,183.26,,,,,
2002-10-12 22:05:14.598000,L7,276.19,274.97,283.78,275.54,284.48,266.04,271.99,419.23,410.12,415.27,406.91,380.86,454.65,441.23,437.74,433.03,443.68,457.14,463.67,479.97,399.23,424.42,438.15,459.21,390.42,395.87,389.04,391.99,225.51,235.52,240.29,246.46,241.78,239.65,236.89,234.60,381.75,476.38,471.94,457.60,452.38,460.35,408.83,415.97,387.87,529.69,485.26,,,,383.83,545.95,,,500.58,483.67,475.92,438.40,393.20,395.25,384.52,208.71,203.22,203.84,208.34,209.07,208.40,212.11,211.21,220.58,223.64,228.16,220.58,221.61,229.08,254.31,213.52,206.52,208.48,425.56,438.52,437.96,430.71,429.54,430.25,317.20,432.86,487.54,546.25,541.06,533.16,433.62,550.91,257.39,208.40
2002-10-28 22:05:22.323000,L7,434.34,431.89,417.98,426.91,437.48,431.97,413.09,437.08,411.74,370.43,399.40,413.71,418.66,432.16,493.05,251.28,262.65,251.70,245.53,246.42,467.92,511.58,520.87,287.02,428.92,463.02,538.24,,,,,449.49,455.84,514.49,509.52,369.24,426.84,505.54,454.43,,,,,,,440.20,429.35,473.77,248.54,291.27,189.97,,,535.92,541.30,212.75,466.46,488.07,489.63,521.76,393.12,446.83,338.52,317.36,337.22,350.62,398.05,484.92,447.42,511.45,499.56,421.87,386.26,485.43,482.20,449.90,477.18,443.26,422.16,251.48,245.27,207.01,494.65,,,176.68,479.11,526.01,534.57,192.36,444.45,233.39,505.34,522.09,328.54
2002-11-13 22:05:30.425000,L7,342.90,351.98,325.41,301.94,339.30,273.52,441.13,446.24,444.17,442.20,443.08,,,,,321.81,348.91,387.62,491.22,498.31,220.28,205.68,447.97,468.98,,,,,,,,,,,262.61,560.09,,523.60,452.90,441.38,471.14,305.93,477.43,481.64,481.67,,434.46,426.96,550.42,446.41,498.99,515.07,514.79,,518.45,525.77,410.24,188.71,192.43,266.74,300.02,328.84,253.55,211.43,211.17,212.31,211.81,222.62,217.70,226.13,231.26,236.51,265.77,409.30,402.54,407.57,412.59,417.89,448.46,473.95,391.23,321.56,268.66,419.66,427.44,427.48,471.23,472.88,511.65,519.97,547.84,495.19,206.96,230.68,209.28
2002-12-31 22:05:56.221000,L7,,,403.97,384.95,355.75,384.98,406.14,374.68,260.54,260.81,257.48,254.19,248.59,244.97,245.11,243.92,246.38,247.09,241.44,246.09,379.98,347.21,461.33,457.73,232.20,,388.94,430.19,419.14,461.41,466.93,441.05,518.03,511.77,453.28,262.41,540.40,,,,466.66,562.02,,299.46,488.06,,,241.87,335.11,332.91,332.32,368.95,261.09,394.03,349.72,356.51,345.11,255.23,331.83,,229.82,233.36,232.08,273.00,224.91,211.02,219.96,243.25,503.43,383.12,,,319.10,322.86,486.00,492.20,529.28,455.09,365.63,247.73,233.11,228.50,217.82,471.71,323.54,364.96,464.17,487.36,455.06,428.27,,324.98,209.37,178.28,235.92
2003-01-16 22:06:02.914000,L7,268.39,260.92,241.77,240.14,238.05,238.94,236.21,239.19,235.47,205.37,220.88,210.42,200.88,,,,,,,,,,,204.81,216.23,230.85,280.62,292.68,308.26,345.38,487.77,,432.46,415.01,372.38,333.93,263.53,254.92,,,,337.93,300.19,316.29,179.56,,538.07,516.56,425.18,554.39,426.67,353.30,336.05,295.80,411.09,460.42,433.61,448.73,225.80,225.82,220.68,225.17,219.68,213.65,217.98,212.93,222.45,229.09,228.78,231.85,235.24,228.26,230.76,225.51,227.77,225.43,217.34,224.92,218.92,,,,,225.20,221.36,399.25,410.05,539.07,543.00,456.69,547.69,522.90,221.52,225.32,212.69
2003-04-06 22:06:21.012000,L7,350.76,283.67,277.00,264.51,349.70,357.56,361.81,362.14,363.84,365.50,377.61,380.48,387.74,243.53,247.97,244.43,248.01,263.42,259.62,264.93,218.28,225.50,246.63,245.05,246.17,247.45,250.15,271.68,386.71,383.45,363.89,408.55,310.61,414.24,421.20,377.10,497.18,391.82,448.72,396.44,392.07,185.61,,,,352.94,353.86,364.42,360.13,382.51,390.69,400.73,471.16,358.28,374.44,371.88,332.06,359.87,372.08,375.93,377.87,377.85,351.68,402.84,470.96,463.05,378.70,370.10,365.45,382.84,398.46,450.19,254.46,427.65,460.62,372.76,453.29,471.78,496.06,254.28,256.80,250.74,261.35,449.78,441.75,329.06,319.43,335.82,309.31,335.64,354.15,390.51,371.92,381.62,386.59
