dates,satname,nzd0396-0000,nzd0396-0001,nzd0396-0002,nzd0396-0003,nzd0396-0004,nzd0396-0005,nzd0396-0006,nzd0396-0007,nzd0396-0008,nzd0396-0009,nzd0396-0010,nzd0396-0011
1999-09-04 22:00:09.953000,L7,,,218.42,241.97,248.22,250.36,248.01,223.68,257.25,210.17,253.47,197.68
1999-09-04 22:00:33.926000,L7,,,224.27,243.25,247.89,251.40,248.70,225.99,257.52,211.50,255.27,197.78
1999-10-22 22:00:04.598000,L7,412.25,404.69,414.23,425.43,436.40,424.54,469.81,501.97,513.61,,,
1999-10-22 22:00:28.631000,L7,394.14,392.72,393.66,408.17,416.54,409.45,413.40,399.42,411.30,427.29,392.17,386.93
1999-12-25 22:00:04.067000,L7,265.99,253.87,232.21,209.19,,,,,,,,275.35
2000-01-26 22:00:02.226000,L7,301.59,281.86,293.38,272.04,186.47,204.44,256.11,268.40,290.45,314.95,306.19,333.00
2000-01-26 22:00:26.187000,L7,,,,,,,,,,,243.68,177.92
2000-02-11 21:59:57.866000,L7,304.16,286.72,331.80,336.22,358.67,352.57,356.95,272.08,300.79,346.15,346.87,336.05
2000-02-11 22:00:21.827000,L7,308.20,291.92,333.48,334.08,358.63,352.69,337.14,273.20,346.36,346.63,347.08,335.71
2000-02-27 21:59:52.393000,L7,246.66,237.00,221.36,196.69,,,,,,237.38,207.97,228.84
2000-02-27 22:00:16.353000,L7,294.05,273.05,277.92,264.70,276.38,271.42,230.81,249.53,280.38,287.33,290.88,319.25
2000-03-30 21:59:45.397000,L7,,,,,,,,192.24,239.68,181.99,205.84,
2000-03-30 22:00:09.363000,L7,,,,220.73,233.74,242.00,173.24,194.23,239.34,181.84,204.09,
2000-04-15 21:59:31.785000,L7,,,172.23,233.23,245.24,,237.69,214.46,259.75,226.10,241.61,190.49
2000-04-15 21:59:55.745000,L7,,,176.58,236.50,206.63,211.00,244.10,217.08,262.60,237.18,250.08,195.41
2000-05-01 21:59:30.586000,L7,,,239.38,252.11,263.09,259.18,247.34,220.61,260.12,249.68,260.05,208.27
2000-05-01 21:59:54.563000,L7,,,238.29,248.45,259.47,257.42,244.91,219.34,259.66,234.95,258.20,206.53
2000-06-18 21:59:03.789000,L7,,,232.59,240.31,246.34,235.15,231.48,202.97,257.91,185.51,262.20,202.21
2000-06-18 21:59:27.736000,L7,,,237.99,247.36,259.68,247.86,245.82,221.66,267.60,253.97,268.61,239.56
2000-08-05 21:58:20.584000,L7,,,243.11,256.00,257.66,253.27,240.52,221.93,274.47,255.71,289.39,214.67
2000-08-05 21:58:44.520000,L7,,,242.87,257.05,257.49,255.59,240.44,220.09,271.34,256.57,289.84,225.56
2000-09-06 21:57:58.861000,L7,,,,,,,219.30,208.52,247.96,239.65,241.48,243.91
2000-09-06 21:58:22.821000,L7,209.82,175.60,178.07,218.72,229.07,,,,,240.31,240.10,
2000-10-08 21:58:00.300000,L7,,,,229.76,246.31,230.63,227.53,211.72,253.71,184.63,242.03,190.05
2000-11-25 21:57:34.931000,L7,396.21,389.49,396.25,402.46,435.58,438.28,495.16,493.98,446.35,418.82,483.25,515.84
2000-11-25 21:57:58.896000,L7,400.18,393.85,397.95,406.40,436.58,440.06,496.86,424.13,451.62,422.27,492.24,520.27
