dates,satname,nzd0030-0000,nzd0030-0001,nzd0030-0002,nzd0030-0003,nzd0030-0004,nzd0030-0005,nzd0030-0006,nzd0030-0007,nzd0030-0008,nzd0030-0009,nzd0030-0010,nzd0030-0011,nzd0030-0012,nzd0030-0013,nzd0030-0014,nzd0030-0015,nzd0030-0016,nzd0030-0017,nzd0030-0018,nzd0030-0019,nzd0030-0020,nzd0030-0021,nzd0030-0022,nzd0030-0025,nzd0030-0026,nzd0030-0027,nzd0030-0028,nzd0030-0029,nzd0030-0030,nzd0030-0032,nzd0030-0033,nzd0030-0034,nzd0030-0035,nzd0030-0048,nzd0030-0049,nzd0030-0050,nzd0030-0051,nzd0030-0052,nzd0030-0053,nzd0030-0054,nzd0030-0055,nzd0030-0056,nzd0030-0057,nzd0030-0058,nzd0030-0059,nzd0030-0060,nzd0030-0061,nzd0030-0062,nzd0030-0063,nzd0030-0064,nzd0030-0065,nzd0030-0066,nzd0030-0067,nzd0030-0068,nzd0030-0069,nzd0030-0070,nzd0030-0071,nzd0030-0075,nzd0030-0076,nzd0030-0077,nzd0030-0078,nzd0030-0079,nzd0030-0080,nzd0030-0081,nzd0030-0082,nzd0030-0083,nzd0030-0084,nzd0030-0023,nzd0030-0024,nzd0030-0031,nzd0030-0036,nzd0030-0037,nzd0030-0038,nzd0030-0039,nzd0030-0040,nzd0030-0041,nzd0030-0042,nzd0030-0043,nzd0030-0044,nzd0030-0045,nzd0030-0046,nzd0030-0047,nzd0030-0072,nzd0030-0073,nzd0030-0074,nzd0030-0085,nzd0030-0086,nzd0030-0087,nzd0030-0088,nzd0030-0089,nzd0030-0090,nzd0030-0091,nzd0030-0092,nzd0030-0093,nzd0030-0094,nzd0030-0095
1999-10-04 22:10:38.131000,L7,217.17,197.80,265.73,346.17,406.28,435.86,409.38,449.98,514.49,490.86,473.77,423.41,339.09,301.94,371.26,364.04,355.83,494.61,504.24,522.31,513.43,511.03,522.97,455.69,456.82,527.05,514.21,554.28,549.33,215.18,258.05,240.19,245.81,541.52,495.77,514.62,525.04,541.46,372.97,337.84,405.70,450.77,294.50,274.62,311.74,178.51,307.15,208.25,248.52,267.17,212.72,203.31,216.83,215.48,209.96,217.65,222.18,177.45,211.62,298.25,323.64,438.45,444.74,253.81,254.61,250.54,226.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-21 22:10:24.244000,L7,303.70,299.37,304.90,444.10,444.30,403.50,398.47,462.47,353.85,370.74,415.36,415.05,425.10,435.15,338.11,453.55,335.16,259.22,313.91,321.22,328.76,344.23,381.36,268.78,329.29,334.82,321.13,332.60,307.54,312.80,311.73,279.26,305.21,400.02,437.21,455.63,443.21,440.64,437.04,445.26,331.93,378.64,347.73,425.65,491.91,480.69,472.83,327.04,324.27,329.50,425.71,505.70,504.76,476.92,462.60,463.85,463.96,390.47,394.17,329.24,464.98,452.73,453.58,485.97,511.54,512.94,480.84,345.17,361.05,344.96,299.47,310.53,331.79,377.88,347.34,347.74,427.84,429.36,506.68,501.50,508.53,470.88,182.26,469.75,418.21,440.96,431.67,435.55,397.74,342.87,307.51,317.96,358.86,251.19,246.83,231.15
2000-02-09 22:10:19.398000,L7,510.30,507.93,542.11,376.04,384.75,379.31,393.80,,,,,,,357.17,352.42,336.71,508.26,502.23,459.93,459.61,472.46,476.82,,434.76,443.25,442.29,402.74,441.32,458.06,453.66,455.49,451.11,,431.66,436.12,439.84,442.23,441.78,447.79,463.00,,,452.35,429.92,476.99,460.21,,,,,181.78,387.74,382.25,422.43,426.82,410.02,407.94,363.77,392.81,394.71,377.18,191.86,192.36,205.53,198.13,209.51,215.44,429.86,431.89,448.42,501.93,415.33,398.48,212.00,235.70,228.51,240.41,235.54,229.75,433.60,420.61,428.20,407.03,404.51,392.64,212.33,346.89,345.07,350.46,341.04,195.09,182.17,200.55,188.83,196.47,188.64
2000-04-29 22:09:53.797000,L7,391.40,,,360.28,359.71,370.61,371.54,369.25,373.27,382.94,394.74,344.96,389.15,393.38,393.77,383.53,,,,460.08,456.11,463.57,313.89,490.31,473.55,462.72,348.01,346.46,433.13,464.89,473.14,455.17,457.01,486.95,515.93,203.87,519.69,493.89,523.43,522.91,530.81,526.80,526.71,496.11,511.56,534.39,528.75,358.47,358.43,327.38,502.47,506.51,503.97,370.58,373.95,515.04,513.46,328.37,329.72,446.87,445.45,398.02,403.16,408.55,221.17,215.61,214.58,396.88,483.20,469.90,502.53,365.69,372.20,374.48,294.93,457.31,478.59,467.47,477.74,468.49,472.62,498.34,,474.62,267.06,214.25,206.94,379.40,487.72,487.11,482.96,481.01,481.82,495.01,409.42,400.61
2000-05-15 22:09:42.527000,L7,,,,,,,,,341.02,333.11,336.54,340.95,339.63,340.33,324.99,355.53,342.66,328.73,317.02,316.78,332.78,335.19,329.57,464.86,456.60,417.01,456.91,451.56,442.63,206.28,217.49,481.65,486.86,198.37,197.42,212.67,218.10,214.92,206.84,323.43,325.53,406.87,470.42,385.85,375.15,373.19,314.56,269.99,371.61,375.43,343.19,397.47,343.89,211.23,218.87,221.67,181.01,,417.33,388.11,430.95,251.76,408.77,403.88,416.06,274.10,220.85,412.01,432.32,418.32,400.59,406.77,404.93,360.44,243.19,241.76,244.33,244.32,242.52,236.44,222.52,203.94,403.31,403.44,414.98,413.32,399.97,405.61,400.84,393.85,188.68,355.56,454.50,446.02,457.63,450.40
2000-08-03 22:08:44.137000,L7,463.04,498.54,483.44,301.86,191.33,200.12,296.34,293.51,454.10,459.48,386.68,,,332.96,482.57,453.08,502.30,383.11,,,,,,,,,524.31,514.24,532.24,230.49,521.94,504.59,472.01,537.68,323.83,356.90,350.23,482.67,508.61,309.90,338.13,320.00,215.88,203.19,200.06,447.58,435.73,531.04,454.43,469.46,475.91,494.69,506.26,240.51,287.39,539.18,205.08,507.97,526.06,533.75,526.58,206.32,547.80,494.92,542.32,204.15,455.65,,,288.95,469.11,330.20,217.16,261.70,276.34,251.81,252.80,249.15,241.72,239.63,226.90,217.85,252.81,216.92,507.57,455.28,532.62,437.16,,226.28,461.01,462.10,482.55,471.17,481.95,200.44
2000-09-20 22:08:03.348000,L7,410.11,404.04,407.61,496.22,489.88,494.27,500.95,517.00,546.18,523.88,444.43,454.81,457.40,488.77,516.56,513.16,523.42,529.96,536.78,534.14,549.20,237.36,218.66,393.99,386.89,393.57,362.58,402.18,530.22,530.94,,179.56,218.99,203.76,192.62,215.01,214.68,209.79,202.28,199.05,203.31,215.89,189.26,198.94,203.01,520.07,538.50,473.50,,270.17,501.84,481.55,459.00,433.57,431.99,208.21,545.80,263.37,301.76,479.90,487.55,487.39,494.50,482.42,481.88,408.00,217.44,325.86,375.95,512.38,219.29,314.78,269.31,264.97,242.95,243.51,240.95,243.62,242.40,237.78,217.21,197.54,511.47,547.40,214.64,218.77,208.89,218.13,207.10,214.31,196.75,303.73,203.49,316.28,307.15,199.30
2000-10-22 22:07:50.487000,L7,206.33,207.20,207.57,197.31,185.17,190.97,202.69,502.26,487.61,506.05,503.73,513.07,524.21,544.82,520.90,534.70,495.47,479.68,466.65,454.29,431.62,511.83,521.59,542.39,534.11,550.66,505.68,525.41,483.14,488.31,213.84,207.34,208.74,526.82,510.91,502.21,520.38,534.88,552.49,514.17,509.62,517.56,543.56,540.71,529.79,219.48,212.74,208.91,186.19,339.83,210.03,215.71,226.74,216.25,218.86,214.35,179.71,525.01,418.28,393.19,418.58,393.36,503.12,221.13,221.41,219.36,218.59,539.68,543.37,485.20,210.35,201.57,241.36,229.16,251.20,245.51,251.09,252.88,242.26,239.78,510.58,502.65,510.96,504.04,509.24,217.49,210.20,210.45,205.83,210.55,202.16,190.33,206.03,401.01,459.70,480.26
2000-11-07 22:07:53.532000,L7,204.77,545.55,528.23,536.83,516.83,537.38,533.88,545.70,536.53,527.65,543.31,555.06,510.20,517.90,540.26,548.03,498.29,503.33,493.84,530.54,543.20,531.66,546.59,,548.15,529.80,527.92,516.22,529.22,,,,,195.78,198.81,217.16,219.36,230.88,202.36,194.25,205.03,207.12,208.77,192.75,209.84,451.98,463.08,,,,226.61,199.56,224.72,214.37,216.20,212.06,249.34,231.43,209.39,538.69,527.63,529.97,533.65,551.09,,,,550.61,552.32,532.49,,,,,189.32,216.98,221.85,245.50,254.49,228.62,223.46,201.82,240.84,202.67,198.85,,,558.95,353.84,397.75,329.85,421.94,493.79,,,398.83
2001-09-23 22:06:03.238000,L7,472.74,485.24,484.21,467.66,440.66,516.06,478.16,532.33,508.74,362.61,325.90,510.62,520.11,498.63,438.24,450.27,428.32,484.36,507.86,529.94,546.13,535.22,534.19,510.29,505.17,511.06,512.95,497.11,497.78,433.11,380.46,508.11,470.78,387.79,407.04,426.26,455.73,500.19,532.29,480.95,488.99,206.28,197.87,197.05,513.59,,,,,551.75,507.23,204.54,218.48,293.27,277.75,211.87,552.05,517.39,524.23,533.21,524.37,520.61,505.78,526.27,516.23,519.97,549.34,551.58,528.88,464.50,470.84,540.59,552.61,457.78,448.14,536.93,534.03,385.43,445.60,340.93,348.34,383.93,485.32,492.50,500.18,259.99,212.23,219.34,216.10,206.60,194.67,196.87,199.82,187.87,199.86,200.27
