dates,satname,nzd0528-0000,nzd0528-0001,nzd0528-0002,nzd0528-0003,nzd0528-0004,nzd0528-0005,nzd0528-0006,nzd0528-0007,nzd0528-0008,nzd0528-0009,nzd0528-0010,nzd0528-0011,nzd0528-0012,nzd0528-0013,nzd0528-0014,nzd0528-0015,nzd0528-0016,nzd0528-0017,nzd0528-0018,nzd0528-0019,nzd0528-0020,nzd0528-0021,nzd0528-0022,nzd0528-0023,nzd0528-0024,nzd0528-0025,nzd0528-0026,nzd0528-0027,nzd0528-0028,nzd0528-0029,nzd0528-0030,nzd0528-0031,nzd0528-0032,nzd0528-0033,nzd0528-0034,nzd0528-0035,nzd0528-0036,nzd0528-0037,nzd0528-0038,nzd0528-0039,nzd0528-0040,nzd0528-0042,nzd0528-0043,nzd0528-0044,nzd0528-0045,nzd0528-0046,nzd0528-0047,nzd0528-0048,nzd0528-0049,nzd0528-0050,nzd0528-0051,nzd0528-0052,nzd0528-0053,nzd0528-0054,nzd0528-0041,nzd0528-0055,nzd0528-0056
2006-06-25 22:13:31.961000,L5,356.65,337.77,326.23,312.35,300.78,324.02,319.90,306.27,347.83,358.16,357.73,317.99,322.19,318.41,321.14,321.43,282.20,269.80,293.90,282.89,276.84,301.67,309.73,317.58,305.74,309.69,316.08,324.23,365.31,341.30,335.21,294.86,320.10,261.07,289.59,254.49,211.64,,333.17,308.36,285.58,244.88,261.90,157.54,,,,267.84,321.45,236.35,256.63,201.66,,,267.64,,
2006-07-27 22:13:58.731000,L5,444.28,364.95,355.66,381.57,387.00,389.06,390.27,380.90,389.68,391.21,387.21,387.88,377.49,382.55,375.95,383.27,382.95,384.78,386.12,385.25,388.06,381.43,375.55,369.99,358.10,366.65,357.89,362.82,396.74,367.84,391.01,394.86,391.46,386.65,377.50,385.99,368.46,388.80,380.07,381.48,378.96,377.25,360.98,363.17,361.07,365.53,364.35,373.93,372.63,367.91,391.61,387.79,388.92,391.21,375.73,392.65,378.31
2006-08-05 22:07:55.109000,L5,368.52,358.95,345.40,363.11,374.85,378.78,378.05,365.85,379.29,380.15,382.64,380.81,366.00,362.00,363.89,364.59,371.35,372.15,368.13,372.16,371.72,366.80,362.57,350.99,336.10,357.09,355.79,349.37,387.92,361.75,368.53,367.97,377.26,367.90,365.85,367.98,340.78,367.38,365.85,369.70,367.03,352.60,183.05,209.74,179.96,259.64,353.41,343.10,359.92,356.49,377.89,374.62,380.69,375.45,361.08,374.23,362.80
2006-08-28 22:14:23.601000,L5,366.79,351.27,352.29,359.23,369.96,370.13,366.72,358.62,366.07,369.39,372.88,374.49,366.81,363.88,352.25,355.87,356.01,358.45,363.28,358.69,362.31,353.82,351.35,346.15,341.51,343.68,338.39,158.67,203.74,314.93,317.32,368.47,371.99,369.37,365.88,364.45,345.36,367.49,358.84,352.15,357.77,338.56,219.66,220.99,182.76,262.90,193.71,329.70,344.89,359.51,373.46,371.49,373.69,373.36,345.83,374.14,366.96
2006-09-13 22:14:35.259000,L5,465.06,430.51,442.85,449.72,457.09,461.17,455.91,438.00,439.18,432.27,436.48,432.38,425.24,421.53,427.55,440.05,441.97,435.24,429.40,426.02,424.97,425.16,432.43,439.26,434.07,437.30,427.87,413.40,426.34,434.60,452.13,468.53,437.02,432.96,440.00,414.14,411.09,430.32,447.31,439.95,450.11,419.34,416.40,440.65,429.10,443.17,441.98,431.42,436.11,428.41,437.63,421.91,432.37,436.74,425.56,446.89,443.71
2006-10-08 22:08:40.914000,L5,368.35,352.24,355.68,363.41,369.58,373.96,368.82,373.30,376.12,381.17,382.07,381.13,372.01,371.44,370.05,375.70,376.81,376.36,377.81,375.11,372.36,368.71,363.63,358.50,358.48,358.87,352.77,343.48,373.13,374.69,370.12,369.77,373.45,371.83,369.94,368.99,355.34,369.41,366.57,370.46,370.35,353.21,347.73,343.13,342.26,347.58,346.38,342.92,356.64,362.07,366.72,366.37,369.95,370.84,360.76,369.94,374.79
2006-11-25 22:09:07.763000,L5,378.18,364.33,372.16,379.76,385.16,386.30,384.12,373.28,377.53,381.37,382.90,383.18,379.33,374.91,374.04,378.15,378.44,380.02,379.41,379.36,384.35,381.84,382.99,376.42,379.56,378.22,368.63,362.00,391.49,391.87,386.22,378.14,377.30,375.27,369.74,374.51,362.54,370.75,371.53,373.86,371.49,356.62,357.02,358.39,360.83,367.79,365.79,364.96,377.00,384.19,384.44,384.92,387.36,377.69,364.89,377.72,376.44
2007-01-03 22:15:37.058000,L5,221.67,279.78,360.13,364.37,,,,177.74,174.46,253.48,215.50,234.11,343.04,339.64,372.63,374.05,378.56,382.34,373.46,366.12,387.62,374.76,372.39,384.60,377.63,369.53,376.45,353.36,388.53,357.52,364.36,366.40,367.28,364.33,362.41,361.41,350.54,364.55,358.96,362.72,370.50,356.89,352.84,352.55,354.43,360.41,359.99,352.28,362.97,375.20,377.54,377.55,374.32,370.97,366.29,372.65,374.27
2007-09-09 22:07:45.163000,L5,386.82,376.21,389.95,388.68,397.91,400.87,400.25,405.93,403.41,400.98,400.08,404.80,402.46,395.81,394.07,399.05,399.68,398.49,404.30,398.40,401.60,391.13,391.41,391.78,386.42,390.22,386.59,372.29,403.48,396.85,401.31,401.86,401.64,395.43,401.84,396.08,395.04,401.76,399.85,406.17,399.79,385.70,378.57,380.06,371.91,381.99,377.49,382.89,395.83,403.52,400.09,398.35,400.21,398.87,391.66,402.31,403.05
2008-11-14 21:57:52.281000,L5,425.34,360.17,372.13,377.30,382.21,381.12,382.66,371.87,380.25,382.14,384.97,386.35,383.99,379.26,376.80,379.71,382.15,385.85,387.51,385.05,384.35,381.09,381.38,374.71,377.99,376.06,366.60,359.10,394.16,391.12,386.19,377.49,381.34,380.26,373.01,379.83,368.86,379.41,378.88,377.64,372.44,361.07,354.94,356.24,358.30,363.08,365.56,365.29,379.54,385.63,387.32,388.32,387.43,385.54,369.50,384.95,381.98
2008-12-23 22:05:16.170000,L5,371.84,360.06,365.80,370.67,377.88,385.60,385.60,376.58,383.67,386.19,390.81,388.97,387.86,379.82,382.66,384.50,385.83,388.32,389.80,376.56,376.86,375.96,377.63,368.15,371.47,368.78,360.79,347.31,382.10,382.83,385.99,381.82,383.42,382.84,378.83,381.08,370.25,381.78,382.18,379.43,377.71,359.18,345.69,347.50,346.81,356.37,358.42,355.61,368.70,376.56,377.25,377.69,388.27,387.66,367.61,388.12,384.71
2009-01-17 21:59:44.398000,L5,370.25,353.29,355.29,354.73,362.85,371.71,373.30,363.83,369.94,372.65,378.37,378.64,375.23,373.96,374.76,375.75,378.18,380.83,373.68,370.40,378.54,378.73,379.08,369.01,365.10,359.23,348.54,331.72,363.49,375.55,370.15,368.71,368.63,365.20,361.25,369.66,365.39,371.80,373.10,372.48,366.54,352.91,343.19,348.72,349.67,355.81,355.59,349.22,361.41,366.02,366.41,366.94,369.70,368.50,358.76,371.81,373.60
2010-02-05 22:05:29.575000,L5,362.88,351.11,357.42,365.72,368.25,375.31,373.61,364.06,370.79,374.36,378.65,377.74,379.34,380.96,373.58,376.71,381.34,380.09,383.49,373.22,368.88,372.19,374.17,366.38,367.64,364.88,358.28,344.35,377.73,376.58,373.38,370.77,367.58,365.14,363.04,364.48,364.24,367.75,373.67,365.49,361.45,347.57,339.72,332.24,340.31,358.98,351.10,338.49,357.62,369.80,367.73,369.77,373.33,374.91,357.37,369.14,363.77
2010-10-26 22:10:38.745000,L5,357.48,344.25,350.89,359.33,365.87,370.64,366.75,356.83,357.74,362.38,368.79,366.56,365.72,365.68,366.87,376.89,376.64,380.22,379.13,377.93,377.14,376.58,375.35,370.33,369.22,370.69,361.87,350.98,371.46,372.55,372.74,364.30,364.41,364.26,363.42,364.23,356.48,365.46,374.72,379.17,376.37,357.51,346.18,354.13,350.20,355.92,366.71,373.21,374.00,380.32,368.32,375.32,374.93,380.06,361.94,373.31,365.36
2010-11-27 22:10:35.713000,L5,369.35,361.91,375.64,389.37,376.73,381.47,382.05,368.46,380.64,379.70,383.80,384.62,377.88,379.68,375.43,377.38,380.54,390.68,391.36,390.94,387.91,388.58,386.27,383.95,384.62,382.92,375.06,365.65,398.57,391.82,386.23,377.51,376.66,376.92,376.46,377.86,370.84,377.21,228.68,226.36,220.68,368.83,357.81,364.54,361.86,366.55,375.13,377.42,385.80,393.22,393.06,401.95,387.06,392.28,218.06,388.39,384.80
2010-12-22 22:04:29.137000,L5,374.05,362.91,373.03,374.70,380.65,382.66,385.31,373.40,377.17,380.67,385.96,389.55,389.47,388.92,386.03,387.88,390.17,389.48,391.26,388.56,388.91,388.41,385.99,384.41,379.20,375.54,369.89,355.01,387.45,391.78,388.04,382.72,382.71,380.97,382.39,387.90,379.13,389.14,391.02,390.05,385.98,370.45,358.82,364.37,362.10,369.49,368.55,368.52,379.47,384.58,383.75,388.64,390.16,393.31,375.25,389.01,383.96
2011-03-12 22:04:31.079000,L5,336.21,319.98,317.42,225.20,,247.92,176.08,338.27,347.74,351.15,351.71,348.44,346.47,343.19,346.85,344.29,348.16,351.63,351.46,350.76,349.32,345.83,342.40,322.38,294.05,308.07,304.79,315.13,347.91,344.47,331.89,303.95,294.34,282.04,272.88,271.84,240.48,,,,314.85,300.47,306.68,300.58,310.45,319.77,311.07,313.76,329.45,331.49,344.57,339.68,348.81,349.37,325.50,343.29,330.95
2013-05-11 22:22:42.945000,L8,371.23,354.00,345.89,348.94,356.58,362.92,365.46,351.99,364.43,363.95,366.40,365.38,361.02,357.23,356.63,353.38,355.40,360.62,363.46,362.80,362.69,362.53,361.34,348.50,340.55,344.11,342.79,332.06,362.97,362.95,355.76,347.60,361.94,359.71,355.87,358.64,357.98,360.93,360.77,364.42,360.66,352.45,342.27,344.17,343.00,342.13,351.90,348.61,357.67,352.13,362.44,357.69,359.31,359.75,357.42,358.75,346.25
2013-06-05 22:16:38.960000,L8,352.17,344.62,330.25,316.24,342.77,351.17,339.42,320.15,351.40,352.48,355.85,323.12,342.55,321.75,324.58,319.50,313.93,304.51,311.67,306.98,310.06,323.32,327.43,332.83,322.23,328.62,330.92,326.36,355.24,338.58,332.98,318.70,346.46,334.50,302.67,282.66,227.31,172.40,351.72,256.72,347.66,338.82,329.32,331.69,304.23,307.35,310.36,311.44,345.11,327.44,287.52,288.81,253.47,,344.40,,
2013-07-07 22:16:35.929000,L8,366.21,355.35,347.95,341.41,357.87,364.17,366.30,347.34,365.77,368.68,369.21,369.15,361.59,357.20,354.06,349.38,352.64,360.76,363.12,364.59,364.98,364.64,358.97,346.94,334.87,343.52,342.14,335.09,372.36,358.22,350.19,344.49,360.48,360.75,358.52,360.84,358.16,360.64,363.07,364.91,361.83,360.06,344.28,346.47,346.11,342.38,354.63,353.62,362.05,348.31,364.20,364.61,363.56,367.74,358.42,365.20,332.12
2013-07-23 22:16:34.633000,L8,352.93,341.05,330.78,309.25,308.08,332.04,323.15,319.00,315.93,346.64,348.21,319.23,316.98,314.06,318.57,316.04,313.20,302.94,305.23,303.31,311.48,316.78,322.11,329.93,320.97,323.07,324.05,320.64,346.75,340.87,332.63,318.15,326.52,259.41,255.62,256.27,,,,,,,,268.42,281.71,258.60,292.57,301.18,318.06,301.30,278.47,273.62,,,,,
2013-08-31 22:22:50.245000,L8,,,,,,,,,,,,,,,173.50,258.34,234.96,297.72,361.82,267.17,332.25,358.07,352.71,386.86,337.15,305.30,350.80,348.36,371.85,365.65,365.16,358.54,362.69,360.91,359.38,359.48,358.63,357.94,360.43,360.95,357.85,347.91,339.28,343.81,341.63,341.49,351.78,352.25,360.81,359.13,368.15,355.99,355.88,358.55,352.84,367.22,360.76
2013-09-25 22:16:28.938000,L8,361.19,345.71,346.97,350.79,354.17,361.83,363.53,355.06,361.57,360.79,364.99,365.35,361.64,358.69,355.94,354.66,356.21,359.60,362.48,364.22,363.17,363.44,361.84,352.33,347.12,348.71,341.75,332.37,360.93,362.83,364.34,357.64,360.45,355.95,355.22,355.78,352.21,354.20,356.08,359.98,354.57,343.40,336.38,339.30,338.60,336.62,347.95,349.68,358.59,359.02,364.24,357.68,353.24,357.16,349.03,360.36,358.93
2013-10-02 22:22:40.460000,L8,363.58,346.64,349.64,351.54,359.16,363.40,366.50,353.82,361.79,360.21,365.14,366.34,362.92,361.13,357.83,358.06,359.60,360.68,362.98,365.70,365.23,364.58,362.26,353.24,348.76,351.11,343.32,332.72,364.95,364.15,365.46,360.05,361.39,358.00,357.65,357.34,352.84,356.58,357.82,360.33,355.22,345.05,337.45,341.26,338.85,337.90,349.57,351.84,359.31,361.30,367.26,359.12,353.55,358.17,350.57,364.86,361.01
2013-10-11 22:16:29.291000,L8,367.41,348.37,351.77,351.07,357.14,357.80,336.36,304.74,282.33,372.29,358.20,284.99,298.26,388.82,358.15,356.46,357.92,360.08,363.05,363.71,362.51,363.23,361.16,352.50,349.56,349.93,343.17,332.17,361.40,364.14,364.94,357.70,360.01,356.43,356.56,356.29,352.42,353.63,356.28,359.12,354.10,342.98,336.10,337.45,337.15,336.07,346.94,349.29,357.80,361.31,365.58,358.89,353.75,357.01,349.03,364.42,358.62
2013-11-03 22:22:32.045000,L8,364.16,346.05,350.56,353.64,360.05,364.89,367.26,358.70,366.63,366.28,369.88,369.36,365.68,364.20,362.28,360.49,363.91,365.85,365.94,367.85,368.57,266.91,277.96,291.85,352.84,353.35,345.08,332.55,365.17,367.02,367.51,361.73,363.23,360.40,360.39,360.14,354.07,357.41,234.50,235.78,233.64,137.30,336.41,338.25,337.16,336.81,347.51,350.02,357.88,362.60,365.91,361.09,355.20,360.52,221.34,364.17,361.78
2013-11-12 22:16:19.914000,L8,367.61,346.82,352.56,354.85,360.91,365.30,368.44,360.96,366.54,364.83,368.53,368.60,364.51,363.89,362.09,361.37,363.90,365.53,366.41,367.97,367.65,366.29,365.47,356.51,354.63,355.22,347.30,334.79,364.62,369.41,367.71,362.00,363.86,360.42,359.59,360.85,357.77,359.19,233.11,235.19,228.78,136.15,503.60,500.95,492.58,474.26,471.88,353.41,361.15,365.15,370.12,364.05,360.57,363.94,218.86,367.58,365.63
2013-11-19 22:22:25.407000,L8,366.21,347.45,352.58,354.06,360.64,365.57,367.73,359.22,364.00,363.32,367.75,367.72,363.99,363.65,361.38,360.28,362.64,365.44,366.00,366.90,366.79,365.60,363.70,356.59,353.92,354.07,346.21,334.52,363.07,368.73,367.32,361.35,363.01,359.66,358.36,359.33,354.35,358.07,358.37,360.57,356.24,345.13,337.84,339.84,338.87,339.73,349.54,351.37,359.71,363.11,367.87,361.99,358.05,361.86,353.32,365.43,363.96
2013-12-30 22:16:01.055000,L8,334.63,314.58,335.56,339.30,343.64,348.86,347.87,335.89,138.99,143.71,145.27,146.41,148.16,144.66,147.33,150.51,155.43,159.32,163.82,163.88,187.51,155.03,345.70,321.84,333.53,337.44,330.67,317.23,343.82,351.99,349.13,341.12,342.06,263.30,275.87,256.20,238.81,339.80,336.36,307.31,307.24,295.82,293.61,295.37,295.40,283.37,,,,,,,,,320.45,,
2014-02-23 22:21:32.043000,L8,370.34,347.60,353.33,357.91,362.64,367.04,369.68,362.00,367.94,368.04,369.66,370.08,367.31,366.05,366.22,363.59,366.01,368.26,371.63,371.03,370.50,371.65,369.52,361.78,356.45,360.60,350.94,338.13,370.40,377.65,372.44,371.54,366.78,363.88,365.11,365.75,362.43,363.31,364.53,364.55,363.30,353.35,345.10,347.04,346.17,501.15,499.38,497.31,476.16,366.04,372.47,366.89,365.79,368.16,358.18,369.87,368.84
2014-03-11 22:21:19.920000,L8,364.51,347.31,349.16,354.66,360.23,364.25,367.14,359.78,364.91,362.44,366.22,367.15,363.06,363.73,360.19,359.06,361.06,361.04,364.49,364.46,364.97,365.03,363.98,354.59,350.99,352.45,344.46,332.44,360.64,364.16,365.05,355.94,361.55,358.55,357.61,358.76,355.41,357.83,358.83,360.49,356.55,346.64,339.54,340.60,340.34,341.99,349.51,348.12,358.85,360.62,365.94,361.30,361.27,362.85,352.54,364.56,358.98
2014-03-20 22:15:01.497000,L8,364.91,346.94,348.89,354.23,359.02,363.58,366.20,359.90,364.11,362.20,365.91,367.83,362.79,362.72,358.49,359.33,360.05,361.04,364.95,365.51,365.44,364.39,363.56,354.34,350.70,352.59,344.42,333.43,361.48,363.93,364.53,357.06,361.35,358.48,356.78,358.76,355.53,357.66,359.33,360.55,355.71,345.92,339.53,339.12,339.84,340.40,349.06,347.84,358.32,360.98,365.31,361.50,361.22,362.80,351.59,365.17,359.01
2014-04-21 22:14:29.865000,L8,370.53,354.19,346.99,352.64,359.95,364.36,368.41,356.39,365.24,365.24,368.22,368.66,363.87,363.02,358.56,358.85,361.45,362.95,365.04,365.64,367.63,365.25,363.57,353.94,348.99,350.44,344.16,332.86,363.05,359.84,362.54,355.37,362.08,358.28,358.34,358.52,356.42,359.90,359.42,359.24,355.92,348.70,339.12,339.84,340.51,339.88,348.52,348.42,358.26,357.38,367.60,363.60,363.90,366.42,353.03,365.40,357.74
2014-05-30 22:20:22.872000,L8,350.62,344.48,341.94,345.36,354.00,360.34,359.51,344.68,353.40,359.24,362.63,360.90,355.73,357.57,354.81,350.68,352.02,353.67,327.08,300.53,359.02,360.43,357.00,348.79,341.59,342.10,339.92,331.37,363.28,362.11,356.13,337.65,357.14,357.16,354.62,355.04,348.58,346.06,342.92,312.95,,,,,,,,312.00,148.95,318.10,345.83,348.02,301.23,331.05,,350.27,312.74
2014-07-17 22:20:39.943000,L8,369.69,356.32,344.55,345.37,357.76,363.11,365.04,344.69,364.20,366.69,366.39,368.99,361.55,360.19,355.45,354.12,357.09,359.80,363.30,364.44,365.58,364.11,360.13,349.19,339.93,343.45,340.92,333.25,369.51,357.16,352.17,344.44,360.58,359.12,355.72,356.57,351.94,359.48,359.30,359.63,356.46,347.48,339.47,340.21,340.08,327.41,348.80,348.08,359.11,350.29,364.49,363.01,359.46,364.26,352.90,364.87,337.11
2014-08-02 22:20:46.799000,L8,353.96,338.60,328.05,309.94,301.96,328.93,321.88,311.81,307.80,289.57,302.91,317.62,317.67,315.23,314.63,318.26,,302.59,303.82,304.25,312.05,315.45,322.39,330.30,316.76,310.15,271.77,309.39,346.78,342.30,335.13,327.15,326.27,258.22,247.43,282.04,,,,,,270.14,275.40,280.00,292.05,299.31,297.22,303.87,337.66,307.33,294.19,240.69,,304.59,,311.00,311.97
2014-08-11 22:14:39.696000,L8,372.30,353.75,348.97,354.56,359.25,365.05,367.47,346.37,359.77,360.14,364.14,367.48,362.86,362.80,357.44,357.43,266.48,267.68,261.85,366.70,366.61,365.00,363.33,353.95,347.76,350.41,343.04,333.61,366.90,358.74,363.30,359.78,363.47,359.36,357.59,359.37,354.29,360.39,361.09,359.82,356.78,347.22,337.48,340.42,340.76,337.56,349.10,352.39,361.23,359.15,369.30,366.32,363.79,365.80,352.43,367.44,360.03
2014-08-18 22:20:51.886000,L8,376.98,354.76,349.25,353.03,359.19,364.88,366.30,349.45,353.86,354.47,360.61,366.84,362.88,361.70,357.66,358.45,224.77,260.20,257.14,365.76,367.31,365.63,361.39,355.62,347.55,347.60,340.71,333.33,369.56,359.98,363.38,362.88,362.16,357.61,354.65,358.92,352.08,358.50,358.62,358.49,356.32,347.90,336.14,339.14,341.26,339.17,352.44,350.77,358.93,358.16,368.00,363.18,357.43,364.84,352.92,366.38,360.14
2014-09-19 22:20:54.477000,L8,366.93,349.76,349.08,355.20,361.12,365.73,367.67,352.77,361.62,358.89,362.28,367.07,362.55,359.92,355.98,357.89,358.36,244.76,237.89,223.91,231.82,364.53,361.68,355.45,350.18,349.19,339.01,332.53,365.95,365.32,367.49,362.33,363.77,357.40,355.76,360.59,352.56,359.24,361.13,360.31,359.06,350.19,337.67,341.80,341.81,341.73,354.80,353.51,362.18,361.44,372.27,364.11,360.34,364.27,353.47,369.10,368.02
2014-09-28 22:14:44.621000,L8,366.67,351.08,350.26,354.26,359.70,363.90,367.70,355.86,362.29,359.06,363.28,368.35,361.99,360.30,355.82,359.66,359.07,257.82,249.44,259.64,257.84,364.02,363.08,353.71,350.39,349.32,339.60,330.93,364.08,364.86,366.13,360.08,362.86,354.04,351.86,358.39,351.22,356.24,357.85,360.59,355.64,346.43,335.47,340.00,340.93,340.34,350.12,352.33,360.36,360.90,368.42,361.70,355.23,363.57,350.83,367.85,362.68
2015-01-02 22:14:38.674000,L8,362.56,348.63,354.07,356.33,361.77,365.65,368.66,360.53,364.04,362.50,366.23,367.41,365.47,363.36,363.58,361.09,363.85,364.38,366.67,367.89,366.95,366.00,367.56,359.60,356.02,355.39,347.82,336.64,364.17,369.11,367.56,365.72,363.05,358.93,360.45,361.61,355.91,359.05,359.34,360.81,357.83,349.42,338.86,341.73,341.95,344.53,352.52,352.00,359.90,363.78,365.11,361.66,362.06,364.55,353.23,366.98,366.48
2015-03-14 22:20:23.206000,L8,370.59,349.58,351.07,356.21,361.84,365.08,368.38,361.75,365.02,364.67,367.76,367.56,365.20,362.95,362.52,359.59,361.75,365.04,365.99,366.35,363.72,366.36,364.68,355.38,352.46,353.50,347.23,336.16,362.19,365.71,364.22,364.28,362.89,360.40,362.21,361.51,356.31,358.69,358.53,360.15,356.54,347.43,340.52,341.14,343.05,344.75,349.70,347.81,357.56,360.09,364.07,360.34,362.81,363.89,355.53,363.24,362.61
2015-04-15 22:20:10.505000,L8,333.01,334.71,327.19,330.47,339.07,338.31,334.27,319.58,307.52,337.35,339.23,331.30,343.75,317.41,327.51,326.54,156.42,181.22,185.29,190.77,191.01,176.69,327.71,321.52,317.44,279.97,322.01,313.37,332.59,,,323.26,335.14,256.04,257.72,254.60,194.44,299.53,312.34,249.51,248.62,261.05,269.60,275.03,287.72,295.66,291.67,294.32,289.78,300.54,305.54,300.75,299.78,323.96,233.39,318.47,320.62
2015-05-01 22:20:00.344000,L8,373.61,355.94,347.77,357.38,365.47,367.99,370.37,370.81,368.59,372.44,373.66,380.93,375.28,362.90,362.54,358.00,363.69,364.93,365.53,367.50,368.23,372.13,364.74,354.36,346.58,351.34,346.25,335.67,381.06,361.18,367.74,363.03,367.34,364.84,364.99,365.30,363.27,365.52,363.00,365.12,364.54,360.25,350.98,348.70,350.50,351.10,371.59,353.38,360.97,359.71,371.77,370.32,366.50,372.99,366.59,369.26,365.02
2015-06-27 22:13:58.027000,L8,375.17,356.06,345.69,341.93,359.46,365.20,368.09,349.54,364.71,373.29,368.65,367.93,361.20,356.05,354.40,335.86,355.53,358.86,364.04,363.58,363.99,363.89,355.09,347.59,336.14,343.07,343.94,337.27,382.71,358.80,346.61,337.04,359.45,361.07,354.93,358.40,349.04,354.10,359.52,361.75,360.77,344.46,337.66,345.98,343.46,345.06,348.94,349.26,362.29,348.61,358.33,360.56,349.43,376.93,354.64,366.56,338.10
2015-07-04 22:20:14.053000,L8,368.88,353.17,346.48,335.86,359.72,362.68,367.92,341.14,367.41,371.70,371.19,367.90,359.93,349.35,350.27,335.45,347.93,357.37,361.25,360.32,359.01,360.45,349.28,343.07,333.06,339.98,339.74,335.25,383.47,356.57,345.63,340.21,360.07,361.07,352.22,356.34,346.88,356.18,358.55,358.67,351.82,341.54,334.43,340.96,339.00,327.04,346.37,345.85,353.98,341.66,353.90,355.80,344.98,363.57,345.57,362.42,338.68
2015-07-29 22:14:13.585000,L8,351.91,340.82,332.33,314.63,315.16,338.90,322.69,320.33,343.76,349.55,349.47,344.76,319.74,314.13,316.34,315.91,314.03,304.42,305.53,304.32,314.46,314.03,321.90,326.90,314.04,319.87,321.72,322.16,348.78,343.92,328.95,320.57,320.76,266.61,296.48,289.90,196.84,,,251.30,259.48,,,277.16,288.58,254.61,209.11,303.66,331.67,310.02,293.13,297.78,293.54,312.23,227.95,318.40,317.04
2015-08-21 22:20:33.210000,L8,355.03,340.22,334.79,330.73,340.76,343.46,342.79,319.60,305.54,289.92,297.38,321.70,339.42,318.88,324.05,324.51,329.20,344.73,319.26,313.62,345.67,327.91,338.94,331.06,324.56,319.48,324.45,319.93,346.83,349.48,335.86,328.08,322.01,266.31,310.05,305.39,289.79,244.30,293.38,292.47,292.33,276.16,286.02,288.62,294.03,302.90,298.40,307.41,335.72,324.34,308.21,304.66,303.55,319.41,287.04,320.79,330.25
2015-10-17 22:14:38.194000,L8,,,,,318.10,366.94,364.36,351.05,357.31,355.88,360.01,362.83,361.59,358.35,354.51,351.93,357.22,359.47,361.02,360.23,360.51,358.32,355.30,353.66,352.38,356.92,345.90,338.95,368.62,375.56,364.13,360.85,365.29,359.60,355.32,359.81,355.85,358.48,362.82,359.24,358.44,346.90,331.25,346.03,344.29,341.61,354.54,346.15,356.69,364.37,367.84,362.64,360.95,371.57,340.29,359.33,357.63
2015-10-24 22:20:52.499000,L8,363.18,347.02,350.10,353.15,359.99,363.07,367.00,357.10,362.81,359.98,363.49,366.09,363.23,360.89,358.29,357.20,362.24,364.30,365.53,365.83,364.90,363.44,359.84,356.60,353.15,353.57,344.95,333.73,364.96,364.91,363.47,356.47,363.51,358.53,354.32,357.35,351.32,357.03,215.58,229.90,183.57,341.93,334.56,342.58,338.84,338.09,350.36,345.84,355.31,357.91,363.58,361.52,356.74,366.35,204.64,367.92,370.15
2015-11-18 22:14:44.822000,L8,364.62,347.35,350.40,353.94,358.54,363.90,366.56,360.18,365.06,364.20,366.66,367.85,365.47,363.62,362.95,358.96,363.48,365.59,367.01,366.76,366.18,364.84,361.78,358.00,354.29,354.67,346.08,335.09,365.03,369.03,365.52,358.94,364.18,357.32,353.36,357.53,354.87,357.10,357.35,360.94,349.84,342.52,336.04,341.96,339.34,342.41,351.31,348.72,358.70,360.04,365.05,363.38,361.77,369.27,345.32,368.34,370.34
2015-12-20 22:14:45.217000,L8,361.23,347.66,352.83,354.89,360.63,364.60,368.17,361.08,362.95,361.43,365.72,366.41,365.75,364.36,363.54,360.03,362.55,365.88,367.19,367.86,366.64,365.61,365.10,358.36,355.22,356.23,347.58,337.41,362.57,371.65,366.69,364.68,364.92,358.07,354.93,358.29,357.10,357.82,359.02,361.17,351.75,448.10,444.77,443.64,444.74,424.12,444.12,447.26,446.71,419.00,449.11,460.25,461.50,469.22,346.16,367.90,368.16
2016-01-05 22:14:40.992000,L8,362.35,348.98,352.56,355.99,360.99,365.62,368.32,361.10,361.43,361.19,365.64,366.64,366.50,365.05,472.50,473.92,471.57,503.25,367.21,368.58,366.55,365.72,365.71,359.45,474.13,478.42,465.94,430.51,452.15,374.66,367.33,365.94,365.49,359.97,356.50,359.55,357.59,359.63,360.71,362.35,354.76,343.69,338.27,342.54,341.00,344.20,352.31,352.30,360.74,361.45,366.24,364.47,367.56,367.56,348.10,367.79,367.31
2016-03-16 22:20:36.438000,L8,363.62,346.42,348.77,353.58,360.16,364.07,367.70,359.37,361.81,361.26,365.27,366.04,363.74,363.52,361.64,358.72,360.31,362.78,365.66,366.86,363.80,364.65,364.03,355.63,351.14,353.56,345.58,338.03,362.00,364.61,366.14,365.17,364.00,358.75,355.56,358.40,357.86,357.98,359.39,361.87,357.16,344.06,339.59,341.28,341.71,345.15,352.04,348.89,359.76,360.37,364.65,362.30,363.87,364.56,350.84,364.70,364.92
2016-04-17 22:20:21.343000,L8,361.13,348.15,347.30,351.47,357.48,362.24,366.14,357.93,363.14,362.43,365.17,360.51,360.11,359.81,356.03,353.25,356.45,359.33,360.59,363.43,360.81,359.18,347.90,343.74,343.67,350.27,341.78,334.06,352.96,360.59,347.19,355.57,361.18,352.57,347.98,354.22,349.99,350.54,350.13,325.57,246.10,,,,,,,137.56,149.85,184.83,329.32,362.71,338.39,247.44,,323.42,292.68
