dates,satname,nzd0500-0000,nzd0500-0001,nzd0500-0002,nzd0500-0003,nzd0500-0004,nzd0500-0005,nzd0500-0006,nzd0500-0007,nzd0500-0008,nzd0500-0009,nzd0500-0010
1999-08-26 22:07:32.686000,L7,379.34,321.57,323.46,313.92,312.28,314.02,321.82,318.51,315.91,324.33,329.70
1999-12-16 22:07:33.708000,L7,365.81,317.03,320.09,314.94,303.57,319.94,320.18,322.31,316.40,320.16,328.32
2000-05-08 22:06:44.900000,L7,383.40,320.35,318.12,317.02,314.15,319.59,320.73,320.19,316.83,324.70,333.08
2000-05-15 22:12:54.183000,L7,309.68,270.75,191.40,171.75,165.32,345.55,343.15,353.24,345.49,301.32,345.41
2000-06-25 22:06:19.852000,L7,381.08,364.36,279.20,368.80,298.71,310.28,310.96,309.64,316.94,330.21,338.70
2000-07-11 22:06:05.496000,L7,385.60,297.78,215.02,158.96,,,178.44,274.23,252.85,312.49,218.08
2000-07-27 22:05:48.258000,L7,371.36,335.00,348.67,319.21,325.17,319.73,325.76,323.72,315.81,321.92,320.83
2000-09-20 22:11:14.930000,L7,355.11,288.57,196.41,188.92,150.56,303.63,198.60,289.77,214.43,206.65,308.45
2000-12-18 22:05:01.704000,L7,463.70,454.40,402.06,379.90,376.39,381.85,399.97,407.25,393.49,377.79,365.09
2001-01-03 22:05:00.181000,L7,354.62,316.01,317.98,311.70,306.08,317.20,321.08,320.20,315.13,318.79,339.24
2001-02-20 22:05:00.525000,L7,379.98,306.82,310.27,306.76,302.41,307.23,308.90,310.90,313.02,309.48,324.66
2001-04-09 22:04:41.882000,L7,383.79,378.81,318.55,309.45,308.79,312.98,317.88,372.40,377.04,354.66,366.10
2001-06-28 22:03:56.771000,L7,307.56,288.96,317.70,232.04,230.62,262.84,321.57,315.40,314.88,325.74,302.27
2001-07-14 22:03:57.537000,L7,386.90,330.82,325.05,305.89,312.02,311.49,327.54,319.21,319.23,323.66,333.48
2001-08-15 22:03:26.328000,L7,289.34,299.19,216.36,201.89,184.76,198.15,228.04,270.97,300.35,274.23,238.71
2001-10-02 22:02:52.358000,L7,445.78,473.64,473.96,468.58,460.75,463.59,432.29,437.96,442.60,425.44,432.97
2001-11-03 22:02:58.699000,L7,356.63,309.60,310.12,309.65,299.03,304.53,307.32,307.03,302.09,311.17,333.83
2002-02-23 22:03:31.354000,L7,361.05,307.80,301.18,296.83,289.96,303.67,305.62,305.74,302.36,305.09,308.23
2002-03-11 22:03:31.366000,L7,438.17,311.22,314.11,309.27,304.34,308.97,311.80,313.20,308.56,314.72,368.90
2002-04-12 22:03:25.302000,L7,382.36,321.50,318.29,316.34,302.84,313.94,316.51,316.22,312.64,319.85,342.69
2002-05-14 22:03:19.418000,L7,389.07,335.38,329.75,317.74,361.61,315.57,349.18,378.43,391.56,358.27,391.49
2002-06-15 22:03:07.576000,L7,396.36,346.62,318.65,330.69,301.11,312.39,313.96,321.10,318.26,322.45,332.33
2002-12-24 22:02:57.022000,L7,343.92,303.59,303.06,295.29,300.10,302.15,299.58,311.10,304.29,313.95,313.70
2003-08-13 21:51:32.649000,L5,354.08,274.45,221.80,242.93,189.82,252.68,255.35,261.60,260.39,265.06,275.62
2003-08-29 21:51:49.928000,L5,338.68,263.58,253.86,227.53,239.09,276.38,264.41,262.35,249.39,274.31,293.50
2003-09-30 21:52:18.101000,L5,379.77,342.07,339.65,342.07,340.75,342.35,341.45,336.62,331.01,335.73,331.51
2003-10-07 21:58:35.519000,L5,343.51,312.31,323.40,338.97,349.87,348.68,346.59,370.18,360.59,,
2003-11-17 21:52:57.120000,L5,385.39,346.95,345.62,346.92,337.85,336.66,335.23,333.00,330.92,326.12,332.96
2004-06-12 21:55:59.429000,L5,348.73,276.67,276.86,259.58,186.62,220.59,245.58,250.00,247.71,263.28,253.49
2004-07-14 21:56:54.881000,L5,373.26,329.94,323.89,331.81,307.41,313.02,313.31,315.16,312.55,323.86,317.22
2004-10-18 21:59:11.702000,L5,383.77,377.26,372.39,366.40,366.47,367.26,363.43,358.47,353.63,347.21,347.69
2005-01-13 22:06:52.927000,L5,288.94,261.85,265.67,262.80,237.79,263.92,253.74,266.90,265.16,246.36,284.50
2005-02-07 22:01:03.020000,L5,340.84,270.82,272.34,268.10,230.42,264.36,262.82,262.89,257.89,256.75,259.78
2005-02-14 22:07:21.106000,L5,307.06,258.82,267.06,263.35,240.18,263.59,258.21,264.38,257.81,259.08,273.44
2005-03-11 22:01:31.683000,L5,375.10,313.51,318.70,316.21,296.01,308.44,311.62,309.32,302.82,303.90,319.36
2005-04-12 22:01:42.862000,L5,317.35,234.31,196.17,177.12,166.37,,,,,,
2005-05-14 22:01:54.308000,L5,326.66,241.76,216.50,228.46,200.66,183.44,221.57,247.52,231.14,237.32,255.25
2005-09-19 22:02:44.739000,L5,280.05,,,,,,,,,,
2005-10-05 22:02:41.026000,L5,364.67,313.07,315.17,316.88,294.63,309.94,307.23,310.05,300.47,304.16,313.39
2006-02-01 22:11:01.629000,L5,315.35,282.54,270.70,275.76,235.67,263.31,260.56,266.78,,,
2006-02-26 22:05:22.928000,L5,343.20,292.46,295.74,293.20,254.88,283.12,291.45,287.11,285.85,283.66,291.59
2006-03-14 22:05:42.635000,L5,325.89,193.84,157.44,,,,,,,,
2006-04-15 22:06:18.610000,L5,315.94,275.98,255.07,274.77,228.38,238.52,226.91,240.81,220.82,231.64,260.01
2006-08-28 22:14:23.601000,L5,389.79,364.53,358.14,362.88,359.66,355.30,350.11,343.80,342.21,,
2006-09-13 22:14:35.259000,L5,,308.23,306.60,304.98,288.88,304.69,307.99,309.36,299.93,300.09,313.15
2006-11-25 22:09:07.763000,L5,353.19,309.94,311.49,311.52,291.73,309.90,308.87,310.47,302.19,302.57,317.31
2006-12-11 22:09:16.015000,L5,372.54,321.84,320.71,320.69,296.71,311.19,314.88,314.62,307.75,303.03,314.21
2008-11-14 21:57:52.281000,L5,365.02,321.43,317.17,319.66,298.96,316.37,316.57,317.33,309.73,314.33,325.61
2009-01-17 21:59:44.398000,L5,325.79,272.74,270.88,274.48,221.27,267.53,272.81,271.53,263.40,265.10,277.02
2010-02-05 22:05:29.575000,L5,378.52,345.06,341.23,341.84,328.82,329.53,329.84,329.21,327.13,326.98,335.12
2010-12-22 22:04:29.137000,L5,378.32,337.68,337.32,334.74,313.29,321.65,327.42,320.46,321.83,320.85,328.67
2011-02-08 22:04:35.159000,L5,365.98,343.32,334.90,335.04,333.14,338.97,329.99,324.45,322.38,327.24,335.76
2011-03-12 22:04:31.079000,L5,328.35,271.78,281.25,274.04,240.57,273.59,276.94,266.13,239.27,250.40,279.26
2013-05-11 22:22:42.945000,L8,341.84,330.87,327.94,323.25,319.60,322.65,325.88,326.24,322.04,329.97,341.57
2013-06-05 22:16:38.960000,L8,303.74,241.59,190.04,165.42,183.23,181.35,175.12,232.80,217.26,186.17,273.94
2013-06-28 22:22:44.910000,L8,306.39,282.56,194.33,173.43,197.62,185.43,171.57,,185.83,195.68,317.91
2013-07-07 22:16:35.929000,L8,366.49,332.28,334.09,326.73,313.19,326.44,331.29,328.76,321.55,336.51,343.04
2013-07-23 22:16:34.633000,L8,371.88,331.78,336.06,332.46,314.44,328.76,330.83,350.65,325.73,337.59,345.56
2013-08-08 22:16:37.441000,L8,306.73,240.84,195.83,201.26,193.92,239.33,182.92,213.60,210.15,214.65,293.75
2013-08-31 22:22:50.245000,L8,351.46,326.81,323.96,320.73,312.86,319.82,322.82,321.73,321.18,327.09,341.50
2013-10-18 22:22:37.411000,L8,348.04,325.53,325.44,320.66,317.65,320.18,323.13,323.33,319.39,324.29,340.17
2013-10-27 22:16:19.549000,L8,297.18,224.57,175.01,183.94,147.03,,,,,,
2013-11-19 22:22:25.407000,L8,361.31,376.88,380.08,373.94,365.54,364.74,362.82,370.21,327.27,339.97,347.23
2013-12-30 22:16:01.055000,L8,294.41,213.08,269.67,260.37,221.47,285.46,230.72,289.97,269.78,271.99,302.99
2014-02-23 22:21:32.043000,L8,299.34,221.77,281.28,277.38,281.08,299.89,231.48,304.59,266.48,271.36,218.24
2014-03-11 22:21:19.920000,L8,298.68,278.04,295.73,292.22,285.85,302.50,233.90,305.02,297.41,270.37,220.20
2014-03-20 22:15:01.497000,L8,351.46,328.93,326.90,324.63,313.87,323.50,324.89,325.06,320.31,330.47,341.76
2014-04-21 22:14:29.865000,L8,305.64,283.49,298.64,287.42,284.69,301.28,227.74,296.70,251.68,261.57,302.70
2014-05-30 22:20:22.872000,L8,315.22,284.25,293.00,253.21,213.54,190.32,193.82,305.56,248.54,244.43,306.24
2014-07-17 22:20:39.943000,L8,356.05,326.91,331.49,353.00,325.11,318.61,334.64,327.74,324.66,338.11,345.72
2014-08-02 22:20:46.799000,L8,364.80,324.93,323.78,323.15,317.09,317.95,322.84,324.32,321.38,327.60,342.99
2014-08-11 22:14:39.696000,L8,375.11,330.88,337.88,330.68,336.88,329.41,343.98,332.29,324.66,343.40,347.00
2014-08-18 22:20:51.886000,L8,382.32,368.16,371.09,364.30,356.67,378.02,369.39,373.51,366.70,358.89,377.77
2014-09-19 22:20:54.477000,L8,304.79,283.87,296.02,283.35,286.15,303.10,306.00,299.62,258.40,255.79,308.24
2014-09-28 22:14:44.621000,L8,299.82,286.61,289.34,294.67,283.91,303.80,304.68,276.78,224.72,239.14,297.84
2014-11-15 22:14:49.314000,L8,360.18,339.93,342.17,346.66,337.76,348.56,340.39,344.13,338.88,337.74,346.49
2015-01-02 22:14:38.674000,L8,366.49,360.45,349.75,347.76,341.89,338.25,347.20,336.33,348.68,349.19,354.05
2015-02-10 22:20:38.674000,L8,317.28,330.32,326.94,323.92,325.30,320.91,323.65,322.85,323.38,328.59,340.19
2015-03-14 22:20:23.206000,L8,378.09,403.06,460.84,447.23,430.00,400.96,363.89,363.48,354.32,355.95,361.70
2015-04-15 22:20:10.505000,L8,305.76,302.18,303.51,301.40,297.34,,,,,,
2015-05-01 22:20:00.344000,L8,347.04,327.20,324.41,323.83,321.87,319.84,323.73,322.50,322.04,330.16,340.66
2015-06-11 22:13:52.284000,L8,333.82,312.27,309.98,303.34,299.48,305.97,310.05,308.25,310.78,311.60,317.69
2015-06-27 22:13:58.027000,L8,361.60,330.25,338.87,333.80,320.43,325.08,328.31,329.09,327.22,332.43,339.43
2015-07-04 22:20:14.053000,L8,369.01,327.58,326.73,335.26,319.00,319.12,330.56,325.47,325.71,331.06,344.97
2015-07-29 22:14:13.585000,L8,309.82,298.21,300.05,257.12,194.71,191.10,306.35,305.40,259.47,221.57,290.32
2015-08-21 22:20:33.210000,L8,352.11,328.25,326.82,345.04,319.88,325.72,327.58,326.12,326.91,330.58,341.98
2015-10-08 22:20:48.527000,L8,298.90,286.61,298.77,276.12,219.77,302.63,301.57,304.32,252.52,199.15,294.72
2015-10-17 22:14:38.194000,L8,380.74,372.69,366.48,367.36,357.04,356.53,357.24,361.27,358.11,351.31,352.78
2015-10-24 22:20:52.499000,L8,317.56,316.68,314.99,311.86,310.48,312.18,315.64,315.72,314.29,324.67,350.91
2015-11-18 22:14:44.822000,L8,295.32,298.06,284.45,291.08,271.72,301.60,273.39,275.44,199.05,210.32,293.35
2015-12-20 22:14:45.217000,L8,324.19,328.43,326.91,322.23,326.34,323.62,327.97,324.77,323.53,327.78,338.11
2016-01-05 22:14:40.992000,L8,328.02,333.73,334.01,328.57,327.87,323.83,326.22,325.78,323.33,334.33,340.53
2016-03-16 22:20:36.438000,L8,305.41,315.49,311.67,307.42,307.40,309.40,310.32,310.59,306.17,313.83,328.29
2016-05-12 22:14:08.416000,L8,300.95,287.46,304.18,261.39,224.36,240.18,192.89,296.16,298.77,296.22,
2016-06-04 22:20:28.125000,L8,306.10,291.29,299.58,255.43,213.60,187.50,225.22,306.58,300.86,303.96,
2016-07-06 22:20:41.229000,L8,370.94,330.42,329.21,333.99,322.68,316.12,323.00,325.18,325.12,328.65,338.68
2016-07-15 22:14:34.059000,L8,313.85,307.90,307.35,,,,,,201.32,239.16,300.47
2016-07-31 22:14:37.742000,L8,338.65,325.75,320.71,324.02,312.66,312.67,316.56,314.88,320.65,323.26,335.51
2016-08-16 22:14:41.427000,L8,307.65,290.05,307.55,260.14,286.56,300.79,234.93,306.50,299.44,301.26,299.24
2016-12-29 22:21:01.343000,L8,332.15,328.42,326.79,322.65,321.24,322.47,323.53,322.60,322.34,326.78,341.31
2017-01-23 22:14:43.048000,L8,302.42,305.99,299.97,299.34,287.74,306.09,305.02,309.49,302.35,303.45,
2017-01-30 22:20:50.623000,L8,356.41,349.04,337.53,335.63,328.31,330.30,334.74,329.09,328.40,332.70,348.40
2017-02-08 22:14:34.654000,L8,296.71,228.08,296.91,261.61,265.94,298.53,228.98,292.44,254.55,221.25,191.12
2017-02-15 22:20:43.526000,L8,506.51,510.73,478.98,453.72,372.99,372.27,334.62,361.57,325.34,329.60,350.33
2017-04-20 22:20:11.117000,L8,306.11,310.82,304.61,299.29,298.74,305.49,307.46,305.07,,201.40,317.70
2017-05-06 22:20:07.089000,L8,362.55,336.61,336.75,334.48,328.67,328.29,327.39,323.53,327.15,331.02,341.08
2017-07-02 22:14:23.696000,L8,310.47,276.64,199.88,257.94,220.12,242.71,181.73,210.40,215.91,219.80,302.28
